8;GROENLINKS;6.342;9,12;13,1;12,7;17,8;9,8;13,9;13,5;14,3;12,6;19,6;15,6;14,1;12,1;8,8;16,3;10,4;8,7;6,6;6,0;9,1;11,4;7,9;6,5;11,9;7,5;7,4;2,1;10,4;3,9;4,6;8,7;10,1;9,2;6,9;5,9;7,4;8,7;9,8;6,3;5,9;9,1;6,4;7,5;8,7;9,3;8,2;6,1;4,4;4,5;5,1;8,8;4,9;6,6;5,7;10,5;8,2;7,5;7,1;8,4;6,9;7,5;7,0;8,9
9;Staatkundig Gereformeerde Partij (SGP);2.121;3,05;1,2;2,2;1,0;0,5;1,0;3,7;1,8;0,3;2,5;2,5;1,5;3,3;3,6;4,2;6,5;2,0;1,7;1,0;2,1;6,6;4,2;2,6;4,2;1,8;1,4;0,3;3,1;5,4;5,5;2,3;1,6;1,5;13,8;4,3;6,7;2,6;2,4;3,6;14,4;1,3;0,7;0,0;1,5;0,9;1,0;1,9;5,2;5,4;5,6;2,9;4,6;6,6;5,9;1,4;4,1;1,9;1,1;3,8;5,0;0,4;1,4;1,8
10;Partij voor de Dieren;2.715;3,90;7,1;6,0;4,6;5,4;6,3;4,9;5,5;5,3;6,3;6,0;4,5;5,7;4,7;5,5;5,3;3,7;3,2;2,1;3,0;5,1;4,3;4,8;4,4;3,0;3,6;1,8;2,7;3,6;3,0;3,0;4,1;4,2;3,4;3,4;3,4;3,8;3,3;3,3;2,7;3,5;2,9;3,0;4,3;2,3;4,9;2,8;2,2;3,9;2,9;1,8;1,6;2,2;3,0;2,8;3,1;3,9;2,9;3,5;3,8;2,2;3,3;2,2
11;50PLUS;2.221;3,19;1,8;2,1;0,8;3,3;2,3;0,7;0,7;1,9;1,1;1,4;2,1;3,9;3,3;2,3;1,7;2,9;4,5;5,2;2,0;3,9;3,5;2,7;2,5;2,3;5,9;1,8;2,3;3,9;3,0;4,7;3,7;5,4;3,1;6,7;3,0;4,5;3,3;3,6;3,4;3,5;4,0;5,7;4,6;2,7;2,7;2,8;2,7;2,8;2,3;1,1;2,8;3,3;1,1;4,6;4,0;4,4;5,5;3,5;4,3;3,5;2,3;3,3
12;OndernemersPartij;63;0,09;0,1;0,0;0,0;0,0;0,1;0,0;0,0;0,1;0,1;0,0;0,0;0,1;0,1;0,1;0,0;0,1;0,2;0,0;0,1;0,0;0,0;0,5;0,1;0,0;0,1;0,0;0,0;0,0;0,2;0,1;0,3;0,2;0,0;0,1;0,0;0,2;0,1;0,2;0,0;0,0;0,0;0,0;0,1;0,2;0,5;0,0;0,2;0,1;0,3;0,4;0,1;0,0;0,0;0,0;0,0;0,1;0,3;0,0;0,1;0,4;0,0;0,1
13;VNL (VoorNederland);271;0,39;0,3;0,5;0,4;0,4;0,4;0,2;0,0;0,2;0,4;0,2;0,3;0,2;0,4;0,6;0,4;0,8;0,7;0,2;0,3;0,4;0,4;0,6;0,8;0,5;0,5;0,9;0,3;0,3;0,0;0,4;0,3;0,3;0,1;0,2;0,2;0,3;0,3;0,0;0,6;0,5;0,2;0,5;0,4;0,2;0,2;1,0;0,1;0,4;0,4;0,4;0,2;0,3;0,9;0,6;0,9;0,3;0,4;0,7;0,5;0,6;0,6;0,3
14;DENK;3.123;4,49;0,9;2,7;1,5;4,5;10,6;0,5;4,8;21,2;2,5;5,7;6,9;2,9;3,2;5,8;3,9;9,5;6,3;6,1;21,8;11,3;10,2;4,1;5,4;25,0;10,6;1,2;9,8;0,3;0,4;3,3;5,0;9,4;0,7;0,5;6,7;3,4;5,9;0,5;1,9;0,9;0,9;0,3;1,1;1,2;0,5;0,4;0,3;0,5;0,0;0,0;0,2;0,2;0,4;4,3;1,9;1,0;0,8;0,3;0,7;5,7;4,1;2,1
15;NIEUWE WEGEN;97;0,14;0,2;0,0;0,2;0,1;0,2;0,0;0,0;0,1;0,3;0,2;0,2;0,1;0,0;0,4;0,0;0,2;0,0;0,2;0,0;0,3;0,1;0,0;0,1;0,1;0,2;0,0;0,1;0,0;0,0;0,0;0,1;0,2;0,1;0,0;0,2;0,0;0,1;0,4;0,2;0,1;0,3;0,2;0,1;0,2;0,2;0,1;0,1;0,0;0,1;0,0;0,0;0,0;0,2;0,4;0,3;0,1;0,1;0,5;0,1;0,3;0,3;0,0
16;Forum voor Democratie;1.172;1,69;1,8;1,3;1,4;1,5;0,9;1,7;1,0;1,1;2,2;2,3;1,7;0,7;1,1;1,2;2,4;1,1;1,5;1,9;1,1;1,5;2,3;1,9;1,3;1,0;1,0;0,9;1,6;1,5;3,2;1,3;1,4;1,2;1,4;0,9;1,8;1,7;1,7;1,9;0,8;4,4;1,7;1,6;2,5;2,4;1,0;2,7;1,9;1,9;1,1;0,7;1,4;1,8;2,3;2,2;1,4;2,5;1,4;2,4;0,8;1,9;2,0;2,2
17;De Burger Beweging;26;0,04;0,1;0,0;0,2;0,0;0,1;0,2;0,2;0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,0;0,0;0,1;0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,0;0,0;0,0;0,1;0,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,2;0,0;0,1;0,0;0,0;0,1;0,0;0,0;0,0;0,0;0,1;0,0;0,0;0,1;0,0;0,0;0,0;0,0;0,1;0,1;0,3;0,0;0,1;0,0;0,0
18;Vrijzinnige Partij;19;0,03;0,1;0,0;0,0;0,0;0,2;0,5;0,0;0,0;0,1;0,0;0,1;0,0;0,0;0,0;0,1;0,0;0,1;0,1;0,0;0,0;0,0;0,0;0,1;0,1;0,0;0,0;0,0;0,1;0,0;0,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,2;0,0;0,0;0,1;0,1
19;GeenPeil;22;0,03;0,1;0,0;0,0;0,0;0,0;0,0;0,2;0,2;0,2;0,0;0,0;0,0;0,0;0,0;0,1;0,1;0,0;0,1;0,0;0,0;0,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,0;0,0;0,1;0,0;0,0;0,0;0,0;0,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,1;0,1;0,0;0,0;0,0;0,1;0,0
20;Piratenpartij;268;0,39;0,8;0,6;1,5;0,8;0,4;0,5;0,6;1,3;1,0;1,1;0,4;0,2;1,0;0,7;0,0;0,3;0,5;0,2;0,1;0,3;0,2;0,5;0,8;0,3;0,5;0,0;0,1;0,1;0,0;0,6;0,2;0,3;0,6;0,0;0,1;0,2;0,5;0,3;0,1;0,4;0,2;0,2;0,2;0,4;0,2;0,8;0,2;0,4;0,0;0,7;0,2;0,2;0,0;0,1;0,0;0,3;0,3;0,2;0,7;0,1;0,5;0,6
21;Artikel 1;143;0,21;0,2;0,4;0,0;0,3;0,1;0,0;0,3;0,1;0,4;0,6;0,8;0,1;0,3;0,0;0,0;0,2;0,6;0,0;0,4;0,3;0,4;0,1;0,2;0,8;0,2;0,3;0,2;0,0;0,0;0,2;0,5;0,5;0,1;0,0;0,0;0,2;0,4;0,1;0,1;0,0;0,1;0,0;0,1;0,2;0,0;0,2;0,1;0,1;0,1;0,0;0,0;0,1;0,0;0,5;0,4;0,1;0,1;0,0;0,1;0,1;0,0;0,4
22;Niet Stemmers;45;0,06;0,2;0,1;0,0;0,0;0,1;0,0;0,0;0,2;0,1;0,0;0,0;0,1;0,0;0,1;0,1;0,1;0,1;0,0;0,1;0,1;0,1;0,1;0,0;0,1;0,1;0,0;0,2;0,1;0,2;0,0;0,0;0,2;0,0;0,1;0,2;0,0;0,1;0,0;0,0;0,0;0,1;0,0;0,0;0,0;0,2;0,0;0,1;0,0;0,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,2;0,0;0,0;0,2;0,0
23;Libertarische Partij (LP);15;0,02;0,0;0,0;0,0;0,1;0,0;0,0;0,1;0,0;0,2;0,1;0,0;0,0;0,0;0,0;0,0;0,1;0,0;0,0;0,0;0,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,2;0,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
24;Lokaal in de Kamer;50;0,07;0,1;0,1;0,0;0,0;0,2;0,0;0,2;0,0;0,1;0,1;0,0;0,1;0,1;0,1;0,1;0,2;0,0;0,0;0,0;0,2;0,0;0,3;0,1;0,0;0,0;0,0;0,2;0,0;0,4;0,6;0,3;0,1;0,0;0,0;0,0;0,0;0,0;0,1;0,0;0,0;0,0;0,0;0,1;0,1;0,0;0,0;0,1;0,0;0,1;0,4;0,0;0,0;0,0;0,0;0,1;0,1;0,0;0,0;0,1;0,0;0,1;0,1
25;JEZUS LEEFT;74;0,11;0,0;0,0;0,2;0,0;0,1;0,0;0,1;0,0;0,1;0,0;0,2;0,1;0,4;0,1;0,0;0,3;0,1;0,0;0,0;0,1;0,1;0,0;0,0;0,5;0,6;0,0;0,0;0,0;0,0;0,4;0,2;0,3;0,6;0,1;0,1;0,3;0,0;0,0;0,1;0,0;0,2;0,0;0,0;0,0;0,0;0,0;0,1;0,0;0,2;0,0;0,2;0,1;0,5;0,1;0,1;0,2;0,0;0,3;0,0;0,0;0,0;0,0
26;StemNL;18;0,03;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,2;0,1;0,1;0,1;0,1;0,0;0,0;0,0;0,0;0,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,1;0,1;0,0;0,0;0,0;0,0;0,1;0,0;0,2;0,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,0;0,0;0,0;0,0;0,0;0,0
