;DORDRECHT;;;1;2;3;4;5;6;7;9;200;10;15;17;19;20;22;26;27;29;33;34;36;37;38;42;50;51;52;54;55;60;61;65;66;70;71;72;210;74;75;76;77;78;81;82;83;84;91;93;94;95;96;97;98;102;103;105;106;107;109;110;111;112
;Tweede Kamer 2017;;;Stadhuis;Stadskantoor;'t Zeepaert ;Centrum Stapal;Dordrechts Museum;'t Klockhuys, bij toren Grote Kerk;School Vest;Energiehuis;Portacabin Centraal Station;School Noordhove;Gebouw Driesprong;Zorgcentrum De Linde;Kerkgebouw Pinkstergemeente;Dordtse Vrije School;School De Repelaer;Wantijschool;School De Regenboog;Woon- en Zorgcentrum Merwelanden;Prinses Julianaschool;Prinsemarij;Gebouw Dorswedo;Prins Bernhardschool;Het Weizigt NMC;De Koloriet / De Fontein;Het Waterwiel;Speeltuin Zeehavenkwartier;Wijkcentrum De Admiraal;Wooncentrum Watersteijn;Postillion Hotel;Wooncentrum De Klockelaer;J.F. Kennedyschool;Trefpunt de Nieuwe Stoof;Zorgcentrum Vreedonk;Bewonersvereniging 't Trefpunt;Kerk 'De Open Hof';Cultureel Centrum Sterrenburg;Albert Schweitzerziekenhuis, locatie Dordtwijk;Verpleeghuis De Sterrenlanden;Polyanderschool;School De Driehoek;School De Sterrekijker;Gymzaal Ockenburg;Ontmoetingskerk;School De Meridiaan;School Het Kristal Dependance;School Het Kristal;Verzorgingshuis Dubbelmonde;Beatrixschool, de boerderij;Verpleeghuis Het Parkhuis;Postduivenvereniging 'De Luchtbode';OBS Dubbeldam;Maranatha Kerk;Evangelische Gemeente Jozua;School De Griffioen;Lucina Verloskundigenpraktijk;Geert Grooteschool;Wielborgh, Het Polderwiel;Portacabin Mina KrÅseman-erf;Kandelaarkerk;Speeltuin Stadspolders;School De Bever;Johan Frisoschool Dependance
Lijst;Partij;Totaal;totaal %;1;2;3;4;5;6;7;9;200;10;15;17;19;20;22;26;27;29;33;34;36;37;38;42;50;51;52;54;55;60;61;65;66;70;71;72;210;74;75;76;77;78;81;82;83;84;91;93;94;95;96;97;98;102;103;105;106;107;109;110;111;112
1;VVD;12.694;18,26;22,2;19,7;19,7;15,6;15,9;24,4;18,5;14,5;14,8;13,4;15,8;16,3;27,5;9,9;12,1;11,7;11,7;12,6;9,4;8,3;11,7;14,4;14,5;6,7;11,7;6,2;12,7;28,1;26,5;12,1;11,0;10,3;17,7;18,4;14,4;10,1;20,1;18,8;12,4;20,2;22,7;20,3;21,8;22,2;16,7;19,3;27,4;28,4;32,5;30,4;32,4;23,1;29,0;14,5;17,4;24,2;18,8;17,8;17,7;22,3;27,8;27,5
2;Partij van de Arbeid (P.v.d.A.);3.925;5,64;7,1;6,9;8,3;7,9;7,0;4,7;8,4;5,6;5,3;4,8;6,0;5,9;5,0;4,6;6,2;4,1;6,1;6,0;5,1;5,4;5,0;3,7;5,2;5,6;6,9;2,4;6,2;5,9;4,4;7,2;6,2;4,6;4,6;7,5;6,2;9,1;6,2;5,0;7,4;7,3;5,1;6,3;6,9;5,0;4,3;4,6;5,3;3,5;4,4;6,6;5,4;5,2;3,6;4,1;4,5;4,1;6,6;5,8;4,6;6,6;3,9;4,8
3;PVV (Partij voor de Vrijheid);10.893;15,67;8,0;11,8;5,8;16,9;10,1;9,6;6,9;6,2;6,9;14,0;9,9;13,6;8,5;14,0;11,4;21,9;24,6;25,3;20,9;17,3;20,0;25,8;12,5;21,3;23,8;69,7;24,6;16,3;19,2;25,1;20,4;20,3;10,6;15,3;14,3;18,6;12,3;16,9;14,0;13,6;14,1;19,4;15,9;15,4;25,8;14,8;12,4;13,3;10,5;15,0;12,5;12,9;14,3;21,5;18,6;13,9;17,9;17,6;15,7;16,6;14,8;16,1
4;SP (Socialistische Partij);6.478;9,32;9,4;7,3;8,1;9,9;9,4;8,1;9,1;9,7;6,7;10,9;10,9;8,3;8,9;11,5;7,1;13,6;12,1;11,5;8,8;10,1;9,3;9,7;6,7;11,1;12,3;7,9;9,5;8,8;6,7;12,0;13,3;11,8;5,6;10,6;8,1;15,6;9,7;10,7;10,4;9,9;12,2;13,5;8,0;10,9;10,4;11,5;5,1;7,1;4,9;4,0;6,1;6,6;2,7;9,4;10,2;10,8;11,2;10,8;8,3;7,7;6,7;7,5
5;CDA;6.402;9,21;7,2;7,5;6,0;8,8;5,9;7,1;7,6;5,1;6,3;7,7;5,4;8,8;8,8;6,5;10,9;5,1;9,0;10,9;3,9;5,8;5,7;9,2;6,8;4,0;4,5;2,9;4,3;10,5;10,9;7,7;6,7;8,5;11,1;12,0;12,7;9,8;8,6;13,2;12,9;11,6;13,7;7,5;9,4;11,5;11,3;12,3;16,8;12,8;13,7;14,7;11,9;18,5;9,1;8,6;9,6;10,3;11,7;9,4;11,6;9,9;9,6;7,8
6;Democraten 66 (D66);7.101;10,21;14,5;13,9;18,6;11,6;13,1;14,8;15,8;12,0;18,6;9,4;14,3;10,3;10,6;10,3;13,6;8,8;6,2;6,9;8,5;7,4;7,9;7,1;15,0;5,5;7,0;1,5;8,2;8,0;5,9;6,6;10,3;8,1;9,0;9,3;7,3;6,8;9,6;9,8;5,3;10,0;10,7;11,3;10,5;13,0;7,3;11,0;9,6;9,6;10,1;8,1;11,3;5,3;6,8;10,0;8,6;9,8;9,7;8,5;11,6;11,3;13,0;10,3
7;ChristenUnie;3.237;4,66;3,7;4,0;3,9;2,6;1,8;4,7;4,2;2,3;4,5;3,9;5,1;6,9;3,5;5,8;7,8;4,5;3,9;3,2;3,1;4,1;6,5;5,3;7,3;2,9;1,9;0,3;3,6;3,2;5,7;3,4;4,3;3,4;10,3;4,9;7,4;4,1;5,6;5,1;7,4;3,8;3,5;2,9;3,8;2,2;4,4;7,5;6,0;5,3;5,8;4,0;4,4;7,0;14,2;4,3;6,6;4,2;4,1;6,1;7,4;2,8;2,2;4,0
