RIJKSMONNR;NAAM;TYPEMONUM;CBSCATEGOR;CBSCODE;OORSPRFUNC;SUBCATNR;SUBCATOMS;HFDCATCODE;HFDCATOMS;TYPECHOBJ;BEGBOUWJR;EINDBOUWJR;GRS_DATUM;INSCHRDAT;GEMEENTE;GEMEENTENR;PROVINCIE;PROVCODE;PLAATS;SITUERING;STRAAT;HUISNUMMER;TOEVOEGING;POSTCODE;BAG_PLAATS;X_COORD;Y_COORD;LONG;LAT;COORDHERK;KICH_URL;STATUS;EXTRACTDAT;COUNTER
17451;;onroerend gebouwd;Gebouwen, woonhuizen;5;;0;Woonhuis(K);;Woningen en woningbouwcomplexen;"Bouwkunst; woonhuis";0;0;;19670111;'s-Gravenhage;0;Zuid-Holland;ZH;'s-Gravenhage;;Amaliastraat;16;;2514 JC;'s-Gravenhage;80879;455594;4.305809048353573;52.08364643909711;BAG;https://monumentenregister.cultureelerfgoed.nl/Pdf/Monument/17451;rijksmonument;20190626;53
17452;;onroerend gebouwd;Losse objecten, ed.;13;;0;Erfscheiding(D);;Voorwerpen op pleinen en dergelijke;"Bouwkunst; overig";0;0;;19670111;'s-Gravenhage;0;Zuid-Holland;ZH;'s-Gravenhage;;Amsterdamse Veerkade;15;;2512 AG;'s-Gravenhage;81556;454606;4.3158972099719355;52.074857731176046;BAG;https://monumentenregister.cultureelerfgoed.nl/Pdf/Monument/17452;rijksmonument;20190626;54
17453;;onroerend gebouwd;Kerkelijke gebouwen;3;Kerk;0;Kerk en kerkonderdeel;;Religieuze gebouwen;"Bouwkunst; kerkelijk gebouw";0;0;;19840124;'s-Gravenhage;0;Zuid-Holland;ZH;'s-Gravenhage;;Andries Bickerweg;1;A;2517 JP;'s-Gravenhage;79643;455848;4.28772336194275;52.085762217743095;BAG;https://monumentenregister.cultureelerfgoed.nl/Pdf/Monument/17453;rijksmonument;20190626;55
17454;;onroerend gebouwd;Gebouwen, woonhuizen;5;;0;Woonhuis(K);;Woningen en woningbouwcomplexen;"Bouwkunst; woonhuis";0;0;;19670111;'s-Gravenhage;0;Zuid-Holland;ZH;'s-Gravenhage;;Assendelftstraat;2;;2512 VV;'s-Gravenhage;80746;454780;4.304046125440269;52.0763134166164;BAG;https://monumentenregister.cultureelerfgoed.nl/Pdf/Monument/17454;rijksmonument;20190626;56
17455;;onroerend gebouwd;Gebouwen, woonhuizen;5;;0;Woonhuis(K);;Woningen en woningbouwcomplexen;"Bouwkunst; woonhuis";0;0;;19670111;'s-Gravenhage;0;Zuid-Holland;ZH;'s-Gravenhage;;Assendelftstraat;14;;2512 VV;'s-Gravenhage;80780;454735;4.304551792567872;52.07591357091386;BAG;https://monumentenregister.cultureelerfgoed.nl/Pdf/Monument/17455;rijksmonument;20190626;57
17456;;onroerend gebouwd;Gebouwen, woonhuizen;5;;0;Woonhuis(K);;Woningen en woningbouwcomplexen;"Bouwkunst; woonhuis";0;0;;19710309;'s-Gravenhage;0;Zuid-Holland;ZH;'s-Gravenhage;;Assendelftstraat;49;;2512 VS;'s-Gravenhage;80797;454689;4.304809732637598;52.07550245876921;Bridgis;https://monumentenregister.cultureelerfgoed.nl/Pdf/Monument/17456;rijksmonument;20190626;58
17457;Hooft's Hofje;onroerend gebouwd;Liefdadige instell.;7;;0;Sociale zorg, liefdadigheid;;Cultuur, gezondheid en wetenschap;"Bouwkunst; gebouw, overig";0;0;;19670111;'s-Gravenhage;0;Zuid-Holland;ZH;'s-Gravenhage;;Assendelftstraat;53;;2512 VT;'s-Gravenhage;80831;454644;4.305315383742475;52.07510260969344;BAG;https://monumentenregister.cultureelerfgoed.nl/Pdf/Monument/17457;rijksmonument;20190626;59
17458;;onroerend gebouwd;Gebouwen, woonhuizen;5;;0;Woonhuis(K);;Woningen en woningbouwcomplexen;"Bouwkunst; woonhuis";0;0;;19670111;'s-Gravenhage;0;Zuid-Holland;ZH;'s-Gravenhage;;Zeestraat;74;;2518 AD;'s-Gravenhage;80609;455821;4.301821029115268;52.085650214986465;BAG;https://monumentenregister.cultureelerfgoed.nl/Pdf/Monument/17458;rijksmonument;20190626;60
17459;;onroerend gebouwd;Agrarische gebouwen;8;;0;Boerderij (M);;Boerderijen, molens en bedrijven;;0;0;;19670111;'s-Gravenhage;0;Zuid-Holland;ZH;'s-Gravenhage;;Kazernestraat;50;;2514 CV;'s-Gravenhage;81246;455565;4.311168788862547;52.08343483143678;BAG;https://monumentenregister.cultureelerfgoed.nl/Pdf/Monument/17459;rijksmonument;20190626;61
17460;;onroerend gebouwd;Gebouwen, woonhuizen;5;;0;Appartementengebouw;;Woningen en woningbouwcomplexen;"Bouwkunst; woonhuis";0;0;;19670111;'s-Gravenhage;0;Zuid-Holland;ZH;'s-Gravenhage;;Bierkade;4;;2512 AA;'s-Gravenhage;81649;454533;4.317269237427172;52.07421402171616;Bridgis;https://monumentenregister.cultureelerfgoed.nl/Pdf/Monument/17460;rijksmonument;20190626;62
17461;;onroerend gebouwd;Gebouwen, woonhuizen;5;;0;Woonhuis(K);;Woningen en woningbouwcomplexen;"Bouwkunst; woonhuis";0;0;;19680917;'s-Gravenhage;0;Zuid-Holland;ZH;'s-Gravenhage;;Bierkade;5;;2512 AA;'s-Gravenhage;81665;454544;4.317500218719671;52.07431499507107;Bridgis;https://monumentenregister.cultureelerfgoed.nl/Pdf/Monument/17461;rijksmonument;20190626;63
17462;;onroerend gebouwd;Gebouwen, woonhuizen;5;;0;Woonhuis(K);;Woningen en woningbouwcomplexen;"Bouwkunst; woonhuis";0;0;;19670111;'s-Gravenhage;0;Zuid-Holland;ZH;'s-Gravenhage;;Bierkade;12;;2512 AA;'s-Gravenhage;81722;454581;4.318323567765014;52.07465505040363;BAG;https://monumentenregister.cultureelerfgoed.nl/Pdf/Monument/17462;rijksmonument;20190626;64
17463;;onroerend gebouwd;Gebouwen, woonhuizen;5;;0;Werk-woonhuis;;Woningen en woningbouwcomplexen;"Bouwkunst; woonhuis";0;0;;19670111;'s-Gravenhage;0;Zuid-Holland;ZH;'s-Gravenhage;;Bierkade;18;;2512 AB;'s-Gravenhage;81760;454607;4.318872187946166;52.07489373314103;BAG;https://monumentenregister.cultureelerfgoed.nl/Pdf/Monument/17463;rijksmonument;20190626;65
17464;;onroerend gebouwd;Gebouwen, woonhuizen;5;;0;Appartementengebouw;;Woningen en woningbouwcomplexen;"Bouwkunst; woonhuis";0;0;;19670111;'s-Gravenhage;0;Zuid-Holland;ZH;'s-Gravenhage;;Bierkade;23;;2512 AB;'s-Gravenhage;81779;454624;4.319145642002573;52.07504902066666;Bridgis;https://monumentenregister.cultureelerfgoed.nl/Pdf/Monument/17464;rijksmonument;20190626;66
17465;De Binckhorst;onroerend gebouwd;Kastelen, landh. ed.;12;;0;Kasteel, buitenplaats;;Kastelen, landhuizen en parken;"Bouwkunst; kasteel, buitenplaats";0;0;;19670111;'s-Gravenhage;0;Zuid-Holland;ZH;'s-Gravenhage;;Binckhorstlaan;149;;2516 BA;'s-Gravenhage;83016;453715;4.337378248511369;52.06704215756171;BAG;https://monumentenregister.cultureelerfgoed.nl/Pdf/Monument/17465;rijksmonument;20190626;67
17472;V/m paleis Prins Willem V;onroerend gebouwd;Kastelen, landh. ed.;12;;0;Kasteel, buitenplaats;;Kastelen, landhuizen en parken;"Bouwkunst; kasteel, buitenplaats";0;0;;19670111;'s-Gravenhage;0;Zuid-Holland;ZH;'s-Gravenhage;;Binnenhof;1;A;2513 AA;'s-Gravenhage;81314;455082;4.31226503158925;52.07910328363932;BAG;https://monumentenregister.cultureelerfgoed.nl/Pdf/Monument/17472;rijksmonument;20190626;68
17473;;onroerend gebouwd;Gebouwen, woonhuizen;5;Regeringsgebouw;0;Bestuursgebouw en onderdl;;Bestuursgebouwen, rechtsgebouwen en overheidsgebouwen;"Bouwkunst; gebouw, overig";0;0;;19670111;'s-Gravenhage;0;Zuid-Holland;ZH;'s-Gravenhage;;Binnenhof;4;;2513 AA;'s-Gravenhage;81404;455114;4.313570836831064;52.07940282844859;BAG;https://monumentenregister.cultureelerfgoed.nl/Pdf/Monument/17473;rijksmonument;20190626;69
18139;Hoogwerf;onroerend gebouwd;Agrarische gebouwen;8;;0;Boerderij (M);;Boerderijen, molens en bedrijven;;0;0;;19670111;'s-Gravenhage;0;Zuid-Holland;ZH;'s-Gravenhage;;Zijdelaan;20;;2594 BV;'s-Gravenhage;84644;457748;4.360285654689269;52.10349532328269;BAG;https://monumentenregister.cultureelerfgoed.nl/Pdf/Monument/18139;rijksmonument;20190626;70
17474;;onroerend gebouwd;Gebouwen, woonhuizen;5;Regeringsgebouw;0;Bestuursgebouw en onderdl;;Bestuursgebouwen, rechtsgebouwen en overheidsgebouwen;"Bouwkunst; gebouw, overig";0;0;;19670111;'s-Gravenhage;0;Zuid-Holland;ZH;'s-Gravenhage;;Binnenhof;6;;2513 AA;'s-Gravenhage;81424;455122;4.313860826474252;52.079477380231296;RCE handmatig;https://monumentenregister.cultureelerfgoed.nl/Pdf/Monument/17474;rijksmonument;20190626;71
17475;;onroerend gebouwd;Openbare gebouwen;1;Paleis;0;Kasteel, buitenplaats;;Kastelen, landhuizen en parken;"Bouwkunst; kasteel, buitenplaats";0;0;;19670111;'s-Gravenhage;0;Zuid-Holland;ZH;'s-Gravenhage;;Binnenhof;14;;2513 AA;'s-Gravenhage;81365;455125;4.31299961901208;52.07949649816721;BAG;https://monumentenregister.cultureelerfgoed.nl/Pdf/Monument/17475;rijksmonument;20190626;72
17476;;onroerend gebouwd;Openbare gebouwen;1;Regeringsgebouw;0;Bestuursgebouw en onderdl;;Bestuursgebouwen, rechtsgebouwen en overheidsgebouwen;"Bouwkunst; gebouw, overig";0;0;;19670111;'s-Gravenhage;0;Zuid-Holland;ZH;'s-Gravenhage;;Binnenhof;18;;2513 AA;'s-Gravenhage;81431;455218;4.313942226135609;52.08034103910076;BAG;https://monumentenregister.cultureelerfgoed.nl/Pdf/Monument/17476;rijksmonument;20190626;73
17477;;onroerend gebouwd;Openbare gebouwen;1;Kapel(F1);0;Kapel (F);;Religieuze gebouwen;"Bouwkunst; kerkelijk gebouw";0;0;;19670111;'s-Gravenhage;0;Zuid-Holland;ZH;'s-Gravenhage;;Binnenhof;20;;2513 AA;'s-Gravenhage;81431;455218;4.313942226135609;52.08034103910076;BAG;https://monumentenregister.cultureelerfgoed.nl/Pdf/Monument/17477;rijksmonument;20190626;74
17478;;onroerend gebouwd;Openbare gebouwen;1;Vergaderzaal;0;Vergadering en vereniging;;Sport, recreatie, vereniging en horeca;"Bouwkunst; gebouw, overig";0;0;;19670111;'s-Gravenhage;0;Zuid-Holland;ZH;'s-Gravenhage;;Binnenhof;22;;2513 AA;'s-Gravenhage;81303;455137;4.312092709513671;52.079596091348265;BAG;https://monumentenregister.cultureelerfgoed.nl/Pdf/Monument/17478;rijksmonument;20190626;75
17479;;onroerend gebouwd;Gebouwen, woonhuizen;5;;0;Appartementengebouw;;Woningen en woningbouwcomplexen;"Bouwkunst; woonhuis";0;0;;19751231;'s-Gravenhage;0;Zuid-Holland;ZH;'s-Gravenhage;;Boterstraat;5;;2511 BK;'s-Gravenhage;81039;454700;4.308336784633966;52.07563368444897;BAG;https://monumentenregister.cultureelerfgoed.nl/Pdf/Monument/17479;rijksmonument;20190626;76
17480;;onroerend gebouwd;Gebouwen, woonhuizen;5;;0;Woonhuis(K);;Woningen en woningbouwcomplexen;"Bouwkunst; woonhuis";0;0;;19751231;'s-Gravenhage;0;Zuid-Holland;ZH;'s-Gravenhage;;Boterstraat;4;;2511 BK;'s-Gravenhage;81035;454706;4.308277146197307;52.07568707074963;BAG;https://monumentenregister.cultureelerfgoed.nl/Pdf/Monument/17480;rijksmonument;20190626;77
17481;;onroerend gebouwd;Gebouwen, woonhuizen;5;;0;Appartementengebouw;;Woningen en woningbouwcomplexen;"Bouwkunst; woonhuis";0;0;;19751231;'s-Gravenhage;0;Zuid-Holland;ZH;'s-Gravenhage;;Boterstraat;6;;2511 BK;'s-Gravenhage;81040;454694;4.308352669507298;52.075579897487074;AMR dico;https://monumentenregister.cultureelerfgoed.nl/Pdf/Monument/17481;rijksmonument;20190626;78
17482;;onroerend gebouwd;Gebouwen, woonhuizen;5;;0;Woonhuis(K);;Woningen en woningbouwcomplexen;"Bouwkunst; woonhuis";0;0;;19670111;'s-Gravenhage;0;Zuid-Holland;ZH;'s-Gravenhage;;Boterstraat;10;;2511 BK;'s-Gravenhage;81040;454710;4.308349201812928;52.07572368551026;BAG;https://monumentenregister.cultureelerfgoed.nl/Pdf/Monument/17482;rijksmonument;20190626;79
17483;;onroerend gebouwd;Losse objecten, ed.;13;Gedenkteken(D6);0;Gedenkteken(D);;Voorwerpen op pleinen en dergelijke;"Bouwkunst; overig";0;0;;19670111;'s-Gravenhage;0;Zuid-Holland;ZH;'s-Gravenhage;;;0;;;'s-Gravenhage;81245;455104;4.311253867112251;52.079291806437055;RCE handmatig;https://monumentenregister.cultureelerfgoed.nl/Pdf/Monument/17483;rijksmonument;20190626;80
17484;;onroerend gebouwd;Openbare gebouwen;1;;0;Militair wachtgebouw;;Verdedigingswerken en militaire gebouwen;"Bouwkunst; militair object";0;0;;19760317;'s-Gravenhage;0;Zuid-Holland;ZH;'s-Gravenhage;;Buitenhof;19;;2513 AG;'s-Gravenhage;81203;455016;4.310660301466226;52.07849537665034;BAG;https://monumentenregister.cultureelerfgoed.nl/Pdf/Monument/17484;rijksmonument;20190626;81
17485;;onroerend gebouwd;Gebouwen, woonhuizen;5;Sociëteit;0;Vergadering en vereniging;;Sport, recreatie, vereniging en horeca;"Bouwkunst; gebouw, overig";0;0;;19750311;'s-Gravenhage;0;Zuid-Holland;ZH;'s-Gravenhage;;Buitenhof;22;;2513 AG;'s-Gravenhage;81234;455037;4.311107909840316;52.07868822876701;BAG;https://monumentenregister.cultureelerfgoed.nl/Pdf/Monument/17485;rijksmonument;20190626;82
17486;;onroerend gebouwd;Gebouwen, woonhuizen;5;;0;Vergadering en vereniging;;Sport, recreatie, vereniging en horeca;"Bouwkunst; gebouw, overig";0;0;;19740716;'s-Gravenhage;0;Zuid-Holland;ZH;'s-Gravenhage;;Buitenhof;24;;2513 AG;'s-Gravenhage;81256;455049;4.3114261972247565;52.07879899995372;BAG;https://monumentenregister.cultureelerfgoed.nl/Pdf/Monument/17486;rijksmonument;20190626;83
17487;;onroerend gebouwd;Openbare gebouwen;1;Poortgebouw;0;Begraafplaats en -onderdelen;;Uitvaartcentra en begraafplaatsen;"Bouwkunst; graf, begraafplaats";0;0;;19670111;'s-Gravenhage;0;Zuid-Holland;ZH;'s-Gravenhage;;Buitenhof;33;;2513 AH;'s-Gravenhage;81178;455138;4.310269269237164;52.07958842816051;BAG;https://monumentenregister.cultureelerfgoed.nl/Pdf/Monument/17487;rijksmonument;20190626;84
17488;;onroerend gebouwd;Gebouwen, woonhuizen;5;Woonhuis;0;Woonhuis(K);;Woningen en woningbouwcomplexen;"Bouwkunst; woonhuis";0;0;;19670111;'s-Gravenhage;0;Zuid-Holland;ZH;'s-Gravenhage;;Buitenhof;34;;2513 AH;'s-Gravenhage;81187;455094;4.310410060369989;52.07919421085413;BAG;https://monumentenregister.cultureelerfgoed.nl/Pdf/Monument/17488;rijksmonument;20190626;85
17489;;onroerend gebouwd;Gebouwen, woonhuizen;5;;0;Woonhuis(K);;Woningen en woningbouwcomplexen;"Bouwkunst; woonhuis";0;0;;19670111;'s-Gravenhage;0;Zuid-Holland;ZH;'s-Gravenhage;;Buitenhof;36;;2513 AH;'s-Gravenhage;81191;455111;4.310464725422735;52.07934751879082;BAG;https://monumentenregister.cultureelerfgoed.nl/Pdf/Monument/17489;rijksmonument;20190626;86
17490;;onroerend gebouwd;Gebouwen, woonhuizen;5;Woonhuis;0;Woonhuis(K);;Woningen en woningbouwcomplexen;"Bouwkunst; woonhuis";0;0;;19670111;'s-Gravenhage;0;Zuid-Holland;ZH;'s-Gravenhage;;Buitenhof;37;;2513 AH;'s-Gravenhage;81187;455094;4.310410060369989;52.07919421085413;BAG;https://monumentenregister.cultureelerfgoed.nl/Pdf/Monument/17490;rijksmonument;20190626;87
17491;;onroerend gebouwd;Gebouwen, woonhuizen;5;Woonhuis;0;Woonhuis(K);;Woningen en woningbouwcomplexen;"Bouwkunst; woonhuis";0;0;;19670111;'s-Gravenhage;0;Zuid-Holland;ZH;'s-Gravenhage;;Buitenhof;38;;2513 AH;'s-Gravenhage;81187;455094;4.310410060369989;52.07919421085413;BAG;https://monumentenregister.cultureelerfgoed.nl/Pdf/Monument/17491;rijksmonument;20190626;88
17492;;onroerend gebouwd;Gebouwen, woonhuizen;5;Woonhuis;0;Woonhuis(K);;Woningen en woningbouwcomplexen;"Bouwkunst; woonhuis";0;0;;19701118;'s-Gravenhage;0;Zuid-Holland;ZH;'s-Gravenhage;;Buitenhof;49;;2513 AH;'s-Gravenhage;81112;455057;4.309324148782701;52.0788516989694;AMR dico;https://monumentenregister.cultureelerfgoed.nl/Pdf/Monument/17492;rijksmonument;20190626;89
17493;;onroerend gebouwd;Gebouwen, woonhuizen;5;;0;Woonhuis(K);;Woningen en woningbouwcomplexen;"Bouwkunst; woonhuis";0;0;;19670111;'s-Gravenhage;0;Zuid-Holland;ZH;'s-Gravenhage;;Denneweg;2;;2514 CG;'s-Gravenhage;81391;455662;4.313262979566161;52.084325841982185;BAG;https://monumentenregister.cultureelerfgoed.nl/Pdf/Monument/17493;rijksmonument;20190626;90
17494;;onroerend gebouwd;Gebouwen, woonhuizen;5;;0;Woonhuis(K);;Woningen en woningbouwcomplexen;"Bouwkunst; woonhuis";0;0;;19670111;'s-Gravenhage;0;Zuid-Holland;ZH;'s-Gravenhage;;Denneweg;2;A;2514 CG;'s-Gravenhage;81387;455667;4.313203551135566;52.08437024393684;divers;https://monumentenregister.cultureelerfgoed.nl/Pdf/Monument/17494;rijksmonument;20190626;91
17495;;onroerend gebouwd;Gebouwen, woonhuizen;5;;0;Woonhuis(K);;Woningen en woningbouwcomplexen;"Bouwkunst; woonhuis";0;0;;19670111;'s-Gravenhage;0;Zuid-Holland;ZH;'s-Gravenhage;;Denneweg;6;;2514 CG;'s-Gravenhage;81387;455673;4.313202256268685;52.08442416443989;BAG;https://monumentenregister.cultureelerfgoed.nl/Pdf/Monument/17495;rijksmonument;20190626;92
17496;;onroerend gebouwd;Gebouwen, woonhuizen;5;;0;Werk-woonhuis;;Woningen en woningbouwcomplexen;"Bouwkunst; woonhuis";0;0;;19670111;'s-Gravenhage;0;Zuid-Holland;ZH;'s-Gravenhage;;Denneweg;8;;2514 CG;'s-Gravenhage;81384;455676;4.313157846678657;52.084450725822116;BAG;https://monumentenregister.cultureelerfgoed.nl/Pdf/Monument/17496;rijksmonument;20190626;93
17497;;onroerend gebouwd;Gebouwen, woonhuizen;5;;0;Woonhuis(K);;Woningen en woningbouwcomplexen;"Bouwkunst; woonhuis";0;0;;19670111;'s-Gravenhage;0;Zuid-Holland;ZH;'s-Gravenhage;;Denneweg;10;A;2514 CG;'s-Gravenhage;81381;455681;4.3131130053764295;52.084495260687675;BAG;https://monumentenregister.cultureelerfgoed.nl/Pdf/Monument/17497;rijksmonument;20190626;94
17498;;onroerend gebouwd;Gebouwen, woonhuizen;5;;0;Woonhuis(K);;Woningen en woningbouwcomplexen;"Bouwkunst; woonhuis";0;0;;19670111;'s-Gravenhage;0;Zuid-Holland;ZH;'s-Gravenhage;;Denneweg;12;;2514 CG;'s-Gravenhage;81376;455688;4.3130385574674515;52.08455750309127;BAG;https://monumentenregister.cultureelerfgoed.nl/Pdf/Monument/17498;rijksmonument;20190626;95
17499;;onroerend gebouwd;Gebouwen, woonhuizen;5;;0;Woonhuis(K);;Woningen en woningbouwcomplexen;"Bouwkunst; woonhuis";0;0;;19710817;'s-Gravenhage;0;Zuid-Holland;ZH;'s-Gravenhage;;Denneweg;50;;2514 CH;'s-Gravenhage;81359;455708;4.312786253433901;52.0847349772565;BAG;https://monumentenregister.cultureelerfgoed.nl/Pdf/Monument/17499;rijksmonument;20190626;96
17500;;onroerend gebouwd;Gebouwen, woonhuizen;5;;0;Werk-woonhuis;;Woningen en woningbouwcomplexen;"Bouwkunst; woonhuis";0;0;;19670111;'s-Gravenhage;0;Zuid-Holland;ZH;'s-Gravenhage;;Denneweg;52;;2514 CH;'s-Gravenhage;81355;455712;4.312727039894196;52.0847703922162;BAG;https://monumentenregister.cultureelerfgoed.nl/Pdf/Monument/17500;rijksmonument;20190626;97
17501;;onroerend gebouwd;Gebouwen, woonhuizen;5;;0;Werk-woonhuis;;Woningen en woningbouwcomplexen;"Bouwkunst; woonhuis";0;0;;19670111;'s-Gravenhage;0;Zuid-Holland;ZH;'s-Gravenhage;;Denneweg;54;;2514 CH;'s-Gravenhage;81352;455717;4.3126821978412515;52.084814926913424;BAG;https://monumentenregister.cultureelerfgoed.nl/Pdf/Monument/17501;rijksmonument;20190626;98
17502;;onroerend gebouwd;Gebouwen, woonhuizen;5;;0;Werk-woonhuis;;Woningen en woningbouwcomplexen;"Bouwkunst; woonhuis";0;0;;19670111;'s-Gravenhage;0;Zuid-Holland;ZH;'s-Gravenhage;;Denneweg;56;;2514 CH;'s-Gravenhage;81349;455721;4.312637571626444;52.084850474844586;BAG;https://monumentenregister.cultureelerfgoed.nl/Pdf/Monument/17502;rijksmonument;20190626;99
17466;;onroerend gebouwd;Losse objecten, ed.;13;Pomp;0;Straatmeubilair;;Voorwerpen op pleinen en dergelijke;"Bouwkunst; overig";0;0;;19670111;'s-Gravenhage;0;Zuid-Holland;ZH;'s-Gravenhage;;;0;;;'s-Gravenhage;81377;455103;4.313179395509865;52.07930038506098;AMR dico;https://monumentenregister.cultureelerfgoed.nl/Pdf/Monument/17466;rijksmonument;20190626;1
