Version;Date_of_report;Date_of_statistics;Region_level;Region_code;Region_name;Birth_year;Populatie;ID_koppelcode;Populatie_merged;Coverage_primary_partly;Coverage_primary_completed;Coverage_repeat_vaccination_autumn_round
5;2023-01-31;2021-01-04;Wijk;WK003402;Wijk 02 Almere Stad;<=1962;23190;2;23190;<=5;<=5;<=5
5;2023-01-31;2021-01-04;Wijk;WK003402;Wijk 02 Almere Stad;<=2010;95519;2;95522;<=5;<=5;<=5
5;2023-01-31;2021-01-04;Wijk;WK003406;Wijk 06 Almere Pampus;<=1962;;2;23190;<=5;<=5;<=5
5;2023-01-31;2021-01-04;Wijk;WK003406;Wijk 06 Almere Pampus;<=2010;3;2;95522;<=5;<=5;<=5
5;2023-01-31;2021-01-04;Wijk;WK059914;Prins Alexander;<=1962;28282;3;28282;<=5;<=5;<=5
5;2023-01-31;2021-01-04;Wijk;WK059914;Prins Alexander;<=2010;84588;3;84588;<=5;<=5;<=5
5;2023-01-31;2021-01-04;Wijk;WK039401;Hoofddorp;<=1962;18676;4;18676;<=5;<=5;<=5
5;2023-01-31;2021-01-04;Wijk;WK039401;Hoofddorp;<=2010;69237;4;69237;<=5;<=5;<=5
5;2023-01-31;2021-01-04;Wijk;WK059910;Feijenoord;<=1962;14870;5;14870;<=5;<=5;<=5
5;2023-01-31;2021-01-04;Wijk;WK059910;Feijenoord;<=2010;67791;5;67791;<=5;<=5;<=5
5;2023-01-31;2021-01-04;Wijk;WK059903;Delfshaven;<=1962;12177;6;12177;<=5;<=5;<=5
5;2023-01-31;2021-01-04;Wijk;WK059903;Delfshaven;<=2010;67570;6;67570;<=5;<=5;<=5
5;2023-01-31;2021-01-04;Wijk;WK059915;Charlois;<=1962;11878;7;11878;<=5;<=5;<=5
5;2023-01-31;2021-01-04;Wijk;WK059915;Charlois;<=2010;60741;7;60741;<=5;<=5;<=5
5;2023-01-31;2021-01-04;Wijk;WK059912;IJsselmonde;<=1962;14594;8;14594;<=5;<=5;<=5
5;2023-01-31;2021-01-04;Wijk;WK059912;IJsselmonde;<=2010;52936;8;52936;<=5;<=5;<=5
5;2023-01-31;2021-01-04;Wijk;WK059908;Kralingen-Crooswijk;<=1962;10641;9;10641;<=5;<=5;<=5
5;2023-01-31;2021-01-04;Wijk;WK059908;Kralingen-Crooswijk;<=2010;49595;9;49595;<=5;<=5;<=5
5;2023-01-31;2021-01-04;Wijk;WK003403;Wijk 03 Almere Buiten;<=1962;10458;10;10458;<=5;<=5;<=5
5;2023-01-31;2021-01-04;Wijk;WK003403;Wijk 03 Almere Buiten;<=2010;49501;10;49501;<=5;<=5;<=5
5;2023-01-31;2021-01-04;Wijk;WK059905;Noord;<=1962;8252;11;8252;<=5;<=5;<=5
5;2023-01-31;2021-01-04;Wijk;WK059905;Noord;<=2010;47784;11;47784;<=5;<=5;<=5
5;2023-01-31;2021-01-04;Wijk;WK034410;Wijk 10 Vleuten-De Meern;<=1962;8575;12;8575;<=5;<=5;<=5
5;2023-01-31;2021-01-04;Wijk;WK034410;Wijk 10 Vleuten-De Meern;<=2010;42305;12;42305;<=5;<=5;<=5
5;2023-01-31;2021-01-04;Wijk;WK009000;Wijk 00 Drachten;<=1962;13115;13;13115;<=5;<=5;<=5
5;2023-01-31;2021-01-04;Wijk;WK009000;Wijk 00 Drachten;<=2010;39496;13;39496;<=5;<=5;<=5
5;2023-01-31;2021-01-04;Wijk;WK034402;Wijk 02 Noordwest;<=1962;6253;14;6253;<=5;<=5;<=5
5;2023-01-31;2021-01-04;Wijk;WK034402;Wijk 02 Noordwest;<=2010;39498;14;39498;<=5;<=5;<=5
5;2023-01-31;2021-01-04;Wijk;WK051838;Wijk 38 Laakkwartier en Spoorwijk;<=1962;5688;15;5688;<=5;<=5;<=5
5;2023-01-31;2021-01-04;Wijk;WK051838;Wijk 38 Laakkwartier en Spoorwijk;<=2010;39600;15;39600;<=5;<=5;<=5
5;2023-01-31;2021-01-04;Wijk;WK059906;Hillegersberg-Schiebroek;<=1962;11232;16;11232;<=5;<=5;<=5
5;2023-01-31;2021-01-04;Wijk;WK059906;Hillegersberg-Schiebroek;<=2010;38117;16;38117;<=5;<=5;<=5
5;2023-01-31;2021-01-04;Wijk;WK059901;Rotterdam Centrum;<=1962;6534;17;6534;<=5;<=5;<=5
5;2023-01-31;2021-01-04;Wijk;WK059901;Rotterdam Centrum;<=2010;38371;17;38371;<=5;<=5;<=5
5;2023-01-31;2021-01-04;Wijk;WK034409;Wijk 09 Leidsche Rijn;<=1962;4582;18;4582;<=5;<=5;<=5
5;2023-01-31;2021-01-04;Wijk;WK034409;Wijk 09 Leidsche Rijn;<=2010;38071;18;38071;<=5;<=5;<=5
5;2023-01-31;2021-01-04;Wijk;WK034408;Wijk 08 Zuidwest;<=1962;5408;19;5408;<=5;<=5;<=5
5;2023-01-31;2021-01-04;Wijk;WK034408;Wijk 08 Zuidwest;<=2010;35258;19;35258;<=5;<=5;<=5
5;2023-01-31;2021-01-04;Wijk;WK034404;Wijk 04 Noordoost;<=1962;7069;20;7069;<=5;<=5;<=5
5;2023-01-31;2021-01-04;Wijk;WK034404;Wijk 04 Noordoost;<=2010;35679;20;35679;<=5;<=5;<=5
5;2023-01-31;2021-01-04;Wijk;WK093502;Wijk 02 Buitenwijk West;<=1962;11105;21;11105;<=5;<=5;<=5
