FID,id,naamgebied,hoekpunt,easting_etrs89,northing_etrs89,nb_dgrad_etrs89,ol_dgrad_etrs89,nb_grad_dmin_etrs89,ol_grad_dmin_etrs89,gdb_geomattr_data,shape
wingebieden_hoekpunten.34,114,L12O,4,627258.3573,5915725.0311,53.37528996,4.91298491,53° 22.517',4° 54.779',,POINT (627258.3573000003 5915725.031099999)
wingebieden_hoekpunten.35,115,L12O,5,628744.2107,5916526.7646,53.3821326,4.9356335,53° 22.928',4° 56.138',,POINT (628744.2106999997 5916526.764599999)
wingebieden_hoekpunten.36,116,L12PW1,1,625769.6769,5914247.4794,53.36237208,4.89003223,53° 21.742',4° 53.402',,POINT (625769.6769000003 5914247.4794)
wingebieden_hoekpunten.37,117,L12PW1,2,625056.873,5916271.3848,53.38072399,4.88012751,53° 22.843',4° 52.808',,POINT (625056.8729999997 5916271.3848)
wingebieden_hoekpunten.38,118,L12PW1,3,627286.8472,5917405.6563,53.39038155,4.91409017,53° 23.423',4° 54.845',,POINT (627286.8471999997 5917405.656300001)
wingebieden_hoekpunten.39,119,L12PW1,4,627468.8297,5916997.3013,53.38666908,4.91666023,53° 23.200',4° 55.000',,POINT (627468.8296999997 5916997.3013)
wingebieden_hoekpunten.40,120,L12PW1,5,626620.7451,5916554.5905,53.38289579,4.90373842,53° 22.974',4° 54.224',,POINT (626620.7451 5916554.590500001)
wingebieden_hoekpunten.41,121,L12PW1,6,626313.6807,5916223.9059,53.37999846,4.89899227,53° 22.800',4° 53.940',,POINT (626313.6807000004 5916223.9059)
wingebieden_hoekpunten.42,122,L12PW1,7,626134.1668,5915897.9464,53.37711295,4.89616496,53° 22.627',4° 53.770',,POINT (626134.1667999998 5915897.9464)
wingebieden_hoekpunten.43,123,L12PW1,8,626097.1347,5915532.7714,53.37384108,4.89546288,53° 22.430',4° 53.728',,POINT (626097.1347000003 5915532.771400001)
wingebieden_hoekpunten.44,124,L12PW1,9,626157.6201,5914516.9747,53.36470078,4.89596615,53° 21.882',4° 53.758',,POINT (626157.6201 5914516.9747)
wingebieden_hoekpunten.45,125,L12PW2,1,623971.4845,5911700.5784,53.33991507,4.86202752,53° 20.395',4° 51.722',,POINT (623971.4845000003 5911700.578400001)
wingebieden_hoekpunten.46,126,L12PW2,2,623591.9124,5912734.6383,53.34929406,4.8567334,53° 20.958',4° 51.404',,POINT (623591.9123999998 5912734.6383)
wingebieden_hoekpunten.47,127,L12PW2,3,626157.6201,5914516.9747,53.36470078,4.89596615,53° 21.882',4° 53.758',,POINT (626157.6201 5914516.9747)
wingebieden_hoekpunten.48,128,L12PW2,4,626205.9699,5913383.6955,53.35450791,4.89624016,53° 21.270',4° 53.774',,POINT (626205.9698999999 5913383.695499999)
wingebieden_hoekpunten.49,129,L14B,1,613143.2481,5893907.8136,53.18247189,4.69314381,53° 10.948',4° 41.589',,POINT (613143.2481000004 5893907.8136)
wingebieden_hoekpunten.50,130,L14B,2,611326.1818,5890868.7494,53.15554802,4.66490725,53° 09.333',4° 39.894',,POINT (611326.1818000004 5890868.749399999)
wingebieden_hoekpunten.51,131,L14B,3,609883.3561,5891655.62,53.16291804,4.64360937,53° 09.775',4° 38.617',,POINT (609883.3561000004 5891655.619999999)
wingebieden_hoekpunten.52,132,L14B,4,609296.3863,5891975.7344,53.16591524,4.63494287,53° 09.955',4° 38.097',,POINT (609296.3863000004 5891975.7344)
wingebieden_hoekpunten.53,133,L14B,5,608038.2917,5891947.1352,53.16591503,4.61612187,53° 09.955',4° 36.967',,POINT (608038.2917 5891947.135199999)
wingebieden_hoekpunten.54,134,L14B,6,608989.4618,5893819.3008,53.18254356,4.63098196,53° 10.953',4° 37.859',,POINT (608989.4617999997 5893819.300799999)
wingebieden_hoekpunten.55,135,L14B,7,611284.1595,5893868.1984,53.18250798,4.66532246,53° 10.950',4° 39.919',,POINT (611284.1595000001 5893868.1984)
wingebieden_hoekpunten.56,136,L14B1,1,609820.0137,5891690.1648,53.16324151,4.64267419,53° 09.794',4° 38.560',,POINT (609820.0137 5891690.164799999)
wingebieden_hoekpunten.57,137,L14B1,2,609296.3863,5891975.7344,53.16591524,4.63494287,53° 09.955',4° 38.097',,POINT (609296.3863000004 5891975.7344)
wingebieden_hoekpunten.58,138,L14B1,3,608038.2917,5891947.1352,53.16591503,4.61612187,53° 09.955',4° 36.967',,POINT (608038.2917 5891947.135199999)
wingebieden_hoekpunten.59,139,L14B1,4,608989.4618,5893819.3008,53.18254356,4.63098196,53° 10.953',4° 37.859',,POINT (608989.4617999997 5893819.300799999)
wingebieden_hoekpunten.60,140,L14B1,5,611201.0404,5893866.4272,53.18250944,4.66407858,53° 10.951',4° 39.845',,POINT (611201.0404000003 5893866.427200001)
wingebieden_hoekpunten.61,141,L14C,1,609025.1482,5893881.4977,53.18309512,4.63153697,53° 10.986',4° 37.892',,POINT (609025.1481999997 5893881.4977)
wingebieden_hoekpunten.62,142,L14C,2,609015.8688,5894481.4215,53.18848764,4.6316028,53° 11.309',4° 37.896',,POINT (609015.8688000003 5894481.421499999)
wingebieden_hoekpunten.63,143,L14C,3,610615.6657,5894506.1634,53.18837973,4.65554411,53° 11.303',4° 39.333',,POINT (610615.6656999998 5894506.1634)
wingebieden_hoekpunten.64,144,L14C,4,610624.9438,5893906.2406,53.18298726,4.65547525,53° 10.979',4° 39.329',,POINT (610624.9437999995 5893906.240599999)
wingebieden_hoekpunten.65,145,L14D,1,607615.8253,5892647.4148,53.17229303,4.61004059,53° 10.338',4° 36.602',,POINT (607615.8252999997 5892647.414799999)
wingebieden_hoekpunten.66,146,L14D,2,608367.8198,5894059.4044,53.18482799,4.62176484,53° 11.090',4° 37.306',,POINT (608367.8197999997 5894059.4044)
wingebieden_hoekpunten.67,147,L14D,3,608897.815,5893777.407,53.18218589,4.62959684,53° 10.931',4° 37.776',,POINT (608897.8150000004 5893777.407)
wingebieden_hoekpunten.68,148,L14D,4,608145.8206,5892365.4166,53.1696517,4.61787106,53° 10.179',4° 37.072',,POINT (608145.8206000002 5892365.4166)
wingebieden_hoekpunten.69,149,L15A,1,617870.0382,5908922.6948,53.31635123,4.7694009,53° 18.981',4° 46.164',,POINT (617870.0382000003 5908922.694800001)
wingebieden_hoekpunten.70,150,L15A,2,619620.258,5910773.4417,53.33258684,4.79635866,53° 19.955',4° 47.782',,POINT (619620.2580000004 5910773.4417)
wingebieden_hoekpunten.71,151,L15A,3,621021.3541,5910790.431,53.33242096,4.81739413,53° 19.945',4° 49.044',,POINT (621021.3541000001 5910790.431)
wingebieden_hoekpunten.72,152,L15A,4,621006.1455,5909548.8257,53.32126934,4.81669179,53° 19.276',4° 49.002',,POINT (621006.1454999996 5909548.8257)
wingebieden_hoekpunten.73,153,L15A,5,619003.6148,5907718.4861,53.30527839,4.78595677,53° 18.317',4° 47.157',,POINT (619003.6147999996 5907718.486099999)
wingebieden_hoekpunten.74,154,L15C,1,612450.0657,5894200.3825,53.18524764,4.68287845,53° 11.115',4° 40.973',,POINT (612450.0657000002 5894200.3825)
wingebieden_hoekpunten.75,155,L15C,2,611892.375,5894479.991,53.18787758,4.67463411,53° 11.273',4° 40.478',,POINT (611892.375 5894479.991)
wingebieden_hoekpunten.76,156,L15C,3,612614.9773,5895590.2815,53.19770134,4.6858352,53° 11.862',4° 41.150',,POINT (612614.9773000004 5895590.2815000005)
wingebieden_hoekpunten.77,157,L15C,4,613126.4822,5895300.0224,53.19498475,4.69338592,53° 11.699',4° 41.603',,POINT (613126.4822000004 5895300.022399999)
wingebieden_hoekpunten.78,158,L15D,1,616961.7372,5903908.5588,53.27150179,4.75392613,53° 16.290',4° 45.236',,POINT (616961.7372000003 5903908.558800001)
wingebieden_hoekpunten.79,159,L15D,2,618136.7289,5904588.5543,53.27735096,4.77178949,53° 16.641',4° 46.307',,POINT (618136.7289000005 5904588.554300001)
wingebieden_hoekpunten.80,160,L15D,3,618626.7249,5904711.5532,53.27834668,4.77918038,53° 16.701',4° 46.751',,POINT (618626.7248999998 5904711.553200001)
wingebieden_hoekpunten.81,161,L15D,4,618348.7272,5904088.5576,53.27281137,4.77478119,53° 16.369',4° 46.487',,POINT (618348.7271999996 5904088.557600001)
wingebieden_hoekpunten.82,162,L15E,1,615064.7504,5905632.5469,53.28740661,4.72611786,53° 17.244',4° 43.567',,POINT (615064.7504000003 5905632.5469)
wingebieden_hoekpunten.83,163,L15E,2,616549.7409,5906998.5374,53.29935535,4.74888467,53° 17.961',4° 44.933',,POINT (616549.7408999996 5906998.5374)
wingebieden_hoekpunten.84,164,L15E,3,617906.7309,5907788.5319,53.30615298,4.76952986,53° 18.369',4° 46.172',,POINT (617906.7308999998 5907788.5319)
wingebieden_hoekpunten.85,165,L15E,4,619119.2892,5906886.6112,53.29777833,4.78737964,53° 17.867',4° 47.243',,POINT (619119.2892000005 5906886.611199999)
wingebieden_hoekpunten.86,166,L15E,5,617664.7325,5906382.5409,53.29357438,4.7653787,53° 17.614',4° 45.923',,POINT (617664.7324999999 5906382.540899999)
wingebieden_hoekpunten.87,167,L15E,6,616968.7369,5905572.5477,53.28645084,4.75464344,53° 17.187',4° 45.279',,POINT (616968.7368999999 5905572.547700001)
wingebieden_hoekpunten.88,168,L15E,7,616120.7431,5905103.5507,53.2824234,4.74175777,53° 16.945',4° 44.505',,POINT (616120.7430999996 5905103.5507)
wingebieden_hoekpunten.89,169,L15PW1,1,619753.0003,5906922.4081,53.29795712,4.79689684,53° 17.877',4° 47.814',,POINT (619753.0003000004 5906922.4081)
wingebieden_hoekpunten.90,170,L15PW1,2,619003.6148,5907718.4861,53.30527839,4.78595677,53° 18.317',4° 47.157',,POINT (619003.6147999996 5907718.486099999)
wingebieden_hoekpunten.91,171,L15PW1,3,621006.1455,5909548.8257,53.32126934,4.81669179,53° 19.276',4° 49.002',,POINT (621006.1454999996 5909548.8257)
wingebieden_hoekpunten.92,172,L17A,1,603633.2175,5883715.3169,53.09281999,4.5475938,53° 05.569',4° 32.856',,POINT (603633.2175000003 5883715.3169)
wingebieden_hoekpunten.93,173,L17A,2,608038.2876,5891947.1352,53.16591503,4.6161218,53° 09.955',4° 36.967',,POINT (608038.2876000004 5891947.135199999)
wingebieden_hoekpunten.94,174,L17A,3,609296.3772,5891975.7344,53.16591524,4.63494273,53° 09.955',4° 38.097',,POINT (609296.3772 5891975.7344)
wingebieden_hoekpunten.95,175,L17A,4,609504.1934,5891862.3989,53.16485416,4.63801124,53° 09.891',4° 38.281',,POINT (609504.1934000002 5891862.3989)
wingebieden_hoekpunten.96,176,L17A,5,611326.1736,5890868.7494,53.15554802,4.66490712,53° 09.333',4° 39.894',,POINT (611326.1736000003 5890868.749399999)
wingebieden_hoekpunten.97,177,L17A,6,609703.9178,5887837.221,53.12864473,4.63961899,53° 07.719',4° 38.377',,POINT (609703.9177999999 5887837.221000001)
wingebieden_hoekpunten.98,178,L17A,7,606637.7947,5882107.517,53.07778087,4.59191034,53° 04.667',4° 35.515',,POINT (606637.7947000004 5882107.517000001)
wingebieden_hoekpunten.99,179,L17B,1,605930.2549,5880785.3293,53.06604061,4.58091716,53° 03.962',4° 34.855',,POINT (605930.2549 5880785.329299999)
wingebieden_hoekpunten.100,180,L17B,2,602925.6829,5882393.1403,53.08107572,4.53660877,53° 04.865',4° 32.197',,POINT (602925.6829000004 5882393.1403)
wingebieden_hoekpunten.101,181,L17B,3,603633.2175,5883715.3169,53.09281999,4.5475938,53° 05.569',4° 32.856',,POINT (603633.2175000003 5883715.3169)
wingebieden_hoekpunten.102,182,L17B,4,606637.7947,5882107.517,53.07778087,4.59191034,53° 04.667',4° 35.515',,POINT (606637.7947000004 5882107.517000001)
wingebieden_hoekpunten.103,183,L17C,1,605362.1138,5888405.3216,53.13462531,4.57494106,53° 08.078',4° 34.496',,POINT (605362.1138000004 5888405.321599999)
wingebieden_hoekpunten.104,184,L17C,2,606113.9931,5889817.639,53.14716692,4.58664305,53° 08.830',4° 35.199',,POINT (606113.9930999996 5889817.639)
wingebieden_hoekpunten.105,185,L17C,3,606643.6117,5889535.6859,53.14452762,4.59446484,53° 08.672',4° 35.668',,POINT (606643.6117000002 5889535.685900001)
wingebieden_hoekpunten.106,186,L17C,4,605891.7321,5888123.3674,53.13198678,4.58276131,53° 07.919',4° 34.966',,POINT (605891.7320999997 5888123.3674)
wingebieden_hoekpunten.107,187,L17D,1,601635.7611,5881160.829,53.070249,4.51696923,53° 04.215',4° 31.018',,POINT (601635.7610999998 5881160.829)
wingebieden_hoekpunten.108,188,L17D,2,602274.9464,5882627.5965,53.08330758,4.52697208,53° 04.998',4° 31.618',,POINT (602274.9463999998 5882627.5965)
wingebieden_hoekpunten.109,189,L17D,3,602824.9836,5882387.9014,53.08104804,4.53510432,53° 04.863',4° 32.106',,POINT (602824.9835999999 5882387.9014)
wingebieden_hoekpunten.110,190,L17D,4,602185.7986,5880921.1353,53.06799017,4.52509956,53° 04.079',4° 31.506',,POINT (602185.7986000003 5880921.135299999)
wingebieden_hoekpunten.111,191,L17E,1,606583.8074,5890700.6568,53.15500769,4.59395875,53° 09.300',4° 35.638',,POINT (606583.8074000003 5890700.6568)
wingebieden_hoekpunten.112,192,L17E,2,607335.8025,5892112.6451,53.16754432,4.60567353,53° 10.053',4° 36.340',,POINT (607335.8025000002 5892112.645099999)
wingebieden_hoekpunten.113,193,L17E,3,607865.799,5891830.6479,53.16490329,4.61350344,53° 09.894',4° 36.810',,POINT (607865.7989999996 5891830.6479)
wingebieden_hoekpunten.114,194,L17E,4,607113.8029,5890418.6573,53.15236742,4.6017871,53° 09.142',4° 36.107',,POINT (607113.8028999995 5890418.657299999)
wingebieden_hoekpunten.115,195,L17F,1,602094.4471,5879226.1592,53.05277631,4.52319924,53° 03.167',4° 31.392',,POINT (602094.4471000005 5879226.1592)
wingebieden_hoekpunten.116,196,L17F,2,603228.5784,5881452.0229,53.07256032,4.54082699,53° 04.354',4° 32.450',,POINT (603228.5784 5881452.0229)
wingebieden_hoekpunten.117,197,L17F,3,603991.7337,5881123.445,53.0694597,4.55210738,53° 04.168',4° 33.126',,POINT (603991.7336999997 5881123.445)
wingebieden_hoekpunten.118,1,A7A,1,517752.8405,6156889.3422,55.55768929,3.28144205,55° 33.461',3° 16.887',,POINT (517752.84049999993 6156889.3422)
wingebieden_hoekpunten.119,2,A7A,2,518402.7658,6159665.6858,55.58261192,3.29193038,55° 34.957',3° 17.516',,POINT (518402.76580000017 6159665.685799999)
wingebieden_hoekpunten.120,3,A7A,3,520920.7685,6159680.4775,55.58264323,3.33187487,55° 34.959',3° 19.912',,POINT (520920.76850000024 6159680.477499999)
wingebieden_hoekpunten.121,4,A7A,4,520934.0783,6156906.481,55.55771712,3.33187576,55° 33.463',3° 19.913',,POINT (520934.07830000017 6156906.481000001)
wingebieden_hoekpunten.122,5,E1,1,497992.1902,6072476.6232,54.79946248,2.96876811,54° 47.968',2° 58.126',,POINT (497992.19020000007 6072476.623199999)
wingebieden_hoekpunten.123,6,E1,2,500995.2593,6085304.954,54.91474902,3.01552568,54° 54.885',3° 00.932',,POINT (500995.25930000003 6085304.954)
wingebieden_hoekpunten.124,7,E1,3,513545.587,6100841.4712,55.05418343,3.21203992,55° 03.251',3° 12.722',,POINT (513545.5870000003 6100841.4712000005)
wingebieden_hoekpunten.125,8,E1,4,517999.1266,6097243.9105,55.02171346,3.28152714,55° 01.303',3° 16.892',,POINT (517999.1266000001 6097243.910499999)
wingebieden_hoekpunten.126,9,K12A,1,546042.8605,5909489.7963,53.33256749,3.69140589,53° 19.954',3° 41.484',,POINT (546042.8605000004 5909489.7963)
wingebieden_hoekpunten.127,10,K12A,2,551072.3758,5920619.1156,53.4321368,3.76872455,53° 25.928',3° 46.123',,POINT (551072.3757999996 5920619.115599999)
wingebieden_hoekpunten.128,11,K12A,3,557765.9684,5920619.1146,53.43144599,3.8694623,53° 25.887',3° 52.168',,POINT (557765.9683999997 5920619.114600001)
wingebieden_hoekpunten.129,12,K12A,4,557900.1765,5909619.5819,53.33256954,3.86946567,53° 19.954',3° 52.168',,POINT (557900.1765000001 5909619.581900001)
wingebieden_hoekpunten.130,13,L8A,1,588253.9368,5933888.8481,53.54647048,4.33196993,53° 32.788',4° 19.918',,POINT (588253.9368000003 5933888.848099999)
wingebieden_hoekpunten.131,14,L8A,2,602098.3197,5934168.997,53.54647868,4.54092994,53° 32.789',4° 32.456',,POINT (602098.3196999999 5934168.9969999995)
wingebieden_hoekpunten.132,15,L8A,3,598186.8441,5928830.5615,53.49925538,4.48024413,53° 29.955',4° 28.815',,POINT (598186.8441000003 5928830.5615)
wingebieden_hoekpunten.133,16,L8A,4,588352.2544,5928635.5509,53.49924675,4.33197144,53° 29.955',4° 19.918',,POINT (588352.2544 5928635.550899999)
wingebieden_hoekpunten.134,17,L11A,1,588549.2809,5918098.1782,53.40452154,4.33197439,53° 24.271',4° 19.918',,POINT (588549.2808999997 5918098.178200001)
wingebieden_hoekpunten.135,18,L11A,2,597671.4464,5918277.4181,53.4045231,4.46919999,53° 24.271',4° 28.152',,POINT (597671.4463999998 5918277.418099999)
wingebieden_hoekpunten.136,19,L11A,3,597495.6283,5918090.5986,53.40287687,4.4664985,53° 24.173',4° 27.990',,POINT (597495.6283 5918090.5986)
wingebieden_hoekpunten.137,20,L11A,4,597446.1635,5918038.0407,53.40241372,4.4657385,53° 24.145',4° 27.944',,POINT (597446.1634999998 5918038.0407)
wingebieden_hoekpunten.138,21,L11A,5,594161.6597,5914548.0457,53.37164839,4.41531068,53° 22.299',4° 24.919',,POINT (594161.6596999997 5914548.045700001)
wingebieden_hoekpunten.139,22,L11A,6,592990.2165,5913303.3125,53.36067039,4.3973428,53° 21.640',4° 23.841',,POINT (592990.2165000001 5913303.3125)
wingebieden_hoekpunten.140,23,L11A,7,589993.5591,5910119.1733,53.33257504,4.35142139,53° 19.955',4° 21.085',,POINT (589993.5591000002 5910119.1733)
wingebieden_hoekpunten.141,24,L11A,8,588698.7698,5910094.7938,53.33257454,4.33197668,53° 19.954',4° 19.919',,POINT (588698.7697999999 5910094.7938)
wingebieden_hoekpunten.142,25,L11B,1,590479.875,5913303.3196,53.36110604,4.35963228,53° 21.666',4° 21.578',,POINT (590479.875 5913303.319599999)
wingebieden_hoekpunten.143,26,L11B,2,594110.6733,5917116.1131,53.39473439,4.41530978,53° 23.684',4° 24.919',,POINT (594110.6732999999 5917116.1131)
wingebieden_hoekpunten.144,27,L11B,3,594988.5757,5918038.0201,53.40286148,4.4287854,53° 24.172',4° 25.727',,POINT (594988.5756999999 5918038.020099999)
wingebieden_hoekpunten.145,28,L11B,4,597446.1635,5918038.0407,53.40241372,4.4657385,53° 24.145',4° 27.944',,POINT (597446.1634999998 5918038.0407)
wingebieden_hoekpunten.146,29,L11B,5,597988.5536,5918038.0459,53.40231337,4.47389392,53° 24.139',4° 28.434',,POINT (597988.5536000002 5918038.0459)
wingebieden_hoekpunten.147,30,L11B,6,594171.9438,5914030.0963,53.3669922,4.4153109,53° 22.020',4° 24.919',,POINT (594171.9437999995 5914030.0963)
wingebieden_hoekpunten.148,31,L11B,7,593479.8551,5913303.3116,53.36058403,4.40469807,53° 21.635',4° 24.282',,POINT (593479.8551000003 5913303.3116)
wingebieden_hoekpunten.149,32,L11B,8,592990.2165,5913303.3125,53.36067039,4.3973428,53° 21.640',4° 23.841',,POINT (592990.2165000001 5913303.3125)
wingebieden_hoekpunten.150,33,L11C,1,594089.6719,5918173.8785,53.4042433,4.41530947,53° 24.255',4° 24.919',,POINT (594089.6719000004 5918173.8785)
wingebieden_hoekpunten.151,34,L11C,2,597495.6283,5918090.5986,53.40287687,4.4664985,53° 24.173',4° 27.990',,POINT (597495.6283 5918090.5986)
wingebieden_hoekpunten.152,35,L11C,3,606289.5744,5917875.5749,53.39924746,4.59864768,53° 23.955',4° 35.919',,POINT (606289.5744000003 5917875.574899999)
wingebieden_hoekpunten.153,36,L11C,4,601960.844,5912957.7853,53.35591172,4.53198049,53° 21.355',4° 31.919',,POINT (601960.8439999996 5912957.7853)
wingebieden_hoekpunten.154,37,L11C,5,594185.38,5913353.3339,53.36090832,4.41531118,53° 21.654',4° 24.919',,POINT (594185.3799999999 5913353.333900001)
wingebieden_hoekpunten.155,38,L11C,6,594171.9438,5914030.0963,53.3669922,4.4153109,53° 22.020',4° 24.919',,POINT (594171.9437999995 5914030.0963)
wingebieden_hoekpunten.156,39,L11C,7,594161.6597,5914548.0457,53.37164839,4.41531068,53° 22.299',4° 24.919',,POINT (594161.6596999997 5914548.045700001)
wingebieden_hoekpunten.157,40,L11C,8,594110.6733,5917116.1131,53.39473439,4.41530978,53° 23.684',4° 24.919',,POINT (594110.6732999999 5917116.1131)
wingebieden_hoekpunten.158,41,L12A,1,621975.6937,5913278.4888,53.35455535,4.83267612,53° 21.273',4° 49.961',,POINT (621975.6936999997 5913278.4888)
wingebieden_hoekpunten.159,42,L12A,2,621992.2999,5913284.5579,53.35460605,4.83292783,53° 21.276',4° 49.976',,POINT (621992.2999 5913284.5579)
wingebieden_hoekpunten.160,43,L12A,3,623226.095,5913735.4885,53.35837124,4.85163062,53° 21.502',4° 51.098',,POINT (623226.0949999997 5913735.488500001)
wingebieden_hoekpunten.161,44,L12A,4,623591.9124,5912734.6383,53.34929406,4.8567334,53° 20.958',4° 51.404',,POINT (623591.9123999998 5912734.6383)
wingebieden_hoekpunten.162,45,L12A,5,624122.5382,5911282.8878,53.33612706,4.86413131,53° 20.168',4° 51.848',,POINT (624122.5382000003 5911282.887800001)
wingebieden_hoekpunten.163,46,L12A,6,623251.2929,5910866.6952,53.33259153,4.85089211,53° 19.955',4° 51.054',,POINT (623251.2928999998 5910866.6952)
wingebieden_hoekpunten.164,47,L12A,7,622861.006,5910855.3822,53.33258064,4.84503003,53° 19.955',4° 50.702',,POINT (622861.006 5910855.382200001)
wingebieden_hoekpunten.165,48,L12B,1,619832.8393,5918125.4348,53.39859223,4.80233567,53° 23.916',4° 48.140',,POINT (619832.8393000001 5918125.434800001)
