FID,naam,se_anno_cad_data,gdb_geomattr_data,shape
2e_herziening_serie2_index.14,15 krimpen ad lek_4e uitg_1935,,,"POLYGON ((101017.93400000036 432316.0789999999, 101017.93400000036 435231.6790000014, 104598.20100000128 435231.6790000014, 104598.20100000128 432316.0789999999, 101017.93400000036 432316.0789999999))"
2e_herziening_serie2_index.15,16 stormpolder_4e uitg_1936,,,"POLYGON ((97430.18600000069 433650.4990000017, 97430.18600000069 436551.4820000008, 101035.61600000039 436551.4820000008, 101035.61600000039 433650.4990000017, 97430.18600000069 433650.4990000017))"
2e_herziening_serie2_index.16,17 kralingsche veer_4e uitg_1936,,,"POLYGON ((94636.61699999869 433943.40199999884, 94636.61699999869 437363.91600000113, 97436.90900000185 437363.91600000113, 97436.90900000185 433943.40199999884, 94636.61699999869 433943.40199999884))"
2e_herziening_serie2_index.17,18 rotterdam_4e uitg_1e ed_1936,,,"POLYGON ((91310.4840000011 433728.65300000086, 91310.4840000011 437731.9780000001, 94648.6640000008 437731.9780000001, 94648.6640000008 433728.65300000086, 91310.4840000011 433728.65300000086))"
2e_herziening_serie2_index.18,19 delfshaven_4e uitg_1936,,,"POLYGON ((87950.61600000039 432524.2589999996, 87950.61600000039 436916.7349999994, 91328.13500000164 436916.7349999994, 91328.13500000164 432524.2589999996, 87950.61600000039 432524.2589999996))"
2e_herziening_serie2_index.19,20 schiedam_4e uitg_1937,,,"POLYGON ((84635.20699999854 433193.8759999983, 84635.20699999854 437195.6570000015, 87979.4690000005 437195.6570000015, 87979.4690000005 433193.8759999983, 84635.20699999854 433193.8759999983))"
2e_herziening_serie2_index.20,21 vlaardingen_1933,,,"POLYGON ((81742.52699999884 433542.86199999973, 81742.52699999884 436219.76199999824, 84643.6799999997 436219.76199999824, 84643.6799999997 433542.86199999973, 81742.52699999884 433542.86199999973))"
2e_herziening_serie2_index.21,22 vergulde hand_1933,,,"POLYGON ((79037.6959999986 433424.04100000113, 79037.6959999986 436342.16600000113, 81751.64299999923 436342.16600000113, 81751.64299999923 433424.04100000113, 79037.6959999986 433424.04100000113))"
2e_herziening_serie2_index.22,23 spuipolder_1933,,,"POLYGON ((76267.23699999973 433677.2349999994, 76267.23699999973 437542.1719999984, 80080.59699999914 437542.1719999984, 80080.59699999914 433677.2349999994, 76267.23699999973 433677.2349999994))"
2e_herziening_serie2_index.23,24 maassluis_1933,,,"POLYGON ((74229.77400000021 435125.44900000095, 74229.77400000021 439069.3999999985, 78162.73600000143 439069.3999999985, 78162.73600000143 435125.44900000095, 74229.77400000021 435125.44900000095))"
2e_herziening_serie2_index.24,25a poortershaven_4e uitg_1936,,,"POLYGON ((72088.4140000008 436858.0469999984, 72088.4140000008 440924.5720000006, 76121.8359999992 440924.5720000006, 76121.8359999992 436858.0469999984, 72088.4140000008 436858.0469999984))"
2e_herziening_serie2_index.25,26 krabbepolder_3e uitg_1936,,,"POLYGON ((70061.44399999827 438623.0399999991, 70061.44399999827 442573.6420000009, 73976.18499999866 442573.6420000009, 73976.18499999866 438623.0399999991, 70061.44399999827 438623.0399999991))"
2e_herziening_serie2_index.26,27 scheurpolder_3e uitg_1935,,,"POLYGON ((67951.08300000057 440313.6469999999, 67951.08300000057 444232.6559999995, 71849.85099999979 444232.6559999995, 71849.85099999979 440313.6469999999, 67951.08300000057 440313.6469999999))"
2e_herziening_serie2_index.27,28a hoek v holland_3e uitg_1935,,,"POLYGON ((66128.22899999842 441750.84800000116, 66128.22899999842 445493.36400000006, 69731.02899999917 445493.36400000006, 69731.02899999917 441750.84800000116, 66128.22899999842 441750.84800000116))"
2e_herziening_serie2_index.28,28b hoek v holland_3e uitg_1935,,,"POLYGON ((66131.56799999997 441766.4510000013, 66131.56799999997 445490.16099999845, 69727.01199999824 445490.16099999845, 69727.01199999824 441766.4510000013, 66131.56799999997 441766.4510000013))"
2e_herziening_serie2_index.29,29 mond vd waterweg_3e uitg_1935,,,"POLYGON ((63808.11600000039 442750.6959999986, 63808.11600000039 446379.58199999854, 67331.11199999973 446379.58199999854, 67331.11199999973 442750.6959999986, 63808.11600000039 442750.6959999986))"
2e_herziening_serie2_index.30,01 herwen_1917,,,"POLYGON ((201986.49399999902 429998.4849999994, 201986.49399999902 437982.3770000003, 207309.41699999943 437982.3770000003, 207309.41699999943 429998.4849999994, 201986.49399999902 429998.4849999994))"
2e_herziening_serie2_index.31,03 huussen_1915,,,"POLYGON ((191993.0460000001 434816.9459999986, 191993.0460000001 443282.4780000001, 196994.4299999997 443282.4780000001, 196994.4299999997 434816.9459999986, 191993.0460000001 434816.9459999986))"
2e_herziening_serie2_index.32,04 arnhem_1916,,,"POLYGON ((183990.30000000075 439402.618999999, 183990.30000000075 444402.6090000011, 191995.09800000116 444402.6090000011, 191995.09800000116 439402.618999999, 183990.30000000075 439402.618999999))"
2e_herziening_serie2_index.33,05 renkum_1917,,,"POLYGON ((176002.2109999992 439394.4620000012, 176002.2109999992 444395.86300000176, 183985.65199999884 444395.86300000176, 183985.65199999884 439394.4620000012, 176002.2109999992 439394.4620000012))"
2e_herziening_serie2_index.34,06 wageningen_4e uitg_1961,,,"POLYGON ((168593.375 437805.95699999854, 168593.375 442783.98699999973, 176601.65300000086 442783.98699999973, 176601.65300000086 437805.95699999854, 168593.375 437805.95699999854))"
2e_herziening_serie2_index.35,07 rhenen_1918,,,"POLYGON ((162972.06799999997 437096.5520000011, 162972.06799999997 445083.7199999988, 168518.76799999923 445083.7199999988, 168518.76799999923 437096.5520000011, 162972.06799999997 437096.5520000011))"
2e_herziening_serie2_index.36,08 amerongen_1920,,,"POLYGON ((154990.97800000012 441116.83300000057, 154990.97800000012 446085.13699999824, 163022.55700000003 446085.13699999824, 163022.55700000003 441116.83300000057, 154990.97800000012 441116.83300000057))"
2e_herziening_serie2_index.37,09 wijk bij duurstede_1919,,,"POLYGON ((146993.24700000137 439391.0229999982, 146993.24700000137 444393.25400000066, 155016.5859999992 444393.25400000066, 155016.5859999992 439391.0229999982, 146993.24700000137 439391.0229999982))"
2e_herziening_serie2_index.38,10 culenborg_1924,,,"POLYGON ((139178.11400000006 439602.6950000003, 139178.11400000006 444587.55999999866, 147029.6330000013 444587.55999999866, 147029.6330000013 439602.6950000003, 139178.11400000006 439602.6950000003))"
2e_herziening_serie2_index.39,11 vianen_4e uitg_1961,,,"POLYGON ((128582.30999999866 441603.56700000167, 128582.30999999866 447586.15100000054, 137611.20899999887 447586.15100000054, 137611.20899999887 441603.56700000167, 128582.30999999866 441603.56700000167))"
2e_herziening_serie2_index.40,12 ameide_4e uitg_1959,,,"POLYGON ((120595.125 438313.8110000007, 120595.125 444280.3979999982, 128602.62200000137 444280.3979999982, 128602.62200000137 438313.8110000007, 120595.125 438313.8110000007))"
2e_herziening_serie2_index.41,13 schoonhoven_4e uitg_1960,,,"POLYGON ((112590.16299999878 435612.9780000001, 112590.16299999878 440583.9690000005, 120612.25200000033 440583.9690000005, 120612.25200000033 435612.9780000001, 112590.16299999878 435612.9780000001))"
2e_herziening_serie2_index.42,14 lekkerkerk_4e uitg_1961,,,"POLYGON ((104589.23999999836 432769.1339999996, 104589.23999999836 437740.8669999987, 112621.05299999937 437740.8669999987, 112621.05299999937 432769.1339999996, 104589.23999999836 432769.1339999996))"
2e_herziening_serie2_index.43,15 krimpen ad lek_4e uitg_1935,,,"POLYGON ((101017.93400000036 432316.0789999999, 101017.93400000036 435231.6790000014, 104598.20100000128 435231.6790000014, 104598.20100000128 432316.0789999999, 101017.93400000036 432316.0789999999))"
2e_herziening_serie2_index.44,16 stormpolder_4e uitg_1936,,,"POLYGON ((97430.18600000069 433650.4990000017, 97430.18600000069 436551.4820000008, 101035.61600000039 436551.4820000008, 101035.61600000039 433650.4990000017, 97430.18600000069 433650.4990000017))"
2e_herziening_serie2_index.45,17 kralingsche veer_4e uitg_1936,,,"POLYGON ((94636.61699999869 433943.40199999884, 94636.61699999869 437363.91600000113, 97436.90900000185 437363.91600000113, 97436.90900000185 433943.40199999884, 94636.61699999869 433943.40199999884))"
2e_herziening_serie2_index.46,18 rotterdam_4e uitg_1e ed_1936,,,"POLYGON ((91310.4840000011 433728.65300000086, 91310.4840000011 437731.9780000001, 94648.6640000008 437731.9780000001, 94648.6640000008 433728.65300000086, 91310.4840000011 433728.65300000086))"
2e_herziening_serie2_index.47,19 delfshaven_4e uitg_1936,,,"POLYGON ((87950.61600000039 432524.2589999996, 87950.61600000039 436916.7349999994, 91328.13500000164 436916.7349999994, 91328.13500000164 432524.2589999996, 87950.61600000039 432524.2589999996))"
2e_herziening_serie2_index.48,20 schiedam_4e uitg_1937,,,"POLYGON ((84635.20699999854 433193.8759999983, 84635.20699999854 437195.6570000015, 87979.4690000005 437195.6570000015, 87979.4690000005 433193.8759999983, 84635.20699999854 433193.8759999983))"
2e_herziening_serie2_index.49,21 vlaardingen_1933,,,"POLYGON ((81742.52699999884 433542.86199999973, 81742.52699999884 436219.76199999824, 84643.6799999997 436219.76199999824, 84643.6799999997 433542.86199999973, 81742.52699999884 433542.86199999973))"
2e_herziening_serie2_index.50,22 vergulde hand_1933,,,"POLYGON ((79037.6959999986 433424.04100000113, 79037.6959999986 436342.16600000113, 81751.64299999923 436342.16600000113, 81751.64299999923 433424.04100000113, 79037.6959999986 433424.04100000113))"
2e_herziening_serie2_index.51,23 spuipolder_1933,,,"POLYGON ((76267.23699999973 433677.2349999994, 76267.23699999973 437542.1719999984, 80080.59699999914 437542.1719999984, 80080.59699999914 433677.2349999994, 76267.23699999973 433677.2349999994))"
2e_herziening_serie2_index.52,24 maassluis_1933,,,"POLYGON ((74229.77400000021 435125.44900000095, 74229.77400000021 439069.3999999985, 78162.73600000143 439069.3999999985, 78162.73600000143 435125.44900000095, 74229.77400000021 435125.44900000095))"
2e_herziening_serie2_index.53,25a poortershaven_4e uitg_1936,,,"POLYGON ((72088.4140000008 436858.0469999984, 72088.4140000008 440924.5720000006, 76121.8359999992 440924.5720000006, 76121.8359999992 436858.0469999984, 72088.4140000008 436858.0469999984))"
2e_herziening_serie2_index.54,26 krabbepolder_3e uitg_1936,,,"POLYGON ((70061.44399999827 438623.0399999991, 70061.44399999827 442573.6420000009, 73976.18499999866 442573.6420000009, 73976.18499999866 438623.0399999991, 70061.44399999827 438623.0399999991))"
2e_herziening_serie2_index.55,27 scheurpolder_3e uitg_1935,,,"POLYGON ((67951.08300000057 440313.6469999999, 67951.08300000057 444232.6559999995, 71849.85099999979 444232.6559999995, 71849.85099999979 440313.6469999999, 67951.08300000057 440313.6469999999))"
2e_herziening_serie2_index.56,28a hoek v holland_3e uitg_1935,,,"POLYGON ((66128.22899999842 441750.84800000116, 66128.22899999842 445493.36400000006, 69731.02899999917 445493.36400000006, 69731.02899999917 441750.84800000116, 66128.22899999842 441750.84800000116))"
2e_herziening_serie2_index.57,28b hoek v holland_3e uitg_1935,,,"POLYGON ((66131.56799999997 441766.4510000013, 66131.56799999997 445490.16099999845, 69727.01199999824 445490.16099999845, 69727.01199999824 441766.4510000013, 66131.56799999997 441766.4510000013))"
2e_herziening_serie2_index.58,29 mond vd waterweg_3e uitg_1935,,,"POLYGON ((63808.11600000039 442750.6959999986, 63808.11600000039 446379.58199999854, 67331.11199999973 446379.58199999854, 67331.11199999973 442750.6959999986, 63808.11600000039 442750.6959999986))"
