FID,id,vliegdatum,strooknaam,shape_leng,se_anno_cad_data,gdb_geomattr_data,shape
vlieglijnen_kust_2011.83,0,2011-01-27T00:00:00,l0171,3602.17727107,,,"LINESTRING (98954.0540000014 500682.131000001, 102536.65199999884 501057.1959999986)"
vlieglijnen_kust_2011.84,0,2011-01-27T00:00:00,l0172,4422.96976573,,,"LINESTRING (101842.05799999833 514407.5729999989, 105885.57999999821 512615.2019999996)"
vlieglijnen_kust_2011.85,0,2011-01-27T00:00:00,l0173,7132.74473619,,,"LINESTRING (102971.29699999839 520580.3269999996, 110065.27199999988 521323.0009999983)"
vlieglijnen_kust_2011.86,0,2011-01-27T00:00:00,l0174,2061.33526066,,,"LINESTRING (104643.82999999821 530631.5460000001, 106652.98000000045 531092.438000001)"
vlieglijnen_kust_2011.87,0,2011-01-27T00:00:00,l0175,2719.97719344,,,"LINESTRING (107168.87299999967 539254.5560000017, 109881.48000000045 539454.6499999985)"
vlieglijnen_kust_2011.88,0,2011-01-27T00:00:00,l0176,2255.90483517,,,"LINESTRING (109125.9149999991 550856.8640000001, 111357.90799999982 551184.4510000013)"
vlieglijnen_kust_2011.89,0,2011-01-28T00:00:00,l0177,10922.4253074,,,"LINESTRING (110743.48200000077 550370.7049999982, 111647.20699999854 561255.6790000014)"
vlieglijnen_kust_2011.90,0,2011-01-28T00:00:00,l0178,9856.76162014,,,"LINESTRING (108353.67100000009 563144.9600000009, 115575.26900000125 556436.438000001)"
vlieglijnen_kust_2011.91,0,2011-01-28T00:00:00,l0179,6575.20526988,,,"LINESTRING (116888.6099999994 578363.2740000002, 120999.15799999982 573231.3420000002)"
vlieglijnen_kust_2011.92,0,2011-01-28T00:00:00,l0180,4188.45347129,,,"LINESTRING (127862.5309999995 589264.5850000009, 129653.32499999925 585478.2679999992)"
vlieglijnen_kust_2011.93,0,2011-01-28T00:00:00,l0181,4678.74784346,,,"LINESTRING (132244.1640000008 592316.2509999983, 135860.88500000164 589348.0839999989)"
vlieglijnen_kust_2011.94,0,2011-02-20T00:00:00,l0182,7962.10842843,,,"LINESTRING (143726.77899999917 602195.1499999985, 144507.2030000016 594271.381000001)"
vlieglijnen_kust_2011.95,0,2011-02-17T00:00:00,l0184,6618.70195147,,,"LINESTRING (171053.0469999984 603707.5150000006, 172621.8350000009 610137.6090000011)"
vlieglijnen_kust_2011.96,1,2011-08-19T00:00:00,grd140,11110.4,,,"LINESTRING (19475.019999999553 396324, 28870.039000000805 402254.811999999)"
vlieglijnen_kust_2011.97,2,2011-08-19T00:00:00,grd141,13367.4,,,"LINESTRING (30475.881000000983 402756.8440000005, 19206.618999999017 395567.25)"
vlieglijnen_kust_2011.98,3,2011-08-19T00:00:00,grd142,9208.05,,,"LINESTRING (37731.30900000036 402533.436999999, 28533.061000000685 402108.5940000005)"
vlieglijnen_kust_2011.99,4,2011-08-19T00:00:00,grd143,8407.03,,,"LINESTRING (37557.050999999046 401977.438000001, 29154.550999999046 401701.563000001)"
vlieglijnen_kust_2011.100,5,2011-08-19T00:00:00,grd144,7735.21,,,"LINESTRING (37502.30900000036 401431.5309999995, 29777.33999999985 401033.561999999)"
vlieglijnen_kust_2011.101,6,2011-08-19T00:00:00,grd145,14763.5,,,"LINESTRING (41555.370999999344 413580.5940000005, 34302.73800000176 400721.3440000005)"
vlieglijnen_kust_2011.102,7,2011-08-19T00:00:00,grd146,9578.7,,,"LINESTRING (39769.870999999344 408924.2190000005, 34847.800999999046 400706.875)"
vlieglijnen_kust_2011.103,8,2011-08-19T00:00:00,grd147,12379.7,,,"LINESTRING (27398.519999999553 385861.5309999995, 19294.460999999195 395220.0309999995)"
vlieglijnen_kust_2011.104,9,2011-08-19T00:00:00,grd148,14901.3,,,"LINESTRING (29035.670000001788 384681.0309999995, 19295.109000001103 395958.063000001)"
vlieglijnen_kust_2011.105,10,2011-08-19T00:00:00,grd149,15476.4,,,"LINESTRING (29800.039000000805 384845.311999999, 19702.778999999166 396574.0309999995)"
vlieglijnen_kust_2011.106,11,2011-08-19T00:00:00,grd150,11761.4,,,"LINESTRING (30681.89999999851 384866.4059999995, 23004.920000001788 393776.811999999)"
vlieglijnen_kust_2011.107,12,2011-08-19T00:00:00,grd151,11300.5,,,"LINESTRING (25380.64999999851 381708.75, 14579.23999999836 378387.438000001)"
vlieglijnen_kust_2011.108,13,2011-08-19T00:00:00,grd152,14303.7,,,"LINESTRING (13125.910000000149 377371.875, 26757.561000000685 381704.688000001)"
vlieglijnen_kust_2011.109,14,2011-08-19T00:00:00,grd154,15372.2,,,"LINESTRING (27591.41000000015 381234.686999999, 12922.48999999836 376638.188000001)"
vlieglijnen_kust_2011.110,15,2011-08-19T00:00:00,grd155,4491.29,,,"LINESTRING (29329.730000000447 379772, 25254.519999999553 381659.936999999)"
vlieglijnen_kust_2011.111,16,2011-02-13T00:00:00,grd201,4593.74,,,"LINESTRING (63657.82800000161 437670.875, 61704.870999999344 433512.938000001)"
vlieglijnen_kust_2011.112,17,2011-02-13T00:00:00,grd202,2658.32,,,"LINESTRING (63720.85200000182 436388.188000001, 62120.91000000015 438511.125)"
vlieglijnen_kust_2011.113,18,2011-02-13T00:00:00,grd203,3117.57,,,"LINESTRING (63193.73800000176 435719.375, 61355.76999999955 438237.5309999995)"
vlieglijnen_kust_2011.114,19,2011-02-13T00:00:00,grd204,3536.8,,,"LINESTRING (62585.370999999344 435060.4690000005, 60538.85200000182 437945.0309999995)"
vlieglijnen_kust_2011.115,20,2011-02-13T00:00:00,grd205,9255.74,,,"LINESTRING (64955.3200000003 429980.75, 59917.25 437745.186999999)"
vlieglijnen_kust_2011.116,21,2011-02-13T00:00:00,grd206,10141.3,,,"LINESTRING (64722.39799999818 429261.5940000005, 59158.69099999964 437740.438000001)"
vlieglijnen_kust_2011.117,22,2011-02-13T00:00:00,grd207,4284.67,,,"LINESTRING (64644.9299999997 429754, 61270.80900000036 427113.2190000005)"
vlieglijnen_kust_2011.118,23,2011-02-08T00:00:00,grd209,20294.2,,,"LINESTRING (63560.58999999985 429108.688000001, 44086.51199999824 423397.8440000005)"
vlieglijnen_kust_2011.119,24,2011-02-08T00:00:00,grd210,20056.9,,,"LINESTRING (63371.039000000805 429149.5940000005, 43888.76999999955 424383.125)"
vlieglijnen_kust_2011.120,25,2011-02-08T00:00:00,grd211,16819,,,"LINESTRING (44879.73800000176 425355.75, 61205.370999999344 429399.436999999)"
vlieglijnen_kust_2011.121,26,2011-02-08T00:00:00,grd212,16793.6,,,"LINESTRING (60740 430145.875, 44740.25 425043.7190000005)"
vlieglijnen_kust_2011.122,27,2011-02-08T00:00:00,grd215,10767,,,"LINESTRING (51637.33999999985 427179.125, 47103.32800000161 417413.2809999995)"
vlieglijnen_kust_2011.123,28,2011-02-08T00:00:00,grd216,7348.7,,,"LINESTRING (50069.76199999824 426998.8440000005, 49049.960999999195 419721.25)"
vlieglijnen_kust_2011.124,29,2011-02-08T00:00:00,grd217,8682.49,,,"LINESTRING (48102.28099999949 418874.75, 49684.42199999839 427411.875)"
vlieglijnen_kust_2011.125,30,2011-02-08T00:00:00,grd218,9614.43,,,"LINESTRING (49577.94099999964 426851.625, 46907.48800000176 417615.5)"
vlieglijnen_kust_2011.126,31,2011-02-08T00:00:00,grd220,24815.3,,,"LINESTRING (57029.58999999985 429290.5, 36528.75 415307.9059999995)"
vlieglijnen_kust_2011.127,32,2011-02-08T00:00:00,grd221,3110.2,,,"LINESTRING (42500.64799999818 419500.8440000005, 39474.210999999195 418783.9059999995)"
vlieglijnen_kust_2011.128,33,2011-02-08T00:00:00,grd222,8446,,,"LINESTRING (47530.03099999949 418466.936999999, 39109.5 417811.5309999995)"
vlieglijnen_kust_2011.129,34,2011-02-08T00:00:00,grd223,8414.55,,,"LINESTRING (47226.26199999824 418127.7190000005, 38838 417463.1559999995)"
vlieglijnen_kust_2011.130,35,2011-02-08T00:00:00,grd225,6700.44,,,"LINESTRING (39012.5 409248.561999999, 36367.050999999046 415404.6559999995)"
vlieglijnen_kust_2011.131,36,2011-02-08T00:00:00,grd226,14102.9,,,"LINESTRING (37436.039000000805 416501.5, 37246.550999999046 402399.875)"
vlieglijnen_kust_2011.132,37,2011-02-08T00:00:00,grd227,11927.8,,,"LINESTRING (38362.76199999824 417023.063000001, 37734.289000000805 405111.7809999995)"
vlieglijnen_kust_2011.133,38,2011-02-08T00:00:00,grd228,12222.9,,,"LINESTRING (38680.949000000954 406564.2190000005, 39573.1409999989 418754.4690000005)"
vlieglijnen_kust_2011.134,39,2011-02-08T00:00:00,grd229,9126.31,,,"LINESTRING (39168.550999999046 409639.0940000005, 39982.210999999195 418729.063000001)"
