FID,id,vliegdatum,strooknaam,shape_leng,se_anno_cad_data,gdb_geomattr_data,shape
vlieglijnen_kust_2011.1,1,2011-02-20T00:00:00,ruw_1000,5796.18,,,"LINESTRING (96865.35200000182 493784.1559999995, 98522.5700000003 499338.375)"
vlieglijnen_kust_2011.2,2,2011-02-20T00:00:00,ruw_1010,6538.43,,,"LINESTRING (96994.1799999997 492736.125, 98885.81300000101 498994.938000001)"
vlieglijnen_kust_2011.3,3,2011-02-20T00:00:00,ruw_1020,7613.83,,,"LINESTRING (99329.3200000003 499328.0940000005, 97009.2809999995 492076.3440000005)"
vlieglijnen_kust_2011.4,4,2011-02-20T00:00:00,ruw_1030,13636.5,,,"LINESTRING (95620.1090000011 486068.875, 99552.68699999899 499125.9690000005)"
vlieglijnen_kust_2011.5,5,2011-02-20T00:00:00,ruw_1040,13110.9,,,"LINESTRING (95820.60200000182 485898.8440000005, 99641.4609999992 498440.6559999995)"
vlieglijnen_kust_2011.6,6,2011-02-20T00:00:00,ruw_1050,13332.7,,,"LINESTRING (96261.0700000003 486334.063000001, 100161.6799999997 499083.4059999995)"
vlieglijnen_kust_2011.7,7,2011-02-20T00:00:00,ruw_1060,12925.1,,,"LINESTRING (100494.5390000008 499258.375, 96731.74199999869 486893.1559999995)"
vlieglijnen_kust_2011.8,8,2011-02-20T00:00:00,ruw_1070,10162.4,,,"LINESTRING (97365.1799999997 488354.375, 100362.25 498064.813000001)"
vlieglijnen_kust_2011.9,9,2011-02-20T00:00:00,ruw_106,11084.5,,,"LINESTRING (92090.1799999997 478179.375, 96562.17199999839 488321.7809999995)"
vlieglijnen_kust_2011.10,10,2011-02-20T00:00:00,ruw_107,10175.6,,,"LINESTRING (96602.45300000161 487684.2190000005, 92485.2190000005 478378.75)"
vlieglijnen_kust_2011.11,11,2011-01-27T00:00:00,ruw_110,13636.6,,,"LINESTRING (86628.82800000161 467886.6559999995, 93198.61699999869 479836.311999999)"
vlieglijnen_kust_2011.12,12,2011-01-27T00:00:00,ruw_111,11873.3,,,"LINESTRING (86974.5309999995 468914.8440000005, 92586.82800000161 479377.9690000005)"
vlieglijnen_kust_2011.13,13,2011-01-27T00:00:00,ruw_113,9806.49,,,"LINESTRING (88322.42199999839 471080.563000001, 82889.7190000005 462916.438000001)"
vlieglijnen_kust_2011.14,14,2011-01-27T00:00:00,ruw_114,9356.51,,,"LINESTRING (88037.00800000131 470141.125, 82776.95300000161 462403.1559999995)"
vlieglijnen_kust_2011.15,15,2011-01-27T00:00:00,ruw_116,8789.48,,,"LINESTRING (83683.95300000161 463920.5940000005, 77618 457559.8440000005)"
vlieglijnen_kust_2011.16,16,2011-01-27T00:00:00,ruw_118,6870.65,,,"LINESTRING (77468.14799999818 457106.1559999995, 82181.11699999869 462105.5309999995)"
vlieglijnen_kust_2011.17,17,2011-01-27T00:00:00,ruw_119,20092,,,"LINESTRING (79019.49199999869 459338.1559999995, 66005.04699999839 444030.875)"
vlieglijnen_kust_2011.18,18,2011-01-27T00:00:00,ruw_120,19269.8,,,"LINESTRING (78547.56199999899 458311.688000001, 66035.6559999995 443656.375)"
vlieglijnen_kust_2011.19,19,2011-01-27T00:00:00,ruw_121,14834.6,,,"LINESTRING (84132.97700000182 464089.563000001, 74256.13300000131 453020.936999999)"
vlieglijnen_kust_2011.20,20,2011-01-27T00:00:00,ruw_124,8692.73,,,"LINESTRING (71311.54699999839 450495.9690000005, 65539.47700000182 443996.2190000005)"
vlieglijnen_kust_2011.21,21,2011-01-27T00:00:00,ruw_125,13043.4,,,"LINESTRING (75006.3440000005 453676.625, 66600.24199999869 443703.2190000005)"
vlieglijnen_kust_2011.22,0,2011-01-27T00:00:00,l0101_1,8080.05030651,,,"LINESTRING (98830.0540000014 497950.256000001, 101598.76999999955 505541.1339999996)"
vlieglijnen_kust_2011.23,0,2011-01-27T00:00:00,l0102_1,8743.2686666,,,"LINESTRING (98976.4450000003 497574.88500000164, 101896.69399999827 505816.0560000017)"
vlieglijnen_kust_2011.24,0,2011-01-27T00:00:00,l0103_1,7836.10676384,,,"LINESTRING (99164.08999999985 497426.8909999989, 101849.21599999815 504788.5940000005)"
vlieglijnen_kust_2011.25,0,2011-01-27T00:00:00,l0104_1,7671.90643655,,,"LINESTRING (99454.67000000179 497304.09899999946, 101950.42000000179 504558.7100000009)"
vlieglijnen_kust_2011.26,0,2011-01-27T00:00:00,l0105_1,5106.69419762,,,"LINESTRING (99617.01799999923 497183.01300000027, 101337.41099999845 501991.19000000134)"
vlieglijnen_kust_2011.27,0,2011-01-27T00:00:00,l0107_1,24176.953339,,,"LINESTRING (101211.42399999872 503740.3350000009, 104593.75200000033 527679.5269999988)"
vlieglijnen_kust_2011.28,0,2011-01-27T00:00:00,l0108_1,24342.1819852,,,"LINESTRING (101567.09600000083 503491.41699999943, 104695.01999999955 527631.7969999984)"
vlieglijnen_kust_2011.29,0,2011-02-20T00:00:00,l0140_1,29806.3056122,,,"LINESTRING (138490.20800000057 598763.4479999989, 167312.2039999999 606360.050999999)"
vlieglijnen_kust_2011.30,0,2011-01-27T00:00:00,l0109_1,23697.8643697,,,"LINESTRING (101742.35799999908 503509.77899999917, 104958.64799999818 526988.370000001)"
vlieglijnen_kust_2011.31,0,2011-01-27T00:00:00,l0110_1,11315.8750784,,,"LINESTRING (103258.82400000095 512589.60500000045, 104751.61600000039 523806.58300000057)"
vlieglijnen_kust_2011.32,0,2011-01-27T00:00:00,l0111_1,19012.0441524,,,"LINESTRING (104139.78799999878 527110.1530000009, 109763.25800000131 545271.4970000014)"
vlieglijnen_kust_2011.33,0,2011-01-27T00:00:00,l0112_1,17545.7903061,,,"LINESTRING (103969.00200000033 525945.7140000015, 109267.93499999866 542672.2219999991)"
vlieglijnen_kust_2011.34,0,2011-01-27T00:00:00,l0113_1,18908.7250382,,,"LINESTRING (104342.82899999991 525820.3790000007, 109831.74199999869 543914.9010000005)"
vlieglijnen_kust_2011.35,0,2011-01-27T00:00:00,l0114_1,10137.1208791,,,"LINESTRING (105839.43100000173 530148.7729999982, 108856.39799999818 539826.5379999988)"
vlieglijnen_kust_2011.36,0,2011-01-27T00:00:00,l0115_1,13336.6138472,,,"LINESTRING (108570.09800000116 538510.5590000004, 109734.72500000149 551796.2250000015)"
vlieglijnen_kust_2011.37,0,2011-01-27T00:00:00,l0116_1,13955.6818951,,,"LINESTRING (108898.88599999994 538552.9770000018, 110010.90900000185 552464.2840000018)"
vlieglijnen_kust_2011.38,0,2011-01-27T00:00:00,l0117_1,13978.4760891,,,"LINESTRING (109053.375 538497.5830000006, 110300.75200000033 552420.2930000015)"
vlieglijnen_kust_2011.39,0,2011-01-27T00:00:00,l0118_1,13942.740944,,,"LINESTRING (109376.61899999902 538531.2670000009, 110487.6099999994 552429.6739999987)"
vlieglijnen_kust_2011.40,0,2011-01-28T00:00:00,l0121_1,20842.8917453,,,"LINESTRING (107684.60700000077 561219.7769999988, 118997.10300000012 578725.5929999985)"
vlieglijnen_kust_2011.41,0,2011-01-28T00:00:00,l0122_1,23746.3087147,,,"LINESTRING (108546.25699999928 560998.9620000012, 121158.01700000092 581119.3669999987)"
vlieglijnen_kust_2011.42,0,2011-01-28T00:00:00,l0123_1,22745.2158172,,,"LINESTRING (108002.14799999818 559209.3029999994, 120405.68299999833 578274.9050000012)"
vlieglijnen_kust_2011.43,0,2011-01-28T00:00:00,l0124_1,22824.8320103,,,"LINESTRING (108682.84899999946 558759.3370000012, 120894.07999999821 578042.9770000018)"
vlieglijnen_kust_2011.44,0,2011-01-28T00:00:00,l0125_1,24769.9744505,,,"LINESTRING (107837.24500000104 556463.8940000013, 121472.07499999925 577143.425999999)"
vlieglijnen_kust_2011.45,0,2011-01-28T00:00:00,l0126_1,40929.4856738,,,"LINESTRING (108432.01000000164 555965.2239999995, 130646.51999999955 590341.6449999996)"
vlieglijnen_kust_2011.46,0,2011-01-28T00:00:00,l0127_1,24487.6580446,,,"LINESTRING (109193.90300000086 555675.4840000011, 122302.67500000075 576358.943)"
vlieglijnen_kust_2011.47,0,2011-01-28T00:00:00,l0128_1,7307.5705514,,,"LINESTRING (108923.83999999985 554409.4910000004, 113276.95499999821 560278.9869999997)"
vlieglijnen_kust_2011.48,0,2011-01-28T00:00:00,l0129_1,6847.98810088,,,"LINESTRING (110100.32699999958 554408.9270000011, 113620.89600000158 560282.6420000009)"
vlieglijnen_kust_2011.49,0,2011-01-28T00:00:00,l0130_1,6890.95362336,,,"LINESTRING (109937.87299999967 553012.8680000007, 113660.17000000179 558811.9849999994)"
vlieglijnen_kust_2011.50,0,2011-01-28T00:00:00,l0131_1,4519.95910358,,,"LINESTRING (112373.1559999995 555279.2109999992, 114601.03599999845 559211.9690000005)"
vlieglijnen_kust_2011.51,0,2011-01-28T00:00:00,l0132_1,4409.18542835,,,"LINESTRING (112768.5940000005 554771.0689999983, 114847.0700000003 558659.6240000017)"
vlieglijnen_kust_2011.52,0,2011-01-28T00:00:00,l0133_1,21465.9252478,,,"LINESTRING (117135.01799999923 580903.0659999996, 134826.26999999955 593060.5949999988)"
vlieglijnen_kust_2011.53,0,2011-01-28T00:00:00,l0134_1,35666.3630496,,,"LINESTRING (116633.3440000005 580132.1319999993, 146409.8660000004 599764.9659999982)"
vlieglijnen_kust_2011.54,0,2011-01-28T00:00:00,l0135_1,24445.3433805,,,"LINESTRING (115634.79899999872 578203.3079999983, 135913.36400000006 591854.4849999994)"
vlieglijnen_kust_2011.55,0,2011-01-28T00:00:00,l0136_1,22703.1703909,,,"LINESTRING (118413.79600000009 579152.8729999997, 137075.28299999982 592082.7939999998)"
vlieglijnen_kust_2011.56,0,2011-01-28T00:00:00,l0137_1,25130.614748,,,"LINESTRING (116738.43100000173 577287.5989999995, 137488.08999999985 591465.0260000005)"
vlieglijnen_kust_2011.57,0,2011-02-20T00:00:00,l0138_1,25976.6369463,,,"LINESTRING (140274.313000001 600610.243999999, 165352.01399999857 607384.7980000004)"
vlieglijnen_kust_2011.58,0,2011-02-20T00:00:00,l0139_1,27689.3031059,,,"LINESTRING (140410.39600000158 599816.8249999993, 167050.8669999987 607365.5210000016)"
vlieglijnen_kust_2011.59,0,2011-02-20T00:00:00,l0141,35965.4653065,,,"LINESTRING (138085.0549999997 597787.5799999982, 172805.9149999991 607167.1620000005)"
vlieglijnen_kust_2011.60,0,2011-02-20T00:00:00,l0142,10984.937921,,,"LINESTRING (138240.41699999943 596911.4210000001, 148752.34699999914 600100.1799999997)"
vlieglijnen_kust_2011.61,0,2011-02-20T00:00:00,l0143,7019.40349575,,,"LINESTRING (137924.4059999995 596371.5350000001, 144753.86400000006 597993.4250000007)"
vlieglijnen_kust_2011.62,0,2011-02-20T00:00:00,l0144,6984.51490043,,,"LINESTRING (138675.2199999988 595695.688000001, 145371.29899999872 597682.1369999982)"
vlieglijnen_kust_2011.63,0,2011-02-20T00:00:00,l0145,6664.88193513,,,"LINESTRING (138483.53400000185 595127.3509999998, 144986.47399999946 596587.6350000016)"
vlieglijnen_kust_2011.64,0,2011-02-20T00:00:00,l0146,6474.18376502,,,"LINESTRING (139226.28599999845 594587.4479999989, 145506.4459999986 596160.5460000001)"
vlieglijnen_kust_2011.65,0,2011-02-17T00:00:00,l0147,24735.1831162,,,"LINESTRING (170071.0469999984 609431.4230000004, 194805.6409999989 609260.6799999997)"
vlieglijnen_kust_2011.66,0,2011-02-17T00:00:00,l0148,37165.5604719,,,"LINESTRING (170031.71299999952 608767.4829999991, 207196.1799999997 608482.4290000014)"
vlieglijnen_kust_2011.67,0,2011-02-17T00:00:00,l0149,26040.0184963,,,"LINESTRING (169310.01000000164 607820.2049999982, 195349.53799999878 607979.9829999991)"
vlieglijnen_kust_2011.68,0,2011-02-17T00:00:00,l0150,4326.73023654,,,"LINESTRING (168467.1000000015 607432.7690000013, 172788.61899999902 607220.4659999982)"
vlieglijnen_kust_2011.69,0,2011-02-17T00:00:00,l0151,6161.88935296,,,"LINESTRING (169350.93299999833 608239.7760000005, 173891.11499999836 604073.7679999992)"
vlieglijnen_kust_2011.70,0,2011-02-17T00:00:00,l0152,6263.9094108,,,"LINESTRING (168738.15799999982 607362.2769999988, 173769.37700000033 603630.8709999993)"
vlieglijnen_kust_2011.71,0,2011-02-17T00:00:00,l0153,6405.71857743,,,"LINESTRING (168446.21799999848 607079.0949999988, 173251.47800000012 602843.2120000012)"
vlieglijnen_kust_2011.72,0,2011-01-20T00:00:00,l0154,21200.1638997,,,"LINESTRING (201746.55900000036 612848.3379999995, 222762.51099999994 615637.0080000013)"
vlieglijnen_kust_2011.73,0,2011-01-20T00:00:00,l0155,20929.2890818,,,"LINESTRING (202684.68200000003 612530.7639999986, 223486.44900000095 614837.6359999999)"
vlieglijnen_kust_2011.74,0,2011-01-20T00:00:00,l0156,21853.7573274,,,"LINESTRING (201744.38699999824 611294.6039999984, 223361.6099999994 614501.2159999982)"
vlieglijnen_kust_2011.75,0,2011-01-20T00:00:00,l0157,21130.2938515,,,"LINESTRING (202469.6710000001 611057.7820000015, 223441.0549999997 613644.3559999987)"
vlieglijnen_kust_2011.76,0,2011-01-20T00:00:00,l0158,21863.4803148,,,"LINESTRING (201697.86300000176 609984.0020000003, 223359.89600000158 612945.0969999991)"
vlieglijnen_kust_2011.77,0,2011-01-20T00:00:00,l0159,7693.88110373,,,"LINESTRING (202010.5080000013 609617.5340000018, 209683.54300000146 610183.5309999995)"
vlieglijnen_kust_2011.78,0,2011-01-20T00:00:00,l0160,5800.29809683,,,"LINESTRING (201690.16899999976 608485.1570000015, 207379.0159999989 609616.7390000001)"
vlieglijnen_kust_2011.79,0,2011-01-20T00:00:00,l0161,5180.13868557,,,"LINESTRING (202600.68200000003 608113.620000001, 207755.87700000033 608621.3619999997)"
vlieglijnen_kust_2011.80,0,2011-01-20T00:00:00,l0162,5547.0078116,,,"LINESTRING (201600.82600000128 607103.5769999996, 207041.25 608185.745000001)"
vlieglijnen_kust_2011.81,0,2011-01-20T00:00:00,l0163,4388.38379633,,,"LINESTRING (203291.78599999845 606968.9699999988, 207678.10399999842 607103.5819999985)"
vlieglijnen_kust_2011.82,0,2011-01-27T00:00:00,l0170,3757.82529017,,,"LINESTRING (98646.66899999976 498645.7289999984, 101594.89499999955 496315.6629999988)"
