Openbare ruimte;Straatcode        (BAG-id);Huisnr van;Huisnr t/m;Postcode;Wijk;Woonplaats;Type;
Ávilastraat;0268300000001660;2;80;6663 NV;70 - Lent;Lent;Weg;
Ávilastraat;0268300000001660;101;101;6663 NV;70 - Lent;Lent;Weg;
Avondroodvlinderstraat;0268300000000871;2;22;6533 TG;14 - Hatertse Hei;Nijmegen;Weg;
Azaleastraat;0268300000000395;1;39;6663 DE;70 - Lent;Lent;Weg;
Azaleastraat;0268300000000395;2;26;6663 DH;70 - Lent;Lent;Weg;
Azaleastraat;0268300000000395;41;67;6663 DG;70 - Lent;Lent;Weg;
Azurietstraat;0268300000000872;1;37;6534 ZE;16 - Hatert;Nijmegen;Weg;
Azurietstraat;0268300000000872;2;40;6534 ZG;16 - Hatert;Nijmegen;Weg;
Bachstraat;0268300000000873;1;35;6521 EH;04 - Altrade;Nijmegen;Weg;
Bachstraat;0268300000000873;2;40;6521 EJ;04 - Altrade;Nijmegen;Weg;
Bachstraat;0268300000000873;42;58;6521 EK;04 - Altrade;Nijmegen;Weg;
Balearenstraat;0268300000001654;1;21;6663 NM;70 - Lent;Lent;Weg;
Balearenstraat;0268300000001654;2;54;6663 NM;70 - Lent;Lent;Weg;
Balistraat;0268300000000874;1;17;6524 LJ;03 - Galgenveld;Nijmegen;Weg;
Baljuwstraat;0268300000000875;1;23;6525 XK;18 - Brakkenstein;Nijmegen;Weg;
Baljuwstraat;0268300000000875;2;20;6525 XM;18 - Brakkenstein;Nijmegen;Weg;
Baljuwstraat;0268300000000875;22;42;6525 XN;18 - Brakkenstein;Nijmegen;Weg;
Baljuwstraat;0268300000000875;31;45;6525 XL;18 - Brakkenstein;Nijmegen;Weg;
Balladestraat;0268300000000876;1;71;6544 WL;24 - Neerbosch-Oost;Nijmegen;Weg;
Balladestraat;0268300000000876;2;22;6544 WT;24 - Neerbosch-Oost;Nijmegen;Weg;
Balladestraat;0268300000000876;24;32;6544 WV;24 - Neerbosch-Oost;Nijmegen;Weg;
Balladestraat;0268300000000876;34;52;6544 WX;24 - Neerbosch-Oost;Nijmegen;Weg;
Balladestraat;0268300000000876;54;160;6544 WZ;24 - Neerbosch-Oost;Nijmegen;Weg;
Balladestraat;0268300000000876;73;143;6544 WN;24 - Neerbosch-Oost;Nijmegen;Weg;
Balladestraat;0268300000000876;145;211;6544 WP;24 - Neerbosch-Oost;Nijmegen;Weg;
Balladestraat;0268300000000876;213;283;6544 WR;24 - Neerbosch-Oost;Nijmegen;Weg;
Balladestraat;0268300000000876;285;355;6544 WS;24 - Neerbosch-Oost;Nijmegen;Weg;
Bandoengstraat;0268300000000252;1;37;6524 KZ;03 - Galgenveld;Nijmegen;Weg;
Bandoengstraat;0268300000000252;2;34;6524 KZ;03 - Galgenveld;Nijmegen;Weg;
Banjostraat;0268300000000877;1;39;6544 WK;24 - Neerbosch-Oost;Nijmegen;Weg;
Bankastraat;0268300000000878;1;31;6524 MS;03 - Galgenveld;Nijmegen;Weg;
Bankastraat;0268300000000878;4;36;6524 MT;03 - Galgenveld;Nijmegen;Weg;
Barbarastraat;0268300000001636;2;194;6663 ML;70 - Lent;Lent;Weg;
Barbarossastraat;0268300000000879;2;24;6522 DL;05 - Hunnerberg;Nijmegen;Weg;
Barbarossastraat;0268300000000879;17;159;6522 DK;05 - Hunnerberg;Nijmegen;Weg;
Barbarossastraat;0268300000000879;26;36;6522 DM;05 - Hunnerberg;Nijmegen;Weg;
Barbarossastraat;0268300000000879;35;35;;05 - Hunnerberg;Nijmegen;Weg;
Barbarossastraat;0268300000000879;38;56;6522 DN;05 - Hunnerberg;Nijmegen;Weg;
Barbarossastraat;0268300000000879;58;66;6522 DP;05 - Hunnerberg;Nijmegen;Weg;
Barbarossastraat;0268300000000879;68;76;6522 DR;05 - Hunnerberg;Nijmegen;Weg;
Barneveldse Beekstraat;0268300000000880;1;35;6541 WR;20 - Biezen;Nijmegen;Weg;
Barneveldse Beekstraat;0268300000000880;2;20;6541 WS;20 - Biezen;Nijmegen;Weg;
Barneveldse Beekstraat;0268300000000880;22;30;6541 WR;20 - Biezen;Nijmegen;Weg;
Barnsteenstraat;0268300000000881;1;47;6534 WG;16 - Hatert;Nijmegen;Weg;
Bart Hendriksstraat;0268300000000082;1;21;6523 RE;07 - Kwakkenberg;Nijmegen;Weg;
Basilicumpad;0268300000000324;1;11;6515 HL;50 - Oosterhout;Nijmegen;Weg;
Bastionstraat;0268300000000882;2;2;6511 SR;01 - Stadscentrum;Nijmegen;Weg;
Bastionstraat;0268300000000882;3;3;6511 SR;01 - Stadscentrum;Nijmegen;Weg;
Batavia;0268300000001797;;;;;Nijmegen;Administratief gebied;
Batavierenweg;0268300000000883;1;1;;05 - Hunnerberg;Nijmegen;Weg;
Batavierenweg;0268300000000883;2;68;6522 EB;05 - Hunnerberg;Nijmegen;Weg;
Batavierenweg;0268300000000883;70;136;6522 EC;05 - Hunnerberg;Nijmegen;Weg;
Batavierenweg;0268300000000883;301;347;6522 EE;05 - Hunnerberg;Nijmegen;Weg;
Batavierenweg;0268300000000883;342;346;6522 ED;05 - Hunnerberg;Nijmegen;Weg;
Baumgartenstraat;0268300000001722;4;36;6663 LH;70 - Lent;Lent;Weg;
Baumgartenstraat;0268300000001722;5;53;6663 LH;70 - Lent;Lent;Weg;
Bazuinstraat;0268300000000884;1;1;6544 NK;24 - Neerbosch-Oost;Nijmegen;Weg;
Bazuinstraat;0268300000000884;2;32;6544 NK;24 - Neerbosch-Oost;Nijmegen;Weg;
Beatlesstraat;0268300000000440;1;61;6663 GS;70 - Lent;Lent;Weg;
Beatlesstraat;0268300000000440;20;58;6663 GN;70 - Lent;Lent;Weg;
Bedrijfsterrein Industrieplein;0268300000001691;;;;;Nijmegen;Terrein;
Bedrijfsterrein Van Rosenburgweg;0268300000001686;;;;;Nijmegen;Terrein;
Bedrijfsweg;0268300000000885;1;25;6541 DC;25 - Haven- en industrieterrein;Nijmegen;Weg;
Bedrijfsweg;0268300000000885;2;18;6541 DC;25 - Haven- en industrieterrein;Nijmegen;Weg;
Bedrijvenpark Lindenholt;0268300000001680;;;;;Nijmegen;Terrein;
Beekmansdalseweg;0268300000000886;1;9;6522 KC;05 - Hunnerberg;Nijmegen;Weg;
Beekmansdalseweg;0268300000000886;12;14;6522 KC;05 - Hunnerberg;Nijmegen;Weg;
Beemdstraat;0268300000000887;1;29;6533 XR;14 - Hatertse Hei;Nijmegen;Weg;
Beemdstraat;0268300000000887;2;28;6533 XT;14 - Hatertse Hei;Nijmegen;Weg;
Beemdstraat;0268300000000887;31;47;6533 XS;14 - Hatertse Hei;Nijmegen;Weg;
Beemdstraat;0268300000000887;32;46;6533 XV;14 - Hatertse Hei;Nijmegen;Weg;
Beetsplein;0268300000000888;1;23;6531 BD;10 - Nije Veld;Nijmegen;Weg;
Beetsplein;0268300000000888;2;22;6531 BD;10 - Nije Veld;Nijmegen;Weg;
Beetsplein;0268300000000888;24;44;6531 BE;10 - Nije Veld;Nijmegen;Weg;
Beetsplein;0268300000000888;25;45;6531 BE;10 - Nije Veld;Nijmegen;Weg;
Beetsplein;0268300000000888;46;52;6531 BG;10 - Nije Veld;Nijmegen;Weg;
Beetsplein;0268300000000888;47;51;6531 BG;10 - Nije Veld;Nijmegen;Weg;
Begijnenstraat;0268300000000889;1;35;6511 WN;00 - Benedenstad;Nijmegen;Weg;
Begijnenstraat;0268300000000889;4;48;6511 WP;00 - Benedenstad;Nijmegen;Weg;
Begoniastraat;0268300000000396;1;19;6663 DA;70 - Lent;Lent;Weg;
Begoniastraat;0268300000000396;2;42;6663 DC;70 - Lent;Lent;Weg;
Begoniastraat;0268300000000396;21;45;6663 DB;70 - Lent;Lent;Weg;
Begoniastraat;0268300000000396;44;70;6663 DD;70 - Lent;Lent;Weg;
Beiaardpad;0268300000000890;;;;;Nijmegen;Weg;
Beijensstraat;0268300000000891;1;43;6521 EA;04 - Altrade;Nijmegen;Weg;
Beijensstraat;0268300000000891;2;52;6521 EC;04 - Altrade;Nijmegen;Weg;
Beijensstraat;0268300000000891;45;81;6521 EB;04 - Altrade;Nijmegen;Weg;
Beijensstraat;0268300000000891;54;96;6521 ED;04 - Altrade;Nijmegen;Weg;
Bekkersland;0268300000000451;1;3;6663 KJ;70 - Lent;Lent;Weg;
Bekkersland;0268300000000451;2;16;6663 KJ;70 - Lent;Lent;Weg;
Bellefleurstraat;0268300000000325;2;70;6515 BJ;50 - Oosterhout;Nijmegen;Weg;
Bemmelsedijk;0268300000000397;4;4;6663 KZ;70 - Lent;Lent;Weg;
Benedenstad;0268300000001555;;;;;Nijmegen;Administratief gebied;
Benno Stokvislaan;0268300000000128;4;14;6532 CZ;12 - Goffert;Nijmegen;Weg;
Berberisstraat;0268300000000892;1;43;6543 RM;23 - Heseveld;Nijmegen;Weg;
Berberisstraat;0268300000000892;2;18;6543 RN;23 - Heseveld;Nijmegen;Weg;
Berg en Dalseweg;0268300000000893;2;6;6521 JD;05 - Hunnerberg;Nijmegen;Weg;
Berg en Dalseweg;0268300000000893;3;9;6521 JA;05 - Hunnerberg;Nijmegen;Weg;
Berg en Dalseweg;0268300000000893;8;20;6521 JE;05 - Hunnerberg;Nijmegen;Weg;
Berg en Dalseweg;0268300000000893;11;19;6521 JB;05 - Hunnerberg;Nijmegen;Weg;
Berg en Dalseweg;0268300000000893;21;23;6521 JC;05 - Hunnerberg;Nijmegen;Weg;
Berg en Dalseweg;0268300000000893;22;26;6521 JG;05 - Hunnerberg;Nijmegen;Weg;
Berg en Dalseweg;0268300000000893;25;47;6522 BA;05 - Hunnerberg;Nijmegen;Weg;
Berg en Dalseweg;0268300000000893;28;32;6521 JH;05 - Hunnerberg;Nijmegen;Weg;
Berg en Dalseweg;0268300000000893;34;48;6521 JJ;05 - Hunnerberg;Nijmegen;Weg;
Berg en Dalseweg;0268300000000893;49;75;6522 BB;05 - Hunnerberg;Nijmegen;Weg;
Berg en Dalseweg;0268300000000893;50;62;6522 BM;05 - Hunnerberg;Nijmegen;Weg;
Berg en Dalseweg;0268300000000893;64;72;6522 BN;05 - Hunnerberg;Nijmegen;Weg;
Berg en Dalseweg;0268300000000893;74;92;6522 BP;05 - Hunnerberg;Nijmegen;Weg;
Berg en Dalseweg;0268300000000893;77;101;6522 BC;05 - Hunnerberg;Nijmegen;Weg;
Berg en Dalseweg;0268300000000893;94;100;6522 BR;05 - Hunnerberg;Nijmegen;Weg;
Berg en Dalseweg;0268300000000893;102;108;6522 BS;05 - Hunnerberg;Nijmegen;Weg;
Berg en Dalseweg;0268300000000893;105;109;6522 BD;05 - Hunnerberg;Nijmegen;Weg;
Berg en Dalseweg;0268300000000893;110;112;6522 BT;05 - Hunnerberg;Nijmegen;Weg;
Berg en Dalseweg;0268300000000893;114;116;6522 BV;05 - Hunnerberg;Nijmegen;Weg;
Berg en Dalseweg;0268300000000893;118;124;6522 BW;05 - Hunnerberg;Nijmegen;Weg;
Berg en Dalseweg;0268300000000893;123;131;6522 BE;05 - Hunnerberg;Nijmegen;Weg;
Berg en Dalseweg;0268300000000893;126;138;6522 BX;05 - Hunnerberg;Nijmegen;Weg;
Berg en Dalseweg;0268300000000893;133;141;6522 BG;05 - Hunnerberg;Nijmegen;Weg;
Berg en Dalseweg;0268300000000893;140;150;6522 BZ;05 - Hunnerberg;Nijmegen;Weg;
Berg en Dalseweg;0268300000000893;143;203;6522 BJ;05 - Hunnerberg;Nijmegen;Weg;
Berg en Dalseweg;0268300000000893;152;164;6522 CA;05 - Hunnerberg;Nijmegen;Weg;
Berg en Dalseweg;0268300000000893;166;170;6522 CB;05 - Hunnerberg;Nijmegen;Weg;
Berg en Dalseweg;0268300000000893;172;180;6522 CC;05 - Hunnerberg;Nijmegen;Weg;
Berg en Dalseweg;0268300000000893;182;206;6522 CD;05 - Hunnerberg;Nijmegen;Weg;
Berg en Dalseweg;0268300000000893;205;209;6522 BK;05 - Hunnerberg;Nijmegen;Weg;
Berg en Dalseweg;0268300000000893;208;236;6522 CE;06 - Hengstdal;Nijmegen;Weg;
Berg en Dalseweg;0268300000000893;211;255;6522 BL;06 - Hengstdal;Nijmegen;Weg;
Berg en Dalseweg;0268300000000893;238;260;6522 CL;06 - Hengstdal;Nijmegen;Weg;
Berg en Dalseweg;0268300000000893;257;273;6522 CG;06 - Hengstdal;Nijmegen;Weg;
Berg en Dalseweg;0268300000000893;262;282;6522 CM;06 - Hengstdal;Nijmegen;Weg;
Berg en Dalseweg;0268300000000893;275;291;6522 CH;05 - Hunnerberg;Nijmegen;Weg;
Berg en Dalseweg;0268300000000893;284;302;6522 CN;05 - Hunnerberg;Nijmegen;Weg;
Berg en Dalseweg;0268300000000893;299;341;6522 CJ;05 - Hunnerberg;Nijmegen;Weg;
Berg en Dalseweg;0268300000000893;304;326;6522 CP;05 - Hunnerberg;Nijmegen;Weg;
Berg en Dalseweg;0268300000000893;328;348;6522 CR;05 - Hunnerberg;Nijmegen;Weg;
Berg en Dalseweg;0268300000000893;343;359;6522 CK;05 - Hunnerberg;Nijmegen;Weg;
Berg en Dalseweg;0268300000000893;350;372;6522 CS;05 - Hunnerberg;Nijmegen;Weg;
Berg en Dalseweg;0268300000000893;361;379;6523 LM;07 - Kwakkenberg;Nijmegen;Weg;
Berg en Dalseweg;0268300000000893;374;388;6522 CT;05 - Hunnerberg;Nijmegen;Weg;
Berg en Dalseweg;0268300000000893;381;415;6523 LN;07 - Kwakkenberg;Nijmegen;Weg;
Berg en Dalseweg;0268300000000893;390;404;6522 CV;05 - Hunnerberg;Nijmegen;Weg;
Berg en Dalseweg;0268300000000893;406;420;6522 CW;05 - Hunnerberg;Nijmegen;Weg;
Berg en Dalseweg;0268300000000893;432;446;6523 LP;07 - Kwakkenberg;Nijmegen;Weg;
Berg en Dalseweg;0268300000000893;450;466;6523 LR;07 - Kwakkenberg;Nijmegen;Weg;
Berg en Dalseweg;0268300000000893;470;482;6523 LS;07 - Kwakkenberg;Nijmegen;Weg;
Bergansiusstraat;0268300000000894;1;19;6523 BV;06 - Hengstdal;Nijmegen;Weg;
Bergansiusstraat;0268300000000894;2;24;6523 BW;06 - Hengstdal;Nijmegen;Weg;
Bergkristalstraat;0268300000000895;1;47;6534 WH;16 - Hatert;Nijmegen;Weg;
Bergstraat;0268300000000398;1;7;6663 KE;70 - Lent;Lent;Weg;
Bergstraat;0268300000000398;2;14;6663 KE;70 - Lent;Lent;Weg;
Bergweg;0268300000000896;1;9;6523 MD;07 - Kwakkenberg;Nijmegen;Weg;
Bergweg;0268300000000896;2;24;6523 MD;07 - Kwakkenberg;Nijmegen;Weg;
Berkelstraat;0268300000000897;1;47;6541 VC;20 - Biezen;Nijmegen;Weg;
Berkelstraat;0268300000000897;2;38;6541 VD;20 - Biezen;Nijmegen;Weg;
Berkenlaan;0282300000000009;1;1;6574 AT;07 - Kwakkenberg;Ubbergen;Weg;
Berkstraat;0268300000000898;1;15;6522 JJ;06 - Hengstdal;Nijmegen;Weg;
Berkstraat;0268300000000898;2;16;6522 JJ;06 - Hengstdal;Nijmegen;Weg;
Bert Haanstrapark;0268300000001841;1;49;6515 LJ;60 - Ressen;Nijmegen;Terrein;
Bert Haanstrapark;0268300000001841;4;44;6515 LJ;60 - Ressen;Nijmegen;Terrein;
Bert Oosterboschpad;0268300000000176;;;;;Nijmegen;Weg;
Berzeliusstraat;0268300000000899;1;31;6533 JH;15 - Grootstal;Nijmegen;Weg;
Bestevaerhof;0268300000000111;;;;;Nijmegen;Weg;
Beukstraat;0268300000000900;1;23;6523 JC;06 - Hengstdal;Nijmegen;Weg;
Beukstraat;0268300000000900;2;32;6523 JD;06 - Hengstdal;Nijmegen;Weg;
Beurtvaartweg;0268300000000901;1;17;6541 BV;25 - Haven- en industrieterrein;Nijmegen;Weg;
Beurtvaartweg;0268300000000901;2;8;6541 BW;25 - Haven- en industrieterrein;Nijmegen;Weg;
Beverweg;0268300000000902;1;23;6532 CA;13 - St. Anna;Nijmegen;Weg;
Beverweg;0268300000000902;2;24;6532 CD;13 - St. Anna;Nijmegen;Weg;
Beverweg;0268300000000902;25;41;6532 CB;13 - St. Anna;Nijmegen;Weg;
Beverweg;0268300000000902;26;56;6532 CE;13 - St. Anna;Nijmegen;Weg;
Beverweg;0268300000000902;43;91;6532 CC;13 - St. Anna;Nijmegen;Weg;
Beverweg;0268300000000902;58;88;6532 CG;13 - St. Anna;Nijmegen;Weg;
Beverweg;0268300000000902;90;104;6532 CH;13 - St. Anna;Nijmegen;Weg;
Beylarplaats;0268300000000069;;;;;Nijmegen;Weg;
Bezembindersgas;0268300000000090;2;2;6511 TE;00 - Benedenstad;Nijmegen;Weg;
Biesmanstraat;0268300000000238;1;13;6512 KA;02 - Bottendaal;Nijmegen;Weg;
Biesmanstraat;0268300000000238;2;14;6512 KA;02 - Bottendaal;Nijmegen;Weg;
Biezen;0268300000001574;;;;;Nijmegen;Administratief gebied;
Biezendwarsstraat;0268300000000903;1;35;6541 ZE;20 - Biezen;Nijmegen;Weg;
Biezendwarsstraat;0268300000000903;2;28;6541 ZG;20 - Biezen;Nijmegen;Weg;
Biezendwarsstraat;0268300000000903;32;66;6541 ZH;20 - Biezen;Nijmegen;Weg;
Biezenplein;0268300000000158;1;103;6541 TA;20 - Biezen;Nijmegen;Weg;
Biezenplein;0268300000000158;2;104;6541 TA;20 - Biezen;Nijmegen;Weg;
Biezenstraat;0268300000000904;1;35;6541 ZN;20 - Biezen;Nijmegen;Weg;
Biezenstraat;0268300000000904;16;32;6541 ZT;20 - Biezen;Nijmegen;Weg;
Biezenstraat;0268300000000904;36;36;6541 ZV;20 - Biezen;Nijmegen;Weg;
Biezenstraat;0268300000000904;37;89;6541 ZP;20 - Biezen;Nijmegen;Weg;
Biezenstraat;0268300000000904;70;110;6541 ZW;20 - Biezen;Nijmegen;Weg;
Biezenstraat;0268300000000904;112;168;6541 ZX;20 - Biezen;Nijmegen;Weg;
Biezenstraat;0268300000000904;149;185;6541 ZS;20 - Biezen;Nijmegen;Weg;
Biezenstraat;0268300000000904;170;208;6541 ZZ;20 - Biezen;Nijmegen;Weg;
Bijenkorf;0268300000000905;1;19;6533 RS;14 - Hatertse Hei;Nijmegen;Weg;
Bijenkorf;0268300000000905;2;20;6533 RS;14 - Hatertse Hei;Nijmegen;Weg;
Bijleveldsingel;0268300000000906;1;17;6521 AM;01 - Stadscentrum;Nijmegen;Weg;
Bijleveldsingel;0268300000000906;2;8;6521 AR;01 - Stadscentrum;Nijmegen;Weg;
Bijleveldsingel;0268300000000906;10;18;6521 AS;01 - Stadscentrum;Nijmegen;Weg;
Bijleveldsingel;0268300000000906;20;28;6521 AT;01 - Stadscentrum;Nijmegen;Weg;
Bijleveldsingel;0268300000000906;25;31;6521 AN;01 - Stadscentrum;Nijmegen;Weg;
Bijleveldsingel;0268300000000906;30;44;6524 AD;01 - Stadscentrum;Nijmegen;Weg;
Bijleveldsingel;0268300000000906;33;145;6521 AP;01 - Stadscentrum;Nijmegen;Weg;
Bijleveldsingel;0268300000000906;52;84;6524 AE;01 - Stadscentrum;Nijmegen;Weg;
Bijleveldsingel;0268300000000906;147;177;6524 AC;01 - Stadscentrum;Nijmegen;Weg;
Bijsterhuizen;0268300000000270;1100;1178;6546 AS;49 - Bijsterhuizen;Nijmegen;Weg;
Bijsterhuizen;0268300000000270;1101;1137;6546 AR;49 - Bijsterhuizen;Nijmegen;Weg;
Bijsterhuizen;0268300000000270;1211;1255;6546 AV;49 - Bijsterhuizen;Nijmegen;Weg;
Bijsterhuizen;0268300000000270;1305;1305;6546 AT;49 - Bijsterhuizen;Nijmegen;Weg;
Bijsterhuizen;0268300000001595;;;;;Nijmegen;Administratief gebied;
Bijsterhuizenstraat;0209300000000253;13;19;6546 AK;49 - Bijsterhuizen;Beuningen Gld;Weg;
Bilderdijkstraat;0268300000000907;1;35;6531 GJ;10 - Nije Veld;Nijmegen;Weg;
Bilderdijkstraat;0268300000000907;10;42;6531 GL;10 - Nije Veld;Nijmegen;Weg;
Bilderdijkstraat;0268300000000907;37;43;6531 GK;10 - Nije Veld;Nijmegen;Weg;
Bilderdijkstraat;0268300000000907;44;86;6531 GM;10 - Nije Veld;Nijmegen;Weg;
Bilderdijkstraat;0268300000000907;88;124;6531 GN;10 - Nije Veld;Nijmegen;Weg;
Billy Wilderstraat;0268300000001851;2;44;6515 LE;60 - Ressen;Nijmegen;Weg;
Billy Wilderstraat;0268300000001851;3;67;6515 LE;60 - Ressen;Nijmegen;Weg;
Binderskampweg;0268300000000030;1;31;6545 CA;47 - Westkanaaldijk;Nijmegen;Weg;
Binderskampweg;0268300000000030;6;40;6545 CB;47 - Westkanaaldijk;Nijmegen;Weg;
Binnenhof;0268300000000908;1;13;6535 TM;16 - Hatert;Nijmegen;Weg;
Binnenhof;0268300000000908;2;56;6535 TN;16 - Hatert;Nijmegen;Weg;
Biotstraat;0268300000000190;2;62;6533 DK;15 - Grootstal;Nijmegen;Weg;
Bisonstraat;0268300000000909;2;28;6531 PV;11 - Hazenkamp;Nijmegen;Weg;
Bisonstraat;0268300000000909;3;3;6531 PT;11 - Hazenkamp;Nijmegen;Weg;
Bisonstraat;0268300000000909;30;52;6531 PW;11 - Hazenkamp;Nijmegen;Weg;
Bisschop Hamerstraat;0268300000000910;1;19;6511 NA;01 - Stadscentrum;Nijmegen;Weg;
Bisschop Hamerstraat;0268300000000910;2;16;6511 NB;01 - Stadscentrum;Nijmegen;Weg;
Blaise Pascalplein;0268300000000152;1;121;6533 KJ;15 - Grootstal;Nijmegen;Weg;
Blaise Pascalplein;0268300000000152;4;120;6533 KJ;15 - Grootstal;Nijmegen;Weg;
Blankenborgstraat;0268300000000911;1;39;6535 RD;16 - Hatert;Nijmegen;Weg;
Blankenborgstraat;0268300000000911;2;34;6535 RE;16 - Hatert;Nijmegen;Weg;
Bloedkoraalpad;0268300000000912;1;1;6534 WK;16 - Hatert;Nijmegen;Weg;
Bloemenburgerhof;0268300000000913;1;31;6511 EP;01 - Stadscentrum;Nijmegen;Weg;
Bloemenburgerhof;0268300000000913;2;32;6511 EP;01 - Stadscentrum;Nijmegen;Weg;
Bloemendaalseweg;0268300000000914;1;5;6542 RE;22 - Hees;Nijmegen;Weg;
Bloemendaalseweg;0268300000000914;2;46;6542 RG;22 - Hees;Nijmegen;Weg;
Bloemenhof;0268300000000399;2;32;6663 BL;70 - Lent;Lent;Weg;
Bloemerstraat;0268300000000915;1;33;6511 EB;01 - Stadscentrum;Nijmegen;Weg;
Bloemerstraat;0268300000000915;2;30;6511 EJ;01 - Stadscentrum;Nijmegen;Weg;
Bloemerstraat;0268300000000915;32;52;6511 EK;01 - Stadscentrum;Nijmegen;Weg;
Bloemerstraat;0268300000000915;35;61;6511 EC;01 - Stadscentrum;Nijmegen;Weg;
Bloemerstraat;0268300000000915;54;70;6511 EL;01 - Stadscentrum;Nijmegen;Weg;
Bloemerstraat;0268300000000915;63;81;6511 ED;01 - Stadscentrum;Nijmegen;Weg;
Bloemerstraat;0268300000000915;72;90;6511 EM;01 - Stadscentrum;Nijmegen;Weg;
Bloemerstraat;0268300000000915;83;93;6511 EE;01 - Stadscentrum;Nijmegen;Weg;
Bloemerstraat;0268300000000915;92;108;6511 EN;01 - Stadscentrum;Nijmegen;Weg;
Bloemerstraat;0268300000000915;95;119;6511 EG;01 - Stadscentrum;Nijmegen;Weg;
Bloemerstraat;0268300000000915;121;133;6511 EH;01 - Stadscentrum;Nijmegen;Weg;
Boeckstaetedreef;0268300000000024;11;153;6543 JJ;24 - Neerbosch-Oost;Nijmegen;Weg;
Boeckstaetedreef;0268300000000024;155;251;6543 JH;24 - Neerbosch-Oost;Nijmegen;Weg;
Boeckstaetehof;0268300000000025;500;514;6543 HA;24 - Neerbosch-Oost;Nijmegen;Weg;
Boeckstaetehof;0268300000000025;501;515;6543 HA;24 - Neerbosch-Oost;Nijmegen;Weg;
Boeckstaetehof;0268300000000025;516;544;6543 HB;24 - Neerbosch-Oost;Nijmegen;Weg;
Boeckstaetehof;0268300000000025;517;545;6543 HB;24 - Neerbosch-Oost;Nijmegen;Weg;
Boeckstaetehof;0268300000000025;546;574;6543 HC;24 - Neerbosch-Oost;Nijmegen;Weg;
Boeckstaetehof;0268300000000025;547;575;6543 HC;24 - Neerbosch-Oost;Nijmegen;Weg;
Boeckstaetehof;0268300000000025;576;592;6543 HD;24 - Neerbosch-Oost;Nijmegen;Weg;
Boeckstaetehof;0268300000000025;577;591;6543 HD;24 - Neerbosch-Oost;Nijmegen;Weg;
Boeckstaetehof;0268300000000025;593;609;6543 HE;24 - Neerbosch-Oost;Nijmegen;Weg;
Boeckstaetehof;0268300000000025;594;608;6543 HE;24 - Neerbosch-Oost;Nijmegen;Weg;
Boeckstaetehof;0268300000000025;610;626;6543 HG;24 - Neerbosch-Oost;Nijmegen;Weg;
Boeckstaetehof;0268300000000025;611;625;6543 HG;24 - Neerbosch-Oost;Nijmegen;Weg;
Boeckstaetehof;0268300000000025;627;643;6543 HH;24 - Neerbosch-Oost;Nijmegen;Weg;
Boeckstaetehof;0268300000000025;628;642;6543 HH;24 - Neerbosch-Oost;Nijmegen;Weg;
Boekweitweg;0268300000000052;4;6;6534 AC;12 - Goffert;Nijmegen;Weg;
Boetselaersborgstraat;0268300000000916;1;33;6535 MA;16 - Hatert;Nijmegen;Weg;
Boetselaersborgstraat;0268300000000916;2;24;6535 MB;16 - Hatert;Nijmegen;Weg;
Bohrstraat;0268300000000188;1;35;6533 DR;15 - Grootstal;Nijmegen;Weg;
Bohrstraat;0268300000000188;2;36;6533 DS;15 - Grootstal;Nijmegen;Weg;
Boksdoornstraat;0268300000000917;1;51;6543 SB;23 - Heseveld;Nijmegen;Weg;
Boksdoornstraat;0268300000000917;8;8;6543 SG;21 - Wolfskuil;Nijmegen;Weg;
Boksdoornstraat;0268300000000917;10;50;6543 SG;23 - Heseveld;Nijmegen;Weg;
Boksdoornstraat;0268300000000917;52;90;6543 SH;23 - Heseveld;Nijmegen;Weg;
Boksdoornstraat;0268300000000917;53;67;6543 SC;23 - Heseveld;Nijmegen;Weg;
Boksdoornstraat;0268300000000917;69;107;6543 SE;23 - Heseveld;Nijmegen;Weg;
Bolerostraat;0268300000000918;1;27;6544 RG;24 - Neerbosch-Oost;Nijmegen;Weg;
Bolerostraat;0268300000000918;2;50;6544 RK;24 - Neerbosch-Oost;Nijmegen;Weg;
Bolerostraat;0268300000000918;29;45;6544 RH;24 - Neerbosch-Oost;Nijmegen;Weg;
Bolerostraat;0268300000000918;47;81;6544 RJ;24 - Neerbosch-Oost;Nijmegen;Weg;
Bolerostraat;0268300000000918;52;70;6544 RL;24 - Neerbosch-Oost;Nijmegen;Weg;
Bolerostraat;0268300000000918;72;86;6544 RM;24 - Neerbosch-Oost;Nijmegen;Weg;
Bongerdstraat;0268300000000919;1;19;6533 XD;14 - Hatertse Hei;Nijmegen;Weg;
Bongerdstraat;0268300000000919;2;48;6533 XE;14 - Hatertse Hei;Nijmegen;Weg;
Boomvalkstraat;0268300000000064;1;31;6541 RV;20 - Biezen;Nijmegen;Weg;
Boomvalkstraat;0268300000000064;2;54;6541 RT;20 - Biezen;Nijmegen;Weg;
Borneostraat;0268300000000920;1;35;6524 LA;03 - Galgenveld;Nijmegen;Weg;
Borneostraat;0268300000000920;6;24;6524 LB;03 - Galgenveld;Nijmegen;Weg;
Borneostraat;0268300000000920;28;38;6524 LC;03 - Galgenveld;Nijmegen;Weg;
Bosbesstraat;0268300000000921;1;11;6542 NK;21 - Wolfskuil;Nijmegen;Weg;
Bosbesstraat;0268300000000921;2;62;6542 NS;21 - Wolfskuil;Nijmegen;Weg;
