Ministerie;handelsnaam na kvk;1000 - Personele exploitatie overig;1110 - Verhuiskosten personeel binnen- en buitenland;1120 - Arbeidsomstandigheden en personele zorg;1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Leren en ontwikkelen;1160 - Personeelsevenementen, bijeenkomsten en recepties;1170 - Noodzakelijke contributies van personeel;1180 - Reis & verblijfskosten;Eindtotaal
BZK;Anoniem 192;;;;1;;;;;;1
BZK;Anoniem 193;;;;1;;;;;;1
BZK;Anoniem 194;;;;;1;;;;;1
BZK;Anoniem 195;;;;;;1;;;;1
BZK;Anoniem 197;;;;;;1;;;;1
BZK;Anoniem 2;;;;1;;;;;;1
BZK;Anoniem 200;;;;1;;;;;;1
BZK;Anoniem 202;;;;;;;;;1;1
BZK;Anoniem 203;;;;;;;;;1;1
BZK;Anoniem 204;;;;;;1;;;;1
BZK;Anoniem 206;;;;;;1;;;;1
BZK;Anoniem 211;;;;;;;;;1;1
BZK;Anoniem 213;;;;1;;;;;;1
BZK;Anoniem 215;;;;1;;;;;;1
BZK;Anoniem 222;;;;;;;;;1;1
BZK;Anoniem 223;;;;;;;;;1;1
BZK;Anoniem 226;;;;1;;;;;;1
BZK;Anoniem 227;;;;1;;;;;;1
BZK;Anoniem 229;;;;;;1;;;;1
BZK;Anoniem 23;;;;1;;;;;;1
BZK;Anoniem 230;;;;1;;;;;;1
BZK;Anoniem 231;;;;1;;;;;;1
BZK;Anoniem 232;;;;1;;1;;;;1
BZK;Anoniem 233;;;;;;1;;;;1
BZK;Anoniem 234;;;;;;1;;;;1
BZK;Anoniem 235;;;;;;1;;;;1
BZK;Anoniem 243;;;;;;;;;1;1
BZK;Anoniem 252;;;;;;;;;1;1
BZK;Anoniem 253;;;;;;;;;1;1
BZK;Anoniem 254;;;;;;;;;1;1
BZK;Anoniem 267;;;;;;1;;;;1
BZK;Anoniem 272;;;1;;;;;;;1
BZK;Anoniem 275;;;;1;;;;;;1
BZK;Anoniem 278;;;;1;;;;;;1
BZK;Anoniem 280;;;;;;1;;;;1
BZK;Anoniem 284;;;;;;;;;1;1
BZK;Anoniem 285;;;;;;1;;;;1
BZK;Anoniem 286;;;;1;;;;;;1
BZK;Anoniem 290;;;;;;;;;1;1
BZK;Anoniem 291;;;;;;1;;;;1
BZK;Anoniem 296;;;;;;;;;1;1
BZK;Anoniem 299;;;;;;;;;1;1
BZK;Anoniem 3;;;;;;1;;;;1
BZK;Anoniem 305;;;;;;1;;;;1
BZK;Anoniem 306;;;;;;1;;;;1
BZK;Anoniem 309;;;;1;;;;;;1
BZK;Anoniem 311;;;;;;1;;;;1
BZK;Anoniem 317;;;;;;1;;;;1
BZK;Anoniem 318;;;;1;;;;;;1
BZK;Anoniem 319;;;;;;1;;;;1
BZK;Anoniem 320;;;1;;;;;;;1
BZK;Anoniem 322;;;;1;;;;;;1
BZK;Anoniem 323;;;1;;;;;;;1
BZK;Anoniem 342;;;;;;1;;;;1
BZK;Anoniem 346;;;;;;1;;;;1
BZK;Anoniem 350;;;;;;;;;1;1
BZK;Anoniem 352;;;;;;;;;1;1
BZK;Anoniem 353;;;;1;;;;;;1
BZK;Anoniem 355;;;;;;;;;1;1
BZK;Anoniem 359;;;;;;;;;1;1
BZK;Anoniem 361;;;;1;;;;;;1
BZK;Anoniem 362;;;;;;;;;1;1
BZK;Anoniem 363;;;;;;;;;1;1
BZK;Anoniem 364;;;;1;;;;;;1
BZK;Anoniem 366;;;;;;1;;;;1
BZK;Anoniem 367;;;;;;;;;1;1
BZK;Anoniem 368;;;;1;;;;;;1
BZK;Anoniem 369;;;;;;1;;;;1
BZK;Anoniem 371;;;;1;;;;;;1
BZK;Anoniem 372;;;;;;;;;1;1
BZK;Anoniem 395;;;;;;1;;;;1
BZK;Anoniem 396;;;1;;;;;;;1
BZK;Anoniem 397;;;1;;;;;;;1
BZK;Anoniem 398;;;1;;;;;;1;1
BZK;Anoniem 399;;;1;;;;;;;1
BZK;Anoniem 4;;;;;;1;;;;1
BZK;Anoniem 405;1;;;;;;;;;1
BZK;Anoniem 408;;;;;;1;;;;1
BZK;Anoniem 412;;;;;;1;;;;1
BZK;Anoniem 413;;;;;;1;;;;1
BZK;Anoniem 417;;;;;;;;;1;1
BZK;Anoniem 42;;;;;;1;;;;1
BZK;Anoniem 43;;;;;;1;;;;1
BZK;Anoniem 434;;;;1;;;;;;1
BZK;Anoniem 436;;;;1;;;;;;1
BZK;Anoniem 437;;;1;;;;;;;1
BZK;Anoniem 439;;;;;;1;;;;1
BZK;Anoniem 443;;;;1;;;;;;1
BZK;Anoniem 444;;;;;;1;;;;1
BZK;Anoniem 447;;;;1;;;;;;1
BZK;Anoniem 451;;;;;;1;;;;1
BZK;Anoniem 452;;;;;;1;;;;1
BZK;Anoniem 453;;;;;;;;;1;1
BZK;Anoniem 454;;;;;;1;;;;1
BZK;Anoniem 461;;;;;;1;;;;1
BZK;Anoniem 462;;;;1;;;;;;1
BZK;Anoniem 463;;;;;;1;;;;1
BZK;Anoniem 466;;;;;;1;;;;1
BZK;Anoniem 468;;;;;;1;;;;1
BZK;Anoniem 469;;;;1;;;;;;1
BZK;Anoniem 470;;;;;;1;;;;1
BZK;Anoniem 474;;;;;;1;;;;1
BZK;Anoniem 478;;;;1;;;;;;1
BZK;Anoniem 480;;;;1;;;;;;1
BZK;Anoniem 482;;;;;;1;;;;1
BZK;Anoniem 487;;;;;;1;;;;1
BZK;Anoniem 489;;;;1;;;;;;1
BZK;Anoniem 490;;;;;;1;;;;1
BZK;Anoniem 491;;;1;;;;;;1;1
BZK;Anoniem 498;;;;1;;;;;;1
BZK;Anoniem 500;;;;;;;;;1;1
BZK;Anoniem 501;;;;;;1;;;;1
BZK;Anoniem 508;;;;;;1;;;;1
BZK;Anoniem 509;;;;;;1;;;;1
BZK;Anoniem 510;;;;;;1;;;;1
BZK;Anoniem 511;;;;1;;;;;;1
BZK;Anoniem 512;;;;1;;;;;;1
BZK;Anoniem 516;;;;;;;;;1;1
BZK;Anoniem 520;;;;;;;;;1;1
BZK;Anoniem 522;;;1;;;;;;;1
BZK;Anoniem 523;;;;1;;;;;;1
BZK;Anoniem 524;;;1;;;;;;1;1
BZK;Anoniem 525;;;1;;;;;;;1
BZK;Anoniem 526;;;;;;1;;;;1
BZK;Anoniem 534;;;;1;;1;;;;1
BZK;Anoniem 541;;;1;;;;;;1;1
BZK;Anoniem 544;;;;1;;;;;1;1
BZK;Anoniem 545;;;;1;;;;;;1
BZK;Anoniem 552;;;;;;1;;;;1
BZK;Anoniem 555;;;;1;;;;;;1
BZK;Anoniem 562;;;;1;;;;;;1
BZK;Anoniem 566;;;;;;1;;;;1
BZK;Anoniem 572;;;;;;;;;1;1
BZK;Anoniem 573;;;;;;;;;1;1
BZK;Anoniem 574;;;;;;;;;1;1
BZK;Anoniem 575;;;;;;1;;;;1
BZK;Anoniem 576;;;;;;1;;;;1
BZK;Anoniem 582;;;;1;;;;;;1
BZK;Anoniem 591;;;;;;1;;;;1
BZK;Anoniem 596;;;;;;1;;;;1
BZK;Anoniem 6;;;1;;;;;;1;1
BZK;Anoniem 601;;;;;;1;;;;1
BZK;Anoniem 604;;;;;;1;;;;1
BZK;Anoniem 605;;;;1;;;;;;1
BZK;Anoniem 607;;;;1;;;;;;1
BZK;Anoniem 608;;;;1;;;;;;1
BZK;Anoniem 61;;;;;;1;;;;1
BZK;Anoniem 610;;;;1;;;;;;1
BZK;Anoniem 612;;;;1;;;;;;1
BZK;Anoniem 613;;;;1;;;;;;1
BZK;Anoniem 626;;;;1;;;;;;1
BZK;Anoniem 631;;;1;;;;;;;1
BZK;Anoniem 632;;;;;;1;;;;1
BZK;Anoniem 635;;;;1;;;;;;1
BZK;Anoniem 639;;;;;;1;;;;1
BZK;Anoniem 640;;;;1;;;;;;1
BZK;Anoniem 642;;;;;;1;;;;1
BZK;Anoniem 643;;;;1;;;;;;1
BZK;Anoniem 647;;;;;;1;;;;1
BZK;Anoniem 656;;;;;;;;;1;1
BZK;Anoniem 657;;;;;;;;;1;1
BZK;Anoniem 658;;;;;;1;;;;1
BZK;Anoniem 676;;;;1;;;;;;1
BZK;Anoniem 679;;;;1;;;;;;1
BZK;Anoniem 680;;;;;;;;;1;1
BZK;Anoniem 682;;;;;;;;;1;1
BZK;Anoniem 686;;;;1;;;;;;1
BZK;Anoniem 689;;;;1;;;;;;1
BZK;Anoniem 691;;;;1;;;;;;1
BZK;Anoniem 693;;;;1;;;;;;1
BZK;Anoniem 694;;;;1;;;;;;1
BZK;Anoniem 697;;;;1;;;;;;1
BZK;Anoniem 699;;;;;;1;;;;1
BZK;Anoniem 70;;;;;;1;;;;1
BZK;Anoniem 700;;;;1;;;;;;1
BZK;Anoniem 704;;;;1;;;;;;1
BZK;Anoniem 706;;;;1;;;;;;1
BZK;Anoniem 708;;;;;;1;;;;1
BZK;Anoniem 709;;;;1;;;;;;1
BZK;Anoniem 710;;;;;;1;;;;1
BZK;Anoniem 715;;;;;;1;;;;1
BZK;Anoniem 716;;;;;;1;;;;1
BZK;Anoniem 719;;;;1;;;;;;1
BZK;Anoniem 721;;;;;;1;;;;1
BZK;Anoniem 726;;;;;;1;;;;1
BZK;Anoniem 729;;;;1;;;;;;1
BZK;Anoniem 730;;;;;;1;;;;1
BZK;Anoniem 733;;;;1;;;;;;1
BZK;Anoniem 735;;;;1;;;;;;1
BZK;Anoniem 737;;;;;;;;;1;1
BZK;Anoniem 738;;;;;;1;;;;1
BZK;Anoniem 739;;;;;;1;;;;1
BZK;Anoniem 740;;;;1;;;;;;1
BZK;Anoniem 742;;;;1;;;;;;1
BZK;Anoniem 744;;;;;;;;;1;1
BZK;Anoniem 746;;;;;;1;;;;1
BZK;Anoniem 747;;;;1;;;;;;1
BZK;Anoniem 750;;;1;;;;;;;1
BZK;Anoniem 751;;;1;;;;;;;1
BZK;Anoniem 753;;;;;;1;;;;1
BZK;Anoniem 756;;;;1;;;;;;1
BZK;Anoniem 759;;;;1;;;;;;1
BZK;Anoniem 762;;;;1;;;;;;1
BZK;Anoniem 763;;;;1;;;;;;1
BZK;Anoniem 766;;;1;;;;;;;1
BZK;Anoniem 767;;;;1;;;;;;1
BZK;Anoniem 771;;;;1;;;;;;1
BZK;Anoniem 774;;;;;;1;;;;1
BZK;Anoniem 775;;;;1;;;;;;1
BZK;Anoniem 779;;;;1;;;;;;1
BZK;Anoniem 78;;;;;;;;;1;1
BZK;Anoniem 781;;;;1;;;;;;1
BZK;Anoniem 782;;;;1;;;;;;1
BZK;Anoniem 783;;;;1;;;;;;1
BZK;Anoniem 784;;;;1;;;;;;1
BZK;Anoniem 786;;;;;;;;;1;1
BZK;Anoniem 789;;;;1;;;;;;1
BZK;Anoniem 79;;;;;;1;;;;1
BZK;Anoniem 799;;;;1;;;;;;1
BZK;Anoniem 8;;;;;;1;;;;1
BZK;Anoniem 800;;;;1;;;;;;1
BZK;Anoniem 803;;;;;;;;;1;1
BZK;Anoniem 807;;;;1;;;;;;1
BZK;Anoniem 814;;;;;;1;;;;1
BZK;Anoniem 817;;;;1;;;;;;1
BZK;Anoniem 818;;;;1;;;;;;1
BZK;Anoniem 820;;;;;;1;;;;1
BZK;Anoniem 821;;;1;;;;;;;1
BZK;Anoniem 822;;;;1;;;;;;1
BZK;Anoniem 827;;;;1;;;;;;1
BZK;Anoniem 829;;;;;;1;;;;1
BZK;Anoniem 834;;;;;;1;;;;1
BZK;Anoniem 838;;;;1;;;;;;1
BZK;Anoniem 842;;;;;;1;;;;1
BZK;Anoniem 844;;;;;;;;;1;1
BZK;Anoniem 850;;;;1;;;;;1;1
BZK;Anoniem 86;;;;1;;;;;;1
BZK;Anoniem 868;;;;;;;;;1;1
BZK;Anoniem 869;;;;1;;;;;;1
BZK;Anoniem 870;;;;;;;;;1;1
BZK;Anoniem 871;;;;1;;;;;;1
BZK;Anoniem 872;;;;1;;;;;;1
BZK;Anoniem 873;;;;;1;;;;;1
BZK;Anoniem 874;;;;;;;;;1;1
BZK;Anoniem 875;;;;;;;;;1;1
BZK;Anoniem 876;;;;1;;;;;;1
BZK;Anoniem 877;;;;;;;;;1;1
BZK;Anoniem 878;;;;;;;;;1;1
BZK;Anoniem 879;;;;;;;;;1;1
BZK;Anoniem 880;;;;;;1;;;;1
BZK;Anoniem 881;;;;;;;;;1;1
BZK;Anoniem 882;;;;1;;;;;;1
BZK;Anoniem 883;;;;1;;1;;;;1
BZK;Anoniem 884;;;;1;;;;;;1
BZK;Anoniem 885;;;;;;1;;;;1
BZK;Anoniem 886;;;;1;;;;;;1
BZK;Anoniem 887;;;;1;;;;;;1
BZK;Anoniem 888;;;;;;;;;1;1
BZK;Anoniem 889;;;;1;;;;;;1
BZK;Anoniem 890;;;;1;;;;;1;1
BZK;Anoniem 891;;;;1;;;;;;1
BZK;Anoniem 892;;;;;;;;;1;1
BZK;Anoniem 893;;;;;;;;;1;1
BZK;Anoniem 894;;;;;;;;;1;1
BZK;Anoniem 895;;;;;;;;;1;1
BZK;Anoniem 896;;;;;;;;;1;1
BZK;Anoniem 897;;;;;;1;;;;1
BZK;Anoniem 898;;;;;;;;;1;1
BZK;Anoniem 899;;;;;;1;;;;1
BZK;Anoniem 900;;;;1;;;;;;1
BZK;Anoniem 93;;;;1;;;;;;1
BZK;Anoniem 94;;;;1;;;;;;1
BZK;Anoniem 97;;;;;;1;;;;1
BZK;ANTIQUARIAAT A G VAN DER STEUR;;;;;;1;;;;1
BZK;Antropia B.V.;;;;;;1;;;;1
BZK;ANWB;;;;;;1;;;;1
BZK;APCOA Parking Nederland B.V.;;;;1;;;;;1;1
BZK;APPAM;;;;;;1;;;;1
BZK;ARA Groep B.V.;;;;;1;;;;;1
BZK;ArboVitale;;;1;;1;;;;;1
BZK;ARCADIS Nederland;;;;;;1;;;;1
BZK;ARCADIS NEDERLAND B.V.;;;1;;;;;;;1
BZK;Ardis opleiding;;;;;;1;;;;1
BZK;Ardis Organisatieontwikkeling B.V.;;;;;;1;;;;1
BZK;Argentijns Grillrestaurant El Gaucho;;;;1;;;;;;1
BZK;ARGOS COACHING;;;;;;1;;;;1
BZK;aromalunch.nl;;;;1;;;;;;1
BZK;Arteos;;;;;;1;;;;1
BZK;Artige B.V.;;;;1;;;;;;1
BZK;Athene Palace B.V.;;;;1;;;;;;1
BZK;ATIM BACE Academy;;;;;;1;;;;1
BZK;ATLANTIC & PACIFIC EXCHANGE PROGRAM;;;;;;1;;;;1
BZK;Atlantic Hotel Exploitatie B.V.;;;;;;1;;;1;1
BZK;ATTINGHAM SUMMER SCHOOL;;;;;;1;;;;1
BZK;August;;;;1;;;;;;1
BZK;AutiTalent B.V.;;;;;;;;;1;1
BZK;Autobusbedrijf Doornbos B.V.;;;;1;;;;;;1
BZK;Automotive Publishing B.V.;;;;1;;;;;;1
BZK;Avans Hogeschool B.V.;;;;;;1;;;;1
BZK;AVDR WEBINARS B.V.;;;;;;1;;;;1
BZK;A-Way Events & Wellness B.V.;;;;1;;;;;;1
BZK;Awingu NV;;;;;;1;;;;1
BZK;B & T Productions;;;;1;;;;;;1
BZK;b Network;;;;;;;;;1;1
BZK;B ZWART;;;;;;1;;;;1
BZK;B.4. B.V.;;;;1;;;;;;1
BZK;B.V. DUIN-KONIJN;;;;1;;;;;;1
BZK;B+B Vakmedianet B.V.;;;;1;;1;;;;1
BZK;B4 Solutions;;;;;1;;;;;1
BZK;Babel B.V.;;;;;;1;;;;1
BZK;Babymand.nl;;;;1;;;;;;1
BZK;Bada Swang Productions;;;;;;1;;;;1
BZK;Bakker Bart;;;;1;;;;;;1
BZK;Bakker Groffen B.V.;;;;1;;;;;;1
BZK;BAKKER PRINS;;;;1;;;;;;1
BZK;BAKKER VAN MAANEN PRODUCTIE B.V.;;;;1;;;;;;1
BZK;Bakkerij Bergman;;;;1;;;;;;1
BZK;BAKKERIJ VAN KEMPEN;;;;1;;;;;;1
BZK;BALANS & IMPULS;;;;;;1;;;;1
BZK;Balansgroep opleidingen & consultancy;;;;;;1;;;;1
BZK;Balkangrill;;;;1;;;;;;1
BZK;Bally's Bar, Grill&Bowling;;;;1;;;;;;1
BZK;Ballys Bowling;;;;1;;;;;;1
BZK;Bally's Bowling;;;;1;;;1;;;1
BZK;Bamboo Inn Restaurant;;;;1;;;;;;1
BZK;Banketbakkerij Boheemen;;;;1;;;;;;1
BZK;BANKETBAKKERIJ MAASSEN;;;;1;;;;;;1
BZK;Banketbakkerij Maison Kelder B.V.;;;;1;;;;;;1
BZK;Banketbakkerij Teunissen;;;;1;;;;;;1
BZK;BANKETBAKKERIJ-PARTYSERVICE VAN DEN;;;;1;;;;;;1
BZK;BAR RESTAURANT LITTLE V;;;;1;;;;;;1
BZK;BAR RESTAURANT PAVLOV;;;;1;;;;;;1
BZK;Bar Restaurant Pavlov B.V.;;;;1;;;;;1;1
BZK;Bar Restaurant Pavlov BV;;;;;;;1;;;1
BZK;Barendsen;;;;1;;;;;;1
BZK;Barendsen Gebr. B.V. (Bloomy);;;;1;;;;;;1
BZK;BARLOW;;;;1;;;;;1;1
BZK;Basaal;;;;;;;;;1;1
BZK;Bastion Hotel Breda B.V.;;;;;;;;;1;1
BZK;BASTION HOTEL HET LOO B.V.;;;;;;;;;1;1
BZK;Bastion Hotel Weesp B.V.;;;;;;;;;1;1
BZK;Baston Service B.V.;;;;1;;;;;;1
BZK;Beach Professionals B.V.;;;;1;;;;;;1
BZK;Beachclub Indigo B.V.;;;;1;;;;;;1
BZK;Beerens Business Press (BBP Media);;;;;;1;;;;1
BZK;Behartiging Opleidingen Bouwnijverheid B.V.;;;;;;1;;;;1
BZK;Beheerstichting De Goudsche Waag;;;;1;;;;;;1
BZK;Belastingdienst Centrale Administratie;;;;;;1;;;;1
BZK;BeleefBreda;;;;1;;;;;;1
BZK;Beleidstheater;;;;1;;;;;;1
BZK;Belevenisboerderij Oosthoek;;;;1;;;;;;1
BZK;Belvedere Cafe Restaurant;;;;1;;;;;;1
BZK;Benelux Bureau;;;;;;1;;;;1
BZK;Bento Presentaties;;;;;;1;;;;1
BZK;Berenschot BV;;;;;;1;;;;1
BZK;Bergh Delisse Events;;;;1;;;;;;1
BZK;BERGHAUSER PONT ACADEMY B.V.;;;;;;1;;;;1
BZK;Berkel Projectontwikkeling;;;;;;1;;;;1
BZK;Berkhoff Consult;;;;;;1;;;;1
BZK;Berlin Marriot;;;;;;;;;1;1
BZK;BESL Eventagentur GMBH;;;;;;1;;;;1
BZK;Betonvereniging';;;;;;1;;;;1
BZK;Betuws Wijndomein;;;;1;;;;;;1
BZK;Beuk Touringcars;;;;1;;;;;;1
BZK;BEUTH VERLAG GMBH;;;;;;1;;;;1
BZK;BEZEMER KUIPER & SCHUBAD B.V.;;;;;;1;;;;1
BZK;BGH Slegers;;;;;;1;;;1;1
BZK;BIERBROUWERIJ DUITS & LAURET B.V.;;;;1;;;;;;1
BZK;Bierfabriek Delft B.V;;;;1;;;;;;1
BZK;BIJ FLOOR;;;;1;;;;;;1
BZK;BIJZONDER STRAFRECHT;;;;;;1;;;;1
BZK;Bilderberg Grand Hotel Wientjes;;;;;;;;;1;1
BZK;Bilderberg Hotel Zwolle;;;;;;;;;1;1
BZK;Bilderberg Parkhotel Rotterdam;;;;;;;;;1;1
BZK;Bilderberg Residence Groot Heideborgh;;;;;;;;;1;1
BZK;Billink B.V.;;;;1;;;1;;;1
BZK;Biometrics Institute Limited;;;;;;;;1;;1
BZK;Bison Bowling;;;;1;;;;;;1
BZK;Bistro 't Kannetje B.V.;;;;1;;;;;;1
BZK;Bits of Freedom;;;;;;;;;1;1
BZK;Bizon Events BV;;;;1;;;;;;1
BZK;BLAAAUW;;;;;;1;;;;1
BZK;Blankestijn & Partners B.V.;;;;;;1;;;;1
BZK;Bleekemolen Indoor Kart Planet B.V.;;;;1;;;;;;1
BZK;Bleyenberg;;;;1;;;;;1;1
BZK;Bling;;;;1;;;;;;1
BZK;bloem & styling aan de zeven alleetjes;;;;1;;;;;;1
BZK;Bloemsierkunst Futura;;;;1;;;;;;1
BZK;Blom Onderzoek + Ontwikkeling;;;;;;1;;;;1
BZK;Bloom House of Health;;;;;;1;;;;1
BZK;blooming hotel en conferentielandgoed B.;;;;1;;;;;;1
BZK;BLOSSOM bloemisterij;;;;1;;;;;;1
BZK;Blue Sakura B.V.;;;;1;;;;;;1
BZK;BME Opleidingen;;;;;;1;;;;1
BZK;BME Opleidingen B.V.;;;;;;1;;;;1
BZK;Bobeldijk Financi�le Zorgverlening;;;;;;1;;;;1
BZK;Bodega De Posthoorn;;;;1;;;;;;1
BZK;BOEKHANDEL DOUWES;;;;1;;1;;;;1
BZK;Boertien Vergouwen Overduin B.V.;;;;;;1;;;;1
BZK;BOHEEMEN BANKETBAKKERIJ;;;;1;;;;;;1
BZK;BOJO B.V.;;;;;;;;;1;1
BZK;Bokstijn Feestartikelen;;;;1;;;;;;1
BZK;bol.com B.V.;;;;1;;1;;;;1
BZK;Bond van Landpachters en Eigen-Grondgebruikers in Nederland (BLHB);;;;;;1;;;;1
BZK;Boogh Arbeidsre-integratie;;;;;;1;;;;1
BZK;BOOKS UNLIMITED;;;;1;;;;;;1
BZK;Bookx B.V.;;;;1;;;;;;1
BZK;BOOM UITGEVERS DEN HAAG B.V.;;;;;;1;;;;1
BZK;BOOMERANG BEACH;;;;1;;;;;;1
BZK;Boost Events;;;;1;;;;;;1
BZK;Bornbasket.nl;;;;1;;;;;;1
BZK;BORO Scheveningen B.V.;;;;1;;;;;;1
BZK;Bos & Bos Infoversum B.V.;;;;1;;;;;;1
BZK;BOS HORECA B.V.;;;;1;;;;;;1
BZK;Boshotel Utrechtse Heuvelrug;;;;;;1;;;;1
BZK;Boterwaag Den Haag B.V.;;;;1;;;;;;1
BZK;Bouffe et Boisson B.V.;;;;1;;;;;;1
BZK;Boulevardtrein;;;;1;;;;;;1
BZK;BouwNext Kennis B.V.;;;;;;;;;1;1
BZK;BOWLING SCHEVENINGEN;;;;1;;;;;;1
BZK;Bowling Scheveningen B.V.;;;;1;;;;;;1
BZK;Brain Box Mediatraining B.V.;;;;;;1;;;1;1
BZK;Brandpreventie Academy B.V.;;;;;;1;;;;1
BZK;Brasserie Berlage;;;;;;;;;1;1
BZK;BRASSERIE BUITENHOF;;;;1;;;;;;1
BZK;Brasserie in den Zevenden Hemel;;;;1;;;;;;1
BZK;Brasserie Soho B.V.;;;;;;;1;;;1
BZK;Breinkorf;;;;;;1;;;;1
BZK;Breizh B.V.;;;;1;;;;;;1
BZK;Brics;;;;;;1;;;;1
BZK;Bridgeman;;;;1;;;;;;1
BZK;Bright Events;;;;1;;;;;;1
BZK;Brood- en Banketbakkerij Godschalk;;;;1;;;;;;1
BZK;Brood- en banketbakkerij J.W. Blom B.V.;;;;1;;;;;;1
BZK;BROODJE BERT;;;;1;;;;;;1
BZK;Brouwhuis Breda B.V.;;;;1;;;;;;1
BZK;Brussaard Chauffeursdiensten B.V.;;;;1;;;;;;1
BZK;Buckaroo Online Payment Services;;;;;;1;;;;1
BZK;Buena Vista Beach Club;;;;1;;;;;;1
BZK;BUILDING BUSINESS;;;;;;1;;;;1
BZK;Building G100;;;;;;1;;;;1
BZK;buildingSMART Benelux Chapter;;;;;;1;;;;1
BZK;BUREAU GREVEN;;;;;;1;;;;1
BZK;BUREAU KENNIS;;;;;;1;;;;1
BZK;Bureau Leef;;;;;;1;;;;1
BZK;Bureau Liedeweijde;;;;;;1;;;;1
BZK;BUREAU SCHIJF;;;;;;1;;;;1
BZK;Bureau Tromp B.V.;;;;;;1;;;;1
BZK;Bureau Zuidema Learning Solutions B.V.;;;;;;1;;;;1
BZK;BURGER COACHING & ADVIES;;;;;;1;;;;1
BZK;Buro Brand Visuele Communicatie;;;;;;1;;;;1
BZK;Buro Grootswagers Communicatie&Spel;;;;;;1;;;1;1
BZK;Buro Q B.V;;;;1;;;;;;1
BZK;BURO T.O.L. B.V.;;;;;;1;;;;1
BZK;Buro Tijdink B.V.;;;;;;1;;;;1
BZK;Buro van de Panne;;;1;;;;;;;1
BZK;Buro van Oranje;;;;;;1;;;;1
BZK;Burrata Turfmarkt B.V.;;;;1;;;;;1;1
BZK;Business Enablers;;;;;;1;;;;1
BZK;Business Talent Network B.V.;;;;;1;;;;;1
BZK;C.A.C. CONSULTANCY IN ASSESSMENT &;;;;;;1;;;;1
BZK;Cadeaubonnen.nl B.V;;;;1;;;;;;1
BZK;CAF�?-RESTAURANT AMIER;;;;1;;;;;;1
BZK;Café De Blauwe Pan;;;;1;;;;;;1
BZK;Café Huppel 'The Pub';;;;1;;;;;;1
BZK;Café Restaurant Rootz B.V.;;;;1;;;;;;1
BZK;Café Van Beek;;;;1;;;;;;1
BZK;CAFE DE PARIS;;;;;;;;;1;1
BZK;CAFE HUPPEL ''THE PUP'';;;;1;;;;;;1
BZK;Cafe Luden;;;;1;;;;;;1
BZK;CAFE RESTAURANT DE EEUWIGE JACHTVELDEN;;;;1;;;;;;1
BZK;Caf� Restaurant Rootz B.V.;;;;1;;;;;;1
BZK;Cafe Restaurant Vandaag B.V.;;;;1;;;;;;1
BZK;Cafe Rootz;;;;1;;;;;;1
BZK;Cafe SOOF Den Haag BV;;;;;;;;;1;1
BZK;CAFE VAN BEEK;;;;1;;;;;;1
BZK;Cafe/Restaurant De Eeuwige Jachtvelden;;;;1;;;;;;1
BZK;Cafe-Restaurant Pan;;;;1;;;;;1;1
BZK;Caffè Almondo;;;;1;;;;;;1
BZK;Cameraland B.V.;;;;1;;;;;;1
BZK;Campanile Hotel Zwolle;;;;1;;;;;;1
BZK;Cancer & Career;;;1;;;;;;;1
BZK;Cao-recht Advies en Opleiding;;;;;;1;;;;1
BZK;capgemini consulting;;;;;;1;;;;1
BZK;Capo Cucina;;;;1;;;;;;1
BZK;Capriole C;;;;1;;;;;;1
BZK;Capriole Coffee Cafe B.V.;;;;1;;;;;;1
BZK;Carlton Ambassador Hotel B.V.;;;;1;;;;;;1
BZK;Carlton Beach;;;;1;;;;;;1
BZK;Carlton Beach Scheveningen Den Haag;;;;;;;1;;;1
BZK;Carlton Hotels Nederland B.V.;;;;;;;;;1;1
BZK;CARNEGIE - STICHTING;;;;;;1;;;;1
BZK;Caroni;;;;1;;1;;;;1
BZK;CARRILHO EXECUTIVE COACHING AND CONSULTI;;;;;;1;;;;1
BZK;Cartoon Blanche;;;;1;;;;;;1
BZK;Casa Ramon;;;;1;;;;;;1
BZK;Casadata;;;;1;;;;;;1
BZK;Catalunia;;;;1;;;;;;1
BZK;Catering Dik Trom;;;;1;;;;;;1
BZK;Catering Oud London B.V.;;;;1;;;;;;1
BZK;Catering Witteveen B.V.;;;;1;;;;;;1
BZK;Catootje aan de Markt;;;;1;;;;;;1
BZK;CB Facturatie B.V.;;;;1;;;;;;1
BZK;CEEP BENELUX;;;;;;1;;;;1
BZK;CENTRAAL BOEKHUIS;;;;;;1;;;;1
BZK;Centraal Incasso Buro Nederland B.V.;;;;;;1;;;;1
BZK;Central Point Nederland B.V.;;;1;;;;;;;1
BZK;Centric;;;;;;1;;;;1
BZK;Centrum voor Conflicthantering B.V.;;;;;;1;;;;1
BZK;CertoPlan B.V.;;;;;;1;;;;1
BZK;Chan Bedrijfsarts;;;1;;;;;;;1
BZK;CHARLOTTE GMELIG MEIJLING;;;;;;1;;;;1
BZK;Chateauhotel-Restaurant Havesathe De Havixhorst B.V.;;;;1;;;;;;1
BZK;Chauffeurstelefoon B.V.;;;;1;;;;;;1
BZK;Chauffeurstelefoon VIP Vervoer;;;;;;;;;1;1
BZK;CHE Synnervation B.V.;;;;;;1;;;;1
BZK;CHEEKY PIE;;;;1;;;;;;1
