X,Y,ID,BORNAME,ELEMENTNUMMER,BEHEERGROEP,AANLEGJAAR,BOOMSORTIMENT,BOOMSTATUS,TAKVRIJE_ZONE,OMGEVINGSRISICOKLASSEN,AMBITIENIVEAU,HOOGTE,DIAMETER,STANDPLAATS,BEHEERDER,EIGENAAR,EXTRA_INFORMATIE_2,EXTRA_INFORMATIE_3,GROENGEBIEDCODE,GROENGEBIEDNAAM,GEMEENTE,BUURT,WIJK,LIGGING,BEHEEROBJECTSOORT,BEHEEROBJECTOMSCHRIJVING,OBJECTID
4.36129521475885,52.0141273350229,40545,bomen,408,Niet vrij uitgroeiende boom,1900,Ulmus cv,,Nog niet bereikt,Algemeen,B (voldoende) - R (basis),9-12 m.,,Verharding 'elementen',BOR,Gemeente Delft,< 20,IC1,01.11.0003,Centrum-oost,Delft,Centrum-Oost,11 Binnenstad,Binnen de bebouwde kom,bm,01.11.0003.bm408,1
4.36245419368386,52.014625970666,40546,bomen,409,Niet vrij uitgroeiende boom,1900,Ulmus cv,,Nog niet bereikt,Algemeen,B (voldoende) - R (basis),9-12 m.,,Verharding 'elementen',BOR,Gemeente Delft,< 20,IC1,01.11.0003,Centrum-oost,Delft,Centrum-Oost,11 Binnenstad,Binnen de bebouwde kom,bm,01.11.0003.bm409,2
4.36236791381203,52.0145916886697,40547,bomen,410,Niet vrij uitgroeiende boom,1900,Ulmus cv,,Nog niet bereikt,Algemeen,B (voldoende) - R (basis),9-12 m.,,Verharding 'elementen',BOR,Gemeente Delft,< 20,IC1,01.11.0003,Centrum-oost,Delft,Centrum-Oost,11 Binnenstad,Binnen de bebouwde kom,bm,01.11.0003.bm410,3
4.36261967711215,52.0146973571168,40548,bomen,411,Niet vrij uitgroeiende boom,1900,Ulmus cv,,Nog niet bereikt,Algemeen,B (voldoende) - R (basis),9-12 m.,,Verharding 'elementen',BOR,Gemeente Delft,< 20,IC1,01.11.0003,Centrum-oost,Delft,Centrum-Oost,11 Binnenstad,Binnen de bebouwde kom,bm,01.11.0003.bm411,4
4.36253749487173,52.0146627504584,40549,bomen,412,Niet vrij uitgroeiende boom,1900,Ulmus cv,,Nog niet bereikt,Algemeen,B (voldoende) - R (basis),9-12 m.,,Verharding 'elementen',BOR,Gemeente Delft,< 20,IC1,01.11.0003,Centrum-oost,Delft,Centrum-Oost,11 Binnenstad,Binnen de bebouwde kom,bm,01.11.0003.bm412,5
4.36270241085445,52.0147334107695,40550,bomen,413,Niet vrij uitgroeiende boom,1900,Ulmus cv,,Nog niet bereikt,Algemeen,B (voldoende) - R (basis),9-12 m.,,Verharding 'elementen',BOR,Gemeente Delft,< 20,IC1,01.11.0003,Centrum-oost,Delft,Centrum-Oost,11 Binnenstad,Binnen de bebouwde kom,bm,01.11.0003.bm413,6
4.36278574540868,52.0147687484192,40551,bomen,414,Niet vrij uitgroeiende boom,1900,Ulmus cv,,Nog niet bereikt,Algemeen,B (voldoende) - R (basis),9-12 m.,,Verharding 'elementen',BOR,Gemeente Delft,< 20,IC1,01.11.0003,Centrum-oost,Delft,Centrum-Oost,11 Binnenstad,Binnen de bebouwde kom,bm,01.11.0003.bm414,7
4.36287136744056,52.0148062692472,40552,bomen,415,Niet vrij uitgroeiende boom,1900,Ulmus cv,,Nog niet bereikt,Algemeen,B (voldoende) - R (basis),9-12 m.,,Verharding 'elementen',BOR,Gemeente Delft,< 20,IC1,01.11.0003,Centrum-oost,Delft,Centrum-Oost,11 Binnenstad,Binnen de bebouwde kom,bm,01.11.0003.bm415,8
4.36173947495462,52.0144291476598,40553,bomen,416,Niet vrij uitgroeiende boom,1900,Ulmus x hollandica 'Commelin',,Nog niet bereikt,Algemeen,B (voldoende) - R (basis),<6 m.,,Verharding 'elementen',BOR,Gemeente Delft,< 20,IC1,01.11.0003,Centrum-oost,Delft,Centrum-Oost,11 Binnenstad,Binnen de bebouwde kom,bm,01.11.0003.bm416,9
4.35238618872144,52.0052352961971,13233,bomen,59,Niet vrij uitgroeiende boom,1985,Ginkgo biloba,,Nog niet bereikt,Algemeen,C (matig) - R- (sober),9-12 m.,,Verharding 'elementen',BOR,Gemeente Delft,20-30,IC1,01.13.0007,Westerkwartier,Delft,Westerkwartier,13 Hof van Delft,Binnen de bebouwde kom,bm,01.13.0007.bm59,10
4.35172569168556,52.0015238956426,13234,bomen,96,Niet vrij uitgroeiende boom,1965,Ulmus x hollandica 'Vegeta',,"Onbereikbaar, snoeiingreep ongewenst",Verhoogd,C (matig) - R- (sober),12-15 m.,,Ruw gras,BOR,Gemeente Delft,20-30,IC3,01.24.0000,Poptahof-noord,Delft,Poptahof-Noord,24 Voorhof,Binnen de bebouwde kom,bm,01.24.0000.bm96,11
4.35160172892577,52.001479685472,13235,bomen,97,Niet vrij uitgroeiende boom,1965,Ulmus x hollandica 'Vegeta',,Bereikt,Verhoogd,C (matig) - R- (sober),15-18 m.,,Ruw gras,BOR,Gemeente Delft,30-50,IC3,01.24.0000,Poptahof-noord,Delft,Poptahof-Noord,24 Voorhof,Binnen de bebouwde kom,bm,01.24.0000.bm97,12
4.35148133476082,52.0014398751471,13236,bomen,98,Niet vrij uitgroeiende boom,1965,Ulmus x hollandica 'Vegeta',,"Onbereikbaar, snoeiingreep ongewenst",Verhoogd,C (matig) - R- (sober),15-18 m.,,Ruw gras,BOR,Gemeente Delft,30-50,IC3,01.24.0000,Poptahof-noord,Delft,Poptahof-Noord,24 Voorhof,Binnen de bebouwde kom,bm,01.24.0000.bm98,13
4.35116773888299,52.0025724315577,13237,bomen,251,Niet vrij uitgroeiende boom,1968,Tilia x europaea 'Koningslinde',,"Onbereikbaar, snoeiingreep ongewenst",Algemeen,C (matig) - R- (sober),15-18 m.,,Open grond: beplant,BOR,Gemeente Delft,50-100,IC1,01.13.0006,Krakeelpolder,Delft,Krakeelpolder,13 Hof van Delft,Binnen de bebouwde kom,bm,01.13.0006.bm251,14
