OBJECTID,GPGIDENT,GPGZMRPL,GPGWNTPL,IWS_GPGONDP,IWS_GPGBOVP,IWS_GPGAFWONDP,IWS_GPGAFWBOVP,HOOFDSTROOMGEBIED,DEELSTROOMGEBIED,STROOMGEBIED,GLOBALID,INSP_GEBVOLGNR,IWS_MEMO,Shape__Area,Shape__Length
391,RM180,8.5,8.5,8.5,8.5,,,2,13,10,28c73383-29a6-46ee-a055-5ec9cf0bfde3,ZW.250,,100723.959884644,1957.71946053183
392,RM198,8.6,8.3,8.3,8.6,,,2,13,10,f50add1c-0012-4d2c-9dc8-4290b734790a,ZW.250,,286448.824890137,2227.15569753203
393,RM196,9.4,9.15,9.15,9.4,,,2,13,10,65d46db7-d3bb-49ba-80b0-b7f82935da89,ZW.250,,506582.126029968,4014.67402567648
394,RM024,5.4,5.2,5.2,5.4,,,2,13,10,5e27bdde-26fa-4aaa-a51c-97ed07176604,ZW.250,,931788.962646484,3920.91158201722
395,VH41,-1.45,-1.45,-1.45,-1.45,,,1,21,1,82f00abb-8261-4693-aaf3-b273c6b0877e,ZR.246,,2219088.14957428,9833.38045382575
396,VL194,2.17,2.17,2.17,2.17,,,1,20,7,39ba2f7c-21b7-4d3a-b969-8570092e52a6,ZR.246,,388140.172706604,2639.95585233367
397,VH92,0.4,0,0,0.4,,,1,1,1,988773f8-ac37-4e69-818c-ba6ac92c85cc,ZR.246,,1023369.89506531,5294.95757453781
398,VH89,-0.55,-0.8,-0.8,-0.55,,,1,1,1,8e879d38-0f03-4913-a721-71de4414b091,ZR.246,,644133.917556763,3322.52117324373
399,VH90,-0.1,-0.45,-0.45,-0.1,,,1,1,1,297829b7-b8a2-4bf2-94d9-f404ab9ae94d,ZR.246,,852509.292732239,4602.71375008227
400,VH112,-0.7,-0.7,-0.7,-0.7,,,1,1,1,a7567f90-56e2-4213-95ca-d231a3657066,ZR.246,,6946486.50500488,23272.4999488031
401,VH2110,-0.73,-0.83,-0.83,-0.73,,,1,1,1,eb080402-0b6f-4882-8e7c-14bc5e00ac12,ZR.246,,62035.2254257202,1116.83562658142
402,VL115,10.2,9.8,9.8,10.2,,,2,10,11,a03bf555-5e53-4366-9d3e-c2ff9ddd5167,ZW.250,,4158375.7088089,11332.756675813
403,VL110,10.65,10.45,10.45,10.65,,,2,10,11,1b0b6225-b0b7-42cd-8545-071a1edfa676,ZW.250,,163335.657600403,1837.02145999143
404,OV128A,4.7,4.25,4.25,4.7,,,2,3,2,6c348c16-aef6-4301-bc05-d8b1a5bd86e5,ZW.250,,290761.299064636,3361.00110133287
405,OV128,5,4.65,4.65,5,,,2,3,2,db07739e-acd4-460c-a904-282633fd23e4,ZW.250,,866532.458267212,10085.9894195771
406,SM003,11.23,11.23,11.23,11.23,,,2,10,11,4bfd81de-0d85-4f76-93c2-450eb1c41ee3,ZW.250,,636035.189338684,4509.7507316187
407,670,5.55,5.4,5.4,5.55,,,4,45,19,47959c1e-a0b4-4b5e-b122-546d49b2d950,ZW.241,,2117199.01718903,7482.60192637253
408,671,5.7,5.4,5.4,5.7,,,4,48,19,6347343f-f4b0-4357-826c-450f21662498,ZW.241,,544934.319549561,4289.43413022272
409,673,4.6,4.45,4.45,4.6,,,4,44,19,e10cc109-be9e-477f-b839-7104f3a671a7,ZW.241,,63596.8865356445,1556.85497717578
410,674,4.5,4.4,4.4,4.5,,,4,44,19,bcd1b276-75c4-4f42-8de6-786fdbe5b876,ZW.241,,430980.121925354,3251.29882662361
411,677,7,6.6,6.6,7,,,4,45,19,f30546c9-0435-4c22-8cd9-eb853d9410a1,ZW.241,,8213081.06069946,20360.0987189627
412,319,4.5,4.3,4.3,4.5,,,3,55,18,6624fa91-23b6-466a-b17d-b311ca848aa5,ZW.246,,695449.592681885,3652.35683137839
413,331,0,-0.2,-0.2,0,,,3,39,16,b84b881a-a8a6-4625-903d-25ceea1014f3,ZW.248,,1144489.47354889,5550.21149622699
414,445,2,1.8,1.8,2,,,4,41,19,fdd543d4-8bba-47ea-aa38-2a649910f3f0,ZW.241,,2006509.27613831,8884.39258400089
415,446,1.35,1.35,1.35,1.35,,,4,41,19,18232b80-5bc3-48d4-bf67-332f26cb9451,ZW.241,,1285273.45930481,9319.83647549217
416,447,0.5,0.35,0.35,0.5,,,4,41,19,b33af211-3a10-49d3-b9ff-05f128ee7196,ZW.241,,541971.822174072,5743.49438042655
417,448,0.2,-0.1,-0.1,0.2,,,4,41,19,97dcd7f0-fbfc-4701-b970-c65ffb0b5331,ZW.241,,1314418.28394318,6269.21375069056
418,574,3.7,3.5,3.5,3.7,,,4,60,19,87c1fbc4-f2c4-4cf1-ac64-4016106f77a0,ZW.241,,6545216.79941559,14661.4603787017
419,321,4.75,4.55,4.55,4.75,,,3,55,18,b876cb31-03b3-4c6c-9244-ae0e6733cda1,ZW.246,,1530231.77957916,5272.01312631514
420,322,5.25,5.1,5.1,5.25,,,3,55,18,133222f2-303c-44c5-a2d3-3628c5e61efe,ZW.246,,374635.404029846,2544.15762166691
421,324,-0.6,-0.9,-0.9,-0.6,,,3,36,15,ec596ef1-fcaf-486d-afad-ff02b835417c,ZW.245,,3054276.56277466,9911.16548568472
422,431,1.6,1.35,1.35,1.6,,,4,38,19,cd30486b-164a-471a-a651-d4b94a6f071b,ZW.241,,1726855.75698853,7796.1242415274
423,432,2.2,2.05,2.05,2.2,,,4,48,19,75f917d9-7f9a-477e-8e79-a636d077b30f,ZW.241,,467385.113861084,3749.01967701083
424,433,2.4,2.2,2.2,2.4,,,4,49,19,80471b4b-84bf-4b68-afdb-be5651bec16a,ZW.241,,331021.572914124,2587.89929894365
425,434,0.15,0.05,0.05,0.15,,,4,33,19,62344259-3564-47d8-9dfe-9627e46d16a5,ZW.241,,1342364.82022095,6117.17776639971
426,435,-0.2,-0.5,-0.5,-0.2,,,4,33,19,946fb98a-bbfc-48d1-a145-661c0902e7cf,ZW.241,,681995.009422302,3890.65096836906
427,436,0,-0.3,-0.3,0,,,4,33,19,01887c06-54e6-4091-9f20-68d0a72df59e,ZW.241,,195346.20539093,1887.89285701353
428,437,2.35,2.1,2.1,2.35,,,4,41,19,afff31a8-38fc-49b8-b3db-f207e5002b3b,ZW.241,,2479591.05828094,7850.42446586436
429,438,5.1,4.9,4.9,5.1,,,4,31,19,693a570f-a08f-452e-9950-8b2e59a113e5,ZW.241,,745238.760467529,5575.92272328473
430,556,7.65,7.55,7.55,7.65,,,4,35,19,fb439317-d3a8-4a3b-8b14-f9c0c64cb18f,ZW.241,,267207.191040039,2083.75873959234
431,WA278,5.7,5.4,5.4,5.7,,,2,22,9,55b77e3e-22b4-448c-9800-9c68e64d8288,ZW.250,,1132825.11112213,7252.70182692531
432,VH2045,0.1,-0.2,-0.2,0.1,,,1,12,1,17d5caae-fead-445a-a988-40f52c1dab10,ZR.246,,24124.021697998,649.960187099338
433,166,-1.5,-1.5,-1.5,-1.5,,,5,29,12,5263f916-4245-4122-b1ed-cc0457168399,DM.241,,173198.058952332,2182.92738742538
434,678,6.6,6.4,6.4,6.6,,,4,45,19,a42473ac-d51b-47b8-a272-f14f0592e5e7,ZW.241,,1012376.1557312,5422.97256858228
435,679,5.7,5.4,5.4,5.7,,,4,48,19,0aac7eef-6e7d-4c6c-b737-ca11ac68d573,ZW.241,,658845.907814026,9185.27431138647
436,579,3.4,3.4,3.4,3.4,,,4,60,19,1d0afec7-cf2e-4a43-a9bb-18b45eec91e0,ZW.241,,841704.354812622,3743.78325952448
437,681,9.2,9.2,9.2,9.2,,,4,40,19,270dc3f1-de5d-4856-a0a5-84a6e64da432,ZW.241,,849340.492301941,4475.25921807258
438,682,10.17,10.17,10.17,10.17,,,4,45,19,a9f24b08-2975-4fd7-9fb0-4953023751f6,ZW.241,,4795943.66514587,9287.0529427294
439,683,1.75,1.65,1.65,1.75,,,4,51,19,abf75c41-0d63-4c68-bfbe-841b7154f580,ZW.241,,853089.998840332,4287.67188672487
440,684,4,3.95,3.95,4,,,4,49,19,5bc868d2-f3e3-41a7-a01a-a349c7149e03,ZW.241,,1298674.70522308,5196.74913035368
441,VL223,4.7,4.3,4.3,4.7,,,1,20,7,3b709af7-fbf4-4e39-88cd-2e5827abb94b,ZR.246,,767571.887489319,4786.65641460952
442,326,0.1,0.1,0.1,0.1,,,3,36,15,e24390a2-a70c-4137-9703-d50d372771de,ZW.245,,105596.941299438,2251.96893705887
443,327,0.1,-0.2,-0.2,0.1,,,3,32,15,67c756ca-4ecc-45b8-866e-71234c5b4cb2,ZW.246,,398083.487815857,17451.541137888
444,439,3.05,2.85,2.85,3.05,,,4,31,19,c6baa800-2171-4118-9e93-be343d094e0e,ZW.241,,2432035.02658081,7519.19628464705
445,440,4,3.6,3.6,4,,,4,31,19,2807297a-22f1-451c-b30f-4acfc41d1320,ZW.241,,418939.174331665,5208.22749857209
446,441,4.05,3.8,3.8,4.05,,,4,31,19,9fb3a81f-99fc-4ac0-9625-e853c5ffca5b,ZW.241,,3008524.75595856,13178.6449020582
447,442,5.3,4.7,4.7,5.3,,,4,31,19,eeda935b-42d6-4867-8739-65d0793dc247,ZW.241,,1919518.26264954,9830.04183361291
448,443,1.6,1.5,1.5,1.6,,,4,33,19,a2d904a1-c4ef-4f04-ae65-dee32e258002,ZW.241,,547155.868614197,3823.25011767452
449,444,1.2,1.05,1.05,1.2,,,4,41,19,bcaab43a-f399-4f86-b0d0-0e75c5ad8f07,ZW.241,,539817.569633484,3506.42788814786
450,568,2.7,2.6,2.6,2.7,,,4,60,19,13a952e7-e913-4bea-bb43-a7df4cdd85b8,ZW.241,,1452553.4524765,5945.66173414531
451,570,5.16,5.16,5.16,5.16,,,4,48,19,5cfbd68f-9f89-434a-9a6c-ebdfb3c943fc,ZW.241,,1374970.92404175,7030.98037629547
452,571,5.4,5,5,5.4,,,4,40,19,ba384d7b-c7f6-4dad-903b-4b07ba02b1d8,ZW.241,,1391567.04432678,6506.99721671978
453,685,4.35,4.25,4.25,4.35,,,4,49,19,001cdf5e-0270-4b59-bf0a-943a635247ae,ZW.241,,771358.187431335,3941.31848302373
454,686,1.8,1.8,1.8,1.8,,,4,49,19,1eb96124-1f35-4ec2-9321-6eb27b2f899b,ZW.241,,151939.667350769,1652.80623516409
455,687,2.4,2.15,2.15,2.4,,,4,49,19,fe74fec6-985c-4401-bd38-590d09352a54,ZW.241,,1001361.41159058,4763.25093889002
456,688,1.6,1.6,1.6,1.6,,,4,43,19,6d15365a-deff-4a6d-a389-68c09510ac3d,ZW.241,,490045.817977905,3307.76637215769
457,689,1.45,1.4,1.4,1.45,,,4,43,19,0e0897e5-7bcc-4866-966d-1d7326ca04e3,ZW.241,,1819271.36180115,6617.27833351145
458,690,3.05,3,3,3.05,,,4,49,19,51486c5a-074f-4039-b048-cf0e81b69644,ZW.241,,379377.178482056,2832.2933907194
459,691,3.5,3.45,3.45,3.5,,,4,49,19,4fcb9256-7c79-4855-ad4c-7af6894f96c2,ZW.241,,1189486.75450134,6227.3625188709
460,328,1.4,1.2,1.2,1.4,,,3,30,15,94d64be6-b043-49c5-abd5-6912cc0d72d7,ZW.246,,12857234.9530029,33567.1252732286
461,128,-0.85,-1.25,-1.25,-0.85,,,5,76,13,5eee06c1-8472-47df-b185-beadb7728634,KM.241,,74893.4500350952,1242.55109303378
462,VH63,-0.55,-0.75,-0.75,-0.55,,,1,16,8,9c24828b-9b32-4f90-a4fa-d632207c8b0a,ZR.246,,1196942.6492691,6088.96814297394
463,664,5.1,5.1,5.1,5.1,,,4,60,19,915b2614-8aff-4768-9bec-42b6aaf18499,ZW.241,,2074607.52062225,10667.8169635834
464,VH80,-0.73,-0.83,-0.83,-0.73,,,1,1,1,742aa222-aeca-47b2-b1a7-26076a065a3b,ZR.246,,134299562.075928,281244.248681829
465,VH101,-0.52,-0.52,-0.52,-0.52,,,1,12,1,b7d1b7e3-88b8-41fd-9c18-bac4ef68482d,ZR.246,,375921.290061951,10918.9807055594
466,VH2001,3.67,3.47,3.47,3.67,,,1,12,1,63749dd2-44cb-4033-8dc9-9571719578ef,ZR.246,,330743.147377014,2749.29609648567
467,310,2.2,2,2,2.2,,,3,27,15,2c1a3603-ed7b-443d-bff8-69ddeb54e9c8,ZW.246,,4423360.94126129,10694.9177060302
468,311,5.55,5.35,5.35,5.55,,,3,27,15,1bca9651-e79f-47ae-a405-229d274eeb6c,ZW.246,,461364.325996399,4513.29584907867
469,313,-0.15,-0.35,-0.35,-0.15,,,3,54,15,acd6cf47-1786-4659-9d64-44363d9fcd9b,ZW.245,,3779065.06758118,10026.6470975619
470,315,-0.05,-0.25,-0.25,-0.05,,,3,54,15,e8b9abc7-ef0b-4c9c-9dd7-2bb58342476d,ZW.245,,832726.042327881,5045.0383755907
471,316,3.3,3,3,3.3,,,3,27,15,5436671d-5254-4b91-a906-b48743662181,ZW.246,,1013169.18265533,4378.56687895295
472,317,3.7,3.5,3.5,3.7,,,3,27,15,bf37ace4-1d3d-4892-81a6-4d425aaee30a,ZW.246,,2303140.71913147,8369.87006206807
473,318,4.65,4.5,4.5,4.65,,,3,55,18,c580e345-1953-473a-8437-be53b4e03bd2,ZW.246,,1930696.94403839,6143.98922078416
474,423,2.3,1.95,1.95,2.3,,,4,31,19,74144ab4-86d1-4dd7-862b-c965dd75d186,ZW.241,,2128121.5969696,12547.7631951044
475,424,2.25,1.9,1.9,2.25,,,4,41,19,3b8b2679-bdea-45dc-bf96-81affa1bd73c,ZW.241,,807849.747360229,3921.77191349238
476,426,1.85,1.7,1.7,1.85,,,4,41,19,875c896b-0fcc-4aa3-9260-28e51b989907,ZW.241,,1032698.0586853,6293.95864812823
477,427,2.55,2.4,2.4,2.55,,,4,48,19,d213db8c-ae47-4dd0-a03b-d05da07725a1,ZW.241,,966340.451812744,5455.70229763506
478,428,2.2,1.95,1.95,2.2,,,4,38,19,c359d9e8-c58f-4c13-a67c-f6bab3883309,ZW.241,,1587013.88044739,7756.72321756987
479,429,3.7,3.5,3.5,3.7,,,4,49,19,fe16f513-07d4-4ac7-beeb-18bb37ee738c,ZW.241,,1049908.92498779,4429.88656765948
480,430,2.35,2,2,2.35,,,4,38,19,4fc7ed3d-bfb5-4d07-bded-b98f2e096a38,ZW.241,,527634.103973389,4149.63056275267
481,544,7.2,7.2,7.2,7.2,,,4,40,19,71afc1d8-65df-401b-b4f0-dcc3e899a75a,ZW.241,,138331.336669922,2173.42957882195
482,546,6.2,6,6,6.2,,,4,46,19,52997583-b1b6-4f54-b792-fb8afbd4070b,ZW.241,,1037387.20857239,5545.50448251619
483,547,6.8,6.6,6.6,6.8,,,4,45,19,7d58cd67-2baa-4593-b8e0-acd8cffa3e4f,ZW.241,,501006.752464294,4334.69250518278
484,548,2.4,2.4,2.4,2.4,,,4,60,19,4eafe0ff-4543-4845-b612-c335d9461b5d,ZW.241,,327238.351028442,2568.95359766174
485,549,3.2,3.05,3.05,3.2,,,4,35,19,3b02c2cd-2b8e-4330-82d2-3a600c9e7218,ZW.241,,783344.422409058,5004.00863443285
486,33,-0.85,-1.05,-1.05,-0.85,,,5,42,14,74e49567-0286-4887-845e-70d09df02a76,ZR.248,,948013.074455261,5803.7927734533
487,555,6.71,6.71,6.71,6.71,,,4,35,19,45160bf1-a3cc-4747-acba-11c332d23bb4,ZW.241,,212048.861968994,2375.79630333361
488,669,5.4,5.1,5.1,5.4,,,4,48,19,c93007f3-7439-4ec7-9e6a-6aff4b09e020,ZW.241,,4645715.49835205,17644.9385938048
489,MV050,12.8,12.6,12.6,12.8,,,2,17,6,d19fa11a-0e3a-4887-9d20-91df0c5cc986,ZW.250,,2641565.79402161,8030.01554643239
490,MV052,12.3,12.05,12.05,12.3,,,2,17,6,cbc8734a-984c-4974-b874-8604abdef710,ZW.250,,772810.186645508,4617.80221249235
491,MV036,14.32,14.32,14.32,14.32,,,2,13,10,1875c5c0-0969-4652-9f0b-e0540823c5e4,ZW.250,,1180455.76299286,8011.26555808153
492,MV038,13.95,13.95,13.95,13.95,,,2,14,10,903700a7-d33b-400b-af3c-76874af07f44,ZW.250,,1721233.16242981,7718.48565949163
493,MV040,13.3,13.05,13.05,13.3,,,2,14,10,d40e25d4-0a59-459d-aa31-b6c3b552eea2,ZW.250,,2871999.91264343,9041.23084667877
494,MV046,12.84,12.84,12.84,12.84,,,2,17,6,2244012a-5d99-42e5-8f53-c9cd68552462,ZW.250,,352156.765678406,3596.98302113216
495,MV048,12.6,12.6,12.6,12.6,,,2,17,6,bd96afc2-6169-4e0f-acad-c4d75647f58d,ZW.250,,126269.517021179,1609.73964518897
496,MV054,12.7,12.7,12.7,12.7,,,2,17,6,b1f7dc7f-9078-41b4-9ccf-aa4a94fb03ad,ZW.250,,788169.475959778,4336.72987301251
497,MV056,12.51,12.51,12.51,12.51,,,2,17,6,ed058109-e031-4b78-abc2-24d1a13dd5c0,ZW.250,,2283112.66075134,6795.90645702837
498,MV058,11.95,11.75,11.75,11.95,,,2,17,6,60ee3788-d595-442a-9835-43f8c100840c,ZW.250,,2146248.66989899,7442.67155683918
499,936,2.5,2.3,2.3,2.5,,,3,30,15,896630f2-3bf5-490f-820c-363902eeb6c9,ZW.246,,924222.126205444,5725.82729012448
500,VL171,4.35,4.35,4.35,4.35,,,1,20,7,536cd5d1-11c7-4588-a68e-f791df66950b,ZR.246,,628717.586349487,5278.3039652333
501,MV004,13.65,13.3,13.3,13.65,,,2,14,10,9d571ab2-6a4e-4581-b07f-23ce715f7a72,ZW.250,,11625979.1805344,30683.0200123103
502,SM058,6.84,6.84,6.84,6.84,,,2,10,11,7455e45e-5135-4c26-995d-e81b3fe73534,ZW.250,,1143215.7086792,5353.8332403026
503,OV404,15.05,15.05,15.05,15.05,,,2,3,2,6db94bd5-ca3f-4677-86f3-84deda974fc4,ZW.250,,167696.84752655,1717.38299492672
504,VH86,-1.4,-1.5,-1.5,-1.4,,,1,1,1,156fad1f-bf9f-4367-a709-7703b55ae029,ZR.246,,774064.243049622,4962.61452523369
505,OV318,16.75,16.3,16.3,16.75,,,2,10,11,4f6e7dcd-5013-46a9-b8ce-2a0dbd772fc7,ZW.250,,935786.61341095,6411.15394428131
506,OV316,17.1,16.7,16.7,17.1,,,2,10,11,eff2d6bc-896b-4086-9e03-f301dc52c08e,ZW.250,,1228197.69992828,5376.34660476674
507,OV314,17.1,16.85,16.85,17.1,,,2,10,11,1d85830e-3815-4ec8-ab4b-5baedc32aad9,ZW.250,,1013879.61865234,5410.73362329052
508,OV266,12.5,12.1,12.1,12.5,,,2,3,2,c7c394c1-602a-4a2a-a069-5b39d692a46b,ZW.250,,4780030.08442688,13715.4787201741
509,VL248,0.9,0.6,0.6,0.9,,,1,20,7,d0e83476-5437-4193-a763-92f1bee96a82,ZR.246,,12636.2417602539,2240.41754981236
510,VH243,-0.6,-0.6,-0.6,-0.6,,,1,16,1,041a176d-d565-4d4d-8b6b-9e23d32af8f1,ZR.246,,4489.11640167236,320.758288785639
511,VH2000,1.95,1.85,1.85,1.95,,,1,12,1,6b3b9646-48d0-4ed3-b110-a8295ae2ce4c,ZR.246,,206395.524932861,2037.57669512349
512,VL224,1.55,1.3,1.3,1.55,,,1,20,7,d9523685-3ae9-4c49-ac95-39ade51acb7c,ZR.246,,3105147.46825409,12936.0898206524
513,VL158,5.15,5.15,5.15,5.15,,,1,20,7,beb859f2-001c-46ba-b02b-cb3136c80f95,ZR.246,,55086.6947402954,1012.98283597803
514,VL160,4.35,4.15,4.15,4.35,,,1,20,7,67489766-6104-449a-8f58-b7ec065d9ab7,ZR.246,,653990.579978943,4214.05940729892
515,VL156,6.1,6.1,6.1,6.1,,,1,20,7,da33ffa3-4893-4001-8d3e-5d6be9af7ef7,ZR.246,,426985.89629364,3117.93335772996
516,VL231,3.4,3.25,3.25,3.4,,,1,20,7,e7f7822d-524d-4e0e-aa03-a03a4e3054bc,ZR.246,,526571.689704895,3177.08205424964
517,VL155,5.9,5.9,5.9,5.9,,,1,20,7,b88d3d3b-06b5-4bfa-a847-6b56757504c4,ZR.246,,1359134.5603714,5751.93567808796
518,VL225,2,1.6,1.6,2,,,1,20,7,4436e6e7-60d3-4689-896e-d5d4de6dbf46,ZR.246,,511104.556388855,4780.00752621103
519,VL159,4.8,4.25,4.25,4.8,,,1,20,7,feaf1028-134e-4630-9780-0c3385b3d6d8,ZR.246,,372497.912666321,3591.75468255226
520,VL233,3.1,2.75,2.75,3.1,,,1,20,7,edd7c436-e21a-4304-896c-16285d42cdb4,ZR.246,,1183892.99588013,5519.40801635179
521,VH72,-0.2,-0.6,-0.6,-0.2,,,1,84,8,06efae85-d758-49b0-a251-c42d0171f328,ZR.241,,1114091.02399445,9160.99154175821
522,VH71,-0.6,-1,-1,-0.6,,,1,84,8,aa4a93cd-8525-42ae-a15d-12d5b86a68a3,ZW.256,,540382.575454712,3562.90017525469
523,VL119,10.1,9.8,9.8,10.1,,,2,10,11,97651270-5e0b-4532-a63f-132977de11af,ZW.250,,920102.553657532,4429.99000247195
524,VH14,-1,-1.2,-1.2,-1,,,1,2,8,de751590-f289-48c2-85f5-266b17fbce84,ZR.241,,101840.737503052,1291.55566331892
525,VH109,-1.6,-1.6,-1.6,-1.6,,,1,9,1,9d396422-afd8-429b-9362-aab03f6cbc33,ZR.246,,881407.019226074,6388.41917969637
526,WESTH 07,2.8,2.35,2.35,2.8,,,2,4,3,b032d7d0-9504-46b8-ba6f-98ba0ec39423,ZW.250,,3380841.76992798,11071.8794365051
527,VH113A,-1.3,-1.4,-1.4,-1.3,,,1,16,1,d1329692-40b7-4a9b-b84c-ec07201b5902,ZR.246,,258052.397712708,2333.93784162984
528,VH78A,-2.94,-3.1,-3.1,-2.94,,,1,6,1,1f2d2478-2855-49cf-9e8f-cb80e41d721d,ZR.246,,241449.101173401,2256.99841219141
529,WESTH 01,4.5,4.2,4.2,4.5,,,2,4,3,9f6acb81-9422-423a-bf2d-4e3ba470c162,ZW.250,,404460.424461365,6278.75594959137
530,WESTH 11,3.8,3.55,3.55,3.8,,,2,4,3,a0f174e7-e740-4b23-904f-16798d14c960,ZW.250,,174944.377998352,1821.71522825548
531,WESTH 06,3.2,3,3,3.2,,,2,4,3,e66364ac-7ebf-466b-9c3a-6ca567e90c97,ZW.250,,1804884.85178375,6431.52620277826
532,WESTH 12,3.45,3.27,3.27,3.45,,,2,4,3,ff76f5cd-f0c8-4db1-864b-79d01a063e4c,ZW.250,,153932.50390625,1731.65076387881
533,MV064,13.15,13.15,13.15,13.15,,,2,17,6,26c6798c-61a1-45f1-a429-e6a1f58c98a5,ZW.250,,283886.969589233,2813.18089127166
534,MV066,12.93,12.93,12.93,12.93,,,2,17,6,df6b1eff-8052-46ed-af39-62a43180bafe,ZW.250,,228407.794822693,2417.04616349907
535,MV071,11.7,11.3,11.3,11.7,,,2,13,10,c85853ce-8415-4c89-bbf9-91c85f932d40,ZW.250,,402693.253211975,3147.45026432206
536,MV072,12.4,11.9,11.9,12.4,,,2,13,10,3e0a32b4-c3b9-4f2c-befb-9b3f23b27089,ZW.250,,440954.374259949,3462.67323036715
537,MV074,11.8,11.65,11.65,11.8,,,2,13,10,746613a4-d3c7-4e3f-b3cf-3569653015d5,ZW.250,,128661.992546082,1611.73569389564
538,MV075,11.75,11.65,11.65,11.75,,,2,17,6,7851c199-413e-463b-bd94-5c5197d11c33,ZW.250,,245385.839065552,2343.73795388023
539,MV076,11.6,11.6,11.6,11.6,,,2,17,6,94ae5144-b760-4e37-bb20-605ff6fadc46,ZW.250,,132379.768692017,1894.69993874854
540,VL209,0.9,0.6,0.6,0.9,,,1,20,7,b1590727-d705-4d66-9882-75bb2e8d8ed9,ZR.246,,2478931.50832367,6544.83232674732
541,VL161,3.55,3.4,3.4,3.55,,,1,20,7,0253027f-3386-4cd5-a0c6-a1e9febe0ffa,ZR.246,,614742.165222168,3863.63069231485
542,VL182,5.9,5.6,5.6,5.9,,,1,20,7,c36e61d9-f840-424d-92ad-8370e40fd600,ZR.246,,174699.868156433,2108.71130713982
543,VL162,4.1,3.85,3.85,4.1,,,1,20,7,877e5ef9-b4f7-4125-97aa-f74bfa6cc5c0,ZR.246,,646135.680473328,4916.07521381929
544,526,3.9,3.9,3.9,3.9,,,4,47,17,4902c65e-ecd5-4833-a070-03d85ef9f587,IJ.242,,1621383.69073486,6343.19463896042
545,VL205,2,2,2,2,,,1,20,7,d4d59fbe-125b-4bdd-990c-6fba39683c17,ZR.246,,620619.335914612,4014.62059102302
546,VL163,5.1,4.95,4.95,5.1,,,1,20,7,44eb262c-6b15-459d-85cf-ff3f9bfc54fa,ZR.246,,411308.722076416,3117.53352614776
547,VL208,2.65,2.45,2.45,2.65,,,1,20,7,fc0221da-e977-4fac-a8ca-fb6fddf46ce6,ZR.246,,340013.294868469,2519.6362274378
548,VL164,5.2,4.95,4.95,5.2,,,1,20,7,42cfaf93-6e42-450c-8e29-d4ca8db56e03,ZR.246,,860097.87437439,4596.72894555504
549,VH103,-0.2,-0.4,-0.4,-0.2,,,1,16,1,e697cc5b-34c7-453b-8c52-243d4645fd60,ZR.246,,21867.2251815796,662.31703916478
550,OV623,2.2,1.9,1.9,2.2,,,2,22,2,fdeb3da6-f557-467e-b573-ac35b3b412ed,ZW.250,,37125.9094390869,5000.80943227312
551,OV625,16.76,16.76,16.76,16.76,,,2,10,2,c5541771-2dd5-44a1-8674-ae5d271431e9,ZW.250,,25299.8410568237,5919.34678220531
552,OV626,,,,,,,2,10,11,f331ab1a-821c-4981-b2ba-e45b89d9d762,ZW.250,,22289.7920761108,5893.29590283727
553,WESTH 02,4,3.65,3.65,4,,,2,4,3,1907fece-2abf-444c-916b-d60c7d7aae6d,ZW.250,,2656550.65766144,10013.9955384062
554,WESTH 03,3.6,3.4,3.4,3.6,,,2,4,3,8ce1d169-d447-4778-9c71-bc77698c3eb4,ZW.250,,1099184.27692413,4985.23135170375
555,WESTH 04,3.25,2.9,2.9,3.25,,,2,4,3,cddfbeeb-ee86-43b1-b3b0-5b64302e6dc1,ZW.250,,711269.057785034,4132.45304679313
556,WESTH 10,2.85,2.65,2.65,2.85,,,2,4,3,29197f00-49e5-468c-993c-1c63c7c1466d,ZW.250,,679082.90802002,4644.27071169472
557,WESTH 05,3,2.75,2.75,3,,,2,4,3,ab4a6d19-7954-42f4-852c-9834c0ae9c63,ZW.250,,805329.641555786,4905.7866594408
558,MV084,8.1,7.85,7.85,8.1,,,2,17,6,7c104442-83b0-4638-a367-0ddc6139612f,ZW.250,,148110.185943604,3300.62336475547
559,MV086,6.49,6.49,6.49,6.49,,,2,13,10,cbe75688-6610-487f-960b-18c08f076cb5,ZW.250,,133583.739501953,2206.04386447411
560,MV090,6.3,5.85,5.85,6.3,,,2,13,10,78900aaf-d3c3-4055-a065-2074668e357c,ZW.250,,57677.0858230591,1404.65320630879
561,MV092,5.5,5.2,5.2,5.5,,,2,13,10,d65d0ab5-ffb2-472a-89e6-2a9e832bc128,ZW.250,,847984.993080139,4817.57069136429
562,MV094,6.1,5.8,5.8,6.1,,,2,13,10,2f648510-5ee8-4163-9a27-a32a4a986fcf,ZW.250,,532829.073814392,3904.07284252197
563,MV100,6.4,6.4,6.4,6.4,,,2,17,6,277f94b9-a398-451c-8de1-6a423fa03473,ZW.250,,379165.314949036,5961.79252567148
564,MV102,6.8,6.5,6.5,6.8,,,2,17,6,4e8e76da-6772-4f8a-806b-5a824869d0d0,ZW.250,,1493263.01985931,5355.85371666399
565,VL183,2.35,2,2,2.35,,,1,20,7,ea7e001a-b7a4-4d7f-aaa3-64ce17ee5135,ZR.246,,667100.410644531,3737.55068833424
566,VL185,1.75,1.35,1.35,1.75,,,1,20,7,fb8b8256-ded0-4728-ab52-7fe5e2f1f9f2,ZR.246,,1360856.94332123,5535.86876409937
