FID,dcpstate,repcode,uwwcode,dcpcode,dcpname,dcpnuts,dcplatitud,dcplongitu,dcpwaterbo,dcpirrigat,dcptypeofr,rcacode,dcpsurface,dcpwater_1,dcpnotaffe,dcpmsprovi,dcpcomacce,dcpgroundw,dcpreceivi,dcpwfdsubu,dcpwfdrbd,dcpwater_2,dcpgroun_1,dcprecei_1,dcpwfdsu_1,dcpwfdrbdr,dcpbeginli,dcpendlife,dcpremarks,gdb_geomattr_data,shape
rsa__lozingspunten.99,1,NL2020,NL07002,NLDP07002,DISCHARGE POINT  UWWTP AALTEN,NL225,51.911367,6.567483,FW, ,A58,NL2014,1, , , , , ,NL06723,NLRN,NLRN, , , , , , , , ,,POINT (51.91136666 6.567483330000016)
rsa__lozingspunten.100,1,NL2020,NL07006,NLDP07006,DISCHARGE POINT  UWWTP WEHL,NL225,51.968283,6.212517,FW, ,A58,NL2014,1, , , , , ,NL06310,NLRN,NLRN, , , , , , , , ,,POINT (51.96828333000002 6.212516660000006)
rsa__lozingspunten.101,1,NL2020,NL07014,NLDP07014,DISCHARGE POINT  UWWTP RUURLO,NL225,52.090183,6.4389,FW, ,A58,NL2014,1, , , , , ,NL07582,NLRN,NLRN, , , , , , , , ,,POINT (52.09018333 6.43889999999999)
rsa__lozingspunten.102,1,NL2020,NL07015,NLDP07015,DISCHARGE POINT  UWWTP LICHTENVOORDE,NL225,51.99885,6.56185,FW, ,A58,NL2014,1, , , , , ,NL07218,NLRN,NLRN, , , , , , , , ,,POINT (51.998850000000004 6.561849999999993)
rsa__lozingspunten.103,1,NL2020,NL07016,NLDP07016,DISCHARGE POINT  UWWTP WINTERSWIJK,NL225,51.98635,6.7046,FW, ,A58,NL2014,1, , , , , ,NL07831,NLRN,NLRN, , , , , , , , ,,POINT (51.986350000000016 6.704600000000028)
rsa__lozingspunten.104,1,NL2020,NL07017,NLDP07017,DISCHARGE POINT  UWWTP VARSSEVELD,NL225,51.95585,6.461133,FW, ,A58,NL2014,1, , , , , ,NL07058,NLRN,NLRN, , , , , , , , ,,POINT (51.95585 6.461133329999996)
rsa__lozingspunten.105,1,NL2020,NL07018,NLDP07018,DISCHARGE POINT  UWWTP DINXPERLO,NL225,51.854067,6.470317,FW, ,A58,NL2014,1, , , , , ,NL06456,NLRN,NLRN, , , , , , , , ,,POINT (51.85406666 6.47031665999998)
rsa__lozingspunten.106,1,NL2020,NL07019,NLDP07019,DISCHARGE POINT  UWWTP ZUTPHEN,NL225,52.164367,6.187083,FW, ,A58,NL2014,1, , , , , ,NL09052,NLRN,NLRN, , , , , , , , ,,POINT (52.164366659999985 6.187083330000007)
rsa__lozingspunten.107,1,NL2020,NL07020,NLDP07020,DISCHARGE POINT  UWWTP NIEUWGRAAF,NL226,51.976517,5.998483,FW, ,A58,NL2014,1, , , , , ,NL09052,NLRN,NLRN, , , , , , , , ,,POINT (51.976516660000016 5.998483329999999)
rsa__lozingspunten.108,1,NL2020,NL07021,NLDP07021,DISCHARGE POINT  UWWTP OLBURGEN,NL225,52.05575,6.13225,FW, ,A58,NL2014,1, , , , , ,NL09052,NLRN,NLRN, , , , , , , , ,,POINT (52.05574999999999 6.132249999999999)
rsa__lozingspunten.109,1,NL2020,NL07022,NLDP07022,DISCHARGE POINT  UWWTP ETTEN,NL225,51.933667,6.322317,FW, ,A58,NL2014,1, , , , , ,NL06455,NLRN,NLRN, , , , , , , , ,,POINT (51.93366665999997 6.322316660000013)
rsa__lozingspunten.110,1,NL2020,NL07023,NLDP07023,DISCHARGE POINT  UWWTP HAARLO,NL225,52.116817,6.594817,FW, ,A58,NL2014,1, , , , , ,NL08153,NLRN,NLRN, , , , , , , , ,,POINT (52.116816659999984 6.594816659999992)
rsa__lozingspunten.111,1,NL2020,NL08005,NLDP08005,DISCHARGE POINT  UWWTP NIJKERK,NL221,52.23243,5.47497,FW, ,A58,NL2014,1, , , , , ,NL03785,NLRN,NLRN, , , , , , , , ,,POINT (52.23243000000002 5.474969999999985)
rsa__lozingspunten.112,1,NL2020,NL08009,NLDP08009,DISCHARGE POINT  UWWTP ELBURG,NL221,52.4593,5.8313,FW, ,A58,NL2014,1, , , , , ,NL09011,NLRN,NLRN, , , , , , , , ,,POINT (52.459299999999985 5.831299999999999)
rsa__lozingspunten.113,1,NL2020,NL08011,NLDP08011,DISCHARGE POINT  UWWTP HARDERWIJK,NL221,52.358283,5.6294,FW, ,A58,NL2014,1, , , , , ,NL09030,NLRN,NLRN, , , , , , , , ,,POINT (52.358283330000006 5.6293999999999755)
rsa__lozingspunten.114,1,NL2020,NL08016,NLDP08016,DISCHARGE POINT  UWWTP HEERDE,NL221,52.39053,6.05474,FW, ,A58,NL2014,1, , , , , ,NL55100,NLRN,NLRN, , , , , , , , ,,POINT (52.39053000000001 6.054739999999981)
rsa__lozingspunten.115,1,NL2020,NL08017,NLDP08017,DISCHARGE POINT  UWWTP EPE,NL221,52.343233,5.999133,FW, ,A58,NL2014,1, , , , , ,NL03649,NLRN,NLRN, , , , , , , , ,,POINT (52.343233329999975 5.9991333300000065)
rsa__lozingspunten.116,1,NL2020,NL08019,NLDP08019,DISCHARGE POINT  UWWTP BENNEKOM,NL221,51.98652,5.61425,FW, ,A58,NL2014,1, , , , , ,NL02911,NLRN,NLRN, , , , , , , , ,,POINT (51.986519999999985 5.614250000000027)
rsa__lozingspunten.117,1,NL2020,NL08021,NLDP08021,DISCHARGE POINT  UWWTP EDE,NL221,52.040067,5.619383,FW, ,A58,NL2014,1, , , , , ,NL03770,NLRN,NLRN, , , , , , , , ,,POINT (52.04006665999998 5.619383330000005)
rsa__lozingspunten.118,1,NL2020,NL08022,NLDP08022,DISCHARGE POINT  UWWTP APELDOORN,NL221,52.276583,6.112683,FW, ,A58,NL2014,1, , , , , ,NL09052,NLRN,NLRN, , , , , , , , ,,POINT (52.276583329999994 6.112683329999982)
rsa__lozingspunten.119,1,NL2020,NL08023,NLDP08023,DISCHARGE POINT  UWWTP BRUMMEN,NL225,52.091333,6.186833,FW, ,A58,NL2014,1, , , , , ,NL09052,NLRN,NLRN, , , , , , , , ,,POINT (52.09133333 6.186833330000013)
rsa__lozingspunten.120,1,NL2020,NL08024,NLDP08024,DISCHARGE POINT  UWWTP RENKUM,NL226,51.96535,5.72425,FW, ,A58,NL2014,1, , , , , ,NL09050,NLRN,NLRN, , , , , , , , ,,POINT (51.96535 5.724249999999984)
rsa__lozingspunten.121,1,NL2020,NL08025,NLDP08025,DISCHARGE POINT  UWWTP TERWOLDE,NL221,52.262483,6.124533,FW, ,A58,NL2014,1, , , , , ,NL09052,NLRN,NLRN, , , , , , , , ,,POINT (52.26248333000001 6.12453333000002)
rsa__lozingspunten.122,1,NL2020,NL08026,NLDP08026,DISCHARGE POINT  UWWTP HATTEM,NL221,52.489533,6.062883,FW, ,A58,NL2014,1, , , , , ,NL09052,NLRN,NLRN, , , , , , , , ,,POINT (52.48953332999997 6.062883329999977)
rsa__lozingspunten.123,1,NL2020,NL09010,NLDP09010,DISCHARGE POINT  UWWTP GROESBEEK,NL226,51.758767,5.95415,FW, ,A58,NL2014,1, , , , , ,NL06130,NLRN,NLRN, , , , , , , , ,,POINT (51.75876665999999 5.954150000000027)
rsa__lozingspunten.124,1,NL2020,NL09012,NLDP09012,DISCHARGE POINT  UWWTP GELDERMALSEN,NL224,51.887283,5.276817,FW, ,A58,NL2014,1, , , , , ,NL55105,NLRN,NLRN, , , , , , , , ,,POINT (51.88728333 5.276816660000009)
rsa__lozingspunten.125,1,NL2020,NL09013,NLDP09013,DISCHARGE POINT  UWWTP ASPEREN,NL224,51.8834,5.11125,FW, ,A58,NL2014,1, , , , , ,NL55105,NLRN,NLRN, , , , , , , , ,,POINT (51.883399999999995 5.111249999999984)
rsa__lozingspunten.126,1,NL2020,NL09015,NLDP09015,DISCHARGE POINT  UWWTP VALBURG,NL226,51.910033,5.7825,FW, ,A58,NL2014,1, , , , , ,NL05303,NLRN,NLRN, , , , , , , , ,,POINT (51.910033329999976 5.782500000000027)
rsa__lozingspunten.127,1,NL2020,NL09016,NLDP09016,DISCHARGE POINT  UWWTP ARNHEM,NL226,51.96795,5.857017,FW, ,A58,NL2014,1, , , , , ,NL99987,NLRN,NLRN, , , , , , , , ,,POINT (51.96794999999997 5.857016659999999)
rsa__lozingspunten.128,1,NL2020,NL09017,NLDP09017,DISCHARGE POINT  UWWTP BERGHAREN,NL226,51.8448,5.642617,FW, ,A58,NL2014,1, , , , , ,NL05945,NLRN,NLRN, , , , , , , , ,,POINT (51.84480000000002 5.642616659999987)
rsa__lozingspunten.129,1,NL2020,NL09019,NLDP09019,DISCHARGE POINT  UWWTP CULEMBORG,NL224,51.9623,5.21805,FW, ,A58,NL2014,1, , , , , ,NL55112,NLRN,NLRN, , , , , , , , ,,POINT (51.96230000000003 5.218050000000005)
rsa__lozingspunten.130,1,NL2020,NL09020,NLDP09020,DISCHARGE POINT  UWWTP OVERASSELT,NL226,51.755983,5.80135,FW, ,A58,NL2014,1, , , , , ,NL00001,NLMS,NLMS, , , , , , , , ,,POINT (51.75598332999999 5.8013500000000136)
rsa__lozingspunten.131,1,NL2020,NL09024,NLDP09024,DISCHARGE POINT  UWWTP NIJMEGEN,NL226,51.873683,5.800467,FW, ,A58,NL2014,1, , , , , ,NL00468,NLRN,NLRN, , , , , , , , ,,POINT (51.873683330000006 5.800466659999984)
rsa__lozingspunten.132,1,NL2020,NL09025,NLDP09025,DISCHARGE POINT  UWWTP TIEL,NL224,51.91915,5.434483,FW, ,A58,NL2014,1, , , , , ,NL09903,NLRN,NLRN, , , , , , , , ,,POINT (51.91915 5.434483329999978)
rsa__lozingspunten.133,1,NL2020,NL09026,NLDP09026,DISCHARGE POINT  UWWTP DODEWAARD,NL224,51.925717,5.6329,FW, ,A58,NL2014,1, , , , , ,NL55105,NLRN,NLRN, , , , , , , , ,,POINT (51.92571665999998 5.6329000000000065)
rsa__lozingspunten.134,1,NL2020,NL09027,NLDP09027,DISCHARGE POINT  UWWTP DRUTEN,NL226,51.898833,5.592067,FW, ,A58,NL2014,1, , , , , ,NL00468,NLRN,NLRN, , , , , , , , ,,POINT (51.89883333 5.59206666)
rsa__lozingspunten.135,1,NL2020,NL09029,NLDP09029,DISCHARGE POINT  UWWTP AALST,NL224,51.812533,5.127883,FW, ,A58,NL2014,1, , , , , ,NL00468,NLRN,NLRN, , , , , , , , ,,POINT (51.81253333000001 5.127883329999975)
rsa__lozingspunten.136,1,NL2020,NL09030,NLDP09030,DISCHARGE POINT  UWWTP MAASBOMMEL,NL224,51.82955,5.521383,FW, ,A58,NL2014,1, , , , , ,NL05790,NLRN,NLRN, , , , , , , , ,,POINT (51.82954999999998 5.521383329999992)
rsa__lozingspunten.137,1,NL2020,NL09031,NLDP09031,DISCHARGE POINT  UWWTP BEESD,NL224,51.8963,5.169567,FW, ,A58,NL2014,1, , , , , ,NL55105,NLRN,NLRN, , , , , , , , ,,POINT (51.8963 5.169566659999987)
rsa__lozingspunten.138,1,NL2020,NL09032,NLDP09032,DISCHARGE POINT  UWWTP ZETTEN,NL226,51.936317,5.712933,FW, ,A58,NL2014,1, , , , , ,NL55105,NLRN,NLRN, , , , , , , , ,,POINT (51.93631665999999 5.7129333299999985)
rsa__lozingspunten.139,1,NL2020,NL09034,NLDP09034,DISCHARGE POINT  UWWTP ECK EN WIEL,NL224,51.983317,5.4571,FW, ,A58,NL2014,1, , , , , ,NL09050,NLRN,NLRN, , , , , , , , ,,POINT (51.983316660000014 5.457100000000025)
rsa__lozingspunten.140,1,NL2020,NL09037,NLDP09037,DISCHARGE POINT  UWWTP GORINCHEM OOST,NL33A,51.8414,4.98955,FW, ,A58,NL2014,1, , , , , ,NL55105,NLRN,NLRN, , , , , , , , ,,POINT (51.84140000000002 4.989550000000008)
rsa__lozingspunten.141,1,NL2020,NL09038,NLDP09038,DISCHARGE POINT  UWWTP GENDT,NL226,51.872933,5.937483,FW, ,A58,NL2014,1, , , , , ,NL00468,NLRN,NLRN, , , , , , , , ,,POINT (51.87293333000002 5.9374833300000205)
rsa__lozingspunten.142,1,NL2020,NL09039,NLDP09039,DISCHARGE POINT  UWWTP DREUMEL,NL224,51.827633,5.439383,FW, ,A58,NL2014,1, , , , , ,NL05685,NLRN,NLRN, , , , , , , , ,,POINT (51.827633330000026 5.439383329999998)
rsa__lozingspunten.143,1,NL2020,NL09040,NLDP09040,DISCHARGE POINT  UWWTP HAAFTEN,NL224,51.73535,5.1169,FW, ,A58,NL2014,1, , , , , ,NL00468,NLRN,NLRN, , , , , , , , ,,POINT (51.73534999999998 5.116899999999987)
rsa__lozingspunten.144,1,NL2020,NL09041,NLDP09041,DISCHARGE POINT  UWWTP ZALTBOMMEL,NL224,51.813767,5.237433,FW, ,A58,NL2014,1, , , , , ,NL00468,NLRN,NLRN, , , , , , , , ,,POINT (51.81376666 5.237433329999988)
rsa__lozingspunten.145,1,NL2020,NL09042,NLDP09042,DISCHARGE POINT  UWWTP MILLINGEN,NL226,51.872983,6.032167,FW, ,A58,NL2014,1, , , , , ,NL09055,NLRN,NLRN, , , , , , , , ,,POINT (51.87298333000001 6.032166659999973)
rsa__lozingspunten.146,1,NL2020,NL09043,NLDP09043,DISCHARGE POINT  UWWTP LIENDEN,NL224,51.967167,5.539767,FW, ,A58,NL2014,1, , , , , ,NL09050,NLRN,NLRN, , , , , , , , ,,POINT (51.967166659999975 5.539766659999998)
rsa__lozingspunten.147,1,NL2020,NL10001,NLDP10001,DISCHARGE POINT  UWWTP ZEIST,NL310,52.08665,5.212417,FW, ,A58,NL2014,1, , , , , ,NL02424,NLRN,NLRN, , , , , , , , ,,POINT (52.08665000000002 5.212416659999974)
rsa__lozingspunten.148,1,NL2020,NL10003,NLDP10003,DISCHARGE POINT  UWWTP DE BILT,NL310,52.099683,5.165367,FW, ,A58,NL2014,1, , , , , ,NL02424,NLRN,NLRN, , , , , , , , ,,POINT (52.099683330000005 5.165366660000018)
rsa__lozingspunten.149,1,NL2020,NL10008,NLDP10008,DISCHARGE POINT  UWWTP DRIEBERGEN,NL310,52.0446,5.260133,FW, ,A58,NL2014,1, , , , , ,NL02492,NLRN,NLRN, , , , , , , , ,,POINT (52.0446 5.260133329999974)
rsa__lozingspunten.150,1,NL2020,NL10009,NLDP10009,DISCHARGE POINT  UWWTP UTRECHT,NL310,52.108633,5.105917,FW, ,A58,NL2014,1, , , , , ,NL09910,NLRN,NLRN, , , , , , , , ,,POINT (52.108633329999975 5.105916659999991)
rsa__lozingspunten.151,1,NL2020,NL10010,NLDP10010,DISCHARGE POINT  UWWTP SOEST,NL310,52.1938,5.309683,FW, ,A58,NL2014,1, , , , , ,NL02910,NLRN,NLRN, , , , , , , , ,,POINT (52.19380000000001 5.309683329999984)
rsa__lozingspunten.152,1,NL2020,NL10011,NLDP10011,DISCHARGE POINT  UWWTP MAARSSENBROEK,NL310,52.126083,5.05445,FW, ,A58,NL2014,1, , , , , ,NL01547,NLRN,NLRN, , , , , , , , ,,POINT (52.12608332999997 5.054449999999974)
rsa__lozingspunten.153,1,NL2020,NL10012,NLDP10012,DISCHARGE POINT  UWWTP DE MEERN,NL310,52.089283,5.000833,FW, ,A58,NL2014,1, , , , , ,NL02372,NLRN,NLRN, , , , , , , , ,,POINT (52.08928333 5.000833329999978)
rsa__lozingspunten.154,1,NL2020,NL10020,NLDP10020,DISCHARGE POINT  UWWTP WOUDENBERG,NL310,52.08865,5.4514,FW, ,A58,NL2014,1, , , , , ,NL02911,NLRN,NLRN, , , , , , , , ,,POINT (52.08864999999997 5.451399999999978)
rsa__lozingspunten.155,1,NL2020,NL10021,NLDP10021,DISCHARGE POINT  UWWTP VEENENDAAL,NL310,52.040917,5.5265,FW, ,A58,NL2014,1, , , , , ,NL02911,NLRN,NLRN, , , , , , , , ,,POINT (52.04091665999999 5.526499999999999)
rsa__lozingspunten.156,1,NL2020,NL10024,NLDP10024,DISCHARGE POINT  UWWTP MONTFOORT,NL310,52.04161,4.93908,FW, ,A58,NL2014,1, , , , , ,NL09120,NLRN,NLRN, , , , , , , , ,,POINT (52.04160999999999 4.93907999999999)
rsa__lozingspunten.157,1,NL2020,NL10025,NLDP10025,DISCHARGE POINT  UWWTP BUNNIK,NL310,52.063367,5.213667,FW, ,A58,NL2014,1, , , , , ,NL02419,NLRN,NLRN, , , , , , , , ,,POINT (52.063366659999986 5.213666660000001)
rsa__lozingspunten.158,1,NL2020,NL10027,NLDP10027,DISCHARGE POINT  UWWTP AMERSFOORT,NL310,52.175667,5.34905,FW, ,A58,NL2014,1, , , , , ,NL02910,NLRN,NLRN, , , , , , , , ,,POINT (52.17566665999999 5.349049999999977)
rsa__lozingspunten.159,1,NL2020,NL10028,NLDP10028,DISCHARGE POINT  UWWTP NIEUWEGEIN,NL310,51.99785,5.07375,FW, ,A58,NL2014,1, , , , , ,NL55112,NLRN,NLRN, , , , , , , , ,,POINT (51.99785000000003 5.073750000000018)
rsa__lozingspunten.160,1,NL2020,NL10029,NLDP10029,DISCHARGE POINT  UWWTP WIJK BIJ DUURSTEDE,NL310,51.975417,5.292017,FW, ,A58,NL2014,1, , , , , ,NL01547,NLRN,NLRN, , , , , , , , ,,POINT (51.97541666000001 5.292016660000002)
rsa__lozingspunten.161,1,NL2020,NL10030,NLDP10030,DISCHARGE POINT  UWWTP MAARSSEN,NL310,52.14925,5.033617,FW, ,A58,NL2014,1, , , , , ,NL09910,NLRN,NLRN, , , , , , , , ,,POINT (52.149249999999995 5.033616660000007)
rsa__lozingspunten.162,1,NL2020,NL10031,NLDP10031,DISCHARGE POINT  UWWTP BREUKELEN,NL310,52.165317,4.9955,FW, ,A58,NL2014,1, , , , , ,NL01547,NLRN,NLRN, , , , , , , , ,,POINT (52.165316659999974 4.995499999999993)
rsa__lozingspunten.163,1,NL2020,NL10032,NLDP10032,DISCHARGE POINT  UWWTP OUDEWATER,NL310,52.0201,4.854583,FW, ,A58,NL2014,1, , , , , ,NL09120,NLRN,NLRN, , , , , , , , ,,POINT (52.02010000000001 4.854583330000025)
rsa__lozingspunten.164,1,NL2020,NL10034,NLDP10034,DISCHARGE POINT  UWWTP DE RONDE VENEN (MIJDRECHT),NL310,52.24295,4.855717,FW, ,A58,NL2014,1, , , , , ,NL00523,NLRN,NLRN, , , , , , , , ,,POINT (52.24295000000001 4.855716659999985)
rsa__lozingspunten.165,1,NL2020,NL10035,NLDP10035,DISCHARGE POINT  UWWTP RHENEN,NL310,51.969933,5.534183,FW, ,A58,NL2014,1, , , , , ,NL09050,NLRN,NLRN, , , , , , , , ,,POINT (51.96993333 5.534183330000019)
rsa__lozingspunten.166,1,NL2020,NL10036,NLDP10036,DISCHARGE POINT  UWWTP HOUTEN,NL310,52.022333,5.134433,FW, ,A58,NL2014,1, , , , , ,NL01547,NLRN,NLRN, , , , , , , , ,,POINT (52.02233332999998 5.134433329999979)
rsa__lozingspunten.167,1,NL2020,NL10037,NLDP10037,DISCHARGE POINT  UWWTP LOENEN AD VECHT,NL310,52.224717,5.006833,FW, ,A58,NL2014,1, , , , , ,NL01547,NLRN,NLRN, , , , , , , , ,,POINT (52.22471666000001 5.006833330000006)
rsa__lozingspunten.168,1,NL2020,NL10038,NLDP10038,DISCHARGE POINT  UWWTP LOPIK,NL310,51.963067,4.953983,FW, ,A58,NL2014,1, , , , , ,NL55112,NLRN,NLRN, , , , , , , , ,,POINT (51.96306665999998 4.953983330000028)
rsa__lozingspunten.169,1,NL2020,NL11004,NLDP11004,DISCHARGE POINT  UWWTP HILVERSUM-OOST,NL327,52.252717,5.243667,FW, ,A58,NL2014,1, , , , , ,NL09900,NLRN,NLRN, , , , , , , , ,,POINT (52.252716659999976 5.243666659999974)
rsa__lozingspunten.170,1,NL2020,NL11005,NLDP11005,DISCHARGE POINT  UWWTP AMSTELVEEN,NL329,52.311567,4.90505,FW, ,A58,NL2014,1, , , , , ,NL01520,NLRN,NLRN, , , , , , , , ,,POINT (52.31156665999998 4.905050000000017)
rsa__lozingspunten.171,1,NL2020,NL11006,NLDP11006,DISCHARGE POINT  UWWTP UITHOORN,NL329,52.23455,4.83605,FW, ,A58,NL2014,1, , , , , ,NL01520,NLRN,NLRN, , , , , , , , ,,POINT (52.23455000000001 4.83605)
rsa__lozingspunten.172,1,NL2020,NL11008,NLDP11008,DISCHARGE POINT  UWWTP BLARICUM GOOIERGRACHT,NL327,52.26435,5.251567,FW, ,A58,NL2014,1, , , , , ,NL09900,NLRN,NLRN, , , , , , , , ,,POINT (52.26434999999998 5.25156665999998)
rsa__lozingspunten.173,1,NL2020,NL11010,NLDP11010,DISCHARGE POINT  UWWTP WEESP,NL327,52.325367,5.017667,FW, ,A58,NL2014,1, , , , , ,NL01547,NLRN,NLRN, , , , , , , , ,,POINT (52.325366659999986 5.017666659999975)
rsa__lozingspunten.174,1,NL2020,NL11012,NLDP11012,DISCHARGE POINT  UWWTP HUIZEN,NL327,52.311883,5.241717,FW, ,A58,NL2014,1, , , , , ,NL09003,NLRN,NLRN, , , , , , , , ,,POINT (52.31188333 5.241716660000009)
rsa__lozingspunten.175,1,NL2020,NL11013,NLDP11013,DISCHARGE POINT  UWWTP HORSTERMEER,NL327,52.2487,5.04675,FW, ,A58,NL2014,1, , , , , ,NL01550,NLRN,NLRN, , , , , , , , ,,POINT (52.248699999999985 5.0467499999999745)
rsa__lozingspunten.176,1,NL2020,NL11014,NLDP11014,DISCHARGE POINT  UWWTP AMSTERDAM-WEST,NL329,52.398533,4.75715,FW, ,A58,NL2014,1, , , , , ,NL01465,NLRN,NLRN, , , , , , , , ,,POINT (52.39853333000002 4.757150000000024)
rsa__lozingspunten.177,1,NL2020,NL12001,NLDP12001,DISCHARGE POINT  UWWTP HEILOO,NL328,52.5885,4.755633,FW, ,A58,NL2014,1, , , , , ,NL09111,NLRN,NLRN, , , , , , , , ,,POINT (52.58850000000001 4.755633330000023)
rsa__lozingspunten.178,1,NL2020,NL12006,NLDP12006,DISCHARGE POINT  UWWTP ALKMAAR,NL328,52.645133,4.744017,FW, ,A58,NL2014,1, , , , , ,NL09111,NLRN,NLRN, , , , , , , , ,,POINT (52.64513333000002 4.74401666)
rsa__lozingspunten.179,1,NL2020,NL12010,NLDP12010,DISCHARGE POINT  UWWTP ZAANDAM-OOST,NL325,52.416017,4.862467,FW, ,A58,NL2014,1, , , , , ,NL01465,NLRN,NLRN, , , , , , , , ,,POINT (52.416016660000025 4.8624666599999955)
rsa__lozingspunten.180,1,NL2020,NL12012,NLDP12012,DISCHARGE POINT  UWWTP EVERSTEKOOG,NL321,53.076117,4.7802,FW, ,A58,NL2014,1, , , , , ,NL01600,NLRN,NLRN, , , , , , , , ,,POINT (53.076116660000025 4.780199999999979)
rsa__lozingspunten.181,1,NL2020,NL12013,NLDP12013,DISCHARGE POINT  UWWTP GEESTMERAMBACHT,NL321,52.691967,4.728517,FW, ,A58,NL2014,1, , , , , ,NL09111,NLRN,NLRN, , , , , , , , ,,POINT (52.69196665999999 4.728516660000025)
rsa__lozingspunten.182,1,NL2020,NL12014,NLDP12014,DISCHARGE POINT  UWWTP BEEMSTER (ZO-BEEMSTER),NL329,52.514633,4.91285,FW, ,A58,NL2014,1, , , , , ,NL09111,NLRN,NLRN, , , , , , , , ,,POINT (52.51463332999998 4.912849999999992)
rsa__lozingspunten.183,1,NL2020,NL12016,NLDP12016,DISCHARGE POINT  UWWTP KATWOUDE,NL329,52.480883,5.0295,FW, ,A58,NL2014,1, , , , , ,NL01403,NLRN,NLRN, , , , , , , , ,,POINT (52.48088332999998 5.0294999999999845)
rsa__lozingspunten.184,1,NL2020,NL12018,NLDP12018,DISCHARGE POINT  UWWTP WIERINGEN,NL321,52.943517,5.040133,CW, ,A58,NL2014,1, , , , , ,NL09068,NLRN,NLRN, , , , , , , , ,,POINT (52.94351666 5.040133330000003)
rsa__lozingspunten.185,1,NL2020,NL12019,NLDP12019,DISCHARGE POINT  UWWTP DE STOLPEN,NL321,52.809733,4.735833,FW, ,A58,NL2014,1, , , , , ,NL09111,NLRN,NLRN, , , , , , , , ,,POINT (52.80973332999997 4.735833329999991)
rsa__lozingspunten.186,1,NL2020,NL12021,NLDP12021,DISCHARGE POINT  UWWTP WERVERSHOOF,NL321,52.739517,5.1474,FW, ,A58,NL2014,1, , , , , ,NL01217,NLRN,NLRN, , , , , , , , ,,POINT (52.73951665999999 5.147400000000005)
rsa__lozingspunten.187,1,NL2020,NL12022,NLDP12022,DISCHARGE POINT  UWWTP BEVERWIJK,NL323,52.472333,4.6659,FW, ,A58,NL2014,1, , , , , ,NL01465,NLRN,NLRN, , , , , , , , ,,POINT (52.472333330000026 4.665900000000022)
rsa__lozingspunten.188,1,NL2020,NL12023,NLDP12023,DISCHARGE POINT  UWWTP DEN HELDER,NL321,52.928433,4.788167,FW, ,A58,NL2014,1, , , , , ,NL09111,NLRN,NLRN, , , , , , , , ,,POINT (52.92843333000002 4.788166660000002)
rsa__lozingspunten.189,1,NL2020,NL12024,NLDP12024,DISCHARGE POINT  UWWTP URSEM,NL321,52.633,4.882767,FW, ,A58,NL2014,1, , , , , ,NL01338,NLRN,NLRN, , , , , , , , ,,POINT (52.63299999999998 4.882766660000016)
rsa__lozingspunten.190,1,NL2020,NL12025,NLDP12025,DISCHARGE POINT  UWWTP WIERINGERMEER,NL321,52.83465,5.022983,FW, ,A58,NL2014,1, , , , , ,NL01178,NLRN,NLRN, , , , , , , , ,,POINT (52.83465000000001 5.022983329999988)
rsa__lozingspunten.191,1,NL2020,NL12026,NLDP12026,DISCHARGE POINT  UWWTP OOSTHUIZEN,NL329,52.578733,4.994783,FW, ,A58,NL2014,1, , , , , ,NL01369,NLRN,NLRN, , , , , , , , ,,POINT (52.57873332999998 4.994783330000018)
rsa__lozingspunten.192,1,NL2020,NL13003,NLDP13003,DISCHARGE POINT  UWWTP VELSEN,NL323,52.460183,4.6604,FW, ,A58,NL2014,1, , , , , ,NL01465,NLRN,NLRN, , , , , , , , ,,POINT (52.46018333000001 4.6603999999999814)
rsa__lozingspunten.193,1,NL2020,NL13004,NLDP13004,DISCHARGE POINT  UWWTP HEEMSTEDE,NL324,52.343683,4.640167,FW, ,A58,NL2014,1, , , , , ,NL01564,NLRN,NLRN, , , , , , , , ,,POINT (52.343683329999976 4.640166659999977)
rsa__lozingspunten.194,1,NL2020,NL13005,NLDP13005,DISCHARGE POINT  UWWTP ZWANENBURG,NL329,52.361783,4.755567,FW, ,A58,NL2014,1, , , , , ,NL01569,NLRN,NLRN, , , , , , , , ,,POINT (52.36178332999998 4.7555666599999995)
rsa__lozingspunten.195,1,NL2020,NL13010,NLDP13010,DISCHARGE POINT  UWWTP HAARLEM-WAARDERPOLDER,NL324,52.403933,4.6626,FW, ,A58,NL2014,1, , , , , ,NL01563,NLRN,NLRN, , , , , , , , ,,POINT (52.40393332999997 4.662599999999998)
rsa__lozingspunten.196,0,NL2020,NL13011,NLDP13011,DISCHARGE POINT  UWWTP RIJSENHOUT,NL329,52.2703,4.74365,FW, ,A58,NL2014,1, , , , , ,NL01569,NLRN,NLRN, , , , , , , , ,,POINT (52.27030000000002 4.743650000000002)
rsa__lozingspunten.197,1,NL2020,NL13012,NLDP13012,DISCHARGE POINT  UWWTP HAARLEM-SCHALKWIJK,NL324,52.36865,4.671883,FW, ,A58,NL2014,1, , , , , ,NL01569,NLRN,NLRN, , , , , , , , ,,POINT (52.36865 4.671883330000014)
rsa__lozingspunten.198,1,NL2020,NL13023,NLDP13023,DISCHARGE POINT  UWWTP NOORDWIJK,NL337,52.217867,4.45085,FW, ,A58,NL2014,1, , , , , ,NL00180,NLRN,NLRN, , , , , , , , ,,POINT (52.21786666000003 4.450850000000003)
