AreaManagerId,AreaId,StartOfPeriod,PeriodName,ExitPossibleAllDay,OpenAllYear,EndOfPeriod
599,599_KRZM,20141001000000,,1,1,
268,268_KELFKB,20141001000000,,0,0,
599,599_OUHA,20141001000000,,1,1,
599,599_PL53,20141001000000,,1,0,
268,268_KEIZK,20141001000000,,0,0,
599,599_STJP,20141001000000,,1,1,
268,268_MOLPDK,20141001000000,,1,0,
988,988_STAT,20141001000000,,1,0,
1742,1742_CPHOL,20161109142742,,1,1,
1742,1742_HGN,20161109142844,,0,0,
1742,1742_CPMAR,20161109142804,,1,1,
1742,1742_DHW,20161109142914,,0,0,
353,353_CPIJS,20150601000000,,1,1,
150,150_NOORD,20160107095910,,1,1,
289,289_ARC,20141101000000,,1,1,
228,228_DIJK,20141101000000,,1,1,
381,381_WES,20141101000000,,1,1,
228,228_BUNS,20141101000000,,1,1,
118,118_MARZ,20141101000000,,1,1,
381,381_GEW,20141101000000,,1,1,
381,381_DEOL,20141101000000,,1,1,
381,381_BRE,20141101000000,,1,1,
381,381_NWBR,20141101000000,,1,1,
289,289_LAWALL,20141101000000,,1,1,
118,118_MARN,20141101000000,,1,1,
345,345_SCHE,20141101000000,,0,0,
289,289_GETORE,20141101000000,,1,1,
228,228_KUIP,20141101000000,,1,1,
321,321_SPOO,20141101000000,,0,0,
321,321_KRUI,20141101000000,,1,1,
715,715_CPBHVN,20200612131544,24/7,1,1,
513,513_VOSSEN,20141101000000,,1,1,
513,513_SCHOUW,20141101000000,,1,1,
513,513_KLEINA,20141101000000,,1,1,
553,553_BLOK,20141101000000,,0,0,
355,355_PRZEI,20200612135924,24/7,1,1,
243,243_P11,20161104164842,,1,1,
243,243_P19,20161104164908,,1,1,
243,243_P9,20161104165738,,1,1,
243,243_P17,20161104165437,,1,0,
243,243_HOUT,20161103133959,,1,0,
268,268_MARBUR,20161115121328,,0,0,
58,58_CPDOK,20150601000000,,1,1,
268,268_PRNOO,20161115115608,,1,1,
268,268_PRLEN,20161115144321,,1,1,
268,268_PRWES,20161115115418,,1,1,
163,163_NIJV,20161124152746,,1,0,
355,355_SLOF,20161125110635,,1,0,
355,355_GEMEE,20161125110339,,0,0,
299,299_MAS,20161121154332,,1,1,
355,355_REMISE,20161125110448,,1,0,
355,355_BELCOU,20161125110200,,1,0,
917,917_WOONB,20160414164526,,1,1,
74,74_CPAKK,20150601000000,,1,1,
74,74_CPTJA,20150601000000,,1,1,
74,84050,20150601000000,,1,1,
74,74_CPHEE,20150601000000,,1,1,
74,74_PRAKK,20150601000000,,1,1,
74,74_CPZUI,20150601000000,,1,1,
74,74_CPCEN,20150601000000,,1,1,
484,484_BOSPAR,20170211151655,,0,0,
553,553_MADE,20141101000000,,0,0,
