FID,DD_BIJGEWERKT,ID,BOOMSOORT,PLANTJAAR,MONUMENTAAL,WAARDEVOL,HERDENKINGSBOOM,BOOMTYPE,STADSDEEL,SNOEICYCLUS,SNOEIPLANNING,STAMDIAMETER,STANDPLAATS,WIJKEN,STRAATNAAM,KAPVERGUNNING,KROONDIAMETER,PARTICIPATIE,HOOGTE,GROEIPLAATSVERBETERING,BOOMSTRUCTUUR,TOEKOMSTVERWACHTING,BESCHRIJVING_QRCODE,HOOGTE_EXACT,GEOMETRIE
GRN_BOMEN.93366,2023-02-02,93366,,0,,,,,,,,,,,,,0,,,,,,,0,POINT (181793.188 426286.723)
GRN_BOMEN.93412,2023-02-02,93412,,0,,,,,,,,,,,,,0,,,,,,,0,POINT (181836.385 426246.04)
GRN_BOMEN.32112,2023-02-02,32112,Quercus robur 0,1975,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2024,0.3 tot 0.5 m,Gras: Schraal gras 3x,Kerkenbos,Smallesteeg,,8,,12 tot 18 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,15.22000027,POINT (181794.177 426320.418)
GRN_BOMEN.31768,2023-02-02,31768,Quercus robur 0,1975,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2024,0.2 tot 0.3 m,Gras: Schraal gras 3x,Kerkenbos,Smallesteeg,,24,,6 tot 12 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,8.09000015,POINT (181800.721 426332.648)
GRN_BOMEN.31773,2023-02-02,31773,Salix alba,1985,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2024,0.5 tot 1.0 m,Gras: Schraal gras 1x,Kerkenbos,Smallesteeg,,12,,12 tot 18 m,,Geen,Normaal (> 15 jaar),,14.93000031,POINT (181904.15 426322.201)
GRN_BOMEN.31774,2023-02-02,31774,Salix alba,1985,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2024,0.5 tot 1.0 m,Gras: Schraal gras 1x,Kerkenbos,Smallesteeg,,16,,18 tot 24 m,,Geen,Normaal (> 15 jaar),,20.11000061,POINT (181910.661 426315.16)
GRN_BOMEN.79311,2023-02-02,79311,Onbekend,0,,,,,Lindenholt,,Snoeien 2024,,Gras: Schraal gras 3x,t Broek,,,0,,12 tot 18 m,,Groenstructuur vlakken,,,13.02000046,POINT (181777.892 426307.367)
GRN_BOMEN.80733,2023-02-02,80733,Quercus robur 0,1950,,,,Vormboom (gekandelaberd),Lindenholt,1x/4 jaar,Snoeien 2024,0.5 tot 1.0 m,Gras: Schraal gras 3x,t Broek,,,0,,6 tot 12 m,,Geen,Verminderd (10 - 15 jaar),,11.15999985,POINT (181796.641 426343.543)
GRN_BOMEN.82173,2023-02-02,82173,Onbekend,0,,,,,Lindenholt,,,,Gras: Schraal gras 3x,t Broek,,,0,,12 tot 18 m,,Geen,,,17.54000092,POINT (181774.445 426299.526)
GRN_BOMEN.83367,2023-02-02,83367,Onbekend,0,,,,,Lindenholt,,Snoeien 2024,,Gras: Schraal gras 3x,t Broek,,,0,,12 tot 18 m,,Groenstructuur vlakken,,,16.43000031,POINT (181787.265 426324.281)
GRN_BOMEN.86853,2023-02-02,86853,Quercus robur 0,1990,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2024,0.3 tot 0.5 m,Gras: Schraal gras 1x,Kerkenbos,,,0,,6 tot 12 m,,Geen,Normaal (> 15 jaar),,10.27000046,POINT (181894.547 426310.256)
GRN_BOMEN.93464,2023-02-02,93464,,0,,,,,,,,,,,,,0,,,,,,,0,POINT (181782.874 426299.063)
GRN_BOMEN.93386,2023-02-02,93386,,0,,,,,,,,,,,,,0,,,,,,,0,POINT (181801.022 426326.004)
GRN_BOMEN.93400,2023-02-02,93400,,0,,,,,,,,,,,,,0,,,,,,,0,POINT (181794.174 426313.004)
GRN_BOMEN.93454,2023-02-02,93454,,0,,,,,,,,,,,,,0,,,,,,,0,POINT (181798.348 426329.946)
GRN_BOMEN.93486,2023-02-02,93486,,0,,,,,,,,,,,,,0,,,,,,,0,POINT (181785.568 426303.313)
GRN_BOMEN.93521,2023-02-02,93521,,0,,,,,,,,,,,,,0,,,,,,,0,POINT (181803.18 426329.955)
GRN_BOMEN.32116,2023-02-02,32116,Quercus robur 0,1995,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2023,0.2 tot 0.3 m,Gras: Gazon (B),Kerkenbos,Wijchenseweg,,6,,6 tot 12 m,,Hoofdstructuur,Normaal (> 15 jaar),,11.22999954,POINT (181922.117 426166.121)
GRN_BOMEN.31766,2023-02-02,31766,Quercus robur 0,2012,,,,Niet vrij uitgroeiend,Lindenholt,,Snoeien 2023,tot 0.2 m,Gras: Gazon (B),Kerkenbos,Wijchenseweg,,3,,6 tot 12 m,,Hoofdstructuur,Normaal (> 15 jaar),,6.26000023,POINT (181905.974 426178.24)
GRN_BOMEN.31767,2023-02-02,31767,Quercus robur 0,1940,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2024,0.5 tot 1.0 m,Beplanting: Overig,Kerkenbos,Wijchenseweg,,24,,18 tot 24 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,18.54000092,POINT (181909.838 426225.135)
GRN_BOMEN.32046,2023-02-02,32046,Quercus robur 0,1985,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2023,0.3 tot 0.5 m,Gras: Gazon (B),Kerkenbos,Wijchenseweg,,11,,12 tot 18 m,,Hoofdstructuur,Normaal (> 15 jaar),,12.98999977,POINT (181987.452 426196.64)
GRN_BOMEN.32100,2023-02-02,32100,Quercus robur 0,1995,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2023,0.2 tot 0.3 m,Gras: Gazon (B),Kerkenbos,Wijchenseweg,,9,,6 tot 12 m,,Hoofdstructuur,Normaal (> 15 jaar),,11.51000023,POINT (181910.177 426165.286)
GRN_BOMEN.32123,2023-02-02,32123,Quercus robur 0,1985,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2023,0.2 tot 0.3 m,Gras: Gazon (B),Kerkenbos,Wijchenseweg,,3,,6 tot 12 m,,Hoofdstructuur,Normaal (> 15 jaar),,9.72999954,POINT (181988.392 426170.592)
GRN_BOMEN.32047,2023-02-02,32047,Quercus robur 0,1985,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2023,0.2 tot 0.3 m,Gras: Gazon (B),Kerkenbos,Wijchenseweg,,7,,6 tot 12 m,,Hoofdstructuur,Normaal (> 15 jaar),,11.02000046,POINT (182006.695 426196.508)
GRN_BOMEN.32079,2023-02-02,32079,Quercus robur 0,1985,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2023,0.2 tot 0.3 m,Gras: Gazon (B),Kerkenbos,Wijchenseweg,,8,,12 tot 18 m,,Hoofdstructuur,Normaal (> 15 jaar),,12.35999966,POINT (182028.355 426168.764)
GRN_BOMEN.32045,2023-02-02,32045,Quercus robur 0,1985,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2023,0.3 tot 0.5 m,Gras: Gazon (B),Kerkenbos,Wijchenseweg,,8,,12 tot 18 m,,Hoofdstructuur,Normaal (> 15 jaar),,13.11999989,POINT (181973.796 426196.897)
GRN_BOMEN.32048,2023-02-02,32048,Quercus robur 0,1985,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2023,0.2 tot 0.3 m,Gras: Gazon (B),Kerkenbos,Wijchenseweg,,10,,6 tot 12 m,,Hoofdstructuur,Normaal (> 15 jaar),,10.35000038,POINT (182027.001 426197.656)
GRN_BOMEN.32078,2023-02-02,32078,Quercus robur 0,1985,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2023,0.2 tot 0.3 m,Gras: Gazon (B),Kerkenbos,Wijchenseweg,,7,,12 tot 18 m,,Hoofdstructuur,Normaal (> 15 jaar),,12.68000031,POINT (182008.301 426171.828)
GRN_BOMEN.79656,2023-02-02,79656,Quercus robur 0,1990,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2024,0.3 tot 0.5 m,Verharding,Kerkenbos,,,0,,6 tot 12 m,,Geen,Normaal (> 15 jaar),,9.56000042,POINT (181982.336 426237.495)
GRN_BOMEN.93426,2023-02-02,93426,,0,,,,,,,,,,,,,0,,,,,,,0,POINT (181901.582 426228.968)
GRN_BOMEN.32075,2023-02-02,32075,Alnus glutinosa 0,1980,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2026 (2022),0.3 tot 0.5 m,Gras: Schraal gras 2x,Kerkenbos,Streekpad,,12,,12 tot 18 m,,Geen,Normaal (> 15 jaar),,15.97000027,POINT (182022.063 426057.73)
GRN_BOMEN.32118,2023-02-02,32118,Alnus glutinosa 0,1980,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2026 (2022),0.3 tot 0.5 m,Gras: Schraal gras 2x,Kerkenbos,Streekpad,,8,,12 tot 18 m,,Geen,Normaal (> 15 jaar),,15.82999992,POINT (182033.937 426046.401)
GRN_BOMEN.32126,2023-02-02,32126,Alnus glutinosa 0,1980,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2026 (2022),0.3 tot 0.5 m,Gras: Schraal gras 2x,Kerkenbos,Streekpad,,13,,12 tot 18 m,,Geen,Normaal (> 15 jaar),,17.57999992,POINT (182028.382 426051.63)
GRN_BOMEN.32119,2023-02-02,32119,Alnus glutinosa 0,1980,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2026 (2022),0.3 tot 0.5 m,Gras: Schraal gras 2x,Kerkenbos,Streekpad,,20,,12 tot 18 m,,Geen,Normaal (> 15 jaar),,15.13000011,POINT (182015.091 426065.029)
GRN_BOMEN.31810,2023-02-02,31810,Quercus rubra 0,1985,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2024,0.3 tot 0.5 m,Gras: Gazon (B),Kerkenbos,Kerkenbos 10,,12,,12 tot 18 m,,Geen,Normaal (> 15 jaar),,12.05000019,POINT (182009.676 426448.381)
GRN_BOMEN.1627,2023-02-02,1627,Aesculus x carnea,1980,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2024,0.5 tot 1.0 m,Gras: Gazon (B),Kerkenbos,Kerkenbos 10,,12,,12 tot 18 m,,Geen,Normaal (> 15 jaar),,13.68999958,POINT (181996.37 426424.743)
GRN_BOMEN.31805,2023-02-02,31805,Quercus robur 0,1985,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2024,0.3 tot 0.5 m,Gras: Gazon (B),Kerkenbos,Kerkenbos 10,,10,,12 tot 18 m,,Geen,Normaal (> 15 jaar),,13.51000023,POINT (182020.3 426486.371)
GRN_BOMEN.1628,2023-02-02,1628,Aesculus x carnea,1980,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2024,0.5 tot 1.0 m,Gras: Gazon (B),Kerkenbos,Kerkenbos 10,,11,,12 tot 18 m,,Geen,Normaal (> 15 jaar),,16.69000053,POINT (182001.77 426433.514)
GRN_BOMEN.31772,2023-02-02,31772,Quercus robur 0,1980,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2024,0.3 tot 0.5 m,Gras: Gazon (B),Kerkenbos,Kerkenbos 10,,7,,12 tot 18 m,,Geen,Normaal (> 15 jaar),,12.14999962,POINT (181975.675 426444.54)
GRN_BOMEN.31804,2023-02-02,31804,Quercus robur 0,1985,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2024,0.3 tot 0.5 m,Gras: Gazon (B),Kerkenbos,Kerkenbos 10,,10,,6 tot 12 m,,Geen,Normaal (> 15 jaar),,11.34000015,POINT (182013.093 426480.598)
GRN_BOMEN.31806,2023-02-02,31806,Quercus robur 0,1985,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2024,0.3 tot 0.5 m,Gras: Gazon (B),Kerkenbos,Kerkenbos 10,,10,,6 tot 12 m,,Geen,Normaal (> 15 jaar),,11.59000015,POINT (182028.858 426490.982)
GRN_BOMEN.31812,2023-02-02,31812,Quercus robur 0,1900,,Ja,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2024,1.0 m of meer,Gras: Gazon (B),Kerkenbos,Kerkenbos 10,,21,,18 tot 24 m,,Geen,Normaal (> 15 jaar),,19.93000031,POINT (182015.055 426424.186)
GRN_BOMEN.31813,2023-02-02,31813,Quercus robur 0,1900,,Ja,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2024,1.0 m of meer,Gras: Gazon (B),Kerkenbos,Kerkenbos 10,,19,,12 tot 18 m,,Geen,Verminderd (10 - 15 jaar),,17.57999992,POINT (182024.427 426441.281)
GRN_BOMEN.48457,2023-02-02,48457,Quercus robur 0,1985,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2024,0.3 tot 0.5 m,Gras: Gazon (B),Kerkenbos,Kerkenbos 10,,8,,6 tot 12 m,,Geen,Normaal (> 15 jaar),,11.48999977,POINT (182025.721 426504.749)
GRN_BOMEN.31842,2023-02-02,31842,Quercus robur 0,1950,,Ja,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2024,0.5 tot 1.0 m,Gras: Schraal gras 3x,t Broek,Smallesteeg,,10,,12 tot 18 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,17.45000076,POINT (181888.305 426500.66)
GRN_BOMEN.34322,2023-02-02,34322,Quercus robur 0,1970,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2024,0.5 tot 1.0 m,Gras: Schraal gras 3x,t Broek,Smallesteeg,,12,,12 tot 18 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,17.80999947,POINT (181866.56 426475.981)
GRN_BOMEN.31793,2023-02-02,31793,Quercus robur 0,1950,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2024,0.5 tot 1.0 m,Gras: Schraal gras 1x,Kerkenbos,Smallesteeg,,8,,12 tot 18 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,15.10000038,POINT (181868.8 426459.459)
GRN_BOMEN.81754,2023-02-02,81754,Quercus robur 0,1970,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2024,0.3 tot 0.5 m,Verharding,Kerkenbos,,,0,,6 tot 12 m,,Geen,Verminderd (10 - 15 jaar),,9.80000019,POINT (181937.163 426435.227)
GRN_BOMEN.31784,2023-02-02,31784,Quercus robur 0,1950,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2024,0.5 tot 1.0 m,Gras: Schraal gras 3x,t Broek,Smallesteeg,,9,,18 tot 24 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,20.62999916,POINT (181851.828 426432.54)
GRN_BOMEN.73171,2023-02-02,73171,Quercus robur 0,2018,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2024,tot 0.2 m,Gras: Schraal gras 3x,t Broek,,,0,,6 tot 12 m,,Gewenste secundaire structuur,Normaal (> 15 jaar),,7.96999979,POINT (181876.596 426479.225)
GRN_BOMEN.31782,2023-02-02,31782,Quercus robur 0,1950,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2024,0.5 tot 1.0 m,Gras: Schraal gras 1x,t Broek,Smallesteeg,,9,,18 tot 24 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,21.04999924,POINT (181849.104 426426.45)
GRN_BOMEN.31845,2023-02-02,31845,Quercus robur 0,1950,,Ja,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2024,0.5 tot 1.0 m,Gras: Schraal gras 1x,t Broek,Smallesteeg,,10,,12 tot 18 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,17.89999962,POINT (181893.57 426510.078)
GRN_BOMEN.1766,2023-02-02,1766,Aesculus hippocastanum 0,1975,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2024,0.3 tot 0.5 m,Gras: Schraal gras 2x,t Broek,Weijbroekweg,,8,,12 tot 18 m,,Secundaire structuur,Normaal (> 15 jaar),,12.06000042,POINT (181980.695 426991.086)
GRN_BOMEN.34454,2023-02-02,34454,Fraxinus excelsior Jaspidea x,1980,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2024,0.2 tot 0.3 m,Gras: Schraal gras 2x,t Broek,Weijbroekweg,,8,,6 tot 12 m,,Groenstructuur vlakken,Verminderd (10 - 15 jaar),,9.75,POINT (181928.99 426900.339)
GRN_BOMEN.34455,2023-02-02,34455,Fraxinus excelsior Jaspidea x,1980,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2024,0.2 tot 0.3 m,Gras: Schraal gras 2x,t Broek,Weijbroekweg,Niet nodig,9,,6 tot 12 m,,Groenstructuur vlakken,Dood,,9.53999996,POINT (181931.126 426910.029)
GRN_BOMEN.34457,2023-02-02,34457,Acer saccharinum,1970,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2024,0.5 tot 1.0 m,Gras: Schraal gras 2x,t Broek,Weijbroekweg,,10,,18 tot 24 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,21.12000084,POINT (181922.247 426913.269)
GRN_BOMEN.34459,2023-02-02,34459,Fraxinus excelsior Jaspidea x,1985,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2024,0.3 tot 0.5 m,Beplanting: Sierplantsoen,t Broek,Weijbroekweg,,13,,6 tot 12 m,,Secundaire structuur,Normaal (> 15 jaar),,10.26000023,POINT (181958.889 426917.504)
GRN_BOMEN.34462,2023-02-02,34462,Fraxinus excelsior Jaspidea x,1985,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2024,0.2 tot 0.3 m,Beplanting: Sierplantsoen,t Broek,Weijbroekweg,,9,,6 tot 12 m,,Secundaire structuur,Normaal (> 15 jaar),,10.85999966,POINT (181962.971 426925.432)
GRN_BOMEN.34463,2023-02-02,34463,Fraxinus excelsior Jaspidea x,1995,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2024,0.3 tot 0.5 m,Beplanting: Sierplantsoen,t Broek,Weijbroekweg,,7,,6 tot 12 m,,Secundaire structuur,Normaal (> 15 jaar),,11.01000023,POINT (181967.304 426933.173)
GRN_BOMEN.34491,2023-02-02,34491,Fraxinus excelsior Jaspidea x,1980,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2024,0.2 tot 0.3 m,Gras: Schraal gras 2x,t Broek,Weijbroekweg,,7,,6 tot 12 m,,Groenstructuur vlakken,Verminderd (10 - 15 jaar),,9.25,POINT (181959.48 426963.001)
GRN_BOMEN.34492,2023-02-02,34492,Fraxinus excelsior Jaspidea x,1980,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2024,0.3 tot 0.5 m,Gras: Schraal gras 2x,t Broek,Weijbroekweg,,9,,6 tot 12 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,10.82999992,POINT (181964.36 426971.607)
GRN_BOMEN.34493,2023-02-02,34493,Fraxinus excelsior Jaspidea x,1980,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2024,0.3 tot 0.5 m,Gras: Schraal gras 2x,t Broek,Weijbroekweg,,10,,6 tot 12 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,10.19999981,POINT (181969.067 426980.204)
GRN_BOMEN.34495,2023-02-02,34495,Fraxinus excelsior Jaspidea x,1980,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2024,0.3 tot 0.5 m,Gras: Schraal gras 2x,t Broek,Weijbroekweg,,8,,12 tot 18 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,13.55000019,POINT (181978.721 426997.834)
GRN_BOMEN.34601,2023-02-02,34601,Fraxinus excelsior Jaspidea x,1980,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2024,0.3 tot 0.5 m,Gras: Schraal gras 1x,t Broek,Weijbroekweg,,6,,6 tot 12 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,10.55000019,POINT (181984.453 427008.544)
GRN_BOMEN.48398,2023-02-02,48398,Fraxinus excelsior Jaspidea x,2000,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2024,0.2 tot 0.3 m,Beplanting: Sierplantsoen,t Broek,Wedesteinbroek  22,,10,,6 tot 12 m,,Secundaire structuur,Normaal (> 15 jaar),,8.02000046,POINT (181953.111 426902.632)
GRN_BOMEN.56662,2023-02-02,56662,Fraxinus excelsior X,1970,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2024,0.3 tot 0.5 m,Beplanting: Bosplantsoen,t Broek,,,12,,12 tot 18 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,14.06000042,POINT (181923.776 426896.8)
GRN_BOMEN.66102,2023-02-02,66102,Fraxinus excelsior Jaspidea x,1995,,,,Niet vrij uitgroeiend,Lindenholt,,Snoeien 2024,0.2 tot 0.3 m,Gras: Schraal gras 2x,t Broek,,Niet nodig,14,,6 tot 12 m,,Secundaire structuur,Dood,,8.25,POINT (181940.53 426928.109)
GRN_BOMEN.66103,2023-02-02,66103,Fraxinus excelsior Jaspidea x,1995,,,,Niet vrij uitgroeiend,Lindenholt,,Snoeien 2024,0.3 tot 0.5 m,Beplanting: Bosplantsoen,t Broek,,Niet nodig,14,,6 tot 12 m,,Secundaire structuur,Dood,,11.63000011,POINT (181945.586 426937.947)
GRN_BOMEN.66104,2023-02-02,66104,Aesculus hippocastanum 0,1985,,,,Niet vrij uitgroeiend,Lindenholt,,Snoeien 2024,0.3 tot 0.5 m,Gras: Schraal gras 2x,t Broek,,,6,,12 tot 18 m,,Secundaire structuur,Verminderd (10 - 15 jaar),,13.27999973,POINT (181952.227 426938.789)
GRN_BOMEN.66105,2023-02-02,66105,Fraxinus excelsior Jaspidea x,1995,,,,Niet vrij uitgroeiend,Lindenholt,,Snoeien 2024,0.2 tot 0.3 m,Gras: Schraal gras 2x,t Broek,,,10,,6 tot 12 m,,Secundaire structuur,Sterk verminderd (5 - 10 jaar),,9.85000038,POINT (181950.235 426945.711)
GRN_BOMEN.67122,2023-02-02,67122,Alnus glutinosa 0,1995,,,,Niet vrij uitgroeiend,Lindenholt,,Snoeien 2024,0.3 tot 0.5 m,Gras: Schraal gras 2x,t Broek,,,9,,12 tot 18 m,,Geen,Normaal (> 15 jaar),,14.85000038,POINT (181937.358 426970.961)
GRN_BOMEN.67723,2023-02-02,67723,Salix alba,2005,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2024,0.2 tot 0.3 m,Gras: Schraal gras 2x,t Broek,,,5,,12 tot 18 m,,Geen,Normaal (> 15 jaar),,15.27999973,POINT (181930.631 426973.178)
GRN_BOMEN.75509,2023-02-02,75509,Acer saccharinum,0,,,,,Lindenholt,,Snoeien 2024,0.5 tot 1.0 m,Beplanting: Bosplantsoen,t Broek,,,0,,18 tot 24 m,,Secundaire structuur,,,21.11000061,POINT (181933.063 426928.354)
GRN_BOMEN.75510,2023-02-02,75510,Acer saccharinum,0,,,,,Lindenholt,,Snoeien 2024,0.5 tot 1.0 m,Beplanting: Bosplantsoen,t Broek,,,0,,18 tot 24 m,,Secundaire structuur,,,20.07999992,POINT (181937.444 426936.676)
GRN_BOMEN.75511,2023-02-02,75511,Carpinus betulus 0,0,,,,,Lindenholt,,Snoeien 2024,0.2 tot 0.3 m,Beplanting: Bosplantsoen,t Broek,,,0,,12 tot 18 m,,Secundaire structuur,,,12.10000038,POINT (181943.627 426933.744)
GRN_BOMEN.75512,2023-02-02,75512,Alnus glutinosa 0,0,,,,,Lindenholt,,Snoeien 2024,0.3 tot 0.5 m,Beplanting: Bosplantsoen,t Broek,,,0,,12 tot 18 m,,Secundaire structuur,,,17.32999992,POINT (181942.206 426938.528)
GRN_BOMEN.75513,2023-02-02,75513,Alnus glutinosa 0,0,,,,,Lindenholt,,Snoeien 2024,0.3 tot 0.5 m,Beplanting: Bosplantsoen,t Broek,,,0,,18 tot 24 m,,Secundaire structuur,,,19.30999947,POINT (181939.296 426939.851)
GRN_BOMEN.75514,2023-02-02,75514,Betula pendula 0,0,,,,,Lindenholt,,Snoeien 2024,tot 0.2 m,Beplanting: Bosplantsoen,t Broek,,,0,,18 tot 24 m,,Secundaire structuur,,,19.30999947,POINT (181940.09 426938.528)
GRN_BOMEN.75515,2023-02-02,75515,Alnus glutinosa 0,0,,,,,Lindenholt,,Snoeien 2024,,Beplanting: Bosplantsoen,t Broek,,,0,,18 tot 24 m,,Groenstructuur vlakken,,,20.15999985,POINT (181928.316 426929.135)
GRN_BOMEN.75517,2023-02-02,75517,Alnus glutinosa 0,0,,,,,Lindenholt,,Snoeien 2024,0.3 tot 0.5 m,Gras: Oever,t Broek,,,0,,18 tot 24 m,,Secundaire structuur,,,20.96999931,POINT (181934.666 426939.057)
GRN_BOMEN.34552,2023-02-02,34552,Quercus robur 0,1985,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2024,0.3 tot 0.5 m,Gras: Gazon (B),t Broek,Holtgesbroek 10,,12,,12 tot 18 m,,Wijkstructuur,Normaal (> 15 jaar),,14.77000046,POINT (181828.832 426814.331)
GRN_BOMEN.34520,2023-02-02,34520,Fraxinus excelsior X,1985,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2024,0.3 tot 0.5 m,Gras: Schraal gras 2x,t Broek,Holtgesbroek 16,,6,,6 tot 12 m,,Wijkstructuur,Normaal (> 15 jaar),,9.69999981,POINT (181757.125 426827.578)
GRN_BOMEN.34546,2023-02-02,34546,Alnus spaethii Spaeth 0,2003,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2024,0.3 tot 0.5 m,Gras: Schraal gras 2x,t Broek,Holtgesbroek 13,,10,,12 tot 18 m,,Wijkstructuur,Normaal (> 15 jaar),,16.04999924,POINT (181783.865 426810.438)
GRN_BOMEN.34542,2023-02-02,34542,Alnus spaethii Spaeth 0,2003,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2024,0.5 tot 1.0 m,Gras: Schraal gras 2x,t Broek,Holtgesbroek 13,,12,,18 tot 24 m,,Wijkstructuur,Normaal (> 15 jaar),,19.87000084,POINT (181827.378 426786.865)
GRN_BOMEN.34509,2023-02-02,34509,Quercus robur 0,1985,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2024,0.3 tot 0.5 m,Gras: Schraal gras 2x,t Broek,Holtgesbroek 10,,7,,12 tot 18 m,,Wijkstructuur,Normaal (> 15 jaar),,12.42000008,POINT (181742.56 426849.289)
GRN_BOMEN.34556,2023-02-02,34556,Quercus robur 0,1985,,,,Niet vrij uitgroeiend,Lindenholt,1x/4 jaar,Snoeien 2024,0.2 tot 0.3 m,Gras: Gazon (B),t Broek,Holtgesbroek 10,,9,,12 tot 18 m,,Wijkstructuur,Normaal (> 15 jaar),,12.81000042,POINT (181796.054 426831.74)
