FID,fi_code_p,gdb_geomattr_data,shape
bomen.823,Boom5+,,POINT (176106.42300000042 319874.5089999996)
bomen.824,Boom5+,,POINT (176173.8509999998 319887.8269999996)
bomen.825,Boom5+,,POINT (176102.5309999995 319890.06500000134)
bomen.826,Boom5+,,POINT (176150.9219999984 319905.5480000004)
bomen.827,Boom5+,,POINT (176158.3299999982 319908.5729999989)
bomen.828,Boom5+,,POINT (176146.0150000006 319915.1959999986)
bomen.829,Boom5+,,POINT (176096.72199999914 319933.59600000083)
bomen.830,Boom5+,,POINT (176103.6400000006 319939.2170000002)
bomen.831,Boom5+,,POINT (176054.05900000036 319947.7870000005)
bomen.832,Boom5+,,POINT (176091.09299999848 319956.3429999985)
bomen.833,Boom5+,,POINT (176042.37999999896 319963.93400000036)
bomen.834,Boom5+,,POINT (176035.27600000054 319969.68499999866)
bomen.835,Boom5+,,POINT (176219.40900000185 319979.3200000003)
bomen.836,Boom5+,,POINT (176053.24500000104 319988.4079999998)
bomen.837,Boom5+,,POINT (176015.96700000018 319989.4389999993)
bomen.838,Boom5+,,POINT (176061.81599999964 319991.87000000104)
bomen.839,Boom5+,,POINT (176014.01399999857 319996.7190000005)
bomen.840,Boom5+,,POINT (176042.95600000024 320000.67599999905)
bomen.841,Boom5+,,POINT (176017.74700000137 320005.3429999985)
bomen.842,Boom5+,,POINT (176010.13699999824 320007.59699999914)
bomen.843,Boom5+,,POINT (176039.6339999996 320012.381000001)
bomen.844,Boom5+,,POINT (176005.37099999934 320016.2719999999)
bomen.845,Boom5+,,POINT (176002.05900000036 320025.25499999896)
bomen.846,Boom5+,,POINT (176028.7960000001 320027.3979999982)
bomen.847,Boom5+,,POINT (176670.125 320030.0799999982)
bomen.848,Boom5+,,POINT (176022.87099999934 320031.5870000012)
bomen.849,Boom5+,,POINT (176007.06799999997 320031.5879999995)
bomen.850,Boom5+,,POINT (176044.05200000107 320032.66600000113)
bomen.851,Boom5+,,POINT (175998.9299999997 320034.04100000113)
bomen.852,Boom5+,,POINT (176188.4759999998 320035.8020000011)
bomen.853,Boom5+,,POINT (176001.8350000009 320043.9389999993)
bomen.854,Boom5+,,POINT (175992.5540000014 320052.75499999896)
bomen.855,Boom5+,,POINT (176080.42300000042 320055.8839999996)
bomen.856,Boom5+,,POINT (176031.71700000018 320056.22100000083)
bomen.857,Boom5+,,POINT (176027.44000000134 320057.99599999934)
bomen.858,Boom5+,,POINT (176037.86199999973 320059.98099999875)
bomen.859,Boom5+,,POINT (176062.32499999925 320060.50400000066)
bomen.860,Boom5+,,POINT (175987.77100000158 320065.44000000134)
bomen.861,Boom5+,,POINT (176088.42399999872 320067.6710000001)
bomen.862,Boom5+,,POINT (176062.09699999914 320069.69999999925)
bomen.863,Boom5+,,POINT (175993.48900000006 320079.5929999985)
bomen.864,Boom5+,,POINT (175980.51999999955 320080.3920000009)
bomen.865,Boom5+,,POINT (176841.4360000007 320082.4279999994)
bomen.866,Boom5+,,POINT (176015.2580000013 320087.4149999991)
bomen.867,Boom5+,,POINT (176836.7740000002 320089.31799999997)
bomen.868,Boom5+,,POINT (176832.80000000075 320092.5610000007)
bomen.869,Boom5+,,POINT (176829.52100000158 320096.01000000164)
bomen.870,Boom5+,,POINT (176587.37299999967 320100.8680000007)
bomen.871,Boom5+,,POINT (176823.90100000054 320104.81799999997)
bomen.872,Boom5+,,POINT (176079.98200000077 320108.48099999875)
bomen.873,Boom5+,,POINT (176073.86400000006 320119.4360000007)
bomen.874,Boom5+,,POINT (176808.3440000005 320121.2509999983)
bomen.875,Boom5+,,POINT (176797.24300000072 320131.6810000017)
bomen.876,Boom5+,,POINT (175863.46599999815 320133.0520000011)
bomen.877,Boom5+,,POINT (176014.99399999902 320134.3200000003)
bomen.878,Boom5+,,POINT (175876.29899999872 320136.7670000009)
bomen.879,Boom5+,,POINT (176790.35300000012 320141.4609999992)
bomen.880,Boom5+,,POINT (175865.4050000012 320142.40300000086)
bomen.881,Boom5+,,POINT (175901.1499999985 320143.30999999866)
bomen.882,Boom5+,,POINT (176051.80799999833 320143.6629999988)
bomen.883,Boom5+,,POINT (175912.45699999854 320144.7259999998)
bomen.884,Boom5+,,POINT (175880.40100000054 320146.1339999996)
bomen.885,Boom5+,,POINT (175927.19299999997 320146.92500000075)
bomen.886,Boom5+,,POINT (176782.76799999923 320147.0469999984)
bomen.887,Boom5+,,POINT (175856.52100000158 320147.2829999998)
bomen.888,Boom5+,,POINT (175937.6790000014 320149.6490000002)
bomen.889,Boom5+,,POINT (175870.84600000083 320151.68400000036)
bomen.890,Boom5+,,POINT (175846.13599999994 320153.4519999996)
bomen.891,Boom5+,,POINT (176775.4609999992 320154.5480000004)
bomen.892,Boom5+,,POINT (175934.86100000143 320155.28500000015)
bomen.893,Boom5+,,POINT (175853.56599999964 320157.8770000003)
bomen.894,Boom5+,,POINT (176768.55099999905 320161.11400000006)
bomen.895,Boom5+,,POINT (175876.73299999908 320168.4530000016)
bomen.896,Boom5+,,POINT (176496.36300000176 320173.73600000143)
bomen.897,Boom5+,,POINT (176726.04899999872 320183.438000001)
bomen.898,Boom5+,,POINT (176732.5240000002 320185.3830000013)
bomen.899,Boom5+,,POINT (176738.26999999955 320186.4439999983)
bomen.900,Boom5+,,POINT (176738.10599999875 320186.7679999992)
bomen.901,Boom5+,,POINT (176729.51999999955 320188.90199999884)
bomen.902,Boom5+,,POINT (176724.79199999943 320191.93299999833)
bomen.903,Boom5+,,POINT (176729.34699999914 320192.1259999983)
bomen.904,Boom5+,,POINT (176718.6889999993 320193.0390000008)
bomen.905,Boom5+,,POINT (176711.55700000003 320193.0489999987)
bomen.906,Boom5+,,POINT (176722.1550000012 320196.76300000027)
bomen.907,Boom5+,,POINT (176710.52899999917 320198.54199999943)
bomen.908,Boom5+,,POINT (176706.84899999946 320202.8350000009)
bomen.909,Boom5+,,POINT (176713.50600000098 320203.31500000134)
bomen.910,Boom5+,,POINT (176698.73699999973 320204.7349999994)
bomen.911,Boom5+,,POINT (176704.22100000083 320207.91600000113)
bomen.912,Boom5+,,POINT (176683.98699999973 320214.08399999887)
bomen.913,Boom5+,,POINT (176696.38100000098 320214.131000001)
bomen.914,Boom5+,,POINT (176687.95600000024 320218.79199999943)
bomen.915,Boom5+,,POINT (176677.9609999992 320224.23900000006)
bomen.916,Boom5+,,POINT (176658.59800000116 320225.11199999973)
bomen.917,Boom5+,,POINT (176670.4290000014 320229.7419999987)
bomen.918,Boom5+,,POINT (176744.79199999943 320609.0029999986)
bomen.919,Boom5+,,POINT (176774.2109999992 320617.5009999983)
bomen.920,Boom5+,,POINT (176745.3509999998 320630.1070000008)
bomen.921,Boom5+,,POINT (176733.78299999982 320630.9679999985)
bomen.922,Boom5+,,POINT (176762.99300000072 320639.3289999999)
bomen.923,Boom5+,,POINT (176750.2809999995 320639.70600000024)
bomen.924,Boom5+,,POINT (176738.26700000092 320644.81500000134)
bomen.925,Boom5+,,POINT (176758.46700000018 320648.313000001)
bomen.926,Boom5+,,POINT (176751.8599999994 320651.56799999997)
bomen.927,Boom5+,,POINT (175624.31500000134 320655.99599999934)
bomen.928,Boom5+,,POINT (176733.38699999824 320657.06799999997)
bomen.929,Boom5+,,POINT (176876.0949999988 320658.4360000007)
bomen.930,Boom5+,,POINT (176743.96700000018 320658.81500000134)
bomen.931,Boom5+,,POINT (175634.95100000128 320659.7890000008)
bomen.932,Boom5+,,POINT (175623.9299999997 320665.9750000015)
bomen.933,Boom5+,,POINT (176443.19000000134 320683.30700000003)
bomen.934,Boom5+,,POINT (176949.78400000185 320693.19099999964)
bomen.935,Boom5+,,POINT (176941.7589999996 320696.5859999992)
bomen.936,Boom5+,,POINT (176935.2109999992 320703.3359999992)
bomen.937,Boom5+,,POINT (176101.4459999986 320706.7989999987)
bomen.938,Boom5+,,POINT (176926.31599999964 320708.1959999986)
bomen.939,Boom5+,,POINT (176107.46299999952 320708.6039999984)
bomen.940,Boom5+,,POINT (175619.0009999983 320709.43299999833)
bomen.941,Boom5+,,POINT (175603.80700000003 320711.3209999986)
bomen.942,Boom5+,,POINT (176916.686999999 320712.3269999996)
bomen.943,Boom5+,,POINT (175599.73099999875 320714.4360000007)
bomen.944,Boom5+,,POINT (175594.9059999995 320726.66899999976)
bomen.945,Boom5+,,POINT (175647.87900000066 320735.41699999943)
bomen.946,Boom5+,,POINT (175626.40199999884 320735.7719999999)
bomen.947,Boom5+,,POINT (175981.9750000015 320751.47100000083)
bomen.948,Boom5+,,POINT (175590.55000000075 320753.46400000155)
bomen.949,Boom5+,,POINT (175600.24300000072 320759.6279999986)
bomen.950,Boom5+,,POINT (175589.03299999982 320759.6970000006)
bomen.951,Boom5+,,POINT (175990.37900000066 320759.993999999)
bomen.952,Boom5+,,POINT (175631.30900000036 320795.81799999997)
bomen.953,Boom5+,,POINT (175574.15199999884 320796.8530000001)
bomen.954,Boom5+,,POINT (176579.70800000057 320824.2280000001)
bomen.955,Boom5+,,POINT (177108.26399999857 320825.7120000012)
bomen.956,Boom5+,,POINT (176023.125 320844.40100000054)
bomen.957,Boom5+,,POINT (176029.84899999946 320856.5949999988)
bomen.958,Boom5+,,POINT (175984.17300000042 320897.26999999955)
bomen.959,Boom5+,,POINT (175975.43200000003 320908.98699999973)
bomen.960,Boom5+,,POINT (175966.7589999996 320922.7049999982)
bomen.961,Boom5+,,POINT (175960.71599999815 320937.67500000075)
bomen.962,Boom5+,,POINT (175953.62000000104 320952.44000000134)
bomen.963,Boom5+,,POINT (176621.94000000134 320952.4780000001)
bomen.964,Boom5+,,POINT (176549.08700000122 320958.34699999914)
bomen.965,Boom5+,,POINT (175940.27299999818 320959.0379999988)
bomen.966,Boom5+,,POINT (176667.436999999 320963.73699999973)
bomen.967,Boom5+,,POINT (175948.1000000015 320965.493999999)
bomen.968,Boom5+,,POINT (176234.67500000075 320970.186999999)
bomen.969,Boom5+,,POINT (176522.38800000027 320972.7809999995)
bomen.970,Boom5+,,POINT (176662.8280000016 320974.6319999993)
bomen.971,Boom5+,,POINT (175942.88899999857 320977.5089999996)
bomen.972,Boom5+,,POINT (176241.47700000182 320977.63599999994)
bomen.973,Boom5+,,POINT (176226.10599999875 320979.9299999997)
bomen.974,Boom5+,,POINT (176509.6259999983 320980.6479999982)
bomen.975,Boom5+,,POINT (176220.81799999997 320986.6620000005)
bomen.976,Boom5+,,POINT (176234.33700000122 320986.7800000012)
bomen.977,Boom5+,,POINT (175937.29800000042 320989.46599999815)
bomen.978,Boom5+,,POINT (176497.77299999818 320990.3969999999)
bomen.979,Boom5+,,POINT (176251.8759999983 320991.1270000003)
bomen.980,Boom5+,,POINT (176228.20800000057 320992.5480000004)
bomen.981,Boom5+,,POINT (176214.4990000017 320993.5379999988)
bomen.982,Boom5+,,POINT (176220.875 321000.186999999)
bomen.983,Boom5+,,POINT (175932.20199999958 321002.0859999992)
bomen.984,Boom5+,,POINT (176474.16899999976 321008.33199999854)
bomen.985,Boom5+,,POINT (175925.77100000158 321013.3900000006)
bomen.986,Boom5+,,POINT (176462.4690000005 321018.04100000113)
bomen.987,Boom5+,,POINT (176504.23200000077 321018.46499999985)
bomen.988,Boom5+,,POINT (176227.21499999985 321019.4539999999)
bomen.989,Boom5+,,POINT (175919.91800000146 321021.8379999995)
bomen.990,Boom5+,,POINT (176274.99300000072 321022.0170000009)
bomen.991,Boom5+,,POINT (176450.87999999896 321025.4299999997)
bomen.992,Boom5+,,POINT (176452.22899999842 321028.2479999997)
bomen.993,Boom5+,,POINT (176448.19399999827 321029.21400000155)
bomen.994,Boom5+,,POINT (175915.41800000146 321031.8500000015)
bomen.995,Boom5+,,POINT (176226.25600000098 321039.05000000075)
bomen.996,Boom5+,,POINT (176211.02800000086 321039.11199999973)
bomen.997,Boom5+,,POINT (176441.0780000016 321039.7030000016)
bomen.998,Boom5+,,POINT (176922.1009999998 321041.3960000016)
bomen.999,Boom5+,,POINT (176290.2340000011 321043.79300000146)
bomen.1000,Boom5+,,POINT (176167.56799999997 321046.2289999984)
bomen.1001,Boom5+,,POINT (175908.03400000185 321047.0940000005)
bomen.1002,Boom5+,,POINT (176202.58300000057 321048.5009999983)
bomen.1003,Boom5+,,POINT (176250.44900000095 321050.64499999955)
bomen.1004,Boom5+,,POINT (176169.48299999908 321053.4200000018)
bomen.1005,Boom5+,,POINT (177199.1649999991 321054.4200000018)
bomen.1006,Boom5+,,POINT (176177.28700000048 321055.30799999833)
bomen.1007,Boom5+,,POINT (175902.0150000006 321056.8139999993)
bomen.1008,Boom5+,,POINT (176225.90300000086 321058.631000001)
bomen.1009,Boom5+,,POINT (176152.90199999884 321060.3770000003)
bomen.1010,Boom5+,,POINT (176162.34200000018 321060.4140000008)
bomen.1011,Boom5+,,POINT (176461.30299999937 321061.27699999884)
bomen.1012,Boom5+,,POINT (176258.3280000016 321061.84099999815)
bomen.1013,Boom5+,,POINT (175898.99500000104 321065.94299999997)
bomen.1014,Boom5+,,POINT (176218.10500000045 321068.1039999984)
bomen.1015,Boom5+,,POINT (177205.2259999998 321068.5480000004)
bomen.1016,Boom5+,,POINT (177082.27800000086 321069.7569999993)
bomen.1017,Boom5+,,POINT (176163.79199999943 321070.9140000008)
bomen.1018,Boom5+,,POINT (176248.58199999854 321071.3729999997)
bomen.1019,Boom5+,,POINT (176410.7109999992 321073.31799999997)
bomen.1020,Boom5+,,POINT (177082.15399999917 321073.8189999983)
bomen.1021,Boom5+,,POINT (176882.0249999985 321074.8729999997)
bomen.1022,Boom5+,,POINT (175891.16099999845 321075.05799999833)
bomen.1023,Boom5+,,POINT (177208.61300000176 321076.1009999998)
bomen.1024,Boom5+,,POINT (176914.23099999875 321077.6620000005)
bomen.1025,Boom5+,,POINT (176906.92599999905 321077.9910000004)
bomen.1026,Boom5+,,POINT (176192.72300000116 321078.2430000007)
bomen.1027,Boom5+,,POINT (176208.875 321079.186999999)
bomen.1028,Boom5+,,POINT (176455.42599999905 321080.4699999988)
bomen.1029,Boom5+,,POINT (176256.67300000042 321081.34699999914)
bomen.1030,Boom5+,,POINT (176288.43200000003 321083.0329999998)
bomen.1031,Boom5+,,POINT (177086.94799999893 321083.30999999866)
bomen.1032,Boom5+,,POINT (176304.5300000012 321083.8370000012)
bomen.1033,Boom5+,,POINT (177212.61300000176 321084.0859999992)
bomen.1034,Boom5+,,POINT (175886.66000000015 321084.76399999857)
bomen.1035,Boom5+,,POINT (176401.30799999833 321085.35500000045)
bomen.1036,Boom5+,,POINT (176185.06899999827 321087.0170000009)
bomen.1037,Boom5+,,POINT (176437.34699999914 321088.41800000146)
bomen.1038,Boom5+,,POINT (176954.17799999937 321089.08199999854)
bomen.1039,Boom5+,,POINT (176232.13100000098 321090.2580000013)
bomen.1040,Boom5+,,POINT (176216.59299999848 321090.45800000057)
bomen.1041,Boom5+,,POINT (177216.41299999878 321090.8740000017)
bomen.1042,Boom5+,,POINT (176262.80000000075 321091.9120000005)
bomen.1043,Boom5+,,POINT (175881.2580000013 321092.9549999982)
bomen.1044,Boom5+,,POINT (176177.0709999986 321097.55000000075)
bomen.1045,Boom5+,,POINT (176255.875 321099.76900000125)
bomen.1046,Boom5+,,POINT (177219.65100000054 321099.86199999973)
bomen.1047,Boom5+,,POINT (175876.83999999985 321100.04300000146)
bomen.1048,Boom5+,,POINT (176954.5300000012 321101.381000001)
bomen.1049,Boom5+,,POINT (177223.83999999985 321105.7120000012)
bomen.1050,Boom5+,,POINT (176383.76399999857 321106.5150000006)
bomen.1051,Boom5+,,POINT (176433.91000000015 321107.27800000086)
bomen.1052,Boom5+,,POINT (175872.02800000086 321108.2410000004)
bomen.1053,Boom5+,,POINT (176183.73699999973 321108.7650000006)
bomen.1054,Boom5+,,POINT (176198.9690000005 321109.1220000014)
bomen.1055,Boom5+,,POINT (176215.84299999848 321109.76900000125)
bomen.1056,Boom5+,,POINT (177228.0390000008 321113.6959999986)
bomen.1057,Boom5+,,POINT (175864.48200000077 321114.9360000007)
bomen.1058,Boom5+,,POINT (176222.30700000003 321120.13800000027)
bomen.1059,Boom5+,,POINT (176238.12299999967 321120.6339999996)
bomen.1060,Boom5+,,POINT (177230.6400000006 321120.8819999993)
bomen.1061,Boom5+,,POINT (176326.9149999991 321123.9230000004)
bomen.1062,Boom5+,,POINT (175859.67599999905 321124.6490000002)
bomen.1063,Boom5+,,POINT (177234.0390000008 321127.26999999955)
bomen.1064,Boom5+,,POINT (176413.45800000057 321127.90100000054)
bomen.1065,Boom5+,,POINT (177103.62299999967 321127.9439999983)
bomen.1066,Boom5+,,POINT (176368.0009999983 321128.9299999997)
bomen.1067,Boom5+,,POINT (176215.2960000001 321129.7820000015)
bomen.1068,Boom5+,,POINT (176230.89499999955 321129.93200000003)
bomen.1069,Boom5+,,POINT (175852.44099999964 321133.16000000015)
bomen.1070,Boom5+,,POINT (177239.0850000009 321135.97100000083)
bomen.1071,Boom5+,,POINT (177107.44299999997 321139.5300000012)
bomen.1072,Boom5+,,POINT (176267.96700000018 321140.8720000014)
bomen.1073,Boom5+,,POINT (175846.71799999848 321141.05999999866)
bomen.1074,Boom5+,,POINT (177242.0850000009 321143.5540000014)
bomen.1075,Boom5+,,POINT (177147.3909999989 321147.9930000007)
bomen.1076,Boom5+,,POINT (175841.59800000116 321148.3500000015)
bomen.1077,Boom5+,,POINT (176279.21200000122 321149.3900000006)
bomen.1078,Boom5+,,POINT (177246.21400000155 321150.7659999989)
bomen.1079,Boom5+,,POINT (175834.96700000018 321156.2529999986)
bomen.1080,Boom5+,,POINT (176341.42799999937 321157.41600000113)
bomen.1081,Boom5+,,POINT (177249.6160000004 321159.94999999925)
bomen.1082,Boom5+,,POINT (176294.33199999854 321163.7529999986)
bomen.1083,Boom5+,,POINT (175829.58399999887 321166.2179999985)
bomen.1084,Boom5+,,POINT (177253.41600000113 321167.3359999992)
bomen.1085,Boom5+,,POINT (176324.65399999917 321171.43299999833)
bomen.1086,Boom5+,,POINT (175824.16299999878 321172.8990000002)
bomen.1087,Boom5+,,POINT (177257.0159999989 321174.72300000116)
bomen.1088,Boom5+,,POINT (176280.3909999989 321176.6810000017)
bomen.1089,Boom5+,,POINT (175820.26700000092 321182.2980000004)
bomen.1090,Boom5+,,POINT (177264.01799999923 321190.09600000083)
bomen.1091,Boom5+,,POINT (175814.8590000011 321192.006000001)
bomen.1092,Boom5+,,POINT (177268.21700000018 321197.08199999854)
bomen.1093,Boom5+,,POINT (176298.78500000015 321198.7719999999)
bomen.1094,Boom5+,,POINT (175810.0799999982 321200.73699999973)
bomen.1095,Boom5+,,POINT (176324.02699999884 321202.33199999854)
bomen.1096,Boom5+,,POINT (177102.7960000001 321203.2829999998)
bomen.1097,Boom5+,,POINT (177272.30799999833 321204.58399999887)
bomen.1098,Boom5+,,POINT (176948.0240000002 321206.32400000095)
bomen.1099,Boom5+,,POINT (175804.58399999887 321207.5709999986)
bomen.1100,Boom5+,,POINT (176289.76000000164 321209.46499999985)
bomen.1101,Boom5+,,POINT (177274.78299999982 321210.96499999985)
bomen.1102,Boom5+,,POINT (177103.5789999999 321213.0769999996)
bomen.1103,Boom5+,,POINT (177101.21799999848 321216.2039999999)
bomen.1104,Boom5+,,POINT (176275.77100000158 321217.118999999)
bomen.1105,Boom5+,,POINT (175800.38599999994 321217.88800000027)
bomen.1106,Boom5+,,POINT (176312.31700000167 321218.48600000143)
bomen.1107,Boom5+,,POINT (177279.0009999983 321219.1979999989)
bomen.1108,Boom5+,,POINT (175795.2650000006 321224.8759999983)
bomen.1109,Boom5+,,POINT (177283.40100000054 321226.38500000164)
bomen.1110,Boom5+,,POINT (176258.73900000006 321229.1469999999)
bomen.1111,Boom5+,,POINT (177286.40199999884 321233.1739999987)
bomen.1112,Boom5+,,POINT (175789.25200000033 321235.8060000017)
bomen.1113,Boom5+,,POINT (177290.40199999884 321240.76199999824)
bomen.1114,Boom5+,,POINT (175786.25400000066 321243.3909999989)
bomen.1115,Boom5+,,POINT (176250.94900000095 321245.23600000143)
bomen.1116,Boom5+,,POINT (177293.2049999982 321248.3500000015)
bomen.1117,Boom5+,,POINT (176273.85599999875 321249.2410000004)
bomen.1118,Boom5+,,POINT (175781.14299999923 321252.8029999994)
bomen.1119,Boom5+,,POINT (176236.64400000125 321255.88599999994)
bomen.1120,Boom5+,,POINT (177297.00600000098 321256.3370000012)
bomen.1121,Boom5+,,POINT (177069.9210000001 321256.6779999994)
bomen.1122,Boom5+,,POINT (177301.00499999896 321262.7259999998)
bomen.1123,Boom5+,,POINT (176259.2259999998 321263.6499999985)
bomen.1124,Boom5+,,POINT (177065.58399999887 321264.9549999982)
bomen.1125,Boom5+,,POINT (177304.04399999976 321270.4210000001)
bomen.1126,Boom5+,,POINT (175774.80900000036 321272.0229999982)
bomen.1127,Boom5+,,POINT (176223.04800000042 321272.34099999815)
bomen.1128,Boom5+,,POINT (177060.76399999857 321273.881000001)
bomen.1129,Boom5+,,POINT (177307.24399999902 321278.00499999896)
bomen.1130,Boom5+,,POINT (176246.3110000007 321279.76099999994)
bomen.1131,Boom5+,,POINT (176209.76399999857 321281.9620000012)
bomen.1132,Boom5+,,POINT (177311.6409999989 321283.9910000004)
bomen.1133,Boom5+,,POINT (176240.53400000185 321287.30099999905)
bomen.1134,Boom5+,,POINT (177314.01000000164 321291.48000000045)
bomen.1135,Boom5+,,POINT (175768.23000000045 321291.7289999984)
bomen.1136,Boom5+,,POINT (176198.2109999992 321297.04300000146)
bomen.1137,Boom5+,,POINT (177317.3909999989 321298.20699999854)
bomen.1138,Boom5+,,POINT (175761.1259999983 321298.43499999866)
bomen.1139,Boom5+,,POINT (177045.1649999991 321299.20899999887)
bomen.1140,Boom5+,,POINT (177124.42500000075 321299.4549999982)
bomen.1141,Boom5+,,POINT (177042.69299999997 321304.7729999982)
bomen.1142,Boom5+,,POINT (177321.79199999943 321305.1970000006)
bomen.1143,Boom5+,,POINT (176185.95600000024 321307.68499999866)
bomen.1144,Boom5+,,POINT (177324.5949999988 321312.7879999988)
bomen.1145,Boom5+,,POINT (175753.01000000164 321315.75400000066)
bomen.1146,Boom5+,,POINT (176214.69399999827 321317.131000001)
bomen.1147,Boom5+,,POINT (175759.9530000016 321318.5390000008)
bomen.1148,Boom5+,,POINT (177328.39699999988 321319.9780000001)
bomen.1149,Boom5+,,POINT (177031.26999999955 321321.33399999887)
bomen.1150,Boom5+,,POINT (175763.1889999993 321323.23800000176)
bomen.1151,Boom5+,,POINT (176207.89299999923 321324.67599999905)
bomen.1152,Boom5+,,POINT (176169.2969999984 321327.2280000001)
bomen.1153,Boom5+,,POINT (177332.85799999908 321328.7710000016)
bomen.1154,Boom5+,,POINT (176200.40799999982 321332.22300000116)
bomen.1155,Boom5+,,POINT (177021.94099999964 321335.2960000001)
bomen.1156,Boom5+,,POINT (176152.25699999928 321337.5480000004)
bomen.1157,Boom5+,,POINT (177014.01099999994 321348.1009999998)
bomen.1158,Boom5+,,POINT (176174.1719999984 321349.0729999989)
bomen.1159,Boom5+,,POINT (176147.5249999985 321349.8669999987)
bomen.1160,Boom5+,,POINT (177013.55799999833 321355.7129999995)
bomen.1161,Boom5+,,POINT (177007.74700000137 321359.9470000006)
bomen.1162,Boom5+,,POINT (176129.1330000013 321363.6099999994)
bomen.1163,Boom5+,,POINT (176159.54399999976 321364.16600000113)
bomen.1164,Boom5+,,POINT (175755.46299999952 321365.19999999925)
bomen.1165,Boom5+,,POINT (176154.4459999986 321370.6790000014)
bomen.1166,Boom5+,,POINT (176114.50200000033 321378.01999999955)
bomen.1167,Boom5+,,POINT (175796.7259999998 321389.23000000045)
bomen.1168,Boom5+,,POINT (176993.6799999997 321389.6490000002)
bomen.1169,Boom5+,,POINT (176989.01000000164 321395.3350000009)
bomen.1170,Boom5+,,POINT (176096.82200000063 321398.5929999985)
bomen.1171,Boom5+,,POINT (176601.9389999993 321400.8839999996)
bomen.1172,Boom5+,,POINT (175808.2259999998 321401.188000001)
bomen.1173,Boom5+,,POINT (176984.77299999818 321401.98000000045)
bomen.1174,Boom5+,,POINT (176070.61800000072 321423.64400000125)
bomen.1175,Boom5+,,POINT (175846.5949999988 321426.6460000016)
bomen.1176,Boom5+,,POINT (175867.44299999997 321429.3350000009)
bomen.1177,Boom5+,,POINT (176060.41299999878 321434.62000000104)
bomen.1178,Boom5+,,POINT (175855.87099999934 321439.24599999934)
bomen.1179,Boom5+,,POINT (175881.7250000015 321442.57400000095)
bomen.1180,Boom5+,,POINT (175869.4539999999 321446.6950000003)
bomen.1181,Boom5+,,POINT (175878.73099999875 321458.61400000006)
bomen.1182,Boom5+,,POINT (175892.30000000075 321465.73900000006)
bomen.1183,Boom5+,,POINT (176021.60799999908 321469.6319999993)
bomen.1184,Boom5+,,POINT (177036.41000000015 321469.69900000095)
bomen.1185,Boom5+,,POINT (175916.7650000006 321470.76199999824)
bomen.1186,Boom5+,,POINT (177024.91200000048 321480.9439999983)
bomen.1187,Boom5+,,POINT (175930.71799999848 321482.37000000104)
bomen.1188,Boom5+,,POINT (176672.37000000104 321483.7329999991)
bomen.1189,Boom5+,,POINT (175915.74799999967 321485.4510000013)
bomen.1190,Boom5+,,POINT (176677.89600000158 321489.80000000075)
bomen.1191,Boom5+,,POINT (177018.3280000016 321491.48699999973)
bomen.1192,Boom5+,,POINT (175924.9210000001 321495.66899999976)
bomen.1193,Boom5+,,POINT (177012.0469999984 321496.7670000009)
bomen.1194,Boom5+,,POINT (176660.99599999934 321500.6860000007)
bomen.1195,Boom5+,,POINT (175937.25299999863 321502.11100000143)
bomen.1196,Boom5+,,POINT (177006.47399999946 321503.7950000018)
bomen.1197,Boom5+,,POINT (175993.73699999973 321504.59899999946)
bomen.1198,Boom5+,,POINT (176652.7650000006 321506.02600000054)
bomen.1199,Boom5+,,POINT (177001.86400000006 321511.23099999875)
bomen.1200,Boom5+,,POINT (175946.18499999866 321512.66800000146)
bomen.1201,Boom5+,,POINT (176649.92300000042 321514.30000000075)
bomen.1202,Boom5+,,POINT (176995.32400000095 321516.89499999955)
bomen.1203,Boom5+,,POINT (175968.53799999878 321525.2049999982)
bomen.1204,Boom5+,,POINT (176779.69399999827 321525.73800000176)
bomen.1205,Boom5+,,POINT (176990.80900000036 321526.813000001)
bomen.1206,Boom5+,,POINT (176986.0639999993 321531.59899999946)
bomen.1207,Boom5+,,POINT (176978.60399999842 321540.1330000013)
bomen.1208,Boom5+,,POINT (176978.6790000014 321545.15900000185)
bomen.1209,Boom5+,,POINT (176969.75 321553.25)
bomen.1210,Boom5+,,POINT (176964.72300000116 321559.2329999991)
bomen.1211,Boom5+,,POINT (176958.57699999958 321571.20800000057)
bomen.1212,Boom5+,,POINT (176952.9299999997 321583.4600000009)
bomen.1213,Boom5+,,POINT (176863.5799999982 321597.3999999985)
bomen.1214,Boom5+,,POINT (176937.16800000146 321600.9609999992)
bomen.1215,Boom5+,,POINT (176858.4290000014 321633.79399999976)
bomen.1216,Boom5+,,POINT (176847.5639999993 321680.0300000012)
bomen.1217,Boom5+,,POINT (176816.86199999973 321720.0920000002)
bomen.1218,Boom5+,,POINT (177346.5549999997 321728.33399999887)
bomen.1219,Boom5+,,POINT (176412.23800000176 320238.0150000006)
bomen.1220,Boom5+,,POINT (176657.65700000152 320238.1559999995)
bomen.1221,Boom5+,,POINT (176631.52600000054 320240.8740000017)
bomen.1222,Boom5+,,POINT (176648.7580000013 320242.2259999998)
bomen.1223,Boom5+,,POINT (176627.54199999943 320246.7259999998)
bomen.1224,Boom5+,,POINT (176618.62900000066 320248.5689999983)
bomen.1225,Boom5+,,POINT (176640.97100000083 320249.18200000003)
bomen.1226,Boom5+,,POINT (176610.37700000033 320252.2670000009)
bomen.1227,Boom5+,,POINT (176605.0249999985 320254.66099999845)
