ID,VOLGNUMMER,BEPERKINGTYPE,ORGAAN,KENMERK,REGISTERNUMMER,OMSCHRIJVING,DATUM_BESLUIT,DATUM_INWERKING,DATUM_EINDE,AARD,STATUS,inside_x,inside_y,inside_lat,inside_lon
435,6,"KW - Melding, bevel, beschikking of vordering Wet bodembescherming",College Burgemeester en Wethouders,08UIT16065,1700,beschikking ernst en urgentie of spoedeisendheid,20070110000000,20070110000000,,Opleggen,Geregistreerd,87732.6275565,436169.9788687322,51.909956185544544,4.409599258630353
556,5,"KW - Melding, bevel, beschikking of vordering Wet bodembescherming",College Burgemeester en Wethouders,09UIT01343,1694,in stand houden leeflaag of verhardingslaag door aanwezigheid restverontreiniging,20000720000000,20000720000000,,Opleggen,Geregistreerd,87424.12799999997,438422.98120278073,51.93016694278569,4.404673843319621
438,6,"KW - Melding, bevel, beschikking of vordering Wet bodembescherming",College Burgemeester en Wethouders,08UIT00019,1699,beschikking ernst en urgentie of spoedeisendheid,20080116000000,20080116000000,,Opleggen,Geregistreerd,87684.99991416151,436474.3359788898,51.91268574382491,4.408847646146201
1467,5,"KW - Melding, bevel, beschikking of vordering Wet bodembescherming",College Burgemeester en Wethouders,09UIT04743,1750,vaststelling nazorgplan en gebruiksbeperking door aanwezigheid restverontreiniging,20041001000000,20041001000000,,Opleggen,Geregistreerd,87260.06366022938,436141.193143127,51.90964015893954,4.402738071161795
580,5,"KW - Melding, bevel, beschikking of vordering Wet bodembescherming",College Burgemeester en Wethouders,09UIT09052,1689,"beschikking ernst, urgentie of spoedeisendheid",20061011000000,20061011000000,,Opleggen,Geregistreerd,87202.37717565431,438391.4635,51.92985670016243,4.401456336133716
376,6,"KW - Melding, bevel, beschikking of vordering Wet bodembescherming",College Burgemeester en Wethouders,09UIT03796,1725,beschikking ernst en urgentie (wbb 259),19980723000000,19980723000000,,Opleggen,Geregistreerd,86829.74556142799,436772.744,51.91526346531956,4.396360041157772
563,6,"KW - Melding, bevel, beschikking of vordering Wet bodembescherming",College Burgemeester en Wethouders,09UIT08520,1729,"beschikking ernst, urgentie of spoedeisendheid (wbb 479)",20071107000000,20071107000000,,Opleggen,Geregistreerd,87395.70247356061,436563.01300000004,51.91344762788308,4.404626170451825
424,5,"KW - Melding, bevel, beschikking of vordering Wet bodembescherming",College Burgemeester en Wethouders,09UIT01119,1704,beschikking ernst en urgentie of spoedeisendheid,19970123000000,19970123000000,,Opleggen,Geregistreerd,87561.91239018389,436303.049,51.911131450585316,4.407092509689153
1322,5,"KW - Melding, bevel, beschikking of vordering Wet bodembescherming",College Burgemeester en Wethouders,09UIT04731,1736,beschikking ernst en urgentie of spoedeisendheid ,20000928000000,20000928000000,,Opleggen,Geregistreerd,87288.64784610778,438278.44360114005,51.928851481916084,4.402732752375332
75,6,"KW - Melding, bevel, beschikking of vordering Wet bodembescherming",College Burgemeester en Wethouders,08UIT07080,1646,Artikel 39d:- in stand houden  isolatielaag (verharding van klinkers)- melden aan bevoegd gezag Wbb van graafwerkzaamheden etc.,20080610000000,20080623000000,,Opleggen,Geregistreerd,87208.97054502199,436937.025,51.916786221495705,4.4018388605835295
1053,6,"KW - Melding, bevel, beschikking of vordering Wet bodembescherming",College Burgemeester en Wethouders,09UIT05363,1778,in stand houden leeflaag of verhardingslaag door aanwezigheid restverontreiniging (wbb 339),20021128000000,20021128000000,,Opleggen,Geregistreerd,87296.74591440335,438774.02086526953,51.93330630009995,4.402752883486578
85,6,"KW - Melding, bevel, beschikking of vordering Wet bodembescherming",College Burgemeester en Wethouders,08UIT09557,1647,Instemming met nazorgplan,20080730000000,20080730000000,,Opleggen,Geregistreerd,85047.02472301839,440873.13567165274,51.951892755551874,4.3696179464719265
1327,7,"KW - Melding, bevel, beschikking of vordering Wet bodembescherming",College Burgemeester en Wethouders,09UIT03134,1819,in stand houden verhardingslaag door aanwezigheid restverontreiniging. Instandhouding nazorgplan (wbb 0262),20080213000000,20080213000000,,Opleggen,Geregistreerd,87918.61099999998,437671.464695294,51.923472786893605,4.4120090510368275
1082,6,"KW - Melding, bevel, beschikking of vordering Wet bodembescherming",College Burgemeester en Wethouders,09UIT08828,1781,beschikking ernst en urgentie of spoedeisendheid (wbb 0393),20081029000000,20081029000000,,Opleggen,Geregistreerd,88069.908,439239.0029356554,51.937578768538195,4.413903068934631
583,6,"KW - Melding, bevel, beschikking of vordering Wet bodembescherming",College Burgemeester en Wethouders,09UIT03552,1734,in stand houden van de lee cq isolatieflaag (als betonfundering) (wbb 701),20090401000000,20090401000000,,Opleggen,Geregistreerd,87067.5175,436293.98989531235,51.91098989925249,4.3999100344818025
1333,6,"KW - Melding, bevel, beschikking of vordering Wet bodembescherming",College Burgemeester en Wethouders,09UIT02274,1738,Instand houden leef-en verhardingslaag door aanwezigheid restverontreiniging (wbb 232),19991129000000,19991129000000,,Opleggen,Geregistreerd,86976.61224937643,436275.4545,51.910812213394316,4.3985927198136885
1336,7,"KW - Melding, bevel, beschikking of vordering Wet bodembescherming",College Burgemeester en Wethouders,09UIT01858,1740,Vaststellen nazorgplan en gebruiksbeperking door aanwezigheid restverontreiniging (wbb 224).,20000914000000,20000914000000,,Opleggen,Geregistreerd,86887.46924497565,436563.05333508964,51.91338600932907,4.397240432462656
293,6,"KW - Melding, bevel, beschikking of vordering Wet bodembescherming",College Burgemeester en Wethouders,09INK08318,1651,beschikking ernst en urgentie,19980706000000,19980706000000,,Opleggen,Geregistreerd,87145.25372891026,437200.60199999996,51.91914726618869,4.400860861526617
284,9,"KW - Melding, bevel, beschikking of vordering Wet bodembescherming",College Burgemeester en Wethouders,09UIT00808,1653,vaststelling nazorgplan en gebruiksbeperking door aanwezigheid restverontreiniging. ,20050321000000,20050321000000,,Opleggen,Geregistreerd,87267.79231257644,438218.2555113629,51.92830802233742,4.402441428174495
296,5,"KW - Melding, bevel, beschikking of vordering Wet bodembescherming",College Burgemeester en Wethouders,09UIT01517,1655,in stand houden leeflaag of verhardingslaag door aanwezigheid restverontreiniging.,20001205000000,20001205000000,,Opleggen,Geregistreerd,87923.61349999999,435857.80979301943,51.90717371044391,4.412435326570077
302,8,"KW - Melding, bevel, beschikking of vordering Wet bodembescherming",College Burgemeester en Wethouders,09UIT09815,1657,beschikking ernst en urgentie,19990205000000,19990205000000,,Opleggen,Geregistreerd,87670.55005571175,436149.999,51.90976911512504,4.4087011143316195
330,6,"KW - Melding, bevel, beschikking of vordering Wet bodembescherming",College Burgemeester en Wethouders,09UIT06386,1665,beschikking ernst en urgentie of spoedeisendheid (382),20050517000000,20050517000000,,Opleggen,Geregistreerd,86505.8275,439888.13647337025,51.94322214455804,4.391032017237276
1498,3,"WV - Plicht tot het treffen van voorzieningen, Woningwet",College Burgemeester en Wethouders,09UVH00026,1486,Vooraankodiging dwangsom: Erfafscheiding,20090108000000,20090108000000,,Opleggen,Geregistreerd,85087.31050242428,440270.1635,51.94647887399704,4.370326613425476
1744,8,"KW - Melding, bevel, beschikking of vordering Wet bodembescherming",College Burgemeester en Wethouders,09UIT39714,1890,beschikking ernst en spoed (geen spoed) (wbb 0511),20091202000000,20091202000000,,Opleggen,Geregistreerd,85812.80374193519,437927.2344515132,51.92551349099187,4.381348925571772
561,6,"KW - Melding, bevel, beschikking of vordering Wet bodembescherming",College Burgemeester en Wethouders,09UIT08526,1728,beschikking ernst en urgentie of spoedeisendheid (wbb 441),20071107000000,20071107000000,,Opleggen,Geregistreerd,87423.47349270678,436525.32649999997,51.91311230567247,4.405037144990559
565,6,"KW - Melding, bevel, beschikking of vordering Wet bodembescherming",College Burgemeester en Wethouders,09UIT08921,1730,in stand houden leeflaag of verhardingslaag door aanwezigheid restverontreiniging (458),20070123000000,20070123000000,,Opleggen,Geregistreerd,87852.87457585872,436031.005,51.90872172124353,4.411373690599227
449,6,"KW - Melding, bevel, beschikking of vordering Wet bodembescherming",College Burgemeester en Wethouders,09UIT04834,1726,beschikking ernst en urgentie of spoedeisendheid (wbb 293),20000822000000,20000822000000,,Opleggen,Geregistreerd,87341.44705886528,436191.4095,51.91010136347702,4.403910778122103
1494,3,"WV - Plicht tot het treffen van voorzieningen, Woningwet",College Burgemeester en Wethouders,09UIT39293,1483,Vooraankondiging dwangsom: Verwijderen dakterras,20091120000000,20091120000000,,Opleggen,Geregistreerd,87400.97426684764,436998.40650000004,51.91736122968681,4.404617241852132
1520,3,"WU - Bestuursdwangbesluit of dwangsombesluit, Woningwet",College Burgemeester en Wethouders,10UIT14984,1317,Lastgeving onder bestuursdwang,20100726000000,20100727000000,,Opleggen,Geregistreerd,86273.3073274336,436720.228858407,51.91472305039832,4.388283968152368
1480,3,"WU - Bestuursdwangbesluit of dwangsombesluit, Woningwet",College Burgemeester en Wethouders,09UIT38512,1467,Dwangsom: Stillegging bouwwerkzaamheden,20091111000000,20091111000000,,Opleggen,Geregistreerd,87169.76408279702,437015.92949999997,51.917490571490674,4.401253506634036
323,6,"KW - Melding, bevel, beschikking of vordering Wet bodembescherming",College Burgemeester en Wethouders,09UIT05815,1672,instand houden leeflaag of verhardingslaag door aanwezigheid restverontreiniging (353),20060418000000,20060418000000,,Opleggen,Geregistreerd,86726.94799999995,440149.18722259725,51.945595438957355,4.394195628429852
713,7,"KW - Melding, bevel, beschikking of vordering Wet bodembescherming",College Burgemeester en Wethouders,09UIT01110,1766,vaststelling nazorgplan en gebruiksbeperking door aanwezigheid restverontreiniging (wbb 0189),19990128000000,19990128000000,,Opleggen,Geregistreerd,87493.2385,435746.66939600755,51.90612283171862,4.406203700312101
439,5,"KW - Melding, bevel, beschikking of vordering Wet bodembescherming",College Burgemeester en Wethouders,09UIT08453,1698,beschikking ernst en urgentie of spoedeisendheid,20070321000000,20070321000000,,Opleggen,Geregistreerd,87702.13776222183,436529.83550000004,51.913186601893386,4.4090858389322864
629,6,"KW - Melding, bevel, beschikking of vordering Wet bodembescherming",College Burgemeester en Wethouders,09UIT01339,1761,in stand houden verhardingslaag door aanwezigheid restverontreiniging (wbb  0201),20050630000000,20050630000000,,Opleggen,Geregistreerd,87481.90253520905,438836.07050000003,51.93388646136657,4.405432617125197
717,5,"KW - Melding, bevel, beschikking of vordering Wet bodembescherming",College Burgemeester en Wethouders,09UIT09865,1768,melding in overeenstemming met het Besluit uniforme saneringen,20060718000000,20090718000000,,Opleggen,Geregistreerd,86993.93700331631,438673.7815,51.93236848611742,4.3983702975668155
1481,3,"WU - Bestuursdwangbesluit of dwangsombesluit, Woningwet",College Burgemeester en Wethouders,09UIT16859,1468,Dwangsombesluit: Stillegging bouwwerkzaamheden,20091006000000,20091006000000,,Opleggen,Geregistreerd,87028.11100000003,436637.17855924275,51.914069383872594,4.399269617512136
1485,3,"WU - Bestuursdwangbesluit of dwangsombesluit, Woningwet",College Burgemeester en Wethouders,09UIT09289,1472,Dwangsombesluit: Stillegging werkzaamheden,20090611000000,20090611000000,,Opleggen,Geregistreerd,87581.97850000001,437035.33441636065,51.91771507062506,4.407240623872081
1489,3,"WV - Plicht tot het treffen van voorzieningen, Woningwet",College Burgemeester en Wethouders,09UIT04302,1476,Vooraanschrijving dwangsombesluit: Lijst met geconstateerde gebreken,20090320000000,20090320000000,,Opleggen,Geregistreerd,85362.25664179455,438176.9980000001,51.9277019178242,4.37474919958622
316,6,"KW - Melding, bevel, beschikking of vordering Wet bodembescherming",College Burgemeester en Wethouders,09UIT06369,1664,beschikking ernst en urgentie of spoedeisendheid (372),20040902000000,20040902000000,,Opleggen,Geregistreerd,87373.7695,436928.3898706705,51.916728671501964,4.404235625088678
232,6,"KW - Melding, bevel, beschikking of vordering Wet bodembescherming",College Burgemeester en Wethouders,09UIT00193,1666,vaststelling nazorgplan en gebruiksbeperking door aanwezigheid verontreiniging (141),20050720000000,20050720000000,,Opleggen,Geregistreerd,87583.02150179891,436309.37549999997,51.91119086589517,4.407398016387034
282,5,"KW - Melding, bevel, beschikking of vordering Wet bodembescherming",College Burgemeester en Wethouders,09UIT00868,1722,Vaststelling saneringsverslag en gebruiksbeperking door aanwezigheid restverontreiniging.,19980515000000,19980515000000,,Opleggen,Geregistreerd,87337.185,438423.9230327727,51.9301648363657,4.403409715918213
317,6,"KW - Melding, bevel, beschikking of vordering Wet bodembescherming",College Burgemeester en Wethouders,09UIT05816,1670,beschikking ernst en urgentie of spoedeisendheid (353),20030106000000,20030106000000,,Opleggen,Geregistreerd,86746.42827073275,440180.606,51.94588019549968,4.394472679215547
1479,3,"WU - Bestuursdwangbesluit of dwangsombesluit, Woningwet",College Burgemeester en Wethouders,09UVH00122,1482,Last onder dwangsom: Object verwijderen,20090119000000,20090119000000,,Opleggen,Geregistreerd,86063.66773733636,439382.78650000005,51.93862585856723,4.384703618213488
320,5,"KW - Melding, bevel, beschikking of vordering Wet bodembescherming",College Burgemeester en Wethouders,09UIT08171,1656,beschikking ernst en urgentie of spoedeisendheid,20060719000000,20060719000000,,Opleggen,Geregistreerd,87278.87668954225,438144.85250000004,51.92764968719262,4.402617018090944
226,6,"KW - Melding, bevel, beschikking of vordering Wet bodembescherming",College Burgemeester en Wethouders,09UIT07120,1663,BUS-Melding categorie immobiel (424),20090420000000,20090420000000,,Opleggen,Geregistreerd,87427.52171676636,438969.06599469413,51.93507510792226,4.404615840985545
1493,3,"WV - Plicht tot het treffen van voorzieningen, Woningwet",College Burgemeester en Wethouders,09UIT13923,1480,Voorwaarschuwing dwangsom: Bakkerij in kelder,20090813000000,20090813000000,,Opleggen,Geregistreerd,87276.67958582463,436869.079,51.91618382454896,4.402836268109608
559,5,"KW - Melding, bevel, beschikking of vordering Wet bodembescherming",College Burgemeester en Wethouders,09UIT09245,1691,in stand houden leeflaag of verhardingslaag door aanwezigheid restverontreiniging,20080219000000,20080219000000,,Opleggen,Geregistreerd,87239.90150000002,435734.16856837214,51.90597969790386,4.402525220952213
212,11,"KW - Melding, bevel, beschikking of vordering Wet bodembescherming",College Burgemeester en Wethouders,941277/840,1649,"beschikking ernst en urgentie (urgentie locatie, saneren voor 2011)",20010323000000,20030110000000,,Opleggen,Geregistreerd,86110.04149999996,435770.8132495857,51.90617032090854,4.386101341914631
1305,6,"KW - Melding, bevel, beschikking of vordering Wet bodembescherming",College Burgemeester en Wethouders,08UIT16108,1813,vaststelling nazorgplan en gebruiksbeperking door aanwezigheid restverontreiniging (wbb 0124),19980420000000,20101214152442,,Opleggen,Geregistreerd,86612.0874804577,439882.694,51.943186313753245,4.392578309843744
1291,6,"KW - Melding, bevel, beschikking of vordering Wet bodembescherming",College Burgemeester en Wethouders,09UIT00993,1847,vaststelling nazorgplan en gebruiksbeperking door aanwezigheid restverontreiniging onder pand (wbb 0170),19970117000000,19970117000000,,Opleggen,Geregistreerd,85605.391,438924.3788190322,51.934449096613,4.378132716221551
630,6,"KW - Melding, bevel, beschikking of vordering Wet bodembescherming",College Burgemeester en Wethouders,09UIT04432,1844,in stand houden verhardingslaag door aanwezigheid restverontreiniging (wbb 0274),20010429000000,20010429000000,,Opleggen,Geregistreerd,87617.782,438434.7686548656,51.93029637484859,4.407486798899741
1363,6,"KW - Melding, bevel, beschikking of vordering Wet bodembescherming",College Burgemeester en Wethouders,09UIT08011,1868,beschikking ernst en urgentie of spoedeisendheid(zie ook 06UIT001608) wbb 0423,20060606000000,20060606000000,,Opleggen,Geregistreerd,87849.44416738817,438067.538,51.92702402579029,4.410926342647912
1535,6,"GG - Beschermd monument, Gemeentewet",College Burgemeester en Wethouders,onbekend,1505,Monument - Lange Haven 31 : woning,19940809000000,19940809000000,,Opleggen,Geregistreerd,87028.11100000003,436637.17855924275,51.914069383872594,4.399269617512136
1436,6,"KW - Melding, bevel, beschikking of vordering Wet bodembescherming",College Burgemeester en Wethouders,08UIT12072,1831,In stand houden leeflaag bovenop gedempte watergang (wbb 0305),20080917000000,20080917000000,,Opleggen,Geregistreerd,84239.66555196448,440437.0446964155,51.94787139057483,4.357965178421341
229,6,"KW - Melding, bevel, beschikking of vordering Wet bodembescherming",College Burgemeester en Wethouders,09UIT10304,1841,Vaststelling van het nazorgplein en gebruiksbeperkingen van het perceel (wbb 0258) ,20060418000000,20060418000000,,Opleggen,Geregistreerd,86009.57520522684,435708.1493696072,51.905594706163285,4.384654148606242
1709,8,"WU - Bestuursdwangbesluit of dwangsombesluit, Woningwet",College Burgemeester en Wethouders,10UIT05567,1805,Toepassen last onder bestuursdwang Paulus Potterstraat 53A,20100315000000,20100316000000,,Opleggen,Geregistreerd,85712.44589595679,436551.4179999943,51.913136365235644,4.380167230422211
1300,6,"KW - Melding, bevel, beschikking of vordering Wet bodembescherming",College Burgemeester en Wethouders,07UIT03225,1809,beschikking ernst en urgentie of spoedeisendheid (wbb 0182),20070711000000,20070711000000,,Opleggen,Geregistreerd,87506.544928899,437277.83992185997,51.919885365938136,4.406096726821998
1349,6,"KW - Melding, bevel, beschikking of vordering Wet bodembescherming",College Burgemeester en Wethouders,09UIT01116,1837,beschikking ernst en urgentie of spoedeisendheid (wbb 0192),19970506000000,19970506000000,,Opleggen,Geregistreerd,87185.75941909796,436919.53137432697,51.91662617458141,4.401504975338843
1313,6,"KW - Melding, bevel, beschikking of vordering Wet bodembescherming",College Burgemeester en Wethouders,09UIT03186,1817,beschikking ernst en urgentie of spoedeisendheid (wbb 0050),20031001000000,20031001000000,,Opleggen,Geregistreerd,86109.2972329589,435121.311750004,51.9003330565336,4.3862204892612295
1328,6,"KW - Melding, bevel, beschikking of vordering Wet bodembescherming",College Burgemeester en Wethouders,06UIT02297,1820,in stand houden leeflaag of verhardingslaag door aanwezigheid restverontreiniging (wbb 0254),20060807000000,20060807000000,,Opleggen,Geregistreerd,87688.87077564838,436068.2611757565,51.90903673726225,4.408983318249241
1315,6,"KW - Melding, bevel, beschikking of vordering Wet bodembescherming",College Burgemeester en Wethouders,09UIT02681,1859,in stand houden verhardingslaag door aanwezigheid restverontreiniging (wbb 0038),19970116000000,19970116000000,,Opleggen,Geregistreerd,86984.6015000001,435265.8630369884,51.901739807944395,4.398908291322605
1316,6,"KW - Melding, bevel, beschikking of vordering Wet bodembescherming",College Burgemeester en Wethouders,08UIT04147,1860,vaststelling nazorgplan en gebruiksbeperking door aanwezigheid restverontreiniging (wbb 0037),20080409000000,20080409000000,,Opleggen,Geregistreerd,86050.79814371213,435589.4161283623,51.90453274081394,4.385276880871275
1307,6,"KW - Melding, bevel, beschikking of vordering Wet bodembescherming",College Burgemeester en Wethouders,09UIT02738,1815,vaststelling nazorgplan en gebruiksbeperking door aanwezigheid restverontreiniging (wbb 0113),19991202000000,19991202000000,,Opleggen,Geregistreerd,86617.07557698013,437477.73,51.921573186454516,4.3931292315096
1303,6,"KW - Melding, bevel, beschikking of vordering Wet bodembescherming",College Burgemeester en Wethouders,09UIT01405,1811,vaststelling nazorgplan en gebruiksbeperking door aanwezigheid restverontreiniging (wbb 0174),19980224000000,19980224000000,,Opleggen,Geregistreerd,87203.36471602198,435514.99899999995,51.9040055296798,4.4020375118437105
1366,6,"KW - Melding, bevel, beschikking of vordering Wet bodembescherming",College Burgemeester en Wethouders,09UIT04180,1871,in stand houden leeflaag of verhardingslaag door aanwezigheid restverontreiniging (wbb 0384),20070523000000,20070523000000,,Opleggen,Geregistreerd,87717.06573772465,436017.0947015728,51.90858030343623,4.4094030150456085
1325,6,"KW - Melding, bevel, beschikking of vordering Wet bodembescherming",College Burgemeester en Wethouders,08UIT00017,1862,beschikking ernst en urgentie of spoedeisendheid  (zie wbb 0273),20080116000000,20080116000000,,Opleggen,Geregistreerd,87652.61787289593,438379.751237624,51.92980614332782,4.408004007494576
1297,6,"KW - Melding, bevel, beschikking of vordering Wet bodembescherming",College Burgemeester en Wethouders,09UIT01195,1849,beschikking ernst en urgentie (wbb 0186),19990705000000,19990705000000,,Opleggen,Geregistreerd,87590.195,438035.4762467509,51.926704521858234,4.40716402846651
1357,6,"KW - Melding, bevel, beschikking of vordering Wet bodembescherming",College Burgemeester en Wethouders,07UIT08579,1865,"beschikking ernst en urgentie of spoedeisendheid (reeds gesaneerd, maar EV nooit goedgekeurd (wbb 0440)",20071212000000,20071212000000,,Opleggen,Geregistreerd,86043.78520888432,435758.03082481987,51.90604723803071,4.385141213855021
1304,6,"KW - Melding, bevel, beschikking of vordering Wet bodembescherming",College Burgemeester en Wethouders,09UIT02492,1812,beschikking ernst en urgentie of spoedeisendheid (wbb 0135),20020306000000,20020306000000,,Opleggen,Geregistreerd,86531.63576559057,435360.485,51.90253465747504,4.392308623901122
1354,6,"KW - Melding, bevel, beschikking of vordering Wet bodembescherming",College Burgemeester en Wethouders,09UIT04819,1863,beschikking ernst en urgentie of spoedeisendheid (wbb 0303),20030114000000,20030114000000,,Opleggen,Geregistreerd,87582.35639078295,436288.7842694615,51.9110057279158,4.407392385042026
1362,6,"KW - Melding, bevel, beschikking of vordering Wet bodembescherming",College Burgemeester en Wethouders,09UIT09621,1867,vaststelling nazorgplan en gebruiksbeperking door aanwezigheid restverontreiniging onder het pand (wbb 0428),20070418000000,20070418000000,,Opleggen,Geregistreerd,85676.26335735935,438968.67637844005,51.934856043083,4.379154188015376
1447,6,"KW - Melding, bevel, beschikking of vordering Wet bodembescherming",College Burgemeester en Wethouders,08UIT01776,1832,Besluit Uniforme Saneringen Goedkeuring evaluatieverslag (wbb 0480),20080220000000,20080220000000,,Opleggen,Geregistreerd,87346.25899999996,438964.82041724445,51.935027071587335,4.403435183117359
1456,6,"KW - Melding, bevel, beschikking of vordering Wet bodembescherming",College Burgemeester en Wethouders,08UIT05891,1833,Vaststelling ernst en spoedeisendheid (wbb 0397),20080521000000,20080521000000,,Opleggen,Geregistreerd,87707.72449194742,438244.4805,51.928597111713074,4.408831593730676
1345,6,"KW - Melding, bevel, beschikking of vordering Wet bodembescherming",College Burgemeester en Wethouders,09UIT01440,1825,in stand houden leeflaag of verhardingslaag door aanwezigheid restverontreiniging (wbb 0203),19970528000000,19970528000000,,Opleggen,Geregistreerd,85903.02300000007,437916.0118028525,51.92542384634686,4.382662608784014
582,5,"KW - Melding, bevel, beschikking of vordering Wet bodembescherming",College Burgemeester en Wethouders,09UIT00803,1733,vaststelling nazorgplan en gebruiksbeperking door aanwezigheid restverontreiniging (zie ook: 09INK01087),20000308000000,20000308000000,,Opleggen,Geregistreerd,86943.96361654374,438612.01249999995,51.93180724567548,4.397655998095969
326,6,"KW - Melding, bevel, beschikking of vordering Wet bodembescherming",College Burgemeester en Wethouders,09UIT05335,1671,beschikkinf ernst en urgentie of spoedeisendheid als gevolg van een multifunctionele sanering (329),20040303000000,20040303000000,,Opleggen,Geregistreerd,85830.0267177494,441733.44815988047,51.95972244969697,4.38083304441764
1600,6,"GG - Beschermd monument, Gemeentewet",College Burgemeester en Wethouders,onbekend,1559,Monument - Warande 93 : woning,20011218000000,20011218000000,,Opleggen,Geregistreerd,87026.75599999996,436247.0999799236,51.91056351366307,4.3993269747728965
1602,6,"GG - Beschermd monument, Gemeentewet",College Burgemeester en Wethouders,onbekend,1561,Monument - Warande 89 : woning,20011218000000,20011218000000,,Opleggen,Geregistreerd,87035.08851683271,436238.4545,51.910486832952174,4.3994497638619094
