objectid;id;stadsdeel;buurt;straat;locatie;shape_area;shape_len;geo_shape;geo_point_2d
662;120.0;Stratum;Burghplan;Geert Grootestraat;Geert Grootestraat;400.0;80.0;"{""coordinates"": [[[5.504022221343931, 51.427028188351706], [5.5040217607090005, 51.426848415124624], [5.5037341900201815, 51.42684870329775], [5.503734649519343, 51.427028476527006], [5.504022221343931, 51.427028188351706]]], ""type"": ""Polygon""}";51.42693844588444, 5.503878205398127
663;121.0;Woensel noord 1;Achtse Barrier-Hoeven;Rouenlaan;Rouenlaan / Atrechtlaan;400.0;80.0;"{""coordinates"": [[[5.447147387494515, 51.493080812351366], [5.447147149939269, 51.49290103965161], [5.446859161858684, 51.49290118779525], [5.4468593982780495, 51.49308096049698], [5.447147387494515, 51.493080812351366]]], ""type"": ""Polygon""}";51.49299100013289, 5.447003274392521
668;127.0;Woensel noord 2;Blixembosch-Oost;Otello;Otello;400.0;80.0;"{""coordinates"": [[[5.47833659093217, 51.490038242897754], [5.4783362306713475, 51.489858470288695], [5.478048261459742, 51.48985869523757], [5.478048620584888, 51.49003846784843], [5.47833659093217, 51.490038242897754]]], ""type"": ""Polygon""}";51.489948469127185, 5.478192425912033
670;129.0;Gestel;Genderbeemd;Sterkenburg;Sterkenburg 1;739.67447225;113.05435488038101;"{""coordinates"": [[[5.441392033249592, 51.42125288217117], [5.440992539643162, 51.42106753855827], [5.440807924942719, 51.42120914894034], [5.4412304664211595, 51.42141264412219], [5.441392033249592, 51.42125288217117]]], ""type"": ""Polygon""}";51.421236927479455, 5.441105810565115
673;132.0;Gestel;Bennekel-Oost;Willaertplein;Willaertplein;465.54392613;91.0389127644049;"{""coordinates"": [[[5.461602650919523, 51.42246842262228], [5.461394914634923, 51.42256097964416], [5.461644707804176, 51.42276299812513], [5.461824792813111, 51.42271089400265], [5.461602650919523, 51.42246842262228]]], ""type"": ""Polygon""}";51.42262040786237, 5.46161320776679
677;31.0;Woensel noord 2;Eckart;Schildstraat;Schildstraat;3267.778003165;251.800797656632;"{""coordinates"": [[[5.491171466758371, 51.47409786785826], [5.489873739335418, 51.474189723272474], [5.489933203713219, 51.47452161100683], [5.491184572714689, 51.4744240067324], [5.491171466758371, 51.47409786785826]]], ""type"": ""Polygon""}";51.47430754541381, 5.490537694017622
679;33.0;Strijp 1;Philipsdorp;Iepenlaan;Iepenlaan;408.60156541500004;81.95552618069539;"{""coordinates"": [[[5.461258270721777, 51.44084082438412], [5.461184579281752, 51.44099683726915], [5.4615128092952165, 51.441057280919786], [5.461577280738802, 51.440915715817475], [5.461258270721777, 51.44084082438412]]], ""type"": ""Polygon""}";51.440952186623264, 5.4613804888070066
681;35.0;Woensel zuid;Woensel-West;2e Franklinstraat;2e Franklinstraat / Edisonplein;1344.49461741;299.283665568371;"{""coordinates"": [[[5.457546195475675, 51.45332998521162], [5.455540501501368, 51.45317492809933], [5.455527511720915, 51.453240356101425], [5.457511347666772, 51.45343469271504], [5.457546195475675, 51.45332998521162]]], ""type"": ""Polygon""}";51.45330183330037, 5.45660996161132
684;38.0;Woensel noord 2;Vlokhoven;Hasenbosakker;Hasenbosakker;400.0;80.0;"{""coordinates"": [[[5.480582642222357, 51.46957764792051], [5.480582273770775, 51.46939787514501], [5.480294433904831, 51.46939810557621], [5.4802948012219375, 51.46957787835288], [5.480582642222357, 51.46957764792051]]], ""type"": ""Polygon""}";51.4694878768077, 5.480438537780061
686;40.0;Gestel;Bennekel-West, Gagelbosch;Corellistraat;Corellistraat;400.0;80.0;"{""coordinates"": [[[5.453695269046574, 51.41776580068833], [5.453695006933526, 51.41758602704832], [5.4534074943704445, 51.41758619104252], [5.453407755349708, 51.41776596468396], [5.453695269046574, 51.41776580068833]]], ""type"": ""Polygon""}";51.417675995924846, 5.453551381425044
693;48.0;Woensel noord 1;Achtse Barrier-Spaaihoef;Juralaan;B.P. Achtste Barrier Zuid;2124.54113458;243.423928746774;"{""coordinates"": [[[5.4451702733293565, 51.48466198959784], [5.444912203920222, 51.48458427094393], [5.444238206564553, 51.48540066037233], [5.4445521508758095, 51.48545956219238], [5.4451702733293565, 51.48466198959784]]], ""type"": ""Polygon""}";51.485034485706386, 5.444710962202851
695;51.0;Gestel;Genderdal;Cherubinilaan;Cherubinilaan 12;400.0;80.0;"{""coordinates"": [[[5.453667145848892, 51.42881954177103], [5.453379562440698, 51.42881970575235], [5.45337982319152, 51.42899947921117], [5.453667407733306, 51.428999315228154], [5.453667145848892, 51.42881954177103]]], ""type"": ""Polygon""}";51.42890951054973, 5.453523484803551
696;52.0;Woensel noord 2;Blixembosch-Oost;Emile Zolaplein;Emile Zolaplein;400.0;80.0;"{""coordinates"": [[[5.469860342596887, 51.49038895935412], [5.4698600157978845, 51.49020918670918], [5.469572044355293, 51.49020939078843], [5.4695723700163255, 51.49038916343442], [5.469860342596887, 51.49038895935412]]], ""type"": ""Polygon""}";51.49029917513075, 5.4697161931916725
700;266.0;Woensel noord 1;Kerkdorp Acht;Lekstraat;Lekstraat;400.0;80.0;"{""coordinates"": [[[5.428474839135585, 51.47969411906685], [5.4284746760333125, 51.47951434617279], [5.428186772930293, 51.479514448335955], [5.428186934896668, 51.479694221232236], [5.428474839135585, 51.47969411906685]]], ""type"": ""Polygon""}";51.47960428376107, 5.428330805748774
703;269.0;Woensel noord 2;Blixembosch-Oost;Attila;Attila;400.0;80.0;"{""coordinates"": [[[5.482331085238082, 51.4913200883217], [5.482330708970845, 51.49114031575384], [5.482042731687786, 51.491140550563706], [5.482043106819272, 51.491320323133614], [5.482331085238082, 51.4913200883217]]], ""type"": ""Polygon""}";51.4912303195023, 5.482186908178971
704;270.0;Strijp 1;Het Ven;Bredalaan;Bredalaan;400.0;80.0;"{""coordinates"": [[[5.435872596090327, 51.43970788186197], [5.4358724044115005, 51.43952810848419], [5.435584753584133, 51.43952822870508], [5.435584944129368, 51.439708002085126], [5.435872596090327, 51.43970788186197]]], ""type"": ""Polygon""}";51.439618055343125, 5.435728674553657
705;271.0;Woensel noord 2;Blixembosch-Oost;Koningskinderen;Koningskinderen;1319.97158463;230.149030373713;"{""coordinates"": [[[5.482574188557718, 51.484606449788906], [5.482628958146135, 51.48473466215466], [5.484076704977502, 51.484581544736834], [5.484030814914262, 51.484484054258246], [5.482574188557718, 51.484606449788906]]], ""type"": ""Polygon""}";51.48460478820776, 5.48329520617338
706;272.0;Strijp 1;Het Ven;de Blecourtstraat;B.P. 't Ven 3;400.0;80.0;"{""coordinates"": [[[5.446412352485735, 51.44112035218004], [5.446412585613698, 51.44130012546234], [5.446700247710655, 51.44129997860112], [5.446700013448196, 51.44112020531978], [5.446412352485735, 51.44112035218004]]], ""type"": ""Polygon""}";51.44121016544991, 5.446556299814598
708;274.0;Strijp 1;Schoot;Plataanplein;Plataanplein;522.74082047;91.6612999713424;"{""coordinates"": [[[5.456867401932546, 51.44361336968256], [5.456566864017807, 51.4435355662642], [5.456456255922678, 51.443743585885485], [5.456793724803821, 51.44379248511562], [5.456867401932546, 51.44361336968256]]], ""type"": ""Polygon""}";51.44367141925488, 5.456666005127916
709;275.0;Woensel noord 2;Blixembosch-Oost;Alzira;Alzira;400.0;80.0;"{""coordinates"": [[[5.478052689556036, 51.491779760080064], [5.478052330157544, 51.49159998748786], [5.477764349942272, 51.49160021174614], [5.477764708204987, 51.491779984340354], [5.478052689556036, 51.491779760080064]]], ""type"": ""Polygon""}";51.49168998597269, 5.477908519465177
712;2.0;Stratum;Burghplan;Moreelselaan;Moreelselaan;761.16044978;116.865430234187;"{""coordinates"": [[[5.504422100262312, 51.42849643225731], [5.504448952012908, 51.428857145360496], [5.5047334061631155, 51.42883107992719], [5.504701712757939, 51.428496814684294], [5.504422100262312, 51.42849643225731]]], ""type"": ""Polygon""}";51.4286711716106, 5.504574836573513
715;6.0;Woensel noord 1;Achtse Barrier-Hoeven;Lisieuxhof;Lisieuxhof;1386.94692864;176.16410127968902;"{""coordinates"": [[[5.451149819198907, 51.488661510977444], [5.45016441427147, 51.4885782888574], [5.45012690456963, 51.48874059374028], [5.451053666154088, 51.48886049329088], [5.451149819198907, 51.488661510977444]]], ""type"": ""Polygon""}";51.48871147308859, 5.450642162341709
716;7.0;Strijp 1;Philipsdorp;Esdoornlaan;Esdoornlaan;1045.738327415;132.15794144902102;"{""coordinates"": [[[5.459955674082855, 51.44126910785935], [5.459599706295736, 51.441202900076235], [5.459406115763066, 51.44152939267658], [5.4597667392883436, 51.441615815460175], [5.459955674082855, 51.44126910785935]]], ""type"": ""Polygon""}";51.44140575530756, 5.45968293940611
723;14.0;Gestel;Blaarthem;Schümannstraat;Schümannstraat;400.0;80.0;"{""coordinates"": [[[5.458591271586932, 51.424957282525206], [5.458590990322289, 51.424777509051665], [5.458303432349263, 51.424777685148015], [5.458303712478868, 51.4249574586225], [5.458591271586932, 51.424957282525206]]], ""type"": ""Polygon""}";51.42486748389598, 5.458447351684397
728;19.0;Woensel zuid;Woensel-West;Franklinplein;Franklinplein;842.09338579;167.384977000795;"{""coordinates"": [[[5.459034039328121, 51.45347987790972], [5.460038285248274, 51.45361012391668], [5.460084850453398, 51.45345802189706], [5.459042142632876, 51.45342357602483], [5.459034039328121, 51.45347987790972]]], ""type"": ""Polygon""}";51.45349916720698, 5.459629131088534
730;22.0;Strijp 2;Waterrijk;Waterland;Waterland;170.73624153499998;52.318357669829396;"{""coordinates"": [[[5.399505282340401, 51.43563128042651], [5.399328940983478, 51.43567086744767], [5.399392277534505, 51.435783910420916], [5.399559576393179, 51.43574997816136], [5.399505282340401, 51.43563128042651]]], ""type"": ""Polygon""}";51.43570831650558, 5.399446627458903
731;23.0;Woensel noord 2;Vlokhoven;Heeghtakker;Heeghtakker;669.505538985;113.717112705383;"{""coordinates"": [[[5.487108293162248, 51.473062842877084], [5.48687245481124, 51.473068602588505], [5.4868777139193945, 51.473438213278406], [5.487122410875532, 51.47341299271906], [5.487108293162248, 51.473062842877084]]], ""type"": ""Polygon""}";51.47324689959254, 5.486994200536907
734;26.0;Woensel noord 1;Achtse Barrier-Spaaihoef;Maconhof;Maconhof;400.0;80.0;"{""coordinates"": [[[5.446172015953203, 51.48263579606666], [5.446171782680802, 51.48245602322546], [5.445883860571675, 51.4824561689379], [5.445884092708852, 51.48263594177989], [5.446172015953203, 51.48263579606666]]], ""type"": ""Polygon""}";51.48254598256155, 5.44602793797868
736;55.0;Stratum;Schuttersbosch;Rendierveld;Rendierveld bij nr. 5;538.830820485;94.3824710117374;"{""coordinates"": [[[5.504436835245363, 51.413969538359986], [5.504060855024076, 51.413953556082454], [5.504061316218885, 51.4141333296214], [5.50446794231631, 51.414146795653295], [5.504436835245363, 51.413969538359986]]], ""type"": ""Polygon""}";51.414051957072466, 5.504256168799027
737;520.0;Woensel noord 2;Tempel;'s-Gravenbrakelstraat;Groot-Bijgaardenlaan 2;184.13867472;56.344588312270595;"{""coordinates"": [[[5.48823240087488, 51.48016764385886], [5.488215424027166, 51.48007342877473], [5.487959726368902, 51.48007888518582], [5.487976696895384, 51.48017048281779], [5.48823240087488, 51.48016764385886]]], ""type"": ""Polygon""}";51.48012258620447, 5.488096658010535
739;58.0;Park Meerland;Meerrijk;Waterfront Speelbos;Waterfront Speelbos;2027.663150775;220.023577572259;"{""coordinates"": [[[5.400143322354845, 51.442099947737006], [5.40043098882504, 51.442099914793836], [5.40047316051548, 51.44132484996439], [5.4000864254862515, 51.44132006101632], [5.400143322354845, 51.442099947737006]]], ""type"": ""Polygon""}";51.441692164827415, 5.400283145072623
746;65.0;Woensel noord 2;Vaartbroek;Braambesweg;Braambesweg;400.0;80.0;"{""coordinates"": [[[5.503161622529604, 51.47892172562215], [5.50316116462031, 51.478741953025995], [5.502873265788548, 51.478742239164326], [5.502873722559896, 51.478922011760346], [5.503161622529604, 51.47892172562215]]], ""type"": ""Polygon""}";51.47883198245242, 5.50301744387491
747;66.0;Stratum;Burghplan;St. Bonifaciuslaan;B.P. Bonifaciuspark / St. Bonifaciuslaan;6057.03940105;328.551294818317;"{""coordinates"": [[[5.503875238601529, 51.42582912923362], [5.5054579065887514, 51.425754074311676], [5.504565148324359, 51.42511458143377], [5.503661334541486, 51.42534548425938], [5.503875238601529, 51.42582912923362]]], ""type"": ""Polygon""}";51.425523605424175, 5.504446670539557
753;73.0;Woensel noord 2;Tempel;Orvallaan;Orvallaan;400.0;80.0;"{""coordinates"": [[[5.4834702257291585, 51.48243644446409], [5.483469845520241, 51.48225667183056], [5.483181924318151, 51.48225690940459], [5.483182303390789, 51.48243668203961], [5.4834702257291585, 51.48243644446409]]], ""type"": ""Polygon""}";51.48234667699383, 5.483326074739636
756;76.0;Tongelre;Doornakkers-West;Kalverstraat;Kalverstraat;400.0;80.0;"{""coordinates"": [[[5.5069638946959625, 51.44389753306267], [5.506963422521656, 51.44371776013669], [5.506675745215323, 51.4437180555873], [5.506676216252273, 51.44389782851481], [5.5069638946959625, 51.44389753306267]]], ""type"": ""Polygon""}";51.44380779438459, 5.506819819671409
757;78.0;Woensel noord 2;Vaartbroek;Mirabelweg;Mirabelweg;400.0;80.0;"{""coordinates"": [[[5.5033172163736594, 51.481837030877294], [5.5033167578108415, 51.48165725831691], [5.503028840525372, 51.481657544818255], [5.503029297950075, 51.481837317378506], [5.5033172163736594, 51.481837030877294]]], ""type"": ""Polygon""}";51.48174728790696, 5.503173028165307
769;340.0;Strijp 2;Grasrijk;Graskant;Graskant / Stillendijk;1503.395607485;173.82742050144302;"{""coordinates"": [[[5.414583515925208, 51.44032633967764], [5.415352432449677, 51.44050903852709], [5.415547711512062, 51.440361456117614], [5.414692803009142, 51.440081855065515], [5.414583515925208, 51.44032633967764]]], ""type"": ""Polygon""}";51.44031118785592, 5.415025711329481
776;136.0;Strijp 1;Drents Dorp;Lochemstraat;Lochemstraat;400.0;80.0;"{""coordinates"": [[[5.440881036026345, 51.44891116507929], [5.440880824666787, 51.44873139186621], [5.44059311580997, 51.448731524448945], [5.4405933260353825, 51.44891129766252], [5.440881036026345, 51.44891116507929]]], ""type"": ""Polygon""}";51.44882134482331, 5.4407370756346936
782;142.0;Tongelre;Lakerlopen;Mesdagstraat;Mesdagstraat / Albert Cuypstraat;947.41220465;121.58330262094601;"{""coordinates"": [[[5.502262397243296, 51.43942797993935], [5.501801492279428, 51.43960463577683], [5.502109535464068, 51.439793347840684], [5.502332324081972, 51.439714638708075], [5.502411361019474, 51.43954957165429], [5.502262397243296, 51.43942797993935]]], ""type"": ""Polygon""}";51.43961281263634, 5.502146663915411
784;145.0;Woensel zuid;Kronehoef;Hermelijnstraat;Hermelijnstraat;946.32905778;126.84489061628801;"{""coordinates"": [[[5.467822960750541, 51.454814867056314], [5.467466192519973, 51.454815113626346], [5.467461796667443, 51.45517300374302], [5.467798451730578, 51.45516335280067], [5.467822960750541, 51.454814867056314]]], ""type"": ""Polygon""}";51.45498985453915, 5.467636628386909
786;147.0;Woensel noord 1;Achtse Barrier-Gunterslaer;Bourgognelaan;Bourgognelaan t.o. huisnr 66;400.0;80.0;"{""coordinates"": [[[5.4523149735128555, 51.48394656613076], [5.452314716001833, 51.483766793330744], [5.452026785501763, 51.48376695415616], [5.452027041876619, 51.483946726957846], [5.4523149735128555, 51.48394656613076]]], ""type"": ""Polygon""}";51.48385676020299, 5.452170879223214
787;148.0;Woensel zuid;Hemelrijken;Zoutmanstraat;Zoutmanstraat;3124.8619134;245.936068253535;"{""coordinates"": [[[5.4715262427044085, 51.448570495134035], [5.470742230576806, 51.449174308731415], [5.471303744532591, 51.44932419567582], [5.471958455499208, 51.44868649360741], [5.4715262427044085, 51.448570495134035]]], ""type"": ""Polygon""}";51.448952260355675, 5.471367107588352
790;151.0;Woensel noord 1;Woenselse Heide;Meierijlaan;Meierijlaan;831.86091906;116.38783870177;"{""coordinates"": [[[5.45917212924073, 51.476985289854326], [5.45880051324369, 51.47685988834875], [5.458584140269217, 51.47704363601105], [5.459017716387346, 51.477204435033336], [5.45917212924073, 51.476985289854326]]], ""type"": ""Polygon""}";51.47702687917377, 5.458892569558393
799;346.0;Woensel noord 2;Eckart;Kleine Beerpad;Kleine Beerpad // Voermanstraat;400.0;80.0;"{""coordinates"": [[[5.49727296878135, 51.47419153547697], [5.497272534248936, 51.474011762811664], [5.496984665278343, 51.474012034418976], [5.496985098673895, 51.47419180708566], [5.49727296878135, 51.47419153547697]]], ""type"": ""Polygon""}";51.474101785007484, 5.497128816745734
803;350.0;Woensel noord 2;Vaartbroek;De Koppele;De Koppele;400.0;80.0;"{""coordinates"": [[[5.490459070030226, 51.47986640560391], [5.4901711639900075, 51.479866660412085], [5.490171570610573, 51.480046433037835], [5.490459477787347, 51.48004617822813], [5.490459070030226, 51.47986640560391]]], ""type"": ""Polygon""}";51.47995641937963, 5.490315320604602
808;355.0;Gestel;Oude Spoorbaan;Ireneplein;Ireneplein;1664.09208464;177.290084487492;"{""coordinates"": [[[5.463097343650033, 51.42954368262292], [5.463564792223958, 51.4300141625193], [5.463874150214687, 51.42988687534651], [5.463439022507177, 51.42940482326333], [5.463097343650033, 51.42954368262292]]], ""type"": ""Polygon""}";51.429708609380725, 5.463490155204097
811;358.0;Woensel zuid;Hemelrijken;Dr. Willem Dreesstraat;Dr. Willem Dreesstraat;3316.67708281;237.662115756848;"{""coordinates"": [[[5.474106807004382, 51.446378987543554], [5.473452299222193, 51.44621115082974], [5.4730429611031735, 51.44681261006286], [5.473581998168004, 51.44696450443267], [5.474106807004382, 51.446378987543554]]], ""type"": ""Polygon""}";51.44658332898877, 5.473553949549251
812;359.0;Tongelre;Muschberg, Geestenberg;Kaeriuslaan;Kaeriuslaan;6792.5882719;399.522169852518;"{""coordinates"": [[[5.520596558885185, 51.441846142960614], [5.51850653255067, 51.44265552479225], [5.518798534260659, 51.442903971203116], [5.520273477294774, 51.44259284228027], [5.520596558885185, 51.441846142960614]]], ""type"": ""Polygon""}";51.442456640687155, 5.519636147354727
816;503.0;Gestel;Hanevoet;Keverberg;Keverberg 2;870.9450518;122.55240356282201;"{""coordinates"": [[[5.44092567706263, 51.416078325935125], [5.440820033646016, 51.41589943057215], [5.440308040960782, 51.415993846430226], [5.440383594582968, 51.41620414992722], [5.44092567706263, 51.416078325935125]]], ""type"": ""Polygon""}";51.41604627163041, 5.440604753244335
820;154.0;Tongelre;Muschberg, Geestenberg;Leest;Leest;400.0;80.0;"{""coordinates"": [[[5.526308881757711, 51.44178919997156], [5.526308333107977, 51.44160942708431], [5.526020669362423, 51.44160977023732], [5.526021216876356, 51.44178954312631], [5.526308881757711, 51.44178919997156]]], ""type"": ""Polygon""}";51.44169948516402, 5.526164775276246
825;159.0;Tongelre;Muschberg, Geestenberg;Kaartmakersring;Kaartmakersring;400.0;80.0;"{""coordinates"": [[[5.517542679327777, 51.4449906766956], [5.517542165302173, 51.44481090379703], [5.517254481227207, 51.44481122537314], [5.517254994114382, 51.4449909982732], [5.517542679327777, 51.4449906766956]]], ""type"": ""Polygon""}";51.444900951094034, 5.517398579993025
831;165.0;Woensel zuid;Woensel-West;Celciusplein;Celciusplein;641.771673985;104.923660598474;"{""coordinates"": [[[5.45450134779275, 51.45478461106713], [5.454252025263314, 51.45488494983229], [5.454546404679251, 51.455129700086154], [5.454751170379141, 51.45502381989789], [5.45450134779275, 51.45478461106713]]], ""type"": ""Polygon""}";51.454954122870745, 5.454508869165045
833;167.0;Woensel noord 1;Achtse Barrier-Hoeven;Tourslaan;Tourslaan;400.0;80.0;"{""coordinates"": [[[5.445114377797606, 51.486516888385886], [5.445114148669767, 51.4863371155901], [5.444826202045714, 51.486337258697326], [5.444826430038104, 51.48651703149387], [5.445114377797606, 51.486516888385886]]], ""type"": ""Polygon""}";51.486427073600865, 5.444970289637846
842;176.0;Tongelre;Lakerlopen;Kempensebaan;Kempensebaan voor huisnr 76;400.0;80.0;"{""coordinates"": [[[5.498924899510977, 51.439173635043424], [5.498924459072716, 51.43899386201416], [5.498636811467049, 51.43899413761671], [5.498637250770299, 51.439173910648826], [5.498924899510977, 51.439173635043424]]], ""type"": ""Polygon""}";51.439083886389895, 5.498780855205172
843;177.0;Tongelre;Muschberg, Geestenberg;Bree;Bree;400.0;80.0;"{""coordinates"": [[[5.523478346478177, 51.44211183976579], [5.523477809008495, 51.441932066865675], [5.5231901432187325, 51.44193240307665], [5.523190679550153, 51.44211217597828], [5.523478346478177, 51.44211183976579]]], ""type"": ""Polygon""}";51.442022121480875, 5.52333424456404
850;184.0;Gestel;Hanevoet;Puthof;Puthof;689.2789810749999;106.158180872605;"{""coordinates"": [[[5.443587353987762, 51.4162168103767], [5.443305484984993, 51.41613029941108], [5.443148724724513, 51.416364323614616], [5.44349990574585, 51.416471019663824], [5.443587353987762, 51.4162168103767]]], ""type"": ""Polygon""}";51.41630001320432, 5.443383061867712
851;185.0;Woensel noord 2;Tempel;Belgiëplein;Belgiëplein;1774.31454218;179.553445148575;"{""coordinates"": [[[5.478163676606518, 51.47901226980034], [5.478213805545392, 51.47926481885962], [5.479057414889277, 51.47926040117913], [5.479053837701943, 51.47898428169897], [5.478163676606518, 51.47901226980034]]], ""type"": ""Polygon""}";51.47912908576594, 5.478628249636249
855;189.0;Gestel;Genderdal;Vivaldistraat;B.P. Genderdal (Vivaldistraat 76);400.0;80.0;"{""coordinates"": [[[5.4501361505010575, 51.4276726205018], [5.450135902545547, 51.42749284700979], [5.449848327486668, 51.42749300227587], [5.449848574308661, 51.42767277576956], [5.4501361505010575, 51.4276726205018]]], ""type"": ""Polygon""}";51.4275828114483, 5.449992238710423
856;190.0;Woensel noord 2;Vlokhoven;Samarialaan;Samarialaan 149/187;400.0;80.0;"{""coordinates"": [[[5.480898090429587, 51.473387485665704], [5.4806102253864415, 51.47338771688209], [5.480610593990519, 51.47356748960933], [5.4808984601683655, 51.47356725839174], [5.480898090429587, 51.473387485665704]]], ""type"": ""Polygon""}";51.47347748769627, 5.48075434249381
864;198.0;Woensel zuid;Kronehoef;Mathys de Layenslaan;Mathys de Layenslaan // Marterstraat t.o. 40;400.0;80.0;"{""coordinates"": [[[5.462011214400618, 51.45592613688065], [5.462010919631605, 51.4557463638857], [5.461723166149987, 51.45574654855127], [5.46172345978218, 51.45592632154794], [5.462011214400618, 51.45592613688065]]], ""type"": ""Polygon""}";51.45583634277558, 5.461867189991062
869;204.0;Tongelre;'t Hofke;Keizersmantelstraat;Keizersmantelstraat;1809.68794551;172.378030382507;"{""coordinates"": [[[5.521358567188191, 51.45066423939417], [5.5208486034894815, 51.45061931771842], [5.520758683802968, 51.451002441506674], [5.521487132338491, 51.45103952730529], [5.521358567188191, 51.45066423939417]]], ""type"": ""Polygon""}";51.45084238814771, 5.5211107725491475
873;208.0;Tongelre;Muschberg, Geestenberg;Asberg;Asberg;400.0;80.0;"{""coordinates"": [[[5.525862805413794, 51.443629349825834], [5.525862258496344, 51.443449576956624], [5.525574583119844, 51.44344991901379], [5.525575128901388, 51.443629691884766], [5.525862805413794, 51.443629349825834]]], ""type"": ""Polygon""}";51.44353963447941, 5.525718693982967
877;212.0;Stratum;Kruidenbuurt;Floralaan Oost;Floralaan Oost bij nr. 26;671.32544936;109.87441072309801;"{""coordinates"": [[[5.503951059809894, 51.41876638191916], [5.503705943147032, 51.418809751632836], [5.503821725894346, 51.4191354614084], [5.504082135116033, 51.41907770138532], [5.503951059809894, 51.41876638191916]]], ""type"": ""Polygon""}";51.418949497015134, 5.503890308703158
884;219.0;Tongelre;'t Hofke;Celebeslaan;Celebeslaan // Molukkenlaan;400.0;80.0;"{""coordinates"": [[[5.5037381438665784, 51.446321880985536], [5.503737684413392, 51.446142108070134], [5.503449991741229, 51.44614239557038], [5.50345045005692, 51.44632216848721], [5.5037381438665784, 51.446321880985536]]], ""type"": ""Polygon""}";51.44623213833754, 5.503594067519643
