FID,omschr,voorz_vop,voorz_fop,voorz_vri,rijrtnghrb,rijrtngzij,afbuiging,invent_oms,wegdeelltr,kmtr,wegnummer,fk_veld4,ibn,gdb_geomattr_data,shape
kruispunten_kenmerk.357,Pseudo kruispunt met fysieke scheiding van de rijbanen,J,J,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,STAALINDUSTRIEWEG              DE HELLING,R,24.86499977,915,KPK0001223558,I,,POINT (105401.15729999915 429867.1317999996)
kruispunten_kenmerk.358,Pseudo T-kruispunt met fysieke scheiding van de rijbanen,N,N,N,"Alleen rechtdoor, er geldt geen keerverbod op beide hoofdrijbanen (D4)",,,SIDDEBUREN=N387,R,52.20700073,033,KPK0001197741,I,,POINT (254410.0811999999 585228.7283999994)
kruispunten_kenmerk.359,T-kruispunt met een linksafvak in de hoofdrijbaan,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,GEERLANDWEG,R,54.72299957,033,KPK0001197748,I,,POINT (254269.9523999989 587734.5243000016)
kruispunten_kenmerk.360,T-kruispunt met een linksafvak in de hoofdrijbaan,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,GEERLANDWEG,R,54.72299957,033,KPK0001197749,I,,POINT (254260.98429999873 587735.4921999983)
kruispunten_kenmerk.361,T-kruispunt met een linksafvak in de hoofdrijbaan,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,WOLDWEG=N989,R,59.07799911,033,KPK0001197750,I,,POINT (252917.95910000056 591410.5736000016)
kruispunten_kenmerk.362,T-kruispunt met fysieke scheiding van de rijbanen,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,HOLEWEG =N362,R,60.77399826,033,KPK0001197751,I,,POINT (254537.2146999985 591824.6042999998)
kruispunten_kenmerk.363,T-kruispunt met een linksafvak in de hoofdrijbaan,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,WOLDWEG=N989,R,59.07799911,033,KPK0001197752,I,,POINT (252909.93310000002 591416.4246999994)
kruispunten_kenmerk.364,T-kruispunt met fysieke scheiding van de rijbanen,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,HOLEWEG =N362,R,60.77999878,033,KPK0001197753,I,,POINT (254538.82649999857 591836.7631999999)
kruispunten_kenmerk.365,T-kruispunt met voorrangsregeling,N,N,N,"Rechtdoor met rechtsaf toegestaan, EN keerverbod bij gelijkvloerse kruising (D6R + F7)",Rechtsaf OF linksaf OF beide afslagen toegestaan (D5R of D5L of D7),,FIVELWEG,R,66.41899872,033,KPK0001197764,I,,POINT (253582.26639999822 596994.6361999996)
kruispunten_kenmerk.366,T-kruispunt met voorrangsregeling,N,N,N,"Rechtdoor met rechtsaf toegestaan, EN keerverbod bij gelijkvloerse kruising (D6R + F7)",Rechtsaf OF linksaf OF beide afslagen toegestaan (D5R of D5L of D7),,FIVELWEG,R,66.4240036,033,KPK0001197765,I,,POINT (253571.59600000083 596998.0815000013)
kruispunten_kenmerk.367,T-kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtsaf OF linksaf OF beide afslagen toegestaan (D5R of D5L of D7),,HOGELANDSTERWEG=N997,R,68.48000336,033,KPK0001197766,I,,POINT (252752.43519999832 598846.4549000002)
kruispunten_kenmerk.368,T-kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,Rechtsaf OF linksaf OF beide afslagen toegestaan (D5R of D5L of D7),,HOODFWEG-ZUID,R,70.97499847,033,KPK0001197768,I,,POINT (251316.54080000147 600752.2210000008)
kruispunten_kenmerk.369,T-kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtsaf OF linksaf OF beide afslagen toegestaan (D5R of D5L of D7),,HOGELANDSTERWEG=N997,R,68.48000336,033,KPK0001197769,I,,POINT (252744.70169999823 598840.8489000015)
kruispunten_kenmerk.370,T-kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtsaf OF linksaf OF beide afslagen toegestaan (D5R of D5L of D7),,WEGRESTERANT EEMSHAVEN,R,69.43499756,033,KPK0001197770,I,,POINT (251975.76639999822 599374.5383000001)
kruispunten_kenmerk.371,T-kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,Rechtsaf OF linksaf OF beide afslagen toegestaan (D5R of D5L of D7),,HOODFWEG-ZUID,R,70.97499847,033,KPK0001197771,I,,POINT (251307.64299999923 600750.2358000018)
kruispunten_kenmerk.372,T-kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,Rechtsaf OF linksaf OF beide afslagen toegestaan (D5R of D5L of D7),,HOGELANDSTERWEG,R,71.87999725,033,KPK0001197772,I,,POINT (250964.79039999843 601574.8027000017)
kruispunten_kenmerk.373,T-kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,Rechtsaf OF linksaf OF beide afslagen toegestaan (D5R of D5L of D7),,EGD WEG,R,72.72599792,033,KPK0001197773,I,,POINT (251295.1484999992 602324.8762999997)
kruispunten_kenmerk.374,T-kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,Rechtsaf OF linksaf OF beide afslagen toegestaan (D5R of D5L of D7),,HOGELANDSTERWEG,R,71.87999725,033,KPK0001197774,I,,POINT (250955.47560000047 601572.2446999997)
kruispunten_kenmerk.375,T-kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,Rechtsaf OF linksaf OF beide afslagen toegestaan (D5R of D5L of D7),,EGD WEG,R,72.72599792,033,KPK0001197775,I,,POINT (251287.0705000013 602330.1209999993)
kruispunten_kenmerk.376,T-kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,Rechtsaf OF linksaf OF beide afslagen toegestaan (D5R of D5L of D7),,OOSTPOLDERWEG,R,75.16500092,033,KPK0001197776,I,,POINT (252319.08559999987 604533.5018000007)
kruispunten_kenmerk.377,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtsaf OF linksaf OF beide afslagen toegestaan (D5R of D5L of D7),,CALAMITEITENROUTE,R,14.0539999,073,KPK0001198305,I,,POINT (196423.42590000108 353901.376600001)
kruispunten_kenmerk.378,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtsaf OF linksaf OF beide afslagen toegestaan (D5R of D5L of D7),,CALAMITEITENROUTE,R,14.14799976,073,KPK0001198306,I,,POINT (196493.0427000001 353968.8927000016)
kruispunten_kenmerk.379,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtsaf OF linksaf OF beide afslagen toegestaan (D5R of D5L of D7),,CALAMITEITENROUTE,R,22.76000023,073,KPK0001198456,I,,POINT (199446.5421999991 359924.99130000174)
kruispunten_kenmerk.380,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtsaf OF linksaf OF beide afslagen toegestaan (D5R of D5L of D7),,CALAMITEITENROUTE,R,24.41600037,073,KPK0001198457,I,,POINT (200444.36450000107 361213.2670999989)
kruispunten_kenmerk.381,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtsaf OF linksaf OF beide afslagen toegestaan (D5R of D5L of D7),,CALAMITEITENROUTE,R,27.69000053,073,KPK0001198545,I,,POINT (202324.14070000127 363838.67440000176)
kruispunten_kenmerk.382,Pseudo kruispunt met fysieke scheiding van de rijbanen,N,N,J,Rechtdoor met linksaf toegestaan (rechtsaf verbod) voor de rechter hoofdrijbaan (D6L),Rechtdoor en linksaf toegestaan voor de rechter zijstraat (D6L),,VBW. b (RW 27)                 VBW. a (RW 27),R,102.85700226,059,KPK0001203468,I,,POINT (120278.1323999986 411062.71559999883)
kruispunten_kenmerk.383,Kruispunt zonder voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,OVERSTEEKPLAATS,R,127.11399841,059,KPK0001203551,I,,POINT (143962.1559999995 411712.6737000011)
kruispunten_kenmerk.384,Kruispunt met voorrangsregeling,N,N,N,Rechtdoor met rechtsaf toegestaan (linksaf verbod) voor de rechter hoofdrijbaan (D6R),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de linker zijstraat (D4),,DE OVERSTEEK,R,34.45999908,001,KPK0001203615,I,,POINT (149384.10700000077 470291.31599999964)
kruispunten_kenmerk.385,Kruispunt zonder voorrangsregeling,N,N,N,Rechtdoor met rechtsaf toegestaan (linksaf verbod) voor de rechter hoofdrijbaan (D6R),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de rechter zijstraat (D4),,'BODEGRAVEN'VBW. d,R,17.41600037,011,KPK0001204502,I,,POINT (110266.45800000057 455695.8372000009)
kruispunten_kenmerk.386,Pseudo T-kruispunt met voorrangsregeling,N,N,J,"Rechtdoor met rechtsaf toegestaan, EN keerverbod bij gelijkvloerse kruising (D6R + F7)",Rechtdoor en rechtsaf toegestaan voor de rechter zijstraat (bord D6R),,RING ZUID                      RW. 28 VBW.b,R,92.05599976,028,KPK0001205392,I,,POINT (201261.2039999999 502342.69579999894)
kruispunten_kenmerk.387,T-kruispunt met voorrangsregeling,N,N,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtdoor en rechtsaf toegestaan voor de rechter zijstraat (bord D6R),,RING NOORD                     RW. 28 VBW.d,R,91.85700226,028,KPK0001205393,I,,POINT (201063 502302)
kruispunten_kenmerk.388,Kruispunt zonder voorrangsregeling,N,N,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtdoor en linksaf toegestaan voor de rechter zijstraat (D6L),,RW. 28 VBW.a                   RING NOORD,R,92.02100372,028,KPK0001205394,I,,POINT (201132.6026000008 502414.0478999987)
kruispunten_kenmerk.389,Kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,Rechtdoor en rechtsaf toegestaan voor de rechter zijstraat (bord D6R),,STELLINGENWEG,R,35.24900055,032,KPK0001205665,I,,POINT (197733.37000000104 544000.5971999988)
kruispunten_kenmerk.390,Pseudo kruispunt met fysieke scheiding van de rijbanen,N,N,J,Rechtdoor met linksaf toegestaan (rechtsaf verbod) voor de rechter hoofdrijbaan (D6L),Rechtdoor en linksaf toegestaan voor de rechter zijstraat (D6L),,VBW. b (RW 27)                 VBW. a (RW 27),R,102.86100006,059,KPK0001206155,I,,POINT (120282.46990000084 411103.39660000056)
kruispunten_kenmerk.391,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,FIETSOVERSTEEKPLAATS,R,96.46199799,059,KPK0001206227,I,,POINT (114195.93450000137 408995.8555999994)
kruispunten_kenmerk.392,Rotonde,N,N,N,"Alleen rechtdoor, er geldt geen keerverbod op beide hoofdrijbanen (D4)",Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,RW059 vbw 42 c Heusden,R,122.58499908,059,KPK0001206233,I,,POINT (139529.436999999 412165.96599999815)
kruispunten_kenmerk.393,Rotonde,N,N,N,"Rechtdoor met rechtsaf toegestaan, EN keerverbod bij gelijkvloerse kruising (D6R + F7)",Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,RW059 vbw 42 c Heusden,R,122.84999847,059,KPK0001206235,I,,POINT (139704.35830000043 412247.5764000006)
kruispunten_kenmerk.394,Kruispunt zonder voorrangsregeling,N,N,N,Rechtdoor met rechtsaf toegestaan (linksaf verbod) voor de rechter hoofdrijbaan (D6R),Rechtdoor met rechtsaf toegestaan en keerverbod voor beide zijstraten (D6R + F7),,RW059 vbw 42 a Heusden,R,122.73999786,059,KPK0001206237,I,,POINT (139701.05950000137 412250.98420000076)
kruispunten_kenmerk.395,Pseudo kruispunt zonder voorrangsregeling,N,N,J,Rechtdoor met rechtsaf toegestaan (linksaf verbod) voor de rechter hoofdrijbaan (D6R),,,OVERSTEEKPLAATS,R,223.46600342,004,KPK0001207821,I,,POINT (79363.6660999991 400581.91110000014)
kruispunten_kenmerk.396,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OVERSTEEKPLAATS,R,223.4960022,004,KPK0001207822,I,,POINT (79145.8275000006 400697.5364000015)
kruispunten_kenmerk.397,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OVERSTEEKPLAATS,R,223.88800049,004,KPK0001207823,I,,POINT (79357.52100000158 400591.3344999999)
kruispunten_kenmerk.398,T-kruispunt met voorrangsregeling,N,N,N,"Alleen rechtdoor, keerverbod op rechter hoofdrijbaan (D4 + F7)",Rechtdoor en rechtsaf toegestaan voor de rechter zijstraat (bord D6R),,'BODEGRAVEN'VBW. c,R,18.19300079,011,KPK0001207853,I,,POINT (110271.72619999945 455691.32290000096)
kruispunten_kenmerk.399,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtsaf OF linksaf OF beide afslagen toegestaan (D5R of D5L of D7),,CALAMITEITENDOORGANG,R,33.47900009,016,KPK0001208300,I,,POINT (103582.89209999889 425109.0186999999)
kruispunten_kenmerk.400,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtsaf OF linksaf OF beide afslagen toegestaan (D5R of D5L of D7),,CALAMITEITENDOORGANG,R,33.4640007,016,KPK0001208305,I,,POINT (103557.68870000169 425081.15949999914)
kruispunten_kenmerk.401,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OVERSTEEKPLAATS,R,223.477005,004,KPK0001210650,I,,POINT (79188.99219999835 400757.97940000147)
kruispunten_kenmerk.402,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtdoor en rechtsaf toegestaan voor de rechter zijstraat (bord D6R),,POLDERPAD (WERKVERKEER),R,3.75399995,011,KPK0001211241,I,,POINT (97979.71350000054 460077.52800000086)
kruispunten_kenmerk.403,T-kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),,,GEMENEWEG,R,6.02799988,011,KPK0001211263,I,,POINT (100245.25769999996 459647.6862999983)
kruispunten_kenmerk.404,Pseudo rotonde,N,N,J,Rechtdoor met rechtsaf toegestaan (linksaf verbod) voor de rechter hoofdrijbaan (D6R),Rechtdoor en linksaf toegestaan voor de linker zijstraat (D6L),,ABRAM VAN RIJCKEVORSELWEG      VBW. c,R,19.52499962,016,KPK0001211985,I,,POINT (96309.55079999939 436640.4409000017)
kruispunten_kenmerk.405,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtsaf OF linksaf OF beide afslagen toegestaan (D5R of D5L of D7),,CALAMITEITENDOORGANG,R,7.44199991,010,KPK0001218325,I,,POINT (126587.48070000112 488789.93840000033)
kruispunten_kenmerk.406,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtsaf OF linksaf OF beide afslagen toegestaan (D5R of D5L of D7),,CALAMITEITENDOORGANG,R,9.31299973,010,KPK0001218350,I,,POINT (126798.64209999889 486965.4182000011)
kruispunten_kenmerk.407,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtsaf OF linksaf OF beide afslagen toegestaan (D5R of D5L of D7),,CALAMITEITENDOORGANG,R,9.36499977,010,KPK0001218351,I,,POINT (126810.66429999843 486949.93470000103)
kruispunten_kenmerk.408,T-kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtdoor en rechtsaf toegestaan voor de rechter zijstraat (bord D6R),,HENRIËTTE ROLAND HOLSTLAAN,R,47.82899857,035,KPK0001218584,I,,POINT (240880.67190000042 482346.46240000054)
kruispunten_kenmerk.409,Kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,ZWOLSEWEG,R,10.88599968,835,KPK0001218639,I,,POINT (210966.3841000013 497240.42390000075)
kruispunten_kenmerk.410,Kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,ZWOLSEWEG,R,11.26500034,835,KPK0001218642,I,,POINT (211189.9162000008 496936.70529999956)
kruispunten_kenmerk.411,Pseudo T-kruispunt met een linksafvak in de hoofdrijbaan,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,ZWOLSEWEG,R,11.34000015,835,KPK0001218643,I,,POINT (211234.3310999982 496876.2707999982)
kruispunten_kenmerk.412,Kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,ZWOLSEWEG,R,11.49300003,835,KPK0001218644,I,,POINT (211324.83729999885 496753.1383999996)
kruispunten_kenmerk.413,Kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,ZWOLSEWEG,R,11.81799984,835,KPK0001218645,I,,POINT (211519.4862000011 496488.6118000001)
kruispunten_kenmerk.414,Niet indeelbaar,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OVERSTEEKPLAATS,R,11.90200043,835,KPK0001218646,I,,POINT (211567.8852000013 496422.41860000044)
kruispunten_kenmerk.415,Kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,ZWOLSEWEG,R,12.03499985,835,KPK0001218647,I,,POINT (211645.36030000076 496316.7846999988)
kruispunten_kenmerk.416,Kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,ZWOLSEWEG,R,12.22000027,835,KPK0001218648,I,,POINT (211759.72129999846 496172.6964999996)
kruispunten_kenmerk.417,Pseudo kruispunt met fysieke scheiding van de rijbanen,N,N,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,RAALTERDWARSWEG                BERKENDIJK,R,15.52200031,835,KPK0001218662,I,,POINT (213405.5337000005 493846.19949999824)
kruispunten_kenmerk.418,T-kruispunt met een linksafvak in de hoofdrijbaan,N,N,J,Alle rijrichtingen toegestaan bij een zijstraat,,,OMMERWEG,R,21.30999947,835,KPK0001218697,I,,POINT (216404.14770000055 489173.1050999984)
kruispunten_kenmerk.419,Kruispunt met fysieke scheiding van de rijbanen,J,J,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,ALMELOSESTRAAT                 HOOILANDWEG,R,21.78499985,835,KPK0001218698,I,,POINT (216781.78510000184 488896.2135999985)
kruispunten_kenmerk.420,T-kruispunt met een linksafvak in de hoofdrijbaan,N,N,J,Alle rijrichtingen toegestaan bij een zijstraat,,,OMMERWEG,R,21.30999947,835,KPK0001218699,I,,POINT (216410.39339999855 489179.72940000147)
kruispunten_kenmerk.421,Kruispunt met fysieke scheiding van de rijbanen,J,J,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,ALMELOSESTRAAT                 HOOILANDWEG,R,21.78499985,835,KPK0001218700,I,,POINT (216785.72700000182 488905.0159999989)
kruispunten_kenmerk.422,Kruispunt met voorrangsregeling,N,N,N,"Alleen rechtdoor, er geldt geen keerverbod op beide hoofdrijbanen (D4)",Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,ALMELOSEWEG                    KLINKENBELTWEG,R,31.56200027,835,KPK0001218760,I,,POINT (226002.1895999983 487115.7980000004)
kruispunten_kenmerk.423,Kruispunt met voorrangsregeling,N,J,J,Alle rijrichtingen toegestaan bij een zijstraat,,,BARON VAN STERNBACHLAAN,R,35.74000168,835,KPK0001218764,I,,POINT (230173.3845999986 486828.3550999984)
kruispunten_kenmerk.424,Kruispunt met voorrangsregeling,N,J,J,Alle rijrichtingen toegestaan bij een zijstraat,,,BARON VAN STERNBACHLAAN,R,35.73300171,835,KPK0001218765,I,,POINT (230167.98699999973 486846.3205000013)
kruispunten_kenmerk.425,T-kruispunt met een linksafvak in de hoofdrijbaan,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,BURGERMEESTER H.BOERSINGEL,R,37.21500015,835,KPK0001218766,I,,POINT (231619.16000000015 486609.34699999914)
kruispunten_kenmerk.426,Kruispunt met voorrangsregeling,N,N,N,"Alleen rechtdoor, er geldt geen keerverbod op beide hoofdrijbanen (D4)",Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,SCHAPENDIJK                    WESTERVEENWEG,R,38.05699921,835,KPK0001218767,I,,POINT (232477.0524000004 486539.54619999975)
kruispunten_kenmerk.427,Kruispunt met voorrangsregeling,N,N,N,"Alleen rechtdoor, er geldt geen keerverbod op beide hoofdrijbanen (D4)",Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,NIJVERDALSESTRAAT              DWARSDIJK,R,38.74200058,835,KPK0001218768,I,,POINT (233157.96590000018 486478.0962000005)
kruispunten_kenmerk.428,Kruispunt met voorrangsregeling,N,N,J,"Alleen rechtdoor, er geldt geen keerverbod op beide hoofdrijbanen (D4)",Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,NOTTERMORSWEG                  VOSSENBOSWEG,R,39.63100052,835,KPK0001218769,I,,POINT (234017.70919999853 486402.83889999986)
kruispunten_kenmerk.429,Kruispunt zonder voorrangsregeling,N,J,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OVERSTEEKPLAATS,R,185.13499451,002,KPK0001219223,I,,POINT (171940.78920000046 367591.1050999984)
kruispunten_kenmerk.430,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OVERSTEEKPLAATS,R,218.23199463,002,KPK0001219224,I,,POINT (190429.68230000138 351534.11520000175)
kruispunten_kenmerk.431,Kruispunt met voorrangsregeling,N,N,J,"Alleen rechtdoor, keerverbod op rechter hoofdrijbaan (D4 + F7)",Er geldt alleen een keerverbod voor de linker zijstraat (F7),,OVERKAMPWEG,R,6.1079998,003,KPK0001219573,I,,POINT (106256.44590000063 423227.3925999999)
kruispunten_kenmerk.432,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OVERSTEEKPLAATS,R,2.25399995,004,KPK0001219593,I,,POINT (115841.20580000058 483566.4846000001)
kruispunten_kenmerk.433,Niet indeelbaar,N,N,N,Rechtdoor met rechtsaf toegestaan (linksaf verbod) voor de rechter hoofdrijbaan (D6R),Rechtdoor en rechtsaf toegestaan voor de rechter zijstraat (bord D6R),,OVERSTEEKPLAATS,R,2.29299998,004,KPK0001219595,I,,POINT (115875.71409999952 483429.1948999986)
kruispunten_kenmerk.434,Pseudo kruispunt met fysieke scheiding van de rijbanen,J,J,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,KENNEMERSTRAATWEG,R,75.62400055,009,KPK0001220355,I,,POINT (110585 514797)
kruispunten_kenmerk.435,Pseudo kruispunt met fysieke scheiding van de rijbanen,J,J,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,KENNEMERSTRAATWEG,R,75.62400055,009,KPK0001220356,I,,POINT (110572.28909999877 514788.27050000057)
kruispunten_kenmerk.436,Pseudo kruispunt met fysieke scheiding van de rijbanen,J,N,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,AERT DE GELDERLAAN,R,76.92500305,009,KPK0001220358,I,,POINT (109534.61360000074 515562.93470000103)
kruispunten_kenmerk.437,Kruispunt met fysieke scheiding van de rijbanen,N,J,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,HELDERSEWEG	KOGELDIJK,R,81.68000031,009,KPK0001220362,I,,POINT (111439.13899999857 519526.10599999875)
kruispunten_kenmerk.438,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OVERSTEEKPLAATS,R,97.40200043,009,KPK0001220379,I,,POINT (109048.53599999845 533318.7146000005)
kruispunten_kenmerk.439,Pseudo kruispunt met fysieke scheiding van de rijbanen,N,J,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,ST.MAARTENSWEG                 ZEEWEG,R,97.57800293,009,KPK0001220390,I,,POINT (109109.53770000115 533465.7415999994)
kruispunten_kenmerk.440,Pseudo kruispunt met fysieke scheiding van de rijbanen,N,J,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,ST.MAARTENSWEG                 ZEEWEG,R,97.57800293,009,KPK0001220391,I,,POINT (109109.53770000115 533465.7415999994)
kruispunten_kenmerk.441,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OVERSTEEKPLAATS,R,97.6740036,009,KPK0001220395,I,,POINT (109172.23539999872 533583.1994999982)
kruispunten_kenmerk.442,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OVERSTEEKPLAATS,R,26.35199928,009,KPK0001220443,I,,POINT (120469.28249999881 479085.39020000026)
kruispunten_kenmerk.443,Kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtdoor en rechtsaf toegestaan voor de rechter zijstraat (bord D6R),,CARPOOLPLEK,R,101,009,KPK0001220465,I,,POINT (111056.54930000007 536117.0097999983)
kruispunten_kenmerk.444,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OVERSTEEKPLAATS,R,101.01599884,009,KPK0001220466,I,,POINT (111069.94339999929 536107.8548000008)
kruispunten_kenmerk.445,Kruispunt met voorrangsregeling,N,J,N,Alleen rechtdoor toegestaan voor de rechter hoofdrijbaan (D4),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de rechter zijstraat (D4),,FIETSOVERSTEEKPLAATS,R,101.29000092,009,KPK0001220467,I,,POINT (111241.51729999855 536431.3691000007)
