FID,jaar,bed_zosnol,bed_zosmar,bed_rupmar,bedzostot,bio_zosnol,bio_zosmar,bio_rupmar,biozostot,bio_tot,type_ws,hoofdgeb,gebied,deelgeb,gdb_geomattr_data,shape
zostera_noltei_2004.1,2004,0,1,0,0,0,348,0,0,348,Kust- en Overgangswater,Waddenzee,Eems-Dollard,Eems,,"POLYGON ((258120 599879.9998999983, 258099.9998999983 599879.9998999983, 258099.9998999983 599900.0001000017, 258120 599900.0001000017, 258120 599879.9998999983))"
zostera_noltei_2004.6,2004,0,1,0,0,0,348,0,0,348,Kust- en Overgangswater,Waddenzee,Eems-Dollard,Eems,,"POLYGON ((258140 599900.0001000017, 258120 599900.0001000017, 258120 599920, 258140 599920, 258140 599900.0001000017))"
zostera_noltei_2004.7,2004,0,1,0,0,0,348,0,0,348,Kust- en Overgangswater,Waddenzee,Eems-Dollard,Eems,,"POLYGON ((258120 599900.0001000017, 258099.9998999983 599900.0001000017, 258099.9998999983 599920, 258120 599920, 258120 599900.0001000017))"
zostera_noltei_2004.8,2004,0,1,0,0,0,348,0,0,348,Kust- en Overgangswater,Waddenzee,Eems-Dollard,Eems,,"POLYGON ((258160 599900.0001000017, 258140 599900.0001000017, 258140 599920, 258160 599920, 258160 599900.0001000017))"
zostera_noltei_2004.9,2004,0,1,0,0,0,348,0,0,348,Kust- en Overgangswater,Waddenzee,Eems-Dollard,Eems,,"POLYGON ((258079.9998999983 599900.0001000017, 258060 599900.0001000017, 258060 599920, 258079.9998999983 599920, 258079.9998999983 599900.0001000017))"
zostera_noltei_2004.10,2004,0,1,0,0,0,348,0,0,348,Kust- en Overgangswater,Waddenzee,Eems-Dollard,Eems,,"POLYGON ((258099.9998999983 599900.0001000017, 258079.9998999983 599900.0001000017, 258079.9998999983 599920, 258099.9998999983 599920, 258099.9998999983 599900.0001000017))"
zostera_noltei_2004.14,2004,0,1,0,0,0,348,0,0,348,Kust- en Overgangswater,Waddenzee,Eems-Dollard,Eems,,"POLYGON ((258120 599920, 258099.9998999983 599920, 258099.9998999983 599940, 258120 599940, 258120 599920))"
zostera_noltei_2004.56,2004,0,1,0,0,0,348,0,0,348,Kust- en Overgangswater,Waddenzee,Eems-Dollard,Eems,,"POLYGON ((258099.9998999983 599920, 258079.9998999983 599920, 258079.9998999983 599940, 258099.9998999983 599940, 258099.9998999983 599920))"
zostera_noltei_2004.57,2004,0,1,0,0,0,348,0,0,348,Kust- en Overgangswater,Waddenzee,Eems-Dollard,Eems,,"POLYGON ((258140 599920, 258120 599920, 258120 599940, 258140 599940, 258140 599920))"
zostera_noltei_2004.59,2004,0,1,0,0,0,348,0,0,348,Kust- en Overgangswater,Waddenzee,Eems-Dollard,Eems,,"POLYGON ((258160 599920, 258140 599920, 258140 599940, 258160 599940, 258160 599920))"
zostera_noltei_2004.87,2004,0,0,0,0,0,0,0,0,0,Kust- en Overgangswater,Waddenzee,Eems-Dollard,Eems,,"POLYGON ((258380 600400, 258360 600400, 258360 600419.9998999983, 258380 600419.9998999983, 258380 600400))"
zostera_noltei_2004.120,2004,0,0,0,0,0,0,0,0,0,Kust- en Overgangswater,Waddenzee,Eems-Dollard,Eems,,"POLYGON ((258399.9998999983 600419.9998999983, 258380 600419.9998999983, 258380 600439.9998999983, 258399.9998999983 600439.9998999983, 258399.9998999983 600419.9998999983))"
zostera_noltei_2004.141,2004,0,1,0,0,0,348,0,0,348,Kust- en Overgangswater,Waddenzee,Eems-Dollard,Eems,,"POLYGON ((258079.9998999983 599859.9998999983, 258060 599859.9998999983, 258060 599879.9998999983, 258079.9998999983 599879.9998999983, 258079.9998999983 599859.9998999983))"
zostera_noltei_2004.144,2004,0,0,0,0,0,0,0,0,0,Kust- en Overgangswater,Waddenzee,Eems-Dollard,Eems,,"POLYGON ((258140 599859.9998999983, 258120 599859.9998999983, 258120 599879.9998999983, 258140 599879.9998999983, 258140 599859.9998999983))"
zostera_noltei_2004.145,2004,0,1,0,0,0,348,0,0,348,Kust- en Overgangswater,Waddenzee,Eems-Dollard,Eems,,"POLYGON ((258120 599859.9998999983, 258099.9998999983 599859.9998999983, 258099.9998999983 599879.9998999983, 258120 599879.9998999983, 258120 599859.9998999983))"
zostera_noltei_2004.146,2004,0,1,0,0,0,348,0,0,348,Kust- en Overgangswater,Waddenzee,Eems-Dollard,Eems,,"POLYGON ((258079.9998999983 599879.9998999983, 258060 599879.9998999983, 258060 599900.0001000017, 258079.9998999983 599900.0001000017, 258079.9998999983 599879.9998999983))"
zostera_noltei_2004.148,2004,0,0,0,0,0,0,0,0,0,Kust- en Overgangswater,Waddenzee,Eems-Dollard,Eems,,"POLYGON ((258160 599879.9998999983, 258140 599879.9998999983, 258140 599900.0001000017, 258160 599900.0001000017, 258160 599879.9998999983))"
zostera_noltei_2004.149,2004,0,1,0,0,0,348,0,0,348,Kust- en Overgangswater,Waddenzee,Eems-Dollard,Eems,,"POLYGON ((258140 599879.9998999983, 258120 599879.9998999983, 258120 599900.0001000017, 258140 599900.0001000017, 258140 599879.9998999983))"
zostera_noltei_2004.151,2004,0,1,0,0,0,348,0,0,348,Kust- en Overgangswater,Waddenzee,Eems-Dollard,Eems,,"POLYGON ((258099.9998999983 599879.9998999983, 258079.9998999983 599879.9998999983, 258079.9998999983 599900.0001000017, 258099.9998999983 599900.0001000017, 258099.9998999983 599879.9998999983))"
zostera_noltei_2004.154,2004,0,1,0,0,0,348,0,0,348,Kust- en Overgangswater,Waddenzee,Eems-Dollard,Eems,,"POLYGON ((258079.9998999983 599840, 258060 599840, 258060 599859.9998999983, 258079.9998999983 599859.9998999983, 258079.9998999983 599840))"
zostera_noltei_2004.155,2004,0,1,0,0,0,348,0,0,348,Kust- en Overgangswater,Waddenzee,Eems-Dollard,Eems,,"POLYGON ((258079.9998999983 599800, 258060 599800, 258060 599820, 258079.9998999983 599820, 258079.9998999983 599800))"
zostera_noltei_2004.156,2004,0,1,0,0,0,348,0,0,348,Kust- en Overgangswater,Waddenzee,Eems-Dollard,Eems,,"POLYGON ((258099.9998999983 599859.9998999983, 258079.9998999983 599859.9998999983, 258079.9998999983 599879.9998999983, 258099.9998999983 599879.9998999983, 258099.9998999983 599859.9998999983))"
zostera_noltei_2004.157,2004,0,1,0,0,0,348,0,0,348,Kust- en Overgangswater,Waddenzee,Eems-Dollard,Eems,,"POLYGON ((258099.9998999983 599840, 258079.9998999983 599840, 258079.9998999983 599859.9998999983, 258099.9998999983 599859.9998999983, 258099.9998999983 599840))"
zostera_noltei_2004.158,2004,0,1,0,0,0,348,0,0,348,Kust- en Overgangswater,Waddenzee,Eems-Dollard,Eems,,"POLYGON ((258100.0001000017 599800, 258079.9998999983 599800, 258079.9998999983 599820, 258100.0001000017 599820, 258100.0001000017 599800))"
zostera_noltei_2004.161,2004,0,1,0,0,0,348,0,0,348,Kust- en Overgangswater,Waddenzee,Eems-Dollard,Eems,,"POLYGON ((258100.0001000017 599820, 258079.9998999983 599820, 258079.9998999983 599840, 258099.9998999983 599840, 258100.0001000017 599820))"
zostera_noltei_2004.163,2004,0,1,0,0,0,348,0,0,348,Kust- en Overgangswater,Waddenzee,Eems-Dollard,Eems,,"POLYGON ((258120 599820, 258100.0001000017 599820, 258099.9998999983 599840, 258120 599840, 258120 599820))"
zostera_noltei_2004.164,2004,0,1,0,0,0,348,0,0,348,Kust- en Overgangswater,Waddenzee,Eems-Dollard,Eems,,"POLYGON ((258120 599840, 258099.9998999983 599840, 258099.9998999983 599859.9998999983, 258120 599859.9998999983, 258120 599840))"
zostera_noltei_2004.166,2004,0,0,0,0,0,0,0,0,0,Kust- en Overgangswater,Waddenzee,Eems-Dollard,Eems,,"POLYGON ((258120 599800, 258100.0001000017 599800, 258100.0001000017 599820, 258120 599820, 258120 599800))"
zostera_noltei_2004.169,2004,0,0,0,0,0,0,0,0,0,Kust- en Overgangswater,Waddenzee,Eems-Dollard,Eems,,"POLYGON ((258140 599840, 258120 599840, 258120 599859.9998999983, 258140 599859.9998999983, 258140 599840))"
zostera_noltei_2004.264,2004,0,0,0,0,0,0,0,0,0,Kust- en Overgangswater,Waddenzee,Eems-Dollard,Eems,,"POLYGON ((258299.9998999983 600480, 258280 600480, 258280 600500.0001999997, 258299.9998999983 600500.0001999997, 258299.9998999983 600480))"
zostera_noltei_2004.276,2004,0,1,0,0,0,348,0,0,348,Kust- en Overgangswater,Waddenzee,Eems-Dollard,Eems,,"POLYGON ((258099.9998999983 600020, 258079.9998999983 600020, 258079.9998999983 600040, 258099.9998999983 600040, 258099.9998999983 600020))"
zostera_noltei_2004.286,2004,0,0,0,0,0,0,0,0,0,Kust- en Overgangswater,Waddenzee,Eems-Dollard,Eems,,"POLYGON ((258099.9998999983 600040, 258079.9998999983 600040, 258079.9998999983 600060, 258099.9998999983 600060, 258099.9998999983 600040))"
