objectid;dragertype;pkey;geo_shape;geo_point_2d;bordtype;gsmcode;volgorde;datum_plaatsing
2374;Lichtmast;C1EC53C4-66C9-4589-8CAF-83B23C7794CB;"{""coordinates"": [5.476511147302077, 51.43214976570046], ""type"": ""Point""}";51.43214976570046, 5.476511147302077;BW112zbh;;1;
1810;Lichtmast;60DE1A92-70E3-47F4-82FB-5121F602E927;"{""coordinates"": [5.488548371867279, 51.426932238890025], ""type"": ""Point""}";51.426932238890025, 5.488548371867279;GSM;5163;;
2193;Lichtmast;37C3A126-7FE0-4BE3-98E2-05547EA512E6;"{""coordinates"": [5.477113043827973, 51.4504702236113], ""type"": ""Point""}";51.4504702236113, 5.477113043827973;GSM;5150;2;
2476;Lichtmast;37C3A126-7FE0-4BE3-98E2-05547EA512E6;"{""coordinates"": [5.477113043827973, 51.4504702236113], ""type"": ""Point""}";51.4504702236113, 5.477113043827973;BW112;;1;
2493;Lichtmast;BCC89CEB-DECC-4EE5-A9B2-A1D22AB638B5;"{""coordinates"": [5.476447650234343, 51.43155766721633], ""type"": ""Point""}";51.43155766721633, 5.476447650234343;GSM;5177;1;
2386;Lichtmast;1A9DCA79-D0D1-44AB-9431-058BAD6E33E7;"{""coordinates"": [5.4744626521267685, 51.431735970716566], ""type"": ""Point""}";51.431735970716566, 5.4744626521267685;BW112zbh;;1;
2209;Flespaal;DBA6B1A8-1FB7-4C6E-B3FD-2029268DA422;"{""coordinates"": [5.481188581609903, 51.450740385316934], ""type"": ""Point""}";51.450740385316934, 5.481188581609903;BW112ze;;1;
2056;Lichtmast;1C44D17F-CE56-4D52-866F-A009DC861416;"{""coordinates"": [5.480319582585797, 51.43004005861829], ""type"": ""Point""}";51.43004005861829, 5.480319582585797;GSM;5178;1;
2002;Flespaal;E4F2E78F-E7C4-45D6-8D1A-2B732845E3DF;"{""coordinates"": [5.481774530156943, 51.44193975578676], ""type"": ""Point""}";51.44193975578676, 5.481774530156943;BW112;;1;
2538;Lichtmast;457DEA30-FFF0-42F0-A622-6C5DD92EA3C5;"{""coordinates"": [5.4654195094818645, 51.43564034838372], ""type"": ""Point""}";51.43564034838372, 5.4654195094818645;BW112L__OB401PA;;2;
2202;Flespaal;37B46CA7-829E-4937-87EA-9B06D22EC264;"{""coordinates"": [5.478072801488801, 51.447905039252376], ""type"": ""Point""}";51.447905039252376, 5.478072801488801;BW112ze;;1;
1945;Flespaal;1AF3B755-2197-4474-9BD0-6A46A94F0565;"{""coordinates"": [5.4821038201452765, 51.440469554349896], ""type"": ""Point""}";51.440469554349896, 5.4821038201452765;BW112zbh;;;
2097;Lichtmast;BFBC5737-2AC2-4304-AC30-9A5B2D1AC318;"{""coordinates"": [5.467806992784149, 51.43152425257697], ""type"": ""Point""}";51.43152425257697, 5.467806992784149;BW112L__OB401PA;;1;
2606;Lichtmast;E6CFA492-1868-444E-87F3-8DDB5322D2EA;"{""coordinates"": [5.472837041422265, 51.430979594359634], ""type"": ""Point""}";51.430979594359634, 5.472837041422265;GSM;5177;;
2033;Lichtmast;530C58A3-312F-4D29-A675-9EBEA7D799F1;"{""coordinates"": [5.492671242995443, 51.442896509872455], ""type"": ""Point""}";51.442896509872455, 5.492671242995443;GSM;5182;;
2061;Lichtmast;414BA77D-1286-40EF-A469-003BE5DEC8E6;"{""coordinates"": [5.473765655578523, 51.44251781176206], ""type"": ""Point""}";51.44251781176206, 5.473765655578523;GSM;5129;;
2106;Lichtmast;C80A0C76-AA69-4CD8-9AB7-29F2357BC959;"{""coordinates"": [5.492909431605199, 51.43770317680851], ""type"": ""Point""}";51.43770317680851, 5.492909431605199;BW112R__OB401PA;;2;20190701000000
3152;Lichtmast;C80A0C76-AA69-4CD8-9AB7-29F2357BC959;"{""coordinates"": [5.492909431605199, 51.43770317680851], ""type"": ""Point""}";51.43770317680851, 5.492909431605199;GSM;5182;1;20190701000000
2052;Flespaal;E19F4574-5272-4EF2-BCC8-CB2460E04E3D;"{""coordinates"": [5.470526210969546, 51.43869406562411], ""type"": ""Point""}";51.43869406562411, 5.470526210969546;BW112zb;;2;
1894;Lichtmast;BD0E603F-2B8D-419F-B4A3-38E225FEEA36;"{""coordinates"": [5.488134378926379, 51.43317322920702], ""type"": ""Point""}";51.43317322920702, 5.488134378926379;BW112R__OB401PA;;1;
2593;Flespaal;1FE578DC-12B7-4334-95E9-A71D7FD2A123;"{""coordinates"": [5.481582762417107, 51.43032149163601], ""type"": ""Point""}";51.43032149163601, 5.481582762417107;GSM;5178;2;
2609;Lichtmast;DF5C1D58-7178-4738-81F1-77399988A083;"{""coordinates"": [5.472666711601, 51.42998955359054], ""type"": ""Point""}";51.42998955359054, 5.472666711601;GSM;5177;;
3135;Flespaal;2F059D5B-094C-423C-A574-387D7797B0DA;"{""coordinates"": [5.450152029085354, 51.448480031361605], ""type"": ""Point""}";51.448480031361605, 5.450152029085354;GSM;5192;1;
2726;Lichtmast;60B809A9-5496-472E-8FEA-50ADD09977E7;"{""coordinates"": [5.477854693649879, 51.46859458572535], ""type"": ""Point""}";51.46859458572535, 5.477854693649879;GSM;5190;1;
2759;Lichtmast;60B809A9-5496-472E-8FEA-50ADD09977E7;"{""coordinates"": [5.477854693649879, 51.46859458572535], ""type"": ""Point""}";51.46859458572535, 5.477854693649879;GSM;5190;1;
2467;Lichtmast;CA4BA81C-421F-4913-8855-AF7338355B35;"{""coordinates"": [5.4697004748020195, 51.43650110037732], ""type"": ""Point""}";51.43650110037732, 5.4697004748020195;GSM;5183;1;
3183;Lichtmast;5A7370EF-AFFB-4A0A-AAA3-88697C9EB604;"{""coordinates"": [5.470421484775016, 51.42894953655921], ""type"": ""Point""}";51.42894953655921, 5.470421484775016;GSM;5177;1;
2009;Lichtmast;C5444580-0490-4C0A-AD09-6EEB0942DDAC;"{""coordinates"": [5.471242822665577, 51.44377508468102], ""type"": ""Point""}";51.44377508468102, 5.471242822665577;GSM;5186;;
1963;Flespaal;9C3B7343-281C-464D-9103-611364F588AB;"{""coordinates"": [5.478254536623742, 51.44194181785233], ""type"": ""Point""}";51.44194181785233, 5.478254536623742;GSM;5110;1;
2500;Lichtmast;563FDFAE-2F53-4744-8A81-441D8226BE87;"{""coordinates"": [5.4744220240209795, 51.42846289029893], ""type"": ""Point""}";51.42846289029893, 5.4744220240209795;GSM;5177;1;
2440;Lichtmast;B1FE22C8-A0BF-44D2-BFA3-E007FD47E68B;"{""coordinates"": [5.458303332591675, 51.44229455821023], ""type"": ""Point""}";51.44229455821023, 5.458303332591675;OB502;5157;2;
2650;Lichtmast;E4B059C2-F451-49E4-BF7D-7064A6C1B8A4;"{""coordinates"": [5.467967286589605, 51.43866424747577], ""type"": ""Point""}";51.43866424747577, 5.467967286589605;BW112ze;;1;
2577;Lichtmast;CC2654F5-7BCA-4316-9554-C55A533AAABA;"{""coordinates"": [5.466723867906933, 51.43787625971004], ""type"": ""Point""}";51.43787625971004, 5.466723867906933;GSM;5183;1;
1843;Flespaal;DA9D0498-5A4B-47AB-BFC9-45CE28CE78EF;"{""coordinates"": [5.4711373137603205, 51.44057868225314], ""type"": ""Point""}";51.44057868225314, 5.4711373137603205;BW112zb;5128;;
2576;Lichtmast;8183ACDC-5D0F-4858-A456-F8D6C243C725;"{""coordinates"": [5.467446778675886, 51.43802993717245], ""type"": ""Point""}";51.43802993717245, 5.467446778675886;GSM;5183;1;
3144;Lichtmast;1808BCE7-216A-4BFC-BC6B-6E18CE812194;"{""coordinates"": [5.461892252901443, 51.44412529207946], ""type"": ""Point""}";51.44412529207946, 5.461892252901443;GSM;5157;;
1726;Lichtmast;2CE22CF7-FCBC-45A5-9A7C-0140BFA270DC;"{""coordinates"": [5.474712108395957, 51.445463527320136], ""type"": ""Point""}";51.445463527320136, 5.474712108395957;GSM;5154;1;
1734;Flespaal;CBE50935-763A-4C43-AB51-AAA62F5B55C8;"{""coordinates"": [5.485047702817965, 51.43158926174549], ""type"": ""Point""}";51.43158926174549, 5.485047702817965;BW112ze;;1;
2727;Lichtmast;F4D6A08D-2735-42FB-9514-64383CD7CF58;"{""coordinates"": [5.4823696465949405, 51.43087965738838], ""type"": ""Point""}";51.43087965738838, 5.4823696465949405;BW112R__OB401PA;;1;
2138;Lichtmast;C47950AA-2E90-4A3F-A730-9205594539F6;"{""coordinates"": [5.4698563149077755, 51.44408918079397], ""type"": ""Point""}";51.44408918079397, 5.4698563149077755;GSM;5186;1;
3195;Flespaal;00F1A762-BC2D-404B-A500-DFE712FE8C9F;"{""coordinates"": [5.469022059539827, 51.44389030277144], ""type"": ""Point""}";51.44389030277144, 5.469022059539827;BW112zb;;1;
3194;Flespaal;00F1A762-BC2D-404B-A500-DFE712FE8C9F;"{""coordinates"": [5.469022059539827, 51.44389030277144], ""type"": ""Point""}";51.44389030277144, 5.469022059539827;BW112ze;;1;
2765;Lichtmast;F05D2F78-3238-4AEA-8A62-6AEFA1D6D721;"{""coordinates"": [5.468959667769251, 51.44397140912428], ""type"": ""Point""}";51.44397140912428, 5.468959667769251;GSM;5186;2;
1965;Lichtmast;C62B4B2E-19F5-4BD2-9075-45091B2E0E7B;"{""coordinates"": [5.46897570946098, 51.444206952188836], ""type"": ""Point""}";51.444206952188836, 5.46897570946098;BW112ze;;1;
2429;Lichtmast;76C25982-F2A2-4E88-BB1F-5B38DECD7E61;"{""coordinates"": [5.461145929672059, 51.44255062248271], ""type"": ""Point""}";51.44255062248271, 5.461145929672059;BW112L__OB401PA;;2;
1848;Lichtmast;4A6454A2-EE31-415D-BD8D-E75CB3DA7380;"{""coordinates"": [5.4868245583680055, 51.43333684019018], ""type"": ""Point""}";51.43333684019018, 5.4868245583680055;GSM;5141;1;
1849;Lichtmast;27E9C5EE-0C15-46E5-9570-57F5FF453984;"{""coordinates"": [5.486111186734677, 51.43297771704564], ""type"": ""Point""}";51.43297771704564, 5.486111186734677;GSM;5141;1;
2044;Lichtmast;BAF0ED26-1E2D-429C-9B56-1FEFB2133D70;"{""coordinates"": [5.486350167959202, 51.43271976976483], ""type"": ""Point""}";51.43271976976483, 5.486350167959202;GSM;5141;1;
1952;Lichtmast;E5DD89A0-F099-45DA-9975-B5B3565B695A;"{""coordinates"": [5.461545964953502, 51.4413776941122], ""type"": ""Point""}";51.4413776941122, 5.461545964953502;GSM;5157;1;
2358;Lichtmast;82D26B5A-7E24-4F86-9B59-1B108E8F3B69;"{""coordinates"": [5.463681390271543, 51.44389697086465], ""type"": ""Point""}";51.44389697086465, 5.463681390271543;BW112;;1;
2359;Flespaal;721C4E60-8E78-47C0-B1D5-56521B5E37F4;"{""coordinates"": [5.463870345602959, 51.44383141799482], ""type"": ""Point""}";51.44383141799482, 5.463870345602959;BW112;;1;
3140;Lichtmast;33EB6741-3AA4-4C1F-8168-F655B270A6AE;"{""coordinates"": [5.464068213850797, 51.443990298779546], ""type"": ""Point""}";51.443990298779546, 5.464068213850797;GSM;5157;1;
1733;Flespaal;6E06CFD5-C6B0-4171-BDD9-F05CD6F0AE9A;"{""coordinates"": [5.484083304215309, 51.433991021263644], ""type"": ""Point""}";51.433991021263644, 5.484083304215309;OB501l;;2;
2645;Flespaal;6B84B1B8-21E4-4CA9-9716-5A9B08095CD9;"{""coordinates"": [5.459915850966724, 51.45884543290968], ""type"": ""Point""}";51.45884543290968, 5.459915850966724;BW112zb;;1;
2282;Flespaal;BBA8B229-BC13-43AB-8798-E1824B3298F1;"{""coordinates"": [5.469268643414747, 51.464430566705936], ""type"": ""Point""}";51.464430566705936, 5.469268643414747;E09zb;;2;
2724;Flespaal;E1393392-4D59-4D84-B602-B1F347C0B248;"{""coordinates"": [5.469420757539596, 51.46450238210789], ""type"": ""Point""}";51.46450238210789, 5.469420757539596;E09ze;;1;
2183;Flespaal;A9E9EC97-1D51-4722-B277-87B85B36B085;"{""coordinates"": [5.483533043562763, 51.43949049381443], ""type"": ""Point""}";51.43949049381443, 5.483533043562763;BW112;;1;
2690;Flespaal;9C6F552F-DDC8-448C-ADF0-C72941FAFFCF;"{""coordinates"": [5.484515853606067, 51.43893935395465], ""type"": ""Point""}";51.43893935395465, 5.484515853606067;E09ze;;1;
1984;Flespaal;3471B0A0-EE41-4AF7-8297-3E757DB7E1C2;"{""coordinates"": [5.470511796178978, 51.43050660795947], ""type"": ""Point""}";51.43050660795947, 5.470511796178978;BW112ze;;1;
1958;Flespaal;15615911-2A88-4CC1-9D81-A519A2D11B14;"{""coordinates"": [5.470130321410004, 51.430296557006535], ""type"": ""Point""}";51.430296557006535, 5.470130321410004;BW112ze;;1;
1961;Flespaal;E753FCB5-AE2C-4AD2-9EFC-47BD0FA07067;"{""coordinates"": [5.469318055128453, 51.42910420931093], ""type"": ""Point""}";51.42910420931093, 5.469318055128453;BW112zb;;1;
1720;Flespaal;9658346A-84B2-4608-AD92-51626EA61A2E;"{""coordinates"": [5.4773628893432935, 51.43627116021069], ""type"": ""Point""}";51.43627116021069, 5.4773628893432935;BW112zb;;1;
1862;Flespaal;5E2397DB-AFCA-430B-BDD7-85C9192F330A;"{""coordinates"": [5.452615009859562, 51.44468470519122], ""type"": ""Point""}";51.44468470519122, 5.452615009859562;BW112zb;;1;
2789;Lichtmast;972A46FF-BB8E-42F6-A5C1-C1F4E092CA4B;"{""coordinates"": [5.4527879214771575, 51.44473025767634], ""type"": ""Point""}";51.44473025767634, 5.4527879214771575;GSM;5157;1;
3057;Lichtmast;7A685EB4-5CC7-4B6F-8373-FDEDBC07AC07;"{""coordinates"": [5.462417533162882, 51.44293256551518], ""type"": ""Point""}";51.44293256551518, 5.462417533162882;BW112R__OB401PA;;1;
2643;Flespaal;F4D75180-9CC6-4DEA-91AE-2941E9838D89;"{""coordinates"": [5.462299882309697, 51.44279368029694], ""type"": ""Point""}";51.44279368029694, 5.462299882309697;BW112ze;;3;
1723;Lichtmast;E000628E-A633-4C42-B2F2-128D8E231EB8;"{""coordinates"": [5.471410738396406, 51.463576948462695], ""type"": ""Point""}";51.463576948462695, 5.471410738396406;E09zb;;1;
2255;Flespaal;06C40C72-3BFB-4F7D-A399-1C9E7718A0F2;"{""coordinates"": [5.48339708485673, 51.440631161859784], ""type"": ""Point""}";51.440631161859784, 5.48339708485673;E09zbh;;1;
2982;Lichtmast;A8E3111E-180E-4116-AB0F-8D3530670BB2;"{""coordinates"": [5.490071619577521, 51.424635032869325], ""type"": ""Point""}";51.424635032869325, 5.490071619577521;GSM;5176;;
2957;Lichtmast;6D6035A1-28EA-43BD-AF72-5251C1005C28;"{""coordinates"": [5.476975368033825, 51.45203369310673], ""type"": ""Point""}";51.45203369310673, 5.476975368033825;GSM;5150;2;
2993;Lichtmast;801E3EAC-145E-4459-B926-9CE3470A83B6;"{""coordinates"": [5.476711962203992, 51.451098210185684], ""type"": ""Point""}";51.451098210185684, 5.476711962203992;GSM;5150;;
2995;Flespaal;48248C7A-3AA6-4F93-B487-BB64B76FBF68;"{""coordinates"": [5.4725037793949936, 51.45115599220736], ""type"": ""Point""}";51.45115599220736, 5.4725037793949936;BW112R__OB401PA;;2;
2996;Flespaal;48248C7A-3AA6-4F93-B487-BB64B76FBF68;"{""coordinates"": [5.4725037793949936, 51.45115599220736], ""type"": ""Point""}";51.45115599220736, 5.4725037793949936;GSM;5150;3;
1819;Lichtmast;4F868A07-7C80-4DDC-8D71-3E3B18C0E32D;"{""coordinates"": [5.494347072867888, 51.439001017458665], ""type"": ""Point""}";51.439001017458665, 5.494347072867888;BW112ze;;;
2806;Flespaal;36CC6D5A-E118-4EFA-B54C-9EB1F3E96CBC;"{""coordinates"": [5.450623281232995, 51.44250503764304], ""type"": ""Point""}";51.44250503764304, 5.450623281232995;BW112R__OB401PA;;;
2809;Flespaal;06AED32A-BCD4-4736-9CDD-B7FB898EC6CE;"{""coordinates"": [5.462133458607764, 51.437739258326076], ""type"": ""Point""}";51.437739258326076, 5.462133458607764;GSM;5183;2;
3111;Flespaal;6CB7CC12-BB52-4492-B41C-D81D64D6C2B0;"{""coordinates"": [5.467049157264002, 51.430045642884515], ""type"": ""Point""}";51.430045642884515, 5.467049157264002;E08r;;1;
1960;Lichtmast;1B59F888-CD4F-4937-BB6C-5C89320CE568;"{""coordinates"": [5.469576529674368, 51.42954599465347], ""type"": ""Point""}";51.42954599465347, 5.469576529674368;GSM;5177;2;
2832;Flespaal;3BBABA42-BAC6-4C96-9620-991A4E2880DE;"{""coordinates"": [5.480007649480776, 51.46886866994755], ""type"": ""Point""}";51.46886866994755, 5.480007649480776;BW112ze;;;
2960;Flespaal;72CB371D-71EF-4E3F-92F7-3F0F5CFFEF37;"{""coordinates"": [5.479896766827334, 51.46831021228228], ""type"": ""Point""}";51.46831021228228, 5.479896766827334;GSM;5168;;
2922;;A1C7DB55-93F8-4245-85A6-B43B3794CF4B;"{""coordinates"": [5.480202923437091, 51.46811685415677], ""type"": ""Point""}";51.46811685415677, 5.480202923437091;GSM;5168;;
2963;;F1E06314-B0D9-41A1-AD65-820604D4E59C;"{""coordinates"": [5.4822400927247354, 51.46795840700549], ""type"": ""Point""}";51.46795840700549, 5.4822400927247354;BW112ze;;;
2833;Flespaal;96CF054C-F439-4E5C-B1E0-9ABEF9A0F1B1;"{""coordinates"": [5.4689859976185256, 51.44747427325739], ""type"": ""Point""}";51.44747427325739, 5.4689859976185256;BW112ze;;;
2835;Flespaal;4E3035C9-1F8F-4081-923D-1903E0DC91D3;"{""coordinates"": [5.46836384438268, 51.44817137536801], ""type"": ""Point""}";51.44817137536801, 5.46836384438268;BW112ze;;;
2834;Flespaal;ED64AA9B-609D-4057-9BBA-0BA97BB4E493;"{""coordinates"": [5.468429620725494, 51.44808143742533], ""type"": ""Point""}";51.44808143742533, 5.468429620725494;BW112zb;;;
3003;Flespaal;69FAAE05-6C16-472F-85B7-AC70545A3BA9;"{""coordinates"": [5.451315413202613, 51.441207029612755], ""type"": ""Point""}";51.441207029612755, 5.451315413202613;BW112zb;;;
3002;Flespaal;987D314F-3BAD-4F57-8A30-08565A393017;"{""coordinates"": [5.451190712482307, 51.44120032171572], ""type"": ""Point""}";51.44120032171572, 5.451190712482307;BW112ze;;;
2925;Flespaal;3E46797E-4E8A-4BD0-ADD0-E543674BDEF2;"{""coordinates"": [5.451677476672386, 51.440806377962446], ""type"": ""Point""}";51.440806377962446, 5.451677476672386;BW112ze;;;
2930;Lichtmast;2B1F729D-6E55-4FB2-B3C5-EFED5166C58B;"{""coordinates"": [5.4609375087267615, 51.4374304318186], ""type"": ""Point""}";51.4374304318186, 5.4609375087267615;GSM;5183;2;
2931;Lichtmast;1EE6FAA4-38BC-439B-A495-7B7DFC404B79;"{""coordinates"": [5.461644248048972, 51.43704313892588], ""type"": ""Point""}";51.43704313892588, 5.461644248048972;GSM;5183;;
2968;Lichtmast;3611A344-32A6-46BA-B8FA-6A70231203F4;"{""coordinates"": [5.455465025771037, 51.44248744352324], ""type"": ""Point""}";51.44248744352324, 5.455465025771037;GSM;5157;2;
2145;Flespaal;B5B8A736-6721-4DE2-97ED-6FA8D944AC35;"{""coordinates"": [5.49598903902784, 51.44184596385478], ""type"": ""Point""}";51.44184596385478, 5.49598903902784;BW112ze;;;
2841;Lichtmast;424A3ECA-0FA9-4366-978A-2383F9FA74CC;"{""coordinates"": [5.495091272165429, 51.44061561818022], ""type"": ""Point""}";51.44061561818022, 5.495091272165429;GSM;5182;;
2851;Flespaal;6B92C4D3-6779-4B98-80D0-D63EB3ED9EA9;"{""coordinates"": [5.496952636262006, 51.440368497882176], ""type"": ""Point""}";51.440368497882176, 5.496952636262006;BW112zb;;;
2935;Flespaal;F8ED26C4-2149-4775-A69A-38F777D7771A;"{""coordinates"": [5.499075518618146, 51.442393726026225], ""type"": ""Point""}";51.442393726026225, 5.499075518618146;BW112zb;;;
3030;Lichtmast;96816DF8-03EB-4227-8B06-F66462676234;"{""coordinates"": [5.491369266588682, 51.43576107753282], ""type"": ""Point""}";51.43576107753282, 5.491369266588682;BW112R__OB401PA;;1;
3031;Lichtmast;96816DF8-03EB-4227-8B06-F66462676234;"{""coordinates"": [5.491369266588682, 51.43576107753282], ""type"": ""Point""}";51.43576107753282, 5.491369266588682;GSM;5179;2;
3035;Lichtmast;C4682337-F421-41E9-A1F5-32AB92B3528F;"{""coordinates"": [5.490977717631693, 51.43288463368952], ""type"": ""Point""}";51.43288463368952, 5.490977717631693;GSM;5179;2;
2885;Flespaal;5E28F7A1-F7C7-4F10-A4B6-4AA1D49F746D;"{""coordinates"": [5.477443572340523, 51.451985293029324], ""type"": ""Point""}";51.451985293029324, 5.477443572340523;BW112zb;;;
2828;Lichtmast;AA4ED918-9F66-4D21-B71B-B9C6F3E1DE98;"{""coordinates"": [5.4756799912663805, 51.45173343959052], ""type"": ""Point""}";51.45173343959052, 5.4756799912663805;GSM;5150;;
2920;Lichtmast;E9998E48-9C26-4BB6-B576-B58E44EBBA38;"{""coordinates"": [5.47547563655542, 51.45269104734297], ""type"": ""Point""}";51.45269104734297, 5.47547563655542;GSM;5150;2;
2958;Lichtmast;E34118B3-9DB9-49A7-A245-C07114F3A7A7;"{""coordinates"": [5.475207854797355, 51.45060758170288], ""type"": ""Point""}";51.45060758170288, 5.475207854797355;GSM;5150;;
2959;Lichtmast;CA0ECD42-1357-440D-9EEC-5D99645DCBE3;"{""coordinates"": [5.474963005624883, 51.44997738702292], ""type"": ""Point""}";51.44997738702292, 5.474963005624883;GSM;5150;;
3024;Lichtmast;DD39B820-875F-4912-B6E0-583728DEE3EB;"{""coordinates"": [5.487910386575306, 51.43539012149267], ""type"": ""Point""}";51.43539012149267, 5.487910386575306;GSM;5179;;
2951;Lichtmast;C9DB0D45-02FA-486C-9971-0C8C1ECF9FBC;"{""coordinates"": [5.493865616153637, 51.43391265792603], ""type"": ""Point""}";51.43391265792603, 5.493865616153637;BW112L__OB401PA;;1;
2992;Flespaal;501BB9F7-AF60-4DA5-937C-2018405CEF00;"{""coordinates"": [5.4773508429271995, 51.45104208190682], ""type"": ""Point""}";51.45104208190682, 5.4773508429271995;BW112ze;;;
3016;Lichtmast;4B8EF659-24B1-43A1-95F4-200797281BB9;"{""coordinates"": [5.491384112869283, 51.42463386592148], ""type"": ""Point""}";51.42463386592148, 5.491384112869283;BW112ze;;;
2990;Flespaal;72372D52-1C8D-49AD-8634-305050BC603C;"{""coordinates"": [5.494821334720961, 51.43389628127404], ""type"": ""Point""}";51.43389628127404, 5.494821334720961;BW112ze;;;
2903;Flespaal;798472DF-64E6-405D-9F03-45396D55FF96;"{""coordinates"": [5.452978376589444, 51.4387737145874], ""type"": ""Point""}";51.4387737145874, 5.452978376589444;BW112zb;;;
2969;Lichtmast;4113A353-8094-447D-8329-ADE095F11905;"{""coordinates"": [5.455763678981393, 51.43747692490166], ""type"": ""Point""}";51.43747692490166, 5.455763678981393;BW112zb;;;
3007;Flespaal;86F73C76-D1D8-4CDD-81B7-84BF052E6E81;"{""coordinates"": [5.48631254783666, 51.42788543831537], ""type"": ""Point""}";51.42788543831537, 5.48631254783666;BW112ze;;;
2813;Lichtmast;164C7925-077F-421A-899A-C4F32BC03D1C;"{""coordinates"": [5.4528083622643475, 51.44225696279783], ""type"": ""Point""}";51.44225696279783, 5.4528083622643475;GSM;5157;;
3011;Lichtmast;A956BE94-959D-4B58-937E-18DC5CE6DF37;"{""coordinates"": [5.452657776738329, 51.44203346256786], ""type"": ""Point""}";51.44203346256786, 5.452657776738329;GSM;5157;2;
2947;Lichtmast;BDB6E540-67BC-4AD5-B5E8-5CA8AC5AFB29;"{""coordinates"": [5.490917822730534, 51.434054551635654], ""type"": ""Point""}";51.434054551635654, 5.490917822730534;BW112R__OB401PA;;1;
2948;Lichtmast;BDB6E540-67BC-4AD5-B5E8-5CA8AC5AFB29;"{""coordinates"": [5.490917822730534, 51.434054551635654], ""type"": ""Point""}";51.434054551635654, 5.490917822730534;GSM;5179;2;
2949;Lichtmast;7F5D4160-F901-43F2-8981-B41B568F23A9;"{""coordinates"": [5.4911509958116245, 51.43367491909471], ""type"": ""Point""}";51.43367491909471, 5.4911509958116245;GSM;5179;;
2883;Lichtmast;FDB68925-4977-4C5B-B471-7A741A8FE271;"{""coordinates"": [5.494349409256304, 51.43407290436812], ""type"": ""Point""}";51.43407290436812, 5.494349409256304;GSM;5179;;
2892;Flespaal;1136A683-979E-43FD-841E-C5DA765B4965;"{""coordinates"": [5.473076923934837, 51.452775068935914], ""type"": ""Point""}";51.452775068935914, 5.473076923934837;BW112L__OB401PA;;1;
2901;Lichtmast;7D0D3FC6-1B4B-49BE-BDC2-1724D49E18C1;"{""coordinates"": [5.453539794754314, 51.445284121106454], ""type"": ""Point""}";51.445284121106454, 5.453539794754314;GSM;5157;2;
3025;Lichtmast;609E2E1D-3F56-4100-BD15-6AF6D4EF10EB;"{""coordinates"": [5.489175805665405, 51.435666513125085], ""type"": ""Point""}";51.435666513125085, 5.489175805665405;GSM;5179;;
2906;Lichtmast;932B72EC-3453-44B9-9851-28F3F83F0651;"{""coordinates"": [5.489582920824516, 51.43534510285354], ""type"": ""Point""}";51.43534510285354, 5.489582920824516;BW112L__OB401PA;;1;
2823;Lichtmast;6E19ADFE-4B3F-4251-8463-9A141E0DDD13;"{""coordinates"": [5.493335305848918, 51.43370717052164], ""type"": ""Point""}";51.43370717052164, 5.493335305848918;GSM;5179;;
2915;Lichtmast;277BCE29-3009-40B6-B74E-08BD5D306CFD;"{""coordinates"": [5.493053547297311, 51.43354689010668], ""type"": ""Point""}";51.43354689010668, 5.493053547297311;GSM;5179;2;
3033;Lichtmast;9B3FABF1-6243-4A32-95E0-4789E9AE3FDA;"{""coordinates"": [5.491701279027622, 51.43311822165867], ""type"": ""Point""}";51.43311822165867, 5.491701279027622;GSM;5179;2;
3032;Lichtmast;9B3FABF1-6243-4A32-95E0-4789E9AE3FDA;"{""coordinates"": [5.491701279027622, 51.43311822165867], ""type"": ""Point""}";51.43311822165867, 5.491701279027622;BW112L__OB401PA;;1;
2889;Lichtmast;C894CE16-E7A2-485A-AB5A-160A4E3BE163;"{""coordinates"": [5.474425671352857, 51.45212302805141], ""type"": ""Point""}";51.45212302805141, 5.474425671352857;GSM;5150;;
2870;Lichtmast;32DEC428-79AB-4E38-97E0-99CF129A5494;"{""coordinates"": [5.45798338490882, 51.43599342612256], ""type"": ""Point""}";51.43599342612256, 5.45798338490882;BW112ze;;;
2819;Lichtmast;47AFFD21-423B-4767-91CF-E1348DA05917;"{""coordinates"": [5.490183534656486, 51.43652505143566], ""type"": ""Point""}";51.43652505143566, 5.490183534656486;BW112R__OB401PA;;1;
3029;Flespaal;B3AA3846-1D85-4967-B323-85706328C4B9;"{""coordinates"": [5.490293934251152, 51.43662705250694], ""type"": ""Point""}";51.43662705250694, 5.490293934251152;BW112ze;;2;
2821;Lichtmast;5029F04F-E508-4446-8E85-52D4D22FBE11;"{""coordinates"": [5.49048500887586, 51.434958643458245], ""type"": ""Point""}";51.434958643458245, 5.49048500887586;GSM;5179;;
2942;Lichtmast;BD7A34FC-F2FD-45CD-BCCA-B624D7CECDDF;"{""coordinates"": [5.490779168596254, 51.43463538668106], ""type"": ""Point""}";51.43463538668106, 5.490779168596254;GSM;5179;2;
2943;Lichtmast;60C2636D-AA5B-4E5E-AE48-A5D519BF50A1;"{""coordinates"": [5.491410549178974, 51.4344031087683], ""type"": ""Point""}";51.4344031087683, 5.491410549178974;BW112L__OB401PA;;1;
2954;Lichtmast;65A2078D-3AC5-489F-87D8-C47402313946;"{""coordinates"": [5.492380738540593, 51.43238597030991], ""type"": ""Point""}";51.43238597030991, 5.492380738540593;GSM;5141;2;
