Ministerie;Leverancier;1000 - Personele exploitatie overig;1110 - Verhuiskosten personeel (binnen- en buitenland);1120 - Arbeidsomstandigheden en personele zorg (incl. BHV middelen);1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Studie en opleiding;1160 - Personeelsevenementen, - bijeenkomsten en recepties;1170 - Noodzakelijke contributies van personeel;1180 - Reis en verblijfkosten;Eindtotaal
BZ;Learn it B.V.;;;;;;1;;;;1
BZ;Lebkov;;;;1;;;;;;1
BZ;Lee Hecht Harrison Nederland B.V.;;;;;;1;;;;1
BZ;Leeuwendaal Advies B.V.;;;;;;1;;;;1
BZ;Leidse Onderwijsinstellingen B.V.;;;;;;1;;;;1
BZ;Leonidas;;;;1;;;1;;;1
BZ;Ligthart Bloembollen;;;;;;;1;;;1
BZ;Linguist Link Europe;;;;;;;1;;;1
BZ;Little V Den Haag B.V.;;;;;;;1;;;1
BZ;Loo Van Eck B.V.;;;;;;1;;;;1
BZ;Looyint B.V.;;;;;;1;;;;1
BZ;LTP Holding B.V.;;;;;;2;;;;2
BZ;M. Wisbrun;;;1;;;;;;;1
BZ;Madame Laurine;;;;;;;1;;;1
BZ;Madurodam B.V.;;;;;;;1;;;1
BZ;MAEK Academie;;;;;;1;;;;1
BZ;Magic Travel;;;;;;;;;1;1
BZ;Manta Beach;;;;;;;1;;;1
BZ;Marcandi;;;;;;;1;;;1
BZ;Mariëtte Dietz Coaching;;;;;;1;;;;1
BZ;Maritime Travel Service B.V.;;;;;;;;;1;1
BZ;Mauritshuis;;;;;;;1;;;1
BZ;Maximes Denneweg 10B B.V.;;;;;;;1;;;1
BZ;Maximum;;;;;;1;;;;1
BZ;MdL-Coaching;;;;;;1;;;;1
BZ;Medipoint - Zorgbalans - Haarlem;;;1;;;;;;;1
BZ;Meetingselect B.V.;;;;1;;1;2;;1;3
BZ;MENA Student Association;;;;;;2;;;;2
BZ;Menno Valkenburg Coaching & Consulting (MVCC);;;;;;1;;;;1
BZ;Mentorjam B.V.;;;;;;1;;;;1
BZ;Mercure Den Haag Central;;;;;;;2;;2;2
BZ;Merlijn B.V.;;;;;;1;;;;1
BZ;metricsforthefuture.com;;;;;;1;;;;1
BZ;Michel van Eeten;;;;;;1;;;;1
BZ;MichielB.com;;;;;;;1;;;1
BZ;michielres;;;;;;2;;;;2
BZ;Millers;;;;;;;1;;;1
BZ;Mimicri Training;;;;;;1;;;;1
BZ;Mindcampus B.V.;;;;;;1;;;;1
BZ;MingleMush B.V.;;;;;;;1;;;1
BZ;Misi B.V.;;;;1;;;;;;1
BZ;MoDrie;;;;;;;1;;;1
BZ;Mpowering Potential;;;;;;1;;;;1
BZ;Munckhof Taxi B.V.;;;1;;;;1;;2;2
BZ;Museum Catering Den Haag B.V.;;;;;;;1;;;1
BZ;MWM2 B.V.;;;;;;1;;;;1
BZ;N.V.V.A.;;;;;;;;1;;1
BZ;Nasima Translation and Consultancy;;;1;;;;;;;1
BZ;Ncoi Nederlands Commerc. Opleidings Instituut;;;;;;2;;;;2
BZ;Ned. Finan Mij. v. Ontwikk Landen N.V.;;;;;;;;;1;1
BZ;Nedvan Projectverhuizingen Facility Solutions;;7;;;;;;;;7
BZ;New Babylon Meeting Center B.V.;;;;;;;1;;2;2
BZ;NewForesight Consultancy B.V.;;;;;;1;;;;1
BZ;NGFG;;;;;;;;1;;1
BZ;NHA Opleidingen;;;;;;1;;;;1
BZ;Nieuwe of Litteraire Sociëteit De Witte;;;;;;;2;;;2
BZ;Nishiko;;;;;;;1;;;1
BZ;NJR;;;;;;;;;1;1
BZ;Norea;;;;;;1;;1;;1
BZ;Notuleerservice Nederland B.V.;;;;;;1;;;;1
BZ;NOVI Educational Services B.V.;;;;;;2;;1;;2
BZ;Novotel Den Haag;;;;;;;1;;;1
BZ;NRC Media B.V.;;;1;;;;;;;1
BZ;Nsob;;;;;;1;;;;1
BZ;Nuance B.V.;;;;;;;1;;;1
BZ;O'Casey's Irish Pub & Restaurant;;;;;;;1;;;1
BZ;One 4 Development;;;;;;1;;;;1
BZ;OneClick;;;;1;;;;;;1
BZ;OR-ondersteuning Opleidingen B.V.;;;;;;1;;;;1
BZ;Oscars Scheveningen B.V.;;;;;;;1;;;1
BZ;Outonoom B.V.;;;;;;1;;;;1
BZ;Ouwehand Visverwerking B.V.;;;;;;;1;;;1
BZ;Paagman B.V.;;;;1;;;1;;;1
BZ;Pact Eilander;;;;;;1;;;;1
BZ;Part-up B.V.;;;;;;1;;;;1
BZ;Patisserie Jarreau B.V.;;;;1;;;;;;1
BZ;PDC Informatie Architectuur B.V.;;;;;1;;;;;1
BZ;PDS Professional Driving Solutions B.V.;;;;;;1;;;;1
BZ;People & Print Group;;;;1;;;1;;;1
BZ;PEOPLE Unlimited B.V.;;;;;;1;;;;1
BZ;Persoonlijk Rome;;;;;;1;;;;1
BZ;Petta Coaching & Advies;;;;;;1;;;;1
BZ;Pieter-Rim de Kroon Films B.V.;;;;;;;1;;;1
BZ;Plein 20 Den Haag B.V.;;;;;;;1;;;1
BZ;Pluk! Den Haag;;;;;;;1;;;1
BZ;Pol Horeca Delft B.V.;;;;;;;1;;;1
BZ;Preferred Hotel Reservations B.V.;;;;;;;;;1;1
BZ;Prentenkabinet Den Haag;;;;1;;;;;;1
BZ;Primera Van der Zwaan;;;;1;;;;;;1
BZ;Prinsenhof Groningen;;;;;;;1;;;1
BZ;PRINTRS B.V.;;;;;;;1;;;1
BZ;Priva Building Automation B.V.;;;;;;1;;;;1
BZ;Project Dojo;;;;;;;1;;;1
BZ;Promio;;;;1;;;;;;1
BZ;Protocolbureau;;;;;;1;;;;1
BZ;Puur Amsterdam;;;;;;;1;;;1
BZ;PV Holland;;;;1;;;;;;1
BZ;PvIB: Platform voor informatiebeveiliging;;;;;;;;1;;1
BZ;Pwyp Training & Tools;;;;;;2;;;;2
BZ;Qidos B.V.;;;;;;1;;;;1
BZ;Qompas B.V.;;;;;;2;;;;2
BZ;Quest Consult;;;;;;;;;1;1
BZ;Quinton Brandveiligheid B.V.;;;1;;;2;;;;2
BZ;QuoVadis Trustlink B.V.;;;;;1;;;;;1
BZ;Raad & Daad Evenementen B.V.;;;;;;;1;;;1
BZ;Recreatie & Entertainment NL 3;;;;;;;2;;;2
BZ;Recruiters Omgekeerd;;;;;;1;;;;1
BZ;Recruitment Builders B.V.;;;;;2;;;;;2
BZ;Rederij Van der Meer;;;;;;;1;;;1
BZ;Red's Tapas Grill & Bar;;;;;;;1;;;1
BZ;Refractiecentrum Haaglanden B.V.;;;1;;;;;;;1
BZ;Regina Bloemsierkunst;;;;1;;;;;;1
BZ;Regina Coeli Language Courses B.V.;;;;;;3;;;1;3
BZ;Reinout Krajenbrink;;;;;;;1;;;1
BZ;Re-integratiebureau re-turn B.V.;;;1;;;1;;;;1
BZ;Resilience B.V.;;;;;;;;;1;1
BZ;Restaurant De Basiliek B.V.;;;;1;;;1;;;1
BZ;Restaurant De Knip;;;;;;;1;;;1
BZ;Restaurant Fouquet;;;;;;;1;;;1
BZ;Restaurant Luden Den Haag Kiosk;;;;;;;1;;;1
BZ;Restaurant Onz;;;;;;;1;;;1
BZ;Restaurant Sarinande;;;;;;;1;;;1
BZ;Restaurant-Café 'in de Waag' B.V.;;;;;;;1;;;1
BZ;Result ADR B.V.;;;;;;1;;;;1
BZ;Rob van Gijzel B.V.;;;;;;1;;;;1
BZ;Rolien van Dijk;;;;;;1;;;;1
BZ;Routs, Laeven en Partners B.V.;;;;;;2;;;;2
BZ;S. and S. Food Services B.V.;;;;;;;1;;;1
BZ;SALE by San;;;;1;;;;;;1
BZ;Samen werken;;;;;;1;;;;1
BZ;Sanne Breimer;;;;;;1;;;;1
BZ;SBI Training en Advies/FNV Formaat B.V.;;;;;;1;;;;1
BZ;Scenarios 4 Summits B.V.;;;;;;1;;;;1
BZ;Schetswinkel;;;;;;1;;;;1
BZ;Schiphol Nederland B.V.;;;;;;;;;2;2
BZ;Schoevers Trainingen B.V.;;;;;;1;;;;1
BZ;School of Foresight;;;;;;2;;;;2
BZ;School voor Mediation SvM B.V.;;;;;;1;;;;1
BZ;Schouten & Nelissen Nederland B.V.;;;;;;1;;;;1
BZ;Secrid B.V.;;;;;;;1;;;1
BZ;Securitech Expertise B.V.;;;;;;1;;;;1
BZ;Segment Opleidingen B.V.;;;;;;1;;;;1
BZ;Segment-T B.V.;;;;;;1;;;;1
BZ;Shared Business B.V.;;;;1;;3;;;;3
BZ;Sherpas Proyects;;;;;;1;;;;1
BZ;Shuttel B.V.;;;;;;;;;7;7
BZ;Simon Levelt B.V.;;;;1;;;;;;1
BZ;Sioo;;;;;;1;;;;1
BZ;Skydance Entertainment;;;;;;1;;;;1
BZ;Sky-walker B.V.;;;;;2;;;;;2
BZ;Smara Opleidingen;;;;;;1;;;;1
BZ;So Communications;;;1;;;;;;;1
BZ;Soes Beheer B.V.;;;;;;;1;;;1
BZ;Soeters Management B.V.;;;;;;;;;1;1
BZ;SolBeach B.V.;;;;;;;1;;;1
BZ;Soldelsur Taalinstituut;;;;;;1;;;;1
BZ;SOS International Amsterdam;;;2;;;;;;;2
BZ;Souls on Stage;;;;;;1;;;;1
BZ;Sparkling People B.V.;;;;;;;1;;;1
BZ;Speak to Inspire;;;;;;1;;;;1
BZ;Speakers Academy®;;;;;;;;;1;1
BZ;Spiegelhart;;;;;;1;;;;1
BZ;Sprankel & Co;;;;;;1;;;;1
BZ;Springest B.V.;;;;;;1;;;;1
BZ;SRM Communicatie B.V.;;;;;;1;;;;1
BZ;SRS Consulting B.V.;;;;;;1;;;;1
BZ;St. Haagse Academie voor Int. Recht;;;;;;1;;;;1
BZ;St.Opleidingskunde/Foundation for Corp.Educat;;;;;;1;;;;1
BZ;Stadscafe De Waag B.V.;;;;;;;1;;;1
BZ;Stanneke Kusters training & coaching;;;;;;1;;;;1
BZ;Stap.nu Reïntegratie & Counseling B.V.;;;1;;;;;;;1
BZ;Stavoor B.V.;;;;;;2;;;;2
BZ;Stg. Fund for Exc. of the Royal Conservatoire;;;;1;;;;;;1
BZ;Stg. Kon. Visio, exp.centr. slechtz./slechth.;;;1;;;;;;;1
BZ;Stg. Landel. CoÃ¶rd.centr. Reiz.advis.;;;1;;;;;;;1
BZ;Stichting Accessibility;;;;;;1;;;;1
BZ;Stichting Agri-ProFocus;;;;;;;;;1;1
BZ;Stichting Amsterdam Institute of Finance;;;;;;1;;;;1
BZ;Stichting De Ooievaart;;;;;;;1;;;1
BZ;Stichting Deltares;;;;;;2;;;;2
BZ;Stichting Fide Congres 2020;;;;;;;;;1;1
BZ;Stichting Fonds Instituut Clingendael;;;;;;2;;;;2
BZ;Stichting het Rijksmuseum;;;;;;;1;;;1
BZ;Stichting Hogeschool Utrecht;;;;;;1;;;;1
BZ;Stichting Hulpaktie Doboj;;;;;;1;;;;1
BZ;Stichting Internat. Perscentrum 'Nieuwspoort';;;;;;;1;1;;1
BZ;Stichting Join the Pipe;;;;;;;1;;;1
BZ;Stichting Kontakt der Kontinenten;;;;;;3;;;;3
BZ;Stichting Kröller-Müller Museum;;;;;;;1;;;1
BZ;Stichting Mollie Payments;;;;;;;;;1;1
BZ;Stichting Nederlands Dans Theater;;;;;;;1;;;1
BZ;Stichting Netherlands Water Partnership (Nwp);;;;;;;1;;;1
BZ;Stichting Nuffic;;;;;;1;;;;1
BZ;Stichting OCF;;;;;;;1;;;1
BZ;Stichting Permits;;;;;;1;;;;1
BZ;Stichting Prins27;;;;;;;1;;;1
BZ;Stichting Stedelijk Museum Schiedam;;;;;;;1;;;1
BZ;Stichting Talent naar de Top;;;;;;1;;;;1
BZ;Stichting Voorlinden;;;;;;;1;;;1
BZ;Stichting Werken op Maat;;;;;1;;;;;1
BZ;Stichting WeZoDo;;;;;;1;;;;1
BZ;Stoffenshop B.V.;;;;;;;1;;;1
BZ;Stokes Verhoor Strategie;;;;;;1;;;;1
BZ;Stone & Sand;;;;;;1;;;;1
BZ;Strandclub WIJ;;;;;;;1;;;1
BZ;Strandpaviljoen Buiten B.V.;;;;;;;1;;;1
BZ;Strandpaviljoen De Staat B.V.;;;;;;;1;;;1
BZ;Strandtent Naturel;;;;;;;1;;;1
BZ;Studio MENG;;;;;;1;;;;1
BZ;Studio Riquois;;;;;;1;;;;1
BZ;Suite novotel Den Haag City Centre;;;;;;;;;1;1
BZ;t Goude Hooft Exploitatie B.V.;;;;;;;1;;;1
BZ;T. Antonakos;;;;;;1;;;;1
BZ;T. Bunt Beheer B.V.;;;;;;;1;;;1
BZ;TaalTaal B.V.;;;;;;1;;;;1
BZ;Taart van Toen;;;;1;;;;;;1
BZ;Taleninstituut Hispano;;;;;;1;;;;1
BZ;Talent123;;;;;;1;;;;1
BZ;Tapperij Atjeh;;;;;;;1;;;1
BZ;Taxibedrijf Van der Wijst;;;;;;;1;;;1
BZ;Taxicentrale Amsterdam B.V.;;;;;;;;;1;1
BZ;Te Werve B.V.;;;;;;;1;;;1
BZ;Teambuildingspellen.nl B.V.;;;;2;;;;;;2
BZ;Technolab B.V.;;;1;;;;;;;1
BZ;Tele'Train Education II B.V.;;;;;;3;;;;3
BZ;Tempo-Team Uitzenden;;;;;2;;;;;2
BZ;Tezet Business Gifts B.V.;;;;1;;;;;;1
BZ;The Brownie Box B.V.;;;;1;;;;;;1
BZ;The Changery;;;;;;2;;;;2
BZ;The Hague Marriott;;;;;;;1;;;1
BZ;The Head Office Consulting;;;;;;;1;;;1
BZ;The Internet Academy;;;;;;1;;;;1
BZ;The Learning Cycle B.V.;;;;;;1;;;;1
BZ;Theatersport Den Haag;;;;;;;1;;;1
BZ;Think & View communicatie;;;;;;1;;;;1
BZ;Tilkema Horeca B.V.;;;;;;;1;;;1
BZ;Timmermans Opleidingsconsultancy;;;;;;1;;;;1
BZ;Tineke Mulder Coaching;;;;;;1;;;;1
BZ;ToDent B.V.;;;;;;1;;;;1
BZ;Ton Roozen Raad en Daad;;;;;;;1;;;1
BZ;Tonco Modderman Training & Advies;;;;;;2;;;;2
BZ;Tony's Chocolonely Nederland B.V.;;;;1;;;1;;;2
BZ;Topgeschenken Nederland B.V.;;;1;1;;;;;;1
BZ;Trast B.V.;;;;;;;1;;;1
BZ;Trust Krediet Beheer Holding B.V.;;;;;;;1;;;1
BZ;Twynstra Gudde Veiligheid B.V.;;;;;;;;;1;1
BZ;Uit Rome;;;;;;;1;;;1
BZ;Uitjesbazen B.V.;;;;1;;;1;;;1
BZ;Unlimited People B.V.;;;;;;1;;;;1
BZ;USG Restart B.V.;;;1;;;;;;;1
BZ;V.O.F. Alpina-van Houweninge & IJsselstijn;;;;1;;;;;;1
BZ;Van der Hilst Communicatie B.V.;;;;;;1;;;;1
BZ;Van der Valk Hotel Bijhorst;;;;;;;;;1;1
BZ;Van Harte & Lingsma Man. en Organisatie B.V.;;;;;;2;;;1;2
BZ;Van Voornveld;;;;;;1;;;;1
BZ;Vanberkel Professionals Holding B.V.;;;;;;1;;;;1
BZ;VCK Travel B.V.;;5;;;;;1;;7;7
BZ;VdlC publishers/consultants B.V.;;;;;;1;;;;1
BZ;Veldsterkte;;;;;;1;;;;1
BZ;Ver. v. Corp. Real Estate Manag. Execut.;;;;;;1;;;;1
BZ;Vereniging Bedrijfscollecties Nederland;;;;;;1;;;;1
BZ;Vereniging VNO-NCW;;;;;;;;;1;1
BZ;Vicky Marijnen;;;;;;1;;;;1
BZ;Vijverberg Interim B.V.;;;;;;1;;;;1
BZ;VitalSmarts Benelux;;;;;;2;;;1;2
BZ;Vlaardingse Taxicentrale B.V.;;;;;;;;;1;1
BZ;Vom Fass Netherlands B.V.;;;;1;;;;;;1
BZ;Voor Tekst;;;;;;1;;;;1
BZ;Vrijmoet & Maatman;;;1;;;;;;;1
BZ;VVV Business B.V.;;;;1;;;;;;1
BZ;Waarmakers;;;;;;1;;;;1
BZ;Walter Benedict;;;;1;;;;;;1
BZ;Westbroekpark Rosarium B.V.;;;;;;;1;;;1
BZ;WHC Expo B.V.;;;;;;1;;;;1
BZ;Whoppah B.V.;;;;1;;;;;;1
BZ;Wijnkoperij Den Haag B.V.;;;;;;;1;;;1
BZ;Winnock B.V.;;;1;;;1;;;;1
BZ;Wizzconcept Holding B.V.;;;;;;;1;;;1
BZ;Worktrainer B.V.;;;1;;;;;;;1
BZ;Worldmeetings.com B.V.;;1;;;;1;1;;4;4
BZ;Xerox (Nederland) B.V.;;;;;;;;;1;1
BZ;XpatCoach;;;;;;2;1;;;2
BZ;XWebinar.nl;;;;;;2;;;;2
BZ;Ynnovate Nederland B.V.;;;;;;1;;;;1
BZ;Yuan Massage;;;;1;;;;;;1
BZ;Zandhof B.V.;;;;1;;;;;;1
BZ;Zebedeus Café-Restaurant;;;;;;;1;;;1
BZ;Zeewaardig;;;;;;1;;;;1
BZ;Zorg Innovaties Nederland B.V.;;;1;;;;;;;1
BZ;Zuylen Uitvaartverzorging B.V.;;;1;;;;;;;1
BZK;.bos ontwikkeling in organisatie;;;;;;1;;;;1
BZK;2KNOWHOW, art of change B.V.;;;;;;1;;;;1
BZK;2Xplain V.O.F.;;;;;;2;;;;2
BZK;365 dagen succesvol;;;;;;1;;;;1
BZK;4 Coaching en Training;;;;;;1;;;;1
BZK;5HART-IT B.V.;;;;;;1;;;;1
BZK;5hart-IT Opleidingen B.V.;;;;;;3;;;;3
BZK;A2Z Consulting & Training B.V.;;;;;;1;;;;1
BZK;a4 Training;;;;;;2;;;;2
BZK;A5tien B.V.;;;;;;1;;;;1
BZK;Aaltje Vincent & Company;;;;;;2;;;;2
BZK;About Branding;;;;1;;;;;;1
BZK;ABP-Reclame;;;;1;;;;;;1
BZK;Absoluta B.V.;;;;1;;;;;;1
BZK;Absoluta Food and Facilities B.V.;;;;1;;;;;;1
BZK;Absolutas B.V.;;;;1;;;;;;1
BZK;Academie voor Psychodynamica;;;;;;1;;;;1
BZK;Academy for Information and Management B.V.;;;;;;1;;;;1
BZK;Academy for Leadership B.V.;;;;;;4;;;;4
BZK;Academy Payroll Professionals;;;;;;1;;;;1
BZK;Academy Pictures B.V.;;;;;;1;;;;1
BZK;ActivaSZ B.V.;;;2;;;;;;;2
BZK;ACTME B.V.;;;;;;1;;;;1
BZK;Ader Academie B.V.;;;;;;1;;;;1
BZK;Advies Veiligheid MtB;;;;1;;1;;;;1
BZK;Adviesbureau Kiene B.V.;;;;;;1;;;;1
BZK;Advocatenkantoor Van de Loo;;;;;;1;;;;1
BZK;Afeer;1;;;1;;;;;;1
BZK;AfterPay;;;;1;;;;;;1
BZK;AG Connect B.V.;;;;;;;;1;;1
BZK;Al Hayat Restaurant;;;;;;;;;1;1
BZK;Albron Nederland;1;;;1;;;;;;1
BZK;Albron Nederland B.V.;;;;1;;;;;;1
BZK;ALGEMEEN BURGERLIJK PENSIOENFONDS INCASS;2;;;;;;;;;2
BZK;Algemeen Pensioenfonds van Curacao;7;;;;;;;;;7
BZK;Allea SPRL;;;;;;1;;;;1
BZK;alles anderZ;;;;;;1;;;;1
BZK;Aloha beach;;;;1;;;;;;1
BZK;Alpinia B.V.;;;;1;;;;;;1
BZK;Alrijne Ziekenhuis Leiden;;;1;;;;;;;1
BZK;Amateurtuindersvereniging 'Loolaan';;;;1;;;;;;1
BZK;Amaze Escape Events;;;;1;;;;;;1
BZK;Ambitio;;;;;1;;;;;1
BZK;Amier Restaurant B.V.;;;;1;;;;;;1
BZK;Amsterdam School of Real Estate B.V.;;;;;;1;;;;1
BZK;Andere Blik coaching en training;;;;;;1;;;;1
BZK;Andermanskeuken;1;;;1;;;;;;1
BZK;Andy Marcelissen;;;;1;;;;;;1
BZK;Ankanglin;;;;1;;;;;;1
BZK;Anker & Kompas;;;;;;1;;;;1
BZK;Anne&Max Utrecht;;;;1;;;;;;1
BZK;Annelies Bouwhuis;;;;;;1;;;;1
BZK;Anneline Van Der zon Work Environment Insights;;;;1;;;;;;1
BZK;Anoniem_BZK_102;;;;;;;;;1;1
BZK;Anoniem_BZK_103;;;;;;2;;;;2
BZK;Anoniem_BZK_11;;;;;;1;;;;1
BZK;Anoniem_BZK_115;;;;;1;1;;;;1
BZK;Anoniem_BZK_116;;;;;;1;;;;1
BZK;Anoniem_BZK_117;;;;;;;;;1;1
BZK;Anoniem_BZK_118;;;;;;1;;;;1
BZK;Anoniem_BZK_121;;;;1;;;;;;1
BZK;Anoniem_BZK_122;;;1;;;;;;;1
BZK;Anoniem_BZK_129;;;;;;;;;1;1
BZK;Anoniem_BZK_13;;;;1;;;;;;1
BZK;Anoniem_BZK_133;;;;;;;;;1;1
BZK;Anoniem_BZK_135;;;;;;;;;1;1
BZK;Anoniem_BZK_14;;;;;;1;;;;1
BZK;Anoniem_BZK_144;;;;1;;;;;;1
BZK;Anoniem_BZK_148;;;;;;3;;;;3
BZK;Anoniem_BZK_15;;;;;;1;;;;1
BZK;Anoniem_BZK_153;;;4;;;;;;;4
BZK;Anoniem_BZK_161;;;;;;1;;;;1
BZK;Anoniem_BZK_163;;;;;1;;;;;1
BZK;Anoniem_BZK_164;;;;;;2;;;;2
BZK;Anoniem_BZK_166;;;;;;1;;;;1
BZK;Anoniem_BZK_168;;;;1;;;;;;1
BZK;Anoniem_BZK_170;;;;;;1;;;;1
BZK;Anoniem_BZK_172;;;;;;;;;1;1
BZK;Anoniem_BZK_173;;;;;;;;;1;1
BZK;Anoniem_BZK_174;;;;;;;;;1;1
BZK;Anoniem_BZK_180;1;;;;;;;;;1
BZK;Anoniem_BZK_181;1;;;;;;;;;1
BZK;Anoniem_BZK_183;2;;;;;;;;;2
BZK;Anoniem_BZK_187;;;;1;;;;;;1
BZK;Anoniem_BZK_19;;;;;;1;;;;1
BZK;Anoniem_BZK_198;;;;;1;;;;;1
BZK;Anoniem_BZK_2;;;;;;1;;;;1
BZK;Anoniem_BZK_20;;;;;;2;;;;2
BZK;Anoniem_BZK_201;1;;;;;;;;1;1
BZK;Anoniem_BZK_21;;;;;;;;;1;1
BZK;Anoniem_BZK_217;;;;;;1;;;;1
BZK;Anoniem_BZK_218;;;;;;3;;;;3
BZK;Anoniem_BZK_219;;;;1;;;;;;1
BZK;Anoniem_BZK_22;;;;1;;;;;;1
BZK;Anoniem_BZK_221;;;;;;;;;1;1
BZK;Anoniem_BZK_223;1;;;;;;;;;1
BZK;Anoniem_BZK_225;1;;;;;;;;1;1
BZK;Anoniem_BZK_226;;;;;;;;;1;1
BZK;Anoniem_BZK_227;1;;;;;;;;;1
BZK;Anoniem_BZK_230;;;;;;1;;;;1
BZK;Anoniem_BZK_233;;;;;;;;;1;1
BZK;Anoniem_BZK_234;;;;;;;;;1;1
BZK;Anoniem_BZK_235;;;;;;;;;1;1
BZK;Anoniem_BZK_236;2;;;;;;;;;2
BZK;Anoniem_BZK_238;;;;;;;;;1;1
BZK;Anoniem_BZK_241;;;2;;;;;;;2
BZK;Anoniem_BZK_242;;;;;;;;;1;1
BZK;Anoniem_BZK_244;;;;;;1;;;;1
BZK;Anoniem_BZK_245;1;;;;;;;;;1
BZK;Anoniem_BZK_249;;;;;;1;;;;1
BZK;Anoniem_BZK_25;;;;;;;;;1;1
BZK;Anoniem_BZK_257;;;;;;1;;;;1
BZK;Anoniem_BZK_258;;;;;;1;;;;1
BZK;Anoniem_BZK_259;;;;;;1;;;;1
BZK;Anoniem_BZK_260;;;;1;;;;;;1
BZK;Anoniem_BZK_269;;;;1;;;;;;1
BZK;Anoniem_BZK_270;1;;;;;;;;1;1
BZK;Anoniem_BZK_271;1;;;;;;;;1;1
BZK;Anoniem_BZK_273;;;;;;1;;;;1
BZK;Anoniem_BZK_274;;;;;;1;;;;1
BZK;Anoniem_BZK_275;;;;;;2;;;;2
BZK;Anoniem_BZK_276;;;;;;1;;;;1
BZK;Anoniem_BZK_28;1;;;;;;;;1;1
BZK;Anoniem_BZK_281;1;;;;;;;;;1
BZK;Anoniem_BZK_282;1;;;;;;;;1;1
BZK;Anoniem_BZK_284;;;;;;;;;1;1
BZK;Anoniem_BZK_285;;;;;;;;;1;1
BZK;Anoniem_BZK_288;;;;;1;;;;;1
BZK;Anoniem_BZK_289;;;;;;;;;1;1
BZK;Anoniem_BZK_291;;;;;;;;;1;1
BZK;Anoniem_BZK_292;;;2;;;;;;;2
BZK;Anoniem_BZK_293;;;;;;;;;1;1
BZK;Anoniem_BZK_294;2;;;;;;;;1;2
BZK;Anoniem_BZK_295;;;;;;1;;;;1
BZK;Anoniem_BZK_296;;;;;;1;;;;1
BZK;Anoniem_BZK_299;;;;;;1;;;;1
BZK;Anoniem_BZK_3;;;;;;2;;;;2
BZK;Anoniem_BZK_300;;;;;;2;;;;2
BZK;Anoniem_BZK_303;;;;;;1;;;;1
BZK;Anoniem_BZK_306;;;;;;1;;;;1
BZK;Anoniem_BZK_307;;;;1;;;;;;1
BZK;Anoniem_BZK_310;;;4;;;;;;;4
BZK;Anoniem_BZK_311;;;;;;1;;;;1
BZK;Anoniem_BZK_314;;;;;;;;;1;1
BZK;Anoniem_BZK_315;2;;;;;;;;1;2
BZK;Anoniem_BZK_320;;;;;;;;;1;1
BZK;Anoniem_BZK_321;;;;;;;;;1;1
BZK;Anoniem_BZK_326;;;;;;1;;;;1
BZK;Anoniem_BZK_330;;;;1;;;;;1;1
BZK;Anoniem_BZK_332;;;;;;1;;;;1
BZK;Anoniem_BZK_334;;;;;;;;;1;1
BZK;Anoniem_BZK_337;2;;;;;;;;1;2
BZK;Anoniem_BZK_338;2;;;;;;;;1;2
BZK;Anoniem_BZK_339;;;;1;;;;;;1
BZK;Anoniem_BZK_347;;;;1;;;;;;1
BZK;Anoniem_BZK_348;;;;;;1;;;;1
BZK;Anoniem_BZK_349;;;;;;1;;;;1
BZK;Anoniem_BZK_350;1;;;;;;;;;1
BZK;Anoniem_BZK_352;1;;;;;;;;;1
BZK;Anoniem_BZK_355;;;;;;;;;1;1
BZK;Anoniem_BZK_356;1;;;;;;;;1;1
BZK;Anoniem_BZK_357;;;;;;1;;;;1
BZK;Anoniem_BZK_358;;;;1;;;;;;1
BZK;Anoniem_BZK_360;;;;;;1;;;;1
BZK;Anoniem_BZK_361;;;;1;;;;;;1
BZK;Anoniem_BZK_370;;;1;;;;;;;1
BZK;Anoniem_BZK_374;;;;;;1;;;;1
BZK;Anoniem_BZK_375;;;;1;;;;;;1
BZK;Anoniem_BZK_376;;;;1;;;;;;1
BZK;Anoniem_BZK_377;;;;;;;;;1;1
BZK;Anoniem_BZK_378;1;;;;;;;;1;1
BZK;Anoniem_BZK_380;;;;;;;;;1;1
BZK;Anoniem_BZK_381;2;;;;;;;;1;2
BZK;Anoniem_BZK_387;;;;;;1;;;;1
BZK;Anoniem_BZK_390;;;;;;;;;4;4
BZK;Anoniem_BZK_391;;;;;;;;;5;5
BZK;Anoniem_BZK_392;;;;;;;;;2;2
BZK;Anoniem_BZK_393;;;;;;;;;4;4
BZK;Anoniem_BZK_394;;;4;;;;;;6;6
BZK;Anoniem_BZK_4;;;;;;1;;;;1
BZK;Anoniem_BZK_401;4;;;;;;;;;4
BZK;Anoniem_BZK_416;;;;;;;;;1;1
BZK;Anoniem_BZK_417;;;;1;;;;;;1
BZK;Anoniem_BZK_419;;;;;;1;;;;1
BZK;Anoniem_BZK_420;;;4;;;;;;;4
BZK;Anoniem_BZK_421;;;;;;1;;;;1
BZK;Anoniem_BZK_423;1;;;;;;;;;1
BZK;Anoniem_BZK_429;;;;;;1;;;;1
BZK;Anoniem_BZK_431;;;;1;;;;;;1
BZK;Anoniem_BZK_432;;;;1;;;;;;1
BZK;Anoniem_BZK_439;;;;;;1;;;;1
BZK;Anoniem_BZK_443;;;;1;;;;;;1
BZK;Anoniem_BZK_444;;;;;;1;;;;1
