FID,jaar,type_ws,hoofdgeb,gebied,locatie,gdb_geomattr_data,shape
steilrand_maas_2010.1,2010,Rivieren,Maas,Zandmaas,Aijen,,"LINESTRING (200288.23600000143 399160.6030000001, 200288.78599999845 399161.7419999987, 200288.31700000167 399162.47100000083, 200289.2340000011 399163.29100000113, 200288.77899999917 399164.2899999991, 200288.93499999866 399164.9600000009, 200288.86100000143 399165.7710000016, 200288.9059999995 399166.311999999, 200288.44700000063 399167.58900000155, 200288.55600000173 399168.1579999998, 200288.99599999934 399168.7650000006, 200289.09600000083 399169.5300000012, 200288.90399999917 399170.1620000005, 200288.87000000104 399170.58900000155, 200288.95699999854 399171.2879999988, 200289.0460000001 399171.93400000036, 200289.0450000018 399172.6240000017, 200289.1799999997 399173.3539999984, 200289.29399999976 399173.99599999934, 200289.563000001 399175.3920000009, 200289.7800000012 399176.6499999985, 200290.0009999983 399177.9360000007)"
steilrand_maas_2010.2,2010,Rivieren,Maas,Zandmaas,Aijen,,"LINESTRING (200293.60799999908 399201.8909999989, 200293.2950000018 399202.5520000011, 200293.35700000077 399203.35599999875, 200294.1889999993 399205.5329999998, 200294.50499999896 399206.7960000001, 200294.59099999815 399207.6649999991, 200294.34099999815 399208.35599999875, 200294.15399999917 399208.8280000016, 200294.2190000005 399209.09099999815, 200294.59299999848 399209.2710000016, 200294.936999999 399209.5159999989, 200294.90199999884 399209.9270000011, 200294.6550000012 399210.39400000125, 200294.57400000095 399210.8370000012, 200294.7659999989 399211.96499999985, 200294.875 399212.44999999925, 200295.27299999818 399213.01399999857, 200295.77699999884 399214.0540000014, 200295.80099999905 399214.5379999988, 200295.60300000012 399215.18400000036, 200296.89600000158 399216.40199999884, 200297.3759999983 399216.83399999887, 200297.48699999973 399217.68499999866)"
steilrand_maas_2010.3,2010,Rivieren,Maas,Zandmaas,Bergen,,"LINESTRING (199787.90300000086 400423.506000001, 199788.64200000092 400423.19000000134, 199788.72100000083 400422.58399999887, 199792.03799999878 400418.69000000134, 199792.7250000015 400418.7049999982, 199793.73600000143 400417.0769999996, 199794.53400000185 400415.43499999866, 199795.71400000155 400415.44200000167, 199795.88500000164 400414.67599999905, 199796.40300000086 400414.0709999986, 199796.51900000125 400413.56700000167, 199797.36300000176 400412.80799999833, 199798.68299999833 400410.9519999996, 199800.8280000016 400407.7170000002, 199801.83300000057 400406.83100000024, 199802.63500000164 400405.83300000057, 199803.49500000104 400405.18400000036, 199804.19799999893 400405.01999999955, 199805.0009999983 400405.29300000146, 199805.44700000063 400405.02600000054, 199805.78799999878 400404.2199999988, 199805.9849999994 400403.6860000007, 199806.8049999997 400403.55999999866, 199808.01099999994 400404.5879999995, 199809.36499999836 400403.93200000003, 199810.39400000125 400402.7019999996, 199812.3440000005 400402.0370000005, 199813.27800000086 400400.3260000013, 199814.83900000155 400399.6169999987, 199819.1099999994 400395.76900000125, 199820.3509999998 400393.5729999989, 199819.11199999973 400392.70899999887, 199819.1259999983 400391.76900000125)"
steilrand_maas_2010.4,2010,Rivieren,Maas,Zandmaas,Bergen,,"LINESTRING (199577.6160000004 400642.36199999973, 199578.5709999986 400642.3200000003, 199579.67599999905 400642.16600000113, 199580.6649999991 400641.8229999989, 199581.27100000158 400641.11499999836, 199582.2190000005 400640.2490000017, 199583.06500000134 400639.91899999976, 199584.05700000003 400639.5639999993, 199585.25299999863 400638.13800000027, 199585.72899999842 400637.3720000014, 199586.30900000036 400635.9450000003, 199585.89699999988 400634.6420000009)"
steilrand_maas_2010.5,2010,Rivieren,Maas,Zandmaas,Bergen,,"LINESTRING (199543.0159999989 400680.936999999, 199544.59600000083 400681.1719999984, 199544.83999999985 400680.6779999994, 199544.18100000173 400680.0789999999, 199545.3040000014 400680.2729999982, 199545.8599999994 400679.8770000003, 199546.31799999997 400679.41600000113, 199546.65100000054 400678.7259999998, 199546.83999999985 400677.96599999815, 199546.03200000152 400676.95800000057)"
steilrand_maas_2010.6,2010,Rivieren,Maas,Zandmaas,Bergen,,"LINESTRING (199481.2349999994 400752.80700000003, 199482.30099999905 400752.23099999875, 199482.77299999818 400751.79300000146, 199483.60200000182 400751.9129999988, 199484.13800000027 400751.2259999998, 199484.78799999878 400750.2520000003, 199484.76700000092 400748.4200000018, 199485.87999999896 400747.5540000014, 199486.6790000014 400746.2749999985, 199486.6889999993 400744.0179999992, 199488.13599999994 400742.7419999987, 199488.186999999 400741.5460000001, 199489.8139999993 400739.0689999983, 199490.81899999827 400737.6550000012, 199491.63800000027 400736.33199999854, 199492.9699999988 400733.40199999884, 199494.37200000137 400731.2980000004, 199494.7740000002 400730.0240000002)"
steilrand_maas_2010.7,2010,Rivieren,Maas,Zandmaas,Bergen,,"LINESTRING (199446.54399999976 400805.23999999836, 199447.76799999923 400804.37099999934, 199449.29300000146 400803.0020000003, 199450.01099999994 400802.3570000008, 199451.3759999983 400801.5489999987, 199452.39600000158 400800.52699999884, 199452.69000000134 400799.5689999983, 199454.3139999993 400798.38599999994, 199455.01700000092 400797.95800000057, 199455.73900000006 400796.6810000017, 199456.44000000134 400796.0229999982, 199457 400795.1950000003, 199458.23600000143 400794.16800000146, 199458.3509999998 400793.5150000006, 199460.08900000155 400792.69999999925, 199460.4609999992 400792.0300000012, 199461.2100000009 400791.3539999984, 199461.6889999993 400791.33900000155, 199463.58999999985 400789.2340000011, 199464.78200000152 400787.6950000003, 199466.47800000012 400784.49599999934, 199467.78500000015 400782.71599999815, 199469.22199999914 400780.52600000054, 199470.70800000057 400778.6640000008, 199471.4699999988 400777.8260000013, 199472.6240000017 400774.76000000164)"
steilrand_maas_2010.8,2010,Rivieren,Maas,Zandmaas,Bergen,,"LINESTRING (199401.5610000007 400870.7010000013, 199402.97199999914 400868.88800000027, 199403.2969999984 400868.186999999, 199403.88699999824 400867.5480000004, 199404.4539999999 400866.4210000001, 199405.03599999845 400865.4360000007, 199406.50600000098 400863.7120000012, 199407.40900000185 400862.4780000001, 199407.66200000048 400861.625, 199408.50200000033 400860.84600000083, 199409.97700000182 400858.375, 199410.45699999854 400857.7580000013, 199410.96200000122 400856.993999999, 199411.563000001 400856.33100000024, 199411.1099999994 400855.3680000007, 199411.72800000012 400855.1240000017, 199412.51099999994 400854.59600000083, 199412.65399999917 400854.1240000017)"
steilrand_maas_2010.9,2010,Rivieren,Maas,Zandmaas,Bergen,,"LINESTRING (199381.30099999905 400905.98800000176, 199380.67799999937 400907.6279999986, 199379.91299999878 400908.7019999996, 199379.61499999836 400910.3720000014, 199378.91699999943 400911.57499999925, 199378.26799999923 400912.40900000185, 199377.79899999872 400913.3200000003, 199377.5799999982 400913.88500000164, 199377.6700000018 400914.4600000009, 199377.34600000083 400915.13800000027, 199376.77699999884 400915.78400000185, 199376.0300000012 400916.0549999997, 199375.438000001 400916.4690000005, 199375.00699999928 400917.1700000018, 199374.65199999884 400918.01300000027, 199374.3740000017 400919.0610000007, 199373.94000000134 400919.90399999917, 199373.1889999993 400920.9059999995)"
steilrand_maas_2010.10,2010,Rivieren,Maas,Zandmaas,Beugen,,"LINESTRING (194503.0850000009 411585.37099999934, 194501.59699999914 411582.3029999994, 194503.03700000048 411577.0210000016, 194504.44999999925 411573.93299999833, 194505.2030000016 411573.70699999854, 194506.30600000173 411571.5520000011, 194507.29199999943 411568.65900000185, 194509.5610000007 411567.60599999875)"
