FID,jaar,type_ws,hoofdgeb,gebied,locatie,gdb_geomattr_data,shape
talud_maas_2012.1,2012,Rivieren,Maas,Afgedamde Maas en Getijdenmaas,De Paaldere 't Wildt,,"LINESTRING (153421.7969999984 421249.0639999993, 153402.24300000072 421253.55099999905, 153396.82299999893 421255.2100000009, 153394.9140000008 421255.30900000036, 153394.55999999866 421254.10599999875, 153394.12700000033 421253.03500000015, 153393.28400000185 421252.83900000155, 153392.11800000072 421252.34699999914, 153391.54199999943 421252.04100000113)"
talud_maas_2012.2,2012,Rivieren,Maas,Afgedamde Maas en Getijdenmaas,De Paaldere 't Wildt,,"LINESTRING (153405.94000000134 421264.8260000013, 153411.8759999983 421261.8229999989, 153421.84699999914 421258.4629999995)"
talud_maas_2012.3,2012,Rivieren,Maas,Afgedamde Maas en Getijdenmaas,De Paaldere 't Wildt,,"LINESTRING (153417.61199999973 421344.78400000185, 153418.62200000137 421351.29100000113, 153419.41600000113 421355.5760000013, 153420.49700000137 421361.0799999982, 153421.52800000086 421364.5179999992, 153422.93200000003 421367.8590000011)"
talud_maas_2012.4,2012,Rivieren,Maas,Afgedamde Maas en Getijdenmaas,Hedel - Mussenwaard,,"LINESTRING (145458.30999999866 416221.26900000125, 145462.22199999914 416220.8220000006, 145471.18200000003 416219.79199999943, 145481.59600000083 416219.11100000143, 145487.1090000011 416219.5949999988, 145493.8139999993 416221.1079999991, 145503.91299999878 416222.4070000015, 145517.48200000077 416223.83100000024, 145522.52800000086 416224.3669999987, 145524.25699999928 416225.811999999, 145526.81799999997 416226.7820000015, 145528.91200000048 416226.3539999984, 145531.4459999986 416225.881000001, 145541.55999999866 416228.3999999985, 145549.13699999824 416230.3729999997, 145552.69900000095 416231.4979999997, 145556.45199999958 416232.58399999887, 145564.7100000009 416234.5859999992, 145571.60799999908 416234.51099999994, 145578.54300000146 416233.39400000125, 145582.0789999999 416232.8040000014, 145585.6169999987 416232.9919999987, 145591.40700000152 416231.65199999884, 145594.60700000077 416231.69000000134, 145599.87999999896 416233.8969999999, 145603.19000000134 416235.4849999994, 145607.79300000146 416236.64400000125, 145611.5089999996 416237.5329999998)"
talud_maas_2012.5,2012,Rivieren,Maas,Afgedamde Maas en Getijdenmaas,Hedel - Mussenwaard,,"LINESTRING (145505.65199999884 416213.5240000002, 145507.29800000042 416214.5240000002, 145508.61400000006 416214.9459999986, 145509.63500000164 416215.8359999992, 145511.31700000167 416216.3579999991, 145512.26300000027 416216.4789999984, 145513.52100000158 416217.4239999987, 145515.3590000011 416217.63899999857, 145516.20800000057 416217.63800000027, 145517.2809999995 416217.79100000113, 145518.9609999992 416218.188000001)"
talud_maas_2012.6,2012,Rivieren,Maas,Afgedamde Maas en Getijdenmaas,Hedel - Mussenwaard,,"LINESTRING (145550.56599999964 416222.5780000016, 145552.96299999952 416222.5560000017, 145558.73099999875 416222.4140000008, 145568.31599999964 416220.2800000012, 145576.33199999854 416217.70899999887, 145580.22700000182 416215.65300000086, 145582.28700000048 416211.6629999988, 145584.69399999827 416203.02800000086)"
talud_maas_2012.7,2012,Rivieren,Maas,Afgedamde Maas en Getijdenmaas,Hedel - Mussenwaard,,"LINESTRING (145586.90799999982 416208.4270000011, 145588.5300000012 416214.1160000004, 145591.03700000048 416220.3040000014)"
talud_maas_2012.8,2012,Rivieren,Maas,Afgedamde Maas en Getijdenmaas,Hedel - Mussenwaard,,"LINESTRING (145616.67300000042 416242.2129999995, 145620.07299999893 416243.8979999982, 145623.2100000009 416244.95899999887, 145625.6409999989 416246.72399999946, 145628.9910000004 416248.72300000116, 145634.8830000013 416251.23000000045, 145639.2100000009 416253.0249999985)"
talud_maas_2012.9,2012,Rivieren,Maas,Afgedamde Maas en Getijdenmaas,Hedel - Mussenwaard,,"LINESTRING (145643.01399999857 416253.41099999845, 145647.8440000005 416256.66899999976, 145650.98600000143 416258.73999999836, 145655.33199999854 416260.90100000054, 145658.51900000125 416262.8830000013, 145662.3280000016 416263.6070000008, 145664.59099999815 416264.93400000036, 145667.9200000018 416266.76300000027, 145673.97800000012 416269.8999999985, 145681.01199999824 416271.23000000045, 145686.26799999923 416271.5760000013, 145692.37799999863 416269.9200000018, 145695.0949999988 416269.4750000015, 145697.688000001 416270.0170000009, 145703.2509999983 416273.2800000012, 145718.92599999905 416281.15199999884, 145731.80799999833 416288.95800000057, 145743.29800000042 416294.18499999866, 145752.31700000167 416297.98800000176, 145757.10399999842 416298.8110000007, 145760.76700000092 416300.04100000113, 145774.12200000137 416305.6860000007, 145784.9539999999 416309.86199999973, 145793.0949999988 416313.05099999905, 145801.47199999914 416315.2989999987, 145805.37700000033 416316.5870000012)"
talud_maas_2012.10,2012,Rivieren,Maas,Afgedamde Maas en Getijdenmaas,Hedel - Mussenwaard,,"LINESTRING (145812.60799999908 416303.6649999991, 145816.00200000033 416308.006000001, 145818.36400000006 416312.38599999994, 145819.93200000003 416315.1330000013, 145821.77800000086 416318.03599999845, 145825.45199999958 416322.3779999986, 145828.46200000122 416326.3960000016, 145832.42500000075 416329.7199999988, 145835.33999999985 416331.8669999987)"
