OBJECTID,PUIC,REF_WISSEL_KRUISING_PUIC,REF_WISSEL_KRUISING_NAAM,POSITIONELE_NAUWKEURIGHEID_MM,LEVENSCYCLUS_STATUS,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_T,OFFSET,OFFSET_T,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,OPC_GEBIED_NAAM,OPC_GEBIED_NR,TECHNIEKVELD,PGO_GEBIED_NAAM,BEHEERDER,BEDIENGEBIED_NAAM,BEDIENGEBIED_AFKORTING,BEDIENGEBIED_SOORT,X,Y,Z,PGO_GEBIED_NR,GELDIG_VANAF,PUBLICATIEDATUM,PCA,IN_GEBRUIK,PRORAIL_GEBIED,LATITUDE,LONGITUDE,KM_GEOCODE
1506,cb6369ca-5492-45ee-b5c1-b82ab8208547,c8991300-6d30-4f74-8e44-0799935d3107,35,60,Bestaand,501,,501,501__,Groningen,Hlg-Nscg,Harlingen - Nieuweschans Grens ,"80,243119",-3.206239,"-3,206239",Noord-Oost,NO,Groningen,37,Baan,Wadden,ProRail,Groningen,GN,PPLG,233450.84299999,581082.10199999,2.499,420,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Onbekend,Noord,53.21061373,6.5614879,80.243119
1507,ce58044c-d386-4696-b9f7-d98c302ca8c5,05739707-2b2e-4968-bf58-2910d8b9b8c4,5149,60,Bestaand,039,,39,039__,Zevenaar - Zevenaar Grens,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,"109,780961",-0.151965,"-0,151965",Randstad Zuid,RZ,A15trace,71,Baan,Zee-Zevenaar,ProRail,Zevenaar Oost - Zevenaar Grens,ZVO-ZVG,Vrije baan,205649.61199999,435753.973,12.692,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.90797572,6.12325993,109.780961
1508,c28559a5-39e1-43ad-ac6a-8003f2d35354,695de778-178d-49cb-bdbc-916c73a76cdc,487B,60,Bestaand,525,b,525,525_b,Amsterdam Singelgracht Aansl.,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,"79,122027",7.215113,"7,215113",Randstad Noord,RN,Amsterdam,9,Baan,Amsterdam,ProRail,Amsterdam Singelgracht Aansl.,SGRA,PPLG,120455.357,488912.935,5.78099999,220,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Midden,52.3869844,4.87977648,79.122027
1509,f046f90d-65ab-44d2-9b63-a9f5901cb921,d4852b8a-7392-4092-a336-b983b26b3019,15,60,Bestaand,501,,501,501__,Groningen,Hlg-Nscg,Harlingen - Nieuweschans Grens ,"80,027862",-1.102347,"-1,102347",Noord-Oost,NO,Groningen,37,Baan,Wadden,ProRail,Groningen,GN,PPLG,233236.50599999,581070.92799999,2.584,420,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Onbekend,Noord,53.21054468,6.55827757,80.027862
1510,4dcef133-1a3c-4414-9511-46edb1ca800f,57d2984e-5cd3-4823-b839-c9d161c6c17f,49B,60,Bestaand,520,b,520,520_b,Maastricht,Fvs-Mt,Visé (B) - Maastricht ,"28,422992",1.323173,"1,323173",Zuid,Z,Maastricht,26,Baan,Limburg,ProRail,Maastricht,MT,PPLG,177518.91099999,317509.53499999,48.023,340,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-Oost,50.84698238,5.70692679,28.422992
1511,d9dc7357-bbbf-4aad-b46f-2c41efdcc230,2b3ea064-ec9a-49a7-9e83-287e01d64a3a,167A,60,Bestaand,543,c,543,543_c,Hengelo,Zp-Esg,Zutphen - Enschede Grens ,"45,135447",8.86726,"8,867260",Noord-Oost,NO,Twente,32,Baan,Twente,ProRail,Hengelo,HGL,PPLG,251045.665,475785.965,21.609,410,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Oost,52.26171228,6.79410124,45.135447
1512,5efa7570-9c90-49b1-aaa5-8720e27f3da2,56750f6a-2bcb-4e24-bc5d-1b9c1c07aaf5,171A,60,Bestaand,079,,79,079__,Zaandam - Hoorn,Zd-Ekz,Zaandam - Enkhuizen ,"14,246882",-0.690642,"-0,690642",Randstad Noord,RN,Heerhugowaard,6,Baan,Hollands Noorderkwartier,ProRail,Purmerend Overwhere,PMO,PPLG,126251.764,502606.09899999,0.945,210,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Noord-West,52.5103823,4.96374168,14.246882
1513,184dad73-2de7-4b3f-af85-61022ec1ffa9,604317a3-2b6e-4d34-9965-69af526d3c1a,65,120,Bestaand,470,e,470,470_e,Botlek,Bot-Wplw,"Rotterdam, Botlek - Welplaatweg ","201,391997",-1.740983,"-1,740983",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,"Rotterdam, Botlek",BOT,NCBG,78898.339,432782.613,4.79999999,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.87837648,4.28197968,201.391997
1514,08a6b3ee-ce9a-414d-93a1-931e0d53a2aa,d9044592-42ea-4883-987b-4c3f5a492748,109,60,Bestaand,217,,217,217__,Hoorn - Enkhuizen,Zd-Ekz,Zaandam - Enkhuizen ,"46,719775",-0.10398,"-0,103980",Randstad Noord,RN,Heerhugowaard,6,Baan,Hollands Noorderkwartier,ProRail,Bovenkarspel = Grootebroek,BKG,PPLG,145095.45699999,523089.629,-0.204,210,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Noord-West,52.69513459,5.24069856,46.719775
1515,29fbc357-ce22-4458-b6a7-61056b6e35c3,0e05f57b-9f96-47fd-8358-9f2b7f0d8fa7,133A,60,Bestaand,503,c,503,503_c,Deventer,Ah-Zl,Arnhem - Zwolle ,"42,937904",-10.937781,"-10,937781",Noord-Oost,NO,IJsselstreek,31,Baan,Veluwe,ProRail,Deventer,DV,NCBG,208437.90599999,474454.21299999,10.476,430,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Onbekend,Oost,52.25552777,6.16984103,42.937904
1516,a1e85bb1-84b1-4930-bf65-ffaf6b6ab0e6,9f3f749b-e7c4-4813-b8f7-3f8fbbcc4f83,437,60,Bestaand,526,a,526,526_a,Amsterdam Muiderpoort,Asd-Zp,Amsterdam Centraal - Zutphen ,"3,549702",13.256368,"13,256368",Randstad Noord,RN,Duivendrecht,10,Baan,Amstelsepoort,ProRail,Amsterdam Muiderpoort,ASDM,PPLG,123928.719,486118.08,5.52799999,230,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Midden,52.36207367,4.93105341,3.549702
1517,13c1d224-f057-4e53-901e-31359483460f,63a269bb-8abd-471d-9ad1-24291b3ce8fb,225A,60,Bestaand,046,,46,046__,Meteren Aansl. - s Hertogenbosch,Ut-Btl,Utrecht Centraal - Boxtel ,"35,950126",-4.062933,"-4,062933",Zuid,Z,Geldermalsen,22,Baan,Betuwe,ProRail,Oud Zaltbommel,OZBM,PPLG,146638.108,422814.24599999,4.721,320,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-West,51.79391325,5.2659931,35.950126
1518,84be91c7-4f80-4157-a1ee-65f2be814f08,ce12899d-2e8a-4bd6-a0e4-79fcd93581b1,63,60,Bestaand,817,h,817,817_h,Vlissingen Sloehaven,Frkw-Qh,Frankrijkweg - Quarleshaven ,"310,614521",-3.361049,"-3,361049",Zuid,Z,Goes,18,Baan,Zeeland,Strukton Rail Short Line,Sloehaven Emplacement,SLOE_VP,NCBG,39004.834,387481.26899999,5.825,310,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-West,51.46444774,3.71788709,310.614521
1519,141799f9-14f7-4390-b6c9-3eb32aede6d0,c09810be-5446-44d0-9f8f-6ab3546e8524,415,60,Bestaand,510,b,510,510_b,Elst,Ah-Vl,Arnhem - Venlo ,"10,342329",-0.059471,"-0,059471",Noord-Oost,NO,Maas en Waal,28,Baan,Gelre,ProRail,Elst Aansl.,ESTA,PPLG,187283.146,435027.884,9.77699999,400,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Oost,51.90281843,5.8562944,10.342329
1520,bf69fd80-7948-4418-b245-de7d3ec13b0e,5b24e18b-cea4-4c3b-bc4a-edfc14b7398b,255,60,Bestaand,815,a,815,815_a,Roodeschool Eemshaven,Rda-Eem,Rodeschool Aansl. - Eemshaven ,"5,238079",2.194687,"2,194687",Noord-Oost,NO,Groningen,37,Baan,Wadden,ProRail,Eemshaven Industrie Aansluiting,EEMIA,PPLG,248733.85699999,608191.02899999,2.39599999,420,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Noord,53.45167478,6.79814092,5.238079
1521,1e67608a-8d34-4dac-abf9-29d4252a75c3,fb4db065-ebc0-4763-93c5-5a3b893bd3f2,X0221,60,Bestaand,810,c,810,810_c,Dordrecht Industrieterrein Aansl. De Staart,Ddri-Ddrgvl,Dordrecht Aansl. Industrieterrein De Staart ¿ Dordrecht Grevelingenweg ,"200,715919",0.192765,"0,192765",Randstad Zuid,RZ,Dordrecht,5,Baan,Dordrecht,Derden - Overig - Chemours,Dordrecht Aansl. Industrieterrein De Staart,DDRI,NCBG,109480.194,425786.673,3.51299999,140,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-Holland Zuid,51.81883695,4.72700365,200.715919
1522,14420698-c1b1-44e7-b2ad-6a5967c62533,02518ff0-6cc1-48ab-8b67-11e38a977cae,23,60,Bestaand,823,a,823,823_a,Oosterhout Weststad,Hzl-Otw,Hooge Zwaluwe - Oosterhout Weststad ,"6,358780",3.079775,"3,079775",Zuid,Z,Roosendaal,19,Baan,Zeeland,ProRail,Oosterhout Weststad,OTW,NCBG,116537.63,407941.424,3.599,310,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-West,51.65897301,4.8313328,6.35878
1523,7a982d11-a43b-445e-afe0-e8fea9c17ef8,a000c01a-ed2e-43a6-bf93-cb70eda44845,91B,60,Bestaand,620,,620,620__,Alkmaar,Hdr-Zd,Den Helder - Zaandam ,"42,493307",4.334786,"4,334786",Randstad Noord,RN,Alkmaar,7,Baan,Hollands Noorderkwartier,ProRail,Alkmaar,AMR,PPLG,110747.258,516650.13299999,1.941,210,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Noord-West,52.63555745,4.73350262,42.493307
1524,7c327aa4-a149-4453-847c-552699d66a36,b25706ac-fc81-4cc0-b8b4-c26779f99494,15,60,Bestaand,305,,305,305__,Stadskanaal Hoofdstation - Zuidbroek,Skn-Zb,Stadskanaal Hoofdstation - Zuidbroek ,"15,257980",0.560754,"0,560754",Noord-Oost,NO,Drenthe,35,Baan,Drenthe,ProRail,Veendam,VDM,NCBG,255552.189,569955.704,2.862,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Noord,53.1069706,6.8887398,15.25798
1525,17f085f2-4af4-4c6a-b9da-56e5f8847f1d,299457d2-809b-4087-8603-70afa56ffa57,1A,60,Bestaand,066,a,66,066_a,Landgraaf - Haanrade Grens,Std-Hz,Sittard - Herzogenrath (D) ,"25,756861",0.933741,"0,933741",Zuid,Z,Maastricht,26,Baan,Limburg,ProRail,Haanrade,HAN,NCBG,203136.385,322438.53899999,99.17799999,340,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-Oost,50.88970699,6.07128788,25.756861
1526,a2e4ae5a-4af8-40c0-8791-0f29b46cd497,d1a75ab8-ae13-42d4-997f-3564eca60a23,89,60,Bestaand,519,a,519,519_a,Roermond,Mt-Vl,Maastricht - Venlo ,"47,282397",-0.882856,"-0,882856",Zuid,Z,Roermond,25,Baan,Limburg,ProRail,Roermond,RM,PPLG,197847.844,356953.928,26.035,340,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-Oost,51.20036425,6.0002476,47.282397
1527,7051bb92-d750-4319-8be0-b616d746e832,55535b86-8d49-48d4-9f3d-2f648a2ca846,955A,60,Bestaand,145,,145,145__,Amsterdam Sloterdijk - Amsterdam Riekerpolder,Sgra-Asra,Amsterdam Singelgracht Aansl. - Amsterdam Riekerpolder Aansl. ,"56,265127",-2.581811,"-2,581811",Randstad Noord,RN,Amsterdam,9,Baan,Amsterdam,ProRail,Amsterdam Lelylaan,ASDL,PPLG,117316.891,485408.292,5.814,220,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Onbekend,Midden,52.35528093,4.83407049,56.265127
1528,31ee865c-79ac-404f-903a-d2a171536b75,397fe637-1479-433e-b3e8-d7443df465a0,6,120,Bestaand,475,b,475,475_b,Rotterdam Maasvlakte,Ecta-Ect,Rotterdam Waalhaven Racc. ECT Aansl. - Rotterdam Waalhaven Racc. ECT ,"101,007400",3.879674,"3,879674",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,Derden - Overig - ECT,Maasvlakte Europahaven Zuid,MVTEZ,NCBG,62279.59999999,441242.58799999,5.27899999,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.95188045,4.03840319,101.0074
1529,6b81b3e6-ae09-45c0-9566-d157c085763f,c087eed8-2583-4ee1-a553-786d46b5efcc,969,60,Bestaand,525,b,525,525_b,Amsterdam Singelgracht Aansl.,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,"78,437650",13.482976,"13,482976",Randstad Noord,RN,Amsterdam,9,Baan,Amsterdam,ProRail,Amsterdam Lijnwerkplaats,ASDWPL,NCBG,119846.814,489239.717,2.51699999,220,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Midden,52.38988264,4.87080373,78.43765
1530,20a6b553-4202-474b-aaa6-12134ca705a0,61640918-59a1-4fa8-8683-a2131cfd2dd1,1423,60,Bestaand,556,,556,556__,Santpoort Noord,Hlm-Utg,Haarlem - Uitgeest ,"5,989261",-1.021362,"-1,021362",Randstad Noord,RN,Alkmaar,7,Baan,Hollands Noorderkwartier,ProRail,Santpoort Noord,SPTN,PPLG,103691.72,494354.488,4.48599999,210,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Onbekend,Noord-West,52.43457568,4.63272,5.989261
1531,5374bf3e-b589-4aaa-96e2-d50337fee02e,46172cb6-c000-438e-b30b-26787d8cf2b0,5,60,Bestaand,032,,32,032__,Blauwkapel - Lunetten,Hvs-Utm,Hilversum - Utrecht Maliebaan ,"15,802481",0.366613,"0,366613",Randstad Noord,RN,Utrecht,13,Baan,Neerlands Midden,ProRail,Utrecht Maliebaan,UTM,NCBG,137710.176,455866.69699999,3.056,250,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Midden,52.09078847,5.13491742,15.802481
1532,81cc5a7d-27f4-4662-8ce4-5fe5fc4235c0,202ff228-f682-47a3-8758-d902a2cf54cb,65B,60,Bestaand,504,b,504,504_b,Heerlen,Std-Hz,Sittard - Herzogenrath (D) ,"18,308808",-2.212946,"-2,212946",Zuid,Z,Maastricht,26,Baan,Limburg,ProRail,Heerlen,HRL,PPLG,196202.64999999,322550.18199999,109.019,340,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-Oost,50.89125108,5.97276675,18.308808
1533,a5181cbb-e37a-4bee-80fc-ca16b82b36cd,6b72e898-ca37-46be-b5f5-1e226baa7f62,143B,60,Bestaand,075,,75,075__,Alkmaar - Uitgeest,Hdr-Zd,Den Helder - Zaandam ,"57,117207",0.056549,"0,056549",Randstad Noord,RN,Alkmaar,7,Baan,Hollands Noorderkwartier,ProRail,Uitgeest,UTG,PPLG,108003.826,504459.47899999,0.507,210,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Noord-West,52.52577447,4.6947032,57.117207
1534,d02413ae-4cd0-485a-a20e-e1221c3aeb61,bae24d6f-ea5d-48fe-9fef-54fe5c12fb98,0219,60,Bestaand,468,a,468,468_a,Rotterdam Eemhaven,Whz-Rol,"Rotterdam, Emplacement Waalhaven Zuid - Rondolaan ","102,391605",-2.279354,"-2,279354",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,"Rotterdam, Emplacement Waalhaven Zuid",WHZ,NCBG,88772.13,434033.793,3.156,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.89088297,4.42511516,102.391605
1535,94816c8d-d2bf-4947-bc77-c0bc0221a235,d55ad248-f241-41ea-957c-ec5e785f659f,73,60,Bestaand,620,,620,620__,Alkmaar,Hdr-Zd,Den Helder - Zaandam ,"42,183927",0.219392,"0,219392",Randstad Noord,RN,Alkmaar,7,Baan,Hollands Noorderkwartier,ProRail,Alkmaar,AMR,PPLG,110988.425,516858.31099999,2.523,210,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Noord-West,52.63744778,4.73703727,42.183927
1536,4c0cc476-770d-4e39-8ac9-5003649ce218,17b93389-45dc-40bb-acfd-87334caf8fb2,493B,60,Bestaand,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,"47,156798",3.058928,"3,058928",Randstad Zuid,RZ,Rotterdam,3,Baan,Rotterdam,ProRail,Rotterdam Noord Goederenstation,RTNG,PPLG,96515.78299999,440482.36099999,-0.521,120,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zuid-Holland Zuid,51.94970595,4.53649769,47.156798
1537,5ff4b86e-bbaa-4fb0-b5e6-6323482519bc,a66e9545-3633-458d-9d00-24e901efe07f,1373B,60,Bestaand,054,a,54,054_a,Boxtel - Eindhoven,Bd-Ehv,Breda - Eindhoven ,"54,144180",11.854379,"11,854379",Zuid,Z,Boxtel,23,Baan,Brabant,ProRail,Acht,AT,PPLG,158059.265,386740.89299999,19.08599999,330,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-West,51.46972035,5.43122863,54.14418
1538,7d651c76-a95b-4e85-aef5-ce760a21c88b,6533f40c-ae41-488a-90ff-2d4321f2933f,189B,60,Bestaand,545,b,545,545_b,Roosendaal,Zlw-Np,Lage Zwaluwe - Nispen ,"23,396946",7.099431,"7,099431",Zuid,Z,Roosendaal,19,Baan,Zeeland,ProRail,Roosendaal,RSD,PPLG,90304.36699999,394728.299,3.835,310,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-West,51.53780477,4.45468522,23.396946
1539,a51a82ee-68f0-48b8-961a-cb2363deed99,00ea4a98-d2cc-4625-89ee-97493ec6cbcf,227B,60,Bestaand,046,,46,046__,Meteren Aansl. - s Hertogenbosch,Ut-Btl,Utrecht Centraal - Boxtel ,"36,033670",0.120576,"0,120576",Zuid,Z,Geldermalsen,22,Baan,Betuwe,ProRail,Oud Zaltbommel,OZBM,PPLG,146642.111,422730.69799999,4.432,320,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-West,51.79316234,5.26605314,36.03367
1540,06886cd2-beb5-4a58-ade8-6546caac7fb4,4e8a7fd3-7ffd-477d-95eb-28edd580773a,181B,60,Bestaand,545,b,545,545_b,Roosendaal,Zlw-Np,Lage Zwaluwe - Nispen ,"23,297053",22.29713,"22,297130",Zuid,Z,Roosendaal,19,Baan,Zeeland,ProRail,Roosendaal,RSD,PPLG,90355.138,394816.01899999,4.051,310,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-West,51.53859901,4.45540078,23.297053
1541,1227c66c-63b4-4e56-a92c-172aebc5c326,f8599dab-c80c-444a-9a9e-1d3aaee1c3f1,24,60,Bestaand,305,,305,305__,Stadskanaal Hoofdstation - Zuidbroek,Skn-Zb,Stadskanaal Hoofdstation - Zuidbroek ,"16,072852",21.033064,"21,033064",Noord-Oost,NO,Drenthe,35,Baan,Drenthe,Derden - Overig - Nedmag Vdm/ RSCG,Veendam Aansl.,VDMA,NCBG,255795.181,570721.998,2.06099999,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Noord,53.11380892,6.89260606,16.072852
1542,93004c6c-5533-4241-b1fc-352c3b643e5b,bc02c3c1-c3da-43f6-a4ce-8e2b5ef15107,101,60,Bestaand,551,b,551,551_b,Tilburg,Bd-Ehv,Breda - Eindhoven ,"21,568494",2.810928,"2,810928",Zuid,Z,Breda,20,Baan,Brabant,ProRail,Tilburg,TB,PPLG,133372.597,396988.03999999,17.966,330,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-West,51.56142097,5.07530895,21.568494
1543,4edcde66-6b1c-422c-b394-65c66c14f1be,81144d69-76de-471d-8321-fd92c87adfc2,40,60,Bestaand,463,,463,463__,Stadskanaal Hoofdstation - Musselkanaal=Valthermond,Skn-Mkv,Stadskanaal Hoofdstation - Musselkanaal-Valthermond ,"0,019203",14.176536,"14,176536",Noord-Oost,NO,Drenthe,35,Baan,Drenthe,Derden - Overig - STAR,,,,258937.43299999,557680.905,6.48299999,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Noord,52.99605746,6.9353395,0.019203
1544,53a03036-45d9-4d7e-92eb-794fe58d8db5,4906fac8-fa73-4ede-9b13-547a0d4778a8,445,60,Bestaand,011,,11,011__,Assen - Haren,Mp-Gn,Meppel - Groningen ,"67,455650",1.960004,"1,960004",Noord-Oost,NO,Drenthe,35,Baan,Drenthe,ProRail,Onnen Zuid,ONZ,PPLG,238328.61499999,573696.412,4.33699999,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Noord,53.14352478,6.63257259,67.45565
1545,512653aa-2821-4be4-b882-91fa980eb014,e55e6680-c3c4-4bd6-b468-4063153370ed,11A,60,Bestaand,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,"49,498826",-0.400516,"-0,400516",Noord-Oost,NO,Gelderland,33,Baan,Veluwe,ProRail,Harderwijk,HD,PPLG,171242.567,483428.67499999,4.36399999,430,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Oost,52.33854103,5.62553133,49.498826
1546,96636bc4-b98c-49fe-9945-4d55d0fae578,987097c4-8da8-4733-8888-a5a757f9eb22,65,60,Bestaand,514,a,514,514_a,Nijmegen,Ah-Vl,Arnhem - Venlo ,"17,386287",-3.197205,"-3,197205",Noord-Oost,NO,Maas en Waal,28,Baan,Gelre,ProRail,Nijmegen,NM,PPLG,186976.016,428065.879,23.74899999,400,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Oost,51.84026114,5.85118558,17.386287
1547,a207a95b-9c95-47a4-80e0-973eaf62afe2,a2d8ed3f-d0d1-4a09-8b8f-dde354c017cb,1611,120,Bestaand,478,a,478,478_a,Rotterdam Europoort 4,Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,"2,963619",-6.72286,"-6,722860",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,Maasvlakte Yangtzehaven Zuid,MVTYZ,PPLG,60981.482,441161.891,5.392,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.95093711,4.01954659,2.963619
1548,a9acff37-4bb0-4996-a956-96702e4780f2,7890355d-dddf-4b28-92a4-f047f4463810,333A,60,Bestaand,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,"24,551104",-4.187075,"-4,187075",Randstad Noord,RN,Amersfoort,12,Baan,Eemland,ProRail,Amersfoort,AMF,PPLG,156369.855,465408.06,3.911,200,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Midden,52.17681468,5.40723072,24.551104
1549,5970641c-8869-4494-a298-146f61d5d7d5,752ea96e-aec6-405a-ae36-11e550ac3237,52A,60,Bestaand,120,a,120,120_a,Lage Zwaluwe - Roosendaal,Zlw-Np,Lage Zwaluwe - Nispen ,"16,313308",0.044021,"0,044021",Zuid,Z,Roosendaal,19,Baan,Zeeland,ProRail,Oudenbosch,ODB,PPLG,95271.369,399713.93699999,2.119,310,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-West,51.58316411,4.52542157,16.313308
1550,7ffcd7f5-af57-4a1b-8240-692afd2cd0dd,3a9788f3-5ad9-45e4-ab23-392e74324009,925,60,Bestaand,606,a,606,606_a,Almelo,Aml-Hgl,Almelo - Hengelo ,"0,698677",-41.767772,"-41,767772",Noord-Oost,NO,Twente,32,Baan,Twente,ProRail,Almelo,AML,NCBG,241368.77799999,486299.618,11.577,410,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Onbekend,Oost,52.3577902,6.65508111,0.698677
1551,bf6543a8-02c4-4ede-9dff-cdc2fe9e1c2e,3f4d1d84-e76a-4931-afe5-021962599437,143,60,Bestaand,490,b,490,490_b,Amsterdam Houtrakpolder (gebied),Hmta-Law,Hemtunnel Aansl. - Latexweg ,"5,145568",-1.523538,"-1,523538",Randstad Noord,RN,Amsterdam,9,Baan,Amsterdam,ProRail,Amsterdam Houtrakpolder,HRP,NCBG,114529.929,490322.939,1.594,220,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Midden,52.39925144,4.79257195,5.145568
1552,b042c235-7cbd-4d85-8e28-c585cd3497fd,aa901165-0b6b-4e5f-b9c7-8890225767c6,361B,60,Bestaand,012,,12,012__,Meppel - Assen,Mp-Gn,Meppel - Groningen ,"33,325089",0.338898,"0,338898",Noord-Oost,NO,Drenthe,35,Baan,Drenthe,ProRail,Beilen,BL,PPLG,231299.075,541041.69499999,13.714,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Noord,52.85117671,6.51987228,33.325089
1553,f401fc58-6174-457a-861f-e13f12c857e0,22025d71-24d9-4d95-9f19-d8233b109b27,1003B,60,Bestaand,054,a,54,054_a,Boxtel - Eindhoven,Bd-Ehv,Breda - Eindhoven ,"57,331946",-4.757146,"-4,757146",Zuid,Z,Boxtel,23,Baan,Brabant,ProRail,Eindhoven,EHV,PPLG,160105.685,384296.55499999,23.321,330,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-West,51.44773416,5.46064547,57.331946
1554,08311cc6-2d14-4dbb-8e10-4c18c30ac9d9,13242775-02bc-4efe-b2d7-04db0a46e925,23,60,Bestaand,605,,605,605__,Wierden,Dv-Aml,Deventer - Almelo ,"33,944993",-3.073867,"-3,073867",Noord-Oost,NO,Twente,32,Baan,Twente,ProRail,Wierden,WDN,PPLG,237230.38,486656.576,11.478,410,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Onbekend,Oost,52.36163325,6.59443076,33.944993
