FID,code,datummutatie,naammuteerder,binnentalud,kruinbreedte,buitentalud,status,rwsdienst,genormeerd,stabiliteitsberm,voorland,kruinhoogte,profieltype,profielurl,waterlichaam,opmerkingen,bron,gdb_geomattr_data,shape
dwarsprofiel_over_regionale_kering_legger.14,MN_dp_68.270 West,2014-10-13T00:00:00,Fugro,2.7,17.25,3.4,Definitief,MN,0,1,1,9.46,3,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_dp_68.270_West.html,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,"LINESTRING (158012.7923000008 436978.0117000006, 157904.7736000009 436841.3953999989)"
dwarsprofiel_over_regionale_kering_legger.15,MN_dp_62.475 West,2014-10-13T00:00:00,Fugro,2.7,5.37,3.2,Definitief,MN,0,1,1,6.96,3,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_dp_62.475_West.html,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,"LINESTRING (153319.43930000067 440367.1975999996, 153234.14200000092 440218.01099999994)"
dwarsprofiel_over_regionale_kering_legger.16,MN_dp_63.470 West,2014-10-13T00:00:00,Fugro,2.7,4.31,2.8,Definitief,MN,0,0,1,7,4,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_dp_63.470_West.html,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,"LINESTRING (154187.70850000158 439888.28079999983, 154101.3209999986 439754.063000001)"
dwarsprofiel_over_regionale_kering_legger.17,MN_dp_64.940 West,2014-10-13T00:00:00,Fugro,2.6,5.06,3.2,Definitief,MN,0,0,1,7.02,4,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_dp_64.940_West.html,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,"LINESTRING (155355.69029999897 438994.181499999, 155259.51269999892 438855.77760000154)"
dwarsprofiel_over_regionale_kering_legger.18,MN_dp_66.300 West,2014-10-13T00:00:00,Fugro,2.8,5.59,2.9,Definitief,MN,0,1,1,6.99,3,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_dp_66.300_West.html,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,"LINESTRING (156439.02490000054 438177.28920000046, 156343.0610000007 438041.6220000014)"
dwarsprofiel_over_regionale_kering_legger.19,MN_dp_69.282 West,2014-10-13T00:00:00,Fugro,5.5,9.47,2.7,Definitief,MN,0,0,1,6.86,4,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_dp_69.282_West.html,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,"LINESTRING (158758.93090000004 436300.37310000136, 158714.23110000044 436250.62750000134)"
dwarsprofiel_over_regionale_kering_legger.20,MN_dp_70.225 West,2014-10-13T00:00:00,Fugro,2.1,3.66,2.6,Definitief,MN,0,1,0,7,2,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_dp_70.225_West.html,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,"LINESTRING (159324.185899999 435578.3346000016, 159184.34099999815 435528.87999999896)"
dwarsprofiel_over_regionale_kering_legger.21,MN_dp_Glashaven 2,2014-10-13T00:00:00,Fugro,-99,-99,2,Definitief,MN,0,0,0,7.58,11,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_dp_Glashaven_2.html,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,"LINESTRING (158443.48900000006 436226.4459999986, 158550.9717000015 436191.5987999998)"
dwarsprofiel_over_regionale_kering_legger.22,MN_dp_Glashaven 4,2014-10-13T00:00:00,Fugro,-99,-99,-96,Definitief,MN,0,0,0,7.56,7,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_dp_Glashaven_4.html,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,"LINESTRING (158432.00499999896 435752.6959999986, 158486.72780000046 435800.5311000012)"
dwarsprofiel_over_regionale_kering_legger.23,MN_dp_Glashaven 5,2014-10-13T00:00:00,Fugro,-99,-99,-96,Definitief,MN,0,0,0,6.45,7,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_dp_Glashaven_5.html,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,"LINESTRING (158598.7250000015 435776.52800000086, 158532.86019999906 435723.429299999)"
dwarsprofiel_over_regionale_kering_legger.24,MN_dp_28.480 Oost,2014-10-13T00:00:00,Fugro,2.6,9.31,6.5,Definitief,MN,0,1,0,1.19,9,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_dp_28.480_Oost.html,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,"LINESTRING (130009.24309999868 461928.73330000043, 129904.65549999848 461820.63069999963)"
dwarsprofiel_over_regionale_kering_legger.25,MN_dp_23.530 Oost,2014-10-13T00:00:00,Fugro,5,4.71,25,Definitief,MN,0,0,0,1.25,10,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_dp_23.530_Oost.html,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,"LINESTRING (128342.52549999952 466107.21229999885, 128192.81850000098 466134.9594999999)"
dwarsprofiel_over_regionale_kering_legger.26,MN_dp_10.490 Oost,2014-10-13T00:00:00,Fugro,1.8,6.92,4,Definitief,MN,0,0,0,0.94,10,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_dp_10.490_Oost.html,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,"LINESTRING (130178.86410000175 479011.311900001, 130047.08630000055 479011.7813999988)"
dwarsprofiel_over_regionale_kering_legger.27,MN_dp_08.550 Oost,2014-10-13T00:00:00,Fugro,2.4,8.13,2.3,Definitief,MN,0,0,0,0.83,10,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_dp_08.550_Oost.html,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,"LINESTRING (130000.05640000105 480960.63599999994, 129881.14759999886 480946.6035999991)"
dwarsprofiel_over_regionale_kering_legger.28,MN_dp_Glashaven 3,2014-10-13T00:00:00,Fugro,-99,-99,2.1,Definitief,MN,0,0,0,7.36,11,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_dp_Glashaven_3.html,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,"LINESTRING (158196.4690000005 435979.47300000116, 158283.7089000009 435999.3753999993)"
dwarsprofiel_over_regionale_kering_legger.29,MN_dp_70.225 Oost,2014-10-13T00:00:00,Fugro,4,5.93,2.2,Definitief,MN,0,1,0,7,2,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_dp_70.225_Oost.html,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,"LINESTRING (159465.34800000116 435628.25499999896, 159324.185899999 435578.3346000016)"
dwarsprofiel_over_regionale_kering_legger.30,MN_dp_67.285 Oost,2014-10-13T00:00:00,Fugro,3.4,5.66,3,Definitief,MN,0,0,1,7.09,4,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_dp_67.285_Oost.html,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,"LINESTRING (157222.31500000134 437573.6009999998, 157317.3909999989 437699.59800000116)"
dwarsprofiel_over_regionale_kering_legger.31,MN_dp_65.425 Oost,2014-10-13T00:00:00,Fugro,3,4.01,3.5,Definitief,MN,0,1,1,7.35,3,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_dp_65.425_Oost.html,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,"LINESTRING (155742.13599999994 438698.0560000017, 155842.21299999952 438830.09699999914)"
dwarsprofiel_over_regionale_kering_legger.32,MN_dp_64.940 Oost,2014-10-13T00:00:00,Fugro,2.9,5.32,3.2,Definitief,MN,0,1,1,7.42,3,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_dp_64.940_Oost.html,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,"LINESTRING (155354.94350000098 438992.9204999991, 155450.37900000066 439130.05999999866)"
dwarsprofiel_over_regionale_kering_legger.33,MN_dp_64.440 Oost,2014-10-13T00:00:00,Fugro,3,5.38,2.9,Definitief,MN,0,1,1,7.47,3,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_dp_64.440_Oost.html,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,"LINESTRING (154958.56850000098 439297.55249999836, 155053.8740000017 439433.3110000007)"
dwarsprofiel_over_regionale_kering_legger.34,MN_dp_62.950 Oost,2014-10-13T00:00:00,Fugro,3.8,5.9,3.4,Definitief,MN,0,1,1,7.05,3,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_dp_62.950_Oost.html,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,"LINESTRING (153747.41649999842 440157.87249999866, 153829.6559999995 440310.8449999988)"
dwarsprofiel_over_regionale_kering_legger.35,MN_dp_69.075_Oost,2014-10-13T00:00:00,Fugro,-99,2.5,-99,Definitief,MN,0,0,0,6.5,7,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/MN_dp_69.075_Oost.html,Amsterdam-Rijnkanaal,,"RWS-MN, 27092013,Bestaande situatie ARK Betuwepand oost en westdijk km62-71_2007.dwg",,"LINESTRING (158759.25400000066 436645.9439999983, 158651.25569999963 436507.44029999897)"
dwarsprofiel_over_regionale_kering_legger.36,ON_dp_km36.4N,2014-10-13T00:00:00,Fugro,2.5,19.4,-96,Definitief,ON,0,0,0,17.1,5,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/ON_dp_km36.4N.html,Twentekanalen,,DON: aangeleverd,,"LINESTRING (243237.09699999914 474036.6618999988, 243192.85860000178 474089.1552999988)"
dwarsprofiel_over_regionale_kering_legger.37,ON_dp_km36.9N,2014-10-13T00:00:00,Fugro,2.3,16.9,3,Definitief,ON,0,1,0,17.4,9,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/ON_dp_km36.9N.html,Twentekanalen,,DON: aangeleverd,,"LINESTRING (243630.51220000163 474319.27699999884, 243592.20039999858 474380.2371000014)"
dwarsprofiel_over_regionale_kering_legger.38,ON_dp_km37.4N,2014-10-13T00:00:00,Fugro,2.8,6.6,2.6,Definitief,ON,0,0,0,17.5,5,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/ON_dp_km37.4N.html,Twentekanalen,,DON: aangeleverd,,"LINESTRING (244100.07770000026 474549.2899999991, 244075.3126000017 474612.7901000008)"
dwarsprofiel_over_regionale_kering_legger.39,ON_dp_km45.3N,2014-10-13T00:00:00,Fugro,2.3,39.3,-96,Definitief,ON,0,0,0,25.8,5,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/ON_dp_km45.3N.html,Twentekanalen,,DON: aangeleverd,,"LINESTRING (251936.2124999985 474039.16050000116, 251936.54320000112 474120.85069999844)"
dwarsprofiel_over_regionale_kering_legger.40,ON_dp_km45.8N,2014-10-13T00:00:00,Fugro,1.6,39.2,-96,Definitief,ON,0,0,0,26.4,10,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/ON_dp_km45.8N.html,Twentekanalen,,DON: aangeleverd,,"LINESTRING (252393.88479999825 474082.8227000013, 252327.20960000157 474136.40089999884)"
dwarsprofiel_over_regionale_kering_legger.41,ON_dp_km46.1N,2014-10-13T00:00:00,Fugro,4,18.4,2.4,Definitief,ON,0,1,0,26.6,10,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/ON_dp_km46.1N.html,Twentekanalen,,DON: aangeleverd,,"LINESTRING (252686.62519999966 473873.1561000012, 252729.48779999837 473944.59369999915)"
dwarsprofiel_over_regionale_kering_legger.42,ON_dp_km36.4Z,2014-10-13T00:00:00,Fugro,2.2,18.8,-96,Definitief,ON,0,1,0,17.2,9,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/ON_dp_km36.4Z.html,Twentekanalen,,DON: aangeleverd,,"LINESTRING (243268.9010999985 473988.30490000173, 243319.30440000072 473925.20169999823)"
dwarsprofiel_over_regionale_kering_legger.43,ON_dp_km37.4Z,2014-10-13T00:00:00,Fugro,1.6,19.1,2.8,Definitief,ON,0,1,1,17.3,3,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/ON_dp_km37.4Z.html,Twentekanalen,,DON: aangeleverd,,"LINESTRING (244121.24439999834 474526.00659999996, 244149.3564000018 474453.19310000166)"
dwarsprofiel_over_regionale_kering_legger.44,ON_dp_km37.8Z,2014-10-13T00:00:00,Fugro,-99,11,3.9,Definitief,ON,0,0,0,17.5,1,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/ON_dp_km37.8Z.html,Twentekanalen,,DON: aangeleverd,,"LINESTRING (244454.52580000088 474602.19739999995, 244469.21020000055 474519.64730000123)"
dwarsprofiel_over_regionale_kering_legger.45,ON_dp_km37Z,2014-10-13T00:00:00,Fugro,1.8,21.2,-96,Definitief,ON,0,0,1,17.5,8,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/ON_dp_km37Z.html,Twentekanalen,,DON: aangeleverd,,"LINESTRING (243687.8740000017 474319.9120000005, 243724.28069999814 474258.1052000001)"
dwarsprofiel_over_regionale_kering_legger.46,ON_dp_km45.3Z,2014-10-13T00:00:00,Fugro,3,15.1,4.5,Definitief,ON,0,0,0,26.2,10,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/ON_dp_km45.3Z.html,Twentekanalen,,DON: aangeleverd,,"LINESTRING (251915.7072999999 474002.44949999824, 251925.69530000165 473921.75140000135)"
dwarsprofiel_over_regionale_kering_legger.47,ON_dp_km45.7Z,2014-10-13T00:00:00,Fugro,2.5,16.8,2.3,Definitief,ON,0,0,1,26.7,8,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/ON_dp_km45.7Z.html,Twentekanalen,,DON: aangeleverd,,"LINESTRING (252333.07229999825 473958.7642999999, 252320.7692000009 473876.2140999995)"
dwarsprofiel_over_regionale_kering_legger.48,ON_dp_km46.1Z,2014-10-13T00:00:00,Fugro,3.2,25,2.7,Definitief,ON,0,1,0,26.7,10,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/ON_dp_km46.1Z.html,Twentekanalen,,DON: aangeleverd,,"LINESTRING (252694.16580000147 473847.756000001, 252663.20949999988 473775.5245999992)"
dwarsprofiel_over_regionale_kering_legger.49,ON_dp_profiel1,2014-10-13T00:00:00,Fugro,2,13.1,3.9,Definitief,ON,0,1,0,11.6,9,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/ON_dp_profiel1.html,Twentekanalen,,DON: aangeleverd,,"LINESTRING (215333.64559999853 464501.3746000007, 215312.21429999918 464575.9871999994)"
dwarsprofiel_over_regionale_kering_legger.50,ON_dp_profiel3,2014-10-13T00:00:00,Fugro,2.5,12.8,2.7,Definitief,ON,0,1,0,11.7,9,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/ON_dp_profiel3.html,Twentekanalen,,DON: aangeleverd,,"LINESTRING (215785.77109999955 464533.8852000013, 215798.10700000077 464430.94409999996)"
dwarsprofiel_over_regionale_kering_legger.51,ON_dp_profiel4,2014-10-13T00:00:00,Fugro,7.1,12.5,11.2,Definitief,ON,0,0,0,11.4,10,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/ON_dp_profiel4.html,Twentekanalen,,DON: aangeleverd,,"LINESTRING (216637.3110000007 464556.8515000008, 216642.07360000163 464472.71379999816)"
dwarsprofiel_over_regionale_kering_legger.52,ON_dp_profiel2,2014-10-13T00:00:00,Fugro,3.7,4.4,3.3,Definitief,ON,0,1,0,11.7,9,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/ON_dp_profiel2.html,Twentekanalen,,DON: aangeleverd,,"LINESTRING (214990.9226000011 464382.7067999989, 215011.95699999854 464310.0784999989)"
dwarsprofiel_over_regionale_kering_legger.53,ON_dp_profielD,2014-10-13T00:00:00,Fugro,2.5,19.9,-98,Definitief,ON,0,1,0,11.5,9,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/ON_dp_profielD.html,Twentekanalen,,DON: aangeleverd,,"LINESTRING (213175.003800001 463964.22989999875, 213147.5929000005 464024.6607999988)"
dwarsprofiel_over_regionale_kering_legger.54,ON_dp_profielA,2014-10-13T00:00:00,Fugro,2.7,7.3,2.9,Definitief,ON,0,1,1,11.2,3,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/ON_dp_profielA.html,Twentekanalen,,DON: aangeleverd,,"LINESTRING (213066.71440000087 463808.1752999984, 213086.7168999985 463744.5692999996)"
dwarsprofiel_over_regionale_kering_legger.55,ON_dp_profielB,2014-10-13T00:00:00,Fugro,3.3,7.9,3.3,Definitief,ON,0,1,0,11.6,9,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/ON_dp_profielB.html,Twentekanalen,,DON: aangeleverd,,"LINESTRING (213661.76060000062 464047.382100001, 213684.8322999999 463984.7287000008)"
dwarsprofiel_over_regionale_kering_legger.56,ON_dp_profielE,2014-10-13T00:00:00,Fugro,4.6,16.1,2.7,Definitief,ON,0,0,0,11.4,10,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/ON_dp_profielE.html,Twentekanalen,,DON: aangeleverd,,"LINESTRING (213569.65450000018 464070.0934999995, 213547.21779999882 464136.2393999994)"
dwarsprofiel_over_regionale_kering_legger.57,ON_dp_profielC,2014-10-13T00:00:00,Fugro,2,7.1,2.9,Definitief,ON,0,1,0,11.6,9,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/ON_dp_profielC.html,Twentekanalen,,DON: aangeleverd,,"LINESTRING (214096.25200000033 464155.4957999997, 214116.99540000036 464092.52479999885)"
dwarsprofiel_over_regionale_kering_legger.58,ON_dp_profielF,2014-10-13T00:00:00,Fugro,1.2,18,2.4,Definitief,ON,0,1,0,11.3,9,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/ON_dp_profielF.html,Twentekanalen,,DON: aangeleverd,,"LINESTRING (214118.40590000153 464207.4930000007, 214100.52010000125 464271.4164999984)"
dwarsprofiel_over_regionale_kering_legger.59,ON_dp_ZK_10.2_west,2014-10-13T00:00:00,Fugro,7.2,4.5,2.5,Definitief,ON,0,0,1,11.5,8,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/ON_dp_ZK_10.2_west.html,Twentekanalen,,DON: aangeleverd,,"LINESTRING (239514.82930000126 482943.4743000008, 239470.52160000056 482929.0471000001)"
dwarsprofiel_over_regionale_kering_legger.60,ON_dp_ZK_10.7_west,2014-10-13T00:00:00,Fugro,2.8,10.4,5.5,Definitief,ON,0,0,1,11.5,8,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/ON_dp_ZK_10.7_west.html,Twentekanalen,,DON: aangeleverd,,"LINESTRING (239363.9690000005 483387.7283000015, 239323.45019999892 483374.38870000094)"
dwarsprofiel_over_regionale_kering_legger.61,ON_dp_ZK_11.2_west,2014-10-13T00:00:00,Fugro,2,13.1,2.3,Definitief,ON,0,0,1,12.1,8,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/ON_dp_ZK_11.2_west.html,Twentekanalen,,DON: aangeleverd,,"LINESTRING (239213.4776000008 483867.65019999817, 239171.12559999898 483853.84870000184)"
dwarsprofiel_over_regionale_kering_legger.62,ON_dp_ZK_11.7_west,2014-10-13T00:00:00,Fugro,2.5,12.2,2.5,Definitief,ON,0,0,1,12,8,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/ON_dp_ZK_11.7_west.html,Twentekanalen,,DON: aangeleverd,,"LINESTRING (239054.27980000153 484340.84699999914, 239014.72199999914 484328.2190000005)"
dwarsprofiel_over_regionale_kering_legger.63,ON_dp_ZK_12.2_west,2014-10-13T00:00:00,Fugro,2.7,13.4,1.6,Definitief,ON,0,0,1,12.4,8,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/ON_dp_ZK_12.2_west.html,Twentekanalen,,DON: aangeleverd,,"LINESTRING (238922.95439999923 484836.45419999957, 238883.98470000178 484831.31430000067)"
dwarsprofiel_over_regionale_kering_legger.64,ON_dp_ZK_12.7_west,2014-10-13T00:00:00,Fugro,2.3,10.7,2.8,Definitief,ON,0,0,1,12.3,8,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/ON_dp_ZK_12.7_west.html,Twentekanalen,,DON: aangeleverd,,"LINESTRING (238842.2111000009 485271.31969999894, 238809.49960000068 485251.0518999994)"
dwarsprofiel_over_regionale_kering_legger.65,ON_dp_ZK_13.2_west,2014-10-13T00:00:00,Fugro,2.5,13.8,2.1,Definitief,ON,0,0,1,11.9,8,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/ON_dp_ZK_13.2_west.html,Twentekanalen,,DON: aangeleverd,,"LINESTRING (238889.18730000034 485762.6889999993, 238846.22480000183 485763.51419999823)"
dwarsprofiel_over_regionale_kering_legger.66,ON_dp_ZK_13.7_west,2014-10-13T00:00:00,Fugro,-99,15.1,2.1,Definitief,ON,0,0,0,11.7,11,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/ON_dp_ZK_13.7_west.html,Twentekanalen,,DON: aangeleverd,,"LINESTRING (238898.9312000014 486329.938099999, 238855.13980000094 486330.6253999993)"
