Nummer;Totaal van;Jaar;Soort verzoek;Land van aanvraag;Aantal verzoeken
4;Jaar, Soort verzoek, Land van aanvraag;2021;LP;Iran;100
4;Jaar, Soort verzoek, Land van aanvraag;2021;LP;Ivoorkust;10
4;Jaar, Soort verzoek, Land van aanvraag;2021;LP;Jordanië;30
4;Jaar, Soort verzoek, Land van aanvraag;2021;LP;Kameroen;10
4;Jaar, Soort verzoek, Land van aanvraag;2021;LP;Kenya;10
4;Jaar, Soort verzoek, Land van aanvraag;2021;LP;Letland;10
4;Jaar, Soort verzoek, Land van aanvraag;2021;LP;Libanon;30
4;Jaar, Soort verzoek, Land van aanvraag;2021;LP;Liberia;10
4;Jaar, Soort verzoek, Land van aanvraag;2021;LP;Libië;30
4;Jaar, Soort verzoek, Land van aanvraag;2021;LP;Litouwen;10
4;Jaar, Soort verzoek, Land van aanvraag;2021;LP;Mali;10
4;Jaar, Soort verzoek, Land van aanvraag;2021;LP;Marokko;100
4;Jaar, Soort verzoek, Land van aanvraag;2021;LP;Myanmar;10
4;Jaar, Soort verzoek, Land van aanvraag;2021;LP;Nigeria;270
4;Jaar, Soort verzoek, Land van aanvraag;2021;LP;Palestijnse autoriteit;10
4;Jaar, Soort verzoek, Land van aanvraag;2021;LP;Roemenië;10
4;Jaar, Soort verzoek, Land van aanvraag;2021;LP;Rwanda;10
4;Jaar, Soort verzoek, Land van aanvraag;2021;LP;Senegal;20
4;Jaar, Soort verzoek, Land van aanvraag;2021;LP;Sierra Leone;40
4;Jaar, Soort verzoek, Land van aanvraag;2021;LP;Soedan;30
4;Jaar, Soort verzoek, Land van aanvraag;2021;LP;Somalië;10
4;Jaar, Soort verzoek, Land van aanvraag;2021;LP;Suriname;20
4;Jaar, Soort verzoek, Land van aanvraag;2021;LP;Tanzania;10
4;Jaar, Soort verzoek, Land van aanvraag;2021;LP;Tunesië;30
4;Jaar, Soort verzoek, Land van aanvraag;2021;LP;Uganda;40
4;Jaar, Soort verzoek, Land van aanvraag;2021;LP;Venezuela;10
4;Jaar, Soort verzoek, Land van aanvraag;2021;LP;Verenigde Arabische Emiraten;10
4;Jaar, Soort verzoek, Land van aanvraag;2021;LP;Vietnam;20
4;Jaar, Soort verzoek, Land van aanvraag;2021;LP;Zuid-Afrika;10
4;Jaar, Soort verzoek, Land van aanvraag;2021;T&O;Albanië;70
4;Jaar, Soort verzoek, Land van aanvraag;2021;T&O;Armenië;40
4;Jaar, Soort verzoek, Land van aanvraag;2021;T&O;Azerbeidzjan;30
4;Jaar, Soort verzoek, Land van aanvraag;2021;T&O;Belarus;10
4;Jaar, Soort verzoek, Land van aanvraag;2021;T&O;Bosnië-Herzegovina;10
4;Jaar, Soort verzoek, Land van aanvraag;2021;T&O;Georgië;50
4;Jaar, Soort verzoek, Land van aanvraag;2021;T&O;Kosovo;20
4;Jaar, Soort verzoek, Land van aanvraag;2021;T&O;Moldavië;30
4;Jaar, Soort verzoek, Land van aanvraag;2021;T&O;Oekraïne;20
4;Jaar, Soort verzoek, Land van aanvraag;2021;T&O;Pakistan;40
4;Jaar, Soort verzoek, Land van aanvraag;2021;T&O;Polen;130
4;Jaar, Soort verzoek, Land van aanvraag;2021;T&O;Republiek Noord-Macedonië;30
4;Jaar, Soort verzoek, Land van aanvraag;2021;T&O;Rusland;10
4;Jaar, Soort verzoek, Land van aanvraag;2021;T&O;Servië;30
4;Jaar, Soort verzoek, Land van aanvraag;2021;T&O;Sri Lanka;10
4;Jaar, Soort verzoek, Land van aanvraag;2021;T&O;Turkije;30
