Nummer;Totaal van;Jaar;Soort verzoek;Land van aanvraag;Aantal verzoeken
1;Jaar;2021;*Alle*;*Alle*;1960
2;Jaar, Soort verzoek;2021;LP;*Alle*;1390
2;Jaar, Soort verzoek;2021;T&O;*Alle*;570
3;Jaar, Land van aanvraag;2021;*Alle*;Afghanistan;40
3;Jaar, Land van aanvraag;2021;*Alle*;Albanië;70
3;Jaar, Land van aanvraag;2021;*Alle*;Algerije;90
3;Jaar, Land van aanvraag;2021;*Alle*;Angola;10
3;Jaar, Land van aanvraag;2021;*Alle*;Armenië;40
3;Jaar, Land van aanvraag;2021;*Alle*;Azerbeidzjan;30
3;Jaar, Land van aanvraag;2021;*Alle*;Bangladesh;10
3;Jaar, Land van aanvraag;2021;*Alle*;Belarus;10
3;Jaar, Land van aanvraag;2021;*Alle*;Bondsrepubliek Duitsland;10
3;Jaar, Land van aanvraag;2021;*Alle*;Bosnië-Herzegovina;10
3;Jaar, Land van aanvraag;2021;*Alle*;Brazilië;10
3;Jaar, Land van aanvraag;2021;*Alle*;China;10
3;Jaar, Land van aanvraag;2021;*Alle*;Colombia;10
3;Jaar, Land van aanvraag;2021;*Alle*;Democratische Republiek Congo;10
3;Jaar, Land van aanvraag;2021;*Alle*;Egypte;40
3;Jaar, Land van aanvraag;2021;*Alle*;Ethiopië;30
3;Jaar, Land van aanvraag;2021;*Alle*;Filipijnen;10
3;Jaar, Land van aanvraag;2021;*Alle*;Gambia;80
3;Jaar, Land van aanvraag;2021;*Alle*;Georgië;50
3;Jaar, Land van aanvraag;2021;*Alle*;Ghana;30
3;Jaar, Land van aanvraag;2021;*Alle*;Guinee;20
3;Jaar, Land van aanvraag;2021;*Alle*;India;10
3;Jaar, Land van aanvraag;2021;*Alle*;Irak;20
3;Jaar, Land van aanvraag;2021;*Alle*;Iran;100
3;Jaar, Land van aanvraag;2021;*Alle*;Ivoorkust;10
3;Jaar, Land van aanvraag;2021;*Alle*;Jordanië;30
3;Jaar, Land van aanvraag;2021;*Alle*;Kameroen;10
3;Jaar, Land van aanvraag;2021;*Alle*;Kenya;10
3;Jaar, Land van aanvraag;2021;*Alle*;Kosovo;20
3;Jaar, Land van aanvraag;2021;*Alle*;Letland;10
3;Jaar, Land van aanvraag;2021;*Alle*;Libanon;30
3;Jaar, Land van aanvraag;2021;*Alle*;Liberia;10
3;Jaar, Land van aanvraag;2021;*Alle*;Libië;30
3;Jaar, Land van aanvraag;2021;*Alle*;Litouwen;10
3;Jaar, Land van aanvraag;2021;*Alle*;Mali;10
3;Jaar, Land van aanvraag;2021;*Alle*;Marokko;100
3;Jaar, Land van aanvraag;2021;*Alle*;Moldavië;30
3;Jaar, Land van aanvraag;2021;*Alle*;Myanmar;10
3;Jaar, Land van aanvraag;2021;*Alle*;Nigeria;270
3;Jaar, Land van aanvraag;2021;*Alle*;Oekraïne;20
3;Jaar, Land van aanvraag;2021;*Alle*;Pakistan;50
3;Jaar, Land van aanvraag;2021;*Alle*;Palestijnse autoriteit;10
3;Jaar, Land van aanvraag;2021;*Alle*;Polen;130
3;Jaar, Land van aanvraag;2021;*Alle*;Republiek Noord-Macedonië;30
3;Jaar, Land van aanvraag;2021;*Alle*;Roemenië;10
3;Jaar, Land van aanvraag;2021;*Alle*;Rusland;10
3;Jaar, Land van aanvraag;2021;*Alle*;Rwanda;10
3;Jaar, Land van aanvraag;2021;*Alle*;Senegal;20
3;Jaar, Land van aanvraag;2021;*Alle*;Servië;30
3;Jaar, Land van aanvraag;2021;*Alle*;Sierra Leone;40
3;Jaar, Land van aanvraag;2021;*Alle*;Soedan;30
3;Jaar, Land van aanvraag;2021;*Alle*;Somalië;10
3;Jaar, Land van aanvraag;2021;*Alle*;Sri Lanka;10
3;Jaar, Land van aanvraag;2021;*Alle*;Suriname;20
3;Jaar, Land van aanvraag;2021;*Alle*;Tanzania;10
3;Jaar, Land van aanvraag;2021;*Alle*;Tunesië;30
3;Jaar, Land van aanvraag;2021;*Alle*;Turkije;30
3;Jaar, Land van aanvraag;2021;*Alle*;Uganda;40
3;Jaar, Land van aanvraag;2021;*Alle*;Venezuela;10
3;Jaar, Land van aanvraag;2021;*Alle*;Verenigde Arabische Emiraten;10
3;Jaar, Land van aanvraag;2021;*Alle*;Vietnam;20
3;Jaar, Land van aanvraag;2021;*Alle*;Zuid-Afrika;10
4;Jaar, Soort verzoek, Land van aanvraag;2021;LP;Afghanistan;40
4;Jaar, Soort verzoek, Land van aanvraag;2021;LP;Algerije;90
4;Jaar, Soort verzoek, Land van aanvraag;2021;LP;Angola;10
4;Jaar, Soort verzoek, Land van aanvraag;2021;LP;Bangladesh;10
4;Jaar, Soort verzoek, Land van aanvraag;2021;LP;Bondsrepubliek Duitsland;10
4;Jaar, Soort verzoek, Land van aanvraag;2021;LP;Brazilië;10
4;Jaar, Soort verzoek, Land van aanvraag;2021;LP;China;10
4;Jaar, Soort verzoek, Land van aanvraag;2021;LP;Colombia;10
4;Jaar, Soort verzoek, Land van aanvraag;2021;LP;Democratische Republiek Congo;10
4;Jaar, Soort verzoek, Land van aanvraag;2021;LP;Egypte;40
4;Jaar, Soort verzoek, Land van aanvraag;2021;LP;Ethiopië;30
4;Jaar, Soort verzoek, Land van aanvraag;2021;LP;Filipijnen;10
4;Jaar, Soort verzoek, Land van aanvraag;2021;LP;Gambia;80
4;Jaar, Soort verzoek, Land van aanvraag;2021;LP;Ghana;30
4;Jaar, Soort verzoek, Land van aanvraag;2021;LP;Guinee;20
4;Jaar, Soort verzoek, Land van aanvraag;2021;LP;India;10
4;Jaar, Soort verzoek, Land van aanvraag;2021;LP;Irak;20
