FID,oid_,raai,vaknr,raainr,bkl,tkl,tklminbkl,trend,snijding,opmerkinge,symbol,shape_leng,se_anno_cad_data,gdb_geomattr_data,shape
trend_2009_25.11,0,701524,7,1524,6,43.3,37.3,0.603,-,- - - - 5 -,1,430.15,,,"POLYGON ((106470.45800000057 537254.745000001, 106456.04199999943 537259.1519999988, 106514.5159999989 537450.4129999988, 106528.93200000003 537446.004999999, 106470.45800000057 537254.745000001))"
trend_2009_25.12,0,703275,7,3275,65,46.3,-18.7,-20.612,-,1 - - 4 5 -,4,1430.6,,,"POLYGON ((102607.6400000006 520228.12999999896, 103119.09899999946 520165.3299999982, 103094.72500000149 519966.8209999986, 102583.2659999989 520029.62000000104, 102607.6400000006 520228.12999999896))"
trend_2009_25.13,0,1201350,12,1350,227,348.3,121.3,-32.328,2012,- - - - - -,3,1900,,,"POLYGON ((50827.98600000143 427871.0879999995, 51072.16200000048 427161.94900000095, 50883.05799999833 427096.8350000009, 50638.881999999285 427805.97399999946, 50827.98600000143 427871.0879999995))"
trend_2009_25.14,0,1201375,12,1375,184,261.1,77.1,-33.702,2011,- - - - - -,3,1900,,,"POLYGON ((50583.984999999404 427812.0879999995, 50828.16200000048 427102.94900000095, 50639.05799999833 427037.8350000009, 50394.881999999285 427746.97399999946, 50583.984999999404 427812.0879999995))"
trend_2009_25.15,0,1201400,12,1400,125,203.7,78.7,-29.819,2011,- - - - - -,3,1890.95,,,"POLYGON ((50294.11300000176 427741.6479999982, 50573.37299999967 427050.45600000024, 50387.936000000685 426975.53400000185, 50108.675999999046 427666.7270000018, 50294.11300000176 427741.6479999982))"
trend_2009_25.16,0,1201425,12,1425,54,187.6,133.6,-15.618,2017,- - - - - -,3,1180.9,,,"POLYGON ((50002.01399999857 427667.57499999925, 50167.02499999851 427313.70699999854, 49985.76300000027 427229.18299999833, 49820.75200000033 427583.05099999905, 50002.01399999857 427667.57499999925))"
trend_2009_25.17,0,1201450,12,1450,-20,190,210,3.56,-,- - - - - -,1,578,,,"POLYGON ((49572.75200000033 427523.05099999905, 49535.13899999857 427603.7120000012, 49716.40100000054 427688.23600000143, 49754.01399999857 427607.57400000095, 49572.75200000033 427523.05099999905))"
trend_2009_25.18,0,1201475,12,1475,-98,103.4,201.4,0.655,-,- - - - - -,1,432.75,,,"POLYGON ((49345.75200000033 427417.05099999905, 49338.83100000024 427431.8920000009, 49520.09299999848 427516.4149999991, 49527.01300000027 427501.57400000095, 49345.75200000033 427417.05099999905))"
trend_2009_25.19,0,1201500,12,1500,-139,-42.9,96.1,-8.856,>2019,- - - - - -,3,842.8,,,"POLYGON ((49372.61600000039 427428.2049999982, 49462.66800000146 427225.9459999986, 49279.958000000566 427144.59899999946, 49189.90700000152 427346.8570000008, 49372.61600000039 427428.2049999982))"
trend_2009_25.20,0,1201501,12,1501,-152,-81.8,70.2,-9.841,2016,- - - - - -,3,892.05,,,"POLYGON ((49128.11699999869 427316.80999999866, 49272.72700000182 427117.7710000016, 49110.92300000042 427000.21400000155, 48966.31300000101 427199.2520000003, 49128.11699999869 427316.80999999866))"
trend_2009_25.21,0,1201502,12,1502,-152,-101.9,50.1,-11.112,2013,- - - - - -,3,955.6,,,"POLYGON ((48918.767999999225 427149.44000000134, 49125.21400000155 426963.5549999997, 48991.38800000027 426814.92599999905, 48784.94200000167 427000.8110000007, 48918.767999999225 427149.44000000134))"
trend_2009_25.22,0,1201525,12,1525,-162,-144.6,17.4,-10.75,2010,- - - - - -,3,937.5,,,"POLYGON ((48788.767999999225 427005.44000000134, 48988.48900000006 426825.61100000143, 48854.66299999878 426676.9820000008, 48654.94200000167 426856.8110000007, 48788.767999999225 427005.44000000134))"
trend_2009_25.23,0,1201550,12,1550,-189,-126.4,62.6,10.818,-,- - - 4 - -,1,940.9,,,"POLYGON ((48466.677999999374 426642.1770000011, 48259.50200000033 426816.01900000125, 48388.05900000036 426969.2280000001, 48595.23600000143 426795.38599999994, 48466.677999999374 426642.1770000011))"
trend_2009_25.24,0,1201575,12,1575,-249,-201,48,-8.65,2014,- - - 4 - -,3,832.5,,,"POLYGON ((48344.9450000003 426488.7109999992, 48528.335000000894 426374.1160000004, 48422.35099999979 426204.5069999993, 48238.960999999195 426319.1020000018, 48344.9450000003 426488.7109999992))"
trend_2009_25.25,0,1201600,12,1600,-301,-220.3,80.7,-10.928,2016,- - - 4 - -,3,946.4,,,"POLYGON ((48178.12700000033 426195.10500000045, 48427.70699999854 426083.9840000011, 48346.359999999404 425901.2749999985, 48096.778999999166 426012.39499999955, 48178.12700000033 426195.10500000045))"
trend_2009_25.26,0,1201625,12,1625,-305,-221.1,83.9,-11.6,2016,- - - 4 - -,3,980,,,"POLYGON ((48048.89499999955 425747.9670000002, 48330.28099999949 425677.80900000036, 48281.89600000158 425483.75, 48000.51099999994 425553.9079999998, 48048.89499999955 425747.9670000002))"
trend_2009_25.27,0,1201650,12,1650,-286,-201.5,84.5,-3.447,>2019,- - - 4 - -,3,572.35,,,"POLYGON ((48011.60500000045 425322.20699999854, 48097.66200000048 425317.6959999986, 48087.1950000003 425117.97100000083, 48001.13800000027 425122.48099999875, 48011.60500000045 425322.20699999854))"
trend_2009_25.28,0,1201675,12,1675,-300,-227.7,72.3,-5.348,>2019,- - - 4 - -,3,667.4,,,"POLYGON ((48014.40700000152 425005.5469999984, 48148.08700000122 425007.881000001, 48151.57699999958 424807.91099999845, 48017.89799999818 424805.5780000016, 48014.40700000152 425005.5469999984))"
trend_2009_25.29,0,1201700,12,1700,-326,-259.3,66.7,-4.386,>2019,- - - 4 - -,3,619.3,,,"POLYGON ((48018.46200000122 424795.006000001, 48127.84499999881 424802.6550000012, 48141.79600000009 424603.1420000009, 48032.41299999878 424595.4930000007, 48018.46200000122 424795.006000001))"
trend_2009_25.30,0,1201701,12,1701,-338,-267.5,70.5,-2.795,>2019,- - - 4 - -,3,539.75,,,"POLYGON ((48029.13399999961 424570.4990000017, 48097.21799999848 424586.2179999985, 48142.208000000566 424391.3440000005, 48074.1240000017 424375.625, 48029.13399999961 424570.4990000017))"
trend_2009_25.31,0,602700,6,2700,277,312.8,35.8,3.18,-,- - - - 5 6,1,559,,,"POLYGON ((115783.9609999992 574859.1330000013, 115716.54100000113 574901.2609999999, 115822.52499999851 575070.8709999993, 115889.9450000003 575028.7419999987, 115783.9609999992 574859.1330000013))"
trend_2009_25.32,0,602720,6,2720,266,308.9,42.9,2.523,-,- - - - 5 6,1,526.15,,,"POLYGON ((115891.9609999992 575027.1330000013, 115838.47100000083 575060.557, 115944.45499999821 575230.1669999994, 115997.9450000003 575196.7419999987, 115891.9609999992 575027.1330000013))"
trend_2009_25.33,0,602740,6,2740,261,286.6,25.6,-1.18,>2019,- - - - 5 6,3,459,,,"POLYGON ((116105.9450000003 575365.7419999987, 116130.96200000122 575350.1099999994, 116024.97899999842 575180.5, 115999.9609999992 575196.1330000013, 116105.9450000003 575365.7419999987))"
trend_2009_25.34,0,602760,6,2760,269,268.1,-0.9,-4.053,-,1 - - - 5 6,4,602.65,,,"POLYGON ((116213.9450000003 575533.7419999987, 116299.8740000017 575480.0480000004, 116193.8900000006 575310.4389999993, 116107.9609999992 575364.1330000013, 116213.9450000003 575533.7419999987))"
trend_2009_25.35,0,602780,6,2780,260,243.7,-16.3,-7.562,-,1 - - - 5 6,4,778.1,,,"POLYGON ((116321.9450000003 575701.7419999987, 116482.26900000125 575601.5610000007, 116376.28500000015 575431.9510000013, 116215.9609999992 575532.1330000013, 116321.9450000003 575701.7419999987))"
trend_2009_25.36,0,602800,6,2800,262,238.1,-23.9,-7.885,-,1 - - - - 6,4,794.25,,,"POLYGON ((116465.20899999887 575914.4770000018, 116626.68499999866 575801.4109999985, 116511.9690000005 575637.5810000002, 116350.49399999902 575750.6469999999, 116465.20899999887 575914.4770000018))"
trend_2009_25.37,0,602820,6,2820,263,226.5,-36.5,-10.389,-,1 - - - - 6,4,919.45,,,"POLYGON ((116581.20899999887 576078.4780000001, 116793.96400000155 575929.506000001, 116679.24799999967 575765.6750000007, 116466.49399999902 575914.6469999999, 116581.20899999887 576078.4780000001))"
trend_2009_25.38,0,809250,8,9250,192,240.9,48.9,2.758,-,- - - - 5 -,1,537.9,,,"POLYGON ((83079.67500000075 464875.1770000011, 83026.85599999875 464919.4970000014, 83155.41299999878 465072.70600000024, 83208.23200000077 465028.38599999994, 83079.67500000075 464875.1770000011))"
trend_2009_25.39,0,809275,8,9275,185,234.7,49.7,3.664,-,- - - - 5 -,1,583.2,,,"POLYGON ((82913.91899999976 464665.59800000116, 82842.73299999908 464723.243999999, 82968.59699999914 464878.6730000004, 83039.78299999982 464821.02699999884, 82913.91899999976 464665.59800000116))"
trend_2009_25.40,0,809300,8,9300,176,233.9,57.9,5.105,-,- - - - 5 -,1,655.25,,,"POLYGON ((82757.92000000179 464470.59800000116, 82658.73600000143 464550.9149999991, 82784.60000000149 464706.3440000005, 82883.78400000185 464626.02699999884, 82757.92000000179 464470.59800000116))"
trend_2009_25.41,0,809325,8,9325,173,215.1,42.1,4.258,-,- - - - 5 -,1,612.9,,,"POLYGON ((82601.91899999976 464275.59800000116, 82519.19200000167 464342.58900000155, 82645.05600000173 464498.0179999992, 82727.78299999982 464431.02699999884, 82601.91899999976 464275.59800000116))"
trend_2009_25.42,0,809350,8,9350,163,200.2,37.2,0.542,-,- - - - 5 -,1,427.1,,,"POLYGON ((82445.92000000179 464080.59800000116, 82435.38899999857 464089.125, 82561.25299999863 464244.5540000014, 82571.78400000185 464236.02699999884, 82445.92000000179 464080.59800000116))"
trend_2009_25.43,0,809375,8,9375,161,195.1,34.1,-0.136,>2019,- - - - 5 -,3,406.8,,,"POLYGON ((82414.78299999982 464040.02699999884, 82417.42599999905 464037.88800000027, 82291.56199999899 463882.45800000057, 82288.91899999976 463884.59800000116, 82414.78299999982 464040.02699999884))"
trend_2009_25.44,0,809400,8,9400,156,183.4,27.4,0.483,-,- - - - 5 -,1,424.15,,,"POLYGON ((82131.92000000179 463688.59800000116, 82122.53599999845 463696.1970000006, 82248.39999999851 463851.6259999983, 82257.78400000185 463844.02699999884, 82131.92000000179 463688.59800000116))"
trend_2009_25.45,0,1603380,16,3380,72,81.19247268,9.19247268,1.045,-,- - - 4 - -,1,452.25,,,"POLYGON ((26867.81700000167 385286.69000000134, 26851.02499999851 385266.6770000011, 26697.815999999642 385395.2349999994, 26714.607999999076 385415.2479999997, 26867.81700000167 385286.69000000134))"
trend_2009_25.46,0,1603400,16,3400,-109,-26.86939071,82.13060929,12.839,-,- - - 4 - -,1,1041.95,,,"POLYGON ((27021.81700000167 385158.69000000134, 26815.4990000017 384912.80900000036, 26662.289999999106 385041.3660000004, 26868.607999999076 385287.2470000014, 27021.81700000167 385158.69000000134))"
trend_2009_25.47,0,1603420,16,3420,-146,-99.41064754,46.58935246,-3.141,>2019,- - - 4 - -,3,557.05,,,"POLYGON ((27021.607999999076 385160.2470000014, 27072.083000000566 385220.40100000054, 27225.291999999434 385091.8440000005, 27174.81700000167 385031.69000000134, 27021.607999999076 385160.2470000014))"
trend_2009_25.48,0,1603440,16,3440,-144,-116.30671312,27.69328689,0.099,-,- - - 4 - -,1,404.95,,,"POLYGON ((27327.81700000167 384904.69000000134, 27326.22599999979 384902.79399999976, 27173.017000000924 385031.3509999998, 27174.607999999076 385033.2470000014, 27327.81700000167 384904.69000000134))"
trend_2009_25.49,0,1603458,16,3458,-128,-115.93012022,12.06987978,-0.892,>2019,- - - 4 - -,3,444.6,,,"POLYGON ((27314.609000001103 384916.2479999997, 27328.94299999997 384933.33100000024, 27482.151999998838 384804.7729999982, 27467.81700000167 384787.69000000134, 27314.609000001103 384916.2479999997))"
trend_2009_25.50,0,1700011,17,11,243,290.7,47.7,4.571,-,- - - 4 - -,1,628.55,,,"POLYGON ((28461.11499999836 381344.0549999997, 28521.67199999839 381440.96499999985, 28691.280999999493 381334.98099999875, 28630.72500000149 381238.0709999986, 28461.11499999836 381344.0549999997))"
trend_2009_25.51,0,1700031,17,31,197,228.9,31.9,0.225,-,- - - 4 - -,1,411.25,,,"POLYGON ((28290.11499999836 381447.0549999997, 28293.096000000834 381451.82499999925, 28462.70600000024 381345.84099999815, 28459.72500000149 381341.0709999986, 28290.11499999836 381447.0549999997))"
trend_2009_25.52,0,1700051,17,51,157,175.9,18.9,-4.648,2013,- - - 4 - -,3,632.4,,,"POLYGON ((28274.754000000656 381454.65300000086, 28214.905999999493 381355.05000000075, 28043.473000001162 381458.05700000003, 28103.320000000298 381557.66000000015, 28274.754000000656 381454.65300000086))"
trend_2009_25.53,0,1700071,17,71,179,165.6,-13.4,-8.272,-,1 - - 4 - -,4,813.6,,,"POLYGON ((28102.754000000656 381557.65300000086, 27996.243999999017 381380.3900000006, 27824.811000000685 381483.3979999982, 27931.320000000298 381660.66000000015, 28102.754000000656 381557.65300000086))"
trend_2009_25.54,0,1700146,17,146,139,182.1,43.1,1.016,-,- - - - - -,1,450.8,,,"POLYGON ((27288.320000000298 382047.66000000015, 27301.401999998838 382069.43200000003, 27472.835999999195 381966.42500000075, 27459.754000000656 381944.65199999884, 27288.320000000298 382047.66000000015))"
trend_2009_25.55,0,1700161,17,161,108,140.1,32.1,0.909,-,- - - - - -,1,445.45,,,"POLYGON ((27160.320000000298 382124.66000000015, 27172.02400000021 382144.13899999857, 27343.458000000566 382041.1319999993, 27331.754000000656 382021.65300000086, 27160.320000000298 382124.66000000015))"
trend_2009_25.56,0,1700171,17,171,106,126.5,20.5,0.443,-,- - - - - -,1,422.15,,,"POLYGON ((26679.14699999988 382253.1979999989, 26680.688000001013 382264.16600000113, 26878.74199999869 382236.33100000024, 26877.20100000128 382225.36400000006, 26679.14699999988 382253.1979999989))"
trend_2009_25.57,0,1700188,17,188,104,125.5,21.5,-0.375,>2019,- - - - - -,3,418.75,,,"POLYGON ((26728.20300000161 382246.04399999976, 26726.73600000143 382236.78500000015, 26529.197999998927 382268.0720000006, 26530.664999999106 382277.33100000024, 26728.20300000161 382246.04399999976))"
trend_2009_25.58,0,1700208,17,208,98,106.2,8.2,-0.486,>2019,- - - - - -,3,424.3,,,"POLYGON ((26536.20300000161 382276.04399999976, 26534.302000001073 382264.04399999976, 26336.76399999857 382295.3299999982, 26338.664999999106 382307.33100000024, 26536.20300000161 382276.04399999976))"
trend_2009_25.59,0,1700230,17,230,78,98.7,20.7,0.41,-,- - - - - -,1,420.5,,,"POLYGON ((26120.664999999106 382340.33100000024, 26122.267999999225 382350.4549999982, 26319.80600000173 382319.16800000146, 26318.201999999583 382309.04399999976, 26120.664999999106 382340.33100000024))"
trend_2009_25.60,0,1700251,17,251,70,101,31,0.192,-,- - - 4 - -,1,409.6,,,"POLYGON ((25907.664999999106 382372.33100000024, 25908.416000001132 382377.0720000006, 26105.95300000161 382345.78500000015, 26105.201999999583 382341.04399999976, 25907.664999999106 382372.33100000024))"
trend_2009_25.61,0,1700271,17,271,75,108.3,33.3,-1.901,>2019,- - - 4 - -,3,495.05,,,"POLYGON ((25908.201999999583 382371.04399999976, 25900.767999999225 382324.1039999984, 25703.230000000447 382355.3909999989, 25710.664999999106 382402.33100000024, 25908.201999999583 382371.04399999976))"
trend_2009_25.62,0,1700290,17,290,66,88.3,22.3,-5.271,2013,- - - 4 - -,3,663.55,,,"POLYGON ((25725.201999999583 382399.04399999976, 25704.587999999523 382268.8920000009, 25507.050000000745 382300.1779999994, 25527.664999999106 382430.33100000024, 25725.201999999583 382399.04399999976))"
trend_2009_25.63,0,1700308,17,308,76,92.2,16.2,-7.03,2011,- - - 4 - -,3,751.5,,,"POLYGON ((25542.201999999583 382427.04399999976, 25514.708999998868 382253.45800000057, 25317.17100000009 382284.74500000104, 25344.664000000805 382458.33100000024, 25542.201999999583 382427.04399999976))"
trend_2009_25.64,0,1701372,17,1372,118,122.2,4.2,-2.08,2011,- - - 4 - -,3,504,,,"POLYGON ((14702.140000000596 379295.56599999964, 14734.153999999166 379254.58900000155, 14576.552000001073 379131.45699999854, 14544.537999998778 379172.43400000036, 14702.140000000596 379295.56599999964))"
trend_2009_25.65,0,1701381,17,1381,126,135.6,9.6,-1.889,2014,- - - 4 - -,3,494.45,,,"POLYGON ((14630.140000000596 379240.56599999964, 14659.214999999851 379203.3530000001, 14501.611999999732 379080.2199999988, 14472.537999998778 379117.43400000036, 14630.140000000596 379240.56599999964))"
trend_2009_25.66,0,1701391,17,1391,137,144,7,-3.468,2011,- - - 4 - -,3,573.4,,,"POLYGON ((14551.140000000596 379179.56599999964, 14604.517999999225 379111.24599999934, 14446.916000001132 378988.11300000176, 14393.537999998778 379056.43400000036, 14551.140000000596 379179.56599999964))"
trend_2009_25.67,0,1701401,17,1401,143,150.4,7.4,-1.872,2012,- - - 4 - -,3,493.6,,,"POLYGON ((14404.136999998242 379072.54399999976, 14436.054999999702 379038.31599999964, 14289.784000001848 378901.91600000113, 14257.866000000387 378936.14400000125, 14404.136999998242 379072.54399999976))"
trend_2009_25.68,0,1701412,17,1412,136,148.6,12.6,-3.738,2012,- - - 4 - -,3,586.9,,,"POLYGON ((14384.140000000596 379052.56599999964, 14441.673000000417 378978.9270000011, 14284.0709999986 378855.79399999976, 14226.537999998778 378929.43400000036, 14384.140000000596 379052.56599999964))"
trend_2009_25.69,0,1701427,17,1427,133,148.1,15.1,-0.742,>2019,- - - 4 - -,3,437.1,,,"POLYGON ((14269.140000000596 378964.56599999964, 14280.559999998659 378949.9479999989, 14122.958000000566 378826.81599999964, 14111.537999998778 378841.43400000036, 14269.140000000596 378964.56599999964))"
trend_2009_25.70,0,301940,3,1940,45,42,-3,-0.313,-,1 - - - - -,4,415.65,,,"POLYGON ((187063.46299999952 610079.9030000009, 187064.14499999955 610072.1079999991, 186864.9059999995 610054.6770000011, 186864.22399999946 610062.4719999991, 187063.46299999952 610079.9030000009))"
trend_2009_25.71,0,301960,3,1960,52,46.3,-5.7,-0.142,-,1 - - - - -,4,407.1,,,"POLYGON ((187261.46299999952 610098.9030000009, 187261.77299999818 610095.3660000004, 187062.53400000185 610077.9349999987, 187062.22399999946 610081.4719999991, 187261.46299999952 610098.9030000009))"
trend_2009_25.72,0,301980,3,1980,59,49.1,-9.9,-0.453,-,1 - - - - -,4,422.65,,,"POLYGON ((187461.46299999952 610116.9030000009, 187462.44999999925 610105.6209999993, 187263.2109999992 610088.1900000013, 187262.22399999946 610099.4719999991, 187461.46299999952 610116.9030000009))"
trend_2009_25.73,0,701062,7,1062,-49,12.9,61.9,3.793,-,- - - - 5 -,1,589.65,,,"POLYGON ((107614.51099999994 541680.9079999998, 107522.50299999863 541703.8480000012, 107570.88699999824 541897.9070000015, 107662.89499999955 541874.9670000002, 107614.51099999994 541680.9079999998))"
trend_2009_25.74,0,701078,7,1078,-43,32,75,6.542,-,- - - - 5 -,1,727.1,,,"POLYGON ((107576.51099999994 541524.9079999998, 107417.81899999827 541564.4739999995, 107466.20300000161 541758.5340000018, 107624.89499999955 541718.9670000002, 107576.51099999994 541524.9079999998))"
trend_2009_25.75,0,701093,7,1093,-39,29.4,68.4,5.227,-,- - - - 5 -,1,661.35,,,"POLYGON ((107541.51099999994 541378.9079999998, 107414.71700000018 541410.5210000016, 107463.10200000182 541604.5799999982, 107589.89499999955 541572.9670000002, 107541.51099999994 541378.9079999998))"
trend_2009_25.76,0,701108,7,1108,-37,45,82,6.51,-,- - - - 5 -,1,725.5,,,"POLYGON ((107506.51099999994 541232.9079999998, 107348.59499999881 541272.2809999995, 107396.98000000045 541466.3399999999, 107554.89600000158 541426.9670000002, 107506.51099999994 541232.9079999998))"
trend_2009_25.77,0,701123,7,1123,-29,44.8,73.8,1.653,-,- - - 4 5 -,1,482.65,,,"POLYGON ((107471.51099999994 541087.9079999998, 107431.41299999878 541097.9050000012, 107479.79800000042 541291.9640000015, 107519.89499999955 541281.9670000002, 107471.51099999994 541087.9079999998))"
trend_2009_25.78,0,701137,7,1137,-14,52,66,1.239,-,- - - 4 5 -,1,461.95,,,"POLYGON ((107438.51099999994 540951.9079999998, 107408.45600000024 540959.4019999988, 107456.83999999985 541153.4609999992, 107486.89499999955 541145.9670000002, 107438.51099999994 540951.9079999998))"
trend_2009_25.79,0,701152,7,1152,-5,44.9,49.9,-0.056,>2019,- - - 4 5 -,3,402.8,,,"POLYGON ((107451.89499999955 540999.9670000002, 107453.25400000066 540999.6279999986, 107404.86899999902 540805.5689999983, 107403.51099999994 540805.9079999998, 107451.89499999955 540999.9670000002))"
trend_2009_25.80,0,701167,7,1167,-2,60.3,62.3,0.016,-,- - - 4 5 -,1,400.8,,,"POLYGON ((107367.51099999994 540659.9079999998, 107367.12299999967 540660.004999999, 107415.50699999928 540854.0639999993, 107415.89499999955 540853.9670000002, 107367.51099999994 540659.9079999998))"
trend_2009_25.81,0,701182,7,1182,-3,50.3,53.3,-4.801,>2019,- - - 4 5 -,3,640.05,,,"POLYGON ((107380.89499999955 540707.9670000002, 107497.35500000045 540678.9299999997, 107448.97100000083 540484.8709999993, 107332.51099999994 540513.9079999998, 107380.89499999955 540707.9670000002))"
trend_2009_25.82,0,701197,7,1197,-6,56.1,62.1,-4.614,>2019,- - - 4 5 -,3,630.7,,,"POLYGON ((107345.89499999955 540561.9670000002, 107457.81899999827 540534.0610000007, 107409.43400000036 540340.0020000003, 107297.51099999994 540367.9079999998, 107345.89499999955 540561.9670000002))"
trend_2009_25.83,0,701213,7,1213,-1,48.4,49.4,-12.544,2012,- - - 4 5 -,3,1027.2,,,"POLYGON ((107307.89499999955 540406.9670000002, 107612.1799999997 540331.1009999998, 107563.79600000009 540137.0410000011, 107259.51099999994 540212.9079999998, 107307.89499999955 540406.9670000002))"
trend_2009_25.84,0,701228,7,1228,11,76.4,65.4,0.9,-,- - - 4 5 -,1,445,,,"POLYGON ((107224.51099999994 540066.9079999998, 107202.6790000014 540072.3509999998, 107251.06300000101 540266.4100000001, 107272.89499999955 540260.9670000002, 107224.51099999994 540066.9079999998))"
trend_2009_25.85,0,701243,7,1243,17,55.6,38.6,-5.667,2015,- - - 4 5 -,3,683.35,,,"POLYGON ((107237.89499999955 540114.9670000002, 107375.36199999973 540080.693, 107326.97800000012 539886.6339999996, 107189.51099999994 539920.9079999998, 107237.89499999955 540114.9670000002))"
trend_2009_25.86,0,701258,7,1258,18,69.9,51.9,-1.937,>2019,- - - 4 5 -,3,496.85,,,"POLYGON ((107201.89499999955 539968.9670000002, 107248.88199999928 539957.2520000003, 107200.49700000137 539763.193, 107153.51099999994 539774.9079999998, 107201.89499999955 539968.9670000002))"
trend_2009_25.87,0,701273,7,1273,22,58.7,36.7,-7.769,2013,- - - 4 5 -,3,788.45,,,"POLYGON ((107166.89499999955 539823.9670000002, 107355.35099999979 539776.9800000004, 107306.96700000018 539582.9210000001, 107118.51099999994 539629.9079999998, 107166.89499999955 539823.9670000002))"
trend_2009_25.88,0,701288,7,1288,29,64,35,-6.94,2014,- - - 4 5 -,3,747,,,"POLYGON ((107131.89499999955 539677.9670000002, 107300.24199999869 539635.9930000007, 107251.85700000077 539441.9340000004, 107083.51099999994 539483.9079999998, 107131.89499999955 539677.9670000002))"
trend_2009_25.89,0,701303,7,1303,43,66.4,23.4,-8.041,2011,- - - 4 5 -,3,802.05,,,"POLYGON ((107095.89499999955 539530.9670000002, 107290.94900000095 539482.3350000009, 107242.56500000134 539288.2760000005, 107047.51099999994 539336.9079999998, 107095.89499999955 539530.9670000002))"
trend_2009_25.90,0,701320,7,1320,65,80.7,15.7,-3.431,2013,- - - 4 5 -,3,571.55,,,"POLYGON ((107056.89499999955 539366.9670000002, 107140.12200000137 539346.2159999982, 107091.73800000176 539152.1570000015, 107008.51099999994 539172.9079999998, 107056.89499999955 539366.9670000002))"
trend_2009_25.91,0,701340,7,1340,64,71.9,7.9,-10.818,2009,- - - 4 5 -,3,940.9,,,"POLYGON ((107009.89499999955 539171.9670000002, 107272.31100000069 539106.5390000008, 107223.92700000107 538912.4800000004, 106961.51099999994 538977.9079999998, 107009.89499999955 539171.9670000002))"
trend_2009_25.92,0,701360,7,1360,69,90.7,21.7,-1.553,>2019,- - - 4 5 -,3,477.65,,,"POLYGON ((106960.89499999955 538970.9670000002, 106998.56700000167 538961.574000001, 106950.18299999833 538767.5150000006, 106912.51099999994 538776.9079999998, 106960.89499999955 538970.9670000002))"
trend_2009_25.93,0,701381,7,1381,71,108.2,37.2,4.508,-,- - - - 5 -,1,625.4,,,"POLYGON ((106863.51099999994 538573.9079999998, 106754.15799999982 538601.1730000004, 106802.54300000146 538795.2320000008, 106911.89499999955 538767.9670000002, 106863.51099999994 538573.9079999998))"
