FID,x,y,id,complex_naam,complex_code,dsk_kw_code,naam,omschrijving,beheerobjectsoort,aard,netwerk,route,relatie_tot_weg,rdx,rdy,stichtingsjaar,archiefcode,beheerder_instantieid,beheerder,beheerder_id,se_anno_cad_data,gdb_geomattr_data,shape
stormvloedkering.5845,62878,428078,8484,Haringvlietsluizen,37C-350,37C-350-07,Haringvlietsluizen 7,Stormvloedkering tussen Noordzee - Haringvliet (opening 7),Stormvloedkering,Nat,HWS,,,62.878,428.078,1962,37C-350-00,1670,RWS WNZ / WNZ District Zuid,1670,,,POINT (62878 428078)
stormvloedkering.5846,62838,428031,8485,Haringvlietsluizen,37C-350,37C-350-08,Haringvlietsluizen 8,Stormvloedkering tussen Noordzee - Haringvliet (opening 8),Stormvloedkering,Nat,HWS,,,62.838,428.031,1962,37C-350-00,1670,RWS WNZ / WNZ District Zuid,1670,,,POINT (62838 428031)
stormvloedkering.5847,62797,427984,8486,Haringvlietsluizen,37C-350,37C-350-09,Haringvlietsluizen 9,Stormvloedkering tussen Noordzee - Haringvliet (opening 9),Stormvloedkering,Nat,HWS,,,62.797,427.984,1962,37C-350-00,1670,RWS WNZ / WNZ District Zuid,1670,,,POINT (62797 427984)
stormvloedkering.5848,62756,427938,8487,Haringvlietsluizen,37C-350,37C-35010,Haringvlietsluizen 10,Stormvloedkering tussen Noordzee - Haringvliet (opening 10),Stormvloedkering,Nat,HWS,,,62.756,427.938,1962,37C-350-00,1670,RWS WNZ / WNZ District Zuid,1670,,,POINT (62756 427938)
stormvloedkering.5849,62717,427890,8488,Haringvlietsluizen,37C-350,37C-35011,Haringvlietsluizen 11,Stormvloedkering tussen Noordzee - Haringvliet (opening 11),Stormvloedkering,Nat,HWS,,,62.717,427.89,1962,37C-350-00,1670,RWS WNZ / WNZ District Zuid,1670,,,POINT (62717 427890)
stormvloedkering.5850,62676,427843,8489,Haringvlietsluizen,37C-350,37C-35012,Haringvlietsluizen 12,Stormvloedkering tussen Noordzee - Haringvliet (opening 12),Stormvloedkering,Nat,HWS,,,62.676,427.843,1962,37C-350-00,1670,RWS WNZ / WNZ District Zuid,1670,,,POINT (62676 427843)
stormvloedkering.5851,62636,427797,8490,Haringvlietsluizen,37C-350,37C-35013,Haringvlietsluizen 13,Stormvloedkering tussen Noordzee - Haringvliet (opening 13),Stormvloedkering,Nat,HWS,,,62.636,427.797,1962,37C-350-00,1670,RWS WNZ / WNZ District Zuid,1670,,,POINT (62636 427797)
stormvloedkering.5852,62595,427749,8491,Haringvlietsluizen,37C-350,37C-35014,Haringvlietsluizen 14,Stormvloedkering tussen Noordzee - Haringvliet (opening 14),Stormvloedkering,Nat,HWS,,,62.595,427.749,1962,37C-350-00,1670,RWS WNZ / WNZ District Zuid,1670,,,POINT (62595 427749)
stormvloedkering.5853,62554,427703,8492,Haringvlietsluizen,37C-350,37C-35015,Haringvlietsluizen 15,Stormvloedkering tussen Noordzee - Haringvliet (opening 15),Stormvloedkering,Nat,HWS,,,62.554,427.703,1962,37C-350-00,1670,RWS WNZ / WNZ District Zuid,1670,,,POINT (62554 427703)
stormvloedkering.5854,62512,427657,8493,Haringvlietsluizen,37C-350,37C-35016,Haringvlietsluizen 16,Stormvloedkering tussen Noordzee - Haringvliet (opening 16),Stormvloedkering,Nat,HWS,,,62.512,427.657,1962,37C-350-00,1670,RWS WNZ / WNZ District Zuid,1670,,,POINT (62512 427657)
stormvloedkering.5855,62473,427609,8494,Haringvlietsluizen,37C-350,37C-35017,Haringvlietsluizen 17,Stormvloedkering tussen Noordzee - Haringvliet (opening 17: zuid),Stormvloedkering,Nat,HWS,,,62.473,427.609,1962,37C-350-00,1670,RWS WNZ / WNZ District Zuid,1670,,,POINT (62473 427609)
stormvloedkering.6489,13000,305000,9489,Stormvloedkeringen,85K-100-41,85K-100-4141,Stormvloedkeringen,v. 2010-11,Stormvloedkering,Droog,HWN,,,13,305,,85K-100-41,883,Nog niet bekend/Nog niet bekend,883,,,POINT (13000 305000)
stormvloedkering.7595,13000,305000,10818,Stormvloedkeringen,86K-100-36,86K-100-3636,Stormvloedkeringen,v.1.3,Stormvloedkering,Droog,HWN,,,13,305,,86K-100-36,883,Nog niet bekend/Nog niet bekend,883,,,POINT (13000 305000)
stormvloedkering.7640,100000,350000,10863,test,89A-100,89A-100-04,dsfgdsg,dsfgsdg,Stormvloedkering,Nat,HWS,,,100,350,,89A-100-04,1678,RWS ON / ON District Oost,1678,,,POINT (100000 350000)
stormvloedkering.7650,100000,400000,10873,tmposk,90A-100,90A-100-01,Topshuis (deel 176+180),Topshuis (deel 176+180),Stormvloedkering,Droog,HWN,,,100,400,,90A-100-01,1217,n.v.t.,1217,,,POINT (100000 400000)
stormvloedkering.7653,100000,400000,10876,tmposk,90A-100,90A-100-02,Topshuis (deel 183),Topshuis (deel 183),Stormvloedkering,Droog,HWN,,in RW,100,400,,90A-100-02,883,Nog niet bekend/Nog niet bekend,883,,,POINT (100000 400000)
stormvloedkering.7654,100000,400000,10877,tmposk,90A-100,90A-100-03,Deelfragment schuif 1 Roompot Zuid (deel 177),Deelfragment schuif 1 Roompot Zuid (deel 177),Stormvloedkering,Droog,HWN,,in RW,100,400,,90A-100-03,883,Nog niet bekend/Nog niet bekend,883,,,POINT (100000 400000)
stormvloedkering.7655,100000,400000,10878,tmposk,90A-100,90A-100-04,Deelfragment schuif 1 Roompot (deel 184),Deelfragment schuif 1 Roompot (deel 184),Stormvloedkering,Droog,HWN,,in RW,100,400,,90A-100-04,883,Nog niet bekend/Nog niet bekend,883,,,POINT (100000 400000)
stormvloedkering.7656,100000,400000,10879,tmposk,90A-100,90A-100-05,Topshuis 5,Topshuis 5,Stormvloedkering,Droog,HWN,,in RW,100,400,,90A-100-05,883,Nog niet bekend/Nog niet bekend,883,,,POINT (100000 400000)
stormvloedkering.7657,100000,400000,10880,tmposk,90A-100,90A-100-06,Topshuis 6,Topshuis 6,Stormvloedkering,Droog,HWN,,in RW,100,400,,90A-100-06,883,Nog niet bekend/Nog niet bekend,883,,,POINT (100000 400000)
stormvloedkering.7882,185635,514063.99999999994,11107,Stormvloedkering Ramspol,21A-112,21A-112-01,Stormvloedkering Ramspol,Stormvloedkering in de Ramsdiep en Ramsgeul,Stormvloedkering,Nat,HWS,,,185.635,514.064,2002,21A-112-01,1675,RWS MN / MN District Noord,1675,,,POINT (185635 514064)
stormvloedkering.8016,136945,417040,11249,Kromme Nolkering,44F-109,44F-109-01,Kromme Nolkering,Stormvloedkering in het Heusdensch kanaal,Stormvloedkering,Nat,HWS,,,136.945,417.04,2001,44F-109-01,887,Waterschap/Waterschap,887,,,POINT (136945 417040)
