FID,omschr,type_conv,doseerinst,hectobord,toeritnr,toeritnaam,wvk_id,wvk_begdat,afstand,fk_veld1,fk_veld4,ibn,gdb_geomattr_data,shape
convergenties_wegvak.41,Pseudo Halfklaverblad-aansluiting,I,N,11.0b,1,'IJMUIDEN'VBW. b,600119765,2021-12-01T00:00:00,572,060011976520211201,KPK0001158978,I,,POINT (105382.06120000035 496591.5819000006)
convergenties_wegvak.42,Niet indeelbaar,C,N,8.8a,,'IJMUIDEN'VBW. a(RW708),210392035,2021-12-01T00:00:00,486,021039203520211201,KPK0001158969,I,,POINT (105476.82580000162 496609.08879999816)
convergenties_wegvak.127,Niet indeelbaar,I,N,0.0#,,'DRUNEN',279224043,2016-08-01T00:00:00,38,027922404320160801,KPK0001203549,I,,POINT (139719.76999999955 412146.76000000164)
convergenties_wegvak.43,Pseudo T-knooppunt,I,N,0.0#,,'CALAMINTEITENROUTE',600120806,2021-12-01T00:00:00,0,060012080620211201,KPK0001158976,I,,POINT (105832.99179999903 495449.2093000002)
convergenties_wegvak.44,Pseudo Overig volledig knooppunt,I,N,22.7u,,'KP.KETHELPLEIN'ROTTERDAM-ZUID (RW20),169274021,2021-12-01T00:00:00,0,016927402120211201,KPK0001463924,I,,POINT (84746.92990000173 437410.3073000014)
convergenties_wegvak.45,Haarlemmermeer-aansluiting,I,N,15.1b,31,'VALKENSWAARD'VBW. b,600476907,2022-01-01T00:00:00,892,060047690720220101,KPK0001182266,I,,POINT (154934.4101999998 378548.0687999986)
convergenties_wegvak.46,Niet indeelbaar,C,N,0.0#,,'STEENOVENS' (N397),301151013,2022-01-01T00:00:00,92,030115101320220101,KPK0001182349,I,,POINT (150584.1330000013 375832.1240000017)
convergenties_wegvak.47,Haarlemmermeer-aansluiting,I,N,232.8b,47,'BORN'VBW. b,600143988,2022-01-01T00:00:00,709,060014398820220101,KPK0001178499,I,,POINT (185675.96489999816 338638.441300001)
convergenties_wegvak.48,Klaverbladknooppunt,I,N,46.1s,,'KP.ZAARDERHEIKEN'EINDHOVEN VBW. s(RW73),600148323,2022-01-01T00:00:00,443,060014832320220101,KPK0001163373,I,,POINT (206059.1794999987 378527.3729999997)
convergenties_wegvak.49,Halfklaverblad-aansluiting,I,N,42.3d,32,'WIERDEN'VBW. d,600151844,2022-01-01T00:00:00,0,060015184420220101,KPK0001218527,I,,POINT (236532.061999999 485498.254900001)
convergenties_wegvak.50,Niet indeelbaar,C,N,0.0#,,'HAARLEMMERWEG' (A200),600473908,2022-01-01T00:00:00,66,060047390820220101,KPK0001220621,I,,POINT (118009.23389999941 488638.8343999982)
convergenties_wegvak.51,T-aansluiting Haarlemmermeer,C,N,39.0d,3,'ABCOUDE'VBW. d,600125816,2022-01-01T00:00:00,0,060012581620220101,KPK0001178219,I,,POINT (125958.45820000023 475469.83359999955)
convergenties_wegvak.52,Pseudo T-knooppunt,C,N,21.0s,,'KP.HOLENDRECHT'AMSTELVEEN VBW. s(RW9),250353015,2022-01-01T00:00:00,0,025035301520220101,KPK0001201609,I,,POINT (125381.79089999944 476879.5447999984)
convergenties_wegvak.53,Pseudo T-knooppunt,I,N,47.7g,,'KP.GOOIMEER'ALMERE-HAVEN VBW. g,280366004,2021-12-01T00:00:00,851,028036600420211201,KPK0001157742,I,,POINT (140808.93719999865 483976.52710000053)
convergenties_wegvak.54,Pseudo T-knooppunt,I,N,97.5e,7,'CENTRUM'VBW. e,600413677,2021-12-01T00:00:00,0,060041367720211201,KPK0001142052,I,,POINT (161393.22140000015 389704.2778000012)
convergenties_wegvak.55,Halfklaverblad-aansluiting,I,J,13.8d,12,'AMSTERDAM-CENTRUM'VBW. d,249366059,2021-12-01T00:00:00,0,024936605920211201,KPK0001131432,I,,POINT (124698.03200000152 483339.93019999936)
convergenties_wegvak.56,Halfklaverblad-aansluiting,I,J,14.8d,11,'AMSTERDAM-OVERAMSTEL'VBW. d,247365029,2021-12-01T00:00:00,0,024736502920211201,KPK0001157994,I,,POINT (123889.40480000153 482877.56120000035)
convergenties_wegvak.57,Halfklaverblad-aansluiting,I,J,14.7b,11,'AMSTERDAM-OVERAMSTEL'VBW. b,600124080,2021-12-01T00:00:00,308,060012408020211201,KPK0001218386,I,,POINT (123615.003800001 482747.76309999824)
convergenties_wegvak.58,Pseudo Klaverbladknooppunt,C,N,15.6s,,'KP.AMSTEL'EINDHOVEN VBW. s(RW10),245363013,2021-12-01T00:00:00,410,024536301320211201,KPK0001217251,I,,POINT (122815.71269999817 481532.6035999991)
convergenties_wegvak.59,Pseudo T-knooppunt,C,N,71.4#,,'KP.WERPSTERHOEK'HARLINGEN (RW32),600143419,2021-12-01T00:00:00,0,060014341920211201,KPK0001140673,I,,POINT (181440.19729999825 574775.9807000011)
convergenties_wegvak.60,,I,N,0.0#,,CALAMITEITENWEG VLIEGVELD,600474741,2021-12-01T00:00:00,470,060047474120211201,KPK0001157595,I,,POINT (111176.14200000092 480149.71620000154)
convergenties_wegvak.61,Pseudo Halfklaverblad-aansluiting,I,N,8.8#,,'RW.708 (R.RIJB.)',210392043,2021-12-01T00:00:00,0,021039204320211201,KPK0001158961,I,,POINT (105441.05629999936 496476.71719999984)
convergenties_wegvak.62,Klaverbladknooppunt,I,N,116.1r,,'KP.HOOGEVEEN'EMMEN VBW. r(RW48),455450034,2022-01-01T00:00:00,197,045545003420220101,KPK0001181592,I,,POINT (227726.82789999992 525056.5691)
convergenties_wegvak.63,Niet indeelbaar,C,N,0.0#,,INVOEG KOMENDE VAN DE VBW. b,600141179,2022-01-01T00:00:00,0,060014117920220101,KPK0001140618,I,,POINT (170836.9990000017 449704.3632000014)
convergenties_wegvak.64,Niet indeelbaar,I,N,0.0#,,INVOEG KOMENDE VAN DE VBW. c,341299051,2022-01-01T00:00:00,0,034129905120220101,KPK0001181506,I,,POINT (170587.7393000014 449708.8233000003)
convergenties_wegvak.65,Halfklaverblad-aansluiting,I,N,9.1b,1,'IND. EDE'VBW. b,600140257,2022-01-01T00:00:00,413,060014025720220101,KPK0001140581,I,,POINT (170805.34600000083 450067.04850000143)
convergenties_wegvak.66,Niet indeelbaar,I,N,0.0#,,INVOEG KOMENDE VAN DE VBW. a,600141182,2022-01-01T00:00:00,148,060014118220220101,KPK0001181505,I,,POINT (170844.9620999992 449713.86609999835)
convergenties_wegvak.67,Overig volledig knooppunt,C,N,0.0#,,'KP.BADHOEVEDORP'ROTTERDAM VBW. p,600122329,2022-01-01T00:00:00,2703,060012232920220101,KPK0001157232,I,,POINT (112510.55640000105 481879.85009999946)
convergenties_wegvak.68,Niet indeelbaar,I,N,0.0#,,'AMSTELVEEN-ZUID',600478137,2022-01-01T00:00:00,34,060047813720220101,KPK0001179604,I,,POINT (118795.2221999988 479298.0331000015)
convergenties_wegvak.69,Niet indeelbaar,C,N,0.0#,,'STADSHART',600478152,2022-01-01T00:00:00,51,060047815220220101,KPK0001179606,I,,POINT (118776.375 479458.6895000003)
convergenties_wegvak.70,Niet indeelbaar,I,N,0.0#,,'LAAN DER VERENIGDE NATIES',600478959,2022-02-01T00:00:00,1,060047895920220201,KPK0001190371,I,,POINT (106097.6948999986 423230.0729999989)
convergenties_wegvak.71,Pseudo Klaverbladknooppunt,I,N,28.3n,,'KP.EEMNES'UTRECHT RANG.BAAN n,600472565,2021-11-01T00:00:00,0,060047256520211101,KPK0001463521,I,,POINT (143832.95259999856 472585.9076000005)
convergenties_wegvak.72,Pseudo T-knooppunt,C,N,71.1r,,'KP.WERPSTERHOEK'GRONINGEN VBW. r (RW32),363549055,2021-12-01T00:00:00,433,036354905520211201,KPK0001140671,I,,POINT (182435.42110000178 574843.6530999988)
convergenties_wegvak.73,Halfklaverblad-aansluiting,I,J,2.6b,1,'ZAANSTAD-ZUID'VBW. b,600123661,2021-12-01T00:00:00,360,060012366120211201,KPK0001157933,I,,POINT (119360.1783999987 494421.97260000184)
convergenties_wegvak.74,Pseudo T-aansluiting halfklaverblad,C,N,8.4m,,'DEN HAAG'RANG.BAAN m,600474742,2021-12-01T00:00:00,323,060047474220211201,KPK0001157596,I,,POINT (111219.93219999969 479842.1537999995)
convergenties_wegvak.75,Pseudo T-aansluiting halfklaverblad,I,N,9.0j,2,'SCHIPHOL'VBW. j,600474779,2021-12-01T00:00:00,1439,060047477920211201,KPK0001157280,I,,POINT (110986.84219999984 479256.20809999853)
convergenties_wegvak.76,Pseudo T-aansluiting halfklaverblad,I,N,8.1d,,'LANG PARKEREN'VBW. d,600474781,2021-12-01T00:00:00,0,060047478120211201,KPK0001157590,I,,POINT (111504.43039999902 480416.2831999995)
convergenties_wegvak.77,Niet indeelbaar,I,N,0.0#,,'CALAMITEITENROUTE',600474782,2021-12-01T00:00:00,0,060047478220211201,KPK0001157586,I,,POINT (111530.66910000145 480507.6422000006)
convergenties_wegvak.78,Niet indeelbaar,I,N,10.2n,,'HOOFDDORP'RANG.BAAN n,220357002,2021-12-01T00:00:00,0,022035700220211201,KPK0001157283,I,,POINT (110492.54980000108 478604.30590000004)
convergenties_wegvak.79,Halfklaverblad-aansluiting,I,N,79.7b,12,'EVERDINGEN'VBW. b,277278010,2022-01-01T00:00:00,0,027727801020220101,KPK0001471770,I,,POINT (138797.34039999917 438976.3715999983)
convergenties_wegvak.80,Niet indeelbaar,I,N,0.0#,,'AMSTELVEEN-ZUID',600478195,2022-01-01T00:00:00,64,060047819520220101,KPK0001179604,I,,POINT (118792.87700000033 479292.31390000135)
convergenties_wegvak.81,Niet indeelbaar,C,N,0.0#,,'LAAN DER VERENIGDE NATIES',600478965,2022-02-01T00:00:00,16,060047896520220201,KPK0001190372,I,,POINT (106042.5260999985 423184.9840000011)
convergenties_wegvak.82,T-knooppunt,C,N,278.9s,,'KP.EMMELOORD'IND. NAGELERWEG VBW. s,600142027,2021-12-01T00:00:00,0,060014202720211201,KPK0001128923,I,,POINT (180653.0025999993 522762.38589999825)
convergenties_wegvak.83,Pseudo Halfklaverblad-aansluiting,C,N,10.3d,,'ZAANSTAD-NOORD'VBW. d,600192156,2021-12-01T00:00:00,0,060019215620211201,KPK0001218315,I,,POINT (113707.8321999982 498430.9349000007)
convergenties_wegvak.84,Halfklaverblad-aansluiting,I,J,1.7d,1,'ZAANSTAD-ZUID'VBW. d,239386003,2021-12-01T00:00:00,117,023938600320211201,KPK0001157910,I,,POINT (120037.9523999989 493326.0254999995)
convergenties_wegvak.85,Pseudo Overig volledig knooppunt,I,N,50.1b,,'KP.YPENBURG'RIJSWIJK-PLASPOELPOLDER VBW. b,600105885,2022-01-01T00:00:00,0,060010588520220101,KPK0001178808,I,,POINT (82735.58430000022 450151.4884000011)
convergenties_wegvak.86,Pseudo Overig volledig knooppunt,C,N,5.0u,,'KP.PR.CLAUSPLEIN'VOORBURG VBW. u(RW12),600104810,2022-01-01T00:00:00,852,060010481020220101,KPK0001420364,I,,POINT (84696.3909999989 451912.71229999885)
convergenties_wegvak.87,Haarlemmermeer-aansluiting,I,N,51.2d,11,'RIJSWIJK'VBW. d,164299029,2022-01-01T00:00:00,0,016429902920220101,KPK0001178809,I,,POINT (82243.61230000108 449584.9365000017)
convergenties_wegvak.88,Halfklaverblad-aansluiting,C,N,52.9d,12,'RING-ZUID'VBW. d,162295015,2022-01-01T00:00:00,0,016229501520220101,KPK0001178855,I,,POINT (81448.34569999948 448153.57339999825)
convergenties_wegvak.89,Halfklaverblad-aansluiting,I,N,44.3b,8,'LEIDSCHENDAM'VBW. b,600104827,2022-01-01T00:00:00,350,060010482720220101,KPK0001178638,I,,POINT (86685.69319999963 454224.5659000017)
convergenties_wegvak.90,Klaverbladknooppunt,I,N,68.1n,,'KP.ZAARDERHEIKEN'VENLO-WEST/ZUID RANG.B. n,600146423,2022-01-01T00:00:00,0,060014642320220101,KPK0001182327,I,,POINT (205611.12040000036 378508.5573000014)
convergenties_wegvak.91,,I,N,45.9m,,BS.PPL.'HET GEVLOCHT',369158007,2022-01-01T00:00:00,0,036915800720220101,KPK0001143879,I,,POINT (184800.13940000162 379462.18620000035)
convergenties_wegvak.92,Halfklaverblad-aansluiting,C,N,118.8b,22,'ST.MICHIELSGESTEL'VBW. b,600135214,2022-01-01T00:00:00,0,060013521420220101,KPK0001472443,I,,POINT (150895.4492000006 409461.8161999993)
convergenties_wegvak.93,Halfklaverblad-aansluiting,I,J,31.7b,6,'AALSMEER'VBW. b,600123850,2022-01-01T00:00:00,0,060012385020220101,KPK0001179447,I,,POINT (115623.08529999852 481278.0947000012)
convergenties_wegvak.94,Haarlemmermeer-aansluiting,I,J,26.1b,4,'AMSTELVEEN'VBW. b,600123594,2022-01-01T00:00:00,0,060012359420220101,KPK0001179403,I,,POINT (120473.55689999834 478844.8900000006)
convergenties_wegvak.95,Niet indeelbaar,I,J,30.4d,,'SCHIPHOL-OOST'VBW. d,600241934,2022-01-01T00:00:00,0,060024193420220101,KPK0001179435,I,,POINT (116708.39200000092 480150.4503999986)
convergenties_wegvak.96,Pseudo Haarlemmermeer-aansluiting,I,N,27.7d,5,'AMSTELVEEN-STADSHART'VBW. d,237359082,2022-01-01T00:00:00,794,023735908220220101,KPK0001179414,I,,POINT (119154.81049999967 479255.8343000002)
convergenties_wegvak.97,Niet indeelbaar,C,N,0.0#,,'BUSBAAN',230363013,2022-01-01T00:00:00,0,023036301320220101,KPK0001179457,I,,POINT (115281.85599999875 481817.6810000017)
convergenties_wegvak.98,Halfklaverblad-aansluiting,I,N,59.9b,17,'TRANSFERIUM WESTRAVEN'VBW. b,270304003,2022-01-01T00:00:00,341,027030400320220101,KPK0001180166,I,,POINT (135702.77329999954 452411.25459999964)
convergenties_wegvak.99,Halfklaverblad-aansluiting,I,N,0.0#,3,'DORDRECHT-STADSPOLDERS'VBW. d,214247033,2022-02-01T00:00:00,409,021424703320220201,KPK0001190351,I,,POINT (107391.5399999991 424019.7531000003)
convergenties_wegvak.100,Halfklaverblad-aansluiting,I,N,4.9b,3,'DORDRECHT-STADSPOLDERS'VBW. b,600119460,2022-02-01T00:00:00,363,060011946020220201,KPK0001190354,I,,POINT (107165.98950000107 423719.44900000095)
convergenties_wegvak.101,Haarlemmermeer-aansluiting,I,N,5.9d,4,'DORDRECHT-KRISPIJN'VBW. d,213246011,2022-02-01T00:00:00,0,021324601120220201,KPK0001190356,I,,POINT (106544.7611999996 423424.55050000176)
convergenties_wegvak.102,Niet indeelbaar,I,N,0.0#,,'LEERDAM' (N484),600477364,2022-02-01T00:00:00,46,060047736420220201,KPK0001190255,I,,POINT (138340.4459999986 439213.70699999854)
convergenties_wegvak.103,Klaverbladknooppunt,I,N,95.7e,,'KP.GORINCHEM'BREDA VBW. e(RW15),600124132,2022-02-01T00:00:00,303,060012413220220201,KPK0001185573,I,,POINT (124762.86800000072 428280.6550000012)
convergenties_wegvak.104,Pseudo Haarlemmermeer-aansluiting,I,J,45.5b,16,'SPIJKENISSE'VBW. b,160263016,2022-02-01T00:00:00,1471,016026301620220201,KPK0001134513,I,,POINT (81348.90659999847 431768.63500000164)
convergenties_wegvak.105,Haarlemmermeer-aansluiting,I,N,30.5b,10,'HAVENS 5700-6200'VBW. b,138278005,2022-02-01T00:00:00,1193,013827800520220201,KPK0001134259,I,,POINT (70450.76040000096 438997.53620000184)
convergenties_wegvak.106,Haarlemmermeer-aansluiting,I,N,43.2b,15,'HAVENS 4000-5225'VBW. b,156263010,2022-02-01T00:00:00,914,015626301020220201,KPK0001191971,I,,POINT (79048.44530000165 431573.3938000016)
convergenties_wegvak.107,Haarlemmermeer-aansluiting,C,N,2.6b,1,'AMSTERDAM-SLOTEN'VBW. b,600122869,2021-12-01T00:00:00,0,060012286920211201,KPK0001157213,I,,POINT (115457.67599999905 483250.6539000012)
convergenties_wegvak.108,Overig volledig knooppunt,I,N,0.0#,,'KP.BADHOEVEDORP'ROTTERDAM VBW. p,229364036,2021-12-01T00:00:00,576,022936403620211201,KPK0001202192,I,,POINT (114015.59939999878 482405.66910000145)
convergenties_wegvak.109,T-knooppunt,I,N,20.6s,,'KP.DE NIEUWE MEER'ROTTERDAM VBW. s(RW10),600122486,2021-12-01T00:00:00,1377,060012248620211201,KPK0001157200,I,,POINT (116723.40399999917 483585.0749000013)
convergenties_wegvak.110,Niet indeelbaar,C,N,0.0#,,'AMSTERDAMSEWEG'(N202),600474859,2022-01-01T00:00:00,56,060047485920220101,KPK0001181024,I,,POINT (105372.59290000051 496913.17709999904)
convergenties_wegvak.111,Haarlemmermeer-aansluiting,I,N,13.5x,,'BEVERWIJK'RANG.BAAN x,210398149,2022-01-01T00:00:00,0,021039814920220101,KPK0001138112,I,,POINT (105357.84919999912 499026.2886000015)
convergenties_wegvak.112,Haarlemmermeer-aansluiting,I,N,51.7b,11,'RIJSWIJK'VBW. b,600105974,2022-01-01T00:00:00,0,060010597420220101,KPK0001420387,I,,POINT (81771.04560000077 448884.00499999896)
convergenties_wegvak.113,Pseudo Overig volledig knooppunt,I,N,49.6m,,'KP.YPENBURG'RIJSWIJK-PLASPOELPOLDER RANG.B,600106232,2022-01-01T00:00:00,686,060010623220220101,KPK0001420376,I,,POINT (83110.59739999846 450524.32649999857)
convergenties_wegvak.114,Pseudo Overig volledig knooppunt,C,N,3.3#,,'KP.YPENBURG'ROTTERDAM (RW13),170305013,2022-01-01T00:00:00,0,017030501320220101,KPK0001178777,I,,POINT (85384.51139999926 452779.8136)
convergenties_wegvak.115,Pseudo Overig volledig knooppunt,C,N,48.8b,,'KP.YPENBURG'DEN HAAG-YPENBURG VBW. b,600106482,2022-01-01T00:00:00,125,060010648220220101,KPK0001420644,I,,POINT (83636.5287999995 451014.4376000017)
convergenties_wegvak.116,Pseudo Overig volledig knooppunt,I,N,48.6n,,'KP.YPENBURG'DEN HAAG-YPENBURG RANG.BAAN n,167301026,2022-01-01T00:00:00,633,016730102620220101,KPK0001420372,I,,POINT (84150.1185999997 451330.41690000147)
convergenties_wegvak.117,,I,N,72.6p,,BS.'ZWARTEWATER',420157013,2022-01-01T00:00:00,405,042015701320220101,KPK0001163350,I,,POINT (210621.3526000008 378526.26790000126)
convergenties_wegvak.118,,I,N,0.0#,,BS.'REUNEN',600148795,2022-01-01T00:00:00,0,060014879520220101,KPK0001182334,I,,POINT (208621.6363000013 378782.11829999834)
convergenties_wegvak.119,,I,N,45.7q,,PPL.'DE LEYSING',600141343,2022-01-01T00:00:00,0,060014134320220101,KPK0001163317,I,,POINT (184387.4545999989 379684.26900000125)
