AreaManagerId,AreaId,UsageId,AreaIdValidityExtension,StartValidityExtension,EndValidityExtension,ValidityExtensionType
505,SEC_D_PV,VERGUNP,SEC_A_PV,20190709000000,20190718000000,N
361,L,BEWONERP,D,20120313235900,29991231235959,N
344,V5999,VERGUNP,V7600,20190425000000,29991231235959,N
344,V5999,VERGUNP,V17100,20190425000000,29991231235959,N
344,V5999,VERGUNP,V18100,20190425000000,29991231235959,N
344,V5999,VERGUNP,V11100,20190425000000,29991231235959,N
344,V5999,VERGUNP,V4100,20190425000000,29991231235959,N
344,V5999,VERGUNP,V5300,20190425000000,29991231235959,N
344,V5999,VERGUNP,V6100,20190425000000,29991231235959,N
344,V5999,VERGUNP,V6200,20190425000000,29991231235959,N
344,V5999,VERGUNP,V30100,20190425000000,29991231235959,N
344,V5999,VERGUNP,V3100,20190425000000,29991231235959,N
344,V5999,VERGUNP,15100,20190423000000,20190424000000,N
344,V5999,VERGUNP,V9999,20190425000000,29991231235959,N
344,V5999,VERGUNP,V6300,20190425000000,29991231235959,N
344,V5999,VERGUNP,V3400,20190425000000,29991231235959,N
344,V5999,VERGUNP,V900001,20190425000000,29991231235959,N
361,W1,BEWONERP,S2,20120302135900,20120314000000,N
344,V5999,VERGUNP,V7100,20190425000000,29991231235959,N
344,V5999,VERGUNP,V6400,20190425000000,29991231235959,N
344,V5999,VERGUNP,V2100,20190425000000,29991231235959,N
361,C,BEWONERP,S2,20131101000100,29991231235959,N
344,V5999,VERGUNP,18100,20190423000000,20190424000000,N
344,V5999,VERGUNP,V6600,20190425000000,29991231235959,N
361,O,BEWONERP,S2,20120313235900,29991231235959,N
344,V5999,VERGUNP,V5200,20190425000000,29991231235959,N
344,V5999,VERGUNP,V4600,20190425000000,29991231235959,N
344,V5999,VERGUNP,V10100,20190425000000,29991231235959,N
361,C1,BEWONERP,C2,20120302154500,20140210000000,N
473,H,BETAALDP,G,20120625235900,29991231235959,O
344,V5999,VERGUNP,V12200,20190425000000,29991231235959,N
344,V5999,VERGUNP,V9998,20190425000000,29991231235959,N
344,V5999,VERGUNP,V7300,20190425000000,29991231235959,N
473,F,BETAALDP,BCDE,20120424235900,20120703000000,O
361,C,BEWONERP,C4,20131101000100,20140210000000,N
344,V5999,VERGUNP,V3200,20190425000000,29991231235959,N
344,V5999,VERGUNP,V6500,20190425000000,29991231235959,N
344,V5999,VERGUNP,V7800,20190425000000,29991231235959,N
344,V5999,VERGUNP,V31100,20190425000000,29991231235959,N
361,72002,BETAALDP,72001,20130125235900,29991231235959,N
344,V5999,VERGUNP,V3300,20190425000000,29991231235959,N
344,V5999,VERGUNP,V7700,20190425000000,29991231235959,N
344,V5999,VERGUNP,V12100,20190425000000,29991231235959,N
344,V5999,VERGUNP,V5100,20190425000000,29991231235959,N
344,V5999,VERGUNP,12200,20190423000000,20190424000000,N
344,V5999,VERGUNP,V15100,20190425000000,29991231235959,N
344,V5999,VERGUNP,V1200,20190425000000,29991231235959,N
473,BCDE,BETAALDP,G,20120625235900,29991231235959,O
344,V5999,VERGUNP,V7200,20190425000000,29991231235959,N
344,V5999,VERGUNP,V13100,20190425000000,29991231235959,N
344,V5999,VERGUNP,V9200,20190425000000,29991231235959,N
344,V5999,VERGUNP,V9100,20190425000000,29991231235959,N
344,V5999,VERGUNP,V10200,20190425000000,29991231235959,N
344,V5999,VERGUNP,V8300,20190425000000,29991231235959,N
344,V5999,VERGUNP,V8200,20190425000000,29991231235959,N
344,V5999,VERGUNP,V16200,20190425000000,29991231235959,N
361,S2,BEWONERP,S1,20120313235900,29991231235959,N
361,F,BEWONERP,O,20120302125900,29991231235959,N
344,V5999,VERGUNP,V2200,20190425000000,29991231235959,N
