gemcode;wijk;buurt;jaar;lbrmtr;lbm9802;lbm9806;lbm9808;lbm9810;lbm0206;lbm0208;lbm0210;lbm0608;lbm0610;lbm0810;bev;lftsam;publ;veilig;vrz;won
5;0;2;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;1,76669;14,67977;11,48286;38,24744;-17,34344;31,17747
5;0;2;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;15,94837;26,32424;11,01681;35,60802;-18,64387;30,73048
5;0;2;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;20,95717;-2,43118;13,75233;34,76789;-32,83611;30,09515
5;0;2;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;28,47302;-7,21374;-,52155;26,01714;-32,85601;32,89596
5;0;2;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;28,94101;2,0829;11,69419;28,57344;-32,7069;33,28935
5;0;3;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;-4,88268;31,65166;-36,06899;36,90836;-6,56359;48,67509
5;0;3;2002;uiterst positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;26,63117;31,806;-35,71204;41,04001;-29,856;48,19451
5;0;3;2006;uiterst positief; ;beperkte positieve ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;29,62459;32,07734;-34,37946;42,94993;-30,51523;48,65665
5;0;3;2008;uiterst positief; ; ;beperkte positieve ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;32,13238;32,19926;-33,46816;40,72622;-33,31619;48,77273
5;0;3;2010;uiterst positief; ; ; ;beperkte positieve ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;33,70212;31,10721;-21,06247;27,48508;-33,31619;49,00876
5;0;4;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;-4,46336;-18,89052;13,12704;41,21872;1,67245;34,0236
5;0;4;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;4,43728;6,27198;12,71395;37,08825;-41,73471;38,77919
5;0;4;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;,98145;22,11951;10,37341;33,50934;-41,73471;37,18923
5;0;4;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;8,32125;25,50429;-24,76107;35,70473;-41,73471;37,51031
5;0;4;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;10,45609;20,9465;2,9679;24,89141;-41,73471;37,5216
5;0;5;1998;uiterst positief; ; ; ; ; ; ; ; ; ; ;16,60054;49,88849;-19,18385;44,60978;9,30728;48,42986
5;0;5;2002;uiterst positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;15,08248;49,6036;-22,47161;40,38328;-41,73471;48,8018
5;0;5;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;5,93203;46,07333;-22,33233;29,68103;-41,73471;49,05424
5;0;5;2008;uiterst positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;20,26366;47,22144;-22,90489;29,94417;-41,73471;49,06019
5;0;5;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;24,61174;27,25164;-20,37618;11,55946;-41,73471;49,28218
5;0;6;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;10,46631;-12,2386;,56772;41,51363;3,69294;48,48745
5;0;6;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;23,77558;-25,66737;-,07454;36,15212;-33,31619;48,16862
5;0;6;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;13,99833;-11,77472;2,04216;41,5135;-33,31619;44,32991
5;0;6;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;16,30361;-18,7794;3,87293;37,38562;-33,31619;48,27793
5;0;6;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;14,27932;-15,42821;2,99335;23,85236;-33,31619;48,23111
5;0;7;1998;uiterst positief; ; ; ; ; ; ; ; ; ; ;28,05846;47,01143;-24,74611;36,00122;-1,38554;49,60699
5;0;7;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;16,6434;-,60969;-26,56843;19,16424;-33,31619;49,64627
5;0;7;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;14,30136;14,59457;-25,74142;23,78999;-33,31619;49,71205
5;0;7;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;18,48257;9,70004;-34,697;17,11746;-33,31619;49,6107
5;0;7;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;15,67912;21,40623;-34,61968;23,44904;-33,31619;49,64931
7;0;0;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;-13,92277;7,32608;-14,88287;40,12385;-2,52507;33,14362
7;0;0;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;-3,3226;27,03917;-15,57705;36,46943;-22,0269;37,23045
7;0;0;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-16,56277;28,73953;-16,81044;38,16477;-30,37994;35,29402
7;0;0;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;-6,63178;28,95988;-28,74673;34,91446;-30,15344;36,55912
7;0;0;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;-8,61584;34,38491;-12,64238;39,19814;-30,98422;37,17198
7;0;1;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;-25,51419;43,4354;-32,40566;42,77394;-33,96523;44,10654
7;0;1;2002;zeer positief;beperkte positieve ontwikkeling; ; ; ; ; ; ; ; ; ;6,70106;48,39667;-33,48453;42,83013;-38,04204;46,70977
7;0;1;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-13,93337;23,41285;-32,04865;43,56565;-38,04204;44,55454
7;0;1;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;-3,39898;20,97072;-42,906;42,50806;-38,04204;44,5238
7;0;1;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;9,01143;20,0919;-14,69188;39,25935;-38,04204;45,41565
7;0;2;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;-29,27817;29,57015;-14,05106;42,88632;-22,77169;38,97013
7;0;2;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;-,83851;9,71431;-20,01793;39,67389;-35,92709;32,37919
7;0;2;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-6,93926;14,99725;-19,02791;39,13976;-38,30995;38,12114
7;0;2;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;3,0002;11,41967;-36,4757;40,05219;-38,78466;36,64869
7;0;2;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;3,55171;6,00417;-24,65521;30,50351;-39,04142;38,1785
7;0;4;1998;positief; ; ; ; ; ; ; ; ; ; ;-21,57966;23,18579;-18,91594;39,85245;-38,13207;31,35169
7;0;4;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;-6,75836;35,14655;-19,86068;38,6649;-39,14101;34,66384
7;0;4;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-9,79842;-15,62816;-19,69112;39,23319;-39,22426;36,77118
7;0;4;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;-10,44584;-14,49875;-29,22873;40,54136;-39,55958;36,26975
7;0;4;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;-12,96368;-9,15981;-25,45053;41,08193;-39,5221;38,1465
7;0;5;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;-1,84552;-35,16341;-29,54784;38,96681;-2,42441;48,15853
7;0;5;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;-12,78354;19,53068;-31,78179;39,70415;-33,31619;45,25821
7;0;5;2006;zeer positief; ;geen ontwikkeling; ; ;beperkte positieve ontwikkeling; ; ; ; ; ;2,66805;28,35542;-29,15419;41,02606;-33,31619;49,14479
7;0;5;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;3,7787;39,01838;-21,22277;28,59849;-33,31619;49,12587
7;0;5;2010;zeer positief; ; ; ;beperkte positieve ontwikkeling; ; ;beperkte positieve ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;11,62064;37,51881;-10,97341;36,15155;-33,31619;49,14292
7;0;7;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;-18,64667;49,97792;-23,46353;46,2086;3,72544;40,52783
7;0;7;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;2,14255;49,62116;-25,0484;46,18024;-37,04177;40,85859
7;0;7;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-6,75426;46,38344;-23,20839;46,16424;-37,29736;41,52502
7;0;7;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;10,51551;32,69897;-22,74513;46,57602;-36,1531;42,56813
7;0;7;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;15,82644;30,75143;5,59705;43,47846;-36,97062;43,20964
7;0;8;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;21,52311;-2,82949;-20,66765;43,78817;-29,63218;45,57801
7;0;8;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;10,76471;38,89723;-21,1108;42,08565;-40,73049;45,65483
7;0;8;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-4,08837;44,40171;-21,79671;44,60188;-40,82535;46,4949
7;0;8;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;,74568;41,90666;-21,9445;40,07007;-40,78027;46,39184
7;0;8;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;-13,34343;34,97367;,68035;22,12655;-41,00247;46,5855
7;0;9;2002;zeer positief; ; ; ; ; ; ; ; ; ; ;10,78818;2,71156;-29,91556;41,16716;-35,09136;49,47379
7;0;9;2010;uiterst positief; ; ; ; ; ; ;geen ontwikkeling; ; ; ;17,66348;44,42687;-24,08879;39,97312;-34,50136;48,85824
7;1;0;1998;positief; ; ; ; ; ; ; ; ; ; ;-26,09199;10,31312;-11,35817;40,9884;-14,8156;29,27394
7;1;0;2002;zeer positief;beperkte positieve ontwikkeling; ; ; ; ; ; ; ; ; ;,63766;15,9454;-11,67871;44,63366;-41,5867;33,10107
7;1;0;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-9,73956;21,95991;-9,44496;44,55607;-41,73471;32,36
7;1;0;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;-1,49949;23,31739;-26,04114;41,12061;-41,73471;31,80315
7;1;0;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;-3,61454;10,36883;13,92301;35,31861;-41,73471;31,19202
7;1;1;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;-20,12904;31,7241;-33,56412;44,91562;-30,18664;46,47026
7;1;1;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;1,17396;38,34802;-33,18392;45,47473;-41,73471;47,99802
7;1;1;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-9,24675;31,92141;-31,87165;45,87384;-41,73471;46,14888
7;1;1;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;-1,30517;37,84869;-30,34389;41,00566;-41,73471;43,97035
7;1;1;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;-1,1926;26,58509;-11,39044;40,15155;-41,73471;43,61992
7;1;8;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;-6,43768;2,72133;-18,56965;41,33787;-29,06679;45,89864
7;1;8;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;5,71453;33,23093;-19,12627;41,57386;-41,73471;47,03615
7;1;8;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-14,48548;19,50027;-18,39894;39,474;-41,73471;46,38517
7;1;8;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;15,86977;-43,05395;-15,30586;36,28902;-41,73471;47,77198
7;1;8;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;-1,83374;-3,51956;14,27892;28,32077;-41,73471;48,25788
7;1;9;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;-11,11828;33,34174;-8,92354;38,97702;,92377;47,65716
7;1;9;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;-2,93374;38,03643;-10,02893;38,07667;-41,73471;47,20374
7;1;9;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-13,28516;27,36164;-8,23467;35,41727;-41,73471;48,73799
7;1;9;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;-2,30633;30,99814;-5,24404;33,77755;-41,73471;48,77985
7;1;9;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;16,83617;31,7941;22,81426;28,84523;-41,73471;48,66916
7;2;0;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;-12,44707;6,54883;-3,33882;43,3358;-13,27553;25,79714
7;2;0;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;8,26225;17,90369;-6,17453;39,04304;9,37601;19,53347
7;2;0;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-4,56782;25,99765;-6,85575;43,10514;6,81744;14,71366
7;2;0;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;-,09676;22,132;-14,30719;37,74723;4,74406;19,21308
7;2;0;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;2,58107;23,66044;-6,17103;35,83102;4,39982;20,5485
7;2;1;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;-18,9295;31,26116;-33,69111;36,04795;-27,73523;42,81769
7;2;1;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;12,26831;22,45559;-34,6777;35,73566;-32,8776;40,39173
7;2;1;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;1,31445;21,39347;-33,58079;36,07483;-32,42235;37,48222
7;2;1;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;5,8309;23,44282;-42,36156;31,24864;-33,31619;38,34936
7;2;1;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;15,04951;26,77325;-20,92173;14,62371;-33,31619;39,99054
7;2;2;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;-4,31443;31,3639;8,41353;41,79941;-32,12522;32,64367
7;2;2;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;12,76623;22,97475;8,6377;41,22903;-8,40909;32,45631
7;2;2;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-2,02656;16,56471;5,18178;37,21648;-27,16887;34,94324
7;2;2;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;-3,36068;22,14458;-6,66489;39,20387;-26,72836;37,34847
7;2;2;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;-3,97084;27,46257;1,63905;42,28296;-27,38641;37,91168
7;2;3;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;-14,28604;32,17564;-41,61391;47,20893;-38,04204;45,44497
7;2;3;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;12,90244;36,36604;-41,67291;44,59166;-38,04204;39,46406
7;2;3;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-1,34425;21,15296;-42,24156;47,18177;-38,04204;38,94584
7;2;3;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;5,33586;24,89705;-44,38366;46,91271;-38,04204;39,81114
7;2;3;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;10,25329;34,85657;-27,48314;40,05269;-38,04204;40,26785
7;2;4;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;12,69004;-17,91951;18,42009;45,68202;-33,56548;46,38454
7;2;4;2002;uiterst positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;32,27374;25,85529;19,31263;44,9575;-33,31619;45,89651
7;2;4;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;25,83117;-,42222;24,00307;41,45115;-33,31619;42,24455
7;2;4;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;28,25789;16,28002;9,68623;40,26711;-33,31619;41,36183
7;2;4;2010;uiterst positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;30,5165;37,63155;21,77422;31,52615;-33,31619;43,27307
7;2;7;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;-16,6584;37,41247;-36,26182;42,67786;-10,36651;46,37964
7;2;7;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;7,76124;31,56757;-35,65392;38,9914;-27,52894;44,78585
7;2;7;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;5,52478;-5,95223;-35,05453;33,97308;-27,52894;45,53748
7;2;7;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;17,89663;,0614;-33,35913;39,29653;-27,52894;45,76793
7;2;7;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;8,23698;-9,04875;-24,87898;10,85864;-27,52894;45,82977
7;2;8;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;-10,47726;14,51103;-19,64083;33,91228;-36,7357;47,63684
7;2;8;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;6,95081;11,88046;-19,88026;26,63732;-36,47613;48,0401
7;2;8;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-4,66336;38,93698;-17,91007;36,39885;-36,58471;46,59855
7;2;8;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;3,99521;42,91191;-42,95185;32,59611;-36,58471;42,8121
7;2;8;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;3,75172;42,40772;-13,04666;33,54703;-36,29911;44,36951
7;2;9;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;10,31272;12,98935;-28,23702;32,29596;-36,17233;44,65486
7;2;9;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;18,42441;17,01238;-22,64046;36,55703;-29,98919;32,07627
7;2;9;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;13,42514;41,67041;-29,0459;43,99225;-33,88934;45,65126
7;2;9;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;14,89435;36,29128;-36,39204;41,87616;-34,08743;46,29591
7;2;9;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;13,06082;32,25239;-6,36792;19,19663;-34,30815;47,48016
9;0;0;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;5,66938;14,02063;-,97431;38,04994;-,86466;28,01907
