Ministerie;Handelsnaam;4000 - Diensten en middelen overig;4110 - Consumptieve diensten;4120 - Risicobeheersen;4130 - Schoonmaak;4210 - Post-, koeriers- en transportdiensten;4310 - Documentmanagement;4410 - Afvalzorgmanagement;4510 - Inrichting van gebouwen;4610 - Benodigdheden en hulpmiddelen;4710 - Bankdiensten;Eindtotaal
BZK;E.A.L. Electronic Application Laboratory B.V.;;;1;;;;;;;;1
BZK;Easy2.Company B.V.;;;;1;;;;;;;1
BZK;ECD Zaalverhuur;;1;;;;;;;;;1
BZK;Echte Bakker Keurhorst;;1;;;;;;;;;1
BZK;EcoSmart Nederland B.V.;;;;;;;4;;;;4
BZK;Eden Hotel Exploitatie B.V.;;1;;;;;;;;;1
BZK;Eden Springs Nederland B.V.;;1;;;;;;;;;1
BZK;Edery International B.V.;;;;;;;;;1;;1
BZK;EHM Hotel Breda B.V.;1;;;;;;;;;;1
BZK;Eim@yourservice;;;;;1;1;;;;;1
BZK;Emtek Ergonomics B.V.;;;;;;;;1;;;1
BZK;Eneco Services B.V.;;;;;;;;2;;;2
BZK;Eneco Zakelijk;;;;;;;;1;;;1
BZK;Entropia Critical Concepts B.V.;;;1;;;;;;;;1
BZK;Ericsson Telecommunicatie B.V.;;;;;;;;1;;;1
BZK;Eten bij Werelds;1;;;;;;;;;;1
BZK;European Leadership Platform B.V.;1;;;;;;;;;;1
BZK;Eurorouting Nederland B.V.;;;;;;;;3;;;3
BZK;Event Medical Service B.V.;;;1;;;;;;;;1
BZK;Evite Services B.V.;;2;;;;;;;;;2
BZK;Exploitatie Maatschappij Komfort B.V.;1;;;;;;;;;;1
BZK;Exploitatiemij. Grand Hotel Karel V B.V.;;1;;;;;;;;;1
BZK;Extreme Air Products B.V.;;;;;;;;;1;;1
BZK;Faber Holding B.V.;;;1;;;;;;;;1
BZK;Faber Vlagtechniek B.V.;;;;;;;;;1;;1
BZK;Falck Prevention B.V.;;;5;;;;;;;;5
BZK;FEM Products;;;;;;;;;1;;1
BZK;Fewiro Wijchen B.V.;;;;;;;;;;1;1
BZK;FietsXpress;;;;;1;;;;;;1
BZK;Fine 2 Sleep;;;;;;;;1;;;1
BZK;Firecom;;;1;;;;;;;;1
BZK;Firma Hof der Muzen;;1;;;;;;;;;1
BZK;First Service Business Events;;1;;;;;;;;;1
BZK;Flash Rental Services B.V.;;;2;;;;;;;;2
BZK;Fletcher Hotel Paleis Het Stadhouderlijk Hof;;1;;;;;;;;;1
BZK;Fletcher Hotel- restaurant Duinoord;;1;;;;;;;;;1
BZK;FloorFriendly B.V.;;;;;;;;1;;;1
BZK;Flora Nova Hoven.- en Groenvoorzieningen B.V.;;;;;;;;1;;;1
BZK;FMT Vastgoed Beheer;;;1;;;;;;;;1
BZK;Fonville Schoonhouden B.V.;;;;1;;;;;;;1
BZK;Foodzie;;1;;;;;;;;;1
BZK;Frama Nederland;;;;;1;;;;1;;1
BZK;Frank Jeurissen Grav.techn./ Kunststofbewerk.;;;;;;;;2;;;2
BZK;Fransen Beveiligingen;;;1;;;;;;;;1
BZK;Fujitsu Technology Solutions B.V.;;;;2;;;;;;;2
BZK;G. van Maanen Vastgoed;;;;;;;;;;1;1
BZK;G4S Security Services B.V.;;2;;;;;;4;;;4
BZK;G4S Services;;;8;;;;;;;;8
BZK;Geesink B.V.;;;;;;;1;;;;1
BZK;gefeliciTAART B.V.;;1;;;;;;;;;1
BZK;Gemaco B.V.;;;;;;;;;1;;1
BZK;Gh Catering B.V.;;1;;;;;;;;;1
BZK;Gispen Kantoorinrichting;;;;;;;;7;;;7
BZK;Gom Schoonhouden;;;;3;;;;;;;3
BZK;Good Conditions B.V.;;;;;;;;;1;;1
BZK;GrachtenAtelier;;1;;;;;;;;;1
BZK;Grandcafé De Wens B.V.;;1;;;;;;;;;1
BZK;Granny's Corner;1;;;;;;;;;;1
BZK;Grapes & Olives;;1;;;;;;;;;1
BZK;Grateq B.V.;;;;;;;;;1;;1
BZK;Greenbean;;1;;;;;;;;;1
BZK;Greenlandscape Stichting;1;;;;;;;;;;1
BZK;Groots;;;;;;;;;1;;1
BZK;Gusto Mangia e Bevi;;1;;;;;;;;;1
BZK;Haagclean Products B.V.;;;;1;;;;;;;1
BZK;Hako B.V.;;;;1;;;;;;;1
BZK;Hampshire Exploitatie I B.V.;;1;;;;;;;;;1
BZK;Happy Meat B.V.;;1;;;;;;;;;1
BZK;HATEK Bedrijfsdiensten;;;;1;;;;;;;1
BZK;Havengebouw Amsterdam B.V.;;1;;;;;;;;;1
BZK;Health2Work B.V.;;;;;;;;1;;;1
BZK;Heering Office;;;;;;;;;1;;1
BZK;Heigo Nederland B.V.;;;;;;;;;5;;5
BZK;Heijmans Utiliteit;;;;;;;;3;;;3
BZK;Helicon Conservation Support B.V.;;1;;;;1;;;;;1
BZK;HEMA B.V.;;1;;;;;;;;;1
BZK;Henri Culinair;;;;;;;;1;;;1
BZK;Het Coachhuis B.V.;;1;;;;;;;;;1
BZK;Het Kookplein;;1;;;;;;;;;1
BZK;Het Muntgebouw-Utrecht B.V.;;1;;;;;;;;;1
BZK;Het Stempel No. 539 B.V.;;;;;;;;;1;;1
BZK;Het Tiende Huis;1;;;;;;;;;;1
BZK;High Security International B.V.;;;;;;;;;2;;2
BZK;Holding Beheermaatschappij Ropeni B.V.;1;1;;;;;;1;;;2
BZK;Hollandse Beveiligingscombinatie NVD-HB B.V.;;;5;;;;;;;;5
BZK;Horeca Adviescentrum HTC;;2;;;;;;;;;2
BZK;Horeca Exploitatie Maatschappij Berlage B.V.;;1;;;;;;;;;1
BZK;Horeca Exploitatie Schiedamse Vest B.V.;;1;;;;;;;;;1
BZK;Horeca World B.V.;;;;;;;;;1;;1
BZK;Horequip B.V.;;2;;;;;;;;;2
BZK;Horesca Meppel B.V.;;1;;;;;;;;;1
BZK;Horizon Coaching;;1;;;;;;;;;1
BZK;Hortus Botanicus Amsterdam;;1;;;;;;;;;1
BZK;Hot.expl.mij. Jaarbeurspln. Utrecht B.V.;1;;;;;;;;;;1
BZK;Hotel Des Indes B.V.;;1;;;;;;;;;1
BZK;Hotel DOM;;1;;;;;;;;;1
BZK;Hotel Gilze-Rijen;;1;;;;;;;;;1
BZK;Hotel New York B.V.;;1;;;;;;;;;1
BZK;Hotel Restaurant Bitter en Zoet B.V.;1;;;;;;;;;;1
BZK;Hotel Van der Valk Groningen/Westerbroek;;1;;;;;;;;;1
BZK;Huis ten Haghe;;1;;;;;;;;;1
BZK;Huize Molenaar B.V.;;1;;;;;;;;;1
BZK;Hydra Group B.V.;;;;2;;;;;;;2
BZK;I.T.C. Alles voor Uw Kantoor N.V.;;;;;;;;;1;;1
BZK;Iedema Projectstoffering Wateringen B.V.;;;;;;;;2;;;2
BZK;Igluu B.V.;;1;;;;;;;;;1
BZK;Igluu Den Haag;;1;;;;;;;;;1
BZK;IHC Offshore & Marine;;;;;;;;3;;;3
BZK;IKA Nederland;;;4;;;;;;;;4
BZK;Ilse Dankers;;1;;;;;;;;;1
BZK;Imming Logistics;;;;;1;;;;;;1
BZK;Impero Romano Holding B.V.;;1;;;;;;;;;1
BZK;Inbraakpreventie 'M.I.B.' B.V.;;;2;;;;;;;;2
BZK;Incendio B.V.;;;1;;;;;;;;1
BZK;Indonesisch Restaurant Poentjak;;1;;;;;;;;;1
BZK;ING Bank N.V.;;;;;;;;;1;;1
BZK;Initial B.V.;;;;1;;;;1;;;1
BZK;Inspectie van het Onderwijs;;2;;;;;;;;;2
BZK;Internet New Business Concepts B.V.;;2;;;;;;;;;2
BZK;Interoffice Kantoorinrichting B.V.;;1;;;;;;;1;;1
BZK;Interval B.V.;;;1;;;;;;;;1
BZK;Intimus International Netherlands B.V.;;;;;;;;;2;;2
BZK;Ipse de Bruggen Maatwerk;;1;;;;;;;;;1
BZK;ISS Cleaning Services;;;;2;;;;;;;2
BZK;Jaarbeurs B.V.;;2;;;;;;;;;2
BZK;Jong Europe B.V.;;;;;;;;;1;;1
BZK;Joor It;;;;;;;;;1;;1
BZK;Jos ten Berg's Handelmaatschappij B.V.;;2;;;;;;;;;2
BZK;Juma International B.V.;;;;1;;;;;;;1
BZK;Kantoorstempels.nl B.V.;;;;;;;;;1;;1
BZK;Kardex Systemen B.V.;;;;;;;;1;;;1
BZK;Karmac Informatie & Innovatie B.V.;;;;;;2;;;;;2
BZK;Keereweer training & advies;;1;;;;;;;;;1
BZK;Kentie Afterprint B.V.;;;;;;1;;;;;1
BZK;Koffiesnel.nl.;;1;;;;;;;;;1
BZK;Kok Logistic Solutions;;;;;;;;;1;;1
BZK;Koning & Hartman B.V.;;;2;;;;;;1;;2
BZK;Koninklijke PostNL B.V.;;;;;1;;;;;;1
BZK;Koninklijke van der Most B.V.;;;;;;1;;;4;;4
BZK;KPN B.V.;;;;;;;;;1;;1
BZK;Kruizinga B.V.;;;;;;1;;;;;1
BZK;Kubus architectural solutions;1;;;;;;;;;;1
BZK;Kunst.nl B.V.;;1;;;;;;2;1;;2
BZK;Kwaliteitsstichting Mediators;1;;;;;;;;;;1
BZK;La Diva;;1;;;;;;;;;1
BZK;Laarhoven Design;;;;;;;;2;;;2
BZK;Landelijke Vereniging van Vertrouwenspersonen;1;;;;;;;;;;1
BZK;Landgoed de Horst;1;;;;;;;;;;1
BZK;Landgoed Duin & Kruidberg B.V.;;1;;;;;;;;;1
BZK;Laptopsverhuur B.V.;;;;;;;;;1;;1
BZK;Lazuli Zaalverhuur;;1;;;;;;;;;1
BZK;Le Bistroquet B.V.;1;;;;;;;;;;1
BZK;LeadBoxer B.V.;;1;;;;;;;;;1
BZK;Lentiz Life College;;1;;;;;;;;;1
BZK;Les Ombrelles;;1;;;;;;;;;1
BZK;Limburgia Winschoten;;1;;;;;;;;;1
BZK;Linnenatwork B.V.;;;;;;;;;1;;1
BZK;Lloyd's Register Nederland B.V.;1;;;;;;;;;;1
BZK;Loyens & Loeff N.V.;1;;;;;;;;;;1
BZK;Luchttechnisch Revis.-Bureau Van Elewout B.V.;;;;;;;;;1;;1
BZK;Lumenz;1;1;;;;;;;;;1
BZK;Lyreco Nederland B.V.;;1;;1;;1;;;4;;4
BZK;Maas International B.V.;;4;;;;;;;;;4
BZK;Maasdam Groep B.V.;;;;;;;;6;;;6
BZK;Maasmond B.V.;;;;;;;;2;;;2
BZK;Madurodam B.V.;;1;;;;;;;;;1
BZK;Mainpress B.V.;;;;;;;;;2;;2
BZK;Maison van den Boer B.V.;4;;;;;;;;;;4
BZK;Maliebaan45 B.V.;;1;;;;;;;;;1
BZK;Management Drives Holding B.V.;;;;;;;;;2;;2
BZK;Management Roukens B.V.;;;;;;1;;;;;1
BZK;Management/Marketingadv.;1;;;;;;;;;;1
BZK;Manos y Pies;;1;;;;;;;;;1
BZK;Manutan B.V.;;;;;;1;;1;2;;2
BZK;Marbles;1;;;;;;;;;;1
BZK;M-consultants B.V.;1;;;;;;;;;;1
BZK;Media Markt Rijswijk B.V.;;;;;;;;;1;;1
BZK;Mediatorsvereniging;1;;;;;;;;;;1
BZK;Meeting Plaza Utrecht B.V.;;1;;;;;;;;;1
BZK;MeetingDistrict;;2;;;;;;;;;2
BZK;Melitta Professional Coff. Sol. Benelux B.V.;;1;;;;;;;;;1
BZK;Mercure Hotel Tilburg Centrum;;1;;;;;;;;;1
BZK;MERKK B.V.;;2;;;;;;;;;2
BZK;Mettler-Toledo B.V.;;;;;1;;;;;;1
BZK;Meyer Service & Onderhoud B.V.;;;;;;;;1;;;1
BZK;Miko Koffie Service B.V.;;2;;;;;;;;;2
BZK;Millers;1;;;;;;;;;;1
BZK;Minigigs;;1;;;;;;;;;1
BZK;Misco Solutions B.V.;;;;;;;;;1;;1
BZK;Mobile Mindz B.V.;;;;;;;;;1;;1
BZK;Moduli Print B.V.;;;;;;2;;;1;;2
BZK;Motel Assen B.V.;;1;;;;;;;;;1
BZK;Motus B.V.;2;1;;;;;;;;;2
BZK;Multi-Post Mail Systems B.V.;;;;;2;;;;;;2
BZK;Munckhof Regie;;;;;4;;;;;;4
BZK;Museum Catering Den Haag B.V.;;1;;;;;;;;;1
BZK;N. Aarnoudse B.V.;;;;;;;;;1;;1
BZK;N.F.A. Kolarik Holding B.V.;;1;;;;;;;;;1
BZK;N.V. PWN Waterleidingbedrijf Noord-Holland;1;;;;;;;;;;1
BZK;N200.Com B.V.;;;;;1;;;;;;1
BZK;Nationaal Gevangenismuseum;1;;;;;;;;;;1
BZK;Nauta Security Storage B.V.;;;3;;;;;2;;;3
BZK;Nederl. techn. veren. voor inst. in geb. TVVL;1;;;;;;;;;;1
BZK;Nederlands Instituut v. Management Ontw. B.V.;;1;;;;;;;;;1
BZK;Nedprom B.V.;;1;;;;;;;;;1
BZK;Neopost;;;;;2;;;;;;2
BZK;Nespresso Nederland B.V.;;1;;;;;;;;;1
BZK;NetwerkShop;;;;;;;;;1;;1
BZK;New Babylon Meeting Center B.V.;1;2;;;;;;;;;2
BZK;NH Den Haag;;1;;;;;;;;;1
BZK;Nieuwe of Litteraire Sociëteit De Witte;;1;;;;;;;;;1
BZK;Nieuwe Stijl Meubelmakerij;;;;;;;;2;;;2
BZK;Norisk Keymanagement B.V.;;;1;;;;;;;;1
BZK;Novon Benelux B.V.;;;;;;;;1;;;1
BZK;NRC Handelsblad Weekeditie voor buitenland;1;;;;;1;;;;;1
BZK;NSD International NL B.V.;;;;;;1;;;;;1
BZK;Nsecure B.V.;;;1;;;;;;;;1
BZK;NWC Events B.V.;;2;;;;;;;;;2
BZK;Oasis Data & Document Management Netherlands;;;;;;5;;;;;5
BZK;Office Depot B.V.;;;;;;;;;1;;1
BZK;Opmeer Drukkerij B.V.;;;;;;1;;;;;1
BZK;Optima Forma B.V.;;;;;;1;;;;;1
BZK;Orange;;1;;;;;;;;;1
BZK;Orange5 Catering & Events B.V.;1;;;;;;;;;;1
BZK;Orchids;;1;;;;;;;;;1
BZK;OSP du Monde Beheer B.V.;;1;;;;;;;;;1
BZK;Oudaen B.V.;1;;;;;;;;;;1
BZK;Paagman Den Haag B.V.;;;;;;;;;1;;1
BZK;Pageshuis B.V.;;1;;;;;;;;;1
BZK;Pal. Het Loo;1;;;;;;;;;;1
BZK;Palletcentrale B.V.;;;;;;1;;;;;1
BZK;Palletcentrale Noord-Holland B.V.;;;;;;1;;;;;1
BZK;Papyrus B.V.;;;;;;;;;2;;2
BZK;Papyrus Groep Nederland B.V.;;;;;;;;;5;;5
BZK;Parkhotel Den Haag;;1;;;;;;;;;1
BZK;Pastis Den Haag B.V.;;1;;;;;;;;;1
BZK;PBLQ B.V.;;1;;;;;;;;;1
BZK;PCS Europe;;;;2;;;;;;;2
BZK;PdV Utrecht;;1;;;;;;;;;1
BZK;Peer Praktijk;;;;;;;;;1;;1
BZK;PeP Restaurants B.V.;;1;;;;;;;;;1
BZK;PHB Facility;;;;;;;;;;1;1
BZK;PhotoWorks International B.V.;;;;;;;;1;;;1
BZK;Pier 32;;1;;;;;;;;;1
BZK;Pigeaud Cleanroomservice;;;;4;;;;;;;4
BZK;Pinkcube B.V.;;;;;;;;;1;;1
BZK;Pizzeria Pinocchio;;1;;;;;;;;;1
BZK;Plaza BW Den Haag B.V.;;1;;;;;;;;;1
BZK;Plein 9 A B.V.;1;1;;;;;;;;;1
BZK;Polvo B.V.;;;2;;;;;;;;2
BZK;Prentenkabinet Den Haag;;1;;;;;;;;;1
BZK;PRINTRS B.V.;;;;;;;;;1;;1
BZK;Professional Facility Services B.V.;;;;1;;;;;;;1
BZK;Professional Strategies;;1;;;;;;;;;1
BZK;Profisan B.V.;;;;;;;;;1;;1
BZK;Promofit;;;;;;;;;1;;1
BZK;PromTeg B.V.;;;2;;;;;;;;2
BZK;Propertynl B.V.;1;;;;;;;;;;1
BZK;Protinus IT B.V.;;;;;;;;1;2;;3
BZK;Publieke Werken B.V.;1;;;;;;;;;;1
BZK;R.P. Klijn Onroerendgoed;;1;;;;;;;;;1
BZK;RAI Amsterdam B.V.;1;;;;;;;;;;1
BZK;Ravage B.V.;;;;;;;;;1;;1
BZK;Real-life Xcape;;1;;;;;;;;;1
BZK;Rebelgroup B.V.;1;;;;;;;;;;1
BZK;Regardez;;1;;;;;;;;;1
BZK;Regus Amsterdam B.V.;;1;;;;;;;;;1
BZK;Reisswolf Nederland B.V.;;;;;;;2;;1;;2
BZK;Reisswolf Randstad I B.V.;;;;;;;2;;;;2
BZK;Reisswolf Scheemda B.V.;;;;;;4;1;;;;4
BZK;Remto Automaterialen;;;;;;;;;1;;1
BZK;Renaud-Delft Horecabenodigdheden B.V.;;1;;;;;1;;;;1
BZK;Restaurant Bo&Ro B.V.;;1;;;;;;;;;1
BZK;Restaurant Bohica B.V.;;1;;;;;;;;;1
BZK;Restaurant Christian;;1;;;;;;;;;1
BZK;Restaurant De Basiliek B.V.;;1;;;;;;;;;1
BZK;Restaurant 'De Branding';;1;;;;;;;;;1
BZK;Restaurant Toque Toque;;1;;;;;;;;;1
BZK;Restaurant Wilhelminapark B.V.;;1;;;;;;;;;1
BZK;Retera Interieurwerken B.V.;;;;;;;;1;;;1
BZK;Rijnja Repro;;;;;1;;;;;;1
BZK;Rinkel Film B.V.;;2;;;;;;;;;2
BZK;Ristorante Italiano 'La Liguria' B.V.;;1;;;;;;;;;1
BZK;Ristorante Pizzeria Lanterna;;1;;;;;;;;;1
BZK;Ritom Beveiligingstechniek B.V.;;;2;;;;;;;;2
BZK;Röntgen Technische Dienst B.V.;;;2;;;;;;;;2
BZK;Room B.V.;;1;;;;;;;;;1
BZK;RotterZwam Coöperatie U.A.;;;;;;;1;;;;1
BZK;Royal Security Services B.V.;;;6;;;;;;;;6
BZK;Ruys Handelsvereniging B.V.;;;;;;;;;1;;1
BZK;S. Engel;;1;;;;;;;;;1
BZK;S.D.O. Schoonmaakdienstverlening;;;;1;;;;;;;1
BZK;Safety Control Real Estate B.V.;;;;;;;;2;1;;2
BZK;SAIT B.V.;;;2;;;;;;;;2
BZK;Sallo's Catering & Organisatie;;1;;;;;;;;;1
BZK;Sancy Tres B.V.;1;;;;;;;;;;1
BZK;Sandro Silva;;1;;;;;;;;;1
BZK;Sankar Holding B.V.;;;;;1;;;;;;1
BZK;Saver N.V.;;;;1;;;;;;;1
BZK;Scholten Awater B.V.;2;1;;;;;;;;;2
BZK;Schoonmaakbedrijf Exclusive;;;;1;;;;;;;1
BZK;Sdu Uitgevers B.V.;;;;;;;;;1;;1
BZK;Sealaprint B.V.;;;;;;;;;1;;1
BZK;Seats2Meet.com Utrecht B.V.;;2;;;;;;;;;2
BZK;Sectra Communications B.V.;;;2;;;;;;;;2
BZK;Securitas Beveiliging B.V.;;;9;;;;;;;;9
BZK;Securitas Services B.V.;;;6;;;;;;;;6
BZK;Security Monitoring Centre;;;1;;;;;;;;1
BZK;Sensz B.V.;;1;;;;;;;;;1
BZK;Sharon Kamp Advies & Training;;1;;;;;;;;;1
BZK;Sharp Electronics Benelux B.V.;;;;;;;;;1;;1
BZK;Siemens Nederland N.V.;;;1;;;;;;;;1
BZK;SignPlan B.V.;;;;;2;;;1;;;2
BZK;Sip Signproductions;;;;;;;;2;;;2
BZK;Sita Recycling Services West;;;;;;;1;;;;1
BZK;Sligro B.V.;;;;;;;;;1;;1
BZK;Sodexo Altys B.V.;;1;;;;;;;;;1
BZK;Sodexo B.V.;;6;;1;;;;;;;6
BZK;Soesbeek B.V.;;;;;;1;;;;;1
BZK;Soesterduinen B.V.;;1;;;;;;;;;1
BZK;Source Creations;;1;;;;;;;;;1
BZK;Spaces Rode Olifant B.V.;;2;;;;;;;;;2
BZK;Speck Bar & Grill;1;;;;;;;;;;1
BZK;Spencer Medical B.V.;;;1;;;;;;;;1
BZK;SPG Netherlands B.V.;;;;;1;;;;;;1
BZK;Sportclubpartner;;;;;;;;;1;;1
BZK;Sporttainment Center De Uithof B.V.;1;;;;;;;;;;1
BZK;Stadscafé De Observant;;1;;;;;;;;;1
BZK;Staples Nederland B.V.;;;;;1;1;;;4;;4
BZK;Star Project;;;;;;1;;;;;1
BZK;Stas Picture Hanging Systems B.V.;;;;;;;;;1;;1
BZK;Stedin;;;;;;;;1;;;1
BZK;Steegman Elektrotechniek B.V.;;;1;;;;;;;;1
BZK;Steenbekkers Office Support;;1;;;;;;;;;1
BZK;Stg. Centr. voor Arbeidsverhoud. Overh.pers.;;;;;;;;;1;;1
BZK;Stg. Kenniscentrum Center People & Buildings;1;;;;;;;;;;1
BZK;Stg. Klimaatvriendel. Aanbesteden/Ondernemen;1;;;;;;;;;;1
BZK;Stg. Service Centrum Auteurs & Nabur. rechten;;;;;4;;;;;;4
BZK;Stg. ter Exploitatie van Naburige Rechten;;;;;1;;;;;;1
BZK;Stichting Aanbestedingsrecht;1;;;;;;;;;;1
BZK;Stichting Amsterdam Sinfonietta;;1;;;;;;;;;1
BZK;Stichting ArchiNed;1;;;;;;;;;;1
BZK;Stichting ArtScience;;1;;;;;;;;;1
BZK;Stichting Beheer Synagoge;;1;;;;;;;;;1
BZK;Stichting Christus Triumfatorkerk;;1;;;;;;;;;1
BZK;Stichting De Ooievaart;1;;;;;;;;;;1
BZK;Stichting Den Haag Nieuw Centrum;1;;;;;;;;;;1
BZK;Stichting Doorgaan Poppromotie;;1;;;;;;;;;1
BZK;Stichting Doris Mooltsje;;1;;;;;;;;;1
BZK;Stichting Douwe Egberts Pensioenfonds;;1;;;;;;;;;1
BZK;Stichting Dutch Green Building Council;1;;;;;;;;;;1
BZK;Stichting Escher Collectie;;1;;;;;;;;;1
BZK;Stichting Hoger Beroepsonderwijs Haaglanden;;1;;;;;;;;;1
BZK;Stichting Humanity House;;1;;;;;;;;;1
BZK;Stichting Industr. Bouwen Nederland Booosting;1;;;;;;;;;;1
BZK;Stichting Instituut voor Bouwrecht;;1;;;;;;;1;;1
BZK;Stichting KdK Conferentiehotel;;1;;;;;;;;;1
BZK;Stichting KunstFort Asperen;;1;;;;;;;;;1
BZK;Stichting Monumentenwacht Limburg;;;1;;;;;;;;1
BZK;Stichting Museum voor Communicatie;;1;;;;;;;;;1
BZK;Stichting Rederij De Drie Geuzen;;1;;;;;;;;;1
BZK;Stichting Reprorecht;;;;;2;;;;;;2
BZK;Stichting Research Strategische Communicatie;1;;;;;;;;;;1
BZK;Stichting SBRCURnet;1;;;;;;;;;;1
BZK;'Stichting Sportevenementen Le Champion';;;;;;;;;1;;1
BZK;Stichting Videma;;;;;2;;;;;;2
BZK;Still Intern Transport B.V.;;;;;;1;;;;;1
BZK;Stomerij Panda;;;;;;;;;2;;2
BZK;Stoof Verhuizingen;;;;;;;;2;;;2
BZK;Strandclub WIJ;;1;;;;;;;;;1
BZK;Strukton Worksphere B.V.;;;;;;;;1;;;1
BZK;Studio Pankra;;;;;;1;;;;;1
BZK;Studio Vota;;;;;;;;;1;;1
BZK;SupermarktNL;;1;;;;;;;;;1
BZK;Superserver B.V.;;;;;;;;;1;;1
BZK;Surtronic Group B.V.;;;;1;;;;;;;1
BZK;Taets Catering Services B.V.;;1;;;;;;;;;1
BZK;Tapperij Atjeh;;1;;;;;;;;;1
BZK;Tapwacht Service B.V.;;1;;;;;;;;;1
BZK;Testo;;;;;;;;;1;;1
BZK;The Embedding Company B.V.;1;;;;;;;;;;1
BZK;The Lean Six Sigma Company;;;;;;;;;1;;1
BZK;Theater Diligentia;;1;;;;;;;;;1
BZK;Tilkema Horeca B.V.;1;1;;;;;;;;;1
BZK;Tip-Top Fashion;;;;;;;;;1;;1
BZK;TNT Express Nederland B.V.;;;;;;;;;1;;1
BZK;Topa Verpakking B.V.;;;;;;;;;1;;1
BZK;Topbloemen Nederland B.V.;;;;;;;;;1;;1
BZK;TRIBES Holding B.V.;;1;;;;;;;;;1
BZK;Trigion Alarmcentrale B.V.;;;1;;;;;;;;1
BZK;Trigion Beveiliging B.V.;;;8;;;;;;;;8
BZK;Trigion Services B.V.;;;6;;;;;;;;6
BZK;TSA Safety Services;;;2;;;;;;;;2
BZK;Tyco Fire and Security Nederland B.V.;;;2;;;;;;;;2
BZK;Tyrilo B.V.;;1;;;;;;;;;1
BZK;Uijl Bouwservice;;1;;;;;;;;;1
BZK;Uitgeverij Blauwdruk B.V.;1;;;;;;;;;;1
BZK;Uitgeverij Paris B.V.;1;;;;;;;;;;1
BZK;Uitvaartspreker Margie;;1;;;;;;;;;1
BZK;Umami Restaurant Den Haag B.V.;1;;;;;;;;;;1
BZK;Uneto-VNI;1;;;;;;;;;;1
BZK;UvA Cafe de Krater;1;;;;;;;;;;1
BZK;UW Werkmaatschappij B.V.;;;;;;;;2;;;2
BZK;Valid Express B.V.;;;;;1;;;;;;1
BZK;Van den Hamer Exploitatie B.V.;1;;;;;;;;;;1
BZK;Van der Ent Verhuizingen;;;;;;;;1;;;1
BZK;Van der Plas Meubel en Projekt B.V.;;;;;;;;1;;;1
BZK;Van der Valk Hotel Den Haag B.V.;;1;;;;;;;;;1
BZK;Van Dijk Zakelijk B.V.;;;;;;;;;4;;4
BZK;Van Duijnen Koffie B.V.;;5;;;;;;;;;5
BZK;Van Eck & Oosterink Print en Druk B.V.;;;;;;;;;1;;1
BZK;Van Essel Management Consultancy B.V.;1;;;;;;;;;;1
BZK;Van Gansewinkel Nederland B.V.;;;;;;;5;;;;5
BZK;Van Ginderen License and Finance B.V.;;;4;;;;;;;;4
BZK;Van Griethuysen Holding B.V.;;;;1;;;;;;;1
BZK;Van Haren Publishing B.V.;;;;;;;;;1;;1
BZK;Van Maarseveen Bedrijfskleding & Producten;;;;;;;;;1;;1
BZK;Van Randwijk Paperflow Solutions B.V.;;;;;1;;;;;;1
BZK;Van Uffelen Mode B.V.;;;;;;;;;1;;1
BZK;Van Zwanenburg Handelmaatschappij B.V.;;2;;;;;;;;;2
BZK;VANWAARDE Documentenwacht B.V.;;1;;;;2;;1;;;2
BZK;vareninutrecht.nl;;1;;;;;;;;;1
BZK;Vastgoedjournaal.nl B.V.;1;;;;;;;;;;1
BZK;VCK Travel B.V.;;1;;;;;;;;;1
BZK;Vcompany B.V.;;1;;;;;;;;;1
BZK;VD Heijde B.V.;1;;;;;;;;;;1
BZK;VD Most Bouw;;;;;;;;;1;;1
BZK;Venditoris B.V.;;;;;;;;;2;;2
BZK;Vennendal Vastgoed B.V.;;1;;;;;;;;;1
BZK;Ver. Bedr. Jansen-Wijsmuller & Beuns B.V.;;;;;;3;;;4;;4
BZK;Ver. v. Corp. Real Estate Manag. Execut.;1;;;;;;;;;;1
BZK;Verenig. v. Onr. Goed-Onderzoekers Nederland;1;;;;;;;;;;1
BZK;Vereniging Facility Management Nederland;1;;;;;;;;;;1
BZK;Vereniging van Registercontrollers;1;;;;;;;;;;1
BZK;Verhuurbedrijf Zuid-Holland B.V.;;1;;;;;;;;;1
BZK;Vermaat Winkels/Restaurants Holding B.V.;;2;;;;;;;;;2
BZK;vhp Human Performance B.V.;;;1;;;;;;;;1
BZK;Vink Lisse B.V.;;;;;;;;;1;;1
BZK;Vistaprint B.V.;;;;;;;;;1;;1
BZK;Vitam Catering;1;1;;;;;;;;;1
BZK;Vitamine en Zo;;2;;;;;;;;;2
BZK;Vitasys B.V.;;;;1;;;;;1;;1
BZK;Vitens N.V.;;1;;;;;;;;;1
BZK;Voetcomfort Deventer B.V.;;;;;;;;;1;;1
BZK;VVE Driebergenstraat 109-119;;1;;;;;;;;;1
BZK;Watercompany B.V.;;1;;;;;;;;;1
BZK;Webo Promotion B.V.;;;;;;;;;1;;1
BZK;WEKA Business Media B.V.;;;;;;1;;;;;1
BZK;Werkman Den Haag B.V.;;;;;;;;;1;;1
BZK;WestCord Delft B.V.;;1;;;;;;;;;1
BZK;Wildverband;1;;;;;;;;;;1
BZK;Wiltec B.V.;;;;;;;;;1;;1
