FID,times,timee,number_,date_,carrier,prr_khz,pl_strip_o,height_ft,scan_lps,scanner,pl_density,fov,gdb_geomattr_data,shape
vlieglijnen_wschelde_2022.1,330098903.592199,330099107.873732,18,20220228,OOESA,2 x 240,30%,4900,2 x 85,Riegl VQ-1560 II,2 x 1.19,58.5,,"LINESTRING (24833.677000001073 380262.8321999982, 24863.532099999487 380284.63340000063, 24893.648699998856 380306.0551000014, 24924.29600000009 380327.35440000147, 24954.556899998337 380347.93140000105, 24982.87819999829 380366.7829999998, 25016.332299999893 380388.6442000009, 25036.847800001502 380401.92639999837, 25053.660300001502 380412.7725000009, 25069.24130000174 380422.81219999865, 25078.594000000507 380428.8354999982, 25141.0196999982 380469.0254999995, 25203.433699999005 380509.45589999855, 25237.348200000823 380531.72509999946, 25265.593499999493 380550.46339999884, 25327.51399999857 380592.0097000003, 25351.95129999891 380608.49610000104, 25389.379299998283 380633.78180000186, 25451.157299999148 380675.77160000056, 25477.95600000024 380694.1695000008, 25512.67909999937 380718.21279999986, 25573.935300000012 380761.11670000106, 25635.021899998188 380804.2927000001, 25695.912099998444 380847.751600001, 25756.572200000286 380891.5364000015, 25817.046300001442 380935.55150000006, 25877.281300000846 380979.7580999993, 25937.145700000226 381024.2729999982, 25981.515299998224 381057.58999999985, 25996.68279999867 381068.9884000011, 26023.145700000226 381088.8500000015, 26056.135499998927 381113.57189999893, 26090.859400000423 381139.6246000007, 26115.446699999273 381158.1096000001, 26174.61149999872 381202.6283, 26208.32609999925 381227.9349000007, 26233.766199998558 381246.9787000008, 26292.944699998945 381291.1834000014, 26352.101599998772 381335.32250000164, 26411.22540000081 381379.3995999992, 26470.30999999866 381423.43279999867, 26529.322099998593 381467.4728000015, 26588.219200000167 381511.5476000011, 26646.987599998713 381555.63969999924, 26705.626800000668 381599.72569999844, 26764.1334999986 381643.7888999991, 26795.718800000846 381667.53810000047, 26822.639400001615 381687.72260000184, 26881.217300001532 381731.4659000002, 26939.80600000173 381775.1226999983, 26998.36129999906 381818.7633000016, 27056.906100001186 381862.38800000027, 27115.445000000298 381906.01579999924, 27173.98090000078 381949.6988000013, 27232.51370000094 381993.4426999986, 27291.039599999785 382037.2540999986, 27349.560699999332 382081.13639999926, 27408.073600001633 382125.0929999985, 27466.56740000099 382169.1341999993, 27525.036600001156 382213.2635000013, 27583.458200000226 382257.4759000018, 27641.807500001043 382301.7608000003, 27700.062800001353 382346.1132999994, 27758.20360000059 382390.54940000176, 27816.20439999923 382435.1042999998, 27874.051600001752 382479.73380000144, 27931.7602000013 382524.37629999965, 27989.39189999923 382568.96009999886, 28013.580800000578 382587.6585999988, 28046.96420000121 382613.4626000002, 28104.61080000177 382657.72560000047, 28139.011700000614 382683.8786999993, 28162.47030000016 382701.6077999994, 28202.206700000912 382731.4930999987, 28220.495000001043 382745.2071999982, 28278.62200000137 382788.6253999993, 28307.173200000077 382809.80270000175, 28336.945000000298 382831.76889999956, 28395.42960000038 382874.70760000125, 28453.981899999082 382917.58399999887, 28512.58680000156 382960.40190000087, 28571.265000000596 383003.1085000001, 28630.00510000065 383045.7373000011, 28688.791999999434 383088.3311999999, 28747.57899999991 383130.9167000018, 28806.350099999458 383173.4600000009, 28865.114700000733 383215.92280000076, 28923.829500000924 383258.35179999843, 28982.45360000059 383300.78709999844, 29040.978700000793 383343.2232999988, 29099.41319999844 383385.63899999857, 29157.662099998444 383427.9899000004, 29215.750500001013 383470.30640000105, 29273.732200000435 383512.5416000001, 29331.65509999916 383554.6865000017, 29389.566599998623 383596.7478, 29447.49370000139 383638.72250000015, 29505.4571999982 383680.60350000113, 29563.454900000244 383722.38859999925, 29621.481600001454 383764.08999999985, 29679.574400000274 383805.69260000065, 29737.743999999017 383847.25829999894, 29795.95069999993 383888.8493000008, 29854.170299999416 383930.48959999904, 29912.401200000197 383972.12249999866, 29970.585000000894 384013.74720000103, 30028.68829999864 384055.39009999856, 30086.778299998492 384096.98600000143, 30144.92689999938 384138.5388999991, 30203.12519999966 384180.1479999982, 30261.355000000447 384221.83370000124, 30319.487500000745 384263.7606999986, 30377.45340000093 384305.99280000106, 30435.28220000118 384348.46599999815, 30492.96209999919 384391.20169999823, 30550.532900001854 384434.1488999985, 30581.044199999422 384456.9464999996, 30608.108800001442 384477.1777999997, 30665.718299999833 384520.28770000115, 30723.308400001377 384563.49230000004, 30780.932500001043 384606.7633999996, 30838.637200001627 384650.1009999998, 30896.382399998605 384693.51630000025, 30954.169300001115 384737.0256999992, 31011.98310000077 384780.5940999985, 31069.803700000048 384824.2296999991, 31127.55480000004 384867.9633000009, 31185.30380000174 384911.7076999992, 31243.01889999956 384955.3601000011, 31300.66629999876 384998.96240000054, 31358.252700001 385042.49450000003, 31377.529800001532 385057.04560000077, 31389.03559999913 385065.72300000116, 31415.770100001246 385085.86410000175, 31448.521099999547 385110.47190000117, 31473.236099999398 385128.99529999867, 31530.688900001347 385171.90480000153, 31588.1259999983 385214.64400000125, 31645.550200000405 385257.2928000018, 31702.925200000405 385299.9578999989, 31760.275699999183 385342.68769999966, 31817.669900000095 385385.4237000011, 31875.033599998802 385428.2322999984, 31932.341299999505 385471.1563999988, 31989.672499999404 385514.1127999984, 32047.09470000118 385557.0476000011, 32104.551399998367 385600.0401000008, 32162.032900001854 385643.09380000085, 32219.596000000834 385686.10830000043, 32277.173000000417 385729.13870000094, 32334.73110000044 385772.117899999, 32392.269799999893 385815.05579999834, 32449.749699998647 385857.9880999997, 32478.194699998945 385879.2206000015, 32507.21719999984 385900.8533000015, 32564.66849999875 385943.63280000165, 32622.090500000864 385986.33790000156, 32679.494800001383 386028.92269999906, 32736.86140000075 386071.4301000014, 32794.263099998236 386113.81709999964, 32851.76649999991 386156.133200001, 32909.33590000123 386198.51960000023, 32966.973900001496 386240.93609999865, 33024.71539999917 386283.36190000176, 33082.56179999933 386325.79239999875, 33140.52470000088 386368.19530000165, 33198.60860000178 386410.5489999987, 33256.83150000125 386452.9167999998, 33315.06540000066 386495.31610000134, 33373.268599998206 386537.75470000133, 33431.46409999952 386580.1484000012, 33489.65680000186 386622.46379999816, 33547.87519999966 386664.7012999989, 33606.06370000169 386706.92240000144, 33664.243599999696 386749.0885999985, 33722.47450000048 386791.1585999988, 33780.71799999848 386833.2756999992, 33838.94330000132 386875.39829999954, 33897.1473999992 386917.57660000026, 33955.31129999831 386959.8621999994, 34013.381799999624 387002.26309999824, 34071.41429999843 387044.68769999966, 34129.427999999374 387087.15249999985, 34187.39070000127 387129.70589999855, 34245.256599999964 387172.4123999998, 34302.95820000023 387215.2648999989, 34360.459800001234 387258.31639999896, 34417.81219999865 387301.53339999914, 34475.0839000009 387344.881000001, 34532.33980000019 387388.30750000104, 34589.6389000006 387431.7791999988, 34646.98420000076 387475.3350000009, 34704.33960000053 387518.97569999844, 34727.58610000089 387536.6510999985, 34761.75510000065 387562.616799999, 34819.234999999404 387606.2302000001, 34876.83060000092 387649.75030000135, 34934.558299999684 387693.1387999989, 34992.40509999916 387736.40260000154, 35050.297299999744 387779.6303999983, 35108.18609999865 387822.876699999, 35166.04120000079 387866.14770000055, 35223.86470000073 387909.4490999989, 35281.59629999846 387952.8434999995, 35339.23429999873 387996.32189999893, 35396.887099999934 388039.7639000006, 35454.67669999972 388083.0364000015, 35512.55710000172 388126.1915999986, 35570.47580000013 388169.30420000106, 35628.45679999888 388212.33139999956, 35686.497299999 388255.2375999987, 35744.55270000175 388298.0262000002, 35802.575199998915 388340.7281999998, 35860.550599999726 388383.39079999924, 35918.44990000129 388426.0780999996, 35976.24920000136 388468.8440000005, 36034.01339999959 388511.63589999825, 36091.83549999818 388554.35920000076, 36149.743200000376 388596.98420000076, 36207.69009999931 388639.57119999826, 36265.742400001734 388682.0450000018, 36295.422200001776 388703.64070000127, 36323.97879999876 388724.3526000008, 36382.314399998635 388766.570700001, 36440.63210000098 388808.8387000002, 36498.911699999124 388851.2184999995, 36557.17940000072 388893.7215999998, 36615.43890000135 388936.3658000007, 36673.68219999969 388979.1568999998, 36706.003800000995 389002.9679999985, 36714.15650000051 389008.9798000008, 36719.98050000146 389013.27639999986, 36731.919900000095 389022.0843999982, 36746.188799999654 389032.6176000014)"
vlieglijnen_wschelde_2022.3,330101938.769382,330102107.470009,8,20220228,OOESA,2 x 240,30%,4900,2 x 85,Riegl VQ-1560 II,2 x 1.19,58.5,,"LINESTRING (45539.07330000028 383079.40029999986, 45504.545099999756 383090.4096000008, 45470.04439999908 383101.66010000184, 45435.237300001085 383113.30689999834, 45420.43200000003 383118.3586000018, 45401.16310000047 383125.02149999887, 45366.44530000165 383137.27899999917, 45332.4598999992 383149.5843000002, 45297.145300000906 383162.66640000045, 45263.92469999939 383175.2237999998, 45195.52789999917 383201.73369999975, 45127.25319999829 383228.9375, 45059.11129999906 383256.7446999997, 45019.31069999933 383273.25349999964, 44991.1101000011 383285.07730000094, 44956.481400001794 383299.6827000007, 44923.22639999911 383313.72100000083, 44892.014800000936 383326.86389999837, 44855.381599999964 383342.2346000001, 44823.17280000076 383355.7344999984, 44787.593899998814 383370.6556000002, 44760.83229999989 383381.8696000017, 44719.845400001854 383398.9919999987, 44691.38030000031 383410.7787999995, 44652.043900001794 383426.8720000014, 44584.16629999876 383454.2237999998, 44548.51949999854 383468.4591999985, 44516.26619999856 383481.28539999947, 44448.384300000966 383508.2829999998, 44380.55579999834 383535.43620000035, 44312.73039999977 383562.6035999991, 44244.865699999034 383589.62590000033, 44176.97069999948 383616.54190000147, 44109.050400000066 383643.34800000116, 44041.12640000135 383670.14400000125, 43973.21849999949 383697.0073999986, 43905.33720000088 383723.944600001, 43837.50800000131 383751.07400000095, 43769.743599999696 383778.4255999997, 43702.03209999949 383805.93719999865, 43634.37680000067 383833.5742000006, 43566.80559999868 383861.4239999987, 43499.34789999947 383889.56489999965, 43432.02039999887 383918.0287999995, 43364.82649999857 383946.7778000012, 43297.778999999166 383975.8227000013, 43275.017599999905 383985.77259999886, 43230.879399999976 384005.17350000143, 43196.793900001794 384020.1699000001, 43164.04910000041 384034.53819999844, 43097.23319999874 384063.76889999956, 43052.79610000178 384083.1479999982, 43030.40680000186 384092.8949000016, 42963.536699999124 384121.87040000036, 42896.56579999998 384150.50290000066, 42829.48629999906 384178.8126000017, 42762.32279999927 384206.9114000015, 42695.07649999857 384234.81720000133, 42627.74529999867 384262.5687999986, 42560.36910000071 384290.2945000008, 42492.96249999851 384317.999499999, 42425.523099999875 384345.69949999824, 42358.05519999936 384373.4288999997, 42290.55370000005 384401.1821999997, 42223.01909999922 384428.97839999944, 42155.44519999996 384456.82079999894, 42087.83159999922 384484.72520000115, 42020.17430000007 384512.69370000064, 41952.47260000184 384540.72879999876, 41884.72300000116 384568.8647999987, 41816.9235999994 384597.1020000018, 41749.07669999823 384625.4547000006, 41681.19880000129 384653.9759000018, 41613.28849999979 384682.60339999944, 41545.33949999884 384711.2404999994, 41477.36710000038 384739.85339999944, 41409.38399999961 384768.42080000043, 41377.08769999817 384781.96290000156, 41341.387299999595 384796.9103000015, 41273.38399999961 384825.38430000097, 41205.38870000094 384853.93250000104, 41137.39959999919 384882.5694000013, 41069.4048999995 384911.3242000006, 41001.38830000162 384940.22289999947, 40933.31920000166 384969.2237999998, 40865.18710000068 384998.3295000009, 40797.00120000169 385027.5463999994, 40728.76399999857 385056.8277999982, 40660.49020000175 385086.15089999884, 40592.184099998325 385115.45800000057, 40523.85350000113 385144.7252999991, 40455.50609999895 385173.95160000026, 40387.131599999964 385203.0850000009, 40318.73649999872 385232.1396000013, 40250.32299999893 385261.1121000014, 40181.890200000256 385290.00360000134, 40113.43239999935 385318.82649999857, 40044.94779999927 385347.6064000018, 39976.42720000073 385376.3559000008, 39907.862700000405 385405.10500000045, 39839.2360999994 385433.8387000002, 39770.54250000045 385462.58940000087, 39701.78819999844 385491.3968999982, 39663.26749999821 385507.5936000012, 39632.999099999666 385520.3786999993, 39564.191300000995 385549.6066999994, 39495.33700000122 385578.9279999994, 39426.43499999866 385608.2567999996, 39357.50450000167 385637.58729999885, 39288.57429999858 385666.9554999992, 39219.667199999094 385696.39079999924, 39150.782900001854 385725.84219999984, 39081.960200000554 385755.4021999985, 39013.19570000097 385785.07090000063, 38944.45320000127 385814.75450000167, 38875.743200000376 385844.4605999999, 38807.0784999989 385874.1955000013, 38738.428599998355 385903.84420000017, 38669.792199999094 385933.38120000064, 38601.18219999969 385962.85280000046, 38532.58570000157 385992.21499999985, 38463.99289999902 386021.4310000017, 38395.406599998474 386050.53660000116, 38326.81170000136 386079.5064000003, 38258.20179999992 386108.33509999886, 38189.59499999881 386137.11459999904, 38120.98680000007 386165.8627999984, 38052.38100000098 386194.62409999967, 37983.79600000009 386223.500500001, 37915.23380000144 386252.5175999999, 37846.69069999829 386281.6953999996, 37778.17660000175 386311.10280000046, 37709.69379999861 386340.78079999983, 37641.21880000085 386370.6699000001, 37618.965500000864 386380.431499999, 37572.74929999933 386400.76570000127, 37504.24769999832 386430.877700001, 37435.69269999862 386460.90509999916, 37367.095600001514 386490.88540000096, 37298.46579999849 386520.8262999989, 37229.80620000139 386550.7131000012, 37161.12449999899 386580.56909999996, 37092.403999999166 386610.3090999983, 37023.642599999905 386639.96070000157, 36954.83139999956 386669.622299999, 36885.96519999951 386699.33509999886, 36817.04120000079 386729.0747000016, 36748.028799999505 386758.8317000009, 36678.857000000775 386788.5778999999, 36609.4534999989 386818.2837000005, 36574.31850000098 386833.27230000123, 36539.857200000435 386847.95160000026, 36506.44209999964 386862.1680999994, 36470.25710000098 386877.53819999844, 36400.75070000067 386906.96440000087, 36331.34860000014 386936.1554000005, 36262.05649999902 386965.1354999989, 36192.90500000119 386994.03550000116, 36123.88760000095 387022.90210000053, 36054.971799999475 387051.7661000006, 35986.101900000125 387080.5432999991, 35917.243599999696 387109.24650000036, 35848.406399998814 387138.0493000001, 35779.57899999991 387167.00079999864, 35710.72089999914 387196.03079999983, 35641.81129999831 387225.1174999997, 35572.84160000086 387254.2465999983, 35503.80050000176 387283.38280000165, 35434.688999999315 387312.50719999894, 35365.518399998546 387341.6004999988, 35296.30660000071 387370.65569999814, 35227.06789999828 387399.6568999998, 35157.83190000057 387428.6788999997, 35088.59930000082 387457.69750000164, 35059.873700000346 387469.7615999989, 35019.390299998224 387486.80099999905, 34950.208299998194 387515.98380000144, 34881.04619999975 387545.2104999982, 34811.922299999744 387574.5240999982, 34742.84380000085 387603.9299999997, 34673.792599998415 387633.33949999884, 34604.778999999166 387662.75019999966, 34535.81179999933 387692.18189999834, 34466.89449999854 387721.62999999896, 34398.01469999924 387751.0170000009, 34329.14499999955 387780.24230000004, 34260.28200000152 387809.27910000086, 34191.405900001526 387838.0278000012, 34122.523899998516 387866.58630000055, 34058.81480000168 387892.9475999996, 34045.04140000045 387898.6464000009, 34026.79039999843 387906.1961000003, 34007.50769999996 387914.1755999997)"
vlieglijnen_wschelde_2022.2,330099962.307044,330100261.385884,20,20220228,OOESA,2 x 240,30%,4900,2 x 85,Riegl VQ-1560 II,2 x 1.19,58.5,,"LINESTRING (45808.113499999046 369712.7371000014, 45821.382399998605 369741.71559999883, 45841.29949999973 369785.1942999996, 45874.53750000149 369857.6794999987, 45907.77749999985 369930.2049999982, 45941.12889999896 370002.7270999998, 45974.645500000566 370075.22030000016, 46008.3284999989 370147.6823000014, 46042.15599999949 370220.12359999865, 46076.18320000172 370292.5207999982, 46089.16039999947 370320.0249999985, 46110.35220000148 370364.90399999917, 46144.38879999891 370437.37260000035, 46178.13969999924 370509.9888000004, 46211.75450000167 370582.6827000007, 46245.3077000007 370655.40480000153, 46278.88069999963 370728.1134000011, 46312.48779999837 370800.80249999836, 46345.99130000174 370873.54520000145, 46379.24799999967 370946.40239999816, 46412.159699998796 371019.40850000083, 46427.039400000125 371052.66849999875, 46444.788800001144 371092.5454999991, 46463.64959999919 371135.00499999896, 46477.32299999893 371165.7536999993, 46509.908900000155 371238.9754000008, 46542.52690000087 371312.2100000009, 46575.26060000062 371385.4189000018, 46608.08570000157 371458.60489999875, 46641.05739999935 371531.7479999997, 46674.215500000864 371604.83940000087, 46707.41539999843 371677.9422999993, 46740.63360000029 371751.0628999993, 46773.88010000065 371824.18189999834, 46807.08920000121 371897.3229999989, 46840.2901000008 371970.4800999984, 46873.46480000019 372043.6579999998, 46906.56450000033 372116.86769999936, 46939.550000000745 372190.11780000106, 46972.52910000086 372263.3460999988, 47005.40920000151 372336.5832000002, 47038.11439999938 372409.8643999994, 47070.734700001776 372483.1609000005, 47103.26960000023 372556.4871999994, 47135.704900000244 372629.86030000076, 47168.028999999166 372703.28720000014, 47200.33460000157 372776.74130000174, 47232.73050000146 372850.18930000067, 47265.24430000037 372923.6171000004, 47297.98310000077 372996.9836000018, 47330.89519999921 373070.3132000007, 47363.85550000146 373143.6565000005, 47396.822399999946 373217.0287999995, 47429.82169999927 373290.42170000076, 47462.815200001 373363.8515999988, 47495.91220000014 373437.2740000002, 47529.1083999984 373510.6843999997, 47562.338599998504 373584.0976999998, 47595.62909999862 373657.50549999997, 47628.98189999908 373730.90210000053, 47662.381400000304 373804.28119999915, 47695.77479999885 373877.64290000126, 47729.13190000132 373950.98099999875, 47762.44649999961 374024.29349999875, 47795.661699999124 374097.60060000047, 47828.843400001526 374170.87950000167, 47845.31049999967 374207.12220000103, 47862.1651000008 374244.0656000003, 47895.65179999918 374317.1583000012, 47929.19519999996 374390.2087999992, 47962.76979999989 374463.2232999988, 47996.37759999931 374536.2093999982, 48029.9263000004 374609.2091999985, 48063.414999999106 374682.21819999814, 48096.83819999918 374755.23999999836, 48130.152600001544 374828.2954000011, 48163.36070000008 374901.38329999894, 48196.582800000906 374974.4477000013, 48229.89479999989 375047.4591999985, 48263.32600000128 375120.4173000008, 48296.85929999873 375193.33769999817, 48330.50589999929 375266.2248999998, 48364.32389999926 375339.05629999936, 48398.20030000061 375411.88899999857, 48432.041700001806 375484.76370000094, 48465.90019999817 375557.6627999991, 48499.88740000129 375630.53720000014, 48533.949000000954 375703.4112999998, 48568.03150000051 375776.3018999994, 48602.06789999828 375849.2281000018, 48636.02459999919 375922.1895999983, 48669.928399998695 375995.1614000015, 48703.85139999911 376068.0984000005, 48737.747900001705 376141.0106000006, 48771.59650000185 376213.9118000008, 48805.36129999906 376286.81379999965, 48821.04149999842 376320.7076999992, 48839.08980000019 376359.69000000134, 48872.78610000014 376432.53709999844, 48906.29309999943 376505.43180000037, 48921.79989999905 376539.3552000001, 48939.60000000149 376578.40100000054, 48972.749099999666 376651.42920000106, 48990.88949999958 376691.632100001, 49005.66869999841 376724.55040000007, 49038.338100001216 376797.7804999985, 49055.95430000126 376837.3412999995, 49070.97800000012 376871.03810000047, 49103.65819999948 376944.3018000014, 49136.34290000051 377017.59329999983, 49169.0736999996 377090.8986000009, 49201.88360000029 377164.2001999989, 49234.72639999911 377237.5212999992, 49267.616099998355 377310.8627999984, 49300.55959999934 377384.22780000046, 49322.12539999932 377432.3104999997, 49333.46660000086 377457.6517000012, 49366.281599998474 377531.1521999985, 49399.1138000004 377604.6860000007, 49432.104200001806 377678.20439999923, 49465.29930000007 377751.6942999996, 49498.53339999914 377825.2336000018, 49511.49210000038 377853.93459999934, 49531.800599999726 377898.8359000012, 49565.231800001115 377972.46609999985, 49598.77930000052 378046.1420000009, 49632.3665000014 378119.8973999992, 49666.04710000008 378193.7045000009, 49699.76000000164 378267.5689999983, 49733.466299999505 378341.49500000104, 49767.136500000954 378415.4765000008, 49800.71970000118 378489.50450000167, 49834.314199998975 378563.51469999924, 49867.9673999995 378637.48380000144, 49901.697000000626 378711.38809999824, 49935.433699999005 378785.2457999997, 49969.21449999884 378859.02259999886, 50003.02659999952 378932.7098999992, 50036.80950000137 379006.3145999983, 50070.58729999885 379079.81500000134, 50104.359799999744 379153.20329999924, 50138.1053000018 379226.47879999876, 50171.79820000008 379299.6488999985, 50205.46200000122 379372.70169999823, 50239.143599998206 379445.6141999997, 50272.913600001484 379518.37150000036, 50306.79679999873 379590.9921000004, 50340.72340000048 379663.53400000185, 50374.713799998164 379736.0069999993, 50408.8088000007 379808.4012000002, 50442.982200000435 379880.7327999994, 50477.118400000036 379953.055399999, 50511.229400001466 380025.3531000018, 50545.36710000038 380097.60489999875, 50579.52380000055 380169.81639999896, 50613.68230000138 380241.98690000176, 50647.849199999124 380314.1063000001, 50682.0410999991 380386.1640999988, 50694.54039999843 380412.44029999897, 50716.33819999918 380458.10880000144, 50737.086399998516 380501.59219999984, 50750.58909999952 380529.98110000044, 50759.44559999928 380548.6715000011, 50784.50580000132 380601.89609999955, 50804.87510000169 380645.4221000001, 50818.14429999888 380673.82930000126, 50851.60319999978 380745.7085000016, 50866.0615000017 380776.97360000014, 50884.73420000076 380817.5923999995, 50901.3590000011 380853.8942999989, 50917.61430000141 380889.46599999815, 50950.29540000111 380961.2905000001, 50982.73310000077 381033.05900000036, 51014.88100000098 381104.79470000044, 51046.800799999386 381176.47729999945, 51078.528599999845 381248.10170000046, 51109.94590000063 381319.73380000144, 51141.00219999999 381391.4123999998, 51156.23110000044 381426.9123999998, 51171.647500000894 381463.1475000009, 51201.84730000049 381534.9519000016, 51231.7034999989 381606.8024000004, 51261.24709999934 381678.68510000035, 51278.32360000163 381720.36609999835, 51290.69929999858 381750.52980000153, 51320.18360000104 381822.2793000005, 51336.85099999979 381862.77809999883, 51349.68189999834 381893.9409000017, 51379.24709999934 381965.50549999997, 51409.022900000215 382036.9279999994, 51439.01139999926 382108.2071999982, 51456.618799999356 382149.8522000015, 51469.12819999829 382179.37370000035, 51487.56799999997 382222.72569999844, 51499.40780000016 382250.4092000015, 51529.952100001276 382321.2602000013, 51560.68549999967 382391.93730000034, 51591.55860000104 382462.44249999896, 51622.57979999855 382532.75019999966, 51653.69519999996 382602.8669000007, 51684.83179999888 382672.80310000107, 51699.96389999986 382706.64510000125, 51716.0811999999 382742.51570000127, 51747.53040000051 382811.96400000155, 51763.31230000034 382846.59420000017, 51779.10960000008 382881.1728999987, 51810.738099999726 382950.17720000073, 51842.452300000936 383018.9574000016, 51874.256400000304 383087.5155999996, 51906.08439999819 383155.88329999894, 51937.90230000019 383224.0687999986, 51969.74399999902 383292.0604000017, 52001.56850000098 383359.8643999994, 52033.305300001055 383427.50459999964, 52064.913800001144 383494.9941000007, 52096.35869999975 383562.3434000015, 52127.63049999997 383629.568500001, 52158.701900001615 383696.6898000017, 52189.66349999979 383763.6845000014, 52220.59180000052 383830.55209999904, 52251.5791000016 383897.2771999985, 52282.700199998915 383963.84970000014, 52313.965500000864 384030.2980000004, 52345.413400001824 384096.63379999995, 52357.740699999034 384122.4741999991, 52377.096799999475 384162.8537000008, 52408.87090000138 384229.02639999986, 52440.48369999975 384295.27589999884, 52471.847399998456 384361.62970000133, 52503.017200000584 384428.0621000007, 52513.28610000014 384449.99280000106, 52534.11659999937 384494.5227999985, 52552.69260000065 384534.43019999936, 52565.01159999892 384561.0612999983, 52595.597199998796 384627.7085000016, 52625.96249999851 384694.4048999995, 52656.19860000163 384761.1074000001, 52686.38149999827 384827.80000000075, 52716.4915000014 384894.49760000035, 52746.487100001425 384961.21759999916, 52776.34930000082 385027.9750000015, 52806.13500000164 385094.73970000073, 52835.930500000715 385161.4721000008, 52865.73900000006 385228.1620000005, 52895.55559999868 385294.80629999936, 52925.37379999831 385361.3973999992, 52955.1603000015 385427.93470000103, 52984.83430000022 385494.4453999996, 53014.368599999696 385560.9268999994, 53043.75530000031 385627.3647999987, 53072.9822999984 385693.7459000014, 53102.04679999873 385760.07140000165, 53130.98999999836 385826.3449999988, 53159.78559999913 385892.57499999925, 53188.420099999756 385958.7404999994, 53205.8387000002 385999.05160000175, 53216.96200000122 386024.8011999987, 53245.3825000003 386090.7708999999, 53273.604899998754 386156.6735999994, 53301.63870000094 386222.4633000009, 53329.586399998516 386288.0802000016, 53357.43160000071 386353.5434000008, 53385.12779999897 386418.8896000013, 53412.68789999932 386484.14189999923, 53440.173099998385 386549.29560000077, 53467.61960000172 386614.35350000113, 53479.957400001585 386643.60119999945, 53495.01370000094 386679.3300999999, 53510.66090000048 386716.31909999996, 53522.53069999814 386744.1887000017, 53550.40689999983 386808.86780000106, 53578.57079999894 386873.39770000055, 53596.330099999905 386913.6563999988, 53607.05220000073 386937.7833000012, 53635.86560000107 387002.0122999996, 53664.814399998635 387066.0962000005, 53693.67529999837 387130.09420000017, 53722.3423999995 387194.0304000005, 53750.96779999882 387257.86089999974, 53779.636700000614 387321.5692999996, 53808.46049999818 387385.1334999986, 53837.4646999985 387448.5428000018, 53866.60069999844 387511.8328000009, 53895.865699999034 387575.03810000047, 53925.267000000924 387638.1794999987, 53954.835799999535 387701.2533, 53984.56199999899 387764.26839999855, 54014.36259999871 387827.2544, 54044.120799999684 387890.2424999997, 54073.87090000138 387953.20529999956, 54103.623500000685 388016.1559000015, 54133.30900000036 388079.12139999866, 54162.95399999991 388142.0756999999, 54192.69970000163 388204.9569000006, 54222.647700000554 388267.74069999903, 54252.814399998635 388330.44579999894, 54283.14330000058 388393.12779999897, 54313.593400001526 388455.8220000006, 54344.15819999948 388518.55860000104, 54359.352699998766 388549.625500001, 54374.892599999905 388581.3354000002, 54392.90540000051 388618.1085000001, 54405.661400001496 388644.2307999991, 54436.23079999909 388707.3438999988, 54466.57600000128 388770.68200000003, 54496.79069999978 388834.2021000013, 54526.957400001585 388897.8612000011, 54557.12240000069 388961.64400000125, 54587.33229999989 389025.55409999937, 54617.64620000124 389089.6024999991, 54648.112100001425 389153.7771999985, 54678.69519999996 389218.08769999817, 54694.32279999927 389250.9428999983, 54709.38170000166 389282.5309000015, 54740.18980000168 389347.0854000002, 54770.94379999861 389411.8526000008, 54801.57259999961 389476.9017999992, 54832.0887000002 389542.25930000097, 54862.4226000011 389607.96559999883, 54892.55139999837 389674.0155999996, 54922.558499999344 389740.34849999845, 54952.52259999886 389806.8905999996, 54982.46229999885 389873.5811999999, 55012.42170000076 389940.3874000013, 55042.48930000141 390007.29509999976, 55072.60500000045 390074.31439999864, 55102.68250000104 390141.48490000144, 55132.77519999817 390208.7943000011, 55162.96990000084 390276.20859999955, 55193.273499999195 390343.7201000005, 55223.67949999869 390411.32090000063, 55254.24839999899 390479.01779999956, 55285.02650000155 390546.79520000145, 55297.68809999898 390574.61510000005, 55300.46950000152 390580.72410000116, 55304.64209999889 390589.8914999999, 55311.44359999895 390604.8359999992, 55316.69880000129 390616.38910000026)"
