OBJECTID,SIGMA_ID,REF_FUNC_SPOORTAK_NAAM_LANG,KANTCODE,M_SIGMATRAJECT_BEGIN,M_SIGMATRAJECT_EIND,PUBLICATIEDATUM,DATUM_GOEDGEKEURD,ELEMENT_TYPE,ELEMENT_LENGTE,STRAAL_BEGIN,STRAAL_EIND,ROTATIE_BEGIN,ROTATIE_EIND,ARGUMENT_BEGIN,ARGUMENT_EIND,VOLGNUMMER,LENGTE_TOTAAL_SIGMATRAJECT,BEIDE_EINDEN_GELIJK,POSITIONELE_NAUWKEURIGHEID_MM,REF_FUNCTIONELE_SPOORTAK_PUIC,SIGMATRAJECT_GUID,REF_WISSEL_KRUISING_PUIC,Shape__Length
582,940806,009_105AR_138.7,R,1.03161,3.03161,2021/10/29 14:30:53+00,2019/07/24 02:00:00+00,Boog,2,250,250,CW,CW,2.16749998,2.15949998,1,58.081794,Ja,10,559db338-843d-4b02-bd2a-0d3b9972c864,3a7752e4-501f-4e14-b821-cb4723ea657e,602f9c61-b16e-4f1f-910b-191b15977b30,2.00002603781666
583,940807,009_105AR_138.7,R,3.03161,21.56313,2021/10/29 14:30:53+00,2019/07/24 02:00:00+00,Boog,18.53152,200,200,CW,CW,2.15949998,2.06684238,2,58.081794,Ja,10,559db338-843d-4b02-bd2a-0d3b9972c864,3a7752e4-501f-4e14-b821-cb4723ea657e,602f9c61-b16e-4f1f-910b-191b15977b30,18.5315068639347
584,940808,009_105AR_138.7,R,21.56313,26.18708,2021/10/29 14:30:53+00,2019/07/24 02:00:00+00,Rechtstand,4.62395,,,,,2.06684243,2.06684243,3,58.081794,Ja,10,559db338-843d-4b02-bd2a-0d3b9972c864,3a7752e4-501f-4e14-b821-cb4723ea657e,602f9c61-b16e-4f1f-910b-191b15977b30,4.62393297961811
585,940809,009_105AR_138.7,R,26.18708,29.040897,2021/10/29 14:30:53+00,2019/07/24 02:00:00+00,Rechtstand,2.853817,,,,,2.06684233,2.06684233,4,58.081794,Ja,10,559db338-843d-4b02-bd2a-0d3b9972c864,3a7752e4-501f-4e14-b821-cb4723ea657e,602f9c61-b16e-4f1f-910b-191b15977b30,2.8538705121291
586,940810,009_105AR_138.7,R,29.040897,31.894714,2021/10/29 14:30:53+00,2019/07/24 02:00:00+00,Rechtstand,2.853817,,,,,2.06684233,2.06684233,5,58.081794,Ja,10,559db338-843d-4b02-bd2a-0d3b9972c864,3a7752e4-501f-4e14-b821-cb4723ea657e,65ace3c5-fbf2-45d6-964d-e74b7ae4d8dd,2.8537825652982
587,940811,009_105AR_138.7,R,31.894714,36.518664,2021/10/29 14:30:53+00,2019/07/24 02:00:00+00,Rechtstand,4.62395,,,,,2.06684254,2.06684254,6,58.081794,Ja,10,559db338-843d-4b02-bd2a-0d3b9972c864,3a7752e4-501f-4e14-b821-cb4723ea657e,65ace3c5-fbf2-45d6-964d-e74b7ae4d8dd,4.62393297961811
588,940812,009_105AR_138.7,R,36.518664,55.050184,2021/10/29 14:30:53+00,2019/07/24 02:00:00+00,Boog,18.53152,200,200,CCW,CCW,2.06684249,2.15950009,7,58.081794,Ja,10,559db338-843d-4b02-bd2a-0d3b9972c864,3a7752e4-501f-4e14-b821-cb4723ea657e,65ace3c5-fbf2-45d6-964d-e74b7ae4d8dd,18.5315079381044
589,940813,009_105AR_138.7,R,55.050184,57.050184,2021/10/29 14:30:53+00,2019/07/24 02:00:00+00,Boog,2,250,250,CCW,CCW,2.15950009,2.16750009,8,58.081794,Ja,10,559db338-843d-4b02-bd2a-0d3b9972c864,3a7752e4-501f-4e14-b821-cb4723ea657e,65ace3c5-fbf2-45d6-964d-e74b7ae4d8dd,2.00002642956166
590,940814,009_105AR_138.7,R,57.050184,58.081794,2021/10/29 14:30:53+00,2019/07/24 02:00:00+00,Rechtstand,1.03161,,,,,2.16750009,2.16750009,9,58.081794,Ja,10,559db338-843d-4b02-bd2a-0d3b9972c864,3a7752e4-501f-4e14-b821-cb4723ea657e,65ace3c5-fbf2-45d6-964d-e74b7ae4d8dd,1.03158760170913
591,940815,009_17R_114.6,R,0,27.365,2021/10/29 14:30:54+00,2019/07/22 02:00:00+00,Rechtstand,27.365,,,,,2.8903416,2.8903416,0,678.742,Ja,10,ff21139d-7ff7-4bf6-bc20-2127023c93bb,3cfa0368-daa1-4014-aa71-9e823dc08f54,8932ad9a-3ba3-4b34-a216-264701efbaf5,27.3650084085498
592,940816,009_17R_114.6,R,27.365,36.57,2021/10/29 14:30:54+00,2019/07/22 02:00:00+00,Rechtstand,9.205,,,,,2.8903416,2.8903416,1,678.742,Ja,10,ff21139d-7ff7-4bf6-bc20-2127023c93bb,3cfa0368-daa1-4014-aa71-9e823dc08f54,8932ad9a-3ba3-4b34-a216-264701efbaf5,9.20501429928276
593,940817,009_17R_114.6,,36.57,41.55699,2021/10/29 14:30:54+00,2019/07/22 02:00:00+00,Rechtstand,4.98699,,,,,2.8903416,2.8903416,2,678.742,Ja,10,ff21139d-7ff7-4bf6-bc20-2127023c93bb,3cfa0368-daa1-4014-aa71-9e823dc08f54,,4.98696984149694
594,940818,009_17R_114.6,,41.55699,55.91262,2021/10/29 14:30:54+00,2019/07/22 02:00:00+00,Boog,14.35563,30000,30000,CW,CW,2.8903416,2.88986308,3,678.742,Ja,10,ff21139d-7ff7-4bf6-bc20-2127023c93bb,3cfa0368-daa1-4014-aa71-9e823dc08f54,,14.3556971877967
595,940819,009_17R_114.6,,55.91262,294.4684,2021/10/29 14:30:54+00,2019/07/22 02:00:00+00,Rechtstand,238.55578,,,,,2.88986308,2.88986308,4,678.742,Ja,10,ff21139d-7ff7-4bf6-bc20-2127023c93bb,3cfa0368-daa1-4014-aa71-9e823dc08f54,,238.55573981007
596,940820,009_17R_114.6,,294.4684,394.4684,2021/10/29 14:30:54+00,2019/07/22 02:00:00+00,Overgangsboog,100,,780,,CW,2.88986308,2.82576052,5,678.742,Ja,10,ff21139d-7ff7-4bf6-bc20-2127023c93bb,3cfa0368-daa1-4014-aa71-9e823dc08f54,,100.000035994539
597,940821,009_17R_114.6,,394.4684,449.88264,2021/10/29 14:30:54+00,2019/07/22 02:00:00+00,Boog,55.41424,780,780,CW,CW,2.82576051,2.75471661,6,678.742,Ja,10,ff21139d-7ff7-4bf6-bc20-2127023c93bb,3cfa0368-daa1-4014-aa71-9e823dc08f54,,55.4142332648209
598,940822,009_17R_114.6,,449.88264,523.01143,2021/10/29 14:30:54+00,2019/08/29 02:00:00+00,Boog,73.12879,930,930,CW,CW,2.75471661,2.6760835,7,678.742,Ja,10,ff21139d-7ff7-4bf6-bc20-2127023c93bb,3cfa0368-daa1-4014-aa71-9e823dc08f54,,73.1287994128654
599,940823,009_17R_114.6,,523.01143,613.06703,2021/10/29 14:30:54+00,2019/08/29 02:00:00+00,Boog,90.0556,754,754,CW,CW,2.67608351,2.55664637,8,678.742,Ja,10,ff21139d-7ff7-4bf6-bc20-2127023c93bb,3cfa0368-daa1-4014-aa71-9e823dc08f54,,90.0554975386246
600,940824,009_17R_114.6,,613.06703,644.577,2021/10/29 14:30:54+00,2019/08/29 02:00:00+00,Overgangsboog,31.50997,754,1423.44235878,CW,CW,2.55664637,2.52468294,9,678.742,Ja,10,ff21139d-7ff7-4bf6-bc20-2127023c93bb,3cfa0368-daa1-4014-aa71-9e823dc08f54,,31.5100234945736
601,940825,009_17R_114.6,L,644.577,651.47702,2021/10/29 14:30:54+00,2019/08/29 02:00:00+00,Overgangsboog,6.90002,1423.44235878,1766.98148,CW,CW,2.52468294,2.52030674,10,678.742,Ja,10,ff21139d-7ff7-4bf6-bc20-2127023c93bb,3cfa0368-daa1-4014-aa71-9e823dc08f54,e3258121-d52e-4874-b777-33816973b6da,6.9000272271367
602,940826,009_17R_114.6,L,651.47702,668.31201,2021/10/29 14:30:54+00,2019/09/18 02:00:00+00,Overgangsboog,16.83499,1766.98143,4297.57567,CW,CW,2.52030673,2.5135843,11,678.742,Ja,10,ff21139d-7ff7-4bf6-bc20-2127023c93bb,3cfa0368-daa1-4014-aa71-9e823dc08f54,e3258121-d52e-4874-b777-33816973b6da,16.8350165885442
603,940827,009_17R_114.6,L,668.31201,678.742,2021/10/29 14:30:54+00,2019/09/18 02:00:00+00,Overgangsboog,10.42999,4297.57567,38126.78495,CW,CW,2.51358429,2.51223404,12,678.742,Ja,10,ff21139d-7ff7-4bf6-bc20-2127023c93bb,3cfa0368-daa1-4014-aa71-9e823dc08f54,e3258121-d52e-4874-b777-33816973b6da,10.4299980828343
604,940828,009_85AR_137.7,R,0,27.365,2021/10/29 14:30:55+00,2019/07/24 02:00:00+00,Rechtstand,27.365,,,,,2.17695021,2.17695021,0,200.409751,Ja,10,5fca2173-80e7-4805-9df1-2095e20b79b7,3d09710b-d0f6-43f8-9b4e-48c6b1c62deb,5c66ccaa-268d-4e81-b6c3-ab67eca8dcae,27.3649013171983
605,940829,009_85AR_137.7,R,27.365,34.165,2021/10/29 14:30:55+00,2019/07/24 02:00:00+00,Rechtstand,6.8,,,,,2.17695021,2.17695021,1,200.409751,Ja,10,5fca2173-80e7-4805-9df1-2095e20b79b7,3d09710b-d0f6-43f8-9b4e-48c6b1c62deb,5c66ccaa-268d-4e81-b6c3-ab67eca8dcae,6.80002396760482
606,940830,009_85AR_137.7,,34.165,65.491058,2021/10/29 14:30:55+00,2019/07/24 02:00:00+00,Rechtstand,31.326058,,,,,2.17695021,2.17695021,2,200.409751,Ja,10,5fca2173-80e7-4805-9df1-2095e20b79b7,3d09710b-d0f6-43f8-9b4e-48c6b1c62deb,,31.326084869961
607,940831,009_85AR_137.7,,65.491058,137.644193,2021/10/29 14:30:55+00,2019/07/24 02:00:00+00,Boog,72.153135,2900,2900,CCW,CCW,2.17695021,2.2018306,3,200.409751,Ja,10,5fca2173-80e7-4805-9df1-2095e20b79b7,3d09710b-d0f6-43f8-9b4e-48c6b1c62deb,,72.1530772401165
608,940832,009_85AR_137.7,,137.644193,158.893517,2021/10/29 14:30:55+00,2019/07/24 02:00:00+00,Boog,21.249324,5100,5100,CCW,CCW,2.2018306,2.20599713,4,200.409751,Ja,10,5fca2173-80e7-4805-9df1-2095e20b79b7,3d09710b-d0f6-43f8-9b4e-48c6b1c62deb,,21.249320373413
609,940833,009_85AR_137.7,,158.893517,196.609751,2021/10/29 14:30:55+00,2019/07/24 02:00:00+00,Rechtstand,37.716234,,,,,2.20599713,2.20599713,5,200.409751,Ja,10,5fca2173-80e7-4805-9df1-2095e20b79b7,3d09710b-d0f6-43f8-9b4e-48c6b1c62deb,,37.7162987844778
610,940834,009_85AR_137.7,V,196.609751,199.184751,2021/10/29 14:30:55+00,2019/07/24 02:00:00+00,Rechtstand,2.575,,,,,2.20599713,2.20599713,6,200.409751,Ja,10,5fca2173-80e7-4805-9df1-2095e20b79b7,3d09710b-d0f6-43f8-9b4e-48c6b1c62deb,16c4e2e2-f0ab-4a77-9e6a-c8885524db60,2.57500925823578
611,940835,009_85AR_137.7,V,199.184751,200.409751,2021/10/29 14:30:55+00,2019/07/24 02:00:00+00,Rechtstand,1.225,,,,,2.20599713,2.20599713,7,200.409751,Ja,10,5fca2173-80e7-4805-9df1-2095e20b79b7,3d09710b-d0f6-43f8-9b4e-48c6b1c62deb,16c4e2e2-f0ab-4a77-9e6a-c8885524db60,1.22492213630092
612,940836,009_35AL_115.3,L,0,27.365,2021/10/29 14:30:55+00,2019/08/29 02:00:00+00,Rechtstand,27.365,,,,,2.51221666,2.51221666,0,11524.170649,Ja,10,d40d0c3d-c396-4cb1-9e3a-3981926116c1,3d119a62-4eaf-4bc6-9df3-488e9996ca34,4899b63a-5240-41d2-993f-b3adcdce6725,27.3650309857307
613,940837,009_35AL_115.3,L,27.365,34.165,2021/10/29 14:30:55+00,2019/08/29 02:00:00+00,Rechtstand,6.8,,,,,2.51221666,2.51221666,1,11524.170649,Ja,10,d40d0c3d-c396-4cb1-9e3a-3981926116c1,3d119a62-4eaf-4bc6-9df3-488e9996ca34,4899b63a-5240-41d2-993f-b3adcdce6725,6.79995712045304
614,940838,009_35AL_115.3,,34.165,59.61977,2021/10/29 14:30:55+00,2019/08/29 02:00:00+00,Rechtstand,25.45477,,,,,2.51221666,2.51221666,2,11524.170649,Ja,10,d40d0c3d-c396-4cb1-9e3a-3981926116c1,3d119a62-4eaf-4bc6-9df3-488e9996ca34,,25.4547593180529
615,940839,009_35AL_115.3,,59.61977,149.61977,2021/10/29 14:30:55+00,2019/08/29 02:00:00+00,Overgangsboog,90,,720,,CW,2.51221666,2.44971666,3,11524.170649,Ja,10,d40d0c3d-c396-4cb1-9e3a-3981926116c1,3d119a62-4eaf-4bc6-9df3-488e9996ca34,,90.0000031240796
616,940840,009_35AL_115.3,,149.61977,242.48024,2021/10/29 14:30:55+00,2019/08/29 02:00:00+00,Boog,92.86047,720,720,CW,CW,2.44971666,2.32074378,4,11524.170649,Ja,10,d40d0c3d-c396-4cb1-9e3a-3981926116c1,3d119a62-4eaf-4bc6-9df3-488e9996ca34,,92.8605135929089
617,940841,009_35AL_115.3,,242.48024,332.48024,2021/10/29 14:30:55+00,2019/07/22 02:00:00+00,Overgangsboog,90,720,,CW,,2.32074379,2.25824379,5,11524.170649,Ja,10,d40d0c3d-c396-4cb1-9e3a-3981926116c1,3d119a62-4eaf-4bc6-9df3-488e9996ca34,,89.9999943762235
618,940842,009_35AL_115.3,,332.48024,726.45063,2021/10/29 14:30:55+00,2019/10/29 15:30:52+00,Rechtstand,393.97039,,,,,2.25824379,2.25824379,6,11524.170649,Ja,10,d40d0c3d-c396-4cb1-9e3a-3981926116c1,3d119a62-4eaf-4bc6-9df3-488e9996ca34,,393.970373205905
619,940843,009_35AL_115.3,,726.45063,733.21029,2021/10/29 14:30:55+00,2019/07/22 02:00:00+00,Boog,6.75966,30000,30000,CCW,CCW,2.25824379,2.25846911,7,11524.170649,Ja,10,d40d0c3d-c396-4cb1-9e3a-3981926116c1,3d119a62-4eaf-4bc6-9df3-488e9996ca34,,6.75959957689803
620,940844,009_35AL_115.3,,733.21029,1147.12203,2021/10/29 14:30:55+00,2019/07/22 02:00:00+00,Rechtstand,413.91174,,,,,2.25846911,2.25846911,8,11524.170649,Ja,10,d40d0c3d-c396-4cb1-9e3a-3981926116c1,3d119a62-4eaf-4bc6-9df3-488e9996ca34,,413.911773105779
621,940845,009_35AL_115.3,,1147.12203,1152.54505,2021/10/29 14:30:55+00,2019/07/22 02:00:00+00,Boog,5.42302,30000,30000,CCW,CCW,2.25846911,2.25864988,9,11524.170649,Ja,10,d40d0c3d-c396-4cb1-9e3a-3981926116c1,3d119a62-4eaf-4bc6-9df3-488e9996ca34,,5.42303151383062
622,940846,009_35AL_115.3,,1152.54505,1558.67071,2021/10/29 14:30:55+00,2019/07/22 02:00:00+00,Rechtstand,406.12566,,,,,2.25864988,2.25864988,10,11524.170649,Ja,10,d40d0c3d-c396-4cb1-9e3a-3981926116c1,3d119a62-4eaf-4bc6-9df3-488e9996ca34,,406.125707320332
623,940847,009_35AL_115.3,,1558.67071,1560.99037,2021/10/29 14:30:55+00,2019/07/22 02:00:00+00,Boog,2.31966,30000,30000,CW,CW,2.25864988,2.25857256,11,11524.170649,Ja,10,d40d0c3d-c396-4cb1-9e3a-3981926116c1,3d119a62-4eaf-4bc6-9df3-488e9996ca34,,2.31959729263508
624,940848,009_35AL_115.3,,1560.99037,1992.28477,2021/10/29 14:30:55+00,2019/07/22 02:00:00+00,Rechtstand,431.2944,,,,,2.25857256,2.25857256,12,11524.170649,Ja,10,d40d0c3d-c396-4cb1-9e3a-3981926116c1,3d119a62-4eaf-4bc6-9df3-488e9996ca34,,431.294398837604
625,940849,009_35AL_115.3,,1992.28477,1994.7866,2021/10/29 14:30:55+00,2019/07/22 02:00:00+00,Boog,2.50183,30000,30000,CW,CW,2.25857256,2.25848917,13,11524.170649,Ja,10,d40d0c3d-c396-4cb1-9e3a-3981926116c1,3d119a62-4eaf-4bc6-9df3-488e9996ca34,,2.50185028528887
626,940850,009_35AL_115.3,,1994.7866,2440.741,2021/10/29 14:30:55+00,2019/07/22 02:00:00+00,Rechtstand,445.9544,,,,,2.25848916,2.25848916,14,11524.170649,Ja,10,d40d0c3d-c396-4cb1-9e3a-3981926116c1,3d119a62-4eaf-4bc6-9df3-488e9996ca34,,445.954379686981
627,940851,009_35AL_115.3,,2440.741,2444.21982,2021/10/29 14:30:55+00,2019/07/22 02:00:00+00,Boog,3.47882,30000,30000,CCW,CCW,2.25848916,2.25860512,15,11524.170649,Ja,10,d40d0c3d-c396-4cb1-9e3a-3981926116c1,3d119a62-4eaf-4bc6-9df3-488e9996ca34,,3.47884672844321
628,940852,009_35AL_115.3,,2444.21982,3208.28983,2021/10/29 14:30:55+00,2019/07/22 02:00:00+00,Rechtstand,764.07001,,,,,2.25860512,2.25860512,16,11524.170649,Ja,10,d40d0c3d-c396-4cb1-9e3a-3981926116c1,3d119a62-4eaf-4bc6-9df3-488e9996ca34,,764.070000114911
629,940853,009_35AL_115.3,,3208.28983,3288.28983,2021/10/29 14:30:55+00,2019/07/22 02:00:00+00,Overgangsboog,80,,2265,,CW,2.25860512,2.24094508,17,11524.170649,Ja,10,d40d0c3d-c396-4cb1-9e3a-3981926116c1,3d119a62-4eaf-4bc6-9df3-488e9996ca34,,80.0000247143096
630,940854,009_35AL_115.3,,3288.28983,3529.11107,2021/10/29 14:30:55+00,2019/07/22 02:00:00+00,Boog,240.82124,2265,2265,CW,CW,2.24094508,2.13462224,18,11524.170649,Ja,10,d40d0c3d-c396-4cb1-9e3a-3981926116c1,3d119a62-4eaf-4bc6-9df3-488e9996ca34,,240.8212154715
631,940855,009_35AL_115.3,,3529.11107,3609.11107,2021/10/29 14:30:55+00,2019/07/22 02:00:00+00,Overgangsboog,80,2265,,CW,,2.13462223,2.11696219,19,11524.170649,Ja,10,d40d0c3d-c396-4cb1-9e3a-3981926116c1,3d119a62-4eaf-4bc6-9df3-488e9996ca34,,79.9999618836763
632,940856,009_35AL_115.3,,3609.11107,4629.7727,2021/10/29 14:30:55+00,2019/07/22 02:00:00+00,Rechtstand,1020.66163,,,,,2.11696219,2.11696219,20,11524.170649,Ja,10,d40d0c3d-c396-4cb1-9e3a-3981926116c1,3d119a62-4eaf-4bc6-9df3-488e9996ca34,,1020.66162935642
633,940857,009_35AL_115.3,,4629.7727,4638.13152,2021/10/29 14:30:55+00,2019/07/22 02:00:00+00,Boog,8.35882,25000,25000,CCW,CCW,2.11696219,2.11729654,21,11524.170649,Ja,10,d40d0c3d-c396-4cb1-9e3a-3981926116c1,3d119a62-4eaf-4bc6-9df3-488e9996ca34,,8.35885000394636
634,940858,009_35AL_115.3,,4638.13152,4917.22991,2021/10/29 14:30:55+00,2019/07/22 02:00:00+00,Rechtstand,279.09839,,,,,2.11729654,2.11729654,22,11524.170649,Ja,10,d40d0c3d-c396-4cb1-9e3a-3981926116c1,3d119a62-4eaf-4bc6-9df3-488e9996ca34,,279.098355662551
635,940859,009_35AL_115.3,,4917.22991,4920.67582,2021/10/29 14:30:55+00,2019/07/22 02:00:00+00,Boog,3.44591,30000,30000,CW,CW,2.11729654,2.11718168,23,11524.170649,Ja,10,d40d0c3d-c396-4cb1-9e3a-3981926116c1,3d119a62-4eaf-4bc6-9df3-488e9996ca34,,3.44591516146292
636,940860,009_35AL_115.3,,4920.67582,5427.81514,2021/10/29 14:30:55+00,2019/07/22 02:00:00+00,Rechtstand,507.13932,,,,,2.11718168,2.11718168,24,11524.170649,Ja,10,d40d0c3d-c396-4cb1-9e3a-3981926116c1,3d119a62-4eaf-4bc6-9df3-488e9996ca34,,507.139361607142
637,940861,009_35AL_115.3,,5427.81514,5430.09006,2021/10/29 14:30:55+00,2019/07/22 02:00:00+00,Boog,2.27492,30000,30000,CW,CW,2.11718168,2.11710585,25,11524.170649,Ja,10,d40d0c3d-c396-4cb1-9e3a-3981926116c1,3d119a62-4eaf-4bc6-9df3-488e9996ca34,,2.27488322557445
638,940862,009_35AL_115.3,,5430.09006,6034.09001,2021/10/29 14:30:55+00,2019/07/22 02:00:00+00,Rechtstand,603.99995,,,,,2.11710585,2.11710585,26,11524.170649,Ja,10,d40d0c3d-c396-4cb1-9e3a-3981926116c1,3d119a62-4eaf-4bc6-9df3-488e9996ca34,,603.999990749437
639,940863,009_35AL_115.3,,6034.09001,6043.14673,2021/10/29 14:30:55+00,2019/07/22 02:00:00+00,Boog,9.05672,25000,25000,CW,CW,2.11710585,2.11674358,27,11524.170649,Ja,10,d40d0c3d-c396-4cb1-9e3a-3981926116c1,3d119a62-4eaf-4bc6-9df3-488e9996ca34,,9.05667932721161
640,940864,009_35AL_115.3,,6043.14673,6829.1538,2021/10/29 14:30:55+00,2019/07/22 02:00:00+00,Rechtstand,786.00707,,,,,2.11674358,2.11674358,28,11524.170649,Ja,10,d40d0c3d-c396-4cb1-9e3a-3981926116c1,3d119a62-4eaf-4bc6-9df3-488e9996ca34,,786.007071369132
641,940865,009_35AL_115.3,,6829.1538,6894.1538,2021/10/29 14:30:55+00,2019/07/22 02:00:00+00,Overgangsboog,65,,2925,,CCW,2.11674358,2.12785469,29,11524.170649,Ja,10,d40d0c3d-c396-4cb1-9e3a-3981926116c1,3d119a62-4eaf-4bc6-9df3-488e9996ca34,,65.0000252254039
642,940866,009_35AL_115.3,,6894.1538,7106.1802,2021/10/29 14:30:55+00,2019/07/22 02:00:00+00,Boog,212.0264,2925,2925,CCW,CCW,2.12785469,2.20034235,30,11524.170649,Ja,10,d40d0c3d-c396-4cb1-9e3a-3981926116c1,3d119a62-4eaf-4bc6-9df3-488e9996ca34,,212.026401505795
643,940867,009_35AL_115.3,,7106.1802,7171.1802,2021/10/29 14:30:55+00,2019/07/22 02:00:00+00,Overgangsboog,65,2925,,CCW,,2.20034235,2.21145346,31,11524.170649,Ja,10,d40d0c3d-c396-4cb1-9e3a-3981926116c1,3d119a62-4eaf-4bc6-9df3-488e9996ca34,,64.999968554477
644,940868,009_35AL_115.3,,7171.1802,7779.140278,2021/10/29 14:30:55+00,2019/07/24 12:02:19+00,Rechtstand,607.960078,,,,,2.21145346,2.21145346,32,11524.170649,Ja,10,d40d0c3d-c396-4cb1-9e3a-3981926116c1,3d119a62-4eaf-4bc6-9df3-488e9996ca34,,607.960098531318
645,940869,009_35AL_115.3,,7779.140278,7794.372388,2021/10/29 14:30:55+00,2019/07/23 02:00:00+00,Boog,15.23211,30000,30000,CW,CW,2.21145345,2.21094571,33,11524.170649,Ja,10,d40d0c3d-c396-4cb1-9e3a-3981926116c1,3d119a62-4eaf-4bc6-9df3-488e9996ca34,,15.2321135239126
646,940870,009_35AL_115.3,,7794.372388,8324.343732,2021/10/29 14:30:55+00,2019/07/23 02:00:00+00,Rechtstand,529.971344,,,,,2.21094571,2.21094571,34,11524.170649,Ja,10,d40d0c3d-c396-4cb1-9e3a-3981926116c1,3d119a62-4eaf-4bc6-9df3-488e9996ca34,,529.971376812229
647,940871,009_35AL_115.3,,8324.343732,8332.743985,2021/10/29 14:30:55+00,2019/07/23 02:00:00+00,Boog,8.400253,30000,30000,CW,CW,2.21094571,2.2106657,35,11524.170649,Ja,10,d40d0c3d-c396-4cb1-9e3a-3981926116c1,3d119a62-4eaf-4bc6-9df3-488e9996ca34,,8.40023097995754
648,940872,009_35AL_115.3,,8332.743985,9136.039088,2021/10/29 14:30:55+00,2019/07/23 02:00:00+00,Rechtstand,803.295103,,,,,2.2106657,2.2106657,36,11524.170649,Ja,10,d40d0c3d-c396-4cb1-9e3a-3981926116c1,3d119a62-4eaf-4bc6-9df3-488e9996ca34,,803.295137638272
649,940873,009_35AL_115.3,,9136.039088,9242.284702,2021/10/29 14:30:55+00,2019/07/23 02:00:00+00,Boog,106.245614,9000,9000,CCW,CCW,2.2106657,2.22247077,37,11524.170649,Ja,10,d40d0c3d-c396-4cb1-9e3a-3981926116c1,3d119a62-4eaf-4bc6-9df3-488e9996ca34,,106.245570147375
650,940874,009_35AL_115.3,,9242.284702,9376.699012,2021/10/29 14:30:55+00,2019/07/23 02:00:00+00,Boog,134.41431,9000,9000,CW,CW,2.22247077,2.20753585,38,11524.170649,Ja,10,d40d0c3d-c396-4cb1-9e3a-3981926116c1,3d119a62-4eaf-4bc6-9df3-488e9996ca34,,134.414301975452
651,940875,009_35AL_115.3,,9376.699012,9521.816325,2021/10/29 14:30:55+00,2019/07/23 02:00:00+00,Rechtstand,145.117313,,,,,2.20753585,2.20753585,39,11524.170649,Ja,10,d40d0c3d-c396-4cb1-9e3a-3981926116c1,3d119a62-4eaf-4bc6-9df3-488e9996ca34,,145.117277329648
652,940876,009_35AL_115.3,,9521.816325,9602.819112,2021/10/29 14:30:55+00,2019/07/23 02:00:00+00,Boog,81.002787,15000,15000,CW,CW,2.20753585,2.20213566,40,11524.170649,Ja,10,d40d0c3d-c396-4cb1-9e3a-3981926116c1,3d119a62-4eaf-4bc6-9df3-488e9996ca34,,81.0028431621185
653,940877,009_35AL_115.3,,9602.819112,9683.060785,2021/10/29 14:30:55+00,2019/07/23 02:00:00+00,Boog,80.241673,10000,10000,CCW,CCW,2.20213566,2.21015983,41,11524.170649,Ja,10,d40d0c3d-c396-4cb1-9e3a-3981926116c1,3d119a62-4eaf-4bc6-9df3-488e9996ca34,,80.2416599940274
654,940878,009_35AL_115.3,,9683.060785,9960.014686,2021/10/29 14:30:55+00,2019/07/23 02:00:00+00,Rechtstand,276.953901,,,,,2.21015983,2.21015983,42,11524.170649,Ja,10,d40d0c3d-c396-4cb1-9e3a-3981926116c1,3d119a62-4eaf-4bc6-9df3-488e9996ca34,,276.95393067996
655,940879,009_35AL_115.3,,9960.014686,9968.901284,2021/10/29 14:30:55+00,2019/07/23 02:00:00+00,Boog,8.886598,30000,30000,CCW,CCW,2.21015983,2.21045605,43,11524.170649,Ja,10,d40d0c3d-c396-4cb1-9e3a-3981926116c1,3d119a62-4eaf-4bc6-9df3-488e9996ca34,,8.88657092677894
656,940880,009_35AL_115.3,,9968.901284,10947.667531,2021/10/29 14:30:55+00,2019/07/23 02:00:00+00,Rechtstand,978.766247,,,,,2.21045605,2.21045605,44,11524.170649,Ja,10,d40d0c3d-c396-4cb1-9e3a-3981926116c1,3d119a62-4eaf-4bc6-9df3-488e9996ca34,,978.766261334835
657,940881,009_35AL_115.3,,10947.667531,10960.699197,2021/10/29 14:30:55+00,2019/07/23 02:00:00+00,Boog,13.031666,30000,30000,CCW,CCW,2.21045605,2.21089044,45,11524.170649,Ja,10,d40d0c3d-c396-4cb1-9e3a-3981926116c1,3d119a62-4eaf-4bc6-9df3-488e9996ca34,,13.0316258394635
658,940882,009_35AL_115.3,,10960.699197,11265.200683,2021/10/29 14:30:55+00,2019/07/23 02:00:00+00,Rechtstand,304.501486,,,,,2.21089044,2.21089044,46,11524.170649,Ja,10,d40d0c3d-c396-4cb1-9e3a-3981926116c1,3d119a62-4eaf-4bc6-9df3-488e9996ca34,,304.501467153855
659,940883,009_35AL_115.3,,11265.200683,11269.486431,2021/10/29 14:30:55+00,2019/07/23 02:00:00+00,Boog,4.285748,30000,30000,CCW,CCW,2.21089044,2.2110333,47,11524.170649,Ja,10,d40d0c3d-c396-4cb1-9e3a-3981926116c1,3d119a62-4eaf-4bc6-9df3-488e9996ca34,,4.28578392362471
660,940884,009_35AL_115.3,,11269.486431,11487.600649,2021/10/29 14:30:55+00,2019/07/23 02:00:00+00,Rechtstand,218.114218,,,,,2.21103329,2.21103329,48,11524.170649,Ja,10,d40d0c3d-c396-4cb1-9e3a-3981926116c1,3d119a62-4eaf-4bc6-9df3-488e9996ca34,,218.114221848668
