FID,datummutatie,naammuteerder,bron,status,genormeerd,objecttype,oevertype,objectnaam,rwsdienst,waterlichaam,beheerobjectcode,objectcode,opmerkingen,gdb_geomattr_data,shape
natuurvriendelijke_vooroever_legger.3520,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,Stortsteen,4,Tiengemeten,WNZ,Haringvliet,"117.OX.-.3,901",,Ingetekend op basis van BKN,,"LINESTRING (79670.32829999924 416477.30579999834, 79756.6612999998 416426.6704000011)"
natuurvriendelijke_vooroever_legger.3521,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,Stortsteen,4,Natuur Sasseplaat-Oosterse Gorzen ,WNZ,Hollandsch Diep,"112B.OD.R.986,609.8.gr",,Ingetekend op basis van BKN,,"LINESTRING (91407.58100000024 414437.95910000056, 91425.7912000008 414396.4397, 91437.62790000066 414371.8559000008, 91444.54780000076 414360.4343999997, 91465.52600000054 414330.5987999998, 91476.24819999933 414317.1959999986, 91485.2221999988 414307.6392999999, 91516.33980000019 414284.67980000004, 91530.79149999842 414275.4726999998, 91549.78840000182 414265.4497999996, 91559.81129999831 414260.6713999994, 91578.92480000108 414254.0282999985, 91629.50560000166 414236.31340000033)"
natuurvriendelijke_vooroever_legger.3522,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,Stortsteen,4,Natuur Sasseplaat-Oosterse Gorzen ,WNZ,Hollandsch Diep,"112B.OD.R.986,609.7.gr",,Ingetekend op basis van BKN,,"LINESTRING (91593.72610000148 414228.85449999943, 91608.9935999997 414221.9783000015, 91636.6147999987 414212.42159999907, 91657.4765000008 414204.8460999988, 91676.35689999908 414197.96990000084, 91687.0791000016 414194.2404999994, 91700.59829999879 414190.8607000001, 91704.9710999988 414189.7371999994, 91717.35289999843 414188.0962000005, 91730.6297999993 414186.9028000012, 91752.26069999859 414185.7093999982, 91764.56789999828 414185.0379999988, 91780.82829999924 414185.41099999845, 91805.51729999855 414184.8889000006, 91845.81410000101 414185.61609999835, 91871.80380000174 414186.6649999991, 91905.39220000058 414189.0659000017)"
natuurvriendelijke_vooroever_legger.3523,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,Stortsteen,4,Hoogezandsche Gorzen,WNZ,Hollandsch Diep,"112B.OD.R.986,609.1.gr",,Ingetekend op basis van BKN,,"LINESTRING (91995.22549999878 414133.7533, 92008.86129999906 414124.3132000007, 92022.6136999987 414116.1550000012, 92042.54300000146 414105.3161999993, 92062.00609999895 414095.6429999992, 92082.86769999936 414085.7366000004, 92097.43589999899 414079.2100000009, 92105.96240000054 414076.06329999864, 92128.93589999899 414069.1264999993, 92155.48959999904 414060.54879999906, 92176.24329999834 414054.3638000004, 92188.22529999912 414051.40410000086, 92215.96049999818 414046.39169999957)"
natuurvriendelijke_vooroever_legger.3524,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,Stortsteen,4,Hoogezandsche Gorzen,WNZ,Hollandsch Diep,"112B.OD.R.986,609.3.gr",,Ingetekend op basis van BKN,,"LINESTRING (92188.32079999894 414030.3044000007, 92201.97360000014 414026.72410000116, 92215.53090000153 414024.24170000106, 92230.61580000073 414021.47300000116, 92253.95659999922 414016.0423000008, 92278.71090000123 414009.00769999996, 92315.33410000056 413997.3718000017, 92357.55160000175 413983.945700001, 92377.78909999877 413977.6981000006, 92384.18589999899 413975.3590000011, 92401.18030000106 413967.9120000005)"
natuurvriendelijke_vooroever_legger.3525,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,Stortsteen,4,Hoogezandsche Gorzen,WNZ,Hollandsch Diep,"112B.OD.R.986,609.6.gr",,Ingetekend op basis van BKN,,"LINESTRING (92369.6261 413957.45760000125, 92389.91429999843 413950.3924999982, 92402.56469999999 413945.38010000065, 92419.9886999987 413940.1290999986, 92440.66259999946 413933.1785000004, 92457.9112999998 413925.36989999935, 92483.90100000054 413912.08370000124, 92507.21009999886 413898.9140999988, 92525.9739000015 413884.92859999835, 92545.20389999822 413868.3790999986, 92553.8702000007 413861.3957000002, 92568.34050000086 413851.1770000011)"
natuurvriendelijke_vooroever_legger.3526,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,Stortsteen,4,Hoogezandsche Gorzen,WNZ,Hollandsch Diep,"112B.OD.R.986,609.2.gr",,Ingetekend op basis van BKN,,"LINESTRING (92533.95490000024 413848.2679999992, 92550.21539999917 413836.67880000174, 92563.15190000087 413828.52059999853, 92571.6596999988 413823.74219999835, 92582.26539999992 413818.7307000011, 92601.61199999973 413809.9897999987, 92629.93250000104 413797.4028999992, 92657.67040000111 413784.5828999989, 92681.41770000011 413776.0656999983, 92700.9600000009 413771.36659999937, 92742.2078000009 413761.6700000018)"
natuurvriendelijke_vooroever_legger.3527,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,Stortsteen,4,Natuur Sasseplaat-Oosterse Gorzen ,WNZ,Hollandsch Diep,"112B.OD.R.986,609.5.gr",,Ingetekend op basis van BKN,,"LINESTRING (92711.02959999815 413750.6308000013, 92725.79820000008 413745.4096000008, 92745.71350000054 413739.8900000006, 92766.44929999858 413735.7129999995, 92781.88929999992 413732.8040000014, 92808.44299999997 413729, 92843.0524000004 413724.5245999992, 92858.2685999982 413723.1075000018, 92870.9486999996 413722.65989999846, 92880.49610000104 413723.70419999957, 92891.46070000157 413726.68769999966, 92911.97269999981 413734.37040000036)"
natuurvriendelijke_vooroever_legger.3528,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,Stortsteen,4,Hoogezandsche Gorzen,WNZ,Hollandsch Diep,"112B.OD.R.986,609.4.gr",,Ingetekend op basis van BKN,,"LINESTRING (92895.77290000021 413702.06870000064, 92907.42749999836 413703.9334000014, 92921.64600000158 413704.63269999996, 92934.58260000125 413703.35069999844, 92963.36930000037 413699.9708000012, 92990.6409999989 413696.70760000125, 93003.4609999992 413694.9593999982, 93009.4935999997 413693.66259999946, 93016.6064000018 413690.9415999986, 93029.20899999887 413685.4519000016, 93037.13329999894 413681.20329999924, 93050.97709999979 413673.46990000084, 93065.40260000154 413665.748399999, 93074.87539999932 413659.18459999934, 93083.60240000114 413651.8002000004, 93093.52270000055 413640.76099999994, 93108.29140000045 413626.1416000016, 93124.55180000141 413611.5128000006, 93135.15749999881 413601.02369999886, 93140.0524000004 413596.0122000016, 93144.48110000044 413589.8352999985, 93149.14290000126 413581.9101999998, 93152.17309999838 413574.21819999814, 93154.64519999921 413567.9530999996, 93155.40480000153 413565.2690999992, 93155.6074000001 413562.53449999914, 93155.10099999979 413559.24280000106, 93153.6323999986 413553.7734999992, 93148.32770000026 413538.8724000007, 93140.8403000012 413518.40949999914, 93135.2921999991 413503.36939999834)"
natuurvriendelijke_vooroever_legger.3529,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,Stortsteen,4,Hoogezandsche Gorzen,WNZ,Hollandsch Diep,"112B.OD.R.986,609.9.st",,Ingetekend op basis van BKN,,"LINESTRING (93236.66860000044 413505.2232000008, 93262.19209999964 413498.4635999985, 93300.18589999899 413491.7038999982, 93330.72089999914 413485.9932000004, 93371.27870000154 413478.18470000103)"
natuurvriendelijke_vooroever_legger.3530,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,Stortsteen,4,Hoogezandsche Gorzen,WNZ,Hollandsch Diep,"112B.OD.R.986,609.10.st",,Ingetekend op basis van BKN,,"LINESTRING (93343.191300001 413463.26680000126, 93357.06019999832 413460.935899999, 93382.00090000033 413458.02230000123, 93416.84800000116 413455.69139999896, 93448.43189999834 413455.5747999996, 93486.30920000002 413455.69139999896, 93518.0095999986 413455.22520000115, 93563.88190000132 413455.1086000018)"
natuurvriendelijke_vooroever_legger.3531,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,Stortsteen,4,Hoogezandsche Gorzen,WNZ,Hollandsch Diep,"112B.OD.R.986,609.11.st",,Ingetekend op basis van BKN,,"LINESTRING (93540.56830000132 413433.6389000006, 93561.71579999849 413434.11630000174, 93582.67240000144 413434.21169999987, 93593.997299999 413434.36349999905, 93615.67469999939 413432.6154000014, 93633.15659999847 413431.4499000013, 93651.7479000017 413427.8836000003, 93678.15249999985 413419.7534000017, 93701.57349999994 413411.69779999927, 93724.69610000029 413404.0896999985, 93760.42430000007 413390.3652999997)"
natuurvriendelijke_vooroever_legger.3532,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,Stortsteen,4,Hoogezandsche Gorzen,WNZ,Hollandsch Diep,"112B.OD.R.986,609.12.st",,Ingetekend op basis van BKN,,"LINESTRING (93732.90089999884 413377.3568999991, 93751.3751000017 413370.9123999998, 93769.03790000081 413365.3748999983, 93786.41409999877 413359.31230000034, 93835.63100000098 413341.02899999917, 93864.14979999885 413330.52149999887, 93944.99599999934 413297.26960000023)"
natuurvriendelijke_vooroever_legger.3533,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,Stortsteen,4,Hoogezandsche Gorzen,WNZ,Hollandsch Diep,"112B.OD.R.986,609.13.st",,Ingetekend op basis van BKN,,"LINESTRING (93914.84710000083 413284.9521000013, 93939.0885999985 413273.8803000003, 93966.82649999857 413263.1581000015, 94016.12519999966 413243.34540000185, 94043.16380000114 413233.20589999855, 94065.54050000012 413226.6794000007, 94087.45109999925 413219.68659999967, 94110.87680000067 413212.9270000011)"
natuurvriendelijke_vooroever_legger.3534,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,Stortsteen,4,Hoogezandsche Gorzen,WNZ,Hollandsch Diep,"112B.OD.R.986,609.14.st",,Ingetekend op basis van BKN,,"LINESTRING (94078.94330000132 413198.35880000144, 94098.17330000177 413192.6480999999, 94121.01619999856 413187.7531999983, 94143.15989999846 413182.74170000106, 94175.44299999997 413174.8165999986, 94196.7707999982 413169.8051000014, 94210.63969999924 413165.95910000056, 94222.9935999997 413161.6469999999, 94241.40780000016 413154.0714999996, 94260.40469999984 413146.8456999995, 94280.33399999887 413138.45439999923, 94291.71090000123 413132.80000000075)"
natuurvriendelijke_vooroever_legger.3535,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,Stortsteen,4,Hoogezandsche Gorzen,WNZ,Hollandsch Diep,"112B.OD.R.986,609.15.st",,Ingetekend op basis van BKN,,"LINESTRING (94262.78220000118 413121.3222000003, 94275.83529999852 413115.8772, 94284.78599999845 413112.59530000016, 94291.57360000163 413110.6559999995, 94305.52180000022 413105.8077000007, 94322.22980000079 413100.06430000067, 94343.63690000027 413093.6495999992, 94362.88089999929 413089.92020000145, 94382.42320000008 413085.89240000024, 94409.1261 413082.01370000094, 94424.78979999945 413080.5218999982, 94445.24590000138 413078.7831000015, 94467.1565000005 413078.3169, 94484.40520000085 413078.55000000075)"
natuurvriendelijke_vooroever_legger.3536,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,Stortsteen,4,Hoogezandsche Gorzen,WNZ,Hollandsch Diep,"112B.OD.R.986,609.16.st",,Ingetekend op basis van BKN,,"LINESTRING (94459.81410000101 413057.4552000016, 94466.69029999897 413058.85379999876, 94474.14919999987 413059.3200000003, 94491.98070000112 413058.5042000003, 94514.00780000165 413057.80490000173, 94539.99740000069 413058.27109999955, 94564.5885999985 413058.5042000003, 94594.42419999838 413057.4552000016, 94613.7707999982 413055.82360000163, 94626.94040000066 413053.84230000153, 94655.02789999917 413048.5978000015, 94677.63769999892 413043.8194000013)"
natuurvriendelijke_vooroever_legger.3537,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,Stortsteen,4,Hoogezandsche Gorzen,WNZ,Hollandsch Diep,"112B.OD.R.986,609.17.st",,Ingetekend op basis van BKN,,"LINESTRING (94642.66470000148 413028.23490000144, 94667.87590000033 413024.20710000023, 94696.81650000066 413018.01619999856, 94735.15529999882 413010.6319000013, 94777.02189999819 413001.3531000018, 94824.55070000142 412989.88069999963, 94872.44359999895 412977.67980000004)"
natuurvriendelijke_vooroever_legger.3538,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,Stortsteen,4,Hoogezandsche Gorzen,WNZ,Hollandsch Diep,"112B.OD.R.986,609.18.st",,Ingetekend op basis van BKN,,"LINESTRING (94835.5522999987 412962.59650000185, 94862.18059999868 412957.52439999953, 94888.43600000069 412951.25890000165, 94951.46379999816 412937.53449999914, 95000.69269999862 412928.1363000013, 95035.66560000181 412922.49549999833, 95069.46389999986 412916.7848000005)"
natuurvriendelijke_vooroever_legger.3539,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,Stortsteen,4,Hoogezandsche Gorzen,WNZ,Hollandsch Diep,"112B.OD.R.986,609.19.st",,Ingetekend op basis van BKN,,"LINESTRING (95041.72599999979 412901.4008000009, 95064.91860000044 412899.4195000008, 95080.18600000069 412897.2050999999, 95111.07059999928 412891.7274999991, 95136.82719999924 412886.4829000011, 95167.01249999925 412880.77219999954, 95186.70870000124 412875.8773000017, 95218.17599999905 412867.7190999985, 95265.6099999994 412855.3652999997)"
natuurvriendelijke_vooroever_legger.3540,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,Stortsteen,4,Hoogezandsche Gorzen,WNZ,Hollandsch Diep,"112B.OD.R.986,609.20.st",,Ingetekend op basis van BKN,,"LINESTRING (95233.44339999929 412841.72940000147, 95265.26040000096 412834.27050000057, 95286.35509999841 412829.2591000013, 95307.68290000036 412825.64620000124, 95330.40929999948 412822.7325000018, 95360.94429999962 412820.86780000106, 95378.65920000151 412820.5181999989, 95421.66450000182 412818.70439999923, 95466.09750000015 412816.5192000009)"
natuurvriendelijke_vooroever_legger.3541,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,Stortsteen,4,Hoogezandsche Gorzen,WNZ,Hollandsch Diep,"112B.OD.R.986,609.21.st",,Ingetekend op basis van BKN,,"LINESTRING (95436.93200000003 412797.0925000012, 95459.308699999 412796.2767000012, 95493.45650000125 412795.1112000011, 95540.54089999944 412793.4796000011, 95555.85970000178 412793.2045000009, 95562.12519999966 412794.2487999983, 95568.4653000012 412796.8594000004, 95574.43239999935 412800.14130000025, 95580.7725000009 412804.76590000093, 95586.14290000126 412809.9125000015, 95590.02149999887 412814.31329999864, 95592.63210000098 412819.0124000013, 95595.91409999877 412828.9327000007, 95598.9721999988 412837.435899999, 95601.80660000071 412848.3258999996, 95604.6409999989 412859.8126000017)"
natuurvriendelijke_vooroever_legger.3542,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,Stortsteen,4,Tonnekreek,WNZ,Hollandsch Diep,"112B.OD.L.990,611",,Ingetekend op basis van BKN,,"LINESTRING (90545.63199999928 411767.878800001, 90559.85060000047 411757.38969999924, 90579.77980000153 411741.30640000105, 90591.31789999828 411734.54679999873, 90607.86730000004 411724.7569000013, 90630.94330000132 411716.0159999989, 90651.22230000049 411708.90680000186, 90690.11120000109 411698.83260000125, 90702.56760000065 411694.43180000037, 90716.4411999993 411689.0614)"
natuurvriendelijke_vooroever_legger.3543,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,Stortsteen,4,Tonnekreek,WNZ,Hollandsch Diep,"112B.OD.L.995,103",,Ingetekend op basis van BKN,,"LINESTRING (90728.07710000128 411683.5417999998, 90742.39820000157 411677.8729999997, 90782.60170000046 411659.44949999824, 90839.21020000055 411633.50180000067)"
natuurvriendelijke_vooroever_legger.3544,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,,4,,WNZ,Hollandsch Diep,,,Ingetekend op basis van BKN,,"LINESTRING (90840.99010000005 411620.9673999995, 90851.34910000116 411616.2415000014)"
natuurvriendelijke_vooroever_legger.3545,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,Stortsteen,4,Tonnekreek,WNZ,Hollandsch Diep,"112B.OD.L.995,299",,Ingetekend op basis van BKN,,"LINESTRING (90853.64039999992 411627.5073999986, 90860.41910000145 411624.1180999987, 90866.6726000011 411619.58309999853, 90874.93120000139 411611.7542000003, 90881.65610000119 411603.43299999833, 90891.12889999896 411590.75290000066, 90900.5271999985 411577.6997999996, 90907.97210000083 411567.65359999985, 90916.82959999889 411560.77739999816, 90930.93160000071 411550.7544, 90939.83570000157 411544.9550999999, 90952.21750000119 411538.4659000002, 90963.62959999964 411533.31920000166, 90983.99240000173 411526.68079999834, 90994.80790000036 411524.1447999999, 91003.90769999847 411522.7276000008, 91015.99120000005 411522.57840000093, 91023.52470000088 411523.1004999988, 91029.4171999991 411523.7718000002)"
natuurvriendelijke_vooroever_legger.3546,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,,4,,WNZ,Hollandsch Diep,,,Ingetekend op basis van BKN,,"LINESTRING (91034.27739999816 411513.6068000011, 91045.59109999985 411514.60929999873)"
natuurvriendelijke_vooroever_legger.3547,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,Stortsteen,4,Tonnekreek,WNZ,Hollandsch Diep,"112B.OD.L.995,101",,Ingetekend op basis van BKN,,"LINESTRING (91042.58370000124 411523.77479999885, 91053.75420000032 411525.77980000153, 91063.44480000064 411528.0234000012, 91072.32389999926 411530.60119999945, 91075.18809999898 411531.6037000008, 91079.67540000007 411532.17650000006, 91083.63760000095 411532.0333000012, 91087.55200000107 411531.26949999854, 91090.84589999914 411529.83740000054, 91100.9375 411524.54619999975, 91112.3638000004 411519.90239999816, 91121.77950000018 411516.3277999982, 91127.1259999983 411514.99120000005, 91135.19359999895 411513.27270000055, 91141.04030000046 411511.4868000001, 91146.18349999934 411509.5086000003, 91149.11120000109 411507.37220000103, 91150.9310999997 411504.76099999994, 91152.03889999911 411500.96290000156, 91152.11800000072 411498.7474000007, 91151.88069999963 411496.6900999993, 91149.6651000008 411489.7269000001, 91144.69909999892 411475.51260000095)"
natuurvriendelijke_vooroever_legger.3548,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,Stortsteen,4,Tonnekreek,WNZ,Hollandsch Diep,"112B.OD.L.994,903",,Ingetekend op basis van BKN,,"LINESTRING (91154.13030000031 411457.5366999991, 91159.72450000048 411465.81610000134, 91165.0203000009 411472.9765999988, 91169.8685999997 411478.34699999914, 91174.26929999888 411481.4798000008, 91182.39959999919 411484.9109000005, 91191.20109999925 411486.7756000012, 91201.12139999866 411487.22309999913, 91208.6548999995 411486.1788999997, 91212.45899999887 411484.4633000009, 91219.69409999996 411479.83879999816, 91225.95960000157 411475.0650999993, 91249.90269999951 411457.98420000076, 91260.4197999984 411450.7490000017, 91293.98490000144 411429.9387000017, 91323.2239000015 411412.29830000177, 91370.30829999968 411387.35759999976)"
natuurvriendelijke_vooroever_legger.3552,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,Stortsteen,4,Tonnekreek,WNZ,Hollandsch Diep,"112B.OD.L.994,9031",,Ingetekend op basis van BKN,,"LINESTRING (91564.44519999996 411315.51889999956, 91593.16200000048 411308.58210000023, 91617.92559999973 411303.4354999997, 91637.76630000025 411299.70600000024, 91656.78649999946 411295.8273999989, 91673.94209999964 411292.47089999914, 91690.2025000006 411290.3823999986, 91729.13800000027 411287.95380000025, 91746.60979999974 411286.52160000056, 91763.31780000031 411285.2804999985, 91771.0989000015 411284.3735000007, 91780.55079999939 411282.84589999914, 91794.25140000135 411279.6475000009, 91807.52230000123 411276.40139999986, 91818.83590000123 411272.6779000014)"
natuurvriendelijke_vooroever_legger.3553,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,,4,,WNZ,Hollandsch Diep,,,Ingetekend op basis van BKN,,"LINESTRING (91820.8275000006 411261.03770000115, 91830.60410000011 411257.86030000076)"
natuurvriendelijke_vooroever_legger.3554,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,Stortsteen,4,Tonnekreek,WNZ,Hollandsch Diep,"112B.OD.L.994,336",,Ingetekend op basis van BKN,,"LINESTRING (91832.6678000018 411268.3040000014, 91843.184799999 411264.1270000003, 91851.91180000082 411258.9803000018, 91870.40989999846 411247.2697999999, 91882.26949999854 411240.4076000005, 91895.3225999996 411233.02329999954, 91904.72089999914 411227.5036999993, 91910.68800000101 411224.5201999992, 91914.79039999843 411223.17760000005, 91930.97630000114 411218.8513999991, 91937.91299999878 411216.9866999984, 91959.94669999927 411212.24280000106, 91976.51139999926 411208.18510000035, 91999.74749999866 411202.36719999835, 92018.46930000186 411198.04100000113, 92043.53130000085 411192.44680000097, 92063.67040000111 411186.7034999989, 92092.41699999943 411177.72890000045)"
natuurvriendelijke_vooroever_legger.3555,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,,4,,WNZ,Hollandsch Diep,,,Ingetekend op basis van BKN,,"LINESTRING (92093.99230000004 411165.8423999995, 92104.39900000021 411163.9805999994)"
natuurvriendelijke_vooroever_legger.3556,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,Stortsteen,4,Tonnekreek,WNZ,Hollandsch Diep,"112B.OD.L.994,133",,Ingetekend op basis van BKN,,"LINESTRING (92104.92410000041 411173.8145000003, 92134.45549999923 411163.8046000004, 92149.29870000109 411157.7628999986, 92154.66910000145 411155.9726999998, 92164.73860000074 411153.8841999993, 92176.59829999879 411151.87029999867, 92192.23519999906 411149.1821000017, 92201.7826000005 411148.70479999855, 92213.14400000125 411148.5137999989, 92222.3572999984 411149.08669999987, 92229.4701000005 411149.08669999987, 92234.25310000032 411148.49020000175, 92238.31760000065 411146.85130000114, 92247.75780000165 411141.73790000007, 92257.3291000016 411137.21440000087, 92261.45919999853 411135.05110000074, 92265.06480000168 411133.7399000004, 92269.12939999998 411132.3632000014, 92272.4728000015 411130.6587000005, 92275.16059999913 411128.560899999, 92278.96290000156 411125.0863999985, 92281.51960000023 411122.0051999986, 92282.50299999863 411119.97300000116)"
natuurvriendelijke_vooroever_legger.3557,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,Stortsteen,4,Tonnekreek,WNZ,Hollandsch Diep,"112B.OD.L.993,904",,Ingetekend op basis van BKN,,"LINESTRING (92304.31329999864 411113.0797000006, 92315.20670000091 411121.54239999875, 92321.32869999856 411123.883200001, 92329.97140000015 411124.0632000007, 92339.06430000067 411122.53269999847, 92345.27629999816 411119.4717999995, 92362.56179999933 411105.87739999965, 92390.11059999838 411084.000500001, 92397.13280000165 411078.68879999965, 92405.86560000107 411073.3770999983, 92416.66899999976 411067.6152999997, 92434.2087999992 411060.3852000013, 92446.07779999822 411056.27059999853, 92461.27010000125 411052.1559999995, 92474.80079999939 411048.9118000008)"
natuurvriendelijke_vooroever_legger.3558,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,,4,,WNZ,Hollandsch Diep,,,Ingetekend op basis van BKN,,"LINESTRING (92475.64900000021 411037.56819999963, 92487.04329999909 411034.83359999955)"
natuurvriendelijke_vooroever_legger.3559,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,Stortsteen,4,Tonnekreek,WNZ,Hollandsch Diep,"112B.OD.L.993,843",,Ingetekend op basis van BKN,,"LINESTRING (92485.27089999989 411046.3291000016, 92506.69209999964 411041.92330000177, 92545.38190000132 411031.8203999996, 92562.15670000017 411026.51889999956, 92584.39139999822 411019.63489999995, 92627.51539999992 411004.8381999992, 92654.18120000139 410994.5516999997, 92728.71860000119 410970.0223999992)"
natuurvriendelijke_vooroever_legger.3560,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,,4,,WNZ,Hollandsch Diep,,,Ingetekend op basis van BKN,,"LINESTRING (92728.63940000162 410958.1534000002, 92739.00499999896 410955.5421999991)"
natuurvriendelijke_vooroever_legger.3561,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,Stortsteen,4,Tonnekreek,WNZ,Hollandsch Diep,"112B.OD.L.993,627",,Ingetekend op basis van BKN,,"LINESTRING (92739.24240000173 410965.90780000016, 92762.18919999897 410959.9732999988, 92803.09769999981 410948.42080000043, 92827.7060999982 410940.9037999995, 92880.2463000007 410929.27219999954, 92933.49859999865 410918.8273999989)"
natuurvriendelijke_vooroever_legger.3562,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,,4,,WNZ,Hollandsch Diep,,,Ingetekend op basis van BKN,,"LINESTRING (92935.00200000033 410906.72100000083, 92946.23800000176 410904.742899999)"
natuurvriendelijke_vooroever_legger.3563,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,Stortsteen,4,Tonnekreek,WNZ,Hollandsch Diep,"112B.OD.L.993,445",,Ingetekend op basis van BKN,,"LINESTRING (92942.91470000148 410916.21620000154, 92966.33619999886 410911.2313000001, 93012.87750000134 410902.99219999835, 93023.01570000127 410900.8903999999, 93040.69550000131 410896.06859999895, 93061.4662999995 410888.6504999995, 93091.26249999925 410879.50140000135, 93103.1462999992 410875.9406999983, 93106.86529999971 410874.753800001, 93108.36870000139 410874.1207999997, 93109.63470000029 410873.2503999993, 93110.50510000065 410871.9052999988, 93111.29639999941 410870.56010000035, 93111.85029999912 410868.5819000006)"
natuurvriendelijke_vooroever_legger.3564,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,Stortsteen,4,Beninger slikken,WNZ,Haringvliet,"117.OD.R.1016,301.st237",,Ingetekend op basis van BKN,,"LINESTRING (72155.31329999864 424667.8322999999, 72164.58590000123 424660.78510000184, 72173.61129999906 424657.94150000066, 72179.79309999943 424657.1997000016, 72187.5821999982 424655.22150000185, 72197.10209999979 424652.37790000066, 72202.2947999984 424650.52329999954, 72207.98200000077 424649.65790000185, 72216.63650000095 424649.65790000185, 72229.74190000072 424650.8942999989, 72244.33089999855 424653.6141999997, 72252.61450000107 424655.22150000185, 72259.90890000015 424655.22150000185, 72266.21440000087 424652.7487999983, 72273.8797999993 424649.41059999913, 72277.58879999816 424648.6688000001, 72281.4215000011 424649.65790000185, 72286.36699999869 424652.0069999993, 72292.05420000106 424652.6251000017, 72298.27059999853 424653.1741000004, 72307.92399999872 424652.1453999989, 72336.33060000092 424648.189100001, 72347.96220000088 424647.0813000016, 72367.50649999827 424647.0813000016, 72391.00710000098 424649.0595000014, 72407.14900000021 424649.5342999995, 72422.73699999973 424648.42650000006, 72445.1297999993 424643.7580000013, 72461.42990000173 424642.65019999817, 72479.8665000014 424640.98860000074, 72502.33850000054 424639.48519999906, 72533.03970000148 424635.76619999856, 72552.97960000113 424632.83850000054, 72559.78449999914 424631.7307000011, 72565.48160000145 424631.7307000011, 72603.85810000077 424632.9968000017, 72634.87579999864 424633.7879999988, 72648.4065000005 424632.12640000135, 72664.07360000163 424627.69530000165, 72670.16629999876 424624.2928000018, 72676.33819999918 424618.20010000095, 72684.56740000099 424606.09369999915, 72690.50189999864 424597.0731999986, 72694.37909999862 424588.8440000005, 72702.6873999983 424572.3066000007)"
natuurvriendelijke_vooroever_legger.3565,2022-07-04T00:00:00,RHDHV,Stakeholder,Vastgesteld,1,Niet van toepassing,4,Vooroever Amerongse bovenpolder ,ON,Pannerdensch Kanaal - Nederrijn - Lek,"RL2.ON.R.919,360.ov",BE2EC11C-FB68-4E2E-BDDD-5ED35210ECE0,Ingetekend op basis van BKN,,"LINESTRING (159029.73910000175 444243.6075000018, 158983.3060999997 444252.2644999996)"
natuurvriendelijke_vooroever_legger.3566,2022-07-04T00:00:00,RHDHV,Stakeholder,Vastgesteld,1,Niet van toepassing,4,Vooroever Amerongse bovenpolder ,ON,Pannerdensch Kanaal - Nederrijn - Lek,"RL2.ON.R.919,450.ov",6A0DCC3C-BD7C-44BB-BE48-3B8B65EF9D41,Ingetekend op basis van BKN,,"LINESTRING (158906.57119999826 444265.1229000017, 158854.34120000154 444269.3775999993)"
