FID,datummutatie,naammuteerder,bron,status,genormeerd,objecttype,oevertype,objectnaam,rwsdienst,waterlichaam,beheerobjectcode,objectcode,opmerkingen,gdb_geomattr_data,shape
natuurvriendelijke_vooroever_legger.3492,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,Stortsteen,4,Beninger slikken,WNZ,Haringvliet,"117.OD.R.1016,313.st207",,Ingetekend op basis van BKN,,"LINESTRING (74665.82609999925 423219.8724000007, 74681.8627000004 423204.1341000013, 74689.24709999934 423196.15309999883, 74699.09279999882 423184.5918000005, 74703.19519999996 423180.0417999998, 74709.08779999986 423171.7624000013, 74717.81469999999 423159.75360000134, 74729.22679999843 423145.65619999915, 74733.4037999995 423140.5095999986, 74741.16110000014 423134.09490000084, 74766.22309999913 423114.8509000018, 74776.44179999828 423107.9140999988, 74784.04989999905 423103.0658, 74795.16369999945 423097.17330000177, 74813.51260000095 423089.3414000012, 74822.46330000088 423085.98490000144, 74828.87790000066 423083.5234999992, 74836.41149999946 423081.3603999987, 74853.34319999814 423076.58669999987, 74867.06760000065 423072.2604999989, 74876.01830000058 423068.23270000145, 74882.80590000004 423064.65239999816, 74888.92220000178 423060.77380000055, 74894.66560000181 423056.29839999974, 74904.54710000008 423045.685899999)"
natuurvriendelijke_vooroever_legger.3493,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,Stortsteen,4,Beninger slikken,WNZ,Haringvliet,"113.OD.R.1011,3.ov130",,Ingetekend op basis van BKN,,"LINESTRING (74935.63830000162 423101.23369999975, 74935.05559999868 423094.59059999883, 74934.58940000087 423086.8986000009, 74934.93910000101 423073.61239999905, 74937.03689999878 423052.2846000008, 74938.97150000185 423033.8471000008, 74940.38870000094 423023.8520999998, 74942.77560000122 423009.9785999991, 74945.23699999973 422998.34259999916, 74949.190200001 422982.52969999984, 74955.33449999988 422962.1948999986, 74963.72580000013 422939.81810000166, 74976.7135999985 422912.26680000126, 74984.62009999901 422896.8267999999, 74998.86659999937 422871.7648999989, 75011.24839999899 422853.41589999944, 75027.95639999956 422831.03920000046)"
natuurvriendelijke_vooroever_legger.3494,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,Stortsteen,4,Beninger slikken,WNZ,Haringvliet,"113.OD.R.1012,002.st138",,Ingetekend op basis van BKN,,"LINESTRING (75034.66939999908 422823.4310999997, 75045.42419999838 422811.0353000015, 75059.64279999956 422797.74909999967, 75073.62829999998 422786.2111000009, 75092.25219999999 422770.17440000176, 75105.15619999915 422759.65740000084, 75114.55440000072 422753.01889999956, 75135.96150000021 422742.054299999, 75158.56199999899 422730.19469999894, 75185.0410999991 422716.5447999984, 75202.94249999896 422706.9974000007, 75218.75539999828 422696.48039999977, 75241.76170000061 422682.35909999907, 75269.62519999966 422666.7939000018)"
natuurvriendelijke_vooroever_legger.3495,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,Stortsteen,4,Beninger slikken,WNZ,Haringvliet,"113.OD.R.1011,6.st145",,Ingetekend op basis van BKN,,"LINESTRING (75269.11499999836 422696.6325000003, 75284.77279999852 422689.9492999986, 75297.85269999877 422684.2685999982, 75309.11870000139 422678.49240000173, 75317.71139999852 422674.1484000012, 75336.51979999989 422663.6939999983, 75349.55200000107 422655.8172999993, 75370.17440000176 422641.73490000144, 75384.39999999851 422630.94629999995, 75399.7714000009 422617.5799999982, 75409.60520000011 422610.1330000013, 75427.02919999883 422594.5229999982, 75435.23999999836 422587.36239999905, 75444.11910000071 422579.6766999997, 75451.23189999908 422574.4257000014, 75463.02299999818 422567.0742000006, 75490.23310000077 422551.17770000175, 75503.40850000083 422544.30359999835, 75525.24529999867 422533.18470000103, 75547.02230000123 422523.06060000136, 75561.79089999944 422516.8696999997, 75575.36609999835 422512.0214000009)"
natuurvriendelijke_vooroever_legger.3496,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,Stortsteen,4,Beninger slikken,WNZ,Haringvliet,"113.OD.R.1011,3.st6",,Ingetekend op basis van BKN,,"LINESTRING (75583.70219999924 422509.3601000011, 75595.92289999872 422504.3476999998, 75606.13859999925 422501.14930000156, 75621.41450000182 422497.9508999996, 75641.70850000158 422494.750599999, 75656.80099999905 422492.6730999984, 75682.27919999883 422488.68989999965, 75704.23829999939 422484.5844999999, 75714.64499999955 422482.67500000075, 75722.85570000112 422480.6224000007, 75731.59160000086 422476.9466000013, 75746.91519999877 422470.07250000164, 75753.50290000066 422466.3011999987, 75777.22830000147 422454.84430000186)"
natuurvriendelijke_vooroever_legger.3497,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,Stortsteen,4,Beninger slikken,WNZ,Haringvliet,"117.OD.R.1016,309.ov154",,Ingetekend op basis van BKN,,"LINESTRING (73728.16290000081 424115.998399999, 73736.85099999979 424110.0789999999, 73756.5186999999 424099.1948999986, 73794.54430000111 424080.84800000116, 73817.59829999879 424070.6361999996, 73830.42760000005 424064.66910000145, 73850.83240000159 424054.2265999988, 73865.75019999966 424045.71880000085, 73884.63060000166 424033.1319000013, 73904.32679999992 424018.3306000009, 73925.42159999907 424002.48039999977, 73945.5839000009 423985.2316999994, 73966.79520000145 423965.8850999996, 73983.9274000004 423947.35440000147, 74000.41629999876 423928.32019999996)"
natuurvriendelijke_vooroever_legger.3498,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,Stortsteen,4,Beninger slikken,WNZ,Haringvliet,"117.OD.R.1016,309.ov154",,Ingetekend op basis van BKN,,"LINESTRING (74017.27340000123 423907.9572999999, 74026.89539999887 423893.4123999998, 74037.93459999934 423876.77899999917, 74050.4748999998 423857.38120000064, 74068.53950000182 423835.00450000167, 74086.83709999919 423815.1917000003, 74100.00679999962 423801.32279999927, 74114.57499999925 423786.2884000018, 74136.71860000119 423767.87420000136, 74144.87680000067 423760.8814999983, 74153.50120000169 423754.2384000011, 74164.57299999893 423747.82840000093, 74176.11100000143 423742.23420000076, 74190.09650000185 423734.19260000065, 74199.34549999982 423728.64499999955, 74212.62240000069 423720.36560000107, 74223.28869999945 423713.87629999965, 74230.44920000061 423710.22150000185, 74239.62370000035 423705.2985999994)"
natuurvriendelijke_vooroever_legger.3499,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,Stortsteen,4,Beninger slikken,WNZ,Haringvliet,"117.OD.R.1016,31.ov153",,Ingetekend op basis van BKN,,"LINESTRING (74307.49980000034 423679.93829999864, 74322.86520000175 423661.06720000133, 74336.81329999864 423643.6134000011, 74348.69689999893 423630.0351999998, 74360.86980000138 423613.99549999833, 74379.25459999964 423587.74610000104, 74392.82979999855 423569.02419999987, 74411.06679999828 423543.4074999988, 74425.40190000087 423524.41059999913, 74436.61360000074 423510.8447000012, 74454.21669999883 423493.0925000012, 74478.45809999853 423470.19359999895)"
natuurvriendelijke_vooroever_legger.3500,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,Stortsteen,4,Beninger slikken,WNZ,Haringvliet,"117.OD.R.1016,31.ov153",,Ingetekend op basis van BKN,,"LINESTRING (74491.80959999934 423457.21510000154, 74513.3658999987 423441.70050000027, 74534.77290000021 423427.4539999999, 74552.45059999824 423415.2960000001, 74576.46829999983 423400.3781999983, 74597.42320000008 423387.81920000166, 74612.22439999878 423378.1458999999, 74630.40549999848 423364.7432000004, 74646.372299999 423350.8742999993)"
natuurvriendelijke_vooroever_legger.3501,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,Stortsteen,4,Beninger slikken,WNZ,Haringvliet,"117.OD.R.1016,31.ov153",,Ingetekend op basis van BKN,,"LINESTRING (74657.56069999933 423342.13340000063, 74671.8957999982 423329.19680000097, 74693.92289999872 423308.2186000012, 74714.31830000132 423287.7065999992, 74735.2965000011 423264.2809000015, 74751.84600000083 423245.0509000011, 74764.1997999996 423227.80220000073, 74777.01979999989 423209.62110000104, 74786.57660000026 423195.6356000006, 74802.19370000064 423172.32649999857, 74815.94610000029 423150.5324999988)"
natuurvriendelijke_vooroever_legger.3502,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,Stortsteen,4,Tiengemeten,WNZ,Haringvliet,"117.OD.-.1010,566",,Ingetekend op basis van BKN,,"LINESTRING (77778.65029999986 418921.3277999982, 77687.51170000061 418943.1218000017, 77628.50699999928 418956.7296000011)"
natuurvriendelijke_vooroever_legger.3503,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,Stortsteen,4,Tiengemeten,WNZ,Haringvliet,"117.OD.-.1010,566",,Ingetekend op basis van BKN,,"LINESTRING (77611.79910000041 418960.45910000056, 77562.34650000185 418972.54250000045, 77485.88789999858 418991.1385000013, 77434.127700001 419003.1986999996)"
natuurvriendelijke_vooroever_legger.3504,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,Stortsteen,4,Tiengemeten,WNZ,Haringvliet,"117.OD.-.1010,901",,Ingetekend op basis van BKN,,"LINESTRING (77416.07719999924 419005.8093000017, 77399.89130000025 419004.9888000004, 77390.71680000052 419003.42240000144, 77352.97470000014 418992.9054000005, 77325.96559999883 418981.23220000044, 77290.81980000064 418967.0282000005, 77254.58139999956 418950.63899999857, 77245.33790000156 418944.28720000014, 77231.93519999832 418932.1664999984, 77210.84039999917 418911.4213999994, 77190.4450000003 418888.1123000011, 77145.34189999849 418839.86239999905)"
natuurvriendelijke_vooroever_legger.3505,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,,4,,WNZ,Haringvliet,,,Ingetekend op basis van BKN,,"LINESTRING (77180.10159999877 418841.92379999906, 77129.11290000007 418780.9195000008)"
natuurvriendelijke_vooroever_legger.3506,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,Stortsteen,4,Tiengemeten strekdam,WNZ,Haringvliet,"117.OD.-.1010,903",,Ingetekend op basis van BKN,,"LINESTRING (77109.80999999866 418827.17350000143, 77085.95459999889 418801.67920000106, 77055.17929999903 418770.9039000012, 77021.12620000169 418737.7611999996, 77006.55799999833 418725.5604000017, 76991.44350000098 418708.98910000175, 76987.07299999893 418701.88709999993, 76981.60990000144 418691.87139999866, 76960.46330000088 418647.188099999, 76951.01669999957 418619.94099999964, 76946.82840000093 418604.09809999913, 76946.10000000149 418598.4528999999, 76946.6462999992 418566.2208000012, 76948.83150000125 418545.09690000117, 76949.37779999897 418533.4422999993, 76951.74509999901 418524.15509999916, 76961.39660000056 418490.83040000126, 76971.04800000042 418459.8729999997, 76984.70569999889 418429.82609999925, 77000.7087999992 418395.82389999926, 77008.63390000165 418380.0903000012, 77017.49139999971 418365.17240000144, 77029.84519999847 418348.27329999954, 77034.85669999942 418343.3784000017, 77050.24069999903 418330.5584000014, 77074.7153000012 418310.2795000002, 77092.3136 418294.6623999998, 77106.99839999899 418283.47399999946, 77136.01819999889 418258.4167000018, 77152.91730000079 418243.96510000154, 77158.29710000008 418239.48039999977, 77160.9822999984 418238.65989999846, 77162.5485999994 418239.03290000185, 77164.04039999843 418240.00250000134, 77166.2034999989 418242.1656000018)"
natuurvriendelijke_vooroever_legger.3507,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,Stortsteen,4,Tiengemeten strekdam,WNZ,Haringvliet,"117.OD.-.1010,904",,Ingetekend op basis van BKN,,"LINESTRING (77177.98860000074 418234.4829000011, 77175.9001000002 418231.79769999906, 77175.16019999981 418230.1283, 77174.94629999995 418229.24230000004, 77174.91580000147 418228.41739999875, 77175.09910000116 418227.47030000016, 77176.19889999926 418225.4844999984, 77179.2846999988 418223.19310000166, 77190.81789999828 418215.53730000183, 77219.38560000062 418198.3071999997, 77231.4690000005 418189.53830000013, 77242.07470000163 418183.36140000075, 77261.77089999989 418171.5903000012, 77278.16180000082 418162.05689999834, 77280.62330000103 418161.0872000009, 77282.48800000176 418160.938000001, 77283.90520000085 418161.3856000006, 77286.6649999991 418162.7281999998, 77289.94689999893 418165.7862999998)"
natuurvriendelijke_vooroever_legger.3508,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,Stortsteen,4,Tiengemeten,WNZ,Haringvliet,"117.OD.-.1010,905",,Ingetekend op basis van BKN,,"LINESTRING (77297.65349999815 418167.19750000164, 77296.6986999996 418160.18019999936, 77296.6986999996 418158.74810000136, 77296.6986999996 418157.4114000015, 77297.08060000092 418156.4567000009, 77298.36950000003 418155.1678000018, 77303.47740000114 418152.87640000135, 77308.06010000035 418150.25090000033, 77316.94819999859 418143.7078999989, 77324.78000000119 418138.4866999984, 77331.86600000039 418134.16050000116, 77342.0100999996 418130.2072999999, 77348.42480000108 418127.07449999824, 77362.89510000125 418118.6460000016, 77376.99240000173 418110.66490000114, 77380.1997999996 418108.27809999883, 77383.40709999949 418104.02650000155, 77388.4792000018 418098.2831000015, 77400.26429999992 418087.7661000006, 77408.46909999847 418081.500599999, 77415.03290000185 418077.6218999997, 77421.82050000131 418073.74329999834, 77424.8786999993 418071.50560000166, 77427.76179999858 418068.20430000126, 77435.00250000134 418063.31599999964, 77440.33949999884 418060.36199999973, 77454.66059999913 418054.58579999954, 77461.72569999844 418051.53069999814, 77465.25829999894 418049.4780000001, 77468.17020000145 418047.6640000008, 77469.9365000017 418045.7067000009, 77471.65500000119 418042.9857000001, 77472.7052000016 418040.64660000056, 77475.61719999835 418035.77739999816, 77478.62460000068 418031.1468999982, 77483.58929999918 418025.99130000174, 77489.50869999826 418022.26779999956, 77496.28730000183 418017.7806000002, 77502.63639999926 418012.4816999994, 77506.88500000164 418008.0421999991, 77515.87739999965 417997.4386, 77520.12900000066 417991.5461000018, 77523.26179999858 417984.68389999866, 77530.32389999926 417969.7093000002, 77533.37900000066 417963.3126000017, 77537.57990000024 417953.8605999984, 77538.48690000176 417952.2853000015, 77540.1099999994 417950.8531999998, 77541.49430000037 417950.5667999983, 77543.92889999971 417950.75769999996, 77552.76029999927 417953.14460000023)"
natuurvriendelijke_vooroever_legger.3509,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,Stortsteen,4,Tiengemeten ,WNZ,Haringvliet,"117.OD.-.1009,938",,Ingetekend op basis van BKN,,"LINESTRING (77572.23699999973 417975.7241999991, 77577.48809999973 417964.41050000116, 77583.15680000186 417954.5498000011, 77592.33130000159 417943.80900000036, 77601.80409999937 417933.66490000114, 77619.16250000149 417916.76889999956, 77634.34290000051 417901.875, 77660.8786999993 417873.8443999998, 77679.82440000027 417854.89869999886, 77712.21939999983 417821.48750000075, 77738.09250000119 417795.0315999985, 77755.22470000014 417777.08359999955, 77765.83029999956 417766.36140000075, 77769.09360000119 417764.38010000065, 77775.38709999993 417760.1845000014)"
natuurvriendelijke_vooroever_legger.3510,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,Stortsteen,4,Tiengemeten ,WNZ,Haringvliet,"117.OD.-.1009,938",,Ingetekend op basis van BKN,,"LINESTRING (77786.33769999817 417748.6838000007, 77805.65630000085 417734.3627000004, 77817.21759999916 417725.6356999986, 77864.73090000078 417687.59530000016, 77926.19700000063 417639.4433000013, 77963.26309999824 417609.57499999925, 77983.18780000135 417593.8740000017, 77995.54160000011 417584.4338000007, 78012.09109999985 417573.24549999833)"
natuurvriendelijke_vooroever_legger.3511,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,Stortsteen,4,Tiengemeten ,WNZ,Haringvliet,"117.OD.-.1009,681",,Ingetekend op basis van BKN,,"LINESTRING (78034.1884999983 417562.7987000011, 78050.70549999923 417547.09319999814, 78063.83729999885 417534.31920000166, 78080.50329999998 417518.3524999991, 78090.87590000033 417508.4461000003, 78102.18079999834 417500.63760000095, 78125.02369999886 417484.32119999826, 78140.52430000156 417472.31700000167, 78158.46290000156 417459.42709999904, 78165.62350000069 417455.3247000016, 78175.99139999971 417450.625599999, 78183.00279999897 417448.68620000035, 78190.61089999974 417447.567400001, 78197.02549999952 417447.567400001, 78205.4541000016 417448.9846000001, 78221.34160000086 417451.37139999866)"
natuurvriendelijke_vooroever_legger.3512,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,Stortsteen,4,Tiengemeten,WNZ,Haringvliet,"117.OD.-.1009,177",,Ingetekend op basis van BKN,,"LINESTRING (78250.13300000131 417453.0124000013, 78278.02939999849 417455.3247000016, 78286.15960000083 417455.8467999995, 78291.00789999962 417455.3247000016, 78296.22910000011 417453.53449999914, 78311.51990000159 417443.6141999997, 78319.57550000027 417438.24379999936, 78340.83339999989 417424.07180000097, 78350.82840000093 417417.4334000014, 78360.37579999864 417409.7507000007, 78376.4123999998 417393.93780000135, 78413.11030000076 417361.41690000147, 78426.11919999868 417375.867899999)"
natuurvriendelijke_vooroever_legger.3513,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,Stortsteen,4,Tiengemeten,WNZ,Haringvliet,"117.OD.-.1009,177",,Ingetekend op basis van BKN,,"LINESTRING (78423.32899999991 417353.435899999, 78440.40989999846 417335.60909999907, 78448.5401000008 417328.29940000176, 78459.6539000012 417319.1248999983, 78472.18490000069 417310.6217, 78501.87139999866 417290.4081000015, 78522.75629999861 417275.6394000016, 78552.44280000031 417254.8289999999, 78574.52120000124 417239.8365999982, 78589.81199999899 417228.5736999996, 78629.79179999977 417201.79619999975)"
natuurvriendelijke_vooroever_legger.3514,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,Stortsteen,4,Tiengemeten,WNZ,Haringvliet,"117.OD.-.1009,23",,Ingetekend op basis van BKN,,"LINESTRING (78637.96669999883 417195.27109999955, 78661.07149999961 417179.94750000164, 78689.22069999948 417159.7419000007, 78714.22670000046 417142.34860000014, 78749.5912999995 417117.78550000116, 78798.7734999992 417084.33689999953)"
natuurvriendelijke_vooroever_legger.3515,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,Stortsteen,4,Tiengemeten,WNZ,Haringvliet,"117.OD.-.1008,633",,Ingetekend op basis van BKN,,"LINESTRING (78911.26440000162 416999.24439999834, 78922.25580000132 416985.18930000067, 78932.25079999864 416974.59760000184, 78949.23380000144 416958.1180999987, 78965.78330000117 416942.85060000047, 78990.84050000086 416921.40619999915, 79012.6345999986 416904.507100001, 79027.27730000019 416894.1158999987)"
natuurvriendelijke_vooroever_legger.3516,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,Stortsteen,4,Tiengemeten,WNZ,Haringvliet,"117.OD.-.1008,633",,Ingetekend op basis van BKN,,"LINESTRING (79034.58709999919 416889.6405999996, 79049.87790000066 416879.4219000004, 79065.31320000067 416869.1937999986, 79082.91149999946 416859.2873999998, 79107.96880000085 416846.4673999995, 79126.14990000054 416836.9107000008, 79144.79720000178 416828.9855999984, 79164.0271999985 416821.17709999904, 79183.95650000125 416813.6015999988)"
natuurvriendelijke_vooroever_legger.3517,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,Stortsteen,4,Tiengemeten,WNZ,Haringvliet,"117.OD.-.1008,481",,Ingetekend op basis van BKN,,"LINESTRING (79243.86089999974 416805.79300000146, 79196.54340000078 416759.99060000107, 79194.81949999928 416758.429299999, 79194.34209999815 416757.2835999988, 79194.24659999833 416756.2333999984, 79194.58080000058 416754.8968000002, 79195.34459999949 416753.4646999985, 79196.34710000083 416752.65309999883, 79198.4952000007 416751.6506000012, 79205.3216000013 416748.6909000017, 79210.87849999964 416745.5390000008, 79333.60099999979 416684.58570000157)"
natuurvriendelijke_vooroever_legger.3518,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,Stortsteen,4,Tiengemeten,WNZ,Haringvliet,"117.OD.-.1008,104",,Ingetekend op basis van BKN,,"LINESTRING (79451.77820000052 416617.22239999846, 79535.10819999874 416561.3969999999)"
natuurvriendelijke_vooroever_legger.3519,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,1,Stortsteen,4,Tiengemeten,WNZ,Haringvliet,"117.OD.-.1008,104",,Ingetekend op basis van BKN,,"LINESTRING (79545.71389999986 416554.6374000013, 79627.12629999965 416500.41050000116)"
