FID,vwk_id,vwk_begdtm,vwj_id_beg,vwj_id_end,vaktype,vrt_code,vrt_naam,vwg_nr,vwg_naam,begkm,endkm,gdb_geomattr_data,shape
vaarwegvakken.1673,4863,2015-09-01T00:00:00,3632,3886,D,522,Diepwaterroute van Rotterdam,5,Eurogeul,38.84700012,45.84000015,,"LINESTRING (13737.471999999136 445826.86400000006, 6941.2989999987185 445096.2969999984, 6783.425999999046 445103.33199999854)"
vaarwegvakken.1674,4368,2015-09-01T00:00:00,3593,3619,D,523,Scheepvaartroute Rotterdam,1,Maasgeul,4.28900003,11.3380003,,"LINESTRING (58846.495999999344 447215.4759999998, 52361.607000000775 449977.2980000004)"
vaarwegvakken.1675,4869,2015-09-01T00:00:00,3826,3888,D,172,Diepwaterroute van Noord Hinder via Botney Gronden naar Duitsland,1,Voorzorgsgebied Noord Hinder,16.05900002,22.01300049,,"LINESTRING (-32197.254999998957 442548.23600000143, -31631.070000000298 448475.3770000003)"
vaarwegvakken.1676,4870,2015-09-01T00:00:00,3888,3833,D,601,Diepwaterroute van Noord Hinder via Botney Gronden naar Duitsland,1,DW Route van Noord Hinder naar nabij Bruine Bank VSS,0,17.20299911,,"LINESTRING (-31631.070000000298 448475.3770000003, -29995.173000000417 465600.8509999998)"
vaarwegvakken.1677,4394,2015-09-01T00:00:00,3623,3633,D,525,Scheepvaartroute van Rotterdam,3,Voorzorgsgebied Maas,33.72700119,37.61899948,,"LINESTRING (19024.550000000745 453751.32499999925, 15133.616000000387 453650.1169999987)"
vaarwegvakken.1678,4871,2015-09-01T00:00:00,3619,3637,D,525,Scheepvaartroute van Rotterdam,5,Voorzorgsgebied Maas Center,0,21.65399933,,"LINESTRING (52361.607000000775 449977.2980000004, 38412.53299999982 452638.1629999988, 31094.087000001222 454049.1479999982)"
vaarwegvakken.1679,4877,2015-09-01T00:00:00,3648,3891,D,527,Scheepvaartroute van Rotterdam via Maas Noord West naar Engeland,3,Maas Noord West VSS,19.99900055,27.47400093,,"LINESTRING (34657.24399999902 459279.58199999854, 34238.109999999404 459498.69200000167, 33045.60099999979 460223.2580000013, 28253.6240000017 463134.3049999997)"
vaarwegvakken.1680,4880,2015-09-01T00:00:00,3892,3653,D,527,Scheepvaartroute van Rotterdam via Maas Noord West naar Engeland,1,Vrije scheepvaartzone nabij Rijnveld,49.74700165,60.97600174,,"LINESTRING (9217.45699999854 474698.28500000015, -379.3020000010729 480527.7509999983)"
vaarwegvakken.1681,4881,2015-09-01T00:00:00,3619,3648,D,527,Scheepvaartroute van Rotterdam via Maas Noord West naar Engeland,4,Voorzorgsgebied Maas Center,0,19.99900055,,"LINESTRING (52361.607000000775 449977.2980000004, 40263.028999999166 456338.8420000002, 34657.24399999902 459279.58199999854)"
vaarwegvakken.1682,4484,2015-09-01T00:00:00,3600,3685,D,530,Diepwaterroute van Amsterdam,2,IJgeul,3.53500009,8.34599972,,"LINESTRING (92847.44000000134 498801.7270000018, 88129.51799999923 499741.3289999999)"
vaarwegvakken.1683,4888,2015-09-01T00:00:00,3760,3896,D,528,Scheepvaartroute van Amsterdam,1,Vrije Scheepvaartroute nabij De Ruyter,66.36199951,79.90399933,,"LINESTRING (24077.602000001818 497707.0219999999, 11641.886999998242 492346.59099999815)"
vaarwegvakken.1684,4902,2015-09-01T00:00:00,3902,3674,D,528,Scheepvaartroute van Amsterdam,3,Aanloop IJgeul,33.86199951,37.79100037,,"LINESTRING (55093.76399999857 504615.4530000016, 51165.88300000131 504689.30700000003)"
vaarwegvakken.1685,4891,2015-09-01T00:00:00,3897,3689,D,528,Scheepvaartroute van Amsterdam,2,Vrije Scheepvaartroute nabij IJmuiden,43.16400146,44.88999939,,"LINESTRING (45794.16299999878 504790.1860000007, 44068.324000000954 504822.7589999996)"
vaarwegvakken.1686,4892,2015-09-01T00:00:00,3764,3898,D,528,Scheepvaartroute van Amsterdam,7,Voorzorgsgebied IJmuiden,19.47999954,20.28000069,,"LINESTRING (69473.38800000027 504344.9759999998, 68673.84800000116 504360.0150000006)"
vaarwegvakken.1687,5301,2017-09-01T00:00:00,4099,4100,D,066e,Westerzeedijk,1,Westerzeedijk,0,0.255,,"LINESTRING (157284.64299999923 575564.6389999986, 157248.25 575560.1099999994, 157227.37999999896 575560.8399999999, 157206.51999999955 575564.9600000009, 157186.37999999896 575573.9400000013, 157111.1499999985 575609.6099999994, 157081.05999999866 575621.5, 157044.1799999997 575633.1499999985)"
vaarwegvakken.1688,1685,2018-03-01T00:00:00,1636,1637,H,234b,Haven Westoever te Den Helder,1,Haven Westoever te Den Helder,0.52899998,0.74000001,,"LINESTRING (113912 551432, 113885 551382, 113870 551328, 113865 551264, 113863 551230)"
vaarwegvakken.1689,3314,2018-03-01T00:00:00,1106,3022,H,1031,Zuiderhaven te Oudeschild,1,Zuiderhaven te Oudeschild,0,0.105,,"LINESTRING (119040 561542, 118957 561478)"
vaarwegvakken.1690,134,2018-03-01T00:00:00,169,170,H,051,Haven van Stavoren,2,Buitenhaven te Stavoren,0.51800001,0.63300002,,"LINESTRING (152797 544412, 152827 544436, 152904 544439)"
vaarwegvakken.1691,136,2018-03-01T00:00:00,171,172,H,051,Haven van Stavoren,3,Spoorweghaven te Stavoren,0.72000003,0.98199999,,"LINESTRING (152991 544442, 153253 544452)"
vaarwegvakken.1692,135,2018-03-01T00:00:00,170,171,H,051,Haven van Stavoren,2,Buitenhaven te Stavoren,0.63300002,0.72000003,,"LINESTRING (152904 544439, 152908 544439, 152919 544439, 152991 544442)"
vaarwegvakken.1693,403,2018-03-01T00:00:00,168,443,D,301b,Kustroute van de Friese Hoek naar Makkum en Kornwerderzand,4,IJsselmeer,30.80800056,38.98400116,,"LINESTRING (152377 544108, 152427 545839, 152578 546294, 152851 546748, 152973 546991, 153336 547446, 153791 547992, 154125 548719, 154307 549689, 154428 550569, 154398 551175, 154361 551762)"
vaarwegvakken.1694,133,2018-03-01T00:00:00,168,169,V,051,Haven van Stavoren,1,Vaargeul naar Stavoren,0,0.51800001,,"LINESTRING (152377 544108, 152691.44399999827 544336.0480000004, 152797 544412)"
vaarwegvakken.1695,1430,2018-03-01T00:00:00,1398,1399,H,087,Stadsgrachten en havens te Zwolle,2,Thorbeckegracht,1.71099997,2.64700007,,"LINESTRING (202637 503235, 202696.27899999917 503207.43400000036, 202843 503202, 202954.79100000113 503201.92599999905, 203091.0240000002 503219.18499999866, 203149.77699999884 503217.71599999815, 203233 503199, 203314.28400000185 503158.9629999995, 203343.29300000146 503143.1739999987, 203512 503039, 203519 503034)"
vaarwegvakken.1696,1431,2018-03-01T00:00:00,1399,1400,H,087,Stadsgrachten en havens te Zwolle,3,Almelo's Kanaal of Nieuwe Wetering,2.64700007,4.95699978,,"LINESTRING (203519 503034, 203743.1790000014 502883.19299999997, 203863.62200000137 502793.5949999988, 203937.7969999984 502752.4679999985, 204024 502667, 204148.2049999982 502551.6070000008, 204190.06599999964 502534.34899999946, 204319.32200000063 502498.36300000176, 204392.39600000158 502469.72100000083, 204491.90799999982 502401.4210000001, 204552.49700000137 502361.76300000027, 204623.36800000072 502314.02600000054, 204696.44099999964 502300.44000000134, 204813.5789999999 502267.3909999989, 204864.62099999934 502243.5229999982, 204910.88899999857 502205.33399999887, 204920.80299999937 502167.51199999824, 204929.2490000017 502126.0179999992, 204959.72700000182 502088.1950000003, 205000.11899999902 502055.881000001, 205057.76999999955 502011.44999999925, 205118.3590000011 501940.5789999999, 205173.07299999893 501839.59800000116, 205185.19000000134 501802.51000000164, 205196.57400000095 501743.3909999989, 205206.85500000045 501705.5689999983, 205218.60599999875 501679.86400000006, 205238.80200000107 501649.7529999986)"
vaarwegvakken.1697,1696,2018-03-01T00:00:00,983,1648,D,096,Haven van Urk,3,"IJsselmeer, Haven van Urk",0,2.4460001,,"LINESTRING (165545.68200000003 518393.98900000006, 167970.56899999827 518071.9360000007)"
vaarwegvakken.1698,1428,2018-03-01T00:00:00,1396,1397,H,087,Stadsgrachten en havens te Zwolle,1,Zwarte Water,0,0.40900001,,"LINESTRING (201485 504383, 201590 504302, 201674 504133, 201693 504047)"
vaarwegvakken.1699,1429,2018-03-01T00:00:00,1397,1398,H,087,Stadsgrachten en havens te Zwolle,1,Zwarte Water,0.40900001,1.71099997,,"LINESTRING (201693 504047, 201727 503896, 201787.2039999999 503827.3590000011, 202016.42799999937 503671.48600000143, 202121 503639, 202187 503583, 202274 503489, 202341.92700000107 503398.70899999887, 202403.81799999997 503348.27899999917, 202481.75400000066 503293.2659999989, 202568 503258, 202637 503235)"
vaarwegvakken.1700,1694,2018-03-01T00:00:00,1648,1649,D,096,Haven van Urk,1,Vaargeul naar Urk,2.4460001,4.29699993,,"LINESTRING (167970.56899999827 518071.9360000007, 168619.13199999928 518240.70699999854, 169105.2809999995 518370.76000000164, 169306.5540000014 518414.11100000143, 169346.80799999833 518451.26900000125, 169346.80799999833 518729.9530000016, 169290 518856)"
vaarwegvakken.1701,1203,2018-03-01T00:00:00,1171,1177,V,239a,Haven van Volendam,1,Geul door de Gouwzee naar de haven van Volendam,0,0.87900001,,"LINESTRING (134541.9389999993 499950.09699999914, 134184.0859999992 500283.60599999875, 133918 500569)"
vaarwegvakken.1702,1204,2018-03-01T00:00:00,1177,1178,H,239a,Haven van Volendam,2,Haven van Volendam,0.87900001,0.97399998,,"LINESTRING (133918 500569, 133903 500589, 133859 500643)"
vaarwegvakken.1703,1561,2018-03-01T00:00:00,1521,1522,H,231a1,Havendiep,1,Havendiep,0,1.17999995,,"LINESTRING (157954 500918, 158052 500901, 158209 500905, 158451 500934, 159125 501024)"
vaarwegvakken.1704,1206,2018-03-01T00:00:00,1179,1180,H,239b,Toegangsgeul en haven van Marken,2,Haven van Marken,1.08899999,1.20500004,,"LINESTRING (135425.98200000077 496799.77699999884, 135530.92599999905 496751.1640000008)"
vaarwegvakken.1705,2368,2018-03-01T00:00:00,2186,2187,H,233y3,Hoogovenkanaal en Hoogovenhaven,1,Hoogovenkanaal,0.68099999,1.15499997,,"LINESTRING (101023 498491, 101271 498619, 101457 498677)"
vaarwegvakken.1706,2484,2013-01-01T00:00:00,2232,2264,D,138e,Overloop van Zierikzee,2,"Roompot, Overloop van Zierikzee",0,0.38499999,,"LINESTRING (51663.482000000775 404904.8830000013, 51445 404588)"
vaarwegvakken.1707,2491,2013-01-01T00:00:00,2271,2274,D,138g,Hammen,1,Hammen,0.764,10.99300003,,"LINESTRING (49492 407047, 49474 407196, 49375 407451, 49120 407890, 48951 408399, 48879 408830, 48784 409553, 48699 410083, 48615.3740000017 410417.7740000002, 48384.39499999955 410649.96400000155, 48146.28500000015 410792.8299999982, 47708.16200000048 411021.41600000113, 46755.721000000834 411440.48999999836, 46155.68299999833 411650.02699999884, 45610.93400000036 411823.4079999998, 45120 411822, 44536 411764, 44060.31199999899 411602.4050000012, 43551.8040000014 411412.40399999917, 42580 410637)"
vaarwegvakken.1708,2498,2013-01-01T00:00:00,2278,2279,D,138h,Geul van de Roggenplaat,2,Oliegeul,4.08599997,8.72099972,,"LINESTRING (43873 407413, 43079.29699999839 407487.8590000011, 42431.63699999824 407611.67599999905, 42050.66099999845 407678.34699999914, 41717.30600000173 407773.59099999815, 41460.14699999988 407964.0789999999, 41355.379000000656 408116.4699999988, 41212.51199999824 408268.8599999994, 41050.596999999136 408440.30000000075, 40888.68200000003 408640.311999999, 40783.914000000805 408754.60500000045, 40706 408804, 40664.550999999046 408832.9919999987, 40607.53200000152 408851.9979999997, 40545.76300000027 408854.3740000017, 40443.60500000045 408830.6160000004, 40386.585999999195 408764.0949999988, 40358 408691, 40213.15599999949 408163.02600000054)"
vaarwegvakken.1709,2543,2013-01-01T00:00:00,2315,2316,D,111,Oude Maas,1,Oude Maas,5.56899977,8.44299984,,"LINESTRING (101053 424304, 101003.62200000137 424314.6319999993, 100840.6240000017 424383.9470000006, 100683.22500000149 424445.3590000011, 100626.75200000033 424465.1169999987, 100589.37799999863 424478.1229999997, 100564.84600000083 424486.35599999875, 100561.08199999854 424487.91000000015, 100557.0940000005 424488.9519999996, 100523.71700000018 424493.62999999896, 100399.31100000069 424519.368999999, 100006.7890000008 424570.3110000007, 99771.79800000042 424595.4919999987, 99597.14499999955 424602.2100000009, 99415.77400000021 424629.0789999999, 99274.70899999887 424655.94900000095, 99100.05600000173 424709.688000001, 98925.40300000086 424803.7320000008, 98757.46700000018 424884.34099999815, 98589.5309999995 425011.97300000116, 98468.61800000072 425119.4510000013, 98388.00899999961 425193.3429999985)"
vaarwegvakken.1710,2548,2013-01-01T00:00:00,2316,2318,D,111,Oude Maas,1,Oude Maas,8.44299984,12.49699974,,"LINESTRING (98388.00899999961 425193.3429999985, 98240.22500000149 425367.99599999934, 98132.74700000137 425562.80099999905, 98025.26799999923 425784.4759999998, 97951.3759999983 425965.84699999914, 97864.05000000075 426295, 97850.61499999836 426610.7190000005, 97778.20899999887 426802.1079999991, 97668.81799999997 426998.368999999, 97597.4990000017 427080.4120000005, 97566.39799999818 427121.16600000113, 97514.74399999902 427174.9829999991, 97409.28200000152 427250.93400000036, 97198.1559999995 427355.8040000014, 96999.32699999958 427384.20800000057, 96795.97899999842 427403.375, 96540.71700000018 427383.22300000116, 96265.30299999937 427316.0489999987, 95983.17100000009 427255.5920000002, 95748.06100000069 427201.8530000001)"
vaarwegvakken.1711,2549,2013-01-01T00:00:00,2318,1924,D,111,Oude Maas,1,Oude Maas,12.49699974,19.36199951,,"LINESTRING (95748.06100000069 427201.8530000001, 95606.99500000104 427201.8530000001, 95378.60300000012 427228.72199999914, 94986.86800000072 427345.43200000003, 94639.72500000149 427490.6009999998, 94195.20199999958 427680.8530000001, 94014.25499999896 427755.16000000015, 93830.36899999902 427806.6479999982, 93624.41699999943 427850.7809999995, 93447.88599999994 427872.84699999914, 93227.22300000116 427858.13699999824, 93087.46999999881 427850.7809999995, 92962.42700000107 427843.42599999905, 92682.92000000179 427791.938000001, 92410.76900000125 427733.0940000005, 92182.75 427674.2509999983, 91969.44200000167 427630.1180000007, 91800.26700000092 427585.9849999994, 91586.95899999887 427534.4970000014, 91351.5850000009 427490.36400000006, 90976.45800000057 427431.5210000016, 90652.81799999997 427416.80999999866, 90395.37799999863 427453.5870000012, 90093.8049999997 427534.4970000014, 89703.96599999815 427718.3830000013, 89168 428004)"
vaarwegvakken.1712,2782,2013-01-01T00:00:00,2511,2512,D,124,Amertak en Wilhelminakanaal,2,Wilhelminakanaal,3.09699988,3.19799995,,"LINESTRING (117086 410882, 117130.41800000146 410791.7120000012)"
vaarwegvakken.1713,2784,2013-01-01T00:00:00,2042,2046,D,124,Amertak en Wilhelminakanaal,2,Wilhelminakanaal,30.56800079,53.25899887,,"LINESTRING (135923 396491, 135969.811999999 396344.1979999989, 136095.26399999857 396013.1020000018, 136188.60200000182 395751.75400000066, 136255.125 395554.0089999996, 136367 395263, 136496.56899999827 394894.5529999994, 136603.65399999917 394602.02899999917, 136803.08100000024 394060.76999999955, 136876.23900000006 393828.04100000113, 136900.89600000158 393759.94099999964, 136943 393680, 137003 393609, 137584 393046, 138501.8440000005 392169.1079999991, 138993 391697, 139162.26700000092 391540.83900000155, 139235.063000001 391485.65399999917, 139301.98800000176 391444.55999999866, 139402.96299999952 391390.55000000075, 139999 391071, 141348.49399999902 390327.96400000155, 141623.23999999836 390174.15300000086, 141900 390028, 141973 389997, 142098.76199999824 389960.4620000012, 142198.563000001 389941.67599999905, 142262 389939, 142407 389942, 142540 389937, 143010 389950, 143247.05999999866 389953.41699999943, 143741.36800000072 389960.4620000012, 144213.36800000072 389963.9840000011, 144937.5390000008 389975.65100000054, 145510 389983, 146921 389999, 147144 390005, 147425.01300000027 390008.3189999983, 147639 390024, 148134 390065, 148685.08399999887 390106.32499999925, 149099 390137, 149594 390186, 149926.48699999973 390224.5540000014, 150225.1700000018 390255.66699999943, 150357.3999999985 390257.22199999914, 150460.07299999893 390244.77699999884, 150891 390170, 152605 389818, 153811 389565, 155013 389317, 155183 389295, 155266 389292)"
vaarwegvakken.1714,691,2013-09-01T00:00:00,404,680,D,102,"Nieuwe Maas, Nieuwe Waterweg en Maasmond",6,Maasmond,44.09400177,45.75,,"LINESTRING (64387 445087, 62792.300999999046 445535.17500000075)"
vaarwegvakken.1715,1317,2013-09-01T00:00:00,1300,1301,D,233y,Aanloop havens van IJmuiden en Noordzeekanaal,6,"Noordzeehaven, Buitenhaven",0.66100001,2.14199996,,"LINESTRING (96962.95699999854 497982.8779999986, 97137.27499999851 497822.2410000004, 97326.18800000101 497802, 97881.17700000107 497776.7019999996, 98379.33100000024 497751.1559999995)"
vaarwegvakken.1716,4334,2013-09-01T00:00:00,3598,3599,D,571,Scheepvaartroute Scheveningen,2,Scheepvaartroute Scheveningen (NCP),1.27999997,3.33800006,,"LINESTRING (77055.16800000146 458726.94200000167, 76070.98600000143 460534.1979999989)"
vaarwegvakken.1717,4894,2015-09-01T00:00:00,3765,3899,D,528,Scheepvaartroute van Amsterdam,5,IJmuiden West Binnen VSS,13.20499992,18.6439991,,"LINESTRING (75705.22300000116 503788.1770000011, 74117.66899999976 504112.6030000001, 73161.79699999839 504228.0460000001, 72607.66899999976 504283.45899999887, 71707.2100000009 504301.9299999997, 70308.8200000003 504328.8770000003)"
vaarwegvakken.1718,4896,2015-09-01T00:00:00,3685,3900,D,528,Scheepvaartroute van Amsterdam,8,IJmuiden Havenaanloop,0,5.01800013,,"LINESTRING (88129.51799999923 499741.3289999999, 83725.5009999983 502146.33300000057)"
vaarwegvakken.1719,4897,2015-09-01T00:00:00,3900,3765,D,528,Scheepvaartroute van Amsterdam,5,IJmuiden West Binnen VSS,5.01800013,13.20499992,,"LINESTRING (83725.5009999983 502146.33300000057, 83725.10599999875 502146.5489999987, 75705.22300000116 503788.1770000011)"
vaarwegvakken.1720,4898,2015-09-01T00:00:00,3689,3901,D,528,Scheepvaartroute van Amsterdam,2,Vrije Scheepvaartroute nabij IJmuiden,44.88999939,46.62799835,,"LINESTRING (44068.324000000954 504822.7589999996, 42330.28200000152 504855.48699999973)"
vaarwegvakken.1721,4899,2015-09-01T00:00:00,3901,3760,D,528,Scheepvaartroute van Amsterdam,1,Vrije Scheepvaartroute nabij De Ruyter,46.62799835,66.36199951,,"LINESTRING (42330.28200000152 504855.48699999973, 40732.596000000834 504885.7410000004, 29294.39900000021 499957.4930000007, 24077.602000001818 497707.0219999999)"
vaarwegvakken.1722,4901,2015-09-01T00:00:00,3683,3902,D,528,Scheepvaartroute van Amsterdam,9,Voorzorgsgebied oversteek IJmuiden,33.36100006,33.86199951,,"LINESTRING (55594.70100000128 504606.03400000185, 55093.76399999857 504615.4530000016)"
vaarwegvakken.1723,4903,2015-09-01T00:00:00,3898,3903,D,528,Scheepvaartroute van Amsterdam,4,IJmuiden West Buiten VSS,20.28000069,32.30899811,,"LINESTRING (68673.84800000116 504360.0150000006, 56646.9840000011 504586.2410000004)"
vaarwegvakken.1724,4904,2015-09-01T00:00:00,3903,3683,D,528,Scheepvaartroute van Amsterdam,9,Voorzorgsgebied oversteek IJmuiden,32.30899811,33.36100006,,"LINESTRING (56646.9840000011 504586.2410000004, 55594.70100000128 504606.03400000185)"
vaarwegvakken.1725,4648,2015-09-01T00:00:00,3763,3682,D,530,Diepwaterroute van Amsterdam,2,IJgeul,26.49900055,41.60400009,,"LINESTRING (70242.52100000158 502466.37900000066, 55137.75899999961 502569.56500000134)"
vaarwegvakken.1726,4905,2015-09-01T00:00:00,3673,3904,D,530,Diepwaterroute van Amsterdam,1,Aanloop IJgeul,46.02399826,58.31700134,,"LINESTRING (50719.49100000039 502678.27899999917, 50178.35200000182 502692.23800000176, 49504.30700000003 502708.0769999996, 49407.51099999994 502711.59699999914, 49377.59299999848 502708.0769999996, 48436.039999999106 502495.1270000003, 39317.99199999869 498425.2950000018)"
vaarwegvakken.1727,4906,2015-09-01T00:00:00,3904,3687,D,530,Diepwaterroute van Amsterdam,3,Vrije Scheepvaartzone nabij IJmuiden,58.31700134,62.49300003,,"LINESTRING (39317.99199999869 498425.2950000018, 35504.26999999955 496723.04300000146)"
vaarwegvakken.1728,4336,2015-09-01T00:00:00,1251,3600,D,530,Diepwaterroute van Amsterdam,2,IJgeul,0,3.53500009,,"LINESTRING (96314.61100000143 498110.81500000134, 92847.44000000134 498801.7270000018)"
vaarwegvakken.1729,4842,2015-09-01T00:00:00,3875,3645,D,605,Scheepsvaartroute van Noord Hinder naar Friesland VSS,8,Vrije Scheepsvaartzone van Rijnveld naar Noord Hinder Noord VSS,65.83200073,67.07299805,,"LINESTRING (7921.109000001103 470635.3590000011, 8822.462000001222 471488.3729999997)"
vaarwegvakken.1730,4843,2015-09-01T00:00:00,3639,3876,D,605,Scheepsvaartroute van Noord Hinder naar Friesland VSS,10,Voorzorgsgebied Noord Hinder,41.20500183,56.15299988,,"LINESTRING (-9466.074999999255 453217.4849999994, -3134.94299999997 460172.78500000015, 737.8189999982715 463831.8379999995, 893.5749999992549 463979.6030000001)"
vaarwegvakken.1731,4521,2018-03-01T00:00:00,3709,1264,H,233m,Amerikahaven met aanliggende havens,1,Amerikahaven,2.1559999,2.79999995,,"LINESTRING (113381.07400000095 491371.3220000006, 113380 490974, 113387 490727)"
vaarwegvakken.1732,1254,2018-03-01T00:00:00,1229,1230,H,229g,Havenkanaal en haven van Elburg,1,Havenkanaal,0,1.09300005,,"LINESTRING (184287 496897, 184422 496781, 184758 496417, 185038 496105)"
vaarwegvakken.1733,1255,2018-03-01T00:00:00,1230,1231,H,229g,Havenkanaal en haven van Elburg,2,Nieuwe Haven van Elburg,1.09300005,1.29100001,,"LINESTRING (185038 496105, 185153 495977, 185142 495953)"
vaarwegvakken.1734,1239,2018-03-01T00:00:00,1211,1212,H,229b,Toegangsgeul en aanloophaven van Huizen,2,Havenkom,2.7809999,2.88400006,,"LINESTRING (146680 478668, 146629 478579)"
vaarwegvakken.1735,1240,2018-03-01T00:00:00,1210,1211,H,229b,Toegangsgeul en aanloophaven van Huizen,3,Aanloophaven van Huizen,1.44299996,2.7809999,,"LINESTRING (146622 479821, 146592 479759, 146584 479708, 146611 479326, 146809 479190, 146863 479101, 146878 479028, 146847 478927, 146809 478893, 146680 478668)"
vaarwegvakken.1736,1283,2018-03-01T00:00:00,1257,1258,V,233b,"1e Rijksbinnenhaven, Binnenkanaal en Staalhaven",1,1e Rijksbinnenhaven,0,0.449,,"LINESTRING (103160 497826, 103234 498044, 103219 498262)"
vaarwegvakken.1737,1285,2018-03-01T00:00:00,1259,1260,H,233b,"1e Rijksbinnenhaven, Binnenkanaal en Staalhaven",3,Staalhaven,1.15900004,1.97000003,,"LINESTRING (103128 498963, 103121 498973, 103081 498991, 102346 499163)"
vaarwegvakken.1738,1302,2018-03-01T00:00:00,1281,1282,V,233g,Mercuriushaven met aanliggende havens,1,Mercuriushaven,0,0.223,,"LINESTRING (120337.54500000179 490931.061999999, 120163 490792)"
vaarwegvakken.1739,3585,2018-03-01T00:00:00,2177,2183,H,233y4,Vissershaven te IJmuiden,1,Vissershaven te IJmuiden,0,1.14699996,,"LINESTRING (100146 497635, 100272 497539, 100285 497529, 101115 497023)"
vaarwegvakken.1740,3669,2018-03-01T00:00:00,1722,3321,H,229a,Toegangsgeul en haven van Huizen,2,Haven van Huizen,0.565,1.35399997,,"LINESTRING (145589.29399999976 480984.3570000008, 145448.98099999875 480674.8420000002, 145207.15799999982 480296.3060000017)"
vaarwegvakken.1741,1479,2018-03-01T00:00:00,1439,1440,H,230a,Pampushaven,2,Pampushaven,2.79699993,5.69500017,,"LINESTRING (137004 488504, 137241 488642, 139484 490004)"
vaarwegvakken.1742,1801,2018-03-01T00:00:00,1742,1743,H,233c,Zijkanaal A en de haven van Beverwijk (De Pijp),2,De Pijp,1.15400004,1.82700002,,"LINESTRING (106083 498341, 105870 498673, 105785 498854, 105756 498927)"
vaarwegvakken.1743,1803,2018-03-01T00:00:00,1560,1745,H,202b,Heemsteedsch Kanaal en Haven van Heemstede,1,Heemsteedsch Kanaal,0,1.03100002,,"LINESTRING (103857 485300, 103726 485211, 103495 485070, 103457 485040, 103435 485013, 103354 484893, 103329 484852, 103309 484827, 103236 484750, 103140 484657, 103107 484614)"
vaarwegvakken.1744,2425,2018-03-01T00:00:00,2219,1741,D,233,"Noordzeekanaal, Afgesloten-IJ en Buiten-IJ",1,Noordzeekanaal,0.63200003,2.78600001,,"LINESTRING (103644 497684, 103789 497641, 103962 497616, 104339 497616, 104646 497616, 105003 497579, 105415 497438, 105731 497288)"
vaarwegvakken.1745,3670,2018-03-01T00:00:00,3321,1723,H,229a,Toegangsgeul en haven van Huizen,2,Haven van Huizen,1.35399997,1.96099997,,"LINESTRING (145207.15799999982 480296.3060000017, 145257.51799999923 480243.2989999987, 145282.85799999908 480181.3590000011, 145263.1490000002 480120.82499999925, 145177 480053, 145157 480002, 145088 479773)"
vaarwegvakken.1746,2369,2018-03-01T00:00:00,2187,2188,H,233y3,Hoogovenkanaal en Hoogovenhaven,2,Hoogovenhaven,1.15499997,1.83299994,,"LINESTRING (101457 498677, 101503 498691, 102125 498594)"
vaarwegvakken.1747,1781,2018-03-01T00:00:00,1336,1722,V,229a,Toegangsgeul en haven van Huizen,1,Toegangsgeul naar de haven van Huizen,0,0.565,,"LINESTRING (145836.9050000012 481491.9600000009, 145589.29399999976 480984.3570000008)"
vaarwegvakken.1748,2785,2013-01-01T00:00:00,2046,931,D,124,Amertak en Wilhelminakanaal,2,Wilhelminakanaal,53.25899887,71.49199677,,"LINESTRING (155266 389292, 155339 389302, 155455 389320, 155585.91699999943 389362.7270000018, 155714 389422, 156327.95899999887 389771.86199999973, 156710.64699999988 389988.09600000083, 156999.99599999934 390154.55000000075, 157210 390274, 157353 390353, 157409 390379, 157494 390411, 157597 390442, 157682.92399999872 390459.45600000024, 157793.3740000017 390468.7899999991, 158015.83100000024 390476.56799999997, 158272.51199999824 390492.1240000017, 159680 390563, 160383 390601, 160881 390627, 162046 390689, 162380 390702, 162608 390721, 162814 390746, 163609.92399999872 390873.2569999993, 165000.66899999976 391087.9360000007, 165505 391164, 166449 391311, 167144.3449999988 391419.2879999988, 167369 391452, 167860 391530, 168283.07600000128 391591.96400000155, 168561.53599999845 391604.40900000185, 168980 391622, 170325 391672, 170738 391691, 170938 391700, 171016 391716, 171113 391744, 171266 391791, 171560 391887, 171669 391924, 171850 391984, 171938 392009, 172544 392209, 172950 392341, 173031.63500000164 392370.4840000011)"
vaarwegvakken.1749,2787,2013-01-01T00:00:00,2512,2514,D,124,Amertak en Wilhelminakanaal,2,Wilhelminakanaal,3.19799995,6.01499987,,"LINESTRING (117130.41800000146 410791.7120000012, 117225.31300000101 410597.256000001, 117279.76000000164 410458.8040000014, 117362 410197, 117406 410044, 117475 409906, 117697 409612, 117862 409384, 117926.21400000155 409224.11400000006, 117953 409062, 117955.9140000008 408954.1090000011, 117934.31399999931 408694.90399999917, 117901.91299999878 408476.19999999925, 117868 408300, 117846 408193)"
vaarwegvakken.1750,2792,2013-01-01T00:00:00,2517,2042,D,124,Amertak en Wilhelminakanaal,2,Wilhelminakanaal,28.6989994,30.56800079,,"LINESTRING (135058 398128, 135124.54300000146 398041.66099999845, 135225.65900000185 397895.4299999997, 135389.79300000146 397680.118999999, 135529.01000000164 397494.07400000095, 135563.2340000011 397442.73800000176, 135595.90199999884 397375.8449999988, 135647.23900000006 397240.50400000066, 135806.16699999943 396797.51300000027, 135923 396491)"
