ZAAK_ID;ZAAKTYPE;HOOFDCATEGORIE;SUBCATEGORIE;SUB_SUBCATEGORIE;SUB_SUB_SUBCATEGORIE;STADSDEEL;DATUM_MELDING;REDEN_VERLENGEN;GEPLAND;EINDDATUM;KANAAL;PRIORITEIT;STATUS;INTERNE_STATUS;STRAATNAAM;HUISNUMMER;HUISLETTER;TOEVOEGING;WIJK;BUURT;AFDELING;WIJZEVANOPLOSSING;XCOORDINAAT;YCOORDINAAT;LONG;LAT;COUNTER
734310;Melding Openbare Ruimte;Onveilige verkeerssituatie;Onoverzichtelijk;voetganger;;Escamp;2016-07-01;;2016-07-06;2016-08-17;formulier met geo-inf;Normaal;Afgerond;Afgerond;MAARTENSDIJKLAAN;0;;;Morgenstond;Morgenstond-Oost;Meldpunt onveilige verkeerssituaties;;;;;;299
1491043;Melding Openbare Ruimte;Afval;Chemisch afval;Klein chemisch afval;;Segbroek;2018-08-13;;2018-08-16;2018-08-13;formulier met geo-inf;Normaal;Afgerond;Afgerond;DAGUERRESTRAAT;8;;;Regentessekwartier;Koningsplein e.o.;HMS;;79347.256;455013.734;4.283594147894187;52.078224602023916;177451
1490067;Melding Openbare Ruimte;Afval;Grofvuil;Op openbare weg;;Escamp;2018-08-12;;2018-08-15;2018-08-16;Web formulier;Normaal;Afgerond;Afgerond;PURMERENDSTRAAT;0;;;Leyenburg;Leyenburg;Handhavingsorganisatie Escamp;Handhavingsorganisatie oplossing;;;;;178246
1477321;Melding Openbare Ruimte;Afval;Zwerfvuil;Op openbare weg;;Centrum;2018-07-28;;2018-08-02;2018-07-31;formulier met geo-inf;Hoog;Afgerond;Afgerond;BURGEMEESTER KOLFSCHOTENLAAN;33;;;Archipelbuurt;Archipelbuurt;Handhavingsorganisatie Centrum;Handhavingsorganisatie oplossing;80800.037;456291.79;4.304505397678831;52.089906710664;173803
734837;Melding Openbare Ruimte;Afval;Wrakken;Auto;Achtergelaten;Escamp;2016-07-02;;2016-07-07;2016-07-02;App melding;Normaal;Afgerond;Afgerond;WILLEM DREESPARK;0;;;Moerwijk;Moerwijk-Noord;Handhavingsorganisatie Escamp;Handhavingsorganisatie oplossing;;;;;177
735106;Melding Openbare Ruimte;Riolering, Water en Constructies;wateroverlast buitenshuis;plantsoen/groen;;Leidschenveen-Ypenburg;2016-07-03;;2016-07-07;2016-07-04;formulier met geo-inf;Normaal;Afgerond;Afgerond;TORENVALKLAAN;0;;;Ypenburg;Morgenweide;Riolering;Afgewezen;;;;;210
735155;Melding Openbare Ruimte;Afval;Inzameling huisvuil;Huisvuilzak;Niet goed aangeboden;Centrum;2016-07-03;;2016-07-06;2016-07-04;formulier met geo-inf;Normaal;Afgerond;Afgerond;KAZERNESTRAAT;68;;;Centrum;Voorhout;Milieubeheer Centrum;Wordt meegenomen in gepland onderhoud;81332.632;455611.775;4.312422392557325;52.083866719644696;211
734875;Melding Openbare Ruimte;Groen;Snoeiafval;Niet meegenomen;;Scheveningen;2016-07-02;;2016-07-06;2016-08-09;formulier met geo-inf;Normaal;Afgerond;Afgerond;VAN EGMONDSTRAAT;101;;;Geuzen- en Statenkwartier;Geuzenkwartier;Milieubeheer Scheveningen;Informatie verstrekt;78281.583;456483.274;4.26772058382765;52.09128421812234;181
735201;Melding Openbare Ruimte;Afval;Afvalbakken;Afvalbak;Afval naast afvalbak;Escamp;2016-07-03;;2016-07-07;2016-07-05;App melding;Normaal;Afgerond;Afgerond;OTTERLOSTRAAT;0;;;Rustenburg en Oostbroek;Oostbroek-Noord;Handhavingsorganisatie Escamp;Handhavingsorganisatie oplossing;;;;;214
734733;Melding Openbare Ruimte;Afval;Grofvuil;Op openbare weg;;Scheveningen;2016-07-02;;2016-07-06;2016-07-04;formulier met geo-inf;Normaal;Afgerond;Afgerond;FRANKENSLAG;147;;;Geuzen- en Statenkwartier;Statenkwartier;Handhavingsorganisatie Scheveningen;Handhavingsorganisatie oplossing;78783.966;456957.799;4.274944001804707;52.09561800311882;156
734931;Melding Openbare Ruimte;Riolering, Water en Constructies;Riool;afvoerput;rioollucht op straat;;2016-07-02;;2016-07-07;2016-07-04;formulier met geo-inf;Normaal;Afgerond;Afgerond;CONRADKADE;0;;;;;Riolering;Opgelost;;;;;184
735246;Melding Openbare Ruimte;Afval;Verzamelcontainer;Restafval;Vol;Laak;2016-07-03;;2016-07-06;2016-07-03;formulier met geo-inf;Normaal;Afgerond;Afgerond;AARNOUT DROSTLAAN;0;;;Laakkwartier en Spoorwijk;Laakkwartier-W;HMS;;;;;;217
735248;Melding Openbare Ruimte;Afval;Grofvuil;Op openbare weg;;Centrum;2016-07-03;;2016-07-06;2016-07-05;App melding;Normaal;Afgerond;Afgerond;NIEUWE MOLSTRAAT;270;;;Centrum;Zuidwal;Milieubeheer Centrum;Wordt meegenomen in gepland onderhoud;81270.597;454451.503;4.311768197653255;52.07343138219174;218
735249;Melding Openbare Ruimte;Afval;Inzameling huisvuil;Huisvuilzak;Niet goed aangeboden;Centrum;2016-07-03;;2016-07-06;2016-07-04;formulier met geo-inf;Normaal;Afgerond;Afgerond;PIET HEINPLEIN;58;;;Zeeheldenkwartier;Zeeheldenkwartier;Milieubeheer Centrum;Wordt meegenomen in gepland onderhoud;80515.198;455494.638;4.300523937055298;52.082704679455816;219
735250;Melding Openbare Ruimte;Afval;Zwerfvuil;Op openbare weg;;Centrum;2016-07-03;;2016-07-07;2016-07-06;App melding;Normaal;Afgerond;Afgerond;STATIONSWEG;0;;;Stationsbuurt;Huygenspark;Handhavingsorganisatie Centrum;Informatie verstrekt;;;;;220
735252;Melding Openbare Ruimte;Afval;Grofvuil;Op openbare weg;;Segbroek;2016-07-03;;2016-07-06;2016-07-04;formulier met geo-inf;Normaal;Afgerond;Afgerond;KEPPLERSTRAAT;1;;;Regentessekwartier;Koningsplein e.o.;Milieubeheer Segbroek;Wordt meegenomen in gepland onderhoud;79467.767;454903.508;4.285376230180397;52.077250485128914;221
735253;Melding Openbare Ruimte;Afval;Verzamelcontainer;Restafval;Vol;Scheveningen;2016-07-03;;2016-07-06;2016-07-03;formulier met geo-inf;Normaal;Afgerond;Afgerond;ZEERUSTSTRAAT;0;;;Scheveningen;Oud Scheveningen;HMS;;;;;;222
735255;Melding Openbare Ruimte;Groen;Bomen en planten;Beschadigd;;;2016-07-03;;2016-07-06;2016-07-06;Web formulier;Normaal;Afgerond;Afgerond;WIERINGSEPAD;0;;;;;Groenbeheer Segbroek;Opgelost;;;;;223
734935;Melding Openbare Ruimte;Afval;Afvalbakken;Afvalbak;Afval naast afvalbak;Segbroek;2016-07-02;;2016-07-07;2016-07-05;formulier met geo-inf;Normaal;Afgerond;Afgerond;GASLAAN;325;;;Regentessekwartier;Rond de Energiecentr.;Milieubeheer Segbroek;;79423.842;454706.155;4.284779296143254;52.07547094150323;185
735560;Melding Openbare Ruimte;Straten en straatmeubilair;Straatmeubilair (bank);Beschadigd;;Leidschenveen-Ypenburg;2016-07-03;;2016-07-07;2016-11-18;formulier met geo-inf;Normaal;Afgerond;Afgerond;OUDE KUSTLIJN;115;;;Ypenburg;Morgenweide;Straten-serviceploeg;Wordt meegenomen in gepland onderhoud;85224.344;450850.789;4.370165119608091;52.04158427261125;265
735011;Melding Openbare Ruimte;Onveilige verkeerssituatie;Onoverzichtelijk;auto/motor;;Leidschenveen-Ypenburg;2016-07-02;;2016-07-06;2016-07-05;formulier met geo-inf;Normaal;Afgerond;Afgerond;HENK GOTTLIEBLAAN;32;;;Leidschenveen;De Lanen;Handhavingsorganisatie Leidschenveen-;Handhavingsorganisatie oplossing;87138.018;453426.108;4.397542932472564;52.06496619854456;200
735338;Melding Openbare Ruimte;Afval;Afvalbakken;Afvalbak;Beschadigd;Leidschenveen-Ypenburg;2016-07-03;;2016-07-07;2016-07-04;formulier met geo-inf;Normaal;Afgerond;Afgerond;SNAVELBIES;0;;;Ypenburg;De Bras;Milieubeheer Leidschenveen-Ypenburg;Informatie verstrekt;;;;;233
734908;Melding Openbare Ruimte;Afval;Zwerfvuil;Op openbare weg;;Escamp;2016-07-02;;2016-07-07;2016-07-04;formulier met geo-inf;Normaal;Afgerond;Afgerond;MAARSBERGENSTRAAT;418;;;Leyenburg;Leyenburg;Handhavingsorganisatie Escamp;Handhavingsorganisatie oplossing;78403.974;452549.511;4.270389065194717;52.05594977405135;183
735067;Melding Openbare Ruimte;Afval;Afvalbakken;Afvalbak;Vol;Centrum;2016-07-02;;2016-07-07;2016-07-04;formulier met geo-inf;Normaal;Afgerond;Afgerond;NASSAUPLEIN;1;;;Archipelbuurt;Archipelbuurt;Milieubeheer Centrum;Wordt meegenomen in gepland onderhoud;80892.809;456208.532;4.305876954425476;52.08917092080213;206
735397;Melding Openbare Ruimte;Afval;Zwerfvuil;Op openbare weg;;Haagse Hout;2016-07-03;;2016-07-07;2016-07-05;formulier met geo-inf;Normaal;Afgerond;Afgerond;BREITNERLAAN;302;;;Benoordenhout;Uilennest;Handhavingsorganisatie Haagse Hout;Handhavingsorganisatie oplossing;82640.32;456842.845;4.33123674846887;52.09510252574656;238
735598;Melding Openbare Ruimte;Groen;Bomen en planten;Beschadigd;;Loosduinen;2016-07-03;;2016-07-06;2016-07-07;formulier met geo-inf;Normaal;Afgerond;Afgerond;AALTJE NOORDEWIERSTRAAT;0;;;Waldeck;;Groenbeheer Loosduinen;;;;;;268
735600;Melding Openbare Ruimte;Groen;Bomen en planten;Verwijderen;;;2016-07-03;;2016-07-06;2016-07-06;formulier met geo-inf;Normaal;Afgerond;Afgerond;1E STRAUSSPAD;0;;;;;Groenbeheer Loosduinen;;;;;;269
735601;Melding Openbare Ruimte;Straten en straatmeubilair;Straat;Gat/ verzakt;;Haagse Hout;2016-07-03;;2016-07-07;2016-07-05;formulier met geo-inf;Normaal;Afgerond;Afgerond;CEES LASEURLAAN;0;;;Benoordenhout;Duinzigt;Milieubeheer Haagse Hout;Informatie verstrekt;;;;;270
735603;Melding Openbare Ruimte;Afval;Zwerfvuil;Op openbare weg;;Escamp;2016-07-03;;2016-07-07;2016-07-04;formulier met geo-inf;Normaal;Afgerond;Afgerond;WORMERVEERSTRAAT;0;;;Leyenburg;Leyenburg;Milieubeheer Escamp;Informatie verstrekt;;;;;271
735604;Melding Openbare Ruimte;Verkeerslichten/ borden/ straatverlichting;Straatverlichting;Lamp brandt niet;;Leidschenveen-Ypenburg;2016-07-03;;2016-07-11;2016-07-04;formulier met geo-inf;Normaal;Afgerond;Afgerond;KRAKEENDSTRAAT;22;;;Leidschenveen;De Vissen;Openbare Verlichting;Wordt verder behandeld in OVIN (OVL);88083.832;453742.111;4.411272280016933;52.06792116897133;272
734425;Melding Openbare Ruimte;Afval;Grofvuil;Op openbare weg;;Laak;2016-07-01;;2016-07-04;2016-07-02;Telefoon;Hoog;Afgerond;Afgerond;PAETS VAN TROOSTWIJKSTR;97;;;Laakkwartier en Spoorwijk;Laakkwartier-O;Handhavingsorganisatie Laak;Handhavingsorganisatie oplossing;;;;;339
734428;Melding Openbare Ruimte;Riolering, Water en Constructies;Riool;afvoerput;vuil in kolk;Segbroek;2016-07-01;;2016-07-05;2016-07-05;Telefoon;Hoog;Afgerond;Afgerond;KAREL ROOSSTRAAT;10;;;Regentessekwartier;Rond de Energiecentr.;Riolering;Opgelost;79778.17;454424.902;4.290008936237084;52.072991642372884;340
734434;Melding Openbare Ruimte;Afval;Inzameling huisvuil;Huisvuilzak;Niet opgehaald;Scheveningen;2016-07-01;;2016-07-04;2016-07-01;Telefoon;Hoog;Afgerond;Afgerond;STATENLAAN;0;;;Geuzen- en Statenkwartier;;HMS;;;;;;341
734435;Melding Openbare Ruimte;Straten en straatmeubilair;Stoep;Gat/ verzakt;;Centrum;2016-07-01;;2016-07-07;2016-07-08;formulier met geo-inf;Normaal;Afgerond;Afgerond;ROGGEVEENSTRAAT;165;;;Zeeheldenkwartier;Zeeheldenkwartier;Straten-serviceploeg;Opgelost;79813.273;455330.762;4.2903212638894415;52.08113710631896;342
734325;Melding Openbare Ruimte;Afval;Grofvuil;Op openbare weg;;Centrum;2016-07-01;;2016-07-06;2016-07-02;E-mail;Normaal;Afgerond;Afgerond;SUZE ROBERTSONSTRAAT;85;;;Schildersbuurt;Schildersbuurt-Oost;Handhavingsorganisatie Centrum;Opgelost;81222.333;453592.793;4.311249917886116;52.0657079285652;307
734449;Melding Openbare Ruimte;Afval;Inzameling huisvuil;Minicontainer GFT;Niet geleegd;Scheveningen;2016-07-01;;2016-07-06;2016-07-01;formulier met geo-inf;Normaal;Afgerond;Afgerond;HELMSTRAAT;0;;;Geuzen- en Statenkwartier;Statenkwartier;HMS;;;;;;347
734451;Melding Openbare Ruimte;Afval;Grofvuil;Niet opgehaald na afspraak;;;2016-07-01;;2016-07-06;2016-07-01;Telefoon;Normaal;Afgerond;Afgerond;HEILOSTRAAT;155;;;;;HMS;;;;;;348
1489824;Melding Openbare Ruimte;Afval;Grofvuil;Op openbare weg;;Centrum;2018-08-12;;2018-08-15;2018-08-12;Web formulier;Normaal;Afgerond;Afgerond;SMITSTRAAT;41;;;Transvaalkwartier;Transvaalkwartier-Nrd;Handhavingsorganisatie Centrum;Informatie verstrekt;;;;;178028
1489844;Melding Openbare Ruimte;Afval;Afvalbakken;Afvalbak;Beschadigd;Loosduinen;2018-08-12;;2018-08-16;2018-08-13;formulier met geo-inf;Normaal;Afgerond;Afgerond;ENGERINGSTRAAT;45;;;Loosduinen;Kom Loosduinen;Milieubeheer Loosduinen;Informatie verstrekt;76419.682;452382.299;4.2415008715476965;52.05416926826751;178031
1489871;Melding Openbare Ruimte;Dieren en hondenpoep;Wespen in openbare ruimte;;;Laak;2018-08-12;;2018-08-15;2018-08-13;formulier met geo-inf;Normaal;Afgerond;Afgerond;VAN LEEUWENHOEKSTRAAT;17;;;Laakkwartier en Spoorwijk;Laakhaven-Oost;Milieubeheer Laak;;82358.618;453918.272;4.327749203113327;52.068783110209324;178127
1490201;Melding Openbare Ruimte;Verkeerslichten/ borden/ straatverlichting;Straatverlichting;Lamp brandt niet;;Escamp;2018-08-12;;2018-08-20;2018-08-13;formulier met geo-inf;Normaal;Afgerond;Afgerond;ABDIS ALEYDISHOF;18;;;Bouwlust/Vrederust;De Uithof;Openbare Verlichting;Wordt verder behandeld in GISIB (OVL);76822.808;449896.937;4.247945756898979;52.03189121284575;178267
1490052;Melding Openbare Ruimte;Straten en straatmeubilair;Straat;Gat/ verzakt;;Segbroek;2018-08-12;;2018-08-16;2018-10-16;formulier met geo-inf;Normaal;Afgerond;Afgerond;VLIERBOOMSTRAAT;581;;;Vruchtenbuurt;Vruchtenbuurt;Straten-serviceploeg;Opgelost;77269.733;453816.782;4.253565801803494;52.067180334833004;178150
1489832;Melding Openbare Ruimte;Afval;Grofvuil;Op openbare weg;;Leidschenveen-Ypenburg;2018-08-12;;2018-08-15;2018-08-13;Web formulier;Normaal;Afgerond;Afgerond;DERKSWATER;0;;;Ypenburg;Waterbuurt;Handhavingsorganisatie Leidschenveen-;;;;;;178029
734453;Melding Openbare Ruimte;Straten en straatmeubilair;Straat;Gat/ verzakt;;Escamp;2016-07-01;;2016-07-07;2016-07-08;formulier met geo-inf;Normaal;Afgerond;Afgerond;BOSTONSINGEL;50;;;Wateringse Veld;Hoge veld;Straten-serviceploeg;Opgelost;79180.048;450056.405;4.282255691101918;52.033651633078364;349
735294;Melding Openbare Ruimte;Afval;Inzameling huisvuil;Huisvuilzak;Niet opgehaald;Segbroek;2016-07-03;;2016-07-06;2016-07-03;formulier met geo-inf;Normaal;Afgerond;Afgerond;BEEKLAAN;369;;;Regentessekwartier;Koningsplein e.o.;HMS;;78966.934;454999.894;4.278050152363445;52.07804813882603;226
734970;Melding Openbare Ruimte;Riolering, Water en Constructies;Riool;afvoerput;vuil in kolk;Leidschenveen-Ypenburg;2016-07-02;;2016-07-07;2016-07-06;App melding;Normaal;Afgerond;Afgerond;SPORTSINGEL;0;;;Leidschenveen;De Velden;Riolering;Opgelost;;;;;192
735306;Melding Openbare Ruimte;Riolering, Water en Constructies;Riool;afvoerput;vuil in kolk;Escamp;2016-07-03;;2016-07-07;2016-07-05;formulier met geo-inf;Normaal;Afgerond;Afgerond;LEYWEG;164;;;Leyenburg;Leyenburg;Riolering;Opgelost;;;;;229
734985;Melding Openbare Ruimte;Straten en straatmeubilair;Stoep;Gat/ verzakt;;Scheveningen;2016-07-02;;2016-07-07;2016-08-16;formulier met geo-inf;Normaal;Afgerond;Afgerond;STEVINSTRAAT;0;;;;;Straten-serviceploeg;Opgelost;;;;;194
735005;Melding Openbare Ruimte;Onveilige verkeerssituatie;Onoverzichtelijk;fiets;;Escamp;2016-07-02;;2016-07-06;2016-07-06;formulier met geo-inf;Normaal;Afgerond;Afgerond;VEENENDAALKADE;0;;;Leyenburg;Leyenburg;Wegbeheer Escamp;Informatie verstrekt;;;;;199
735332;Melding Openbare Ruimte;Straten en straatmeubilair;Stoep;Gat/ verzakt;;Segbroek;2016-07-03;;2016-07-07;2016-07-06;formulier met geo-inf;Normaal;Afgerond;Afgerond;TOMATENSTRAAT;79;;;Vruchtenbuurt;Vruchtenbuurt;Straten-serviceploeg;Opgelost;77454.506;454168.791;4.256180112456849;52.07036960719192;232
734877;Melding Openbare Ruimte;Groen;Bomen en planten;Snoeien;;Escamp;2016-07-02;;2016-07-06;2016-07-05;formulier met geo-inf;Normaal;Afgerond;Afgerond;HOLTENSTRAAT;0;;;Morgenstond;Morgenstond-Oost;Groenbeheer Escamp;Wordt meegenomen in gepland onderhoud;;;;;182
1490249;Melding Openbare Ruimte;Onveilige verkeerssituatie;Onoverzichtelijk;;;Escamp;2018-08-13;;2018-08-16;2018-08-13;formulier met geo-inf;Normaal;Afgerond;Afgerond;TOMATENLAAN;9;;;;;Straten-serviceploeg;Opgelost;79706.98;450008.885;4.289943943569182;52.033296383588436;178367
1489997;Melding Openbare Ruimte;Verkeerslichten/ borden/ straatverlichting;Borden;Verkeersbord;Paal beschadigd/ verbogen;Loosduinen;2018-08-12;;2018-08-16;2018-08-14;Web formulier;Normaal;Afgerond;Afgerond;HOUTWIJKLAAN;0;;;Loosduinen;Houtwijk;Straten-serviceploeg;Wordt meegenomen in gepland onderhoud;;;;;178143
1489898;Melding Openbare Ruimte;Afval;Grofvuil;Op openbare weg;;Centrum;2018-08-12;;2018-08-15;2018-08-12;Web formulier;Normaal;Afgerond;Afgerond;HUIJGENSPARK;20;;;Stationsbuurt;Huygenspark;Handhavingsorganisatie Centrum;Informatie verstrekt;81795.439;454471.023;4.319418208004424;52.073676423224875;178132
1489744;Melding Openbare Ruimte;Afval;Grofvuil;Op openbare weg;;Leidschenveen-Ypenburg;2018-08-12;;2018-08-15;2018-08-12;Web formulier;Normaal;Afgerond;Afgerond;DERKSWATER;16;;;Ypenburg;Waterbuurt;Handhavingsorganisatie Leidschenveen-;;85143.919;450300.546;4.369105460591978;52.03662914086576;178013
1490103;Melding Openbare Ruimte;Straten en straatmeubilair;Stoep;Losliggende tegels;;Segbroek;2018-08-12;;2018-08-16;2018-08-16;formulier met geo-inf;Normaal;Afgerond;Afgerond;THORBECKELAAN;329;;;Vruchtenbuurt;Eykenduynen;Straten-serviceploeg;Opgelost;77289.762;453532.336;4.253922596970916;52.06462693358106;178253
1489811;Melding Openbare Ruimte;Dieren en hondenpoep;Ratten in openbare ruimte;;;Escamp;2018-08-12;;2018-08-15;2018-08-13;formulier met geo-inf;Normaal;Afgerond;Afgerond;HENDRIK MANDESTRAAT;47;;;Moerwijk;Moerwijk-Noord;Milieubeheer Escamp;Wordt meegenomen in gepland onderhoud;80610.201;452277.336;4.302610798509106;52.053804371247644;178026
735351;Melding Openbare Ruimte;Afval;Verzamelcontainer;GFT;Vol;Leidschenveen-Ypenburg;2016-07-03;;2016-07-06;2016-07-03;formulier met geo-inf;Normaal;Afgerond;Afgerond;KAMVAREN;0;;;Ypenburg;De Bras;HMS;;;;;;234
734791;Melding Openbare Ruimte;Afval;Ongedierte;Ratten;;Loosduinen;2016-07-02;;2016-07-06;2016-07-11;formulier met geo-inf;Normaal;Afgerond;Afgerond;JULES MASSENETHOF;0;;;Waldeck;Nieuw Waldeck;Milieubeheer Loosduinen;;;;;;171
735375;Melding Openbare Ruimte;Afval;Grofvuil;Op openbare weg;;Escamp;2016-07-03;;2016-07-06;2016-07-04;formulier met geo-inf;Normaal;Afgerond;Afgerond;DE GAARDE;442;;;Bouwlust/Vrederust;Dreven en Gaarden;Handhavingsorganisatie Escamp;Handhavingsorganisatie oplossing;78112.475;450315.839;4.266642117248749;52.03583608450687;236
735078;Melding Openbare Ruimte;Verkeerslichten/ borden/ straatverlichting;Straatverlichting;Lamp brandt niet;;Scheveningen;2016-07-02;;2016-07-11;2016-07-11;formulier met geo-inf;Normaal;Afgerond;Afgerond;HOF VAN SCHEVENINGEN;31;;;Duindorp;Duindorp;Openbare Verlichting;Wordt verder behandeld in OVIN (OVL);77905.46;456634.384;4.262199002429066;52.09258993076216;207
735105;Melding Openbare Ruimte;Riolering, Water en Constructies;wateroverlast buitenshuis;op straat/rijweg;parallelbaan/ventweg;Leidschenveen-Ypenburg;2016-07-03;;2016-07-07;2016-07-04;formulier met geo-inf;Normaal;Afgerond;Afgerond;TORENVALKLAAN;45;;;Ypenburg;Morgenweide;Riolering;Afgewezen;85274.452;451312.962;4.370801098921414;52.04574409916872;209
735402;Melding Openbare Ruimte;Afval;Hondenpoep;;;Scheveningen;2016-07-03;;2016-07-06;2016-07-04;formulier met geo-inf;Normaal;Afgerond;Afgerond;STRANDWEG;0;;;;;Milieubeheer Scheveningen;Informatie verstrekt;;;;;239
735403;Melding Openbare Ruimte;Afval;Afvalbakken;Afvalbak;Vol;;2016-07-03;;2016-07-07;2016-07-08;formulier met geo-inf;Normaal;Afgerond;Afgerond;LAAN VAN MEERDERVOORT;0;;;;;Vegen;Opgelost;;;;;240
735176;Melding Openbare Ruimte;Afval;Zwerfvuil;Op openbare weg;;Escamp;2016-07-03;;2016-07-07;2016-07-08;formulier met geo-inf;Normaal;Afgerond;Afgerond;VIER HEEMSKINDERENSTRAAT;224;;;Moerwijk;Moerwijk-Noord;Vegen;Wordt meegenomen in gepland onderhoud;80235.92;452459.846;4.297114836115169;52.055394174849155;212
735428;Melding Openbare Ruimte;Riolering, Water en Constructies;Riool;huisaansluiting;kan niet lozen;Scheveningen;2016-07-03;;2016-07-07;2016-08-22;formulier met geo-inf;Normaal;Afgerond;Afgerond;RENBAANSTRAAT;0;;;Scheveningen;Scheveningen Badplaats;Riolering;Afgewezen;;;;;242
735199;Melding Openbare Ruimte;Bedrijven/ evenementen;Evenementen;Geluidsoverlast;;Centrum;2016-07-03;;2016-07-06;2017-10-30;formulier met geo-inf;Normaal;Afgerond;Afgerond;KALVERMARKT;14;;;Centrum;Uilebomen;gCC;;81503.746;454944.156;4.315062291836894;52.0778897282591;213
735236;Melding Openbare Ruimte;Riolering, Water en Constructies;wateroverlast buitenshuis;plantsoen/groen;;Haagse Hout;2016-07-03;;2016-07-07;2016-07-04;formulier met geo-inf;Normaal;Afgerond;Afgerond;ELVIRALAND;0;;;Mariahoeve en Marlot;Landen;Speelbeheer Haagse Hout;Informatie verstrekt;;;;;215
735461;Melding Openbare Ruimte;Afval;Grofvuil;Op openbare weg;;Escamp;2016-07-03;;2016-07-06;2016-07-04;Web formulier;Normaal;Afgerond;Afgerond;MEDEMBLIKSTRAAT;0;;;Leyenburg;Leyenburg;Handhavingsorganisatie Escamp;Handhavingsorganisatie oplossing;;;;;245
735472;Melding Openbare Ruimte;Afval;Afvalbakken;Afvalbak;Vol;Segbroek;2016-07-03;;2016-07-07;2016-07-04;formulier met geo-inf;Normaal;Afgerond;Afgerond;CARTESIUSSTRAAT;137;;;Valkenboskwartier;Valkenboskwartier;Milieubeheer Segbroek;Informatie verstrekt;79137.051;454417.397;4.280660829547767;52.072836753019196;247
735268;Melding Openbare Ruimte;Straten en straatmeubilair;Stoep;Losliggende tegels;;Segbroek;2016-07-03;;2016-07-07;2016-07-06;formulier met geo-inf;Normaal;Afgerond;Afgerond;VAN SWINDENSTRAAT;71;;;Regentessekwartier;Rond de Energiecentr.;Straten-serviceploeg;Opgelost;79240.439;454575.018;4.282133597055308;52.07426739578593;224
735482;Melding Openbare Ruimte;Groen;Bomen en planten;Snoeien;;Escamp;2016-07-03;;2016-07-06;2016-07-05;formulier met geo-inf;Normaal;Afgerond;Afgerond;HENGELOLAAN;0;;;;;Groenbeheer Escamp;Wordt meegenomen in gepland onderhoud;;;;;249
735485;Melding Openbare Ruimte;Afval;Ongedierte;Overig;;Segbroek;2016-07-03;;2016-07-06;2016-07-04;formulier met geo-inf;Normaal;Afgerond;Afgerond;LAAN VAN MEERDERVOORT;748;;;Vruchtenbuurt;Vruchtenbuurt;Groenbeheer Segbroek;Informatie verstrekt;77460.047;454228.805;4.256247281457789;52.070909706554566;250
735287;Melding Openbare Ruimte;Afval;Verzamelcontainer;Restafval;Afval naast container;Escamp;2016-07-03;;2016-07-06;2016-07-03;formulier met geo-inf;Normaal;Afgerond;Afgerond;DEN HELDERSTRAAT;109;;;Leyenburg;Leyenburg;HMS;;78294.763;453590.198;4.268563255360882;52.065286984122885;225
735491;Melding Openbare Ruimte;Speelterrein;Hekwerk;Beschadigd;;Scheveningen;2016-07-03;;2016-07-06;2016-08-09;formulier met geo-inf;Normaal;Afgerond;Afgerond;ZEEZWALUWHOF;0;;;Duindorp;Duindorp;Wegbeheer Scheveningen;Informatie verstrekt;;;;;252
735493;Melding Openbare Ruimte;Afval;Afvalbakken;Afvalbak;Beschadigd;Haagse Hout;2016-07-03;;2016-07-07;;formulier met geo-inf;Normaal;In behandeling;Doorgestuurd naar afdeling;PAUL GABRIËLSTRAAT;0;;;Benoordenhout;Van Hoytemastraat e.o.;HMS;Informatie verstrekt;;;;;253
735504;Melding Openbare Ruimte;Afval;Wrakken;Fietsen;Achtergelaten;Centrum;2016-07-03;;2016-07-07;2016-07-04;formulier met geo-inf;Normaal;Afgerond;Afgerond;HOFWIJCKPLEIN;0;;;Stationsbuurt;Huygenspark;Handhavingsorganisatie Centrum;;;;;;255
735514;Melding Openbare Ruimte;Parkeren;Parkeerautomaat defect;;;Loosduinen;2016-07-03;;2016-07-05;2016-07-04;formulier met geo-inf;Normaal;Afgerond;Afgerond;LAAN VAN DE MENSENRECHTEN;200;;;Loosduinen;Houtwijk;Handhavingsorganisatie Loosduinen;Handhavingsorganisatie oplossing;77634.372;452903.721;4.259089666538595;52.05902602313541;257
735320;Melding Openbare Ruimte;Straten en straatmeubilair;Stoep;Gat/ verzakt;;Centrum;2016-07-03;;2016-07-05;2016-08-26;formulier met geo-inf;Hoog;Afgerond;Afgerond;JAN HENDRIKSTRAAT;18;;;Centrum;Kortenbos;Riolering;Opgelost;80961.726;454752.677;4.30719835404398;52.07609675420765;230
735324;Melding Openbare Ruimte;Straten en straatmeubilair;Straat;Beschadigd (asfalt);;Centrum;2016-07-03;;2016-07-07;2016-07-06;formulier met geo-inf;Normaal;Afgerond;Afgerond;PRINSEGRACHT;0;;;Centrum;;Wegbeheer Centrum;Wordt meegenomen in gepland onderhoud;;;;;231
1489891;Melding Openbare Ruimte;Achtergelaten voertuig/ fiets;Achtergelaten fiets (weesfiets);;;Centrum;2018-08-12;;2018-08-15;2018-08-29;formulier met geo-inf;Normaal;Afgerond;Afgerond;AMMUNITIEHOF;13;;;Centrum;Uilebomen;Toezichtteam;Handhavingsorganisatie oplossing;81765.205;454722.486;4.31892331554273;52.07593226837701;178130
