OBJECTID_1,OBJECTID,IDENT,TYPEINFRAS,TYPEWATER,BREEDTEKLA,BREEDTE,HOOFDAFWAT,FYSIEKVOOR,FUNCTIE,VOORKOMEN,STROOMRICH,SCHEEPSLAA,STATUS,NAAMNL,NAAMFR,SLUISNAAM,BRUGNAAM,HOOGTENIVE,GEOMSOORT,OBJ_BEGIN,OBJ_EIND,VER_BEGIN,VER_EIND,BRONTYPE,BRONDATUM,BRONNAUWK,BRONBESCHR,DIMENSIE,AREA,PERIMETER,ACRES,HECTARES
97,15623,NL.TOP10NL.111064143,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,324.755,67.366,0.08,0.032
98,15624,NL.TOP10NL.111064228,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,1336.133,152.499,0.33,0.134
99,15625,NL.TOP10NL.111064129,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,1425.452,156.465,0.352,0.143
100,15626,NL.TOP10NL.111064380,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,835.315,148.198,0.206,0.084
101,15627,NL.TOP10NL.111064419,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,967.343,193.582,0.239,0.097
102,15628,NL.TOP10NL.111064037,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,5402.779,479.842,1.335,0.54
103,15629,NL.TOP10NL.111064435,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,735.741,162.097,0.182,0.074
104,15631,NL.TOP10NL.111064366,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,9223.506,545.572,2.279,0.922
105,15911,NL.TOP10NL.111064452,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,759.579,152.053,0.188,0.076
106,15913,NL.TOP10NL.111064141,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,441.699,87.609,0.109,0.044
107,15914,NL.TOP10NL.111064144,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,327.422,69.829,0.081,0.033
108,15915,NL.TOP10NL.111064087,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,185.749,50.163,0.046,0.019
109,15916,NL.TOP10NL.111064342,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,2421.338,334.248,0.598,0.242
110,15917,NL.TOP10NL.111064495,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik,Deurzerdiep, , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,20546.54,2900.584,5.077,2.055
111,15918,NL.TOP10NL.111064263,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,239.149,67.002,0.059,0.024
112,15632,NL.TOP10NL.111064385,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,1913.104,298.102,0.473,0.191
113,15633,NL.TOP10NL.111064179,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,7192.489,630.245,1.777,0.719
114,15634,NL.TOP10NL.111064364,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,met riet, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,645.152,115.087,0.159,0.065
115,15635,NL.TOP10NL.111064362,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,met riet, , ,in gebruik,Noord Willemskanaal, , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,488.438,100.303,0.121,0.049
116,15636,NL.TOP10NL.111064365,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,160.583,87.303,0.04,0.016
117,15637,NL.TOP10NL.111064363,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik,Noord Willemskanaal, , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,45924.182,3537.539,11.348,4.592
118,15638,NL.TOP10NL.111064311,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,2329.881,337.694,0.576,0.233
119,15639,NL.TOP10NL.111064445,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,3004.601,561.411,0.742,0.3
120,15640,NL.TOP10NL.111064288,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,1103.87,145.732,0.273,0.11
121,15641,NL.TOP10NL.111064149,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,335.353,88.375,0.083,0.034
122,15642,NL.TOP10NL.111064172,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik,Havenkanaal, , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,47522.345,2499.513,11.743,4.752
123,15643,NL.TOP10NL.111064274,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,666.02,141.049,0.165,0.067
124,15644,NL.TOP10NL.111064146,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,330.478,71.565,0.082,0.033
125,15645,NL.TOP10NL.111064341,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,2474.071,356.553,0.611,0.247
126,15646,NL.TOP10NL.111064338,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,1250.814,252.255,0.309,0.125
127,15647,NL.TOP10NL.111064182,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,558.016,180.648,0.138,0.056
128,15648,NL.TOP10NL.111064186,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,600.806,183.314,0.148,0.06
129,15649,NL.TOP10NL.111064054,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,509.796,139.565,0.126,0.051
130,15650,NL.TOP10NL.111064173,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik,Havenkanaal, , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,48413.797,2573.779,11.963,4.841
131,15651,NL.TOP10NL.111064467,overig watergebied,waterloop,> 6 meter, ,nee, ,waterzuivering,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,784.155,99.476,0.194,0.078
132,15652,NL.TOP10NL.111064401,overig watergebied,waterloop,> 6 meter, ,nee, ,waterzuivering,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,862.113,104.292,0.213,0.086
133,15653,NL.TOP10NL.111064164,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,2643.894,222.402,0.653,0.264
134,15654,NL.TOP10NL.111064465,overig watergebied,waterloop,> 6 meter, ,nee, ,waterzuivering,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,775.11,98.903,0.192,0.078
135,15655,NL.TOP10NL.111064168,overig watergebied,waterloop,> 6 meter, ,nee, ,waterzuivering,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,2788.865,187.414,0.689,0.279
136,15656,NL.TOP10NL.111064231,overig watergebied,waterloop,> 6 meter, ,nee, ,waterzuivering,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,2560.777,221.939,0.633,0.256
137,15657,NL.TOP10NL.111064160,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,1366.681,234.731,0.338,0.137
138,15658,NL.TOP10NL.111064386,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,1949.384,246.298,0.482,0.195
139,15661,NL.TOP10NL.111064398,overig watergebied,waterloop,> 6 meter, ,ja,in sluis,overig,overig, , ,in gebruik,Noord Willemskanaal, , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,636.373,172.001,0.157,0.064
140,15665,NL.TOP10NL.111064042,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik,Noord Willemskanaal, , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,37137.733,2453.234,9.177,3.714
141,15666,NL.TOP10NL.111062543,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,70.062,36.731,0.017,0.007
142,15667,NL.TOP10NL.111064216,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,155.215,50.182,0.038,0.016
143,15669,NL.TOP10NL.111064279,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,2566.121,363,0.634,0.257
144,15670,NL.TOP10NL.111064455,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik,Anreeperdiep, , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,1547.338,325.025,0.382,0.155
145,15672,NL.TOP10NL.111064371,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik,Anreeperdiep, , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,1028.428,221.694,0.254,0.103
146,15673,NL.TOP10NL.111064372,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik,Anreeperdiep, , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,5434.767,1726.696,1.343,0.543
147,15674,NL.TOP10NL.111064211,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik,Anreeperdiep, , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,148.154,54.812,0.037,0.015
148,15676,NL.TOP10NL.111064345,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik,Anreeperdiep, , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,4274.282,690.34,1.056,0.427
149,15678,NL.TOP10NL.111064275,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik,Anreeperdiep, , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,1350.963,278.699,0.334,0.135
150,15680,NL.TOP10NL.111064315,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik,Anreeperdiep, , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,2384.162,549.409,0.589,0.238
151,15682,NL.TOP10NL.111064191,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,139.83,50.579,0.035,0.014
152,15683,NL.TOP10NL.111064064,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,2544.994,271.826,0.629,0.254
153,15684,NL.TOP10NL.111064194,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,223.183,90.823,0.055,0.022
154,15686,NL.TOP10NL.111064343,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik,Anreeperdiep, , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,4186.184,988.65,1.034,0.419
155,15687,NL.TOP10NL.111064496,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik,Amerdiep, , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,5438,1211.689,1.344,0.544
156,15688,NL.TOP10NL.111064251,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,126.604,41.573,0.031,0.013
157,15689,NL.TOP10NL.111063393,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik,Anreeperdiep, , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,471.416,111.912,0.116,0.047
158,15690,NL.TOP10NL.111064199,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik,Anreeperdiep, , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,722.556,166.733,0.179,0.072
159,15691,NL.TOP10NL.111064498,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,10.922,13.869,0.003,0.001
160,15692,NL.TOP10NL.111064472,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,1706.028,165.908,0.422,0.171
161,15693,NL.TOP10NL.111063392,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,100.091,37.19,0.025,0.01
162,15694,NL.TOP10NL.111064370,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik,Amerdiep, , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,2063.434,382.347,0.51,0.206
163,15696,NL.TOP10NL.111064346,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,4419.109,329.439,1.092,0.442
164,15697,NL.TOP10NL.111064497,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,921.993,811.698,0.228,0.092
165,15698,NL.TOP10NL.111064048,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,128.664,42.08,0.032,0.013
166,15699,NL.TOP10NL.111064103,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,297.647,66.247,0.074,0.03
167,15700,NL.TOP10NL.111064128,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,1422.462,282.886,0.351,0.142
168,15701,NL.TOP10NL.111064209,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,2992.501,437.56,0.739,0.299
169,15702,NL.TOP10NL.111064295,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,3860.767,326.217,0.954,0.386
170,15713,NL.TOP10NL.111064166,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,2739.782,190.992,0.677,0.274
171,15714,NL.TOP10NL.111061949,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,111.418,40.083,0.028,0.011
172,15715,NL.TOP10NL.111064432,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,87546.083,1099.26,21.633,8.755
173,15716,NL.TOP10NL.111061948,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,111.235,39.808,0.027,0.011
174,15719,NL.TOP10NL.111064468,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,795.924,122.148,0.197,0.08
175,15720,NL.TOP10NL.111064097,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,278.681,68.401,0.069,0.028
176,15745,NL.TOP10NL.111064154,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,455.776,77.632,0.113,0.046
177,15746,NL.TOP10NL.111064114,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,408.108,77.235,0.101,0.041
178,15747,NL.TOP10NL.111064138,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,423.905,75.863,0.105,0.042
179,15748,NL.TOP10NL.111064117,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,421.988,76.858,0.104,0.042
180,15749,NL.TOP10NL.111064425,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,met riet, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,3683.325,337.129,0.91,0.368
181,15750,NL.TOP10NL.111064473,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,1721.084,462.256,0.425,0.172
182,15751,NL.TOP10NL.111064509,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,89.664,33.794,0.022,0.009
183,15752,NL.TOP10NL.111064107,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,367.141,85.98,0.091,0.037
184,15753,NL.TOP10NL.111064145,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,329.755,69.018,0.081,0.033
185,15754,NL.TOP10NL.111061943,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,103.18,40.432,0.025,0.01
186,15755,NL.TOP10NL.111061954,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,2632.188,361.732,0.65,0.263
187,15756,NL.TOP10NL.111064493,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,11855.74,2848.078,2.93,1.186
188,15757,NL.TOP10NL.111064448,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,8786.269,440.891,2.171,0.879
189,15758,NL.TOP10NL.111064161,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,1410.931,308.131,0.349,0.141
190,15797,NL.TOP10NL.111064121,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,688.696,125.059,0.17,0.069
191,15798,NL.TOP10NL.111064298,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,4014.583,663.278,0.992,0.401
192,15799,NL.TOP10NL.111064292,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,2256.101,237.077,0.557,0.226
193,15800,NL.TOP10NL.111064316,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,2421.231,241.791,0.598,0.242
