FID,omschr,kantcode,wvk_id,wvk_begdat,begafstand,endafstand,fk_veld1,fk_veld4,izi_side,ibn,gdb_geomattr_data,shape
verlichtingen_wegvak.11,Mastverlichting,,214459027,2016-12-01T00:00:00,0,44,021445902720161201,LTK0000430413,L,I,,"LINESTRING (107356.01099999994 529897.0650000013, 107353.94900000095 529890.318, 107353.94900000095 529878.699000001, 107353.94900000095 529866.5170000009, 107355.24100000039 529853.4090000018)"
verlichtingen_wegvak.12,Mastverlichting,,210397101,2017-04-01T00:00:00,0,35,021039710120170401,LTK0000431980,R,I,,"LINESTRING (105304.94700000063 498652.5, 105315.46999999881 498663.7719999999, 105323.5309999995 498676.81599999964, 105324.65900000185 498680.44000000134)"
verlichtingen_wegvak.13,Mastverlichting,,293354085,2017-04-01T00:00:00,0,19,029335408520170401,LTK0000436742,L,I,,"LINESTRING (146765 477052, 146773 477069)"
verlichtingen_wegvak.14,Mastverlichting,,210397100,2017-05-01T00:00:00,0,37,021039710020170501,LTK0000431983,R,I,,"LINESTRING (105333.05099999905 498837.0450000018, 105323.40300000086 498821.59800000116, 105317.0850000009 498803.4389999993)"
verlichtingen_wegvak.15,Mastverlichting,,208246099,2015-10-01T00:00:00,0,146,020824609920151001,LTK0000468206,R,I,,"LINESTRING (104183.9690000005 423394.3539999984, 104193.80099999905 423396.9829999991, 104203.75 423397.05799999833, 104219.97300000116 423399.4770000018, 104234.55200000107 423404.57400000095, 104253.63500000164 423410.756000001, 104267.77600000054 423417.743999999, 104283.15900000185 423427.0859999992, 104300.94799999893 423438.8969999999, 104316.30600000173 423449.5300000012)"
verlichtingen_wegvak.16,Mastverlichting,,381409041,2015-10-01T00:00:00,0,17,038140904120151001,LTK0000482469,R,I,,"LINESTRING (190906.10300000012 504911.61100000143, 190893.1649999991 504922.7890000008)"
verlichtingen_wegvak.17,Mastverlichting,,176323056,2018-04-01T00:00:00,0,38,017632305620180401,LTK0000475692,L,I,,"LINESTRING (88381.1559999995 461893.52800000086, 88386 461897, 88412.90199999884 461915.07499999925)"
verlichtingen_wegvak.18,Mastverlichting,,322195062,2018-04-01T00:00:00,0,20,032219506220180401,LTK0000433215,R,I,,"LINESTRING (161393.00600000098 397942.63500000164, 161406.3999999985 397957.1950000003)"
verlichtingen_wegvak.19,Mastverlichting,,334210058,2018-04-01T00:00:00,0,13,033421005820180401,LTK0000436926,R,I,,"LINESTRING (167499.311999999 405379.4539999999, 167511.04399999976 405373.04100000113)"
verlichtingen_wegvak.20,Mastverlichting,,399115044,2018-12-01T00:00:00,0,17,039911504420181201,LTK0000434022,R,I,,"LINESTRING (199772.03500000015 357773.60500000045, 199771.41600000113 357763.75400000066, 199771.15900000185 357756.1499999985)"
verlichtingen_wegvak.21,Mastverlichting,,412150074,2018-12-01T00:00:00,0,25,041215007420181201,LTK0000434042,L,I,,"LINESTRING (206294.78299999982 375156.0150000006, 206270.74799999967 375164.2259999998)"
verlichtingen_wegvak.22,Mastverlichting,,262222063,2018-08-01T00:00:00,0,49,026222206320180801,LTK0000465127,R,I,,"LINESTRING (131066.74100000039 411239.25499999896, 131068.78400000185 411246.063000001, 131069.91800000146 411274.88699999824, 131071.7340000011 411288.27800000086)"
verlichtingen_wegvak.23,Mastverlichting,,475293063,2018-02-01T00:00:00,0,10,047529306320180201,LTK0000431319,R,I,,"LINESTRING (237702.30999999866 446758.7430000007, 237710.3759999983 446765.0069999993)"
verlichtingen_wegvak.24,Mastverlichting,,475293059,2018-02-01T00:00:00,0,18,047529305920180201,LTK0000431319,R,I,,"LINESTRING (237710.3759999983 446765.0069999993, 237724.9530000016 446776.3269999996)"
verlichtingen_wegvak.25,Mastverlichting,,418398004,2018-06-01T00:00:00,0,13,041839800420180601,LTK0000476357,L,I,,"LINESTRING (209212.9849999994 499499.9479999989, 209201.44200000167 499506.8370000012)"
verlichtingen_wegvak.26,Mastverlichting,,533456054,2018-07-01T00:00:00,0,32,053345605420180701,LTK0000487023,R,I,,"LINESTRING (266656.73099999875 528101.8330000006, 266625.21400000155 528105.1669999994)"
verlichtingen_wegvak.27,Mastverlichting,,418399011,2018-06-01T00:00:00,0,116,041839901120180601,LTK0000476357,R,I,,"LINESTRING (209035.86400000006 499592.7430000007, 209135.2899999991 499533.84899999946)"
verlichtingen_wegvak.28,Mastverlichting,,420396006,2018-06-01T00:00:00,0,16,042039600620180601,LTK0000473613,M,I,,"LINESTRING (210279.08700000122 498179.16600000113, 210289 498166)"
verlichtingen_wegvak.29,Mastverlichting,,506339036,2018-06-01T00:00:00,0,8,050633903620180601,LTK0000491818,L,I,,"LINESTRING (253085.37900000066 469569.6009999998, 253081.89200000092 469561.91600000113)"
verlichtingen_wegvak.30,Mastverlichting,,260497010,2018-11-01T00:00:00,0,26,026049701020181101,LTK0000476330,R,I,,"LINESTRING (130161.56500000134 548687.7010000013, 130162.77299999818 548688.2659999989, 130164.6950000003 548690.2619999982, 130167.94900000095 548693.6409999989, 130170.43699999899 548699.3150000013, 130170.53700000048 548707.0780000016, 130169.29800000042 548710.2369999997)"
verlichtingen_wegvak.31,Mastverlichting,,260497013,2018-11-01T00:00:00,0,33,026049701320181101,LTK0000476330,L,I,,"LINESTRING (130145.75200000033 548720.4160000011, 130140.97500000149 548717.3310000002, 130137.29199999943 548712.9510000013, 130135.00299999863 548707.675999999, 130134.60399999842 548701.2060000002, 130135.69900000095 548694.8359999992, 130137.32699999958 548692.0179999992)"
verlichtingen_wegvak.32,Mastverlichting,,260497012,2018-11-01T00:00:00,0,27,026049701220181101,LTK0000476330,R,I,,"LINESTRING (130137.32699999958 548692.0179999992, 130138.28700000048 548690.3559999987, 130142.86600000039 548687.2710000016, 130148.1409999989 548685.4789999984, 130154.51199999824 548685.4789999984, 130158.09499999881 548686.0760000013, 130161.56500000134 548687.7010000013)"
verlichtingen_wegvak.33,Mastverlichting,,418399008,2018-10-01T00:00:00,0,107,041839900820181001,LTK0000476357,L,I,,"LINESTRING (209158.96299999952 499532.1889999993, 209151.7190000005 499536.51199999824, 209067.0240000002 499586.55799999833)"
verlichtingen_wegvak.34,Mastverlichting,,412150077,2018-12-01T00:00:00,0,25,041215007720181201,LTK0000434041,L,I,,"LINESTRING (206267.53500000015 375154.2899999991, 206291.37799999863 375146.4219999984)"
verlichtingen_wegvak.35,Mastverlichting,,454281018,2018-03-01T00:00:00,0,13,045428101820180301,LTK0000490592,R,I,,"LINESTRING (227425.03299999982 440536.3420000002, 227437.44000000134 440538.08100000024)"
verlichtingen_wegvak.36,Mastverlichting,,309226064,2018-09-01T00:00:00,0,9,030922606420180901,LTK0000488991,R,I,,"LINESTRING (154589.71599999815 413343.17599999905, 154598.38199999928 413346.46599999815)"
verlichtingen_wegvak.37,Mastverlichting,,284369011,2018-09-01T00:00:00,0,316,028436901120180901,LTK0000436607,R,I,,"LINESTRING (142073.5089999996 484557.38899999857, 142064.80299999937 484551.19200000167, 141998.8900000006 484513.3260000013, 141974.061999999 484501.3830000013, 141955.83300000057 484496.9829999991, 141938.86100000143 484496.9829999991, 141917.8040000014 484502.9549999982, 141903.03299999982 484512.6979999989, 141890.77600000054 484528.7259999998, 141884.8040000014 484547.26900000125, 141883.86100000143 484566.75499999896, 141888.26099999994 484582.4690000005, 141899.8900000006 484602.58399999887, 141920.31899999827 484619.868999999, 141921.50299999863 484620.5780000016)"
verlichtingen_wegvak.38,Mastverlichting,,283368019,2018-09-01T00:00:00,0,68,028336801920180901,LTK0000436606,R,I,,"LINESTRING (141583.01700000092 484433.8379999995, 141599.83700000122 484438.938000001, 141644.7969999984 484461.69000000134)"
verlichtingen_wegvak.39,Mastverlichting,,283368022,2018-09-01T00:00:00,0,183,028336802220180901,LTK0000436575,R,I,,"LINESTRING (141583.01700000092 484433.8379999995, 141740.81599999964 484527.4699999988)"
verlichtingen_wegvak.78,Mastverlichting,,600124856,2019-02-01T00:00:00,0,24,060012485620190201,LTK0000434248,L,I,,"LINESTRING (124760.17100000009 545728.5170000009, 124753.50400000066 545737.4070000015, 124740.90900000185 545741.1110000014)"
verlichtingen_wegvak.40,Mastverlichting,,283368017,2018-09-01T00:00:00,0,461,028336801720180901,LTK0000436606,R,I,,"LINESTRING (141644.7969999984 484461.69000000134, 141683.32200000063 484479.58300000057, 141717.46499999985 484493.6409999989, 141747.40799999982 484501.8579999991, 141787.02800000086 484507.15199999884, 141824.82299999893 484506.4219999984, 141846.82400000095 484503.5920000002, 141876.40199999884 484497.2019999996, 141903.42399999872 484489.8990000002, 141914.92700000107 484487.16000000015, 141928.89400000125 484484.8779999986, 141942.22300000116 484484.6950000003, 141957.55999999866 484485.7899999991, 141975.08700000122 484489.98999999836, 141996.26700000092 484499.30099999905, 142034.79199999943 484520.6640000008, 142064.2049999982 484537.8990000002, 142079.63199999928 484547.313000001)"
verlichtingen_wegvak.41,Mastverlichting,,189323029,2018-04-01T00:00:00,0,13,018932302920180401,LTK0000469869,R,I,,"LINESTRING (94965 461621, 94977 461616)"
verlichtingen_wegvak.42,Mastverlichting,,600134653,2019-02-01T00:00:00,0,18,060013465320190201,LTK0000432209,L,I,,"LINESTRING (146762 477073, 146755 477056)"
verlichtingen_wegvak.43,Mastverlichting,,600105043,2019-02-01T00:00:00,0,16,060010504320190201,LTK0000474840,L,I,,"LINESTRING (84077.89200000092 458429.34600000083, 84066.53200000152 458440.19900000095)"
verlichtingen_wegvak.44,Mastverlichting,,600137263,2019-02-01T00:00:00,0,23,060013726320190201,LTK0000433726,R,I,,"LINESTRING (163483 416366, 163460 416366)"
verlichtingen_wegvak.45,Mastverlichting,,600106421,2019-02-01T00:00:00,0,21,060010642120190201,LTK0000474840,R,I,,"LINESTRING (84869.41800000146 457538.0309999995, 84885.1099999994 457524.2950000018)"
verlichtingen_wegvak.46,Mastverlichting,,600112610,2019-02-01T00:00:00,0,21,060011261020190201,LTK0000433016,R,I,,"LINESTRING (99471 433367, 99466 433347)"
verlichtingen_wegvak.47,Mastverlichting,,600112636,2019-02-01T00:00:00,0,15,060011263620190201,LTK0000482483,L,I,,"LINESTRING (102853 430260, 102839 430264)"
verlichtingen_wegvak.48,Mastverlichting,,600112638,2019-02-01T00:00:00,0,17,060011263820190201,LTK0000431492,L,I,,"LINESTRING (102839 430264, 102834 430248)"
verlichtingen_wegvak.49,Mastverlichting,,600121015,2019-02-01T00:00:00,0,10,060012101520190201,LTK0000474458,L,I,,"LINESTRING (110224 517200, 110219 517191)"
verlichtingen_wegvak.50,Mastverlichting,,600121022,2019-02-01T00:00:00,0,14,060012102220190201,LTK0000474458,L,I,,"LINESTRING (110668 517982, 110660 517970)"
verlichtingen_wegvak.51,Mastverlichting,,600129697,2019-02-01T00:00:00,0,39,060012969720190201,LTK0000429917,L,I,,"LINESTRING (139065.33799999952 483046.0489999987, 139040.73600000143 483057.29300000146, 139029.41899999976 483061.01099999994)"
verlichtingen_wegvak.52,Mastverlichting,,600129701,2019-02-01T00:00:00,0,22,060012970120190201,LTK0000436595,L,I,,"LINESTRING (139026.22100000083 483054.5689999983, 139034.84899999946 483046.3990000002, 139043.72100000083 483040.77800000086)"
verlichtingen_wegvak.53,Mastverlichting,,600129711,2019-02-01T00:00:00,0,391,060012971120190201,LTK0000436605,L,I,,"LINESTRING (141914.83900000155 484837.41600000113, 141849.83999999985 484801.81700000167, 141833.25600000098 484791.68200000003, 141820.35700000077 484782.3370000012, 141807.72100000083 484770.09600000083, 141797.71799999848 484755.48600000143, 141791.59699999914 484743.57499999925, 141781.98900000006 484718.56599999964, 141761.0610000007 484662.49500000104, 141755.6649999991 484653.2820000015, 141745.92399999872 484634.59099999815, 141729.4059999995 484611.3599999994, 141708.7410000004 484586.7470000014, 141690.18200000003 484570.29399999976, 141667.2800000012 484552.12999999896)"
verlichtingen_wegvak.54,Mastverlichting,,600126457,2019-02-01T00:00:00,0,41,060012645720190201,LTK0000476333,L,I,,"LINESTRING (131253.7899999991 549184.1719999984, 131238 549193, 131216 549199)"
verlichtingen_wegvak.55,Mastverlichting,,600115416,2019-02-01T00:00:00,0,19,060011541620190201,LTK0000487082,R,I,,"LINESTRING (101225.29199999943 396591.8740000017, 101208 396600)"
verlichtingen_wegvak.56,Mastverlichting,,600127188,2019-02-01T00:00:00,0,30,060012718820190201,LTK0000476333,L,I,,"LINESTRING (130824.38300000131 549084.7250000015, 130820.59600000083 549090.4019999988, 130814.23299999908 549094.1860000007, 130805.80600000173 549095.2179999985, 130799.12099999934 549092.5219999999)"
verlichtingen_wegvak.57,Mastverlichting,,600127189,2019-02-01T00:00:00,0,29,060012718920190201,LTK0000476333,L,I,,"LINESTRING (130799.12099999934 549092.5219999999, 130794.09200000018 549088.1090000011, 130790.90799999982 549080.9470000006, 130790.43600000069 549074.8099999987, 130794.5700000003 549067.8889999986)"
verlichtingen_wegvak.58,Mastverlichting,,600136028,2019-02-01T00:00:00,0,39,060013602820190201,LTK0000431053,L,I,,"LINESTRING (152920.2509999983 453062.1559999995, 152880.7950000018 453062.7659999989)"
verlichtingen_wegvak.59,Mastverlichting,,600093882,2019-02-01T00:00:00,0,26,060009388220190201,LTK0000484929,L,I,,"LINESTRING (31029.80999999866 398027.5089999996, 31037.447999998927 398030.89499999955, 31043.34200000018 398038.0390000008, 31044.949000000954 398046.43299999833)"
verlichtingen_wegvak.60,Mastverlichting,,600093883,2019-02-01T00:00:00,0,24,060009388320190201,LTK0000484929,L,I,,"LINESTRING (31044.949000000954 398046.43299999833, 31044.05600000173 398052.86199999973, 31038.519999999553 398060.18400000036, 31031.3759999983 398064.4200000018)"
verlichtingen_wegvak.61,Mastverlichting,,600093886,2019-02-01T00:00:00,0,26,060009388620190201,LTK0000433410,L,I,,"LINESTRING (32501.56700000167 399877.2580000013, 32501.925000000745 399885.65199999884, 32497.10300000012 399894.22399999946, 32490.54600000009 399898.52600000054)"
verlichtingen_wegvak.62,Mastverlichting,,600093887,2019-02-01T00:00:00,0,34,060009388720190201,LTK0000433410,L,I,,"LINESTRING (32474.844999998808 399865.6319999993, 32484.958000000566 399863.1490000002, 32492.63800000027 399864.93499999866, 32498.530999999493 399870.29300000146, 32501.56700000167 399877.2580000013)"
verlichtingen_wegvak.63,Mastverlichting,,600093888,2019-02-01T00:00:00,0,39,060009388820190201,LTK0000484917,L,I,,"LINESTRING (41671.58700000122 412741.0560000017, 41680.62700000033 412735.4050000012, 41690.515000000596 412735.1229999997, 41697.859999999404 412737.6649999991, 41706.63699999824 412744.1779999994)"
verlichtingen_wegvak.64,Mastverlichting,,600093889,2019-02-01T00:00:00,0,44,060009388920190201,LTK0000484917,L,I,,"LINESTRING (41706.63699999824 412744.1779999994, 41716.50600000098 412752.07400000095, 41720.74399999902 412762.243999999, 41719.33100000024 412772.6970000006, 41713.11600000039 412780.8900000006)"
verlichtingen_wegvak.65,Mastverlichting,,600107676,2019-02-01T00:00:00,0,55,060010767620190201,LTK0000482050,R,I,,"LINESTRING (88188.39400000125 440585.19299999997, 88183.6640000008 440592.52800000086, 88158.48600000143 440631.62099999934)"
verlichtingen_wegvak.66,Mastverlichting,,600114494,2019-02-01T00:00:00,0,339,060011449420190201,LTK0000429483,R,I,,"LINESTRING (102114.57800000161 468219.87000000104, 101998 468020, 101993.04300000146 468010.5859999992, 101970.72800000012 467968.2039999999, 101947.79100000113 467924.6429999992)"
verlichtingen_wegvak.67,Mastverlichting,,600120128,2019-02-01T00:00:00,0,44,060012012820190201,LTK0000430413,R,I,,"LINESTRING (107362.75800000131 529854.3350000009, 107359.19700000063 529878.699000001, 107359.00899999961 529892.004999999, 107356.01099999994 529897.0650000013)"
verlichtingen_wegvak.68,Mastverlichting,,600120129,2019-02-01T00:00:00,0,38,060012012920190201,LTK0000430413,R,I,,"LINESTRING (107368.3900000006 529817.3720000014, 107368.75499999896 529824.9109999985, 107364.63199999928 529842.9030000009, 107362.75800000131 529854.3350000009)"
verlichtingen_wegvak.69,Mastverlichting,,600120664,2019-02-01T00:00:00,0,29,060012066420190201,LTK0000430413,L,I,,"LINESTRING (107356.20300000161 529982.1939999983, 107351.6559999995 529983.4250000007, 107347.97899999842 529982.4629999995, 107345.43400000036 529981.0769999996, 107342.43600000069 529978.8429999985, 107340.56899999827 529977.3159999996, 107338.30600000173 529974.6570000015, 107335.95800000057 529971.629999999, 107334.12700000033 529968.0419999994)"
verlichtingen_wegvak.70,Mastverlichting,,600142389,2019-02-01T00:00:00,0,16,060014238920190201,LTK0000436522,L,I,,"LINESTRING (178652.98200000077 313943.811999999, 178650 313960)"
verlichtingen_wegvak.71,Mastverlichting,,600093919,2019-02-01T00:00:00,0,21,060009391920190201,LTK0000484929,L,I,,"LINESTRING (31031.3759999983 398064.4200000018, 31036.221999999136 398066.8440000005, 31038.68200000003 398079.0020000003, 31036.28500000015 398081.7650000006)"
verlichtingen_wegvak.72,Mastverlichting,,600093920,2019-02-01T00:00:00,0,20,060009392020190201,LTK0000484929,L,I,,"LINESTRING (31032.63300000131 398010.73800000176, 31035.39900000021 398013.8539999984, 31033.936999998987 398024.82400000095, 31029.80999999866 398027.5089999996)"
verlichtingen_wegvak.73,Mastverlichting,,600093921,2019-02-01T00:00:00,0,21,060009392120190201,LTK0000484930,L,I,,"LINESTRING (31398.780999999493 396456.76900000125, 31402.188000001013 396460.19200000167, 31400.36699999869 396471.6550000012, 31396.77199999988 396473.88599999994)"
verlichtingen_wegvak.74,Mastverlichting,,600108187,2019-02-01T00:00:00,0,20,060010818720190201,LTK0000467941,L,I,,"LINESTRING (79362.95899999887 400606.3819999993, 79356.13599999994 400587.5020000003)"
verlichtingen_wegvak.75,Mastverlichting,,600115493,2019-02-01T00:00:00,0,57,060011549320190201,LTK0000459001,R,I,,"LINESTRING (91455.25299999863 466336.7010000013, 91440.82899999991 466281.0560000017)"
verlichtingen_wegvak.76,Mastverlichting,,600135744,2019-02-01T00:00:00,0,8,060013574420190201,LTK0000498634,L,I,,"LINESTRING (154594.89499999955 413353.28599999845, 154587.14799999818 413349.9970000014)"
verlichtingen_wegvak.77,Mastverlichting,,600135745,2019-02-01T00:00:00,0,9,060013574520190201,LTK0000488993,L,I,,"LINESTRING (154627.58799999952 413367.16800000146, 154618.60200000182 413364.76099999994)"
verlichtingen_wegvak.79,Mastverlichting,,600124857,2019-02-01T00:00:00,0,34,060012485720190201,LTK0000434248,L,I,,"LINESTRING (124740.90900000185 545741.1110000014, 124729.93600000069 545735.3110000007, 124724.0549999997 545727.5909999982, 124724.59200000018 545715.4329999983)"
verlichtingen_wegvak.80,Mastverlichting,,600136447,2019-02-01T00:00:00,0,13,060013644720190201,LTK0000498810,L,I,,"LINESTRING (149091.03200000152 408381.74599999934, 149083.1160000004 408391.50499999896)"
verlichtingen_wegvak.81,Mastverlichting,,600140267,2019-02-01T00:00:00,0,16,060014026720190201,LTK0000443956,R,I,,"LINESTRING (167236.7419999987 464185.09699999914, 167221.46599999815 464190.69299999997)"
verlichtingen_wegvak.82,Mastverlichting,,168316069,2014-11-01T00:00:00,0,64,016831606920141101,LTK0000474840,L,I,,"LINESTRING (84122.72300000116 458383.9050000012, 84077.89200000092 458429.34600000083)"
verlichtingen_wegvak.83,Mastverlichting,,169315073,2014-11-01T00:00:00,0,36,016931507320141101,LTK0000474840,L,I,,"LINESTRING (84868.4459999986 457558.3200000003, 84849.46400000155 457577.58999999985, 84843.74700000137 457583.86400000006)"
verlichtingen_wegvak.84,Mastverlichting,,205260022,2014-11-01T00:00:00,0,14,020526002220141101,LTK0000482483,R,I,,"LINESTRING (102834 430248, 102848 430245)"
verlichtingen_wegvak.85,Mastverlichting,,62192034,2014-11-01T00:00:00,0,20,006219203420141101,LTK0000484930,R,I,,"LINESTRING (31396.77199999988 396473.88599999994, 31394.313999999315 396470.38699999824, 31395.515000000596 396459.25499999896, 31398.780999999493 396456.76900000125)"
verlichtingen_wegvak.86,Mastverlichting,,62196014,2014-11-01T00:00:00,0,20,006219601420141101,LTK0000484929,R,I,,"LINESTRING (31036.28500000015 398081.7650000006, 31033.903000000864 398080.8289999999, 31029.26399999857 398068.6710000001, 31031.3759999983 398064.4200000018)"
verlichtingen_wegvak.87,Mastverlichting,,128217019,2014-11-01T00:00:00,0,21,012821701920141101,LTK0000487130,R,I,,"LINESTRING (64338.11400000006 408653.2109999992, 64344.278999999166 408649.1429999992, 64350.107000000775 408647.94900000095, 64357.69000000134 408648.86199999973)"
verlichtingen_wegvak.88,Mastverlichting,,220434063,2014-11-01T00:00:00,0,10,022043406320141101,LTK0000474458,R,I,,"LINESTRING (110230 517185, 110236 517193)"
verlichtingen_wegvak.89,Mastverlichting,,131259023,2014-11-01T00:00:00,0,27,013125902320141101,LTK0000484902,L,I,,"LINESTRING (65520.0549999997 429664.13500000164, 65526.00800000131 429670.6169999987, 65527.99199999869 429679.8779999986, 65525.44099999964 429688.73999999836)"
verlichtingen_wegvak.90,Mastverlichting,,229252073,2014-11-01T00:00:00,0,15,022925207320141101,LTK0000431508,R,I,,"LINESTRING (114850.63800000027 426140.0720000006, 114865.6400000006 426140.4600000009)"
verlichtingen_wegvak.91,Mastverlichting,,402404009,2014-11-01T00:00:00,0,38,040240400920141101,LTK0000483743,R,I,,"LINESTRING (201263 502292, 201264 502323, 201264 502330)"
verlichtingen_wegvak.92,Mastverlichting,,402404034,2014-11-01T00:00:00,0,35,040240403420141101,LTK0000483743,R,I,,"LINESTRING (201147 502215, 201182 502217)"
verlichtingen_wegvak.93,Mastverlichting,,174308067,2014-11-01T00:00:00,0,24,017430806720141101,LTK0000458300,L,I,,"LINESTRING (87139.7490000017 454235.32400000095, 87124 454253)"
verlichtingen_wegvak.94,Mastverlichting,,83225031,2014-11-01T00:00:00,0,40,008322503120141101,LTK0000484917,R,I,,"LINESTRING (41682.335999999195 412774.06799999997, 41673.28200000152 412767.0469999984, 41668.76199999824 412759.7010000013, 41667.631999999285 412750.09600000083, 41671.58700000122 412741.0560000017)"
verlichtingen_wegvak.95,Mastverlichting,,353163033,2014-11-01T00:00:00,0,23,035316303320141101,LTK0000444242,L,I,,"LINESTRING (176575.56599999964 381666.5249999985, 176598.01099999994 381663.5689999983)"
verlichtingen_wegvak.96,Mastverlichting,,83225032,2014-11-01T00:00:00,0,35,008322503220141101,LTK0000484917,R,I,,"LINESTRING (41713.11600000039 412780.8900000006, 41703.51099999994 412784.2800000012, 41694.18800000101 412783.1499999985, 41682.335999999195 412774.06799999997)"
verlichtingen_wegvak.97,Mastverlichting,,261498034,2014-11-01T00:00:00,0,28,026149803420141101,LTK0000476333,R,I,,"LINESTRING (130794.5700000003 549067.8889999986, 130799.18100000173 549062.3790000007, 130806.2650000006 549059.3429999985, 130813.46499999985 549060.125, 130819.0700000003 549062.8940000013)"
verlichtingen_wegvak.98,Mastverlichting,,262498017,2014-11-01T00:00:00,0,34,026249801720141101,LTK0000476333,R,I,,"LINESTRING (131220.49399999902 549189.1539999992, 131235 549186, 131253.7899999991 549184.1719999984)"
verlichtingen_wegvak.99,Mastverlichting,,130259023,2014-11-01T00:00:00,0,32,013025902320141101,LTK0000484902,L,I,,"LINESTRING (65491.789999999106 429670.6319999993, 65500.210999999195 429662.6799999997, 65511.32299999893 429660.563000001, 65520.0549999997 429664.13500000164)"
verlichtingen_wegvak.100,Mastverlichting,,135261023,2014-11-01T00:00:00,0,31,013526102320141101,LTK0000484901,L,I,,"LINESTRING (67653.13500000164 430587.84600000083, 67656.57499999925 430577.79199999943, 67663.71799999848 430571.8379999995, 67674.30200000107 430569.98600000143)"
verlichtingen_wegvak.101,Mastverlichting,,214459021,2014-11-01T00:00:00,0,27,021445902120141101,LTK0000430413,L,I,,"LINESTRING (107334.12700000033 529968.0419999994, 107334.50200000033 529961.8720000014, 107336.36800000072 529955.6539999992, 107342.16899999976 529949.425999999, 107347.48299999908 529947.2980000004)"
verlichtingen_wegvak.102,Mastverlichting,,294353015,2014-11-01T00:00:00,0,9,029435301520141101,LTK0000436743,R,I,,"LINESTRING (147313.05200000107 476996.5799999982, 147311.96700000018 476987.8729999997)"
verlichtingen_wegvak.103,Mastverlichting,,413155008,2014-11-01T00:00:00,0,21,041315500820141101,LTK0000444315,R,I,,"LINESTRING (206525.42799999937 377532.42599999905, 206515.6700000018 377529.1889999993, 206508.4389999993 377521.77800000086)"
verlichtingen_wegvak.104,Mastverlichting,,207259055,2014-11-01T00:00:00,0,13,020725905520141101,LTK0000482483,R,I,,"LINESTRING (103908 429908, 103921 429907)"
verlichtingen_wegvak.105,Mastverlichting,,249491024,2014-11-01T00:00:00,0,31,024949102420141101,LTK0000434248,R,I,,"LINESTRING (124747.57699999958 545702.9580000006, 124756.46700000018 545708.5150000006, 124760.79199999943 545717.4629999995, 124760.17100000009 545728.5170000009)"
verlichtingen_wegvak.106,Mastverlichting,,413155007,2014-11-01T00:00:00,0,29,041315500720141101,LTK0000453292,R,I,,"LINESTRING (206510.1000000015 377508.6799999997, 206523.5399999991 377524.09699999914, 206525.42799999937 377532.42599999905)"
verlichtingen_wegvak.107,Mastverlichting,,169315077,2014-11-01T00:00:00,0,15,016931507720141101,LTK0000474840,L,I,,"LINESTRING (84879.37999999896 457547.9930000007, 84868.4459999986 457558.3200000003)"
