VERSIE,DATUM_BESTAND,PEILDATUM,JAAR,BEHANDELEND_SPECIALISME_CD,TYPERENDE_DIAGNOSE_CD,ZORGPRODUCT_CD,AANTAL_PAT_PER_ZPD,AANTAL_SUBTRAJECT_PER_ZPD,AANTAL_PAT_PER_DIAG,AANTAL_SUBTRAJECT_PER_DIAG,AANTAL_PAT_PER_SPC,AANTAL_SUBTRAJECT_PER_SPC,GEMIDDELDE_VERKOOPPRIJS
1.0,2023-02-03,2023-02-01,2015,0328,1310,029099045,6,6,254,262,54743,63176,5745
1.0,2023-02-03,2023-02-01,2015,0328,1310,029099031,11,11,254,262,54743,63176,205
1.0,2023-02-03,2023-02-01,2015,0328,1310,029099006,2,2,254,262,54743,63176,3375
1.0,2023-02-03,2023-02-01,2015,0328,1310,029099044,5,5,254,262,54743,63176,2650
1.0,2023-02-03,2023-02-01,2015,0328,2410,979001193,38,38,59,61,54743,63176,19540
1.0,2023-02-03,2023-02-01,2015,0328,2410,979001253,3,3,59,61,54743,63176,145
1.0,2023-02-03,2023-02-01,2015,0328,2410,979001252,3,3,59,61,54743,63176,400
1.0,2023-02-03,2023-02-01,2015,0328,2410,979001192,17,17,59,61,54743,63176,23065
1.0,2023-02-03,2023-02-01,2015,0328,1570,100501008,2,3,40,42,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,1570,100501011,16,16,40,42,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,1570,100501010,23,23,40,42,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2710,979001249,1,1,37,48,54743,63176,1285
1.0,2023-02-03,2023-02-01,2015,0328,2710,979001203,31,31,37,48,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2710,979001252,1,1,37,48,54743,63176,400
1.0,2023-02-03,2023-02-01,2015,0328,2710,979001253,14,15,37,48,54743,63176,145
1.0,2023-02-03,2023-02-01,2015,0328,2470,979001253,2,2,13,13,54743,63176,145
1.0,2023-02-03,2023-02-01,2015,0328,2470,979001195,11,11,13,13,54743,63176,19525
1.0,2023-02-03,2023-02-01,2015,0328,1370,109699014,7,7,22,22,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,1370,109699008,1,1,22,22,54743,63176,5545
1.0,2023-02-03,2023-02-01,2015,0328,1370,109699003,1,1,22,22,54743,63176,1920
1.0,2023-02-03,2023-02-01,2015,0328,1370,109699021,2,2,22,22,54743,63176,235
1.0,2023-02-03,2023-02-01,2015,0328,1370,109699015,11,11,22,22,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2445,979001195,46,46,47,48,54743,63176,19525
1.0,2023-02-03,2023-02-01,2015,0328,2445,979001253,2,2,47,48,54743,63176,145
1.0,2023-02-03,2023-02-01,2015,0328,2575,979001192,67,67,75,82,54743,63176,23065
1.0,2023-02-03,2023-02-01,2015,0328,2575,979001250,1,1,75,82,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2575,979001193,1,1,75,82,54743,63176,19540
1.0,2023-02-03,2023-02-01,2015,0328,2575,979001253,5,5,75,82,54743,63176,145
1.0,2023-02-03,2023-02-01,2015,0328,2575,979001252,5,5,75,82,54743,63176,400
1.0,2023-02-03,2023-02-01,2015,0328,2575,979001191,3,3,75,82,54743,63176,35340
1.0,2023-02-03,2023-02-01,2015,0328,1470,029099033,1,1,19,20,54743,63176,6520
1.0,2023-02-03,2023-02-01,2015,0328,1470,029099029,14,14,19,20,54743,63176,9660
1.0,2023-02-03,2023-02-01,2015,0328,1470,029099028,4,4,19,20,54743,63176,4950
1.0,2023-02-03,2023-02-01,2015,0328,1470,029099031,1,1,19,20,54743,63176,205
1.0,2023-02-03,2023-02-01,2015,0328,1340,029099013,1,1,79,88,54743,63176,4020
1.0,2023-02-03,2023-02-01,2015,0328,1340,029099032,4,4,79,88,54743,63176,3170
1.0,2023-02-03,2023-02-01,2015,0328,1340,029099006,1,1,79,88,54743,63176,3375
1.0,2023-02-03,2023-02-01,2015,0328,1340,029099029,7,7,79,88,54743,63176,9660
1.0,2023-02-03,2023-02-01,2015,0328,1340,029099017,1,1,79,88,54743,63176,500
1.0,2023-02-03,2023-02-01,2015,0328,1340,029099045,23,23,79,88,54743,63176,5745
1.0,2023-02-03,2023-02-01,2015,0328,1340,029099028,4,4,79,88,54743,63176,4950
1.0,2023-02-03,2023-02-01,2015,0328,1340,029099015,2,2,79,88,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,1340,029099044,35,36,79,88,54743,63176,2650
1.0,2023-02-03,2023-02-01,2015,0328,1340,029099016,1,1,79,88,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,1340,029099031,8,8,79,88,54743,63176,205
1.0,2023-02-03,2023-02-01,2015,0328,1440,029099016,2,2,69,73,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,1440,029099044,2,2,69,73,54743,63176,2650
1.0,2023-02-03,2023-02-01,2015,0328,1440,029099028,21,21,69,73,54743,63176,4950
1.0,2023-02-03,2023-02-01,2015,0328,1440,029099029,42,42,69,73,54743,63176,9660
1.0,2023-02-03,2023-02-01,2015,0328,1440,029099031,6,6,69,73,54743,63176,205
1.0,2023-02-03,2023-02-01,2015,0328,2425,979001188,1,1,966,1091,54743,63176,29690
1.0,2023-02-03,2023-02-01,2015,0328,2425,979001253,81,85,966,1091,54743,63176,145
1.0,2023-02-03,2023-02-01,2015,0328,2425,979001190,2,2,966,1091,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2425,979001249,2,2,966,1091,54743,63176,1285
1.0,2023-02-03,2023-02-01,2015,0328,2425,979001191,87,87,966,1091,54743,63176,35340
1.0,2023-02-03,2023-02-01,2015,0328,2425,979001252,63,63,966,1091,54743,63176,400
1.0,2023-02-03,2023-02-01,2015,0328,2425,979001193,9,9,966,1091,54743,63176,19540
1.0,2023-02-03,2023-02-01,2015,0328,2425,979001192,818,839,966,1091,54743,63176,23065
1.0,2023-02-03,2023-02-01,2015,0328,2425,979001250,3,3,966,1091,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2645,979001192,1,1,47,52,54743,63176,23065
1.0,2023-02-03,2023-02-01,2015,0328,2645,979001191,43,44,47,52,54743,63176,35340
1.0,2023-02-03,2023-02-01,2015,0328,2645,979001190,1,1,47,52,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2645,979001188,1,1,47,52,54743,63176,29690
1.0,2023-02-03,2023-02-01,2015,0328,2645,979001253,1,1,47,52,54743,63176,145
1.0,2023-02-03,2023-02-01,2015,0328,2645,979001252,4,4,47,52,54743,63176,400
1.0,2023-02-03,2023-02-01,2015,0328,2730,979001252,88,95,200,248,54743,63176,400
1.0,2023-02-03,2023-02-01,2015,0328,2730,979001184,123,123,200,248,54743,63176,30950
1.0,2023-02-03,2023-02-01,2015,0328,2730,979001253,17,17,200,248,54743,63176,145
1.0,2023-02-03,2023-02-01,2015,0328,2730,979001250,1,1,200,248,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2730,979001249,11,12,200,248,54743,63176,1285
1.0,2023-02-03,2023-02-01,2015,0328,1480,109699021,1,1,1,1,54743,63176,235
1.0,2023-02-03,2023-02-01,2015,0328,1220,029099033,3,3,17,19,54743,63176,6520
1.0,2023-02-03,2023-02-01,2015,0328,1220,029099032,1,1,17,19,54743,63176,3170
1.0,2023-02-03,2023-02-01,2015,0328,1220,029099045,6,6,17,19,54743,63176,5745
1.0,2023-02-03,2023-02-01,2015,0328,1220,029099013,1,1,17,19,54743,63176,4020
1.0,2023-02-03,2023-02-01,2015,0328,1220,029099044,6,7,17,19,54743,63176,2650
1.0,2023-02-03,2023-02-01,2015,0328,1220,029099006,1,1,17,19,54743,63176,3375
1.0,2023-02-03,2023-02-01,2015,0328,2565,979001252,3,3,25,29,54743,63176,400
1.0,2023-02-03,2023-02-01,2015,0328,2565,979001253,1,1,25,29,54743,63176,145
1.0,2023-02-03,2023-02-01,2015,0328,2565,979001193,1,1,25,29,54743,63176,19540
1.0,2023-02-03,2023-02-01,2015,0328,2565,979001191,22,22,25,29,54743,63176,35340
1.0,2023-02-03,2023-02-01,2015,0328,2565,979001192,2,2,25,29,54743,63176,23065
1.0,2023-02-03,2023-02-01,2015,0328,2365,979001213,14,14,23,25,54743,63176,14150
1.0,2023-02-03,2023-02-01,2015,0328,2365,979001253,2,2,23,25,54743,63176,145
1.0,2023-02-03,2023-02-01,2015,0328,2365,979001212,8,8,23,25,54743,63176,17850
1.0,2023-02-03,2023-02-01,2015,0328,2365,979001250,1,1,23,25,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2320,979001188,1,2,5533,6075,54743,63176,29690
1.0,2023-02-03,2023-02-01,2015,0328,2320,979001200,442,442,5533,6075,54743,63176,11240
1.0,2023-02-03,2023-02-01,2015,0328,2320,979001201,4914,4990,5533,6075,54743,63176,11000
1.0,2023-02-03,2023-02-01,2015,0328,2320,979001253,473,481,5533,6075,54743,63176,145
1.0,2023-02-03,2023-02-01,2015,0328,2320,979001252,95,99,5533,6075,54743,63176,400
1.0,2023-02-03,2023-02-01,2015,0328,2320,979001250,20,21,5533,6075,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2320,979001249,35,35,5533,6075,54743,63176,1285
1.0,2023-02-03,2023-02-01,2015,0328,2315,979001253,1,1,27,28,54743,63176,145
1.0,2023-02-03,2023-02-01,2015,0328,2315,979001196,27,27,27,28,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2035,979001212,6,6,11,11,54743,63176,17850
1.0,2023-02-03,2023-02-01,2015,0328,2035,979001213,4,4,11,11,54743,63176,14150
1.0,2023-02-03,2023-02-01,2015,0328,2035,979001250,1,1,11,11,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2025,979001212,2,2,2,2,54743,63176,17850
1.0,2023-02-03,2023-02-01,2015,0328,2325,979001189,87,88,2455,2830,54743,63176,19615
1.0,2023-02-03,2023-02-01,2015,0328,2325,979001253,162,171,2455,2830,54743,63176,145
1.0,2023-02-03,2023-02-01,2015,0328,2325,979001193,1571,1620,2455,2830,54743,63176,19540
1.0,2023-02-03,2023-02-01,2015,0328,2325,979001191,9,10,2455,2830,54743,63176,35340
1.0,2023-02-03,2023-02-01,2015,0328,2325,979001250,19,19,2455,2830,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2325,979001192,123,125,2455,2830,54743,63176,23065
1.0,2023-02-03,2023-02-01,2015,0328,2325,979001249,29,29,2455,2830,54743,63176,1285
1.0,2023-02-03,2023-02-01,2015,0328,2325,979001252,278,296,2455,2830,54743,63176,400
1.0,2023-02-03,2023-02-01,2015,0328,2325,979001188,466,469,2455,2830,54743,63176,29690
1.0,2023-02-03,2023-02-01,2015,0328,2680,979001185,243,252,321,409,54743,63176,22675
1.0,2023-02-03,2023-02-01,2015,0328,2680,979001249,2,2,321,409,54743,63176,1285
1.0,2023-02-03,2023-02-01,2015,0328,2680,979001252,117,122,321,409,54743,63176,400
1.0,2023-02-03,2023-02-01,2015,0328,2680,979001253,30,31,321,409,54743,63176,145
1.0,2023-02-03,2023-02-01,2015,0328,2680,979001250,2,2,321,409,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2780,979001250,3,3,149,193,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2780,979001182,57,57,149,193,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2780,979001249,8,9,149,193,54743,63176,1285
1.0,2023-02-03,2023-02-01,2015,0328,2780,979001253,10,10,149,193,54743,63176,145
1.0,2023-02-03,2023-02-01,2015,0328,2780,979001252,109,113,149,193,54743,63176,400
1.0,2023-02-03,2023-02-01,2015,0328,2780,979001251,1,1,149,193,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2210,979001250,3,3,91,98,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2210,979001208,82,83,91,98,54743,63176,7845
1.0,2023-02-03,2023-02-01,2015,0328,2210,979001252,6,6,91,98,54743,63176,400
1.0,2023-02-03,2023-02-01,2015,0328,2210,979001249,1,1,91,98,54743,63176,1285
1.0,2023-02-03,2023-02-01,2015,0328,2210,979001251,1,1,91,98,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2210,979001253,3,4,91,98,54743,63176,145
1.0,2023-02-03,2023-02-01,2015,0328,1595,029099004,5,7,5,7,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2390,979001243,1,1,51,51,54743,63176,20080
1.0,2023-02-03,2023-02-01,2015,0328,2390,099899016,2,2,51,51,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2390,099899042,19,19,51,51,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2390,099899021,1,1,51,51,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2390,099899036,1,1,51,51,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2390,979001246,2,2,51,51,54743,63176,5880
1.0,2023-02-03,2023-02-01,2015,0328,2390,099899044,3,3,51,51,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2390,099899022,4,4,51,51,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2390,979001242,2,2,51,51,54743,63176,24035
1.0,2023-02-03,2023-02-01,2015,0328,2390,099899015,2,2,51,51,54743,63176,370
1.0,2023-02-03,2023-02-01,2015,0328,2390,099899041,14,14,51,51,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2765,979001181,27,27,74,98,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2765,979001251,1,1,74,98,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2765,972802117,1,1,74,98,54743,63176,4195
1.0,2023-02-03,2023-02-01,2015,0328,2765,979001252,48,49,74,98,54743,63176,400
1.0,2023-02-03,2023-02-01,2015,0328,2765,979001249,7,7,74,98,54743,63176,1285
1.0,2023-02-03,2023-02-01,2015,0328,2765,979001250,1,1,74,98,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2765,979001253,12,12,74,98,54743,63176,145
1.0,2023-02-03,2023-02-01,2015,0328,2775,099699078,6,6,49,56,54743,63176,120
1.0,2023-02-03,2023-02-01,2015,0328,2775,099699046,32,34,49,56,54743,63176,440
1.0,2023-02-03,2023-02-01,2015,0328,2775,099699072,1,1,49,56,54743,63176,7560
1.0,2023-02-03,2023-02-01,2015,0328,2775,099699050,5,5,49,56,54743,63176,6200
1.0,2023-02-03,2023-02-01,2015,0328,2775,099699026,9,10,49,56,54743,63176,1950
1.0,2023-02-03,2023-02-01,2015,0328,2040,979001212,21,21,25,25,54743,63176,17850
1.0,2023-02-03,2023-02-01,2015,0328,2040,979001213,4,4,25,25,54743,63176,14150
1.0,2023-02-03,2023-02-01,2015,0328,2415,979001192,63,65,85,97,54743,63176,23065
1.0,2023-02-03,2023-02-01,2015,0328,2415,979001193,2,2,85,97,54743,63176,19540
1.0,2023-02-03,2023-02-01,2015,0328,2415,979001251,1,1,85,97,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2415,979001252,6,6,85,97,54743,63176,400
1.0,2023-02-03,2023-02-01,2015,0328,2415,979001253,12,12,85,97,54743,63176,145
1.0,2023-02-03,2023-02-01,2015,0328,2415,979001191,10,10,85,97,54743,63176,35340
1.0,2023-02-03,2023-02-01,2015,0328,2355,979001197,56,56,58,64,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2355,979001188,1,1,58,64,54743,63176,29690
1.0,2023-02-03,2023-02-01,2015,0328,2355,979001250,3,3,58,64,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2355,979001253,3,3,58,64,54743,63176,145
1.0,2023-02-03,2023-02-01,2015,0328,2355,979001252,1,1,58,64,54743,63176,400
1.0,2023-02-03,2023-02-01,2015,0328,2625,979001210,1,1,3,3,54743,63176,18510
1.0,2023-02-03,2023-02-01,2015,0328,2625,979001211,2,2,3,3,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2590,979001190,1,1,105,118,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2590,979001193,2,2,105,118,54743,63176,19540
1.0,2023-02-03,2023-02-01,2015,0328,2590,979001191,21,21,105,118,54743,63176,35340
1.0,2023-02-03,2023-02-01,2015,0328,2590,979001253,8,8,105,118,54743,63176,145
1.0,2023-02-03,2023-02-01,2015,0328,2590,979001250,1,1,105,118,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2590,979001249,2,2,105,118,54743,63176,1285
1.0,2023-02-03,2023-02-01,2015,0328,2590,979001192,76,77,105,118,54743,63176,23065
1.0,2023-02-03,2023-02-01,2015,0328,2590,979001252,6,6,105,118,54743,63176,400
1.0,2023-02-03,2023-02-01,2015,0328,2010,979001211,2,3,3,4,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2010,979001210,1,1,3,4,54743,63176,18510
1.0,2023-02-03,2023-02-01,2015,0328,2770,979001253,2,2,14,14,54743,63176,145
1.0,2023-02-03,2023-02-01,2015,0328,2770,979001184,9,9,14,14,54743,63176,30950
1.0,2023-02-03,2023-02-01,2015,0328,2770,979001252,3,3,14,14,54743,63176,400
1.0,2023-02-03,2023-02-01,2015,0328,1230,029099044,25,25,118,119,54743,63176,2650
1.0,2023-02-03,2023-02-01,2015,0328,1230,029099031,2,2,118,119,54743,63176,205
1.0,2023-02-03,2023-02-01,2015,0328,1230,029099028,22,22,118,119,54743,63176,4950
1.0,2023-02-03,2023-02-01,2015,0328,1230,029099045,27,27,118,119,54743,63176,5745
1.0,2023-02-03,2023-02-01,2015,0328,1230,029099016,1,1,118,119,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,1230,029099033,9,9,118,119,54743,63176,6520
1.0,2023-02-03,2023-02-01,2015,0328,1230,029099029,29,29,118,119,54743,63176,9660
1.0,2023-02-03,2023-02-01,2015,0328,1230,029099006,3,3,118,119,54743,63176,3375
1.0,2023-02-03,2023-02-01,2015,0328,1230,029099032,1,1,118,119,54743,63176,3170
1.0,2023-02-03,2023-02-01,2015,0328,2015,979001210,17,17,17,17,54743,63176,18510
1.0,2023-02-03,2023-02-01,2015,0328,2250,979001130,1,1,57,61,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2250,979001208,52,52,57,61,54743,63176,7845
1.0,2023-02-03,2023-02-01,2015,0328,2250,979001253,4,4,57,61,54743,63176,145
1.0,2023-02-03,2023-02-01,2015,0328,2250,979001252,1,1,57,61,54743,63176,400
1.0,2023-02-03,2023-02-01,2015,0328,2250,979001251,1,1,57,61,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2250,979001250,2,2,57,61,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2665,979001253,3,3,39,45,54743,63176,145
1.0,2023-02-03,2023-02-01,2015,0328,2665,979001252,12,12,39,45,54743,63176,400
1.0,2023-02-03,2023-02-01,2015,0328,2665,979001185,29,30,39,45,54743,63176,22675
1.0,2023-02-03,2023-02-01,2015,0328,2695,979001190,4,4,28,38,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2695,979001253,6,6,28,38,54743,63176,145
1.0,2023-02-03,2023-02-01,2015,0328,2695,979001191,11,11,28,38,54743,63176,35340
1.0,2023-02-03,2023-02-01,2015,0328,2695,979001192,9,9,28,38,54743,63176,23065
1.0,2023-02-03,2023-02-01,2015,0328,2695,979001250,1,1,28,38,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2695,979001252,6,6,28,38,54743,63176,400
1.0,2023-02-03,2023-02-01,2015,0328,2695,979001193,1,1,28,38,54743,63176,19540
1.0,2023-02-03,2023-02-01,2015,0328,1450,109599019,1,1,74,77,54743,63176,205
1.0,2023-02-03,2023-02-01,2015,0328,1450,109599008,31,31,74,77,54743,63176,3075
1.0,2023-02-03,2023-02-01,2015,0328,1450,109599016,1,1,74,77,54743,63176,3025
1.0,2023-02-03,2023-02-01,2015,0328,1450,109599017,1,1,74,77,54743,63176,7955
1.0,2023-02-03,2023-02-01,2015,0328,1450,109599009,41,43,74,77,54743,63176,7380
1.0,2023-02-03,2023-02-01,2015,0328,2540,979001210,25,25,31,34,54743,63176,18510
1.0,2023-02-03,2023-02-01,2015,0328,2540,979001211,5,6,31,34,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2540,979001253,1,1,31,34,54743,63176,145
1.0,2023-02-03,2023-02-01,2015,0328,2540,979001252,1,1,31,34,54743,63176,400
1.0,2023-02-03,2023-02-01,2015,0328,2540,979001249,1,1,31,34,54743,63176,1285
1.0,2023-02-03,2023-02-01,2015,0328,2310,979001212,9,9,20,22,54743,63176,17850
1.0,2023-02-03,2023-02-01,2015,0328,2310,979001253,2,2,20,22,54743,63176,145
1.0,2023-02-03,2023-02-01,2015,0328,2310,979001213,11,11,20,22,54743,63176,14150
1.0,2023-02-03,2023-02-01,2015,0328,2650,979001253,1,1,24,26,54743,63176,145
1.0,2023-02-03,2023-02-01,2015,0328,2650,979001191,3,3,24,26,54743,63176,35340
1.0,2023-02-03,2023-02-01,2015,0328,2650,979001193,1,1,24,26,54743,63176,19540
1.0,2023-02-03,2023-02-01,2015,0328,2650,979001190,1,1,24,26,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2650,979001192,18,18,24,26,54743,63176,23065
1.0,2023-02-03,2023-02-01,2015,0328,2650,979001252,2,2,24,26,54743,63176,400
1.0,2023-02-03,2023-02-01,2015,0328,2550,979001252,16,16,273,305,54743,63176,400
1.0,2023-02-03,2023-02-01,2015,0328,2550,979001253,14,14,273,305,54743,63176,145
1.0,2023-02-03,2023-02-01,2015,0328,2550,979001249,3,3,273,305,54743,63176,1285
1.0,2023-02-03,2023-02-01,2015,0328,2550,979001191,63,64,273,305,54743,63176,35340
1.0,2023-02-03,2023-02-01,2015,0328,2550,979001190,9,9,273,305,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2550,979001250,4,4,273,305,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2550,979001192,190,195,273,305,54743,63176,23065
1.0,2023-02-03,2023-02-01,2015,0328,2640,979001195,8,8,8,8,54743,63176,19525
1.0,2023-02-03,2023-02-01,2015,0328,2720,979001252,144,153,243,313,54743,63176,400
1.0,2023-02-03,2023-02-01,2015,0328,2720,979001253,21,22,243,313,54743,63176,145
1.0,2023-02-03,2023-02-01,2015,0328,2720,979001184,129,130,243,313,54743,63176,30950
1.0,2023-02-03,2023-02-01,2015,0328,2720,979001250,2,2,243,313,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2720,979001249,6,6,243,313,54743,63176,1285
1.0,2023-02-03,2023-02-01,2015,0328,2440,979001211,20,20,39,39,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2440,979001210,18,18,39,39,54743,63176,18510
1.0,2023-02-03,2023-02-01,2015,0328,2440,979001253,1,1,39,39,54743,63176,145
1.0,2023-02-03,2023-02-01,2015,0328,2543,979001252,10,10,20,21,54743,63176,400
1.0,2023-02-03,2023-02-01,2015,0328,2543,979001184,10,10,20,21,54743,63176,30950
1.0,2023-02-03,2023-02-01,2015,0328,2543,979001253,1,1,20,21,54743,63176,145
1.0,2023-02-03,2023-02-01,2015,0328,2130,099899003,536,580,537,581,54743,63176,175
1.0,2023-02-03,2023-02-01,2015,0328,2130,979001253,1,1,537,581,54743,63176,145
1.0,2023-02-03,2023-02-01,2015,0328,2350,979001213,58,58,121,123,54743,63176,14150
1.0,2023-02-03,2023-02-01,2015,0328,2350,979001212,62,62,121,123,54743,63176,17850
1.0,2023-02-03,2023-02-01,2015,0328,2350,979001253,2,2,121,123,54743,63176,145
1.0,2023-02-03,2023-02-01,2015,0328,2350,979001249,1,1,121,123,54743,63176,1285
1.0,2023-02-03,2023-02-01,2015,0328,1510,029099015,7,7,37,38,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,1510,029099045,1,1,37,38,54743,63176,5745
1.0,2023-02-03,2023-02-01,2015,0328,1510,029099028,1,1,37,38,54743,63176,4950
1.0,2023-02-03,2023-02-01,2015,0328,1510,029099031,1,1,37,38,54743,63176,205
1.0,2023-02-03,2023-02-01,2015,0328,1510,029099016,18,18,37,38,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,1510,029099029,10,10,37,38,54743,63176,9660
1.0,2023-02-03,2023-02-01,2015,0328,2430,979001253,1,1,113,116,54743,63176,145
1.0,2023-02-03,2023-02-01,2015,0328,2430,979001252,2,2,113,116,54743,63176,400
1.0,2023-02-03,2023-02-01,2015,0328,2430,979001250,1,1,113,116,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2430,979001195,109,111,113,116,54743,63176,19525
1.0,2023-02-03,2023-02-01,2015,0328,2430,979001249,1,1,113,116,54743,63176,1285
1.0,2023-02-03,2023-02-01,2015,0328,3110,099699089,1,1,1,1,54743,63176,10615
1.0,2023-02-03,2023-02-01,2015,0328,1320,109599009,30,30,57,63,54743,63176,7380
1.0,2023-02-03,2023-02-01,2015,0328,1320,109599004,1,1,57,63,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,1320,109599019,4,4,57,63,54743,63176,205
1.0,2023-02-03,2023-02-01,2015,0328,1320,109599016,1,1,57,63,54743,63176,3025
1.0,2023-02-03,2023-02-01,2015,0328,1320,109599017,1,1,57,63,54743,63176,7955
1.0,2023-02-03,2023-02-01,2015,0328,1320,109599008,26,26,57,63,54743,63176,3075
1.0,2023-02-03,2023-02-01,2015,0328,2685,979001252,1,1,8,8,54743,63176,400
1.0,2023-02-03,2023-02-01,2015,0328,2685,979001196,6,6,8,8,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2685,979001249,1,1,8,8,54743,63176,1285
1.0,2023-02-03,2023-02-01,2015,0328,2360,979001196,21,21,23,26,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2360,979001253,3,3,23,26,54743,63176,145
1.0,2023-02-03,2023-02-01,2015,0328,2360,979001252,2,2,23,26,54743,63176,400
1.0,2023-02-03,2023-02-01,2015,0328,2380,979001214,2,2,45,46,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2380,979001253,1,1,45,46,54743,63176,145
1.0,2023-02-03,2023-02-01,2015,0328,2380,979001215,43,43,45,46,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,1530,029099017,2,2,55,62,54743,63176,500
1.0,2023-02-03,2023-02-01,2015,0328,1530,029099029,6,6,55,62,54743,63176,9660
1.0,2023-02-03,2023-02-01,2015,0328,1530,029099015,8,8,55,62,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,1530,029099016,13,14,55,62,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,1530,029099032,1,1,55,62,54743,63176,3170
1.0,2023-02-03,2023-02-01,2015,0328,1530,029099031,3,3,55,62,54743,63176,205
1.0,2023-02-03,2023-02-01,2015,0328,1530,029099033,18,20,55,62,54743,63176,6520
1.0,2023-02-03,2023-02-01,2015,0328,1530,029099045,1,1,55,62,54743,63176,5745
1.0,2023-02-03,2023-02-01,2015,0328,1530,029099007,4,4,55,62,54743,63176,1545
1.0,2023-02-03,2023-02-01,2015,0328,1530,029099028,2,2,55,62,54743,63176,4950
1.0,2023-02-03,2023-02-01,2015,0328,1530,029099009,1,1,55,62,54743,63176,7510
1.0,2023-02-03,2023-02-01,2015,0328,2910,979001257,35,35,40,40,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2910,979001134,5,5,40,40,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2420,979001253,7,7,71,78,54743,63176,145
1.0,2023-02-03,2023-02-01,2015,0328,2420,979001250,1,1,71,78,54743,63176,
1.0,2023-02-03,2023-02-01,2015,0328,2420,979001191,2,2,71,78,54743,63176,35340
