OBJECTID,BGTBRONHOUDERCODE,BGTBRONHOUDER,BGTSTATUS,RELATIEVEHOOGTELIGGING,SUBTYPE,LENGTE,POSITIONELE_NAUWKEURIGHEID_MM,STATUS,Shape__Length
41,G0518,'s-Gravenhage,bestaand,0,tram,2.91,283,,2.9097946662952
42,G0518,'s-Gravenhage,bestaand,1,sneltram,12.132,283,,12.1316470852065
43,G0518,'s-Gravenhage,bestaand,0,sneltram,11.913,283,,11.9132395678086
44,G0518,'s-Gravenhage,bestaand,0,tram,13.936,283,,13.9364911294056
45,G0518,'s-Gravenhage,bestaand,1,sneltram,11.082,283,,11.0819377818142
46,G0518,'s-Gravenhage,bestaand,0,tram,3.245,283,,3.24503020016763
47,G0518,'s-Gravenhage,bestaand,0,tram,1.771,283,,1.77130601534574
48,G0518,'s-Gravenhage,bestaand,0,tram,273.723,283,,273.72329235894
49,G0518,'s-Gravenhage,bestaand,1,sneltram,5.729,283,,5.72939831046856
50,G0518,'s-Gravenhage,bestaand,0,tram,3.396,283,,3.39646890166832
51,G0518,'s-Gravenhage,bestaand,0,sneltram,16.056,283,,16.056417066083
52,G0518,'s-Gravenhage,bestaand,0,tram,3.397,283,,3.39669324490746
53,G0518,'s-Gravenhage,bestaand,0,tram,3.515,283,,3.51457109758787
54,G0518,'s-Gravenhage,bestaand,0,tram,3.313,283,,3.31300060368241
55,G0518,'s-Gravenhage,bestaand,0,tram,1.902,283,,1.9023998002523
56,G0518,'s-Gravenhage,bestaand,1,tram,18.198,283,,18.1981586980661
57,G0518,'s-Gravenhage,bestaand,0,tram,1.687,283,,1.6866526020494
58,G0518,'s-Gravenhage,bestaand,0,tram,1.772,283,,1.77158827045112
59,G0518,'s-Gravenhage,bestaand,1,sneltram,131.104,283,,131.103612291958
60,G0384,Diemen,bestaand,0,tram,17.979,283,,17.9790965568351
61,G0384,Diemen,bestaand,0,tram,12.126,283,,12.1259531584119
62,G0518,'s-Gravenhage,bestaand,0,tram,3.243,283,,3.24338496019205
63,G0518,'s-Gravenhage,bestaand,0,tram,2.344,283,,2.34370049281046
64,G0518,'s-Gravenhage,bestaand,0,tram,3.604,283,,3.60420823482773
65,G0518,'s-Gravenhage,bestaand,0,tram,3.865,283,,3.86501448897672
66,G0518,'s-Gravenhage,bestaand,1,tram,4.608,283,,4.60799142794342
67,G0518,'s-Gravenhage,bestaand,0,tram,1.687,283,,1.68663570459065
68,G0518,'s-Gravenhage,bestaand,0,tram,1.771,283,,1.77142936635927
69,G0518,'s-Gravenhage,bestaand,0,tram,1.686,283,,1.6860011862392
70,G0518,'s-Gravenhage,bestaand,0,tram,1.772,283,,1.77152279127309
71,G0518,'s-Gravenhage,bestaand,0,tram,1.874,283,,1.87447806068783
72,G0518,'s-Gravenhage,bestaand,0,sneltram,7.055,283,,7.05506371339055
73,G0363,Amsterdam,bestaand,1,sneltram,64.583,283,,64.5832009271761
74,G0363,Amsterdam,bestaand,0,sneltram,30.412,283,,30.4123870815824
75,G0518,'s-Gravenhage,bestaand,1,sneltram,31.681,283,,31.6810742399938
76,G0518,'s-Gravenhage,bestaand,0,sneltram,11.828,283,,11.8276821905224
77,G0518,'s-Gravenhage,bestaand,0,tram,2.909,283,,2.90886094545614
78,G0518,'s-Gravenhage,bestaand,-1,tram,3.29,283,,3.28956805675152
79,G0518,'s-Gravenhage,bestaand,1,sneltram,22.789,283,,22.7892361653479
80,G0518,'s-Gravenhage,bestaand,0,tram,3.484,283,,3.48355048764906
81,G0518,'s-Gravenhage,bestaand,0,sneltram,18.27,283,,18.2696148289995
82,G0518,'s-Gravenhage,bestaand,0,tram,10.137,283,,10.1373726379176
83,G0518,'s-Gravenhage,bestaand,0,tram,66.562,283,,66.5621717750327
84,G0518,'s-Gravenhage,bestaand,1,sneltram,17.907,283,,17.9072691943803
85,G0518,'s-Gravenhage,bestaand,0,sneltram,22.824,283,,22.8242332839463
86,G0518,'s-Gravenhage,bestaand,0,sneltram,7.666,283,,7.66579734926511
87,G0518,'s-Gravenhage,bestaand,0,sneltram,9.919,283,,9.91867012255171
88,G0518,'s-Gravenhage,bestaand,-1,tram,141.171,283,,141.170994922709
89,G0518,'s-Gravenhage,bestaand,0,tram,1.226,283,,1.22570673490848
90,G0518,'s-Gravenhage,bestaand,0,tram,2.447,283,,2.44669838762362
91,G0518,'s-Gravenhage,bestaand,0,tram,30.957,283,,30.9573482594244
92,G0518,'s-Gravenhage,bestaand,0,tram,2.45,283,,2.45009489612137
93,G0518,'s-Gravenhage,bestaand,0,sneltram,6.868,283,,6.86793891935565
94,G0518,'s-Gravenhage,bestaand,0,tram,589.946,283,,589.946143939428
95,G0518,'s-Gravenhage,bestaand,0,sneltram,9.449,283,,9.44878854668682
96,G0518,'s-Gravenhage,bestaand,0,tram,45.362,283,,45.3619220207031
97,G0518,'s-Gravenhage,bestaand,1,sneltram,17.935,283,,17.9350562307454
98,G0518,'s-Gravenhage,bestaand,0,sneltram,7.121,283,,7.12056184580964
99,G0518,'s-Gravenhage,bestaand,0,tram,12.852,283,,12.8518305700005
100,G0518,'s-Gravenhage,bestaand,0,tram,9.139,283,,9.13873612705827
101,G0518,'s-Gravenhage,bestaand,1,sneltram,3.026,283,,3.02630137296337
102,G0518,'s-Gravenhage,bestaand,0,tram,2.822,283,,2.822067504508
103,G0518,'s-Gravenhage,bestaand,0,tram,2.279,283,,2.27855436625945
104,G0599,Rotterdam,bestaand,0,niet-bgt: (haven)kraan,303.743,283,,303.743272526323
105,G0599,Rotterdam,bestaand,0,niet-bgt: (haven)kraan,173.31,283,,173.310407535151
106,G0599,Rotterdam,bestaand,0,niet-bgt: (haven)kraan,279.331,283,,279.330521157284
107,G0599,Rotterdam,bestaand,0,niet-bgt: (haven)kraan,48.891,283,,48.8913284744851
108,G0599,Rotterdam,bestaand,0,niet-bgt: (haven)kraan,302.671,283,,302.670574311412
109,G0518,'s-Gravenhage,bestaand,0,tram,46.986,283,,46.9860814823108
110,G0599,Rotterdam,bestaand,0,niet-bgt: (haven)kraan,302.627,283,,302.627247167204
111,G0518,'s-Gravenhage,bestaand,0,tram,10.995,283,,10.9954820267235
112,G0599,Rotterdam,bestaand,0,niet-bgt: (haven)kraan,302.99,283,,302.990046206142
113,G0599,Rotterdam,bestaand,1,niet-bgt: (haven)kraan,185.806,283,,185.805558582083
114,G0518,'s-Gravenhage,bestaand,1,tram,293.019,283,,293.018745134577
115,G0599,Rotterdam,bestaand,0,niet-bgt: (haven)kraan,89.858,283,,89.8577963506784
116,G0384,Diemen,bestaand,0,sneltram,94.34,283,,94.340428950485
117,G0363,Amsterdam,bestaand,-2,sneltram,45.985,283,,45.9848418529377
118,G0603,Rijswijk,bestaand,0,tram,12.288,283,,12.2881426047226
119,G0603,Rijswijk,bestaand,0,tram,48.63,283,,48.6186636836999
120,L0004,Prorail,bestaand,0,sneltram,96.835,283,,96.8345102191009
121,G0363,Amsterdam,bestaand,-2,sneltram,30.448,283,,30.4480418804821
122,G0363,Amsterdam,bestaand,-2,sneltram,26.948,283,,26.9477724657132
123,G0518,'s-Gravenhage,bestaand,0,tram,3.372,283,,3.3721745209879
124,G0518,'s-Gravenhage,bestaand,0,sneltram,10.731,283,,10.731054002287
125,G0518,'s-Gravenhage,bestaand,1,sneltram,4.385,283,,4.38459436486891
126,G0518,'s-Gravenhage,bestaand,0,tram,3.244,283,,3.24426632692201
127,G0518,'s-Gravenhage,bestaand,0,sneltram,113.3,283,,113.300287678364
128,G0437,Ouder-Amstel,bestaand,1,sneltram,46.349,283,,46.3487952809995
129,G0363,Amsterdam,bestaand,0,sneltram,15.681,283,,15.6812959923598
130,G0363,Amsterdam,bestaand,1,sneltram,159.909,283,,159.909074978064
131,G0384,Diemen,bestaand,0,tram,1.467,283,,1.46747396771968
132,G0384,Diemen,bestaand,0,tram,17,283,,16.9998564993943
133,G0384,Diemen,bestaand,0,tram,3,283,,3.00013530722007
134,G0384,Diemen,bestaand,0,tram,2.957,283,,2.95743131788381
135,G0384,Diemen,bestaand,0,tram,18.001,283,,18.000872478855
136,G0518,'s-Gravenhage,bestaand,0,tram,52.141,283,,52.1414401770503
137,G0518,'s-Gravenhage,bestaand,0,sneltram,6.457,283,,6.45665548097465
138,G0518,'s-Gravenhage,bestaand,0,tram,3.512,283,,3.51215517880403
139,G0518,'s-Gravenhage,bestaand,0,sneltram,17.274,283,,17.2736183239065
140,G0518,'s-Gravenhage,bestaand,0,sneltram,4.118,283,,4.1177967409769
141,G0518,'s-Gravenhage,bestaand,0,tram,23.598,283,,23.5981446044768
142,G0518,'s-Gravenhage,bestaand,0,tram,14.724,283,,14.7240966106583
143,G0518,'s-Gravenhage,bestaand,0,sneltram,13.167,283,,13.1670874531918
144,G0518,'s-Gravenhage,bestaand,0,tram,1.876,283,,1.87569347175918
145,G0518,'s-Gravenhage,bestaand,0,sneltram,10.881,283,,10.8807214834311
146,G0518,'s-Gravenhage,bestaand,0,tram,6.145,283,,6.14523270511378
147,G0518,'s-Gravenhage,bestaand,0,sneltram,2.924,283,,2.92393792683771
148,G0518,'s-Gravenhage,bestaand,0,tram,29.883,283,,29.8831335705346
149,G0518,'s-Gravenhage,bestaand,0,tram,1.269,283,,1.26887745665214
150,G0518,'s-Gravenhage,bestaand,0,sneltram,14.88,283,,14.8801639775911
151,G0518,'s-Gravenhage,bestaand,1,tram,5.193,283,,5.192738845418
152,G0518,'s-Gravenhage,bestaand,0,tram,1.623,283,,1.62267217884575
153,G0518,'s-Gravenhage,bestaand,0,sneltram,20.623,283,,20.6225180324809
154,G0518,'s-Gravenhage,bestaand,0,tram,38.136,283,,38.135700671813
155,G0518,'s-Gravenhage,bestaand,1,sneltram,34.896,283,,34.8959317113041
156,G0518,'s-Gravenhage,bestaand,0,tram,1.942,283,,1.94171728117149
157,G0518,'s-Gravenhage,bestaand,0,sneltram,10.644,283,,10.644147358995
158,G0599,Rotterdam,bestaand,1,sneltram,58.325,283,,58.3248042465745
159,G0599,Rotterdam,bestaand,0,sneltram,93.961,283,,93.960428702692
160,G0599,Rotterdam,bestaand,0,tram,140.232,283,,140.232184130463
161,G0599,Rotterdam,bestaand,0,sneltram,19.722,283,,19.7221322376664
162,G0599,Rotterdam,bestaand,1,sneltram,25.214,283,,25.2144376230006
163,G0599,Rotterdam,bestaand,0,sneltram,437.681,283,,437.679053385415
164,G0599,Rotterdam,bestaand,1,sneltram,5.256,283,,5.25552756628676
165,G0599,Rotterdam,bestaand,0,sneltram,102.618,283,,102.617783327197
166,G0599,Rotterdam,bestaand,0,sneltram,59.536,283,,59.5350131297658
167,G0599,Rotterdam,bestaand,0,sneltram,20.33,283,,20.329777691849
168,G0599,Rotterdam,bestaand,0,sneltram,33.207,283,,33.2067576075932
169,G0599,Rotterdam,bestaand,1,sneltram,14.62,283,,14.6202770151595
170,G0599,Rotterdam,bestaand,1,sneltram,75.856,283,,75.8560443208054
171,G0599,Rotterdam,bestaand,0,sneltram,45.696,283,,45.695860566656
172,G0599,Rotterdam,bestaand,1,sneltram,77.659,283,,77.6594860535913
173,G0599,Rotterdam,bestaand,0,tram,133.934,283,,133.911027463406
174,G0599,Rotterdam,bestaand,1,sneltram,46.57,283,,46.570111702679
175,G0599,Rotterdam,bestaand,1,sneltram,76.36,283,,76.3596686040202
176,G0599,Rotterdam,bestaand,0,sneltram,39.119,283,,39.1187052353512
177,G0599,Rotterdam,bestaand,0,sneltram,28.312,283,,28.3124866445885
178,G0599,Rotterdam,bestaand,0,tram,197.388,283,,197.388405888065
179,G0599,Rotterdam,bestaand,0,sneltram,38.32,283,,38.3197768782648
180,G0599,Rotterdam,bestaand,1,sneltram,71.561,283,,71.5607001119254
181,G0599,Rotterdam,bestaand,0,sneltram,135.336,283,,135.336144844438
182,G0599,Rotterdam,bestaand,0,sneltram,168.213,283,,168.208000932698
183,G0599,Rotterdam,bestaand,0,sneltram,70.586,283,,70.5862373636798
184,G0599,Rotterdam,bestaand,0,sneltram,77.538,283,,77.5384137637597
185,G0599,Rotterdam,bestaand,1,sneltram,28.151,283,,28.150670844582
186,G0599,Rotterdam,bestaand,1,sneltram,9.124,283,,9.12445428505179
187,G0384,Diemen,bestaand,0,tram,0.431,283,,0.430503193948663
188,G0384,Diemen,bestaand,0,tram,17.541,283,,17.5413897628603
189,G0384,Diemen,bestaand,0,tram,2.193,283,,2.19344705885508
190,G0384,Diemen,bestaand,0,tram,1.545,283,,1.5449096541426
191,G0384,Diemen,bestaand,0,tram,5.843,283,,5.8431831222374
192,G0606,Schiedam,bestaand,0,sneltram,181.265,283,,181.265177791827
193,G0606,Schiedam,bestaand,0,sneltram,1.405,283,,1.40528858246269
194,G0606,Schiedam,bestaand,1,sneltram,7.451,283,,7.45054427542042
195,G0606,Schiedam,bestaand,0,sneltram,140.989,283,,140.98934690411
196,G0606,Schiedam,bestaand,1,sneltram,1.805,283,,1.80492686832459
197,G0606,Schiedam,bestaand,2,sneltram,23.196,283,,23.1956309894773
198,G0363,Amsterdam,bestaand,0,tram,32.755,283,,32.7519533743663
199,G0363,Amsterdam,bestaand,0,tram,19.304,283,,19.3001852832974
200,G0518,'s-Gravenhage,bestaand,0,sneltram,77.479,283,,77.4785035090379
201,G0606,Schiedam,bestaand,1,sneltram,32.563,283,,32.5633237861248
202,G0606,Schiedam,bestaand,1,sneltram,25.986,283,,25.9855604903954
203,G0622,Vlaardingen,bestaand,0,sneltram,31.935,283,,31.9353877057147
204,G0363,Amsterdam,bestaand,0,sneltram,363.434,283,,363.43447628794
205,G0363,Amsterdam,bestaand,0,sneltram,200.118,283,,200.118095303432
206,G0518,'s-Gravenhage,bestaand,0,tram,504.696,283,,504.695767632222
207,G0518,'s-Gravenhage,bestaand,0,tram,3.245,283,,3.24495577781886
208,G0518,'s-Gravenhage,bestaand,0,tram,11.659,283,,11.6594250715891
209,G0518,'s-Gravenhage,bestaand,0,tram,4.065,283,,4.06451669943672
210,G0518,'s-Gravenhage,bestaand,0,tram,2.278,283,,2.2784216027768
211,G0518,'s-Gravenhage,bestaand,0,tram,2.641,283,,2.6412120323821
212,G0599,Rotterdam,bestaand,0,niet-bgt: (haven)kraan,303.627,283,,303.627080480316
213,G0599,Rotterdam,bestaand,0,niet-bgt: (haven)kraan,347.733,283,,347.733158571339
214,G0599,Rotterdam,bestaand,0,niet-bgt: (haven)kraan,347.733,283,,347.732968723128
215,G0599,Rotterdam,bestaand,0,niet-bgt: (haven)kraan,352.38,283,,352.380116472255
216,G0599,Rotterdam,bestaand,0,niet-bgt: (haven)kraan,352.38,283,,352.380116472255
217,G0599,Rotterdam,bestaand,0,niet-bgt: (haven)kraan,352.38,283,,352.380116472255
218,G0599,Rotterdam,bestaand,0,niet-bgt: (haven)kraan,347.732,283,,347.731986909459
219,G0599,Rotterdam,bestaand,0,niet-bgt: (haven)kraan,27.473,283,,27.4728008765033
220,G0599,Rotterdam,bestaand,0,niet-bgt: (haven)kraan,352.379,283,,352.37949707666
221,G0599,Rotterdam,bestaand,0,niet-bgt: (haven)kraan,794.391,283,,794.391176655328
222,G0599,Rotterdam,bestaand,0,niet-bgt: (haven)kraan,352.38,283,,352.380116472255
223,G0599,Rotterdam,bestaand,0,niet-bgt: (haven)kraan,347.733,283,,347.732968723128
224,G0599,Rotterdam,bestaand,0,niet-bgt: (haven)kraan,268.632,283,,268.632130989575
225,G0599,Rotterdam,bestaand,0,niet-bgt: (haven)kraan,463.528,283,,463.527595926068
226,G0599,Rotterdam,bestaand,0,niet-bgt: (haven)kraan,352.379,283,,352.37949707666
227,G0599,Rotterdam,bestaand,0,niet-bgt: (haven)kraan,352.379,283,,352.37949707666
228,G0599,Rotterdam,bestaand,0,niet-bgt: (haven)kraan,347.733,283,,347.732968723128
229,G0599,Rotterdam,bestaand,0,niet-bgt: (haven)kraan,347.733,283,,347.733158571339
230,G0599,Rotterdam,bestaand,0,niet-bgt: (haven)kraan,352.38,283,,352.380116472255
231,G0599,Rotterdam,bestaand,0,niet-bgt: (haven)kraan,352.379,283,,352.378711997476
232,G0599,Rotterdam,bestaand,0,niet-bgt: (haven)kraan,347.733,283,,347.733158571339
233,G0599,Rotterdam,bestaand,0,niet-bgt: (haven)kraan,347.732,283,,347.731986909459
234,G0599,Rotterdam,bestaand,0,niet-bgt: (haven)kraan,1298.106,283,,1298.10590061966
235,G0518,'s-Gravenhage,bestaand,0,sneltram,23.428,283,,23.4283415119381
236,G0518,'s-Gravenhage,bestaand,0,sneltram,14.102,283,,14.1018081819318
237,G0518,'s-Gravenhage,bestaand,0,sneltram,52.447,283,,52.4469384139818
238,G0518,'s-Gravenhage,bestaand,1,sneltram,42.826,283,,42.8262345669459
239,G0599,Rotterdam,bestaand,1,niet-bgt: (haven)kraan,125.947,283,,125.946802261907
240,G0599,Rotterdam,bestaand,0,niet-bgt: (haven)kraan,84.954,283,,84.9536327004325
241,G0599,Rotterdam,bestaand,0,niet-bgt: (haven)kraan,285.788,283,,285.788177419921
242,G0599,Rotterdam,bestaand,0,niet-bgt: (haven)kraan,2614.553,283,,2614.55259455609
243,G0599,Rotterdam,bestaand,0,niet-bgt: (haven)kraan,334.329,283,,334.329074292081
244,G0518,'s-Gravenhage,bestaand,0,sneltram,3.492,283,,3.49163815421931
245,G0599,Rotterdam,bestaand,0,niet-bgt: (haven)kraan,332.917,283,,332.917001094867
246,G0518,'s-Gravenhage,bestaand,0,tram,498.222,283,,498.221850968284
247,G0599,Rotterdam,bestaand,0,niet-bgt: (haven)kraan,333.218,283,,333.218172062989
248,G0518,'s-Gravenhage,bestaand,0,tram,42.544,283,,42.5443525124266
249,G0518,'s-Gravenhage,bestaand,0,tram,3.664,283,,3.66413673325655
250,G0518,'s-Gravenhage,bestaand,1,tram,5.49,283,,5.49030636667937
251,G0518,'s-Gravenhage,bestaand,0,sneltram,8.274,283,,8.2739381191788
252,G0518,'s-Gravenhage,bestaand,1,sneltram,5.865,283,,5.86499957410797
253,G0518,'s-Gravenhage,bestaand,0,sneltram,23.117,283,,23.117423173575
254,G0518,'s-Gravenhage,bestaand,1,sneltram,5.012,283,,5.01212868948913
255,G0518,'s-Gravenhage,bestaand,0,tram,2.916,283,,2.91593295533351
256,G0518,'s-Gravenhage,bestaand,0,tram,12.999,283,,12.9986105411309
257,G0518,'s-Gravenhage,bestaand,0,tram,1.875,283,,1.87539249225329
258,G0518,'s-Gravenhage,bestaand,0,tram,2.982,283,,2.98214503336105
259,G0599,Rotterdam,bestaand,0,niet-bgt: (haven)kraan,314.988,283,,314.988242753599
260,G0599,Rotterdam,bestaand,0,niet-bgt: (haven)kraan,201.166,283,,201.166241949289
261,G0518,'s-Gravenhage,bestaand,0,sneltram,155.613,283,,155.612946916691
262,G0363,Amsterdam,bestaand,0,tram,22.279,283,,22.2785981329311
263,G0363,Amsterdam,bestaand,0,tram,32.796,283,,32.7914264251542
264,G0603,Rijswijk,bestaand,0,tram,3.682,283,,3.6822308046035
265,G0518,'s-Gravenhage,bestaand,0,sneltram,293.298,283,,293.297687683036
266,G0518,'s-Gravenhage,bestaand,0,sneltram,160.56,283,,160.559831319217
267,G0518,'s-Gravenhage,bestaand,0,sneltram,179.071,283,,179.07127283847
268,G0518,'s-Gravenhage,bestaand,0,sneltram,198.658,283,,198.658499482585
269,G0599,Rotterdam,bestaand,0,niet-bgt: (haven)kraan,174.366,283,,174.3660164711
270,G0599,Rotterdam,bestaand,0,niet-bgt: (haven)kraan,224.006,283,,224.006232279372
271,G0599,Rotterdam,bestaand,0,sneltram,20.664,283,,20.6640999078111
272,G0599,Rotterdam,bestaand,0,sneltram,20.227,283,,20.2273603988127
273,G0599,Rotterdam,bestaand,0,sneltram,7.194,283,,7.19436585113657
274,G0599,Rotterdam,bestaand,0,sneltram,37.356,283,,37.3555089922156
275,G0599,Rotterdam,bestaand,0,niet-bgt: (haven)kraan,120.359,283,,120.358936519064
276,G0599,Rotterdam,bestaand,0,sneltram,89.395,283,,89.3948147265824
277,G0599,Rotterdam,bestaand,0,sneltram,170.586,283,,170.585957486619
278,G0599,Rotterdam,bestaand,0,niet-bgt: (haven)kraan,187.218,283,,187.21808272707
279,G0599,Rotterdam,bestaand,0,niet-bgt: (haven)kraan,723.894,283,,723.893500457077
280,G0599,Rotterdam,bestaand,1,sneltram,393.81,283,,393.799692828964
281,G0363,Amsterdam,bestaand,-2,sneltram,110.035,283,,110.035428500266
282,G0599,Rotterdam,bestaand,1,sneltram,24.277,283,,24.276906722233
283,G0599,Rotterdam,bestaand,0,niet-bgt: (haven)kraan,190.522,283,,190.522459320691
284,G0599,Rotterdam,bestaand,0,sneltram,96.612,283,,96.6124041156207
285,G0599,Rotterdam,bestaand,0,sneltram,9.925,283,,9.92470150684644
286,G0599,Rotterdam,bestaand,0,niet-bgt: (haven)kraan,57.78,283,,57.7803470048424
287,G0599,Rotterdam,bestaand,0,sneltram,104.443,283,,104.441880580139
288,G0599,Rotterdam,bestaand,0,niet-bgt: (haven)kraan,414.941,283,,414.94127103724
289,G0599,Rotterdam,bestaand,0,sneltram,68.303,283,,68.3028551272383
290,G0599,Rotterdam,bestaand,0,niet-bgt: (haven)kraan,83.398,283,,83.3981880678471
291,G0599,Rotterdam,bestaand,0,sneltram,28.119,283,,28.1188936523603
292,G0599,Rotterdam,bestaand,0,sneltram,112.652,283,,112.651618605105
293,G0599,Rotterdam,bestaand,0,niet-bgt: (haven)kraan,119.364,283,,119.363612755312
294,G0599,Rotterdam,bestaand,0,sneltram,5.378,283,,5.37750443979361
295,G0599,Rotterdam,bestaand,0,niet-bgt: (haven)kraan,143.022,283,,143.022447652223
296,G0599,Rotterdam,bestaand,0,niet-bgt: (haven)kraan,101.238,283,,101.23846107088
297,G0599,Rotterdam,bestaand,0,sneltram,50.103,283,,50.1029534320625
298,G0599,Rotterdam,bestaand,0,niet-bgt: (haven)kraan,187.377,283,,187.377271834126
299,G0599,Rotterdam,bestaand,0,sneltram,37.447,283,,37.4467955905442
300,G0599,Rotterdam,bestaand,1,sneltram,28.687,283,,28.686565113307
301,G0599,Rotterdam,bestaand,0,sneltram,15.715,283,,15.7151201077179
302,G0599,Rotterdam,bestaand,1,sneltram,11.954,283,,11.9538730125428
303,G0599,Rotterdam,bestaand,0,sneltram,59.975,283,,59.9752362563083
304,G0599,Rotterdam,bestaand,0,niet-bgt: (haven)kraan,884.228,283,,884.228145517346
305,G0599,Rotterdam,bestaand,0,sneltram,148.041,283,,148.040704111657
306,G0599,Rotterdam,bestaand,0,niet-bgt: (haven)kraan,8.94,283,,8.93955100578608
307,G0599,Rotterdam,bestaand,0,sneltram,98.48,283,,98.4672390933838
308,G0599,Rotterdam,bestaand,0,niet-bgt: (haven)kraan,220.969,283,,220.968801825054
309,G0603,Rijswijk,bestaand,0,tram,11.343,283,,11.3430915914891
310,G0603,Rijswijk,bestaand,0,tram,20.24,283,,20.2396999729154
311,G0603,Rijswijk,bestaand,0,tram,12.634,283,,12.6340771722481
312,G0603,Rijswijk,bestaand,0,tram,20.246,283,,20.2455814839213
313,G0603,Rijswijk,bestaand,0,tram,11.767,283,,11.7666802064847
314,G0599,Rotterdam,bestaand,0,niet-bgt: (haven)kraan,52.08,283,,52.0796015729767
315,G0599,Rotterdam,bestaand,0,sneltram,402.208,283,,402.206868275374
316,G0599,Rotterdam,bestaand,0,niet-bgt: (haven)kraan,0.246,283,,0.245967477524977
317,G0599,Rotterdam,bestaand,0,sneltram,1.248,283,,1.24828882875719
318,G0599,Rotterdam,bestaand,0,sneltram,30.499,283,,30.4988062225393
319,G0599,Rotterdam,bestaand,0,niet-bgt: (haven)kraan,147.965,283,,147.965390885842
320,G0599,Rotterdam,bestaand,0,sneltram,93.723,283,,93.7227460651895
321,G0599,Rotterdam,bestaand,0,niet-bgt: (haven)kraan,165.817,283,,165.816825744555
322,G0599,Rotterdam,bestaand,0,sneltram,29.879,283,,29.8787270100063
323,G0599,Rotterdam,bestaand,0,niet-bgt: (haven)kraan,168.039,283,,168.039405497639
324,G0599,Rotterdam,bestaand,0,sneltram,23.729,283,,23.7285949225823
325,G0599,Rotterdam,bestaand,0,sneltram,19.211,283,,19.2112573768611
326,G0599,Rotterdam,bestaand,0,sneltram,26.004,283,,26.0040823648512
