FID,datummutatie,naammuteerder,bron,status,genormeerd,type,objectnaam,rwsdienst,waterlichaam,beheerobjectcode,objectcode,opmerkingen,stakeholders,afwijking,gdb_geomattr_data,shape
rivierhout_legger.13,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rivierhout Hemelrijkse Waard,ZN,Maas,NM2.KN.-.199.500.--,11D294E9-9A11-40D9-BA8B-837E682381D0,,,0,,POINT (161365.4748999998 425430.92990000173)
rivierhout_legger.14,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rivierhout Hemelrijkse Waard,ZN,Maas,NM2.KN.-.199.500.--,9286D08B-D8D8-4757-84BA-6362239F1098,,,0,,POINT (161399.46730000153 425544.49599999934)
rivierhout_legger.15,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rivierhout Hemelrijkse Waard,ZN,Maas,NM2.KN.-.199.500.--,2C1DF53D-24F0-4C2E-B751-3A8E7109454B,,,0,,POINT (161692.5335999988 426490.98849999905)
rivierhout_legger.16,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rivierhout Hemelrijkse Waard,ZN,Maas,NM2.KN.-.199.500.--,9D65D351-E5FA-4480-BBB4-28093B3B8B18,,,0,,POINT (162199.97899999842 426672.9774999991)
rivierhout_legger.17,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rivierhout Hemelrijkse Waard,ZN,Maas,NM2.KN.-.199.500.--,A16CEA21-CB05-4FF3-BD37-57BA523F8C72,,,0,,POINT (161410.6261 425839.5714999996)
rivierhout_legger.18,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rivierhout Hemelrijkse Waard,ZN,Maas,NM2.KN.-.199.500.--,EA701B00-1DD4-4903-B317-1B5890E6C563,,,0,,POINT (161415.1240000017 425644.4409000017)
rivierhout_legger.19,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rivierhout Maasbommel,ZN,Maas,NM2.KN.R.193.100.gr,6EC3FBC8-B034-41F1-AFB4-FEB63F50F4C4,,,0,,POINT (165456.02569999918 425543.5011)
rivierhout_legger.20,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rivierhout Maasbommel,ZN,Maas,NM2.KN.R.192.700.gr,6F28AA62-60EE-422C-96BA-06F5E85A3EA2,,,0,,POINT (165732.34980000183 425498.8009000011)
rivierhout_legger.21,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rivierhout Maasbommel,ZN,Maas,NM2.KN.R.193.200.gr,7E44D708-709F-4B5F-964C-121D51E41FCD,,,0,,POINT (165345.5876000002 425522.34259999916)
rivierhout_legger.22,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rivierhout Maasbommel,ZN,Maas,NM2.KN.R.192.900.gr,E705A1F8-51BC-4A67-B07E-C192C2ECDDDD,,,0,,POINT (165611.37359999865 425507.9611000009)
rivierhout_legger.23,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rivierhout,ZN,Maas,,F6D877D9-6885-4EFA-850B-925DC53BC21E,,,0,,POINT (150934.62299999967 417847.1860000007)
rivierhout_legger.24,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rivierhout,ZN,Maas,,96EA358E-2705-464C-A8EC-B982640EB980,,,0,,POINT (151029.18420000002 417891.45230000094)
rivierhout_legger.25,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rivierhout nevengeul Klompenwaard Loc 2,ON,Boven-Rijn - Waal,"BR1.KN.R.869,680.gr",D008F9AE-92CC-4FA8-9E0F-3DC0D6671558,,,0,,POINT (197912.29890000075 433158.5784999989)
rivierhout_legger.26,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rivierhout Kribvak Everdingen,ON,Pannerdensch Kanaal - Nederrijn - Lek,"RL3.KN.L.943,005.gr",1D28449D-C04F-448A-902E-C450ABB8B542,,,0,,POINT (140204.9384999983 442287.94249999896)
rivierhout_legger.27,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rivierhout Locatie 3 Oevergeul Ophemert,ON,Boven-Rijn - Waal,"BR3.KN.R.921,910.gr",D13420C3-CE0A-42CE-85D9-F0439E29C123,,,0,,POINT (155030.93989999965 427021.54989999905)
rivierhout_legger.28,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rivierhout Locatie 1 Oevergeul Ophemert,ON,Boven-Rijn - Waal,"BR3.KN.R.920,960.gr",1A378034-5162-45C0-A46F-DB1E41902E21,,,0,,POINT (155712.82829999924 427723.50780000165)
rivierhout_legger.29,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rivierhout Locatie 3 Spiegelwaal Lent,ON,Boven-Rijn - Waal,"BR2.KN.R.885,560.gr",F3914CDF-AAA9-4F72-BB44-472B0EDF6E39,,,0,,POINT (186619.7349999994 430285.01029999927)
rivierhout_legger.30,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rivierhout Locatie 2 Spiegelwaal Lent,ON,Boven-Rijn - Waal,"BR2.KN.R.883,060.gr",C328758F-0436-4EDA-B723-D9D25626A8A9,,,0,,POINT (188399.7254000008 429888.3557999991)
rivierhout_legger.31,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rivierhout Locatie 2 Spiegelwaal Lent,ON,Boven-Rijn - Waal,"BR2.KN.R.883,060.gr",A0E00CD6-2208-4A52-94EA-C9D36733A21A,,,0,,POINT (188400.3874000013 429886.3315999992)
rivierhout_legger.32,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rivierhout Locatie 2 Spiegelwaal Lent,ON,Boven-Rijn - Waal,"BR2.KN.R.883,060.gr",20818AE9-900F-413B-A4DE-76F10288F610,,,0,,POINT (188413.72320000082 429893.9882000014)
rivierhout_legger.33,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rivierhout Kribvak Everdingen,ON,Pannerdensch Kanaal - Nederrijn - Lek,"RL3.KN.L.943,035.gr",82590612-E957-42A9-81E5-D20618A1174E,,,0,,POINT (140186.35770000145 442277.3341999985)
rivierhout_legger.65,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rivierhout Nevengeul Bentinckwellen Loc 2,ON,IJssel,"YS3.KN.L.981,345.gr",C1FE7DD1-E731-4103-A0DB-8AD1851D0A49,,,0,,POINT (199141.7815000005 502198.38859999925)
rivierhout_legger.34,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rivierhout Kribvak Everdingen,ON,Pannerdensch Kanaal - Nederrijn - Lek,"RL3.KN.L.943,025.gr",C2735CF0-3A10-4EFC-97CF-977EA4380246,,,0,,POINT (140195.2164000012 442281.25569999963)
rivierhout_legger.35,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rivierhout Nevengeul Bentinckwellen Loc 4,ON,IJssel,"YS3.KN.L.982,005.gr",C5982A01-3E64-44E0-9D98-9DC10703A5E0,,,0,,POINT (198496.61149999872 502271.00829999894)
rivierhout_legger.36,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rivierhout Nevengeul Bentinckwellen Loc 1,ON,IJssel,"YS3.KN.L.981,195.gr",7297A0E7-64DF-4ACE-8B5A-574C04800987,,,0,,POINT (199283.84180000052 502142.21400000155)
rivierhout_legger.37,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rivierhout Dorperwaarden,ON,IJssel,"YS2.KN.L.950,615.gr",BCDBB358-BE89-455A-A28B-70201E7AE81D,,,0,,POINT (204264.06870000064 478104.4525000006)
rivierhout_legger.38,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rivierhout Reuversweerd,ON,IJssel,"YS1.KN.L.924,305.gr",19B3AF38-C3CB-47A4-8EA8-4FBFDFDC6805,,,0,,POINT (210408.05920000002 458629.1248999983)
rivierhout_legger.39,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rivierhout Kribvak Redichemse Waard,ON,Pannerdensch Kanaal - Nederrijn - Lek,"RL3.KN.L.937,145.gr",1E08ECC1-AFCD-442C-B494-CF8818AEBD31,,,0,,POINT (144674.00239999965 443318.9959000014)
rivierhout_legger.40,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rivierhout Nevengeul Bentinckwellen Loc 4,ON,IJssel,"YS3.KN.L.982,005.gr",113BC919-0679-42F7-8462-18ACBEBFFEE9,,,0,,POINT (198492.9695999995 502272.22019999847)
rivierhout_legger.41,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rivierhout Locatie 3 Oevergeul Ophemert,ON,Boven-Rijn - Waal,"BR3.KN.R.921,910.gr",7BBCF2E8-6F46-4B72-AE4B-08D7604BA7DC,,,0,,POINT (155020.07019999996 427011.88010000065)
rivierhout_legger.42,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rivierhout Locatie 3 Oevergeul Ophemert,ON,Boven-Rijn - Waal,"BR3.KN.R.921,910.gr",903B000D-5E07-4977-9996-6CB6A9F739B6,,,0,,POINT (155018.41010000184 427007.0401000008)
rivierhout_legger.43,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rivierhout Locatie 1 Oevergeul Ophemert,ON,Boven-Rijn - Waal,"BR3.KN.R.920,960.gr",EC9A4370-D9BE-408F-9F40-AC3B3F31B8EC,,,0,,POINT (155710.8900000006 427726.23999999836)
rivierhout_legger.44,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rivierhout Locatie 2 Oevergeul Ophemert,ON,Boven-Rijn - Waal,"BR3.KN.R.920,250.gr",E9D9D3B4-3BBB-4BEA-9097-FA0881498DF6,,,0,,POINT (156140.9200000018 428180.370099999)
rivierhout_legger.45,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rivierhout Locatie 1 Spiegelwaal Lent,ON,Boven-Rijn - Waal,"BR2.KN.R.884,760.gr",9F7D9A34-B80D-4E27-9EA3-DEC4944629AE,,,0,,POINT (187182.80999999866 429954.4200000018)
rivierhout_legger.46,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rivierhout Locatie 1 Spiegelwaal Lent,ON,Boven-Rijn - Waal,"BR2.KN.R.884,760.gr",A2B6C951-6460-43CE-BCD8-20D45B27A7F6,,,0,,POINT (187172.55490000173 429962.6750999987)
rivierhout_legger.47,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rivierhout Locatie 2 Spiegelwaal Lent,ON,Boven-Rijn - Waal,"BR2.KN.R.883,060.gr",034D2850-2F44-451F-A153-27DB2BC72401,,,0,,POINT (188412.39919999987 429895.60979999974)
rivierhout_legger.48,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rivierhout Locatie 2 Spiegelwaal Lent,ON,Boven-Rijn - Waal,"BR2.KN.R.883,060.gr",F021835F-ECA7-40A2-97A3-4F4B6EEF9D6E,,,0,,POINT (188413.8198999986 429899.33989999816)
rivierhout_legger.49,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rivierhout Wijher Buitenwaarden,ON,IJssel,"YS2.KN.R.967,925.000.gr",E55E83B7-4BEE-4BB6-928C-D07116576D0D,,,0,,POINT (206003.57070000097 491634.9563000016)
rivierhout_legger.50,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rivierhout Rammelwaard,ON,IJssel,"YS2.KN.L.932,177.000.gr",5C6A2D9F-1D15-4469-B5B8-0B4C29D80EE5,,,0,,POINT (209956.94530000165 465613.28730000183)
rivierhout_legger.51,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rivierhout Welsummerwaarden,ON,IJssel,"YS2.KN.L.958,135.gr",FC4790C8-DEC4-4EF9-8AEC-CB9CA0507A1C,,,0,,POINT (203350.13940000162 484854.94949999824)
rivierhout_legger.52,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rivierhout Welsummerwaarden,ON,IJssel,"YS2.KN.L.958,345.gr",C4142BD2-28D1-45A6-894B-FC778A997AAC,,,0,,POINT (203133.0031999983 485075.2322999984)
rivierhout_legger.53,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rivierhout Gelderse Toren Loc 1,ON,IJssel,"YS1.KN.L.914,425.gr",A77458B2-C78C-43E5-8CC8-8197D7D97ED9,,,0,,POINT (206961.5513000004 453263.47740000114)
rivierhout_legger.54,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rivierhout Gelderse Toren,ON,IJssel,"YS1.KN.L.914,595.gr",E4147B59-E0C2-4D0B-99AD-CF0B399BA09B,,,0,,POINT (207097.54679999873 453359.9734000005)
rivierhout_legger.55,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rivierhout Gelderse Toren,ON,IJssel,"YS1.KN.L.914,645.gr",7F1578FF-4A06-4398-A78C-1DB31A207783,,,0,,POINT (207122.11199999973 453397.84699999914)
rivierhout_legger.56,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rivierhout Nevengeul Heesseltsche Uiterwaarden,ON,Boven-Rijn - Waal,"BR3.KN.R.928,690.gr",FF6D1D88-DB5B-4ACC-AA9E-47EBB902A0CC,,,0,,POINT (151041.7778000012 425656.95980000123)
rivierhout_legger.57,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rivierhout nevengeul Klompenwaard Loc 2,ON,Boven-Rijn - Waal,"BR1.KN.R.869,680.gr",61106FA1-7EB9-4CE8-867A-322B0F9D8861,,,0,,POINT (197896.6191000007 433155.28610000014)
rivierhout_legger.58,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rivierhout nevengeul Klompenwaard Loc 3,ON,Boven-Rijn - Waal,"BR1.KN.R.869,780.gr",B166D175-0399-49C8-8E7D-6EFF567EEE5B,,,0,,POINT (197819.0912999995 433139.2729000002)
rivierhout_legger.59,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rivierhout Kribvak Wageningen/Wageninger Benedenw.,ON,Pannerdensch Kanaal - Nederrijn - Lek,"RL2.KN.R.902,920.gr",F42F79AB-6030-4098-B1A8-6D0018B50288,,,0,,POINT (173321.9101999998 440644.0824000016)
rivierhout_legger.60,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rivierhout Kribvak Wageningen / Wolswaard,ON,Pannerdensch Kanaal - Nederrijn - Lek,"RL2.KN.L.901,945.gr",4073F597-C016-4C0C-A95D-D6E9A1972B12,,,0,,POINT (174300.19480000064 440527.01300000027)
rivierhout_legger.61,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rivierhout Locatie 2 Oevergeul Ophemert,ON,Boven-Rijn - Waal,"BR3.KN.R.920,250.gr",5E41EA40-CF86-443F-AD62-8E05760EB341,,,0,,POINT (156124.5208999999 428170.2708999999)
rivierhout_legger.62,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rivierhout Locatie 4 Spiegelwaal Lent,ON,Boven-Rijn - Waal,"BR2.KN.R.885,160.gr",64314836-79C5-4F6D-A516-B5B3B5AB8CD3,,,0,,POINT (186960.83630000055 430087.3817999996)
rivierhout_legger.63,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rivierhout Locatie 1 Spiegelwaal Lent,ON,Boven-Rijn - Waal,"BR2.KN.R.884,760.gr",76D2583B-DEB1-453D-B8D7-4A624F8ECAD5,,,0,,POINT (187169.3449999988 429964.39510000125)
rivierhout_legger.64,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rivierhout Locatie 1 Spiegelwaal Lent,ON,Boven-Rijn - Waal,"BR2.KN.R.884,760.gr",EEF0324F-4727-47AD-9260-10C66F1C23DE,,,0,,POINT (187168.65520000085 429963.3498999998)
rivierhout_legger.66,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rivierhout Dorperwaarden,ON,IJssel,"YS2.KN.L.950,505.gr",FABEC42A-E2D3-479C-867A-460DB36738EC,,,0,,POINT (204308.0907999985 478023.4204999991)
rivierhout_legger.67,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rivierhout Vorchterwaarden,ON,IJssel,"YS2.KN.L.965,518.000.gr",4BF9B5B8-6F33-4D43-96ED-E497A6C96BB8,,,0,,POINT (205149.22370000184 489380.8247000016)
rivierhout_legger.68,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rivierhout Welsummerwaarden,ON,IJssel,"YS2.KN.L.958,045.gr",801C42FD-E6DD-4EBB-9F78-490F62A8F65A,,,0,,POINT (203365.46169999987 484772.24870000035)
rivierhout_legger.69,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rivierhout Welsummerwaarden,ON,IJssel,"YS2.KN.L.958,505.gr",620320AD-8430-45AE-A11B-37127B86EB8D,,,0,,POINT (203044.02580000088 485202.05420000106)
rivierhout_legger.70,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rivierhout Gelderse Toren,ON,IJssel,"YS1.KN.L.914,365.gr",47D913CC-28AB-476A-A519-55A6B8402D4A,,,0,,POINT (206928.72439999878 453229.72129999846)
rivierhout_legger.71,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rivierhout Nevengeul Heesseltsche Uiterwaarden,ON,Boven-Rijn - Waal,"BR3.KN.R.928,440.gr",FE1F7A30-7A96-4F12-A5F2-2DD394F9AC1F,,,0,,POINT (151161.29949999973 425445.96730000153)
rivierhout_legger.72,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rivierhout Nevengeul Heesseltsche Uiterwaarden,ON,Boven-Rijn - Waal,"BR3.KN.R.928,750.gr",D0FD3713-0179-4F83-85AC-024F2B5AEA53,,,0,,POINT (150983.79140000045 425717.41220000014)
rivierhout_legger.73,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rivierhout,ON,Boven-Rijn - Waal,,C03C2291-0E95-41F5-94E7-1154A08E4AB7,,,0,,POINT (150849.4851000011 425850.4134000018)
rivierhout_legger.74,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rivierhout nevengeul Klompenwaard Loc 1,ON,Boven-Rijn - Waal,"BR1.KN.R.868,250.gr",5ADF4F10-CEB7-4676-A27E-B847A7F7B298,,,0,,POINT (198479.04919999838 433013.3707999997)
rivierhout_legger.75,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rivierhout nevengeul Klompenwaard Loc 3,ON,Boven-Rijn - Waal,"BR1.KN.R.869,780.gr",95AD92FC-7783-45F6-A058-0A86AE306978,,,0,,POINT (197833.7186000012 433145.14730000123)
rivierhout_legger.76,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rivierhout Vistrap Stuw Amerongen/Maurik,ON,Pannerdensch Kanaal - Nederrijn - Lek,"RL2.KN.L.922,315.gr",0AD22344-5F72-4AE9-B4C5-2E6BF1C69DAC,,,0,,POINT (156667.057599999 442769.07229999825)
rivierhout_legger.77,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rivierhout Nevengeul Bentinckwellen Loc 3,ON,IJssel,"YS3.KN.L.981,705.gr",8B14AC41-7D60-41A8-905B-E29279EDA70D,,,0,,POINT (198805.7012999989 502206.5806000009)
rivierhout_legger.78,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rivierhout Nevengeul Bentinckwellen Loc 1,ON,IJssel,"YS3.KN.L.981,195.gr",DF37B5D4-D7D1-4DD0-B649-E057B7CA09DA,,,0,,POINT (199290.65069999918 502144.91120000184)
rivierhout_legger.79,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rivierhout Locatie 2 Oevergeul Ophemert,ON,Boven-Rijn - Waal,"BR3.KN.R.920,250.gr",848396B5-ACA5-4C78-86D5-10469CF81805,,,0,,POINT (156136.30999999866 428175)
rivierhout_legger.80,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rivierhout Strang Everdingen / Goilberdingerwaard,ON,Pannerdensch Kanaal - Nederrijn - Lek,"RL3.KN.L.944,165.gr",9481CF0B-9F8E-4FFA-AA02-087A6F3891ED,,,0,,POINT (138976.81179999933 442281.08790000156)
rivierhout_legger.81,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rivierhout Locatie 1 Spiegelwaal Lent,ON,Boven-Rijn - Waal,"BR2.KN.R.884,760.gr",C9A09996-5992-439A-91C5-4F9CF428777E,,,0,,POINT (187184.9001000002 429954.9299999997)
rivierhout_legger.82,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rivierhout Kribvak Locatie Bronckhorsterwaarden,ON,IJssel,"YS1.KN.R.919,155.gr",720B0492-8385-4329-94D8-A7772E1C65FA,,,0,,POINT (210020.0929000005 456148.7259999998)
rivierhout_legger.83,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rvierhout Locatie Ravenswaarden,ON,IJssel,"YS2.KN.R.937,156.000.gr",E06A6F6A-81AB-4F90-9CD3-95E090C56A4A,,,0,,POINT (208507.91690000147 468333.55249999836)
rivierhout_legger.84,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rvierhout Locatie Ravenswaarden,ON,IJssel,"YS2.KN.R.937,229.000.gr",486D7384-F749-4E47-BB2F-18D23FD79F69,,,0,,POINT (208583.7049999982 468341.0780999996)
rivierhout_legger.85,2022-07-04T00:00:00,RHDHV,KRW maatregelen NL,Vastgesteld,0,Rivierhout,Rvierhout Locatie Ravenswaarden,ON,IJssel,"YS2.KN.R.937,306.000.gr",239B96B1-9B68-4154-8092-613D1431FE67,,,0,,POINT (208670.90509999916 468354.85379999876)
