GUID;Id;Straat;Paalnummer;Paal type;Barcode;Plaatsingsdatum;Locatie;Voeding;Stadsdeel;x;y;longitude;latitude;exportdate
{B835FEED-852F-4B13-876D-7095C2AD3568};3697629;Mariaplaats;opvoerzuil;Opvoerzuil;0;20181206;leeg;3511E-3;BINNENSTAD;136499.26;455769.22;5.117253840806355;52.089873271168415;20211125
{0EC03B73-48FE-4A0B-A7AA-0EB367CCCE1E};3698204;Hamburgerstraat;opvoerzuil;Opvoerzuil;0;20181206;leeg;3512G-4;BINNENSTAD;136883.93;455636.15;5.122873597702317;52.08868993502597;20211125
{16B30E5A-BB0A-44B3-88FA-D4828409520E};632426;Koningsweg;N411006;5FCP;0;19010101;leeg;leeg;OOST;138655.84;453731.34;5.1488182280299535;52.0716247061053;20211125
{FBECF709-492A-4B5E-AFAB-D7B4FE08B375};632425;Koningsweg;N411005;5FCP;0;19010101;leeg;leeg;OOST;138643.42;453754.28;5.1486360188522475;52.07183052778817;20211125
{2F3B2277-B7F5-443B-A959-E4DB3C3F79EF};632424;Koningsweg;N411004;5FCP;0;19010101;leeg;leeg;OOST;138623.49;453778.42;5.148344169518025;52.07204685911165;20211125
{3C82763B-B74B-4FAC-8613-3EA176520665};632427;Koningsweg;N411003;5FCP;0;19010101;leeg;leeg;OOST;138666.64;453712.04;5.148976583792017;52.07145155912407;20211125
{4CE9C621-58C2-4408-A7F0-0429A3647C8B};592804;1e Algemene begraafplaats Soestbergen;AC-813506;Hekwerk functiepaal;0;19010101;leeg;Onbekend-1;OOST;137360.36;454464.53;5.129885622792262;52.07817482045823;20211125
{D76B984F-2CB0-4439-82CF-90ED8F6B17C9};592803;1e Algemene begraafplaats Soestbergen;AC-813505;Hekwerk functiepaal;0;19010101;leeg;Onbekend-1;OOST;137360.73;454462.19;5.129891169953984;52.07815383644498;20211125
{B08867F5-6498-4F2A-A5CA-B75E79F45D84};592740;2e Algemene begraafplaats Kovelswade;AC-813335;Hekwerk functiepaal;0;19010101;leeg;Onbekend-1;OOST;137726.28;454249.77;5.135234286994917;52.07625612796743;20211125
{A407C0F5-90FD-4896-8E6F-80C3B746C1DE};592739;2e Algemene begraafplaats Kovelswade;AC-813334;Hekwerk functiepaal;0;19010101;leeg;Onbekend-1;OOST;137719.15;454250.07;5.135130167172227;52.07625857512772;20211125
{BCD92700-A7F7-478F-8535-0834D5E1B77C};592663;3e Algemene begraafplaats Tolsteeg;AC-813168;Paal kunststof;0;19010101;leeg;Onbekend-1;ZUID;137400.33;453850.77;5.130500315197316;52.07265967523565;20211125
{84E1A6EF-6D92-436E-8AF9-1D1AD703DB6A};592662;3e Algemene begraafplaats Tolsteeg;AC-813167;Paal kunststof;0;19010101;leeg;Onbekend-1;ZUID;137394.79;453851.1;5.130419524076425;52.072662438580096;20211125
{0F1B8C79-0645-411D-A975-55A97D89CA05};592661;3e Algemene begraafplaats Tolsteeg;AC-813166;Paal kunststof;0;19010101;leeg;Onbekend-1;ZUID;137392.81;453851.21;5.130390638785109;52.07266343632135;20211125
{10C82D72-D683-4B08-B7D0-34E0A0572865};592660;3e Algemene begraafplaats Tolsteeg;AC-813165;Paal kunststof;0;19010101;leeg;Onbekend-1;ZUID;137392.34;453844.84;5.130384097939321;52.0726061052961;20211125
{6E7D3CB6-0273-4A3E-B862-A0714C7376A5};592659;3e Algemene begraafplaats Tolsteeg;AC-813164;Paal kunststof;0;19010101;leeg;Onbekend-1;ZUID;137394.26;453844.62;5.130412098536023;52.072604224802866;20211125
{51654380-8B0F-4A6A-9374-5D01A23A7F5F};592658;3e Algemene begraafplaats Tolsteeg;AC-813163;Paal kunststof;0;19010101;leeg;Onbekend-1;ZUID;137399.94;453844.62;5.130494885484475;52.07260440489714;20211125
{770C7608-AB77-4050-80F2-9113461D5E8A};592167;3e Algemene begraafplaats Tolsteeg;AC-813057;Hekwerk functiepaal;0;19010101;leeg;Onbekend-1;ZUID;137390.83;453840.28;5.130362206883227;52.07256509911682;20211125
