Nummer;Totaal van;Jaar;Maand;Land van herkomst;Aantal ontvangen in opvang
1;Jaar;2020;*Alle*;*Alle*;24030
2;Jaar, Maand;2020;01;*Alle*;3080
2;Jaar, Maand;2020;02;*Alle*;2600
2;Jaar, Maand;2020;03;*Alle*;1690
2;Jaar, Maand;2020;04;*Alle*;210
2;Jaar, Maand;2020;05;*Alle*;730
2;Jaar, Maand;2020;06;*Alle*;1200
2;Jaar, Maand;2020;07;*Alle*;1930
2;Jaar, Maand;2020;08;*Alle*;2320
2;Jaar, Maand;2020;09;*Alle*;2620
2;Jaar, Maand;2020;10;*Alle*;2560
2;Jaar, Maand;2020;11;*Alle*;2710
2;Jaar, Maand;2020;12;*Alle*;2380
3;Jaar, Land van herkomst;2020;*Alle*;Afghanistan;710
3;Jaar, Land van herkomst;2020;*Alle*;Albanië;70
3;Jaar, Land van herkomst;2020;*Alle*;Algerije;1320
3;Jaar, Land van herkomst;2020;*Alle*;Angola;30
3;Jaar, Land van herkomst;2020;*Alle*;Armenië;50
3;Jaar, Land van herkomst;2020;*Alle*;Azerbeidzjan;160
3;Jaar, Land van herkomst;2020;*Alle*;Bangladesh;30
3;Jaar, Land van herkomst;2020;*Alle*;Belarus;110
3;Jaar, Land van herkomst;2020;*Alle*;Benin;10
3;Jaar, Land van herkomst;2020;*Alle*;Bosnië-Herzegovina;30
3;Jaar, Land van herkomst;2020;*Alle*;Brazilië;20
3;Jaar, Land van herkomst;2020;*Alle*;Burkina Faso;10
3;Jaar, Land van herkomst;2020;*Alle*;Burundi;20
3;Jaar, Land van herkomst;2020;*Alle*;China;90
3;Jaar, Land van herkomst;2020;*Alle*;Colombia;110
3;Jaar, Land van herkomst;2020;*Alle*;Comoren;10
3;Jaar, Land van herkomst;2020;*Alle*;Congo;50
3;Jaar, Land van herkomst;2020;*Alle*;Cuba;20
3;Jaar, Land van herkomst;2020;*Alle*;Duitsland;10
3;Jaar, Land van herkomst;2020;*Alle*;Egypte;170
3;Jaar, Land van herkomst;2020;*Alle*;El Salvador;30
3;Jaar, Land van herkomst;2020;*Alle*;Eritrea;2300
3;Jaar, Land van herkomst;2020;*Alle*;Ethiopië;400
3;Jaar, Land van herkomst;2020;*Alle*;Filipijnen;10
3;Jaar, Land van herkomst;2020;*Alle*;Frankrijk;10
3;Jaar, Land van herkomst;2020;*Alle*;Gambia;400
3;Jaar, Land van herkomst;2020;*Alle*;Gazastrook en Westelijke Jordaanoever met inbegrip van Oost-Jeruzalem;10
3;Jaar, Land van herkomst;2020;*Alle*;Georgië;190
3;Jaar, Land van herkomst;2020;*Alle*;Ghana;70
3;Jaar, Land van herkomst;2020;*Alle*;Guinee;200
3;Jaar, Land van herkomst;2020;*Alle*;Guinee-Bissau;10
3;Jaar, Land van herkomst;2020;*Alle*;Honduras;10
3;Jaar, Land van herkomst;2020;*Alle*;India;20
3;Jaar, Land van herkomst;2020;*Alle*;Indonesië;10
3;Jaar, Land van herkomst;2020;*Alle*;Irak;840
3;Jaar, Land van herkomst;2020;*Alle*;Iran;720
3;Jaar, Land van herkomst;2020;*Alle*;Israël;40
3;Jaar, Land van herkomst;2020;*Alle*;Ivoorkust;50
3;Jaar, Land van herkomst;2020;*Alle*;Jamaica;10
3;Jaar, Land van herkomst;2020;*Alle*;Jemen;870
3;Jaar, Land van herkomst;2020;*Alle*;Joegoslavië;40
3;Jaar, Land van herkomst;2020;*Alle*;Jordanië;70
3;Jaar, Land van herkomst;2020;*Alle*;Kameroen;50
3;Jaar, Land van herkomst;2020;*Alle*;Kazachstan;30
3;Jaar, Land van herkomst;2020;*Alle*;Kenya;20
3;Jaar, Land van herkomst;2020;*Alle*;Koeweit;30
3;Jaar, Land van herkomst;2020;*Alle*;Kosovo;30
3;Jaar, Land van herkomst;2020;*Alle*;Libanon;140
3;Jaar, Land van herkomst;2020;*Alle*;Liberia;20
3;Jaar, Land van herkomst;2020;*Alle*;Libië;360
3;Jaar, Land van herkomst;2020;*Alle*;Macedonië;90
3;Jaar, Land van herkomst;2020;*Alle*;Mali;40
3;Jaar, Land van herkomst;2020;*Alle*;Marokko;1110
3;Jaar, Land van herkomst;2020;*Alle*;Mauritanië;20
3;Jaar, Land van herkomst;2020;*Alle*;Mexico;10
3;Jaar, Land van herkomst;2020;*Alle*;Moldavië;60
3;Jaar, Land van herkomst;2020;*Alle*;Mongolië;20
3;Jaar, Land van herkomst;2020;*Alle*;Montenegro;10
3;Jaar, Land van herkomst;2020;*Alle*;Myanmar;30
3;Jaar, Land van herkomst;2020;*Alle*;Nederland;10
3;Jaar, Land van herkomst;2020;*Alle*;Niger;20
3;Jaar, Land van herkomst;2020;*Alle*;Nigeria;1230
3;Jaar, Land van herkomst;2020;*Alle*;Oekraïne;80
3;Jaar, Land van herkomst;2020;*Alle*;Oezbekistan;20
3;Jaar, Land van herkomst;2020;*Alle*;Onbekend;590
3;Jaar, Land van herkomst;2020;*Alle*;Pakistan;450
3;Jaar, Land van herkomst;2020;*Alle*;Palestijnse autoriteit;20
3;Jaar, Land van herkomst;2020;*Alle*;Peru;10
3;Jaar, Land van herkomst;2020;*Alle*;Rusland;340
3;Jaar, Land van herkomst;2020;*Alle*;Rwanda;10
3;Jaar, Land van herkomst;2020;*Alle*;Saoedi-Arabië;100
3;Jaar, Land van herkomst;2020;*Alle*;Senegal;80
3;Jaar, Land van herkomst;2020;*Alle*;Servië;100
3;Jaar, Land van herkomst;2020;*Alle*;Sierra Leone;130
3;Jaar, Land van herkomst;2020;*Alle*;Soedan;240
3;Jaar, Land van herkomst;2020;*Alle*;Somalië;360
3;Jaar, Land van herkomst;2020;*Alle*;Sovjet-Unie;10
3;Jaar, Land van herkomst;2020;*Alle*;Sri Lanka;40
3;Jaar, Land van herkomst;2020;*Alle*;Suriname;30
3;Jaar, Land van herkomst;2020;*Alle*;Syrië;6620
3;Jaar, Land van herkomst;2020;*Alle*;Tadzjikistan;20
3;Jaar, Land van herkomst;2020;*Alle*;Tanzania;20
3;Jaar, Land van herkomst;2020;*Alle*;Thailand;10
3;Jaar, Land van herkomst;2020;*Alle*;Togo;10
3;Jaar, Land van herkomst;2020;*Alle*;Trinidad en Tobago;10
3;Jaar, Land van herkomst;2020;*Alle*;Tsjaad;10
3;Jaar, Land van herkomst;2020;*Alle*;Tsjechië;10
3;Jaar, Land van herkomst;2020;*Alle*;Tunesië;310
3;Jaar, Land van herkomst;2020;*Alle*;Turkije;1380
3;Jaar, Land van herkomst;2020;*Alle*;Uganda;170
3;Jaar, Land van herkomst;2020;*Alle*;Venezuela;90
3;Jaar, Land van herkomst;2020;*Alle*;Verenigde Arabische Emiraten;30
3;Jaar, Land van herkomst;2020;*Alle*;Vietnam;10
3;Jaar, Land van herkomst;2020;*Alle*;Westelijke Sahara;10
3;Jaar, Land van herkomst;2020;*Alle*;Zimbabwe;10
3;Jaar, Land van herkomst;2020;*Alle*;Zuid-Afrika;10
4;Jaar, Maand, Land van herkomst;2020;01;Afghanistan;130
4;Jaar, Maand, Land van herkomst;2020;01;Albanië;10
4;Jaar, Maand, Land van herkomst;2020;01;Algerije;170
4;Jaar, Maand, Land van herkomst;2020;01;Armenië;10
4;Jaar, Maand, Land van herkomst;2020;01;Azerbeidzjan;40
4;Jaar, Maand, Land van herkomst;2020;01;Bangladesh;10
