FID,fotonaam,fotonummer,fotodatum,fototijd,camera,diafragma,sluitertijd,x,y,z,roll,pitch,yaw,gdb_geomattr_data,shape
beeldmiddenoverzicht_hrl_2018.1,2018_04_06_09_35_24_260600831_RGB_hrl,260600831,2018-04-06,09:35:24,UC-E-1-30912269,6.7,175,190018.521,443213.644,1818.092,0.317,0.1132,0,,POINT (190018.52100000158 443213.64400000125)
beeldmiddenoverzicht_hrl_2018.2,2018_02_24_09_29_29_124050156_RGB_hrl,124050156,2018-02-24,09:29:29,UC-SXp-1-30019136,8,250,138159.155,538909.319,1649.83,-1.6327,1.3901,-89.3934,,POINT (138159.1550000012 538909.3189999983)
beeldmiddenoverzicht_hrl_2018.3,2018_02_24_09_29_34_124050157_RGB_hrl,124050157,2018-02-24,09:29:34,UC-SXp-1-30019136,8,250,137732.502,538898.861,1649.833,-0.1392,1.0652,-86.7715,,POINT (137732.50200000033 538898.8610000014)
beeldmiddenoverzicht_hrl_2018.4,2018_02_24_09_29_39_124050158_RGB_hrl,124050158,2018-02-24,09:29:39,UC-SXp-1-30019136,8,250,137305.23,538892.465,1649.876,-1.4365,1.1274,-89.4187,,POINT (137305.23000000045 538892.4649999999)
beeldmiddenoverzicht_hrl_2018.5,2018_02_24_09_29_44_124050159_RGB_hrl,124050159,2018-02-24,09:29:44,UC-SXp-1-30019136,8,250,136877.972,538886.054,1649.943,-0.7614,0.9268,-90.2051,,POINT (136877.97199999914 538886.0540000014)
beeldmiddenoverzicht_hrl_2018.6,2018_02_24_09_29_49_124050160_RGB_hrl,124050160,2018-02-24,09:29:49,UC-SXp-1-30019136,8,250,136440.881,538880.757,1649.881,-0.7285,1.1684,-89.0955,,POINT (136440.88100000098 538880.7569999993)
beeldmiddenoverzicht_hrl_2018.7,2018_02_24_09_29_54_124050161_RGB_hrl,124050161,2018-02-24,09:29:54,UC-SXp-1-30019136,8,250,136013.05,538878.059,1649.862,-0.8761,1.1838,-89.477,,POINT (136013.05000000075 538878.0590000004)
beeldmiddenoverzicht_hrl_2018.8,2018_02_24_09_29_59_124050162_RGB_hrl,124050162,2018-02-24,09:29:59,UC-SXp-1-30019136,8,250,135584.964,538877.323,1649.905,-1.3025,1.2378,-89.1342,,POINT (135584.96400000155 538877.3229999989)
beeldmiddenoverzicht_hrl_2018.9,2018_02_24_09_30_04_124050163_RGB_hrl,124050163,2018-02-24,09:30:04,UC-SXp-1-30019136,8,250,135156.79,538876.862,1649.939,-0.3831,0.9771,-91.6084,,POINT (135156.7899999991 538876.8619999997)
beeldmiddenoverzicht_hrl_2018.10,2018_02_24_09_30_09_124050164_RGB_hrl,124050164,2018-02-24,09:30:09,UC-SXp-1-30019136,8,250,134728.102,538876.196,1649.226,0.9669,0.8688,-91.0253,,POINT (134728.10200000182 538876.1959999986)
beeldmiddenoverzicht_hrl_2018.11,2018_02_24_09_30_14_124050165_RGB_hrl,124050165,2018-02-24,09:30:14,UC-SXp-1-30019136,8,250,134298.976,538879.037,1649.091,-0.525,1.1529,-90.7514,,POINT (134298.9759999998 538879.0370000005)
beeldmiddenoverzicht_hrl_2018.12,2018_02_24_09_30_19_124050166_RGB_hrl,124050166,2018-02-24,09:30:19,UC-SXp-1-30019136,8,250,133869.82,538880.548,1649.574,1.4551,0.8144,-91.4005,,POINT (133869.8200000003 538880.5480000004)
beeldmiddenoverzicht_hrl_2018.13,2018_02_24_09_30_24_124050167_RGB_hrl,124050167,2018-02-24,09:30:24,UC-SXp-1-30019136,8,250,133439.118,538884.343,1649.373,1.2667,1.0148,-91.0126,,POINT (133439.11800000072 538884.3429999985)
beeldmiddenoverzicht_hrl_2018.14,2018_02_24_09_30_29_124050168_RGB_hrl,124050168,2018-02-24,09:30:29,UC-SXp-1-30019136,8,250,133009.609,538891.348,1649.351,-0.1379,1.0513,-90.6331,,POINT (133009.6090000011 538891.3480000012)
beeldmiddenoverzicht_hrl_2018.15,2018_02_24_09_30_34_124050169_RGB_hrl,124050169,2018-02-24,09:30:34,UC-SXp-1-30019136,8,250,132581.413,538899.078,1649.411,0.4898,0.911,-90.4673,,POINT (132581.41299999878 538899.0780000016)
beeldmiddenoverzicht_hrl_2018.16,2018_02_24_09_30_39_124050170_RGB_hrl,124050170,2018-02-24,09:30:39,UC-SXp-1-30019136,8,250,132147.122,538907.779,1649.2,-1.607,1.1623,-90.4099,,POINT (132147.12200000137 538907.7789999992)
beeldmiddenoverzicht_hrl_2018.17,2018_02_24_09_30_44_124050171_RGB_hrl,124050171,2018-02-24,09:30:44,UC-SXp-1-30019136,8,250,131722.672,538911.811,1649.057,0.0833,1.104,-90.9377,,POINT (131722.6719999984 538911.8110000007)
beeldmiddenoverzicht_hrl_2018.18,2018_02_24_09_30_50_124050172_RGB_hrl,124050172,2018-02-24,09:30:50,UC-SXp-1-30019136,8,250,131290.163,538914.975,1648.724,-0.6204,1.2905,-90.2066,,POINT (131290.16299999878 538914.9750000015)
beeldmiddenoverzicht_hrl_2018.19,2018_02_24_09_30_55_124050173_RGB_hrl,124050173,2018-02-24,09:30:55,UC-SXp-1-30019136,8,250,130859.915,538916.942,1648.959,-1.3385,1.29,-91.0033,,POINT (130859.9149999991 538916.9420000017)
beeldmiddenoverzicht_hrl_2018.20,2018_02_24_09_31_00_124050174_RGB_hrl,124050174,2018-02-24,09:31:00,UC-SXp-1-30019136,8,250,130429.97,538915.088,1648.816,-0.4526,1.2868,-91.1926,,POINT (130429.96999999881 538915.0879999995)
beeldmiddenoverzicht_hrl_2018.21,2018_02_24_09_31_05_124050175_RGB_hrl,124050175,2018-02-24,09:31:05,UC-SXp-1-30019136,8,250,129997.907,538912.309,1648.934,-0.5597,1.389,-91.5436,,POINT (129997.90700000152 538912.3090000004)
beeldmiddenoverzicht_hrl_2018.22,2018_02_24_09_31_10_124050176_RGB_hrl,124050176,2018-02-24,09:31:10,UC-SXp-1-30019136,8,250,129572.687,538908.912,1649.192,-0.0116,1.2358,-91.492,,POINT (129572.68699999899 538908.9120000005)
beeldmiddenoverzicht_hrl_2018.23,2018_02_24_09_31_15_124050177_RGB_hrl,124050177,2018-02-24,09:31:15,UC-SXp-1-30019136,8,250,129144.097,538906.432,1649.072,-0.4094,1.2423,-91.42,,POINT (129144.09699999914 538906.432)
beeldmiddenoverzicht_hrl_2018.24,2018_02_24_09_31_20_124050178_RGB_hrl,124050178,2018-02-24,09:31:20,UC-SXp-1-30019136,8,250,128707.774,538904.005,1648.857,-0.3851,1.3421,-91.5935,,POINT (128707.77400000021 538904.004999999)
beeldmiddenoverzicht_hrl_2018.25,2018_02_24_09_31_25_124050179_RGB_hrl,124050179,2018-02-24,09:31:25,UC-SXp-1-30019136,8,250,128280.987,538901.8,1648.788,0.0511,1.1935,-91.2154,,POINT (128280.98699999973 538901.8000000007)
beeldmiddenoverzicht_hrl_2018.26,2018_02_24_09_31_30_124050180_RGB_hrl,124050180,2018-02-24,09:31:30,UC-SXp-1-30019136,8,250,127852.964,538900.805,1648.657,-0.5821,1.3297,-91.2451,,POINT (127852.96400000155 538900.8049999997)
beeldmiddenoverzicht_hrl_2018.27,2018_02_24_09_31_36_124050181_RGB_hrl,124050181,2018-02-24,09:31:36,UC-SXp-1-30019136,8,250,127417.14,538899.649,1648.743,0.164,1.2474,-91.2131,,POINT (127417.1400000006 538899.6490000002)
beeldmiddenoverzicht_hrl_2018.28,2018_02_24_09_31_41_124050182_RGB_hrl,124050182,2018-02-24,09:31:41,UC-SXp-1-30019136,8,250,126990.748,538899.728,1648.27,-0.5685,1.3906,-91.2221,,POINT (126990.74799999967 538899.7280000001)
beeldmiddenoverzicht_hrl_2018.29,2018_02_24_09_31_46_124050183_RGB_hrl,124050183,2018-02-24,09:31:46,UC-SXp-1-30019136,8,250,126555.533,538899.465,1648.104,0.0971,1.456,-91.055,,POINT (126555.53299999982 538899.4649999999)
beeldmiddenoverzicht_hrl_2018.30,2018_02_24_09_31_51_124050184_RGB_hrl,124050184,2018-02-24,09:31:51,UC-SXp-1-30019136,8,250,126128.716,538899.862,1648.3,-0.8246,1.5353,-90.9757,,POINT (126128.71599999815 538899.8619999997)
beeldmiddenoverzicht_hrl_2018.31,2018_02_24_09_31_56_124050185_RGB_hrl,124050185,2018-02-24,09:31:56,UC-SXp-1-30019136,8,250,125703.23,538898.984,1648.604,-0.2815,1.3585,-91.1788,,POINT (125703.23000000045 538898.9840000011)
