OBJECTID,VERSIE,POSITIONELE_NAUWKEURIGHEID_MM,OBEGINTIJD,RELATIEVEHOOGTELIGGING,TIJDSTIP_REGISTRATIE,STATUS,OPPERVLAKTE,BGTBRONHOUDER,BGTBRONHOUDERCODE,BGTSTATUS,DOCUMENT,Shape__Area,Shape__Length
1582,01,283,2018/05/24 00:00:00+00,0,2018/05/29 10:21:48+00,,27.309,Harlingen,G0072,bestaand,,27.308739,45.4931606892562
1583,01,283,2018/06/18 00:00:00+00,0,2022/11/03 07:40:15+00,,9.206,Leiden,G0546,bestaand,,9.20571,18.7620204978648
1584,01,283,2018/06/14 00:00:00+00,1,2019/01/21 09:02:00+00,,6.847,West Betuwe,G1960,bestaand,,6.8470745,38.6306999537104
1585,01,283,2018/06/14 00:00:00+00,1,2019/01/21 09:02:00+00,,15.558,West Betuwe,G1960,bestaand,,15.5576015,40.3533257188595
1586,01,283,2018/06/14 00:00:00+00,1,2019/01/21 09:02:00+00,,5.504,West Betuwe,G1960,bestaand,,5.504181,10.7596957469078
1587,01,283,2018/10/29 00:00:00+00,0,2018/11/22 10:15:21+00,,3.836,Zwijndrecht,G0642,bestaand,,3.83490483,7.19967836433592
1588,01,283,2020/07/21 00:00:00+00,0,2020/07/23 13:54:06+00,,2.835,Venlo,G0983,bestaand,,2.835263,6.88806839022384
1589,01,283,2020/07/28 00:00:00+00,0,2020/08/03 10:25:35+00,,4.836,Leiden,G0546,bestaand,,4.8364555,11.178781221222
1590,01,283,2020/07/28 00:00:00+00,0,2020/08/03 10:25:35+00,,22.414,Leiden,G0546,bestaand,,22.4140175,46.8353705445636
1591,01,283,2015/12/08 00:00:00+00,0,2015/12/08 16:22:08+00,,25.456,Veenendaal,G0345,bestaand,,25.48671545,46.3387934792583
1592,01,283,2015/12/08 00:00:00+00,0,2015/12/08 16:22:08+00,,51.515,Veenendaal,G0345,bestaand,,51.5147895,58.3142002407961
1593,01,283,2015/12/08 00:00:00+00,0,2015/12/08 16:22:08+00,,12.324,Veenendaal,G0345,bestaand,,12.32372,14.1717925640122
1594,01,283,2020/07/28 00:00:00+00,0,2020/08/03 10:25:35+00,,17.949,Leiden,G0546,bestaand,,17.949069,38.4125342555544
1595,01,283,2015/12/08 00:00:00+00,0,2015/12/08 16:22:08+00,,4.533,Veenendaal,G0345,bestaand,,4.5331935,10.1926244584666
1596,01,283,2015/12/08 00:00:00+00,0,2015/12/08 16:22:08+00,,46.323,Veenendaal,G0345,bestaand,,46.372903845,55.3070100921326
1597,01,283,2015/12/08 00:00:00+00,0,2016/07/04 15:18:26+00,,53.349,Veenendaal,G0345,bestaand,,53.346800465,94.458971224231
1598,01,283,2015/12/08 00:00:00+00,0,2016/07/04 15:18:26+00,,17.809,Veenendaal,G0345,bestaand,,17.809314,33.6380779610112
1599,01,283,2020/07/28 00:00:00+00,0,2020/08/03 10:25:35+00,,38.524,Leiden,G0546,bestaand,,38.5243105,38.9124387757408
1600,01,283,2015/12/08 00:00:00+00,0,2016/07/04 15:18:26+00,,29.504,Veenendaal,G0345,bestaand,,29.50422,29.4679738658025
1601,01,283,2020/07/28 00:00:00+00,0,2020/08/03 10:25:35+00,,13.521,Leiden,G0546,bestaand,,13.52144,29.1718290614276
1602,01,283,2020/07/28 00:00:00+00,0,2020/08/03 10:25:35+00,,10.639,Leiden,G0546,bestaand,,10.6387935,21.1510716948669
1603,01,283,2015/12/08 00:00:00+00,0,2015/12/08 16:22:08+00,,12.328,Veenendaal,G0345,bestaand,,12.328052,22.2519986928353
1604,01,283,2020/07/30 00:00:00+00,0,2020/08/03 10:25:35+00,,4.032,Leiden,G0546,bestaand,,4.03166,13.6284108373271
1605,01,283,2017/01/19 00:00:00+00,0,2017/01/26 07:55:17+00,,334.285,Eindhoven,G0772,bestaand,,334.285356,721.814853688427
1606,01,283,2018/02/28 00:00:00+00,0,2018/06/26 14:23:39+00,,24.984,Súdwest Fryslân,G1900,bestaand,,24.9838135,45.5130194240527
1607,01,283,2020/07/08 00:00:00+00,1,2020/07/13 13:46:51+00,,7.114,Tiel,G0281,bestaand,,7.1138965,21.8950549506637
1608,01,283,2015/12/08 00:00:00+00,0,2015/12/08 16:22:08+00,,25.911,Veenendaal,G0345,bestaand,,25.867593395,19.843759119012
1609,01,283,2015/12/08 00:00:00+00,0,2015/12/08 16:22:08+00,,27.123,Veenendaal,G0345,bestaand,,27.1225995,79.5679922588686
1610,01,283,2017/01/31 00:00:00+00,0,2017/01/31 12:33:01+00,,41.306,Wijchen,G0296,bestaand,,41.3058185,26.655835173447
1611,01,283,2015/12/08 00:00:00+00,0,2016/07/04 15:18:26+00,,36.294,Veenendaal,G0345,bestaand,,36.293896,37.7241386102606
1612,01,283,2016/11/11 00:00:00+00,0,2017/02/01 13:48:51+00,,53.244,Ridderkerk,G0597,bestaand,,53.243992625,95.2731089331723
1613,01,283,2015/12/08 00:00:00+00,0,2015/12/08 16:22:08+00,,13.858,Veenendaal,G0345,bestaand,,13.8579925,22.718943376043
1614,01,283,2014/10/09 00:00:00+00,0,2015/03/02 12:23:01+00,,16.515,Hendrik-Ido-Ambacht,G0531,bestaand,,16.5146245,29.0922993165305
1615,01,283,2020/06/10 00:00:00+00,0,2020/06/12 13:37:38+00,,23.152,Groningen,G0014,bestaand,,23.1517365,78.518581675796
1616,01,283,2014/07/15 00:00:00+00,0,2014/12/16 13:40:40+00,,5.625,Hendrik-Ido-Ambacht,G0531,bestaand,,5.6254295,11.5066276366432
1617,01,283,2014/07/15 00:00:00+00,0,2014/12/30 12:06:35+00,,2.217,Hendrik-Ido-Ambacht,G0531,bestaand,,2.21654724,6.1590546339487
1618,01,283,2015/02/27 00:00:00+00,0,2015/03/02 12:23:01+00,,5.247,Hendrik-Ido-Ambacht,G0531,bestaand,,5.2473095,18.3970441771735
1619,01,283,2014/07/15 00:00:00+00,0,2014/12/16 13:40:40+00,,11.725,Hendrik-Ido-Ambacht,G0531,bestaand,,11.72436653,14.3095817106937
1620,01,283,2014/07/15 00:00:00+00,0,2014/12/16 13:40:40+00,,4.218,Hendrik-Ido-Ambacht,G0531,bestaand,,4.21754901,7.89223208573592
1621,01,283,2014/07/15 00:00:00+00,0,2014/12/16 13:40:40+00,,3.906,Hendrik-Ido-Ambacht,G0531,bestaand,,3.905881705,7.56885295608949
1622,01,283,2014/07/15 00:00:00+00,0,2014/12/30 12:06:35+00,,3.819,Hendrik-Ido-Ambacht,G0531,bestaand,,3.81835245,7.48190463462111
1623,01,283,2014/07/15 00:00:00+00,0,2014/12/30 12:06:35+00,,3.965,Hendrik-Ido-Ambacht,G0531,bestaand,,3.964469395,7.79457910573906
1624,01,283,2014/09/05 00:00:00+00,0,2015/03/02 12:23:01+00,,2.214,Hendrik-Ido-Ambacht,G0531,bestaand,,2.214139,23.2799785384486
1625,01,283,2014/10/15 00:00:00+00,0,2015/02/26 11:08:14+00,,12.93,Hendrik-Ido-Ambacht,G0531,bestaand,,12.929742,23.4201950442765
1626,01,283,2013/12/18 00:00:00+00,0,2013/12/18 19:34:46+00,,8.894,Haarlemmermeer,G0394,bestaand,,8.893672,13.4734107888351
1627,01,283,2013/12/18 00:00:00+00,0,2022/11/29 11:24:26+00,,34.956,Haarlemmermeer,G0394,bestaand,,34.956448,24.4464978641128
1628,01,283,2013/12/18 00:00:00+00,0,2013/12/18 16:43:44+00,,37.727,Haarlemmermeer,G0394,bestaand,,37.7267335,30.0838851888143
1629,01,283,2014/04/09 00:00:00+00,0,2021/04/26 06:33:55+00,,4.235,Haarlemmermeer,G0394,bestaand,,4.234561,18.0360806538623
1630,01,283,2014/08/14 00:00:00+00,0,2014/08/14 07:24:16+00,,134.867,Haarlemmermeer,G0394,bestaand,,134.8671075,74.7564812159569
1631,01,283,2013/12/18 00:00:00+00,0,2013/12/18 16:24:34+00,,79.794,Haarlemmermeer,G0394,bestaand,,79.793972,36.5279625996778
1632,01,283,2013/12/18 00:00:00+00,0,2013/12/18 19:34:47+00,,8.906,Haarlemmermeer,G0394,bestaand,,8.9064685,13.4584047363749
1633,01,283,2013/12/18 00:00:00+00,0,2013/12/18 19:34:47+00,,8.739,Haarlemmermeer,G0394,bestaand,,8.739165,13.4074903949677
1634,01,283,2014/02/14 00:00:00+00,0,2014/02/14 12:19:46+00,,43.341,Haarlemmermeer,G0394,bestaand,,43.341042,167.632718281784
1635,01,283,2013/12/18 00:00:00+00,0,2013/12/18 16:22:59+00,,13.256,Haarlemmermeer,G0394,bestaand,,13.256453,20.6712027433447
1636,01,283,2014/02/14 00:00:00+00,0,2022/10/24 08:34:09+00,,24.015,Haarlemmermeer,G0394,bestaand,,24.0151905,37.8061059422041
1637,01,283,2014/02/14 00:00:00+00,0,2014/02/14 13:32:34+00,,7.131,Haarlemmermeer,G0394,bestaand,,7.130505,12.5128281828102
1638,01,283,2017/05/02 00:00:00+00,0,2017/05/02 15:32:38+00,,4.373,Alphen aan den Rijn,G0484,bestaand,,4.3731765,11.7838924361961
1639,01,283,2017/04/25 00:00:00+00,0,2023/01/04 11:30:31+00,,11.998,Hardenberg,G0160,bestaand,,11.9980465,46.7744584863136
1640,01,283,2015/10/30 00:00:00+00,0,2016/09/14 07:16:11+00,,29.043,Stede Broec,G0532,bestaand,,29.04309,21.8072797206311
1641,01,283,2015/12/22 00:00:00+00,0,2022/09/01 11:56:45+00,,35.718,Bodegraven-Reeuwijk,G1901,bestaand,,35.716416725,90.6686202280652
1642,01,283,2015/12/22 00:00:00+00,0,2016/01/07 10:58:55+00,,6.363,Bodegraven-Reeuwijk,G1901,bestaand,,6.363334,15.1793947219591
1643,01,283,2015/12/22 00:00:00+00,0,2016/01/07 10:58:55+00,,7.27,Bodegraven-Reeuwijk,G1901,bestaand,,7.2696025,17.4276922989587
1644,01,283,2015/12/22 00:00:00+00,0,2022/02/24 12:16:52+00,,9.713,Bodegraven-Reeuwijk,G1901,bestaand,,9.71263,23.4274856303057
1645,01,283,2015/12/22 00:00:00+00,0,2016/01/07 10:58:55+00,,10.317,Bodegraven-Reeuwijk,G1901,bestaand,,10.317233,23.3546206417841
1646,01,283,2015/12/22 00:00:00+00,0,2016/01/07 10:58:55+00,,5.794,Bodegraven-Reeuwijk,G1901,bestaand,,5.793844,14.8654534702705
1647,01,283,2015/12/22 00:00:00+00,0,2016/01/07 10:58:55+00,,9.532,Bodegraven-Reeuwijk,G1901,bestaand,,9.5320865,22.4718290535999
1648,01,283,2015/12/22 00:00:00+00,0,2016/01/07 10:58:55+00,,6.736,Bodegraven-Reeuwijk,G1901,bestaand,,6.735822,15.2260694135266
1649,01,283,2015/12/22 00:00:00+00,0,2016/01/07 10:58:55+00,,8.19,Bodegraven-Reeuwijk,G1901,bestaand,,8.1897055,18.8667937271362
1650,01,283,2014/07/15 00:00:00+00,0,2014/12/16 13:40:40+00,,12.001,Hendrik-Ido-Ambacht,G0531,bestaand,,12.000518945,14.4357674935172
1651,01,283,2014/07/15 00:00:00+00,0,2016/11/11 08:16:42+00,,13.979,Hendrik-Ido-Ambacht,G0531,bestaand,,13.99265144,15.2956938696177
1652,01,283,2014/07/15 00:00:00+00,0,2014/12/16 13:40:40+00,,3.818,Hendrik-Ido-Ambacht,G0531,bestaand,,3.81752865,7.5021426866778
1653,01,283,2019/07/23 00:00:00+00,0,2019/07/29 09:59:25+00,,354.893,Waddinxveen,G0627,bestaand,,354.8931005,262.608138144796
1654,01,283,2022/08/30 00:00:00+00,0,2022/09/02 16:00:20+00,,1.398,Emmen,G0114,bestaand,,1.3976845,4.75288950578159
1655,01,283,2014/10/13 00:00:00+00,0,2015/02/26 11:08:14+00,,18.28,Hendrik-Ido-Ambacht,G0531,bestaand,,18.2796605,32.7096421134226
1656,01,283,2014/10/06 00:00:00+00,0,2015/02/27 12:08:35+00,,33.663,Hendrik-Ido-Ambacht,G0531,bestaand,,33.662754,39.50820536329
1657,01,283,2022/08/31 00:00:00+00,0,2022/08/31 04:34:14+00,,100.534,Emmen,G0114,bestaand,,100.534282,99.9943427584923
1658,01,283,2014/10/09 00:00:00+00,0,2015/03/02 12:23:01+00,,14.624,Hendrik-Ido-Ambacht,G0531,bestaand,,14.62197864,34.3977367295529
1659,01,283,2014/09/23 00:00:00+00,0,2015/03/02 09:26:35+00,,38.106,Hendrik-Ido-Ambacht,G0531,bestaand,,38.10606318,70.3582005915687
1660,01,283,2015/03/02 00:00:00+00,0,2015/03/02 12:23:01+00,,5.444,Hendrik-Ido-Ambacht,G0531,bestaand,,5.4439905,11.8642986085986
1661,01,283,2022/08/30 00:00:00+00,0,2022/09/02 16:00:20+00,,33.463,Emmen,G0114,bestaand,,33.4630055,69.0687291745204
1662,01,283,2014/07/15 00:00:00+00,0,2014/12/16 13:40:40+00,,9.366,Hendrik-Ido-Ambacht,G0531,bestaand,,9.366267,12.9903709192811
1663,01,283,2014/07/15 00:00:00+00,0,2014/12/16 13:40:40+00,,31.333,Hendrik-Ido-Ambacht,G0531,bestaand,,31.31396417,24.041106294412
1664,01,283,2014/10/09 00:00:00+00,0,2015/03/02 12:23:01+00,,2.757,Hendrik-Ido-Ambacht,G0531,bestaand,,2.757315,18.6621007082042
1665,01,283,2014/07/15 00:00:00+00,0,2014/12/16 13:40:40+00,,4.527,Hendrik-Ido-Ambacht,G0531,bestaand,,4.5269339,8.32698944467734
1666,01,283,2014/07/15 00:00:00+00,0,2014/12/16 12:58:41+00,,86.49,Hendrik-Ido-Ambacht,G0531,bestaand,,86.4901395,111.673202206678
1667,01,283,2014/07/15 00:00:00+00,0,2021/08/19 10:39:56+00,,4.126,Hendrik-Ido-Ambacht,G0531,bestaand,,4.12591097,7.81609054284222
1668,01,283,2014/07/15 00:00:00+00,0,2014/12/16 13:40:40+00,,36.803,Hendrik-Ido-Ambacht,G0531,bestaand,,36.79987863,31.7271719662715
1669,01,283,2014/07/07 00:00:00+00,0,2021/08/12 06:21:05+00,,6.274,Leiden,G0546,bestaand,,6.2738265,13.5521765656959
1670,01,283,2014/02/10 00:00:00+00,0,2021/08/19 09:07:29+00,,3.334,Leiden,G0546,bestaand,,3.3343685,7.41131030525291
1671,01,283,2014/02/10 00:00:00+00,0,2020/08/13 07:32:46+00,,9.378,Leiden,G0546,bestaand,,9.377675,37.9109858067061
1672,01,283,2014/07/15 00:00:00+00,0,2014/12/30 12:06:35+00,,11.14,Hendrik-Ido-Ambacht,G0531,bestaand,,11.1404835,16.6765854178952
1673,01,283,2021/08/24 00:00:00+00,0,2021/08/24 14:49:03+00,,86.656,Zaanstad,G0479,bestaand,,86.6558175,209.740374339886
1674,01,283,2021/09/03 00:00:00+00,0,2022/03/10 08:53:38+00,,125.293,Pijnacker-Nootdorp,G1926,bestaand,,125.25710102,122.452729515539
1675,01,283,2015/03/02 00:00:00+00,0,2015/03/02 16:05:02+00,,5.956,Hendrik-Ido-Ambacht,G0531,bestaand,,5.955592,12.1516850785763
1676,01,283,2021/09/07 00:00:00+00,0,2022/03/10 08:53:45+00,,26.343,Pijnacker-Nootdorp,G1926,bestaand,,26.335334855,40.9901012569558
1677,01,283,2014/02/10 00:00:00+00,0,2021/08/19 09:07:29+00,,27.524,Leiden,G0546,bestaand,,27.5236065,71.4729439085971
1678,01,283,2014/02/10 00:00:00+00,0,2021/08/12 06:21:05+00,,26.269,Leiden,G0546,bestaand,,26.2689,44.8431148465371
1679,01,283,2014/07/11 00:00:00+00,0,2020/10/01 08:18:36+00,,20.318,Leiden,G0546,bestaand,,20.318479,71.5905838644708
1680,01,283,2014/02/10 00:00:00+00,0,2021/08/12 06:21:05+00,,25.258,Leiden,G0546,bestaand,,25.2581045,73.120988771968
1681,01,283,2015/07/29 00:00:00+00,0,2021/08/12 06:21:05+00,,12.967,Leiden,G0546,bestaand,,12.9670005,14.9712551730603
1682,01,283,2015/05/13 00:00:00+00,0,2021/08/12 06:21:05+00,,14.109,Leiden,G0546,bestaand,,14.109414,94.7669024331494
1683,01,283,2014/02/10 00:00:00+00,0,2020/09/10 10:50:49+00,,2.344,Leiden,G0546,bestaand,,2.344084,11.7133887305238
1684,01,283,2014/02/10 00:00:00+00,0,2021/08/12 06:21:05+00,,41.801,Leiden,G0546,bestaand,,41.801092,168.031159957706
1685,01,283,2014/02/10 00:00:00+00,0,2021/08/19 09:07:29+00,,45.626,Leiden,G0546,bestaand,,45.625631,70.1865706519585
1686,01,283,2015/05/11 00:00:00+00,0,2021/08/19 09:07:29+00,,8.702,Leiden,G0546,bestaand,,8.701949,19.1763867404031
1687,01,283,2014/02/10 00:00:00+00,0,2022/11/09 10:07:07+00,,15.332,Leiden,G0546,bestaand,,15.332032,73.1030387477819
1688,01,283,2014/02/10 00:00:00+00,0,2020/10/01 08:18:36+00,,1.912,Leiden,G0546,bestaand,,1.911724,5.85222806063263
1689,01,283,2015/05/13 00:00:00+00,0,2021/08/12 06:21:05+00,,5.295,Leiden,G0546,bestaand,,5.2952645,27.7247277553311
1690,01,283,2015/05/13 00:00:00+00,0,2021/08/12 06:21:05+00,,10.304,Leiden,G0546,bestaand,,10.3039345,48.6728321710988
1691,01,283,2014/02/10 00:00:00+00,0,2020/08/27 07:22:04+00,,27.084,Leiden,G0546,bestaand,,27.0838615,78.5118027175563
1692,01,283,2015/07/29 00:00:00+00,0,2021/08/12 06:21:05+00,,9.002,Leiden,G0546,bestaand,,9.0019325,13.2538439897456
1693,01,283,2014/02/10 00:00:00+00,0,2021/08/12 06:21:05+00,,5.613,Leiden,G0546,bestaand,,5.6127015,13.8700575217133
1694,01,283,2015/05/13 00:00:00+00,0,2021/08/12 06:21:05+00,,13.681,Leiden,G0546,bestaand,,13.6808405,41.9171033370493
1695,01,283,2014/07/07 00:00:00+00,0,2021/08/12 06:21:05+00,,32.333,Leiden,G0546,bestaand,,32.332674,56.1439831461081
1696,01,283,2018/07/09 00:00:00+00,0,2018/07/19 14:24:49+00,,120.282,Amersfoort,G0307,bestaand,,120.282346,147.315470833089
1697,01,283,2018/02/01 00:00:00+00,0,2018/02/01 08:54:50+00,,1.511,Súdwest Fryslân,G1900,bestaand,,1.510699,7.05879569645945
1698,01,283,2018/02/01 00:00:00+00,0,2018/02/01 08:50:29+00,,5.565,Súdwest Fryslân,G1900,bestaand,,5.564849,14.3579783715575
1699,01,283,2018/02/01 00:00:00+00,0,2018/02/01 08:49:52+00,,11.529,Súdwest Fryslân,G1900,bestaand,,11.529019,47.1550768285964
1700,01,283,2018/02/01 00:00:00+00,0,2018/02/01 08:51:35+00,,8.252,Súdwest Fryslân,G1900,bestaand,,8.2524425,34.0540987431973
1701,01,283,2018/02/01 00:00:00+00,0,2018/02/01 08:49:49+00,,11.353,Súdwest Fryslân,G1900,bestaand,,11.3530965,46.4015859132349
1702,01,283,2018/02/01 00:00:00+00,0,2018/02/01 08:49:54+00,,22.288,Súdwest Fryslân,G1900,bestaand,,22.287682,46.5894963370873
1703,01,283,2018/02/01 00:00:00+00,0,2018/02/01 14:10:54+00,,5.767,Súdwest Fryslân,G1900,bestaand,,5.7665435,24.0920681938012
1704,01,283,2018/02/01 00:00:00+00,0,2018/02/01 08:51:23+00,,1.552,Súdwest Fryslân,G1900,bestaand,,1.552007,6.9573772795259
1705,01,283,2018/07/30 00:00:00+00,0,2018/07/30 09:32:01+00,,14.042,Rijnwaarden,G0299,bestaand,,14.041871,70.9789563619081
1706,01,283,2014/04/09 00:00:00+00,0,2015/11/05 14:50:46+00,,31.761,Dordrecht,G0505,bestaand,,31.760987,22.246052192446
1707,01,283,2014/05/21 00:00:00+00,0,2015/11/06 09:11:47+00,,4.75,Dordrecht,G0505,bestaand,,4.7496885,8.71767423916269
1708,01,283,2019/07/31 00:00:00+00,0,2019/07/31 10:58:14+00,,3.165,Venlo,G0983,bestaand,,3.164477525,8.1666482602246
1709,01,283,2014/05/21 00:00:00+00,0,2015/11/06 09:11:47+00,,171.867,Dordrecht,G0505,bestaand,,171.8671145,272.92215182839
1710,01,283,2014/05/21 00:00:00+00,0,2015/11/06 09:11:47+00,,4.817,Dordrecht,G0505,bestaand,,4.816547,8.7786615040532
1711,01,283,2014/05/21 00:00:00+00,0,2015/11/06 09:11:47+00,,4.675,Dordrecht,G0505,bestaand,,4.6747445,8.64852662742566
1712,01,283,2014/05/21 00:00:00+00,0,2015/11/06 09:11:47+00,,247.087,Dordrecht,G0505,bestaand,,247.0866695,153.824965718399
1713,01,283,2014/02/25 00:00:00+00,0,2015/11/06 09:11:47+00,,8.748,Dordrecht,G0505,bestaand,,8.748444,14.2292065874233
1714,01,283,2014/05/21 00:00:00+00,0,2015/11/06 09:11:47+00,,4.796,Dordrecht,G0505,bestaand,,4.795875,8.759761473974
1715,01,283,2014/05/21 00:00:00+00,0,2015/11/06 09:11:47+00,,4.71,Dordrecht,G0505,bestaand,,4.709856,8.68099791287855
1716,01,283,2014/05/21 00:00:00+00,0,2015/11/06 09:11:47+00,,15.62,Dordrecht,G0505,bestaand,,15.61994,36.2082809767805
1717,01,283,2014/05/21 00:00:00+00,0,2015/11/06 09:11:47+00,,4.842,Dordrecht,G0505,bestaand,,4.84161,8.80155362828777
1718,01,283,2014/02/25 00:00:00+00,0,2015/11/06 09:11:47+00,,9.78,Dordrecht,G0505,bestaand,,9.780127105,33.8800311672026
1719,01,283,2014/02/26 00:00:00+00,0,2015/11/06 09:11:47+00,,29.077,Dordrecht,G0505,bestaand,,29.077188,37.7693585800247
1720,01,283,2014/05/21 00:00:00+00,0,2015/11/06 09:11:47+00,,4.835,Dordrecht,G0505,bestaand,,4.8348185,8.79517007790009
1721,01,283,2014/05/21 00:00:00+00,0,2015/11/06 09:11:47+00,,4.811,Dordrecht,G0505,bestaand,,4.8105755,8.85749169094551
1722,01,283,2014/05/21 00:00:00+00,0,2015/11/06 09:11:47+00,,15.952,Dordrecht,G0505,bestaand,,15.952085,36.286710985888
1723,01,283,2014/05/21 00:00:00+00,0,2015/11/06 09:11:47+00,,4.765,Dordrecht,G0505,bestaand,,4.7645715,8.73109423499085
1724,01,283,2014/05/21 00:00:00+00,0,2015/11/06 09:11:47+00,,4.917,Dordrecht,G0505,bestaand,,4.91711,8.8720942418684
1725,01,283,2014/05/21 00:00:00+00,0,2015/11/06 09:11:47+00,,4.672,Dordrecht,G0505,bestaand,,4.671775,8.64572411768387
1726,01,283,2014/05/21 00:00:00+00,0,2015/11/06 09:11:47+00,,4.852,Dordrecht,G0505,bestaand,,4.851879,8.81088146088669
1727,01,283,2014/03/05 00:00:00+00,0,2015/11/06 09:11:47+00,,4.197,Dordrecht,G0505,bestaand,,4.1972455,10.3989102686778
1728,01,283,2014/05/08 00:00:00+00,0,2015/11/06 09:11:47+00,,30.676,Dordrecht,G0505,bestaand,,30.6760515,152.495369101416
1729,01,283,2014/03/05 00:00:00+00,0,2015/11/06 09:11:47+00,,10.811,Dordrecht,G0505,bestaand,,10.8110425,21.851714855825
1730,01,283,2014/05/21 00:00:00+00,0,2015/11/06 09:11:47+00,,4.736,Dordrecht,G0505,bestaand,,4.735666,8.70469511010166
1731,01,283,2014/06/11 00:00:00+00,0,2015/11/06 08:29:42+00,,37.713,Dordrecht,G0505,bestaand,,37.7125515,35.5867468269222
1732,01,283,2014/06/02 00:00:00+00,0,2015/11/06 08:29:42+00,,2.126,Dordrecht,G0505,bestaand,,2.1262195,8.69022540292181
1733,01,283,2014/02/17 00:00:00+00,0,2015/11/06 08:29:42+00,,19.267,Dordrecht,G0505,bestaand,,19.267268,56.4414120776135
1734,01,283,2014/02/14 00:00:00+00,0,2015/11/06 08:29:42+00,,13.837,Dordrecht,G0505,bestaand,,13.837151,25.4595324096549
1735,01,283,2014/06/18 00:00:00+00,0,2015/11/06 08:29:42+00,,1.944,Dordrecht,G0505,bestaand,,1.943577,13.4201985773595
1736,01,283,2014/06/03 00:00:00+00,0,2015/11/06 08:29:42+00,,13.18,Dordrecht,G0505,bestaand,,13.179882,32.8934345306748
1737,01,283,2014/06/18 00:00:00+00,0,2015/11/06 08:29:42+00,,17.617,Dordrecht,G0505,bestaand,,17.6172605,92.5004284966191
1738,01,283,2014/06/02 00:00:00+00,0,2015/11/06 08:29:42+00,,12.11,Dordrecht,G0505,bestaand,,12.109667,28.9208702881806
1739,01,283,2014/02/17 00:00:00+00,0,2015/11/06 08:29:42+00,,28.786,Dordrecht,G0505,bestaand,,28.785899375,59.5448007377887
1740,01,283,2014/02/17 00:00:00+00,0,2015/11/06 08:29:42+00,,36.878,Dordrecht,G0505,bestaand,,36.87801,37.9466526251043
1741,01,283,2014/10/20 00:00:00+00,0,2015/11/06 08:29:42+00,,246.313,Dordrecht,G0505,bestaand,,246.3130035,165.668819508535
1742,01,283,2014/10/20 00:00:00+00,0,2015/11/06 08:29:42+00,,36.764,Dordrecht,G0505,bestaand,,36.7639435,53.0376527609533
1743,01,283,2015/08/06 00:00:00+00,0,2015/11/06 08:29:42+00,,32.222,Dordrecht,G0505,bestaand,,32.2217255,88.9727762657311
1744,01,283,2015/08/04 00:00:00+00,0,2015/11/06 08:29:42+00,,1.629,Dordrecht,G0505,bestaand,,1.629471,7.76699199747202
1745,01,283,2015/08/07 00:00:00+00,0,2015/11/06 08:29:42+00,,7.161,Dordrecht,G0505,bestaand,,7.1605005,13.8588444916863
1746,01,283,2015/08/07 00:00:00+00,0,2015/11/06 08:29:42+00,,0.872,Dordrecht,G0505,bestaand,,0.8722,15.5355390049678
1747,01,283,2015/08/06 00:00:00+00,0,2015/11/06 08:29:42+00,,30.16,Dordrecht,G0505,bestaand,,30.1596595,93.8789425892767
1748,01,283,2015/05/19 00:00:00+00,0,2015/11/06 08:29:42+00,,9.567,Dordrecht,G0505,bestaand,,9.5674445,29.2776818654656
1749,01,283,2015/08/20 00:00:00+00,0,2020/03/05 13:52:01+00,,120.7,Harderwijk,G0243,bestaand,,120.7004405,484.155746756832
1750,01,283,2015/08/20 00:00:00+00,0,2015/08/20 13:33:21+00,,19.164,Harderwijk,G0243,bestaand,,19.14569209,63.8788942734424
1751,01,283,2015/08/20 00:00:00+00,0,2015/08/20 13:33:21+00,,9.873,Harderwijk,G0243,bestaand,,10.245553345,50.0829372402061
1752,01,283,2015/08/20 00:00:00+00,0,2022/02/09 09:18:14+00,,115.08,Harderwijk,G0243,bestaand,,115.079756,193.713973871345
1753,01,283,2015/02/19 00:00:00+00,0,2015/02/19 20:33:34+00,,3.614,Venray,G0984,bestaand,,3.614393,12.2918510606779
1754,01,283,2015/02/19 00:00:00+00,0,2015/02/19 20:33:34+00,,13.604,Venray,G0984,bestaand,,13.604159,63.766964237304
1755,01,283,2015/11/12 00:00:00+00,0,2017/08/10 14:24:58+00,,15.249,Hardenberg,G0160,bestaand,,15.2490705,61.5526588748896
1756,01,283,2013/12/18 00:00:00+00,0,2013/12/18 16:55:02+00,,75.409,Haarlemmermeer,G0394,bestaand,,75.4086725,71.4406670591246
1757,01,283,2013/12/18 00:00:00+00,0,2013/12/18 19:34:48+00,,42.942,Haarlemmermeer,G0394,bestaand,,42.9399501,26.218003703422
1758,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,61.546,Barendrecht,G0489,bestaand,,61.5460865,162.471816024015
1759,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,42.904,Barendrecht,G0489,bestaand,,42.89891548,64.5678664564215
1760,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,30.861,Barendrecht,G0489,bestaand,,30.85784732,26.8588553672936
1761,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,22.2,Barendrecht,G0489,bestaand,,22.193546195,43.0632096148154
1762,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,189.841,Barendrecht,G0489,bestaand,,189.82768511,155.530397953693
