objectid;projectnummer;naamproject;projectfase;totaalaantalwoningen;shape_area;shape_len;geo_shape;geo_point_2d;naamdeelgebied;bouwplan;woningtype;prijsklasse;opleverjaardeelgebied;aantalwoningendeelgebied;project_id;nieuw_verbouw
12391;788;Frederiklaan 1A-1E;In ontwikkeling;47;1100.14;133.058006074527;"{""coordinates"": [[[5.466976750729143, 51.44042801731854], [5.4672237019869785, 51.44018065931043], [5.466783285332709, 51.440006581096526], [5.466591020050798, 51.44027277708988], [5.466976750729143, 51.44042801731854]]], ""type"": ""Polygon""}";51.44021939168054, 5.46689632466294;;;;;;;;
12395;1002;Ploegstraat 1;Gereed;1;157.55;53.3819235796727;"{""coordinates"": [[[5.472368110571429, 51.433080450493605], [5.472486171939666, 51.433155868912614], [5.472601100172379, 51.433093762772494], [5.472614061150499, 51.43310364080435], [5.472631295899402, 51.43309194287584], [5.472573664496399, 51.433033558773865], [5.47255210887733, 51.43304166439251], [5.47250170149174, 51.43300125230828], [5.472480152595327, 51.43301295337902], [5.472368110571429, 51.433080450493605]]], ""type"": ""Polygon""}";51.43307932328315, 5.472498398430293;;;;;;;;
12397;1013;Generaal Marshallweg 33;Gereed;1;50.910000000000004;29.1155467666213;"{""coordinates"": [[[5.482182981689871, 51.462164675812794], [5.482311051958028, 51.46216547015511], [5.482316695300637, 51.462111533597465], [5.482198699840569, 51.46211162990936], [5.482182981689871, 51.462164675812794]]], ""type"": ""Polygon""}";51.46213869909044, 5.482252448209524;;;;;;;;
12399;1035;Geldropseweg 116-118;Gereed;4;265.565;85.6428337358618;"{""coordinates"": [[[5.491174501710783, 51.43224001221666], [5.491292824006554, 51.43241698347438], [5.491246833687579, 51.43242870985495], [5.491321851365738, 51.4325338103299], [5.491461256466463, 51.43249683202972], [5.491312634210023, 51.432275843515896], [5.4911716236115815, 51.432239115918705], [5.491174501710783, 51.43224001221666]]], ""type"": ""Polygon""}";51.432398323234544, 5.491322483085244;;;;;;;;
12400;120;Marconilaan/Leeghwaterstraat;Gereed;132;201.64000000000001;56.800000000000004;"{""coordinates"": [[[5.459731637903629, 51.45008748641123], [5.459731435045726, 51.44995984752735], [5.459527156041972, 51.44995997469831], [5.459527358326972, 51.45008761358306], [5.459731637903629, 51.45008748641123]]], ""type"": ""Polygon""}";51.45002373058482, 5.459629396829554;;;;;;;;
12490;516;Koning Arthurlaan 38A (voormalig politiebureau);In ontwikkeling;20;4684.135;282.584793506724;"{""coordinates"": [[[5.465071424300041, 51.47184287737397], [5.465710895010893, 51.472093231146], [5.466402046948826, 51.471434793584024], [5.465758257667215, 51.47118085101821], [5.465742408817019, 51.471170974197285], [5.465071424300041, 51.47184287737397]]], ""type"": ""Polygon""}";51.471633995983474, 5.465733036713381;;;;;;;;
12492;292;Gennep/div.proj.;Gereed;1;282.08;61.147012947258894;"{""coordinates"": [[[5.4762770605045, 51.42220122020084], [5.476276927043909, 51.42213290629419], [5.476199196173868, 51.422084426857715], [5.476088492926933, 51.422084511457086], [5.476010951426959, 51.42213310955272], [5.476011084488718, 51.42220142345975], [5.476088815358301, 51.422249903021275], [5.476199519007132, 51.42224981842151], [5.4762770605045, 51.42220122020084]]], ""type"": ""Polygon""}";51.4221671649614, 5.476144005866259;;;;;;;;
12494;160;Stadionkwartier (PSV);Gereed;498;24165.235;678.324648497061;"{""coordinates"": [[[5.4636398047479915, 51.44293000625286], [5.463793346846817, 51.44357079733216], [5.464322249599311, 51.44417178986071], [5.464616861183713, 51.44401788799784], [5.465743139376536, 51.44318927686479], [5.467001830304477, 51.44243247346735], [5.465078442864582, 51.44224771115282], [5.4636398047479915, 51.44293000625286]]], ""type"": ""Polygon""}";51.44303582213792, 5.464990241075204;;;;;;;;
12496;680;Tongelresestraat 158;Gereed;8;199.08;62.8366417128421;"{""coordinates"": [[[5.496727305714801, 51.44026540412203], [5.496828104041323, 51.440314746970635], [5.497040603549412, 51.4401626381695], [5.496944117986676, 51.44011239257258], [5.496727305714801, 51.44026540412203]]], ""type"": ""Polygon""}";51.44021397576422, 5.496884613183537;;;;;;;;
12499;1005;Laagstraat 286;Gereed;8;781.35;115.111650553914;"{""coordinates"": [[[5.461529863429749, 51.425359410788346], [5.461929418037604, 51.42526387483003], [5.461701781024202, 51.424979978441726], [5.4614332451086485, 51.42518419316459], [5.461529863429749, 51.425359410788346]]], ""type"": ""Polygon""}";51.42519230522946, 5.461665664256193;;;;;;;;
12502;772;Boschdijk 46-62;In ontwikkeling;42;626.98;120.782303504927;"{""coordinates"": [[[5.470590141710032, 51.44616564799282], [5.470732311116384, 51.446035210373715], [5.4707610737480525, 51.44603159425987], [5.470750958433721, 51.446006433255], [5.470927555799192, 51.44582473527544], [5.470865652820381, 51.445797813791124], [5.470871373665542, 51.445779832344684], [5.470868475331444, 51.44576814916133], [5.470777811666297, 51.445745742635886], [5.470441824023773, 51.44608036183498], [5.470513804584935, 51.44611177066348], [5.470509499042911, 51.44611716694555], [5.470509531868615, 51.446135144255464], [5.470590141710032, 51.44616564799282]]], ""type"": ""Polygon""}";51.44595507057942, 5.470686244731093;;;;;;;;
12506;743;Winkelcentrum Woensel 80b-83c/ Diekirchlaan 17 t/m 241;In ontwikkeling;36;943.8050000000001;160.261310433511;"{""coordinates"": [[[5.474226625241298, 51.47106426857872], [5.475175055821132, 51.471044679760084], [5.475170491599737, 51.47091704434848], [5.47422637626761, 51.4709339333106], [5.474226625241298, 51.47106426857872]]], ""type"": ""Polygon""}";51.47099006189381, 5.47469803900549;;;;;;;;
12512;1106;Internationale knoop XL - Kavel 9A - Dutch Mountains;In ontwikkeling;268;7198.93;343.764549204269;"{""coordinates"": [[[5.484572399959354, 51.44498626570322], [5.485639860629347, 51.44505368195601], [5.485816375840736, 51.44419781136818], [5.484819303125193, 51.44407730458571], [5.484572399959354, 51.44498626570322]]], ""type"": ""Polygon""}";51.4445822682597, 5.485205344489959;;;;;;;;
12514;750;Leenderweg 158;Gereed;2;68.32000000000001;39.3517035481342;"{""coordinates"": [[[5.493292946662912, 51.42306874699123], [5.493351925200146, 51.42308217625836], [5.4933677214482755, 51.423074072034176], [5.493373453545937, 51.423065976987175], [5.493376289234463, 51.423048895893636], [5.4933891974342295, 51.423035401087745], [5.493215104092781, 51.42298072876418], [5.493202210488939, 51.42300051561912], [5.493255446342909, 51.42301754563927], [5.493228194222811, 51.4230454353964], [5.493292946662912, 51.42306874699123]]], ""type"": ""Polygon""}";51.42303559223762, 5.4932993991070385;;;;;;;;
12520;23;Breitnerstraat (Iristuinen);Gereed;53;10644.545;412.53921979593997;"{""coordinates"": [[[5.491712019654401, 51.435872754035955], [5.491804143060577, 51.435908626021536], [5.492565939438438, 51.43510435165661], [5.491227395192164, 51.43462466091973], [5.491019355571751, 51.43483787820996], [5.490537277848277, 51.43533538079719], [5.490806496694349, 51.43546278076073], [5.491183677249941, 51.43563412825249], [5.491392424078855, 51.435729221623625], [5.491712019654401, 51.435872754035955]]], ""type"": ""Polygon""}";51.43525085160424, 5.491544029450604;;;;;;;;
12526;180;Tonnaerstraat;Gereed;46;200.22;56.6;"{""coordinates"": [[[5.46968869674042, 51.458362107353274], [5.469688465850556, 51.45823446855822], [5.4694855885384275, 51.458234612133225], [5.469485818859605, 51.4583622509288], [5.46968869674042, 51.458362107353274]]], ""type"": ""Polygon""}";51.458298359773195, 5.469587142497291;;;;;;;;
