PLAATSDAT;SOORT_BORD;SOORT_CODE;REGEL;HONDGEBIED;TYPE_OMSC;X;Y;LONG;LAT
2017-02-28;informatiebord;IFB;Verboden/Verzoek;Marlot en Reigersbergen;Hondenbeleidsbord;84248.4138014852;457592.650594129;4.354544818035416;52.102048789531565
2017-03-02;informatiebord;IFB;Verboden;Buurtpark, speeltuin en speelkooi;Hondenbeleidsbord;79794.4771866283;454512.953846526;4.2902273503479345;52.07378515337291
2017-03-02;informatiebord;IFB;Verboden;De Verademing;Hondenbeleidsbord;79564.6460855638;454559.19268668;4.286865317864062;52.07416943201319
2017-03-02;informatiebord;IFB;Verboden;De Verademing;Hondenbeleidsbord;79571.9153396609;454620.223322682;4.286957843188781;52.0747188861733
2017-03-02;informatiebord;IFB;Verboden;De Verademing;Hondenbeleidsbord;79490.6350830161;454709.257368874;4.285752743288713;52.07550793238524
2017-03-02;informatiebord;IFB;Verboden;De Verademing;Hondenbeleidsbord;79525.1573114564;454738.159348462;4.28624983573757;52.07577237155679
2017-03-02;informatiebord;IFB;Verboden;De Verademing;Hondenbeleidsbord;79591.0314068093;454866.173906789;4.287182284026408;52.07693177344874
2017-03-02;informatiebord;IFB;Verboden;De Verademing;Hondenbeleidsbord;79623.0640779632;454884.955452463;4.287645326349871;52.077104918451575
2018-10-23;informatiebord;IFB;Verboden;;Hondenbeleidsbord;79715.9983763163;454758.849332978;4.289028584935625;52.07598428172883
2017-03-02;informatiebord;IFB;Verboden;;Hondenbeleidsbord;79740.5017036706;454694.160548762;4.289400220912864;52.07540627307977
2017-03-02;informatiebord;IFB;Verboden;Speeltuin;Hondenbeleidsbord;79822.9085514298;454516.656307681;4.290641172649364;52.07382228623676
2017-03-02;informatiebord;IFB;Verboden;Speeltuin;Hondenbeleidsbord;79846.0968827177;454518.780429631;4.2909788796285415;52.07384452213861
2017-03-02;informatiebord;IFB;Loslopen;Gazon;Hondenbeleidsbord;79655.6486724337;454891.066952424;4.288119219658533;52.077164274827986
2017-03-04;informatiebord;IFB;Verboden/Periode;Speelweide, Doorgroei en Struweel;Hondenbeleidsbord;75435.2175968413;450769.187397303;4.227525709226611;52.03953242197386
2017-03-09;informatiebord;IFB;Loslopen;Meer en Bos;Hondenbeleidsbord;75957.8560510993;453491.827595955;4.234511965297012;52.06407446926619
2017-03-09;informatiebord;IFB;Loslopen;Meer en Bos;Hondenbeleidsbord;75974.3651317914;453523.965273035;4.234745236800333;52.0643656324402
2017-03-09;informatiebord;IFB;Loslopen;Meer en Bos;Hondenbeleidsbord;75904.2991428783;453663.065025574;4.233691415302053;52.06560566454748
2017-03-09;informatiebord;IFB;Loslopen;Meer en Bos;Hondenbeleidsbord;75887.979113928;453738.885160072;4.233435885692853;52.06628469781216
2017-03-09;informatiebord;IFB;Loslopen;Meer en Bos;Hondenbeleidsbord;75892.4755350279;453765.171197064;4.233495358018146;52.06652156147829
2017-03-09;informatiebord;IFB;Loslopen;Meer en Bos;Hondenbeleidsbord;75807.8687516832;453938.41294611;4.232221502422656;52.068066322704375
2017-03-09;informatiebord;IFB;Loslopen;Meer en Bos;Hondenbeleidsbord;75735.0152326409;453970.107528412;4.23115181414787;52.06834072814158
2017-03-09;informatiebord;IFB;Loslopen;Meer en Bos;Hondenbeleidsbord;75485.8924082416;453770.10644994;4.227565739683824;52.066507701584484
2017-03-09;informatiebord;IFB;Loslopen;Meer en Bos;Hondenbeleidsbord;75523.7612273633;453679.041951477;4.228139110425326;52.06569477881996
2017-03-09;informatiebord;IFB;Loslopen;Meer en Bos;Hondenbeleidsbord;75537.9865422113;453599.869424399;4.228364954669304;52.06498533025479
2017-03-09;informatiebord;IFB;Loslopen;Meer en Bos;Hondenbeleidsbord;75555.3177837057;453534.946043562;4.228632762196882;52.06440437750619
2017-03-09;informatiebord;IFB;Loslopen;Meer en Bos;Hondenbeleidsbord;75589.2123125523;453460.882930172;4.229144186341491;52.06374366364957
2017-03-09;informatiebord;IFB;Loslopen;Meer en Bos;Hondenbeleidsbord;75682.9151226153;453350.846602759;4.230535961015183;52.0627682372941
2017-03-09;informatiebord;IFB;Loslopen;Meer en Bos;Hondenbeleidsbord;75738.79294513;453379.645172824;4.2313439743898655;52.06303503492783
2017-03-09;informatiebord;IFB;Loslopen;Meer en Bos;Hondenbeleidsbord;75841.9520020801;453433.803677723;4.232835486839867;52.06353648380457
2017-03-09;informatiebord;IFB;Verboden;Meer en Bos;Hondenbeleidsbord;75705.3089425994;453827.802932394;4.230751695976712;52.06705764629076
2017-03-09;informatiebord;IFB;Verboden;Meer en Bos;Hondenbeleidsbord;75591.1188507112;453759.56403411;4.229102519108228;52.066428055447325
2017-03-09;informatiebord;IFB;Verboden/Verzoek;Meer en Bos;Hondenbeleidsbord;75552.9321340697;453595.672710733;4.228583848340059;52.064949759758385
2017-03-09;informatiebord;IFB;Verboden/Verzoek;Meer en Bos;Hondenbeleidsbord;75559.0178590025;453563.215511091;4.228680133998027;52.06465895362453
2017-03-09;informatiebord;IFB;Verboden/Verzoek;Meer en Bos;Hondenbeleidsbord;75588.7702920071;453592.629848266;4.229107101068414;52.064927553269456
2017-03-09;informatiebord;IFB;Verboden/Verzoek;Meer en Bos;Hondenbeleidsbord;75582.0083754152;453608.407653648;4.229004837823118;52.065068372279235
2017-03-09;informatiebord;IFB;Verboden;Meer en Bos;Hondenbeleidsbord;75623.2560666262;453606.60447589;4.229606678448143;52.06505807956382
2017-03-09;informatiebord;IFB;Verboden;Meer en Bos;Hondenbeleidsbord;75609.2814390028;453636.920401944;4.229395869149179;52.06532851324236
2017-03-09;informatiebord;IFB;Verboden;Begraafplaats;Hondenbeleidsbord;75243.607913991;452717.634550125;4.224278751947853;52.05701476821298
2017-03-09;informatiebord;IFB;Loslopen;Haagse Beekzone;Hondenbeleidsbord;76433.5623506735;454390.511320971;4.24124115313716;52.072218244824015
2017-03-09;informatiebord;IFB;Loslopen;Haagse Beekzone;Hondenbeleidsbord;76442.6400753507;454374.006367013;4.241377333403223;52.072071209161486
2017-02-24;informatiebord;IFB;Verboden;Gazon, Speeltuin en Beplanting;Hondenbeleidsbord;74562.9969548133;450391.939886275;4.214904145695069;52.036016395869396
2017-02-24;informatiebord;IFB;Verboden;Gazon, Speeltuin en Beplanting;Hondenbeleidsbord;74512.7996913482;450362.86220317;4.214179555258334;52.03574780250699
2017-03-09;informatiebord;IFB;Loslopen;Haagse Beekzone;Hondenbeleidsbord;77014.6981820064;454784.368349029;4.24962593797783;52.07583981365512
2017-03-09;informatiebord;IFB;Loslopen;Haagse Beekzone;Hondenbeleidsbord;77098.1397191816;454832.602486552;4.250831865440999;52.076285018624645
2017-03-09;informatiebord;IFB;Verboden;Speeltuin;Hondenbeleidsbord;76837.7314836946;454350.990210808;4.247144254538652;52.071920268387146
2017-03-09;informatiebord;IFB;Verboden;Speeltuin;Hondenbeleidsbord;76776.3057991765;454316.316760243;4.246256428270567;52.071600000052065
2017-03-09;informatiebord;IFB;Verboden;Speeltuin;Hondenbeleidsbord;76764.6889837513;454334.094008091;4.246082946320448;52.07175811637482
2017-03-09;informatiebord;IFB;Verboden/Verzoek;Speeltuin;Hondenbeleidsbord;76811.6842825172;454373.872800304;4.2467591653818335;52.07212222879191
2017-03-09;informatiebord;IFB;Verboden/Verzoek;Speeltuin;Hondenbeleidsbord;76774.8977003371;454329.693699217;4.246232828298492;52.071720014437744
2017-03-09;informatiebord;IFB;Verboden;Skatebaan;Hondenbeleidsbord;76499.4050451878;454413.479684584;4.242196061824897;52.072433988063665
2017-03-09;informatiebord;IFB;Loslopen;Gazon;Hondenbeleidsbord;75012.2381726459;452412.553062542;4.2209772634832;52.05423978392096
2017-03-09;informatiebord;IFB;Loslopen;Gazon;Hondenbeleidsbord;74944.6834269734;452299.788602458;4.220018930986167;52.05321666402846
2017-03-10;informatiebord;IFB;Verboden;Gazon en plantsoen;Hondenbeleidsbord;74945.7658070497;452103.496217976;4.220080701781289;52.05145282630148
2017-03-10;informatiebord;IFB;Verboden;Gazon en plantsoen;Hondenbeleidsbord;74942.4700272518;452145.132902755;4.220022905741991;52.051826520988165
2017-03-10;informatiebord;IFB;Verboden;Gazon en plantsoen;Hondenbeleidsbord;74956.4221617293;452156.448413394;4.220223626399784;52.05193022387646
2017-03-10;informatiebord;IFB;Verboden;Gazon en plantsoen;Hondenbeleidsbord;74969.0559842877;452172.597734403;4.220403999425993;52.05207717540012
2017-03-10;informatiebord;IFB;Verboden;Gazon en plantsoen;Hondenbeleidsbord;74898.1967186343;452151.614603024;4.219376041858262;52.051878371815775
2017-03-10;informatiebord;IFB;Verboden;Gazon en plantsoen;Hondenbeleidsbord;74901.272779779;452165.456878175;4.219417634616473;52.05200321089073
2017-03-10;informatiebord;IFB;Verboden;Gazon en plantsoen;Hondenbeleidsbord;74837.1149330479;452152.823055617;4.218485406579363;52.05188039966699
2017-03-10;informatiebord;IFB;Verboden;Gazon en plantsoen;Hondenbeleidsbord;74814.9279275387;452205.026648283;4.218149748583279;52.05234632060798
2017-03-10;informatiebord;IFB;Verboden;Gazon en plantsoen;Hondenbeleidsbord;74810.4651155409;452252.744407337;4.218073496496385;52.052774493304405
2017-03-10;informatiebord;IFB;Verboden;Gazon en plantsoen;Hondenbeleidsbord;74859.7276941324;452263.901437332;4.218788964237373;52.05288188271569
2017-03-10;informatiebord;IFB;Verboden;Gazon en plantsoen;Hondenbeleidsbord;74893.8853705773;452271.797181636;4.219285019703412;52.05295777683701
2017-03-10;informatiebord;IFB;Verboden;Gazon en plantsoen;Hondenbeleidsbord;74928.5579868681;452271.797181636;4.219790433533006;52.052962787676634
2017-03-10;informatiebord;IFB;Verboden;Gazon en plantsoen;Hondenbeleidsbord;74921.5204756408;452251.54288103;4.219692596866139;52.05277975426524
2017-03-10;informatiebord;IFB;Loslopen;Duinen ;Hondenbeleidsbord;74644.2126997425;452673.700212633;4.215551073113557;52.0565333517704
;informatiebord;IFB;Verboden/Periode;Speelweide, Doorgroei en Struweel;Hondenbeleidsbord;75280.5070336564;450544.722512447;4.225323542425386;52.03749302134056
2017-02-27;informatiebord;IFB;Loslopen;Madestein;Hondenbeleidsbord;75746.9073164804;451680.43941253;4.231856499791294;52.04776613080664
2017-02-27;informatiebord;IFB;Loslopen;Madestein;Hondenbeleidsbord;75852.1151979703;451465.988452189;4.233439580989215;52.04585397807087
2017-02-27;informatiebord;IFB;Loslopen;Madestein;Hondenbeleidsbord;76224.8208563734;451080.610635903;4.23896039998664;52.04244382642195
2017-02-27;informatiebord;IFB;Loslopen;Madestein;Hondenbeleidsbord;76235.7006123649;451031.366158914;4.239130301635777;52.0420028306259
2017-02-27;informatiebord;IFB;Verboden;Madestein;Hondenbeleidsbord;76142.6748759085;451089.911189213;4.237761108519919;52.042515727565856
2017-02-27;informatiebord;IFB;Verboden;Madestein;Hondenbeleidsbord;76090.7234980089;451123.728595582;4.236996192946619;52.0428122390951
2017-02-27;informatiebord;IFB;Verboden;Madestein;Hondenbeleidsbord;75945.7407095709;451154.058251873;4.234876271237596;52.04306414304621
2017-02-24;informatiebord;IFB;Verboden;Gazon, Speeltuin en Beplanting;Hondenbeleidsbord;74441.4828475227;450342.966946309;4.213145076361126;52.03555865509197
2017-02-24;informatiebord;IFB;Verboden;Gazon, Speeltuin en Beplanting;Hondenbeleidsbord;74343.8430484655;450316.643991077;4.2117285709534045;52.035307907140265
2017-02-27;informatiebord;IFB;Loslopen;Gazon en Struweel;Hondenbeleidsbord;75241.0142592804;450516.462851915;4.224754656347789;52.03723338317477
;informatiebord;IFB;Verboden/Periode;Gazon;Hondenbeleidsbord;75251.8025526315;450522.837752531;4.224910372711553;52.03729222371788
;informatiebord;IFB;Loslopen;Gazon en Struweel;Hondenbeleidsbord;74928.8597858477;450811.347768217;4.220136997392283;52.03983839735833
2017-02-27;informatiebord;IFB;Verboden/Periode;Speelweide, Doorgroei en Struweel;Hondenbeleidsbord;75262.5278033218;450570.056882464;4.225055645792826;52.03771810564026
2017-02-27;informatiebord;IFB;Verboden/Periode;Speelweide, Doorgroei en Struweel;Hondenbeleidsbord;75319.7344452957;450615.617886607;4.225878632379231;52.03813576869615
;informatiebord;IFB;Verboden/Periode;Speelweide, Doorgroei en Struweel;Hondenbeleidsbord;75369.9945664584;450656.684083167;4.226601455902558;52.03851203528956
2017-02-27;informatiebord;IFB;Verboden/Periode;Speelweide, Doorgroei en Struweel;Hondenbeleidsbord;75388.3824156643;450694.685638193;4.226860556276798;52.03885618084103
2017-02-27;informatiebord;IFB;Loslopen;Madestein;Hondenbeleidsbord;75414.5333338897;450661.06967013;4.227249457195886;52.03855784215567
2017-02-27;informatiebord;IFB;Loslopen;Madestein;Hondenbeleidsbord;75328.7733636513;450851.475428725;4.225955384976017;52.04025662452519
2017-02-27;informatiebord;IFB;Loslopen;Madestein;Hondenbeleidsbord;75569.6349424445;450968.337682549;4.229438223517869;52.04134138181045
2017-02-27;informatiebord;IFB;Loslopen;Madestein;Hondenbeleidsbord;75652.986523818;451009.400593961;4.230643375564773;52.04172233457095
2017-02-27;informatiebord;IFB;Loslopen;Madestein;Hondenbeleidsbord;75683.0176082834;451024.518282739;4.231077514865081;52.041862488941135
2017-02-27;informatiebord;IFB;Loslopen;Madestein;Hondenbeleidsbord;75703.8555036268;451002.250335755;4.23138635462753;52.04166535672239
2017-02-27;informatiebord;IFB;Verboden/Periode;Speelweide, Doorgroei en Struweel;Hondenbeleidsbord;75370.3655097124;450790.918818442;4.226575596976043;52.039718402349585
2017-02-27;informatiebord;IFB;Verboden/Periode;Speelweide, Doorgroei en Struweel;Hondenbeleidsbord;75328.0708785381;450710.718621593;4.225977949569367;52.038991598868726
2017-02-27;informatiebord;IFB;Verboden/Periode;Speelweide, Doorgroei en Struweel;Hondenbeleidsbord;75192.8078599711;450715.107687092;4.224005843131342;52.03901158670621
2017-02-27;informatiebord;IFB;Verboden/Periode;Speelweide, Doorgroei en Struweel;Hondenbeleidsbord;75160.4883776586;450768.973490946;4.223522297603851;52.03949100326043
2017-02-27;informatiebord;IFB;Verboden/Periode;Speelweide, Doorgroei en Struweel;Hondenbeleidsbord;75096.2484189882;450738.649038406;4.22259325623365;52.0392092347931
2017-02-27;informatiebord;IFB;Verboden;Madestein;Hondenbeleidsbord;75829.8865522866;450986.365539469;4.233226699380214;52.04154061954857
2017-02-27;informatiebord;IFB;Verboden;Madestein;Hondenbeleidsbord;75931.507121206;450879.89373736;4.234732250772495;52.04059830167319
2017-03-03;informatiebord;IFB;Verboden;Paleistuin;Hondenbeleidsbord;80746.6331027028;455343.150418766;4.303932802640634;52.0813743858752
2017-03-03;informatiebord;IFB;Verboden;Paleistuin;Hondenbeleidsbord;80723.0485046984;455319.410658933;4.303593958254237;52.08115787985803
2017-03-03;informatiebord;IFB;Verboden;Paleistuin;Hondenbeleidsbord;80726.6172267648;455292.56766252;4.303651856592077;52.08091712772896
2017-03-03;informatiebord;IFB;Verboden;Paleistuin;Hondenbeleidsbord;80776.8896593533;455287.602483992;4.304386220474472;52.08087924788648
2017-03-03;informatiebord;IFB;Verboden;Paleistuin;Hondenbeleidsbord;80783.8719416572;455322.358733683;4.3044805044068415;52.08119252894653
2017-03-09;informatiebord;IFB;Loslopen;Haagse Beekzone;Hondenbeleidsbord;76555.0887075475;454486.921122932;4.242991227195345;52.073101865850795
2017-03-09;informatiebord;IFB;Loslopen;Haagse Beekzone;Hondenbeleidsbord;76646.637793045;454547.524038683;4.244312411716667;52.07365943877527
2017-03-09;informatiebord;IFB;Loslopen;Haagse Beekzone;Hondenbeleidsbord;76761.8263137648;454622.310615569;4.245975129899633;52.07434779976649
2017-03-09;informatiebord;IFB;Loslopen;Haagse Beekzone;Hondenbeleidsbord;76883.9206777579;454702.501706078;4.2477373774309415;52.07508567968751
2017-02-24;informatiebord;IFB;Loslopen;Gazon en Struweel;Hondenbeleidsbord;74723.6843311637;450310.475266606;4.21726468084839;52.03530759613222
2017-02-24;informatiebord;IFB;Verboden;Gazon, Speeltuin en Beplanting;Hondenbeleidsbord;74696.1563671651;450420.715902071;4.216837682347163;52.03629429601032
2017-02-24;informatiebord;IFB;Verboden;Gazon, Speeltuin en Beplanting;Hondenbeleidsbord;74667.8291682587;450435.622447643;4.2164214160852085;52.036424151282056
2017-02-24;informatiebord;IFB;Verboden;Gazon, Speeltuin en Beplanting;Hondenbeleidsbord;74678.3678782408;450395.048414212;4.216584510033037;52.03606105642939
2017-02-27;informatiebord;IFB;Loslopen;Gazon en Struweel;Hondenbeleidsbord;74325.9158416169;450341.090014071;4.211461587013263;52.035524984791714
2017-02-27;informatiebord;IFB;Loslopen;Gazon en Struweel;Hondenbeleidsbord;74908.2327355687;450345.87442108;4.219945444222075;52.035652402490136
2017-02-27;informatiebord;IFB;Verboden/Periode;Gazon;Hondenbeleidsbord;74899.5487515063;450377.02986513;4.219811610917702;52.03593112909593
2017-02-27;informatiebord;IFB;Verboden/Periode;Gazon;Hondenbeleidsbord;75109.8421417338;450515.554139062;4.222843475931121;52.03720633127752
2017-02-27;informatiebord;IFB;Verboden/Periode;Gazon en Struweel;Hondenbeleidsbord;75196.151077759;450476.813196187;4.224110179997777;52.036870612006645
2017-02-27;informatiebord;IFB;Loslopen;Madestein;Hondenbeleidsbord;74949.8023406801;450784.786479161;4.220448401462883;52.03960272651816
2017-02-27;informatiebord;IFB;Verboden;Speelplaats Nederhoflaan;Hondenbeleidsbord;74999.3231432558;451045.130499927;4.2211091145167545;52.041949477904346
2017-02-27;informatiebord;IFB;Verboden;Speelplaats Nederhoflaan;Hondenbeleidsbord;75013.1105828866;451070.662795539;4.221304066902511;52.04218091550584
2017-02-27;informatiebord;IFB;Verboden;Speelplaats Nederhoflaan;Hondenbeleidsbord;75014.1318747111;451034.151612813;4.221327493500287;52.0418529521405
2017-02-27;informatiebord;IFB;Verboden;Speelplaats Nederhoflaan;Hondenbeleidsbord;75035.5790030258;451056.875355909;4.221634729848918;52.042060255050956
2017-02-27;informatiebord;IFB;Verboden/Verzoek;Speeltuin;Hondenbeleidsbord;75016.1744583601;451052.279542698;4.221353018812126;52.04201615498041
2017-02-27;informatiebord;IFB;Verboden;Madestein;Hondenbeleidsbord;75736.8427244479;451623.78847381;4.231722946723984;52.04725559221337
2017-02-27;informatiebord;IFB;Verboden;Madestein;Hondenbeleidsbord;75737.1618685686;451557.725640817;4.231742920091646;52.046661957485895
2017-02-27;informatiebord;IFB;Verboden;Madestein;Hondenbeleidsbord;75718.332365445;451476.343890029;4.2314873635224375;52.045927919107626
2017-02-27;informatiebord;IFB;Verboden;Madestein;Hondenbeleidsbord;75676.8436297489;451432.940289608;4.230892759439347;52.045531932448334
2017-02-28;informatiebord;IFB;Loslopen;Madestein;Hondenbeleidsbord;75573.3681671433;451317.801970479;4.229411426448621;52.04448241297601
2017-02-28;informatiebord;IFB;Loslopen;Doorgroei en Plansoen;Hondenbeleidsbord;75545.9098085115;451310.848230306;4.229012864149186;52.044415987359045
2017-02-28;informatiebord;IFB;Loslopen;Doorgroei en Plansoen;Hondenbeleidsbord;75541.6305837897;451319.05007769;4.22894859203329;52.04448908067325
2017-02-28;informatiebord;IFB;Loslopen;Madestein;Hondenbeleidsbord;75511.2805964997;451453.327016462;4.228475042198951;52.045691421892144
2017-02-28;informatiebord;IFB;Loslopen;Doorgroei en Plansoen;Hondenbeleidsbord;75419.8405090843;451492.381554133;4.227133263324166;52.04602926850498
2017-02-28;informatiebord;IFB;Loslopen;Madestein;Hondenbeleidsbord;75392.3832487595;451512.350470733;4.226728435704956;52.04620477819817
2017-02-28;informatiebord;IFB;Loslopen;Madestein;Hondenbeleidsbord;75346.7400108169;451525.187631404;4.226060213203121;52.04631358321037
2017-02-28;informatiebord;IFB;Loslopen;Madestein;Hondenbeleidsbord;75489.8024637298;451593.754324254;4.228129341335365;52.046950304502
2017-02-28;informatiebord;IFB;Verboden;Oostduin en Arendsdorp;Hondenbeleidsbord;81550.3150192136;456586.899967307;4.315387760941979;52.09265884415625
2017-02-28;informatiebord;IFB;Verboden;Rosarium;Hondenbeleidsbord;81809.9432478693;456517.607379459;4.319190633015519;52.09207051802737
2017-02-28;informatiebord;IFB;Verboden;Rosarium;Hondenbeleidsbord;81743.2819582312;456394.834841053;4.318244429171075;52.09095837375167
2017-02-28;informatiebord;IFB;Verboden;Rosarium;Hondenbeleidsbord;81618.4336138428;456402.844162047;4.316421227925912;52.09101381561484
2017-02-28;informatiebord;IFB;Verboden;Speelweide;Hondenbeleidsbord;82632.6148534698;457155.299518572;4.331057991802904;52.097909476950626
2017-02-27;informatiebord;IFB;Verboden;Madestein;Hondenbeleidsbord;75877.5354690503;451086.261425967;4.2338979693442;52.04244514820135
2017-02-27;informatiebord;IFB;Verboden;Madestein;Hondenbeleidsbord;75833.6308980564;451060.531305291;4.233264090309004;52.04220765329182
2017-02-27;informatiebord;IFB;Verboden;Madestein;Hondenbeleidsbord;75828.7299226897;451069.516426797;4.233190585929974;52.04228769916437
2017-02-27;informatiebord;IFB;Verboden;Madestein;Hondenbeleidsbord;75907.9623577855;451141.805813456;4.234328540256319;52.04294864622309
2017-02-27;informatiebord;IFB;Verboden;Madestein;Hondenbeleidsbord;75946.7617461057;451163.043373379;4.234889073417326;52.04314503448507
2017-02-27;informatiebord;IFB;Verboden/Verzoek;Madestein;Hondenbeleidsbord;75898.773990281;451215.310297251;4.2341776233556745;52.04360789152026
2017-02-27;informatiebord;IFB;Verboden;Madestein;Hondenbeleidsbord;75848.7442006795;451319.964448968;4.2334242668326505;52.044541236173266
2017-02-28;informatiebord;IFB;Verboden;Madestein;Hondenbeleidsbord;75815.2127779034;451357.16813661;4.232926958807248;52.04487078209453
2017-02-28;informatiebord;IFB;Verboden;Madestein;Hondenbeleidsbord;75792.7448260993;451343.794355774;4.23260260642691;52.04474738709518
2017-02-28;informatiebord;IFB;Loslopen;Madestein;Hondenbeleidsbord;75714.2469268378;451007.037184007;4.231536679821597;52.04170986056047
2017-02-28;informatiebord;IFB;Loslopen;Madestein;Hondenbeleidsbord;75738.6753893447;451048.940021154;4.2318829632857735;52.04208991826942
2017-02-28;informatiebord;IFB;Loslopen;Oostduin en Arendsdorp;Hondenbeleidsbord;81641.8979391979;456987.486840968;4.31663776625595;52.096270960508704
2017-02-28;informatiebord;IFB;Verboden/Verzoek;Oostduin en Arendsdorp;Hondenbeleidsbord;81624.3938147065;456783.067176188;4.316426357703362;52.094431573415825
2017-02-28;informatiebord;IFB;Verboden/Verzoek;Oostduin en Arendsdorp;Hondenbeleidsbord;81634.3741230992;456766.433328867;4.316575556476409;52.094283412217976
2017-02-28;informatiebord;IFB;Verboden;Oostduin en Arendsdorp;Hondenbeleidsbord;81635.799881441;456670.669893576;4.316616966150617;52.09342299962586
2017-02-28;informatiebord;IFB;Verboden/Verzoek;Oostduin en Arendsdorp;Hondenbeleidsbord;81641.265288418;456715.343654952;4.316687095859931;52.09382519569957
2017-02-28;informatiebord;IFB;Verboden;Oostduin en Arendsdorp;Hondenbeleidsbord;81594.2741430281;456642.442914288;4.316017169518862;52.09316382565366
2017-02-28;informatiebord;IFB;Verboden;Oostduin en Arendsdorp;Hondenbeleidsbord;81535.1669427641;456613.03782471;4.315161117519366;52.092891728155884
2017-02-28;informatiebord;IFB;Verboden;Japanse Tuin;Hondenbeleidsbord;82739.2581794247;457397.841703236;4.332562694887161;52.100103082879876
2017-02-28;informatiebord;IFB;Verboden/Verzoek;Clingendael;Hondenbeleidsbord;82747.7929567336;457619.865239002;4.332640169384795;52.10209947216111
2017-02-28;informatiebord;IFB;Verboden/Verzoek;Speeltuin, Gazon en Beplanting;Hondenbeleidsbord;82692.1105949686;457605.802116918;4.331830568505641;52.10196581730404
2017-02-28;informatiebord;IFB;Verboden/Verzoek;Speeltuin, Gazon en Beplanting;Hondenbeleidsbord;82671.5860384135;457622.715871857;4.3315274603993865;52.102115135127555
2017-02-28;informatiebord;IFB;Verboden;Clingendael;Hondenbeleidsbord;82638.8987816777;457559.621864669;4.331063844950318;52.101543850759086
2017-02-28;informatiebord;IFB;Verboden;Clingendael;Hondenbeleidsbord;82599.3700060902;457556.201105243;4.330487727070863;52.10150793911063
