OBJECTID,Match_addr,X,Y,Hoofdcategorie,Categorie,Naam,Internet,Adres,Postcode,Plaats,GlobalID
141,"Taghof 3, 8281 NA Genemuiden",6.035697,52.619571,Onderwijs,Bilbiotheek Genemuiden,"Bibliotheek Een Handvol Koren, gemeente Jachin en Boaz Kerk",,Taghof 3,8281 NA,Genemuiden,232a7add-52e1-4c5d-9545-bf83f371c1f5
142,"Havenplein 1, 8281 EV Genemuiden",6.04110600000001,52.62399,Onderwijs,Bilbiotheek Genemuiden,Bibliotheek Genemuiden,http://www.bibliotheekzwartewaterland.nl,Havenplein 1,8281 EV,Genemuiden,2f3f1982-1d7d-4391-b58a-dff851fd7b81
143,"Doctor H.A.W. van de Vechtlaan 34, 8061 Hasselt",6.09844493015831,52.5903275753958,Onderwijs,Bilbiotheek Hasselt,Bibliotheek Hasselt,http://www.bibliotheekzwartewaterland.nl,Dr. H.A.W. van de Vechtlaan 34,8061 HK,Hasselt,e48f44e8-e564-4e68-a9cd-823ab8a6a171
144,"Handelskade 25, 8064 DV Zwartsluis",6.073128,52.640388,Onderwijs,Bilbiotheek Zwartsluis,Bibliotheek Zwartsluis,http://www.bibliotheekzwartewaterland.nl,Handelskade 25,8064 DV,Zwartsluis,af4e79bf-4d91-4f61-a84e-ab6d124c59f6
145,"Kamperzeedijk 18, 8281 PG Genemuiden",6.003342,52.597962,Onderwijs,Culturele accomodaties Genemuiden,Gemeenschapscentrum Kamperzeedijk De Driester,,Kamperzeedijk 18,8281 PG,Genemuiden,75b99d37-a2ca-472f-aafd-6a984bba2109
146,"Grutto 1, 8281 ES Genemuiden",6.04806300000001,52.622109,Onderwijs,Culturele accomodaties Genemuiden,Verenigingsgebouw d' Overtoom,http://www.overtoom-genemuiden.nl,Grutto 1,8281 ES,Genemuiden,c257011b-2ffc-47e6-b0cf-9f93f160b70c
147,"Havenplein 1, 8281 EV Genemuiden",6.04110600000001,52.62399,Onderwijs,Culturele accomodaties Genemuiden,t Olde Staduus,http://www.toldestaduus.nl,Havenplein 1,8281 EV,Genemuiden,96535390-ad78-4171-9ab7-88576fb6af4c
148,"Karel Doormanstraat 30, 8061 JR Hasselt",6.100146,52.589187,Onderwijs,Culturele accomodaties Hasselt,Cultureel centrum Het Teeuwland,,Karel Doormanstraat 30,8061 JR,Hasselt,5ea647ef-72cf-413d-88af-de2d1ed6ad80
149,"Kerkwetering 1, 8294 PE Mastenbroek",6.02251649999999,52.57413,Onderwijs,Culturele accomodaties Hasselt,"Verenigingsgebouw 't Trefpunt, Mastenbroek",http://www.trefpuntmastenbroek.nl,Kerkwetering 1,8294 PE,Mastenbroek,f069bebb-8f2b-4e03-b8b0-f8c764fe7c59
150,"Eikenstraat 20, 8021 WX Zwolle",6.0999075,52.518069,Onderwijs,Culturele organisaties,Stichting IJsselacademie,http://www.ijsselacademie.nl,Eikenstraat 20,8021 WX,Zwolle,3f1c3d5c-06b3-460f-af89-49c99d793e3c
