FID,utm_x,utm_y,naam,status,opmerking,gebiednr,turbine_nr,eigenaar,gdb_geomattr_data,shape
turbines_en_ohvs.155,594534.88007,5830908.08938,NSW Offshore windpark Egmond aan Zee,In gebruik,Turbine,1,21,Noordzeewind,,POINT (594534.8801999995 5830908.089400001)
turbines_en_ohvs.156,598548.85045,5827853.11069,NSW Offshore windpark Egmond aan Zee,In gebruik,Turbine,1,22,Noordzeewind,,POINT (598548.8504999997 5827853.1107)
turbines_en_ohvs.157,598119.85361,5828338.10732,NSW Offshore windpark Egmond aan Zee,In gebruik,Turbine,1,23,Noordzeewind,,POINT (598119.8536999999 5828338.1073)
turbines_en_ohvs.158,597695.85681,5828826.10387,NSW Offshore windpark Egmond aan Zee,In gebruik,Turbine,1,24,Noordzeewind,,POINT (597695.8569999998 5828826.103800001)
turbines_en_ohvs.159,597038.86174,5829572.09851,NSW Offshore windpark Egmond aan Zee,In gebruik,Turbine,1,25,Noordzeewind,,POINT (597038.8618999999 5829572.0985)
turbines_en_ohvs.160,596560.86528,5830116.09474,NSW Offshore windpark Egmond aan Zee,In gebruik,Turbine,1,26,Noordzeewind,,POINT (596560.8653999995 5830116.094699999)
turbines_en_ohvs.161,596135.86848,5830600.09125,NSW Offshore windpark Egmond aan Zee,In gebruik,Turbine,1,27,Noordzeewind,,POINT (596135.8687000005 5830600.0912)
turbines_en_ohvs.162,595710.87167,5831084.08776,NSW Offshore windpark Egmond aan Zee,In gebruik,Turbine,1,28,Noordzeewind,,POINT (595710.8717999998 5831084.0878)
turbines_en_ohvs.163,595285.87487,5831568.08438,NSW Offshore windpark Egmond aan Zee,In gebruik,Turbine,1,29,Noordzeewind,,POINT (595285.875 5831568.0844)
turbines_en_ohvs.164,598868.84828,5828998.10231,NSW Offshore windpark Egmond aan Zee,In gebruik,Turbine,1,30,Noordzeewind,,POINT (598868.8483999996 5828998.102399999)
turbines_en_ohvs.165,598446.8514,5829486.09886,NSW Offshore windpark Egmond aan Zee,In gebruik,Turbine,1,31,Noordzeewind,,POINT (598446.8515999997 5829486.0989)
turbines_en_ohvs.166,597796.85628,5830224.09364,NSW Offshore windpark Egmond aan Zee,In gebruik,Turbine,1,32,Noordzeewind,,POINT (597796.8563999999 5830224.093599999)
turbines_en_ohvs.167,597312.85998,5830776.08973,NSW Offshore windpark Egmond aan Zee,In gebruik,Turbine,1,33,Noordzeewind,,POINT (597312.8601000002 5830776.0897)
turbines_en_ohvs.168,596887.86317,5831260.08625,NSW Offshore windpark Egmond aan Zee,In gebruik,Turbine,1,34,Noordzeewind,,POINT (596887.8633000003 5831260.086300001)
turbines_en_ohvs.169,596462.86637,5831744.08286,NSW Offshore windpark Egmond aan Zee,In gebruik,Turbine,1,35,Noordzeewind,,POINT (596462.8664999995 5831744.082900001)
turbines_en_ohvs.170,698132.97,5995827,Buitengaats / Gemini I,In gebruik,Turbine,12,T7,Gemini Buitengaats,,POINT (698132.9699999997 5995827)
turbines_en_ohvs.171,699571.99,5992107.23,Buitengaats / Gemini I,In gebruik,Turbine,12,U1,Gemini Buitengaats,,POINT (699571.9900000002 5992107.23)
turbines_en_ohvs.172,700289.11,5992536.34,Buitengaats / Gemini I,In gebruik,Turbine,12,U2,Gemini Buitengaats,,POINT (700289.1100000003 5992536.34)
turbines_en_ohvs.173,701025.84,5992916.19,Buitengaats / Gemini I,In gebruik,Turbine,12,U3,Gemini Buitengaats,,POINT (701025.8399999999 5992916.1899999995)
turbines_en_ohvs.174,700778.49,5993553.95,Buitengaats / Gemini I,In gebruik,Turbine,12,U4,Gemini Buitengaats,,POINT (700778.4900000002 5993553.949999999)
turbines_en_ohvs.175,700533.22,5994191.92,Buitengaats / Gemini I,In gebruik,Turbine,12,U5,Gemini Buitengaats,,POINT (700533.2199999997 5994191.92)
turbines_en_ohvs.176,700286.86,5994830.97,Buitengaats / Gemini I,In gebruik,Turbine,12,U6,Gemini Buitengaats,,POINT (700286.8600000003 5994830.970000001)
turbines_en_ohvs.177,700039.92,5995468.9,Buitengaats / Gemini I,In gebruik,Turbine,12,U7,Gemini Buitengaats,,POINT (700039.9199999999 5995468.9)
turbines_en_ohvs.178,699794.47,5996107.44,Buitengaats / Gemini I,In gebruik,Turbine,12,U8,Gemini Buitengaats,,POINT (699794.4699999997 5996107.4399999995)
turbines_en_ohvs.179,700555.98,5991846.27,Buitengaats / Gemini I,In gebruik,Turbine,12,V1,Gemini Buitengaats,,POINT (700555.9800000004 5991846.27)
turbines_en_ohvs.180,701271.7,5992278.12,Buitengaats / Gemini I,In gebruik,Turbine,12,V2,Gemini Buitengaats,,POINT (701271.7000000002 5992278.119999999)
turbines_en_ohvs.181,701520.04,5991636.14,Buitengaats / Gemini I,In gebruik,Turbine,12,V3,Gemini Buitengaats,,POINT (701520.04 5991636.140000001)
turbines_en_ohvs.182,701765.99,5990997.77,Buitengaats / Gemini I,In gebruik,Turbine,12,V4,Gemini Buitengaats,,POINT (701765.9900000002 5990997.77)
turbines_en_ohvs.183,702012.71,5990360.25,Buitengaats / Gemini I,In gebruik,Turbine,12,V5,Gemini Buitengaats,,POINT (702012.71 5990360.25)
turbines_en_ohvs.184,702505.22,5989082.68,Buitengaats / Gemini I,In gebruik,Turbine,12,V7,Gemini Buitengaats,,POINT (702505.2199999997 5989082.68)
turbines_en_ohvs.185,702752.25,5988445.08,Buitengaats / Gemini I,In gebruik,Turbine,12,V8,Gemini Buitengaats,,POINT (702752.25 5988445.08)
turbines_en_ohvs.186,699812.79,5991485.03,Buitengaats / Gemini I,In gebruik,Turbine,12,W1,Gemini Buitengaats,,POINT (699812.79 5991485.029999999)
turbines_en_ohvs.187,700821.22,5991159.71,Buitengaats / Gemini I,In gebruik,Turbine,12,W2,Gemini Buitengaats,,POINT (700821.2199999997 5991159.710000001)
turbines_en_ohvs.188,701085.85,5990473.76,Buitengaats / Gemini I,In gebruik,Turbine,12,W3,Gemini Buitengaats,,POINT (701085.8499999996 5990473.76)
turbines_en_ohvs.189,701351.51,5989788.31,Buitengaats / Gemini I,In gebruik,Turbine,12,W4,Gemini Buitengaats,,POINT (701351.5099999998 5989788.3100000005)
turbines_en_ohvs.190,701616.97,5989100.58,Buitengaats / Gemini I,In gebruik,Turbine,12,W5,Gemini Buitengaats,,POINT (701616.9699999997 5989100.58)
turbines_en_ohvs.191,701882.19,5988414.73,Buitengaats / Gemini I,In gebruik,Turbine,12,W6,Gemini Buitengaats,,POINT (701882.1900000004 5988414.73)
turbines_en_ohvs.192,701012.5,5988385.17,Buitengaats / Gemini I,In gebruik,Turbine,12,W7,Gemini Buitengaats,,POINT (701012.5 5988385.17)
turbines_en_ohvs.193,700053.22,5990865.17,Buitengaats / Gemini I,In gebruik,Turbine,12,X1,Gemini Buitengaats,,POINT (700053.2199999997 5990865.17)
turbines_en_ohvs.194,700291.65,5990245.14,Buitengaats / Gemini I,In gebruik,Turbine,12,X2,Gemini Buitengaats,,POINT (700291.6500000004 5990245.140000001)
turbines_en_ohvs.195,700531.89,5989624.72,Buitengaats / Gemini I,In gebruik,Turbine,12,X3,Gemini Buitengaats,,POINT (700531.8899999997 5989624.720000001)
turbines_en_ohvs.196,700772.1,5989004.99,Buitengaats / Gemini I,In gebruik,Turbine,12,X4,Gemini Buitengaats,,POINT (700772.0999999996 5989004.99)
turbines_en_ohvs.197,699878.09,5989020.9,Buitengaats / Gemini I,In gebruik,Turbine,12,X5,Gemini Buitengaats,,POINT (699878.0899999999 5989020.9)
turbines_en_ohvs.198,699619.61,5989688.54,Buitengaats / Gemini I,In gebruik,Turbine,12,X6,Gemini Buitengaats,,POINT (699619.6100000003 5989688.539999999)
turbines_en_ohvs.199,699362.18,5990353.57,Buitengaats / Gemini I,In gebruik,Turbine,12,X7,Gemini Buitengaats,,POINT (699362.1799999997 5990353.57)
turbines_en_ohvs.200,699104.22,5991019.58,Buitengaats / Gemini I,In gebruik,Turbine,12,Y1,Gemini Buitengaats,,POINT (699104.2199999997 5991019.58)
turbines_en_ohvs.201,698332.96,5990730.63,Buitengaats / Gemini I,In gebruik,Turbine,12,Y2,Gemini Buitengaats,,POINT (698332.96 5990730.630000001)
turbines_en_ohvs.202,698566.29,5990129.43,Buitengaats / Gemini I,In gebruik,Turbine,12,Y3,Gemini Buitengaats,,POINT (698566.29 5990129.43)
turbines_en_ohvs.203,698800.5,5989528.15,Buitengaats / Gemini I,In gebruik,Turbine,12,Y4,Gemini Buitengaats,,POINT (698800.5 5989528.15)
turbines_en_ohvs.204,699032.87,5988927.16,Buitengaats / Gemini I,In gebruik,Turbine,12,Y5,Gemini Buitengaats,,POINT (699032.8700000001 5988927.16)
turbines_en_ohvs.205,700135.81,5988355.33,Buitengaats / Gemini I,In gebruik,Turbine,12,Y7,Gemini Buitengaats,,POINT (700135.8099999996 5988355.33)
turbines_en_ohvs.206,698846.34,5991686.22,Buitengaats / Gemini I,In gebruik,Turbine,12,Z1,Gemini Buitengaats,,POINT (698846.3399999999 5991686.220000001)
turbines_en_ohvs.207,698098.77,5991332.68,Buitengaats / Gemini I,In gebruik,Turbine,12,Z2,Gemini Buitengaats,,POINT (698098.7699999996 5991332.68)
turbines_en_ohvs.208,697141.25,5991526.12,Buitengaats / Gemini I,In gebruik,Turbine,12,Z3,Gemini Buitengaats,,POINT (697141.25 5991526.119999999)
turbines_en_ohvs.209,697391.67,5990879.75,Buitengaats / Gemini I,In gebruik,Turbine,12,Z4,Gemini Buitengaats,,POINT (697391.6699999999 5990879.75)
turbines_en_ohvs.210,697642.85,5990234.53,Buitengaats / Gemini I,In gebruik,Turbine,12,Z5,Gemini Buitengaats,,POINT (697642.8499999996 5990234.529999999)
turbines_en_ohvs.211,697895.29,5989587.78,Buitengaats / Gemini I,In gebruik,Turbine,12,Z6,Gemini Buitengaats,,POINT (697895.29 5989587.779999999)
turbines_en_ohvs.212,698145.71,5988942.59,Buitengaats / Gemini I,In gebruik,Turbine,12,Z7,Gemini Buitengaats,,POINT (698145.71 5988942.59)
turbines_en_ohvs.213,698397.4,5988296.02,Buitengaats / Gemini I,In gebruik,Turbine,12,Z8,Gemini Buitengaats,,POINT (698397.4000000004 5988296.02)
turbines_en_ohvs.214,580548.98082,5826228.12605,Prinses Amalia Windparken,In gebruik,Turbine,2,57,PAWP: Eneco Windmolens Offshore BV.,,POINT (580548.9809999997 5826228.126)
turbines_en_ohvs.215,581044.97713,5825990.12773,Prinses Amalia Windparken,In gebruik,Turbine,2,58,PAWP: Eneco Windmolens Offshore BV.,,POINT (581044.9773000004 5825990.127800001)
turbines_en_ohvs.216,581540.97354,5825752.1294,Prinses Amalia Windparken,In gebruik,Turbine,2,59,PAWP: Eneco Windmolens Offshore BV.,,POINT (581540.9737 5825752.1294)
turbines_en_ohvs.217,582036.96985,5825515.13109,Prinses Amalia Windparken,In gebruik,Turbine,2,60,PAWP: Eneco Windmolens Offshore BV.,,POINT (582036.9699999997 5825515.131100001)
turbines_en_ohvs.218,583695.95806,5826882.12078,Prinses Amalia Windparken,In gebruik,OHVS,2,OHVS,PAWP: Eneco Windmolens Offshore BV.,,POINT (583695.9582000002 5826882.1208)
turbines_en_ohvs.219,582482.96685,5826385.12457,Prinses Amalia Windparken,In gebruik,Turbine,2,45,PAWP: Eneco Windmolens Offshore BV.,,POINT (582482.9670000002 5826385.124600001)
turbines_en_ohvs.220,582969.96318,5826130.1263,Prinses Amalia Windparken,In gebruik,Turbine,2,46,PAWP: Eneco Windmolens Offshore BV.,,POINT (582969.9633 5826130.1263999995)
turbines_en_ohvs.221,583456.95962,5825875.12813,Prinses Amalia Windparken,In gebruik,Turbine,2,47,PAWP: Eneco Windmolens Offshore BV.,,POINT (583456.9596999995 5825875.1282)
turbines_en_ohvs.222,583943.95606,5825620.12996,Prinses Amalia Windparken,In gebruik,Turbine,2,48,PAWP: Eneco Windmolens Offshore BV.,,POINT (583943.9561999999 5825620.130000001)
turbines_en_ohvs.223,584431.9524,5825365.13169,Prinses Amalia Windparken,In gebruik,Turbine,2,49,PAWP: Eneco Windmolens Offshore BV.,,POINT (584431.9526000004 5825365.1316)
turbines_en_ohvs.224,580528.98105,5826802.12193,Prinses Amalia Windparken,In gebruik,Turbine,2,50,PAWP: Eneco Windmolens Offshore BV.,,POINT (580528.9812000003 5826802.1219)
turbines_en_ohvs.225,581020.97743,5826556.12353,Prinses Amalia Windparken,In gebruik,Turbine,2,51,PAWP: Eneco Windmolens Offshore BV.,,POINT (581020.9775999999 5826556.1236000005)
turbines_en_ohvs.226,581512.97381,5826310.12534,Prinses Amalia Windparken,In gebruik,Turbine,2,52,PAWP: Eneco Windmolens Offshore BV.,,POINT (581512.9738999996 5826310.1252999995)
turbines_en_ohvs.227,582003.97018,5826064.12694,Prinses Amalia Windparken,In gebruik,Turbine,2,53,PAWP: Eneco Windmolens Offshore BV.,,POINT (582003.9704 5826064.127)
turbines_en_ohvs.228,582495.96655,5825818.12876,Prinses Amalia Windparken,In gebruik,Turbine,2,54,PAWP: Eneco Windmolens Offshore BV.,,POINT (582495.9666999998 5825818.128699999)
turbines_en_ohvs.229,582987.96304,5825571.13045,Prinses Amalia Windparken,In gebruik,Turbine,2,55,PAWP: Eneco Windmolens Offshore BV.,,POINT (582987.9631000003 5825571.1304)
turbines_en_ohvs.230,583479.95941,5825325.13216,Prinses Amalia Windparken,In gebruik,Turbine,2,56,PAWP: Eneco Windmolens Offshore BV.,,POINT (583479.9594999999 5825325.132200001)
turbines_en_ohvs.231,584891.94932,5826759.12143,Prinses Amalia Windparken,In gebruik,Turbine,2,21,PAWP: Eneco Windmolens Offshore BV.,,POINT (584891.9495000001 5826759.1214000005)
turbines_en_ohvs.232,585363.94593,5826477.12343,Prinses Amalia Windparken,In gebruik,Turbine,2,22,PAWP: Eneco Windmolens Offshore BV.,,POINT (585363.9461000003 5826477.123400001)
turbines_en_ohvs.233,581069.97736,5828385.11027,Prinses Amalia Windparken,In gebruik,Turbine,2,23,PAWP: Eneco Windmolens Offshore BV.,,POINT (581069.9775 5828385.110300001)
turbines_en_ohvs.234,581546.97381,5828111.11224,Prinses Amalia Windparken,In gebruik,Turbine,2,24,PAWP: Eneco Windmolens Offshore BV.,,POINT (581546.9740000004 5828111.112199999)
turbines_en_ohvs.235,582025.97038,5827839.11402,Prinses Amalia Windparken,In gebruik,Turbine,2,25,PAWP: Eneco Windmolens Offshore BV.,,POINT (582025.9704999998 5827839.1141)
turbines_en_ohvs.236,582501.96682,5827566.116,Prinses Amalia Windparken,In gebruik,Turbine,2,26,PAWP: Eneco Windmolens Offshore BV.,,POINT (582501.9670000002 5827566.116)
turbines_en_ohvs.237,582979.96338,5827293.11788,Prinses Amalia Windparken,In gebruik,Turbine,2,27,PAWP: Eneco Windmolens Offshore BV.,,POINT (582979.9634999996 5827293.117900001)
turbines_en_ohvs.238,583456.95983,5827020.11986,Prinses Amalia Windparken,In gebruik,Turbine,2,28,PAWP: Eneco Windmolens Offshore BV.,,POINT (583456.9599000001 5827020.119899999)
turbines_en_ohvs.239,583933.95638,5826747.12174,Prinses Amalia Windparken,In gebruik,Turbine,2,29,PAWP: Eneco Windmolens Offshore BV.,,POINT (583933.9566000002 5826747.1217)
turbines_en_ohvs.240,584411.95274,5826473.1236,Prinses Amalia Windparken,In gebruik,Turbine,2,30,PAWP: Eneco Windmolens Offshore BV.,,POINT (584411.9528999999 5826473.1236000005)
turbines_en_ohvs.241,579282.986075,5803658.29125,Luchterduinen,In gebruik,Turbine,9,1,Luchterduinen: Q10 Offshore Wind BV.,,POINT (579282.9861000003 5803658.291300001)
turbines_en_ohvs.242,578737.990124,5803948.28922,Luchterduinen,In gebruik,Turbine,9,2,Luchterduinen: Q10 Offshore Wind BV.,,POINT (578737.9901999999 5803948.2892)
turbines_en_ohvs.243,578191.994164,5804238.28718,Luchterduinen,In gebruik,Turbine,9,3,Luchterduinen: Q10 Offshore Wind BV.,,POINT (578191.9943000004 5804238.2872)
turbines_en_ohvs.244,577645.998204,5804529.28513,Luchterduinen,In gebruik,Turbine,9,4,Luchterduinen: Q10 Offshore Wind BV.,,POINT (577645.9982000003 5804529.2851)
turbines_en_ohvs.245,577101.002227,5804819.2831,Luchterduinen,In gebruik,Turbine,9,5,Luchterduinen: Q10 Offshore Wind BV.,,POINT (577101.0022999998 5804819.2831)
turbines_en_ohvs.246,576555.006267,5805110.28105,Luchterduinen,In gebruik,Turbine,9,6,Luchterduinen: Q10 Offshore Wind BV.,,POINT (576555.0062999995 5805110.2809999995)
turbines_en_ohvs.247,579584.983996,5804435.2855,Luchterduinen,In gebruik,Turbine,9,7,Luchterduinen: Q10 Offshore Wind BV.,,POINT (579584.9841 5804435.285499999)
turbines_en_ohvs.248,579053.987939,5804718.2835,Luchterduinen,In gebruik,Turbine,9,8,Luchterduinen: Q10 Offshore Wind BV.,,POINT (579053.9879999999 5804718.283500001)
turbines_en_ohvs.249,578521.991873,5805000.28153,Luchterduinen,In gebruik,Turbine,9,9,Luchterduinen: Q10 Offshore Wind BV.,,POINT (578521.9919999996 5805000.2815000005)
turbines_en_ohvs.250,577990.995816,5805283.27956,Luchterduinen,In gebruik,Turbine,9,10,Luchterduinen: Q10 Offshore Wind BV.,,POINT (577990.9957999997 5805283.2796)
turbines_en_ohvs.251,577458.999749,5805566.27757,Luchterduinen,In gebruik,Turbine,9,11,Luchterduinen: Q10 Offshore Wind BV.,,POINT (577458.9999000002 5805566.2776)
turbines_en_ohvs.252,576928.003666,5805849.27557,Luchterduinen,In gebruik,Turbine,9,12,Luchterduinen: Q10 Offshore Wind BV.,,POINT (576928.0038000001 5805849.275599999)
turbines_en_ohvs.253,579889.981918,5805212.27974,Luchterduinen,In gebruik,Turbine,9,13,Luchterduinen: Q10 Offshore Wind BV.,,POINT (579889.9819999998 5805212.2798)
turbines_en_ohvs.254,579372.985729,5805487.27781,Luchterduinen,In gebruik,Turbine,9,14,Luchterduinen: Q10 Offshore Wind BV.,,POINT (579372.9857999999 5805487.277799999)
turbines_en_ohvs.255,578855.989566,5805762.2759,Luchterduinen,In gebruik,Turbine,9,15,Luchterduinen: Q10 Offshore Wind BV.,,POINT (578855.9896999998 5805762.275900001)
turbines_en_ohvs.256,578337.993393,5806037.27396,Luchterduinen,In gebruik,Turbine,9,16,Luchterduinen: Q10 Offshore Wind BV.,,POINT (578337.9934 5806037.2739)
turbines_en_ohvs.257,577820.99723,5806312.27202,Luchterduinen,In gebruik,Turbine,9,17,Luchterduinen: Q10 Offshore Wind BV.,,POINT (577820.9973999998 5806312.272)
turbines_en_ohvs.258,577304.001041,5806588.2701,Luchterduinen,In gebruik,Turbine,9,18,Luchterduinen: Q10 Offshore Wind BV.,,POINT (577304.0011 5806588.270099999)
turbines_en_ohvs.259,580182.979913,5805968.27416,Luchterduinen,In gebruik,Turbine,9,19,Luchterduinen: Q10 Offshore Wind BV.,,POINT (580182.9800000004 5805968.2742)
turbines_en_ohvs.260,579678.983634,5806236.27226,Luchterduinen,In gebruik,Turbine,9,20,Luchterduinen: Q10 Offshore Wind BV.,,POINT (579678.9836999997 5806236.2722)
turbines_en_ohvs.261,579175.987365,5806503.27041,Luchterduinen,In gebruik,Turbine,9,21,Luchterduinen: Q10 Offshore Wind BV.,,POINT (579175.9874 5806503.270400001)
turbines_en_ohvs.262,578672.991069,5806771.26851,Luchterduinen,In gebruik,Turbine,9,22,Luchterduinen: Q10 Offshore Wind BV.,,POINT (578672.9912 5806771.2685)
turbines_en_ohvs.263,578169.9948,5807039.26665,Luchterduinen,In gebruik,Turbine,9,23,Luchterduinen: Q10 Offshore Wind BV.,,POINT (578169.9949000003 5807039.2666)
turbines_en_ohvs.264,577666.99853,5807306.26479,Luchterduinen,In gebruik,Turbine,9,24,Luchterduinen: Q10 Offshore Wind BV.,,POINT (577666.9985999996 5807306.264799999)
turbines_en_ohvs.265,580524.977523,5806709.26865,Luchterduinen,In gebruik,Turbine,9,25,Luchterduinen: Q10 Offshore Wind BV.,,POINT (580524.9775999999 5806709.2687)
turbines_en_ohvs.266,580037.98114,5806968.26685,Luchterduinen,In gebruik,Turbine,9,26,Luchterduinen: Q10 Offshore Wind BV.,,POINT (580037.9812000003 5806968.266799999)
turbines_en_ohvs.267,579550.98473,5807227.26503,Luchterduinen,In gebruik,Turbine,9,27,Luchterduinen: Q10 Offshore Wind BV.,,POINT (579550.9847999997 5807227.265000001)
turbines_en_ohvs.268,579063.988346,5807486.26323,Luchterduinen,In gebruik,Turbine,9,28,Luchterduinen: Q10 Offshore Wind BV.,,POINT (579063.9884000001 5807486.2632)
turbines_en_ohvs.269,578575.991954,5807745.26141,Luchterduinen,In gebruik,Turbine,9,29,Luchterduinen: Q10 Offshore Wind BV.,,POINT (578575.9921000004 5807745.261399999)
turbines_en_ohvs.270,582489.96681,5826971.12035,Prinses Amalia Windparken,In gebruik,Turbine,2,35,PAWP: Eneco Windmolens Offshore BV.,,POINT (582489.9669000003 5826971.1203000005)
turbines_en_ohvs.271,582971.96331,5826707.1221,Prinses Amalia Windparken,In gebruik,Turbine,2,36,PAWP: Eneco Windmolens Offshore BV.,,POINT (582971.9633999998 5826707.122099999)
turbines_en_ohvs.272,583453.9598,5826443.12406,Prinses Amalia Windparken,In gebruik,Turbine,2,37,PAWP: Eneco Windmolens Offshore BV.,,POINT (583453.9599000001 5826443.124)
turbines_en_ohvs.273,583936.9561,5826179.12581,Prinses Amalia Windparken,In gebruik,Turbine,2,38,PAWP: Eneco Windmolens Offshore BV.,,POINT (583936.9562999997 5826179.1258000005)
turbines_en_ohvs.274,584418.95259,5825915.12766,Prinses Amalia Windparken,In gebruik,Turbine,2,39,PAWP: Eneco Windmolens Offshore BV.,,POINT (584418.9528000001 5825915.127699999)
turbines_en_ohvs.275,584901.94909,5825651.12941,Prinses Amalia Windparken,In gebruik,Turbine,2,40,PAWP: Eneco Windmolens Offshore BV.,,POINT (584901.9491999997 5825651.1295)
turbines_en_ohvs.276,580532.98109,5827405.11745,Prinses Amalia Windparken,In gebruik,Turbine,2,41,PAWP: Eneco Windmolens Offshore BV.,,POINT (580532.9812000003 5827405.1175)
turbines_en_ohvs.277,581020.97754,5827150.11928,Prinses Amalia Windparken,In gebruik,Turbine,2,42,PAWP: Eneco Windmolens Offshore BV.,,POINT (581020.9776999997 5827150.1193)
turbines_en_ohvs.278,581507.97397,5826895.12101,Prinses Amalia Windparken,In gebruik,Turbine,2,43,PAWP: Eneco Windmolens Offshore BV.,,POINT (581507.9741000002 5826895.121099999)
turbines_en_ohvs.279,581994.97041,5826640.12274,Prinses Amalia Windparken,In gebruik,Turbine,2,44,PAWP: Eneco Windmolens Offshore BV.,,POINT (581994.9704999998 5826640.1228)
turbines_en_ohvs.280,684722,5992855.1,ZeeEnergie / Gemini II,In gebruik,Turbine,14,A6,Gemini ZeeEnergie,,POINT (684722 5992855.1)
turbines_en_ohvs.281,690360.25,5991811.64,ZeeEnergie / Gemini II,In gebruik,Turbine,14,E2,Gemini ZeeEnergie,,POINT (690360.25 5991811.640000001)
turbines_en_ohvs.282,689272.33,5989601.03,ZeeEnergie / Gemini II,In gebruik,Turbine,14,H7,Gemini ZeeEnergie,,POINT (689272.3300000001 5989601.029999999)
turbines_en_ohvs.283,697294.32,5995684.13,Buitengaats / Gemini I,In gebruik,Turbine,12,R8,Gemini Buitengaats,,POINT (697294.3200000003 5995684.130000001)
turbines_en_ohvs.284,702259.23,5989721.19,Buitengaats / Gemini I,In gebruik,Turbine,12,V6,Gemini Buitengaats,,POINT (702259.2300000004 5989721.1899999995)
turbines_en_ohvs.285,699265.82,5988325.01,Buitengaats / Gemini I,In gebruik,Turbine,12,Y6,Gemini Buitengaats,,POINT (699265.8200000003 5988325.01)
turbines_en_ohvs.286,687952.87,5991144.98,ZeeEnergie / Gemini II,In gebruik,Turbine,14,A1,Gemini ZeeEnergie,,POINT (687952.8700000001 5991144.98)
turbines_en_ohvs.287,686883.54,5991341.2,ZeeEnergie / Gemini II,In gebruik,Turbine,14,A2,Gemini ZeeEnergie,,POINT (686883.54 5991341.199999999)
turbines_en_ohvs.288,686015.92,5991223.2,ZeeEnergie / Gemini II,In gebruik,Turbine,14,A3,Gemini ZeeEnergie,,POINT (686015.9199999999 5991223.199999999)
turbines_en_ohvs.289,685584.99,5991766.78,ZeeEnergie / Gemini II,In gebruik,Turbine,14,A4,Gemini ZeeEnergie,,POINT (685584.9900000002 5991766.779999999)
turbines_en_ohvs.290,685153.79,5992310.52,ZeeEnergie / Gemini II,In gebruik,Turbine,14,A5,Gemini ZeeEnergie,,POINT (685153.79 5992310.52)
turbines_en_ohvs.291,684291.13,5993398.3,ZeeEnergie / Gemini II,In gebruik,Turbine,14,A7,Gemini ZeeEnergie,,POINT (684291.1299999999 5993398.300000001)
turbines_en_ohvs.292,685282.27,5993579.01,ZeeEnergie / Gemini II,In gebruik,Turbine,14,A8,Gemini ZeeEnergie,,POINT (685282.2699999996 5993579.01)
turbines_en_ohvs.293,687617.36,5991668.17,ZeeEnergie / Gemini II,In gebruik,Turbine,14,B1,Gemini ZeeEnergie,,POINT (687617.3600000003 5991668.17)
turbines_en_ohvs.294,687281.23,5992190,ZeeEnergie / Gemini II,In gebruik,Turbine,14,B2,Gemini ZeeEnergie,,POINT (687281.2300000004 5992190)
turbines_en_ohvs.295,580830.99,5828784.46,Prinses Amalia Windparken,In gebruik,Turbine,2,999,,,POINT (583433.4450000003 5825661.5309999995)
turbines_en_ohvs.296,580830.99,5828784.46,Prinses Amalia Windparken,In gebruik,monopile DOT,2,999,PAWP: Eneco Windmolens Offshore BV.,,POINT (580830.9900000002 5828784.460000001)
turbines_en_ohvs.297,496807.31,5730247.32,Borssele III,In gebruik,Turbine,3,B301,MHI Vestas Offshore wind A/S,,POINT (496807.3099999996 5730247.32)
turbines_en_ohvs.298,495767.4,5728942.36,Borssele III,In gebruik,Turbine,3,B302,MHI Vestas Offshore wind A/S,,POINT (495767.4000000004 5728942.359999999)
turbines_en_ohvs.299,494487.55,5727352.35,Borssele III,In gebruik,Turbine,3,B303,MHI Vestas Offshore wind A/S,,POINT (494487.5499999998 5727352.35)
turbines_en_ohvs.300,493082.13,5725482.51,Borssele III,In gebruik,Turbine,3,B304,MHI Vestas Offshore wind A/S,,POINT (493082.1299999999 5725482.51)
turbines_en_ohvs.301,493237.24,5723982.41,Borssele III,In gebruik,Turbine,3,B305,MHI Vestas Offshore wind A/S,,POINT (493237.2400000002 5723982.41)
turbines_en_ohvs.302,494497.4,5725787.8,Borssele III,In gebruik,Turbine,3,B306,MHI Vestas Offshore wind A/S,,POINT (494497.4000000004 5725787.800000001)
turbines_en_ohvs.303,495922.29,5727432.77,Borssele III,In gebruik,Turbine,3,B307,MHI Vestas Offshore wind A/S,,POINT (495922.29000000004 5727432.77)
turbines_en_ohvs.304,497137.49,5728892.52,Borssele III,In gebruik,Turbine,3,B308,MHI Vestas Offshore wind A/S,,POINT (497137.4900000002 5728892.52)
turbines_en_ohvs.305,498647.5,5729482.12,Borssele III,In gebruik,Turbine,3,B309,MHI Vestas Offshore wind A/S,,POINT (498647.5 5729482.119999999)
turbines_en_ohvs.306,497332.37,5727647.31,Borssele III,In gebruik,Turbine,3,B310,MHI Vestas Offshore wind A/S,,POINT (497332.3700000001 5727647.3100000005)
turbines_en_ohvs.307,496137.59,5726067.57,Borssele III,In gebruik,Turbine,3,B311,MHI Vestas Offshore wind A/S,,POINT (496137.58999999985 5726067.57)
turbines_en_ohvs.308,494702.51,5724142.33,Borssele III,In gebruik,Turbine,3,B312,MHI Vestas Offshore wind A/S,,POINT (494702.5099999998 5724142.33)
turbines_en_ohvs.309,494877.32,5722262.3,Borssele III,In gebruik,Turbine,3,B313,MHI Vestas Offshore wind A/S,,POINT (494877.3200000003 5722262.300000001)
