Kenteken,Soort erkenning keuringsinstantie,Meld datum door keuringsinstantie,Meld tijd door keuringsinstantie,Gebrek identificatie,Soort erkenning omschrijving,Aantal gebreken geconstateerd,Meld datum door keuringsinstantie DT
00BDD5,AZ,20220831,1428,250,APK Zware voertuigen,3,08/31/2022 02:28:00 PM
00BDD5,AZ,20220831,1428,516,APK Zware voertuigen,2,08/31/2022 02:28:00 PM
00BDD6,AZ,20200820,1120,227,APK Zware voertuigen,2,08/20/2020 11:20:00 AM
00BDD6,AZ,20210722,1409,205,APK Zware voertuigen,5,07/22/2021 02:09:00 PM
00BDD6,AZ,20220915,839,115,APK Zware voertuigen,1,09/15/2022 08:39:00 AM
00BDD6,AZ,20220915,839,516,APK Zware voertuigen,1,09/15/2022 08:39:00 AM
00BDD6,AZ,20220915,839,AC4,APK Zware voertuigen,1,09/15/2022 08:39:00 AM
00BDD7,AZ,20200828,1416,250,APK Zware voertuigen,1,08/28/2020 02:16:00 PM
00BDD7,AZ,20200828,1416,598,APK Zware voertuigen,1,08/28/2020 02:16:00 PM
00BDF5,AZ,20200817,844,203,APK Zware voertuigen,1,08/17/2020 08:44:00 AM
00BDF5,AZ,20200817,844,250,APK Zware voertuigen,1,08/17/2020 08:44:00 AM
00BDF5,AZ,20200817,844,284,APK Zware voertuigen,1,08/17/2020 08:44:00 AM
00BDF5,AZ,20200817,844,295,APK Zware voertuigen,2,08/17/2020 08:44:00 AM
00BDF5,AZ,20200817,844,330,APK Zware voertuigen,1,08/17/2020 08:44:00 AM
00BDF5,AZ,20200817,844,391,APK Zware voertuigen,2,08/17/2020 08:44:00 AM
00BDF5,AZ,20210810,1637,RA2,APK Zware voertuigen,1,08/10/2021 04:37:00 PM
00BDF5,AZ,20220817,1108,389,APK Zware voertuigen,2,08/17/2022 11:08:00 AM
00BDF5,AZ,20220817,1108,501,APK Zware voertuigen,1,08/17/2022 11:08:00 AM
00BDF5,AZ,20220817,1108,566,APK Zware voertuigen,1,08/17/2022 11:08:00 AM
00BDF6,AZ,20200928,918,391,APK Zware voertuigen,2,09/28/2020 09:18:00 AM
00BDF6,AZ,20200928,918,610,APK Zware voertuigen,5,09/28/2020 09:18:00 AM
00BDF6,AZ,20221207,1025,298,APK Zware voertuigen,1,12/07/2022 10:25:00 AM
00BDF6,AZ,20221207,1025,589,APK Zware voertuigen,2,12/07/2022 10:25:00 AM
00BDF6,AZ,20221207,1025,610,APK Zware voertuigen,6,12/07/2022 10:25:00 AM
00BDF6,AZ,20221207,1025,656,APK Zware voertuigen,1,12/07/2022 10:25:00 AM
00BDF6,AZ,20221207,1025,AC4,APK Zware voertuigen,1,12/07/2022 10:25:00 AM
00BDF6,AZ,20221207,1025,RA2,APK Zware voertuigen,1,12/07/2022 10:25:00 AM
00BDF8,AZ,20201026,1140,547,APK Zware voertuigen,1,10/26/2020 11:40:00 AM
00BDF8,AZ,20201026,1140,586,APK Zware voertuigen,2,10/26/2020 11:40:00 AM
00BDF8,AZ,20210910,1109,470,APK Zware voertuigen,1,09/10/2021 11:09:00 AM
00BDF8,AZ,20210910,1109,497,APK Zware voertuigen,1,09/10/2021 11:09:00 AM
00BDF8,AZ,20210910,1109,516,APK Zware voertuigen,1,09/10/2021 11:09:00 AM
00BDF8,AZ,20221007,1205,497,APK Zware voertuigen,2,10/07/2022 12:05:00 PM
00BDF8,AZ,20221007,1205,516,APK Zware voertuigen,2,10/07/2022 12:05:00 PM
00BDF8,AZ,20221007,1205,571,APK Zware voertuigen,1,10/07/2022 12:05:00 PM
00BDF8,AZ,20221007,1205,AC4,APK Zware voertuigen,1,10/07/2022 12:05:00 PM
00BDG1,AZ,20200722,1234,295,APK Zware voertuigen,1,07/22/2020 12:34:00 PM
00BDG1,AZ,20200722,1234,391,APK Zware voertuigen,2,07/22/2020 12:34:00 PM
00BDG1,AZ,20210728,1650,259,APK Zware voertuigen,1,07/28/2021 04:50:00 PM
00BDG1,AZ,20210728,1650,265,APK Zware voertuigen,1,07/28/2021 04:50:00 PM
00BDG1,AZ,20210728,1650,475,APK Zware voertuigen,2,07/28/2021 04:50:00 PM
00BDG1,AZ,20210728,1650,638,APK Zware voertuigen,1,07/28/2021 04:50:00 PM
00BDG1,AZ,20210728,1650,AC1,APK Zware voertuigen,1,07/28/2021 04:50:00 PM
00BDG1,AZ,20220809,1125,250,APK Zware voertuigen,1,08/09/2022 11:25:00 AM
00BDG1,AZ,20220809,1125,475,APK Zware voertuigen,2,08/09/2022 11:25:00 AM
00BDG1,AZ,20220809,1125,AC4,APK Zware voertuigen,1,08/09/2022 11:25:00 AM
00BDG7,AZ,20201030,903,259,APK Zware voertuigen,1,10/30/2020 09:03:00 AM
00BDG7,AZ,20211029,918,AC4,APK Zware voertuigen,1,10/29/2021 09:18:00 AM
00BDG7,AZ,20221110,1138,516,APK Zware voertuigen,2,11/10/2022 11:38:00 AM
00BDG7,AZ,20221110,1138,572,APK Zware voertuigen,1,11/10/2022 11:38:00 AM
00BDG8,AZ,20200922,1642,259,APK Zware voertuigen,1,09/22/2020 04:42:00 PM
00BDG8,AZ,20200922,1642,414,APK Zware voertuigen,1,09/22/2020 04:42:00 PM
00BDG8,AZ,20200922,1642,656,APK Zware voertuigen,1,09/22/2020 04:42:00 PM
00BDG8,AZ,20210929,1455,203,APK Zware voertuigen,1,09/29/2021 02:55:00 PM
00BDG8,AZ,20210929,1455,516,APK Zware voertuigen,1,09/29/2021 02:55:00 PM
00BDG8,AZ,20210929,1455,589,APK Zware voertuigen,1,09/29/2021 02:55:00 PM
00BDG8,AZ,20210929,1455,597,APK Zware voertuigen,1,09/29/2021 02:55:00 PM
00BDG8,AZ,20210929,1455,656,APK Zware voertuigen,1,09/29/2021 02:55:00 PM
00BDG8,AZ,20210929,1455,AC4,APK Zware voertuigen,1,09/29/2021 02:55:00 PM
00BDG8,AZ,20221024,1226,259,APK Zware voertuigen,1,10/24/2022 12:26:00 PM
00BDG8,AZ,20221024,1226,391,APK Zware voertuigen,1,10/24/2022 12:26:00 PM
00BDG8,AZ,20221024,1226,475,APK Zware voertuigen,1,10/24/2022 12:26:00 PM
00BDG8,AZ,20221024,1226,576,APK Zware voertuigen,2,10/24/2022 12:26:00 PM
00BDG9,AZ,20201224,926,470,APK Zware voertuigen,1,12/24/2020 09:26:00 AM
00BDG9,AZ,20201224,926,516,APK Zware voertuigen,1,12/24/2020 09:26:00 AM
00BDG9,AZ,20211118,855,203,APK Zware voertuigen,1,11/18/2021 08:55:00 AM
00BDG9,AZ,20211118,855,259,APK Zware voertuigen,1,11/18/2021 08:55:00 AM
00BDG9,AZ,20211118,855,516,APK Zware voertuigen,1,11/18/2021 08:55:00 AM
00BDG9,AZ,20211118,855,656,APK Zware voertuigen,1,11/18/2021 08:55:00 AM
00BDH1,AZ,20211025,1409,617,APK Zware voertuigen,1,10/25/2021 02:09:00 PM
00BDH1,AZ,20221216,1157,391,APK Zware voertuigen,1,12/16/2022 11:57:00 AM
00BDH1,AZ,20221216,1157,AC4,APK Zware voertuigen,1,12/16/2022 11:57:00 AM
00BDH5,AZ,20210715,1644,AC4,APK Zware voertuigen,1,07/15/2021 04:44:00 PM
00BDH5,AZ,20220801,1644,203,APK Zware voertuigen,1,08/01/2022 04:44:00 PM
00BDH5,AZ,20220801,1644,234,APK Zware voertuigen,1,08/01/2022 04:44:00 PM
00BDH5,AZ,20220801,1644,475,APK Zware voertuigen,1,08/01/2022 04:44:00 PM
00BDH6,AZ,20211206,1629,AC4,APK Zware voertuigen,1,12/06/2021 04:29:00 PM
00BDH6,AZ,20221026,1054,205,APK Zware voertuigen,1,10/26/2022 10:54:00 AM
00BDH6,AZ,20221026,1054,414,APK Zware voertuigen,1,10/26/2022 10:54:00 AM
00BDH6,AZ,20221026,1054,516,APK Zware voertuigen,1,10/26/2022 10:54:00 AM
00BDH6,AZ,20221026,1054,656,APK Zware voertuigen,1,10/26/2022 10:54:00 AM
00BDH7,AZ,20210708,1157,AC4,APK Zware voertuigen,1,07/08/2021 11:57:00 AM
00BDH9,AZ,20201028,1542,205,APK Zware voertuigen,2,10/28/2020 03:42:00 PM
00BDH9,AZ,20201028,1542,259,APK Zware voertuigen,1,10/28/2020 03:42:00 PM
00BDH9,AZ,20201028,1542,391,APK Zware voertuigen,1,10/28/2020 03:42:00 PM
00BDH9,AZ,20201028,1542,532,APK Zware voertuigen,1,10/28/2020 03:42:00 PM
00BDH9,AZ,20211214,918,169,APK Zware voertuigen,1,12/14/2021 09:18:00 AM
00BDH9,AZ,20211214,918,487,APK Zware voertuigen,1,12/14/2021 09:18:00 AM
00BDH9,AZ,20221216,1441,203,APK Zware voertuigen,1,12/16/2022 02:41:00 PM
00BDH9,AZ,20221216,1441,205,APK Zware voertuigen,1,12/16/2022 02:41:00 PM
00BDH9,AZ,20221216,1441,373,APK Zware voertuigen,1,12/16/2022 02:41:00 PM
00BDH9,AZ,20221216,1441,442,APK Zware voertuigen,1,12/16/2022 02:41:00 PM
00BDH9,AZ,20221216,1441,475,APK Zware voertuigen,2,12/16/2022 02:41:00 PM
00BDH9,AZ,20221216,1441,516,APK Zware voertuigen,1,12/16/2022 02:41:00 PM
00BDH9,AZ,20221216,1441,522,APK Zware voertuigen,1,12/16/2022 02:41:00 PM
00BDH9,AZ,20221216,1441,576,APK Zware voertuigen,2,12/16/2022 02:41:00 PM
00BDH9,AZ,20221216,1441,589,APK Zware voertuigen,1,12/16/2022 02:41:00 PM
00BDJ7,AZ,20201118,844,610,APK Zware voertuigen,4,11/18/2020 08:44:00 AM
00BDJ7,AZ,20211129,1659,234,APK Zware voertuigen,2,11/29/2021 04:59:00 PM
00BDJ7,AZ,20211129,1659,546,APK Zware voertuigen,4,11/29/2021 04:59:00 PM
00BDJ7,AZ,20211129,1659,610,APK Zware voertuigen,4,11/29/2021 04:59:00 PM
00BDJ7,AZ,20221214,1104,205,APK Zware voertuigen,3,12/14/2022 11:04:00 AM
00BDJ7,AZ,20221214,1104,589,APK Zware voertuigen,4,12/14/2022 11:04:00 AM
00BDJ8,AZ,20201216,1130,516,APK Zware voertuigen,2,12/16/2020 11:30:00 AM
00BDJ8,AZ,20201216,1130,AC1,APK Zware voertuigen,1,12/16/2020 11:30:00 AM
00BDJ8,AZ,20211221,1412,205,APK Zware voertuigen,4,12/21/2021 02:12:00 PM
00BDJ8,AZ,20211221,1412,265,APK Zware voertuigen,2,12/21/2021 02:12:00 PM
00BDJ8,AZ,20211221,1412,475,APK Zware voertuigen,4,12/21/2021 02:12:00 PM
00BDJ8,AZ,20211221,1412,656,APK Zware voertuigen,1,12/21/2021 02:12:00 PM
00BDJ8,AZ,20211221,1412,AC4,APK Zware voertuigen,1,12/21/2021 02:12:00 PM
00BDJ8,AZ,20221111,1553,431,APK Zware voertuigen,2,11/11/2022 03:53:00 PM
00BDJ8,AZ,20221111,1553,434,APK Zware voertuigen,1,11/11/2022 03:53:00 PM
00BDJ8,AZ,20221111,1553,589,APK Zware voertuigen,1,11/11/2022 03:53:00 PM
00BDJ8,AZ,20221111,1553,AC4,APK Zware voertuigen,1,11/11/2022 03:53:00 PM
00BDJ8,AZ,20221111,1553,OP1,APK Zware voertuigen,1,11/11/2022 03:53:00 PM
00BDJ8,AZ,20221122,1413,431,APK Zware voertuigen,2,11/22/2022 02:13:00 PM
00BDJ8,AZ,20221122,1413,589,APK Zware voertuigen,1,11/22/2022 02:13:00 PM
00BDJ8,AZ,20221122,1413,AC4,APK Zware voertuigen,1,11/22/2022 02:13:00 PM
00BDK1,AZ,20200811,1558,540,APK Zware voertuigen,1,08/11/2020 03:58:00 PM
00BDK1,AZ,20220922,1044,224,APK Zware voertuigen,1,09/22/2022 10:44:00 AM
00BDK1,AZ,20220922,1044,548,APK Zware voertuigen,2,09/22/2022 10:44:00 AM
00BDK1,AZ,20220922,1044,571,APK Zware voertuigen,1,09/22/2022 10:44:00 AM
00BDK1,AZ,20220922,1044,584,APK Zware voertuigen,2,09/22/2022 10:44:00 AM
00BDK2,AZ,20221227,1030,250,APK Zware voertuigen,2,12/27/2022 10:30:00 AM
00BDK2,AZ,20221227,1030,433,APK Zware voertuigen,1,12/27/2022 10:30:00 AM
00BDK5,AZ,20201224,1104,354,APK Zware voertuigen,1,12/24/2020 11:04:00 AM
00BDK5,AZ,20220114,954,203,APK Zware voertuigen,1,01/14/2022 09:54:00 AM
00BDK5,AZ,20220114,954,250,APK Zware voertuigen,2,01/14/2022 09:54:00 AM
00BDK5,AZ,20220114,954,351,APK Zware voertuigen,1,01/14/2022 09:54:00 AM
00BDK5,AZ,20221110,1125,115,APK Zware voertuigen,1,11/10/2022 11:25:00 AM
00BDK5,AZ,20221110,1125,414,APK Zware voertuigen,1,11/10/2022 11:25:00 AM
00BDK7,AZ,20201116,1650,256,APK Zware voertuigen,1,11/16/2020 04:50:00 PM
00BDK7,AZ,20201116,1650,475,APK Zware voertuigen,1,11/16/2020 04:50:00 PM
00BDK7,AZ,20201116,1650,516,APK Zware voertuigen,1,11/16/2020 04:50:00 PM
00BDK7,AZ,20211207,1607,475,APK Zware voertuigen,1,12/07/2021 04:07:00 PM
00BDK7,AZ,20211207,1607,656,APK Zware voertuigen,1,12/07/2021 04:07:00 PM
00BDK7,AZ,20211207,1607,AC4,APK Zware voertuigen,1,12/07/2021 04:07:00 PM
00BDK7,AZ,20221212,1639,115,APK Zware voertuigen,1,12/12/2022 04:39:00 PM
00BDK7,AZ,20221212,1639,259,APK Zware voertuigen,1,12/12/2022 04:39:00 PM
00BDK7,AZ,20221212,1639,346,APK Zware voertuigen,1,12/12/2022 04:39:00 PM
00BDK7,AZ,20221212,1639,391,APK Zware voertuigen,1,12/12/2022 04:39:00 PM
00BDK7,AZ,20221212,1639,475,APK Zware voertuigen,2,12/12/2022 04:39:00 PM
00BDK7,AZ,20221212,1639,656,APK Zware voertuigen,1,12/12/2022 04:39:00 PM
00BDK7,AZ,20221212,1639,AC5,APK Zware voertuigen,1,12/12/2022 04:39:00 PM
00BDK7,AZ,20221212,1639,RA2,APK Zware voertuigen,1,12/12/2022 04:39:00 PM
00BDK8,AZ,20201019,856,259,APK Zware voertuigen,1,10/19/2020 08:56:00 AM
00BDK8,AZ,20201019,856,516,APK Zware voertuigen,1,10/19/2020 08:56:00 AM
00BDK8,AZ,20211213,1122,431,APK Zware voertuigen,1,12/13/2021 11:22:00 AM
00BDK8,AZ,20221121,846,205,APK Zware voertuigen,1,11/21/2022 08:46:00 AM
00BDK8,AZ,20221121,846,516,APK Zware voertuigen,1,11/21/2022 08:46:00 AM
00BDK8,AZ,20221121,846,556,APK Zware voertuigen,2,11/21/2022 08:46:00 AM
00BDK8,AZ,20221121,846,584,APK Zware voertuigen,1,11/21/2022 08:46:00 AM
00BDK8,AZ,20221121,846,AC4,APK Zware voertuigen,1,11/21/2022 08:46:00 AM
00BDK9,AZ,20201116,1552,203,APK Zware voertuigen,1,11/16/2020 03:52:00 PM
00BDK9,AZ,20201116,1552,AC4,APK Zware voertuigen,1,11/16/2020 03:52:00 PM
00BDK9,AZ,20211117,1422,186,APK Zware voertuigen,1,11/17/2021 02:22:00 PM
00BDK9,AZ,20211117,1422,191,APK Zware voertuigen,2,11/17/2021 02:22:00 PM
00BDK9,AZ,20211117,1422,203,APK Zware voertuigen,4,11/17/2021 02:22:00 PM
00BDK9,AZ,20211117,1422,507,APK Zware voertuigen,1,11/17/2021 02:22:00 PM
00BDK9,AZ,20221129,1142,AC4,APK Zware voertuigen,1,11/29/2022 11:42:00 AM
00BDL2,AZ,20201027,926,487,APK Zware voertuigen,1,10/27/2020 09:26:00 AM
00BDL2,AZ,20201027,926,540,APK Zware voertuigen,4,10/27/2020 09:26:00 AM
00BDL2,AZ,20211115,1032,115,APK Zware voertuigen,1,11/15/2021 10:32:00 AM
00BDL2,AZ,20211115,1032,250,APK Zware voertuigen,2,11/15/2021 10:32:00 AM
00BDL2,AZ,20211115,1032,259,APK Zware voertuigen,1,11/15/2021 10:32:00 AM
00BDL2,AZ,20211115,1032,395,APK Zware voertuigen,1,11/15/2021 10:32:00 AM
00BDL2,AZ,20211115,1032,540,APK Zware voertuigen,1,11/15/2021 10:32:00 AM
00BDL2,AZ,20211115,1032,542,APK Zware voertuigen,1,11/15/2021 10:32:00 AM
00BDL2,AZ,20211115,1032,584,APK Zware voertuigen,2,11/15/2021 10:32:00 AM
00BDL2,AZ,20221021,1518,540,APK Zware voertuigen,1,10/21/2022 03:18:00 PM
00BDL2,AZ,20221021,1518,588,APK Zware voertuigen,1,10/21/2022 03:18:00 PM
00BDL3,AZ,20200206,1548,099,APK Zware voertuigen,1,02/06/2020 03:48:00 PM
00BDL3,AZ,20200206,1548,497,APK Zware voertuigen,1,02/06/2020 03:48:00 PM
00BDL3,AZ,20200206,1548,576,APK Zware voertuigen,1,02/06/2020 03:48:00 PM
00BDL3,AZ,20200206,1548,610,APK Zware voertuigen,1,02/06/2020 03:48:00 PM
00BDL3,AZ,20200206,1548,RA2,APK Zware voertuigen,1,02/06/2020 03:48:00 PM
00BDL3,AZ,20210118,1555,RA2,APK Zware voertuigen,1,01/18/2021 03:55:00 PM
00BDL3,AZ,20220302,1559,361,APK Zware voertuigen,1,03/02/2022 03:59:00 PM
00BDL3,AZ,20220302,1559,373,APK Zware voertuigen,1,03/02/2022 03:59:00 PM
00BDL3,AZ,20220302,1559,395,APK Zware voertuigen,1,03/02/2022 03:59:00 PM
00BDL3,AZ,20220302,1559,516,APK Zware voertuigen,1,03/02/2022 03:59:00 PM
00BDL3,AZ,20220302,1559,576,APK Zware voertuigen,1,03/02/2022 03:59:00 PM
00BDL3,AZ,20220302,1559,610,APK Zware voertuigen,1,03/02/2022 03:59:00 PM
00BDL3,AZ,20230125,1425,205,APK Zware voertuigen,1,01/25/2023 02:25:00 PM
00BDL3,AZ,20230125,1425,239,APK Zware voertuigen,1,01/25/2023 02:25:00 PM
00BDL3,AZ,20230125,1425,610,APK Zware voertuigen,1,01/25/2023 02:25:00 PM
00BDL5,AZ,20210107,1450,169,APK Zware voertuigen,1,01/07/2021 02:50:00 PM
00BDL5,AZ,20210107,1450,188,APK Zware voertuigen,2,01/07/2021 02:50:00 PM
00BDL5,AZ,20210107,1450,280,APK Zware voertuigen,1,01/07/2021 02:50:00 PM
00BDL5,AZ,20210107,1450,295,APK Zware voertuigen,1,01/07/2021 02:50:00 PM
00BDL5,AZ,20210107,1450,470,APK Zware voertuigen,1,01/07/2021 02:50:00 PM
00BDL5,AZ,20210107,1450,516,APK Zware voertuigen,2,01/07/2021 02:50:00 PM
00BDL5,AZ,20210107,1450,AC4,APK Zware voertuigen,1,01/07/2021 02:50:00 PM
00BDL5,AZ,20220113,1416,147,APK Zware voertuigen,1,01/13/2022 02:16:00 PM
00BDL5,AZ,20220113,1416,203,APK Zware voertuigen,1,01/13/2022 02:16:00 PM
00BDL5,AZ,20220113,1416,516,APK Zware voertuigen,1,01/13/2022 02:16:00 PM
00BDL5,AZ,20220113,1416,639,APK Zware voertuigen,1,01/13/2022 02:16:00 PM
00BDL5,AZ,20220113,1416,AC4,APK Zware voertuigen,1,01/13/2022 02:16:00 PM
00BDL5,AZ,20230105,1251,395,APK Zware voertuigen,1,01/05/2023 12:51:00 PM
00BDL5,AZ,20230105,1251,589,APK Zware voertuigen,1,01/05/2023 12:51:00 PM
00BDL5,AZ,20230105,1251,AC1,APK Zware voertuigen,1,01/05/2023 12:51:00 PM
00BDL6,AZ,20201117,1438,203,APK Zware voertuigen,1,11/17/2020 02:38:00 PM
00BDL6,AZ,20201117,1438,AC4,APK Zware voertuigen,1,11/17/2020 02:38:00 PM
00BDL6,AZ,20201117,1438,RA2,APK Zware voertuigen,1,11/17/2020 02:38:00 PM
00BDL6,AZ,20211109,1052,205,APK Zware voertuigen,1,11/09/2021 10:52:00 AM
00BDL6,AZ,20211109,1052,542,APK Zware voertuigen,1,11/09/2021 10:52:00 AM
00BDL6,AZ,20211109,1052,589,APK Zware voertuigen,1,11/09/2021 10:52:00 AM
00BDL6,AZ,20211109,1052,AC1,APK Zware voertuigen,1,11/09/2021 10:52:00 AM
00BDL6,AZ,20211109,1052,AC4,APK Zware voertuigen,1,11/09/2021 10:52:00 AM
00BDL6,AZ,20211109,1052,RA2,APK Zware voertuigen,1,11/09/2021 10:52:00 AM
00BDL6,AZ,20221017,1615,295,APK Zware voertuigen,2,10/17/2022 04:15:00 PM
00BDL6,AZ,20221017,1615,475,APK Zware voertuigen,2,10/17/2022 04:15:00 PM
00BDL6,AZ,20221017,1615,497,APK Zware voertuigen,1,10/17/2022 04:15:00 PM
00BDL6,AZ,20221017,1615,AC1,APK Zware voertuigen,1,10/17/2022 04:15:00 PM
00BDL8,AZ,20211025,947,RA2,APK Zware voertuigen,1,10/25/2021 09:47:00 AM
00BDL8,AZ,20221107,1539,077,APK Zware voertuigen,1,11/07/2022 03:39:00 PM
00BDL8,AZ,20221107,1539,RA2,APK Zware voertuigen,1,11/07/2022 03:39:00 PM
00BDL9,AZ,20201110,1651,475,APK Zware voertuigen,1,11/10/2020 04:51:00 PM
00BDL9,AZ,20201110,1651,AC4,APK Zware voertuigen,1,11/10/2020 04:51:00 PM
00BDL9,AZ,20211105,1515,516,APK Zware voertuigen,1,11/05/2021 03:15:00 PM
00BDL9,AZ,20211105,1515,AC4,APK Zware voertuigen,1,11/05/2021 03:15:00 PM
00BDL9,AZ,20221027,1635,AC4,APK Zware voertuigen,1,10/27/2022 04:35:00 PM
00BDN1,AZ,20200513,1553,053,APK Zware voertuigen,1,05/13/2020 03:53:00 PM
00BDN1,AZ,20200513,1553,115,APK Zware voertuigen,1,05/13/2020 03:53:00 PM
00BDN1,AZ,20200513,1553,169,APK Zware voertuigen,1,05/13/2020 03:53:00 PM
00BDN1,AZ,20200513,1553,205,APK Zware voertuigen,2,05/13/2020 03:53:00 PM
00BDN1,AZ,20200513,1553,255,APK Zware voertuigen,1,05/13/2020 03:53:00 PM
00BDN1,AZ,20200513,1553,295,APK Zware voertuigen,3,05/13/2020 03:53:00 PM
00BDN1,AZ,20200513,1553,316,APK Zware voertuigen,1,05/13/2020 03:53:00 PM
00BDN1,AZ,20200513,1553,391,APK Zware voertuigen,2,05/13/2020 03:53:00 PM
00BDN1,AZ,20200513,1553,436,APK Zware voertuigen,1,05/13/2020 03:53:00 PM
00BDN1,AZ,20200513,1553,516,APK Zware voertuigen,2,05/13/2020 03:53:00 PM
00BDN1,AZ,20200513,1553,576,APK Zware voertuigen,2,05/13/2020 03:53:00 PM
00BDN1,AZ,20200513,1553,589,APK Zware voertuigen,4,05/13/2020 03:53:00 PM
00BDN1,AZ,20200513,1553,AC4,APK Zware voertuigen,1,05/13/2020 03:53:00 PM
00BDN1,AZ,20210215,1531,030,APK Zware voertuigen,1,02/15/2021 03:31:00 PM
00BDN1,AZ,20210215,1531,259,APK Zware voertuigen,1,02/15/2021 03:31:00 PM
00BDN1,AZ,20210215,1531,295,APK Zware voertuigen,1,02/15/2021 03:31:00 PM
00BDN1,AZ,20210215,1531,361,APK Zware voertuigen,1,02/15/2021 03:31:00 PM
00BDN1,AZ,20210215,1531,395,APK Zware voertuigen,1,02/15/2021 03:31:00 PM
00BDN1,AZ,20210215,1531,436,APK Zware voertuigen,1,02/15/2021 03:31:00 PM
00BDN1,AZ,20210215,1531,516,APK Zware voertuigen,2,02/15/2021 03:31:00 PM
00BDN1,AZ,20210215,1531,589,APK Zware voertuigen,3,02/15/2021 03:31:00 PM
00BDN1,AZ,20210215,1531,AC4,APK Zware voertuigen,1,02/15/2021 03:31:00 PM
00BDN1,AZ,20220118,1513,145,APK Zware voertuigen,1,01/18/2022 03:13:00 PM
00BDN1,AZ,20220118,1513,205,APK Zware voertuigen,4,01/18/2022 03:13:00 PM
00BDN1,AZ,20220118,1513,239,APK Zware voertuigen,4,01/18/2022 03:13:00 PM
00BDN1,AZ,20220118,1513,576,APK Zware voertuigen,2,01/18/2022 03:13:00 PM
00BDN1,AZ,20220118,1513,584,APK Zware voertuigen,1,01/18/2022 03:13:00 PM
00BDN1,AZ,20220118,1513,914,APK Zware voertuigen,1,01/18/2022 03:13:00 PM
00BDN2,AZ,20201208,1053,176,APK Zware voertuigen,1,12/08/2020 10:53:00 AM
00BDN2,AZ,20201208,1053,210,APK Zware voertuigen,6,12/08/2020 10:53:00 AM
00BDN2,AZ,20201208,1053,226,APK Zware voertuigen,1,12/08/2020 10:53:00 AM
00BDN2,AZ,20201208,1053,469,APK Zware voertuigen,2,12/08/2020 10:53:00 AM
00BDN2,AZ,20201208,1053,589,APK Zware voertuigen,1,12/08/2020 10:53:00 AM
00BDN2,AZ,20201208,1053,AC4,APK Zware voertuigen,1,12/08/2020 10:53:00 AM
00BDN2,AZ,20211129,1412,507,APK Zware voertuigen,1,11/29/2021 02:12:00 PM
00BDN2,AZ,20221117,1620,393,APK Zware voertuigen,1,11/17/2022 04:20:00 PM
00BDN2,AZ,20221117,1620,400,APK Zware voertuigen,1,11/17/2022 04:20:00 PM
00BDN2,AZ,20221117,1620,469,APK Zware voertuigen,2,11/17/2022 04:20:00 PM
00BDN2,AZ,20221117,1620,497,APK Zware voertuigen,1,11/17/2022 04:20:00 PM
00BDN2,AZ,20221117,1620,542,APK Zware voertuigen,1,11/17/2022 04:20:00 PM
00BDN2,AZ,20221117,1620,576,APK Zware voertuigen,2,11/17/2022 04:20:00 PM
00BDN2,AZ,20221117,1620,AC4,APK Zware voertuigen,1,11/17/2022 04:20:00 PM
00BDP2,AZ,20200608,1447,053,APK Zware voertuigen,1,06/08/2020 02:47:00 PM
00BDP2,AZ,20200608,1447,576,APK Zware voertuigen,1,06/08/2020 02:47:00 PM
00BDP2,AZ,20200608,1447,AC4,APK Zware voertuigen,1,06/08/2020 02:47:00 PM
00BDP2,AZ,20210602,1432,205,APK Zware voertuigen,4,06/02/2021 02:32:00 PM
00BDP2,AZ,20210602,1432,610,APK Zware voertuigen,2,06/02/2021 02:32:00 PM
00BDP2,AZ,20210602,1432,AC4,APK Zware voertuigen,1,06/02/2021 02:32:00 PM
00BDP2,AZ,20220620,1609,259,APK Zware voertuigen,2,06/20/2022 04:09:00 PM
00BDP2,AZ,20220620,1609,516,APK Zware voertuigen,2,06/20/2022 04:09:00 PM
00BDP2,AZ,20220620,1609,547,APK Zware voertuigen,1,06/20/2022 04:09:00 PM
00BDP3,AZ,20200716,1308,528,APK Zware voertuigen,2,07/16/2020 01:08:00 PM
00BDP3,AZ,20210721,1656,250,APK Zware voertuigen,1,07/21/2021 04:56:00 PM
00BDP3,AZ,20210721,1656,259,APK Zware voertuigen,1,07/21/2021 04:56:00 PM
00BDP3,AZ,20210721,1656,400,APK Zware voertuigen,1,07/21/2021 04:56:00 PM
00BDP3,AZ,20210721,1656,429,APK Zware voertuigen,1,07/21/2021 04:56:00 PM
00BDP9,AZ,20211102,1455,OP1,APK Zware voertuigen,1,11/02/2021 02:55:00 PM
00BDR5,AZ,20200228,1036,AC1,APK Zware voertuigen,1,02/28/2020 10:36:00 AM
00BDR5,AZ,20200228,1036,AC4,APK Zware voertuigen,1,02/28/2020 10:36:00 AM
00BDR5,AZ,20210215,1356,AC1,APK Zware voertuigen,1,02/15/2021 01:56:00 PM
00BDR5,AZ,20210215,1356,AC4,APK Zware voertuigen,1,02/15/2021 01:56:00 PM
00BDR5,AZ,20220202,1441,259,APK Zware voertuigen,1,02/02/2022 02:41:00 PM
00BDR5,AZ,20220202,1441,AC4,APK Zware voertuigen,1,02/02/2022 02:41:00 PM
00BDR7,AZ,20210125,1427,475,APK Zware voertuigen,1,01/25/2021 02:27:00 PM
00BDR7,AZ,20210125,1427,576,APK Zware voertuigen,2,01/25/2021 02:27:00 PM
