OBJECTID,PUIC,NAAM,POSITIONELE_NAUWKEURIGHEID_MM,LEVENSCYCLUS_STATUS,RELATIEVEHOOGTELIGGING,TIJDSTIP_REGISTRATIE,REF_TERREINVERLICHTING_PUIC,GELDIG_VANAF,PUBLICATIEDATUM,KMLINT,KMLINT_OMSCHRIJVING,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KM_GEOCODE,KM_GEOCODE_T,OFFSET,OFFSET_T,BEHEERDER,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,TECHNIEKVELD,PGO_GEBIED_NAAM,PGO_GEBIED_NR,OPC_GEBIED_NAAM,OPC_GEBIED_NR,PCA,X,Y,LATITUDE,LONGITUDE
1024,7888002b-0ca5-410a-8c99-c0b6e386f38a,,60,Bestaand,,,678a8f7a-8861-4bc6-97cc-cdddec6434ac,2022/12/21 18:01:08+00,,Hlm-Utg,Haarlem - Uitgeest ,076,,76,076__,Santpoort Noord - Uitgeest,8.777117,"8,777117",4.210703,"4,210703",ProRail,Randstad Noord,RN,BAAN,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,105284.371,496472.953,52.45376079,4.65582337
1025,ddf36223-beb7-47ba-ba56-a06778fb425f,,60,Bestaand,,,678a8f7a-8861-4bc6-97cc-cdddec6434ac,2022/12/21 18:01:08+00,,Hlm-Utg,Haarlem - Uitgeest ,076,,76,076__,Santpoort Noord - Uitgeest,8.745701,"8,745701",4.057113,"4,057113",ProRail,Randstad Noord,RN,BAAN,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,105279.616,496441.325,52.45347613,4.65575812
1026,a5c538c5-f83e-40c1-9a40-5a925ee1e56a,,60,Bestaand,,,678a8f7a-8861-4bc6-97cc-cdddec6434ac,2022/12/21 18:01:08+00,,Hlm-Utg,Haarlem - Uitgeest ,076,,76,076__,Santpoort Noord - Uitgeest,8.71357,"8,713570",4.47513,"4,475130",ProRail,Randstad Noord,RN,BAAN,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,105273.828,496409.873,52.45319295,4.65567765
1027,6b9f8ded-bc17-48a1-b88c-db2d85835dd1,,60,Bestaand,,,678a8f7a-8861-4bc6-97cc-cdddec6434ac,2022/12/21 18:01:08+00,,Hlm-Utg,Haarlem - Uitgeest ,076,,76,076__,Santpoort Noord - Uitgeest,8.697667,"8,697667",4.466019,"4,466019",ProRail,Randstad Noord,RN,BAAN,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,105270.632,496394.185,52.45305167,4.65563297
1028,438ab61c-71bc-4857-9a1b-ad704b809eb6,,60,Bestaand,,,678a8f7a-8861-4bc6-97cc-cdddec6434ac,2022/12/21 18:01:08+00,,Hlm-Utg,Haarlem - Uitgeest ,076,,76,076__,Santpoort Noord - Uitgeest,8.665922,"8,665922",4.414127,"4,414127",ProRail,Randstad Noord,RN,BAAN,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,105263.286,496363.081,52.45277148,4.65552953
1029,5e594224-245c-4417-8f25-c6776be9cc58,,60,Bestaand,,,678a8f7a-8861-4bc6-97cc-cdddec6434ac,2022/12/21 18:01:08+00,,Hlm-Utg,Haarlem - Uitgeest ,076,,76,076__,Santpoort Noord - Uitgeest,8.649985,"8,649985",4.661994,"4,661994",ProRail,Randstad Noord,RN,BAAN,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,105259.357,496347.566,52.45263169,4.65547404
1030,b9160aa1-f349-4084-b7cf-5730b2f801ae,,60,Bestaand,,,678a8f7a-8861-4bc6-97cc-cdddec6434ac,2022/12/21 18:01:08+00,,Hlm-Utg,Haarlem - Uitgeest ,076,,76,076__,Santpoort Noord - Uitgeest,8.61759,"8,617590",4.511299,"4,511299",ProRail,Randstad Noord,RN,BAAN,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,105250.538,496316.835,52.45235472,4.65534889
1031,0dbce99e-9d90-48cf-8d89-8dcb4edd5c24,,60,Bestaand,,,678a8f7a-8861-4bc6-97cc-cdddec6434ac,2022/12/21 18:01:08+00,,Hlm-Utg,Haarlem - Uitgeest ,076,,76,076__,Santpoort Noord - Uitgeest,8.601413,"8,601413",4.099419,"4,099419",ProRail,Randstad Noord,RN,BAAN,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,105245.81,496301.58,52.45221719,4.65528161
1032,c9e73465-16b5-4d50-b05a-43692a5b0488,,60,Bestaand,,,678a8f7a-8861-4bc6-97cc-cdddec6434ac,2022/12/21 18:01:08+00,,Hlm-Utg,Haarlem - Uitgeest ,076,,76,076__,Santpoort Noord - Uitgeest,8.56973,"8,569730",4.60635,"4,606350",ProRail,Randstad Noord,RN,BAAN,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,105235.564,496271.244,52.45194364,4.6551354
1033,cbb493d8-065d-4e31-8382-ca4a863cf227,,60,Bestaand,,,7f57ce18-eb46-4e52-ad55-77fad0b0a8c2,2022/12/21 18:01:08+00,,Hlm-Utg,Haarlem - Uitgeest ,556,,556,556__,Santpoort Noord,5.743311,"5,743311",-8.170871,"-8,170871",ProRail,Randstad Noord,RN,BAAN,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,103643.251,494112.754,52.43239872,4.63204439
1034,5c97a053-7b37-4508-942a-d7b5952dbca3,,60,Bestaand,,,6a73308f-6273-4f06-a361-c79816eb48f0,2022/12/21 18:01:08+00,,Hlm-Utg,Haarlem - Uitgeest ,076,,76,076__,Santpoort Noord - Uitgeest,11.167715,"11,167715",4.367061,"4,367061",ProRail,Randstad Noord,RN,BAAN,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,105073.003,498815.739,52.47479572,4.65236438
1035,4ab05b55-7df4-470b-b102-aa168568ffd7,,60,Bestaand,,,6a73308f-6273-4f06-a361-c79816eb48f0,2022/12/21 18:01:08+00,,Hlm-Utg,Haarlem - Uitgeest ,076,,76,076__,Santpoort Noord - Uitgeest,11.390871,"11,390871",6.287104,"6,287104",ProRail,Randstad Noord,RN,BAAN,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,105191.718,499003.005,52.47648945,4.65408362
1036,9d47b650-57f6-4443-bd4a-231c77ae0011,,60,Bestaand,,,6a73308f-6273-4f06-a361-c79816eb48f0,2022/12/21 18:01:08+00,,Hlm-Utg,Haarlem - Uitgeest ,076,,76,076__,Santpoort Noord - Uitgeest,11.422891,"11,422891",7.039588,"7,039588",ProRail,Randstad Noord,RN,BAAN,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,105211.035,499028.488,52.47672022,4.65436412
1037,ac01a762-598e-47b2-8f35-2f8e78d252e3,,60,Bestaand,,,fabe28e6-6e39-4f65-b481-d1992ba3b3f5,2022/12/21 18:01:08+00,,Hlm-Utg,Haarlem - Uitgeest ,076,,76,076__,Santpoort Noord - Uitgeest,8.325067,"8,325067",-4.345308,"-4,345308",ProRail,Randstad Noord,RN,BAAN,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,105119.902,496058.63,52.45002239,4.65346576
1038,996dc499-428e-4dfa-aa8a-0a338cc313e1,,60,Bestaand,,,fabe28e6-6e39-4f65-b481-d1992ba3b3f5,2022/12/21 18:01:08+00,,Hlm-Utg,Haarlem - Uitgeest ,076,,76,076__,Santpoort Noord - Uitgeest,8.344893,"8,344893",4.330323,"4,330323",ProRail,Randstad Noord,RN,BAAN,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,105137.916,496070.229,52.45012827,4.65372899
1039,e5692153-6cbd-4f4c-9d40-71feeb5bf8eb,,60,Bestaand,,,fabe28e6-6e39-4f65-b481-d1992ba3b3f5,2022/12/21 18:01:08+00,,Hlm-Utg,Haarlem - Uitgeest ,076,,76,076__,Santpoort Noord - Uitgeest,8.357521,"8,357521",-4.789785,"-4,789785",ProRail,Randstad Noord,RN,BAAN,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,105137.154,496085.666,52.45026693,4.65371549
1040,273aefcf-0980-4fb1-b631-6c79514a0ed2,,60,Bestaand,,,fabe28e6-6e39-4f65-b481-d1992ba3b3f5,2022/12/21 18:01:08+00,,Hlm-Utg,Haarlem - Uitgeest ,076,,76,076__,Santpoort Noord - Uitgeest,8.37421,"8,374210",-4.670174,"-4,670174",ProRail,Randstad Noord,RN,BAAN,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,105145.398,496099.344,52.4503906,4.65383471
1041,06badfc3-1337-4b6b-9d4b-9a39916bb3af,,60,Bestaand,,,fabe28e6-6e39-4f65-b481-d1992ba3b3f5,2022/12/21 18:01:08+00,,Hlm-Utg,Haarlem - Uitgeest ,076,,76,076__,Santpoort Noord - Uitgeest,8.377348,"8,377348",4.216713,"4,216713",ProRail,Randstad Noord,RN,BAAN,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,105154.618,496097.545,52.45037527,4.65397059
1042,f6f7a3b8-edd2-49ed-961e-3bef90e1a837,,60,Bestaand,,,fabe28e6-6e39-4f65-b481-d1992ba3b3f5,2022/12/21 18:01:08+00,,Hlm-Utg,Haarlem - Uitgeest ,076,,76,076__,Santpoort Noord - Uitgeest,8.393841,"8,393841",4.229603,"4,229603",ProRail,Randstad Noord,RN,BAAN,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,105162.619,496111.405,52.45050056,4.65408622
1043,f3f2560c-990c-4de5-a755-bdecf71b1a8e,,60,Bestaand,,,fabe28e6-6e39-4f65-b481-d1992ba3b3f5,2022/12/21 18:01:08+00,,Hlm-Utg,Haarlem - Uitgeest ,076,,76,076__,Santpoort Noord - Uitgeest,8.40728,"8,407280",-4.508534,"-4,508534",ProRail,Randstad Noord,RN,BAAN,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,105161.281,496127.139,52.45064184,4.65406419
1044,7547aa59-48e8-4f30-8881-8ef0e5fb4aa8,,60,Bestaand,,,fabe28e6-6e39-4f65-b481-d1992ba3b3f5,2022/12/21 18:01:08+00,,Hlm-Utg,Haarlem - Uitgeest ,076,,76,076__,Santpoort Noord - Uitgeest,8.442472,"8,442472",4.389063,"4,389063",ProRail,Randstad Noord,RN,BAAN,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,105185.275,496153.682,52.45088256,4.65441317
1045,3022a7de-13cf-4992-b8b0-a95c2263a48f,,60,Bestaand,,,fabe28e6-6e39-4f65-b481-d1992ba3b3f5,2022/12/21 18:01:08+00,,Hlm-Utg,Haarlem - Uitgeest ,076,,76,076__,Santpoort Noord - Uitgeest,8.456026,"8,456026",-4.693103,"-4,693103",ProRail,Randstad Noord,RN,BAAN,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,105183.442,496169.722,52.45102654,4.65438382
1046,c5f084f8-da6d-46f1-9bdf-b87500b33057,,60,Bestaand,,,fabe28e6-6e39-4f65-b481-d1992ba3b3f5,2022/12/21 18:01:08+00,,Hlm-Utg,Haarlem - Uitgeest ,076,,76,076__,Santpoort Noord - Uitgeest,8.458496,"8,458496",4.112462,"4,112462",ProRail,Randstad Noord,RN,BAAN,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,105192.407,496168.049,52.45101232,4.65451594
1047,5d853fc3-0d32-4658-92bf-57d5a8f2ef27,,60,Bestaand,,,fabe28e6-6e39-4f65-b481-d1992ba3b3f5,2022/12/21 18:01:08+00,,Hlm-Utg,Haarlem - Uitgeest ,076,,76,076__,Santpoort Noord - Uitgeest,8.472242,"8,472242",-4.37728,"-4,377280",ProRail,Randstad Noord,RN,BAAN,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,105190.389,496184.102,52.4511564,4.65448387
1048,855a81ac-0f2c-4a69-9ec3-8477e6ab8f7b,,60,Bestaand,,,fabe28e6-6e39-4f65-b481-d1992ba3b3f5,2022/12/21 18:01:08+00,,Hlm-Utg,Haarlem - Uitgeest ,076,,76,076__,Santpoort Noord - Uitgeest,8.488227,"8,488227",-4.417112,"-4,417112",ProRail,Randstad Noord,RN,BAAN,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,105196.991,496198.695,52.45128815,4.65457881
1049,af2fb56b-ef06-4e58-b290-efa5aabbf5a9,,60,Bestaand,,,fabe28e6-6e39-4f65-b481-d1992ba3b3f5,2022/12/21 18:01:08+00,,Hlm-Utg,Haarlem - Uitgeest ,076,,76,076__,Santpoort Noord - Uitgeest,8.490384,"8,490384",4.368121,"4,368121",ProRail,Randstad Noord,RN,BAAN,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,105205.882,496197.021,52.45127391,4.65470984
1050,e7c0e370-261b-4c41-91f9-434b26500a9d,,60,Bestaand,,,fabe28e6-6e39-4f65-b481-d1992ba3b3f5,2022/12/21 18:01:08+00,,Hlm-Utg,Haarlem - Uitgeest ,076,,76,076__,Santpoort Noord - Uitgeest,8.504338,"8,504338",-4.370908,"-4,370908",ProRail,Randstad Noord,RN,BAAN,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,105203.532,496213.3,52.45141999,4.65467285
1051,e38c6220-3573-4dd1-9814-7e9c6da37750,,60,Bestaand,,,58489e8b-33d2-40f4-b4b8-0d644cf2b465,2022/12/21 18:01:08+00,,Ah-Vl,Arnhem - Venlo ,052,,52,052__,Beugen - Blerick,74.371029,"74,371029",-6.141019,"-6,141019",ProRail,Zuid,Z,BAAN,De Peel,300,Venlo,27,ASSET Rail,207560.655,378081.904,51.38944854,6.14233268
1052,ee1ac12f-feea-460c-b6bf-14cbff4fec29,,60,Bestaand,,,565876c3-494f-468d-ac40-8dbca7ca6d33,2022/12/21 18:01:08+00,,Wp-Llso,Weesp - Lelystad Opstel. ,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,15.891989,"15,891989",-5.452513,"-5,452513",ProRail,Randstad Noord,RN,BAAN,Amstelsepoort,230,Weesp,11,Strukton Rail,144225.624,487630.535,52.3764399,5.22897671
1053,b68e5131-9cef-414f-959d-0bb2f8b897ef,,60,Bestaand,,,565876c3-494f-468d-ac40-8dbca7ca6d33,2022/12/21 18:01:08+00,,Wp-Llso,Weesp - Lelystad Opstel. ,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,15.858683,"15,858683",-6.106563,"-6,106563",ProRail,Randstad Noord,RN,BAAN,Amstelsepoort,230,Weesp,11,Strukton Rail,144192.295,487628.289,52.37641905,5.22848733
1054,8ba31b0d-bf31-4703-8fa4-61aecd2991d4,,60,Bestaand,,,565876c3-494f-468d-ac40-8dbca7ca6d33,2022/12/21 18:01:08+00,,Wp-Llso,Weesp - Lelystad Opstel. ,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,15.827576,"15,827576",-6.365903,"-6,365903",ProRail,Randstad Noord,RN,BAAN,Amstelsepoort,230,Weesp,11,Strukton Rail,144161.196,487625.841,52.37639644,5.22803071
1055,df1e2448-d30e-4d78-82d2-04a7933d86bf,,60,Bestaand,,,565876c3-494f-468d-ac40-8dbca7ca6d33,2022/12/21 18:01:08+00,,Wp-Llso,Weesp - Lelystad Opstel. ,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,15.79768,"15,797680",-6.240307,"-6,240307",ProRail,Randstad Noord,RN,BAAN,Amstelsepoort,230,Weesp,11,Strukton Rail,144131.102,487622.992,52.37637024,5.22758886
1056,e198b06a-7f68-43d7-a92b-c273651fd217,,60,Bestaand,,,565876c3-494f-468d-ac40-8dbca7ca6d33,2022/12/21 18:01:08+00,,Wp-Llso,Weesp - Lelystad Opstel. ,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,15.769331,"15,769331",-6.651428,"-6,651428",ProRail,Randstad Noord,RN,BAAN,Amstelsepoort,230,Weesp,11,Strukton Rail,144102.955,487619.771,52.37634073,5.22717562
1057,057ef12e-c056-4eb0-9ff0-4bf9a00ca398,,60,Bestaand,,,565876c3-494f-468d-ac40-8dbca7ca6d33,2022/12/21 18:01:08+00,,Wp-Llso,Weesp - Lelystad Opstel. ,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,15.708335,"15,708335",-6.325196,"-6,325196",ProRail,Randstad Noord,RN,BAAN,Amstelsepoort,230,Weesp,11,Strukton Rail,144042.55,487611.64,52.37626646,5.22628881
1058,7478a3cb-90d8-4567-9106-f27c83be84c2,,60,Bestaand,,,565876c3-494f-468d-ac40-8dbca7ca6d33,2022/12/21 18:01:08+00,,Wp-Llso,Weesp - Lelystad Opstel. ,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,15.625564,"15,625564",-5.795845,"-5,795845",ProRail,Randstad Noord,RN,BAAN,Amstelsepoort,230,Weesp,11,Strukton Rail,143960.303,487597.66,52.37613916,5.22508145
1059,a10bbd2e-c95c-4036-8059-34373a6c0a9f,,60,Bestaand,,,2b7f452b-4e52-470d-8170-09b2abf7eaa9,2022/12/21 18:01:08+00,,Hdr-Zd,Den Helder - Zaandam ,620,,620,620__,Alkmaar,41.656763,"41,656763",-9.555614,"-9,555614",ProRail,Randstad Noord,RN,BAAN,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,111502.628,516952.089,52.63833179,4.74462063
1060,30d67bcc-5aed-401f-817f-10ce626593ec,,60,Bestaand,,,2b7f452b-4e52-470d-8170-09b2abf7eaa9,2022/12/21 18:01:08+00,,Hdr-Zd,Den Helder - Zaandam ,620,,620,620__,Alkmaar,41.629132,"41,629132",-10.214493,"-10,214493",ProRail,Randstad Noord,RN,BAAN,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,111529.536,516956.97,52.6383778,4.74501747
1061,0a12bc2c-b006-4c83-bc5e-2183232a15ca,,60,Bestaand,,,2b7f452b-4e52-470d-8170-09b2abf7eaa9,2022/12/21 18:01:08+00,,Hdr-Zd,Den Helder - Zaandam ,620,,620,620__,Alkmaar,41.678044,"41,678044",10.316759,"10,316759",ProRail,Randstad Noord,RN,BAAN,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,111477.99,516967.295,52.63846648,4.74425468
1062,2dfb0a7b-e167-4516-a782-9e3e06707937,,60,Bestaand,,,2b7f452b-4e52-470d-8170-09b2abf7eaa9,2022/12/21 18:01:08+00,,Hdr-Zd,Den Helder - Zaandam ,620,,620,620__,Alkmaar,42.118647,"42,118647",34.19487,"34,194870",ProRail,Randstad Noord,RN,BAAN,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,111039.227,516910.535,52.63792119,4.73778078
1063,c90a1994-7460-4530-834b-f44ed5d84413,,60,Bestaand,,,9c666836-fd80-4342-b186-3bb0d0e6942d,2022/12/21 18:01:08+00,,Hea-Emn,Herfte Aansl. - Emmen ,751,,751,751__,Mariënberg,34.209799,"34,209799",16.014777,"16,014777",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Overijssel,34,ASSET Rail,235836.13,503204.3,52.51053665,6.57796132
1064,720340ea-ffbb-4471-b926-b33b47bf1541,,60,Bestaand,,,9c666836-fd80-4342-b186-3bb0d0e6942d,2022/12/21 18:01:08+00,,Hea-Emn,Herfte Aansl. - Emmen ,751,,751,751__,Mariënberg,34.225318,"34,225318",15.893085,"15,893085",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Overijssel,34,ASSET Rail,235848.203,503214.527,52.51062676,6.5781416
1065,c70bab43-db9a-415f-8542-8627d675b11c,,60,Bestaand,,,9c666836-fd80-4342-b186-3bb0d0e6942d,2022/12/21 18:01:08+00,,Hea-Emn,Herfte Aansl. - Emmen ,751,,751,751__,Mariënberg,34.240581,"34,240581",14.313211,"14,313211",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Overijssel,34,ASSET Rail,235859.142,503225.707,52.51072561,6.57830541
1066,c143c338-ae0f-410b-a4ad-6d1d6dc8c43a,,60,Bestaand,,,9c666836-fd80-4342-b186-3bb0d0e6942d,2022/12/21 18:01:08+00,,Hea-Emn,Herfte Aansl. - Emmen ,751,,751,751__,Mariënberg,34.272003,"34,272003",14.779043,"14,779043",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Overijssel,34,ASSET Rail,235884.044,503245.868,52.51090308,6.57867705
1067,3582ae43-b771-49da-beed-da606e73571b,,60,Bestaand,,,9c666836-fd80-4342-b186-3bb0d0e6942d,2022/12/21 18:01:08+00,,Hea-Emn,Herfte Aansl. - Emmen ,751,,751,751__,Mariënberg,34.317932,"34,317932",14.415014,"14,415014",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Overijssel,34,ASSET Rail,235919.534,503277.073,52.51117823,6.5792073
1068,df9ca140-1a0d-4515-8b8d-687fc7930670,,60,Bestaand,,,bf3b7a9c-ab25-4fd9-8472-e5b7bd5f3090,2022/12/21 18:01:08+00,,Aml-Amlbp,Almelo - Almelo Racc. Bedrijvenpark N.W. Twente  ,857,a,857,857_a,Almelo Gem. Stamlijn,1.618353,"1,618353",7.98571,"7,985710",ProRail,Noord-Oost,NO,BAAN,Twente,410,Twente,32,VolkerRail,238848.636,487813.23,52.37178214,6.61847187
1069,65b98238-8636-4622-b7fd-21ff0ae3248e,,60,Bestaand,,,bf3b7a9c-ab25-4fd9-8472-e5b7bd5f3090,2022/12/21 18:01:08+00,,Aml-Amlbp,Almelo - Almelo Racc. Bedrijvenpark N.W. Twente  ,857,a,857,857_a,Almelo Gem. Stamlijn,1.33716,"1,337160",8.032135,"8,032135",ProRail,Noord-Oost,NO,BAAN,Twente,410,Twente,32,VolkerRail,238846.729,488091.018,52.37427862,6.61851321
1070,4c414f31-77f4-480e-bb93-56cd8e9146d4,,60,Bestaand,,,2d38acdc-e18d-4779-861c-d98da3242716,2022/12/21 18:01:08+00,,Mp-Gn,Meppel - Groningen ,011,,11,011__,Assen - Haren,70.133928,"70,133928",9.997305,"9,997305",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Drenthe,35,ASSET Rail,237690.433,576265.394,53.1667033,6.62369582
1071,577ed0dd-93e1-41bc-97a5-315847ddf3d4,,60,Bestaand,,,2d38acdc-e18d-4779-861c-d98da3242716,2022/12/21 18:01:08+00,,Mp-Gn,Meppel - Groningen ,011,,11,011__,Assen - Haren,70.054009,"70,054009",9.446038,"9,446038",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Drenthe,35,ASSET Rail,237718.695,576190.14,53.16602286,6.62409902
1072,6486258c-baf8-44de-9fda-251a60b5264f,,60,Bestaand,,,2d38acdc-e18d-4779-861c-d98da3242716,2022/12/21 18:01:08+00,,Mp-Gn,Meppel - Groningen ,011,,11,011__,Assen - Haren,69.992007,"69,992007",9.838268,"9,838268",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Drenthe,35,ASSET Rail,237740.711,576131.905,53.16549628,6.62441319
1073,c6973ecc-d409-46d6-ab4c-dae51be8cc68,,60,Bestaand,,,2d38acdc-e18d-4779-861c-d98da3242716,2022/12/21 18:01:08+00,,Mp-Gn,Meppel - Groningen ,011,,11,011__,Assen - Haren,69.909837,"69,909837",-7.060652,"-7,060652",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Drenthe,35,ASSET Rail,237751.667,576050.03,53.16475902,6.62455596
1074,421b8392-ed44-4d2c-85da-a95445f7c415,,60,Bestaand,,,2d38acdc-e18d-4779-861c-d98da3242716,2022/12/21 18:01:08+00,,Mp-Gn,Meppel - Groningen ,011,,11,011__,Assen - Haren,68.440908,"68,440908",111.048539,"111,048539",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Drenthe,35,ASSET Rail,238365.325,574703.277,53.15256478,6.63338132
1075,d2644067-e944-4100-ae7a-c7fc8e0c7251,,60,Bestaand,,,2d38acdc-e18d-4779-861c-d98da3242716,2022/12/21 18:01:08+00,,Mp-Gn,Meppel - Groningen ,011,,11,011__,Assen - Haren,68.487475,"68,487475",50.056368,"50,056368",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Drenthe,35,ASSET Rail,238294.514,574732.756,53.15284061,6.63233067
1076,32f0d83a-06a0-4c15-bf84-7e92d5b889b6,,60,Bestaand,,,2d38acdc-e18d-4779-861c-d98da3242716,2022/12/21 18:01:08+00,,Mp-Gn,Meppel - Groningen ,011,,11,011__,Assen - Haren,68.490093,"68,490093",8.274805,"8,274805",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Drenthe,35,ASSET Rail,238253.44,574724.665,53.1527743,6.63171473
1077,2f7ea96a-d491-4655-bf3d-8418fc5a176d,,60,Bestaand,,,2d38acdc-e18d-4779-861c-d98da3242716,2022/12/21 18:01:08+00,,Mp-Gn,Meppel - Groningen ,011,,11,011__,Assen - Haren,68.534728,"68,534728",108.275,"108,275000",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Drenthe,35,ASSET Rail,238334.711,574798.996,53.15342947,6.63294853
1078,4cff0d7e-f149-44c4-8c79-58deb92cdd54,,60,Bestaand,,,2d38acdc-e18d-4779-861c-d98da3242716,2022/12/21 18:01:08+00,,Mp-Gn,Meppel - Groningen ,011,,11,011__,Assen - Haren,68.590877,"68,590877",15.839906,"15,839906",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Drenthe,35,ASSET Rail,238229.476,574822.132,53.15365366,6.63138175
1079,9fb54a34-575d-417f-842a-57a554f3bc8b,,60,Bestaand,,,2d38acdc-e18d-4779-861c-d98da3242716,2022/12/21 18:01:08+00,,Mp-Gn,Meppel - Groningen ,011,,11,011__,Assen - Haren,68.611666,"68,611666",106.681645,"106,681645",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Drenthe,35,ASSET Rail,238307.658,574873.478,53.15410282,6.63256346
1080,ee09c2dd-8ef8-4f6c-9533-0ee8732b408c,,60,Bestaand,,,2d38acdc-e18d-4779-861c-d98da3242716,2022/12/21 18:01:08+00,,Mp-Gn,Meppel - Groningen ,011,,11,011__,Assen - Haren,68.668854,"68,668854",7.428778,"7,428778",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Drenthe,35,ASSET Rail,238194.771,574892.726,53.15429326,6.63088129
1081,cdf0c677-a8ce-4f0e-8373-94f9a08c4d38,,60,Bestaand,,,2d38acdc-e18d-4779-861c-d98da3242716,2022/12/21 18:01:08+00,,Mp-Gn,Meppel - Groningen ,011,,11,011__,Assen - Haren,68.670271,"68,670271",29.807172,"29,807172",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Drenthe,35,ASSET Rail,238215.277,574901.798,53.15437158,6.6311901
1082,e205beb1-fc35-4196-90b7-7b36a55ff158,,60,Bestaand,,,2d38acdc-e18d-4779-861c-d98da3242716,2022/12/21 18:01:08+00,,Mp-Gn,Meppel - Groningen ,011,,11,011__,Assen - Haren,68.68915,"68,689150",99.969509,"99,969509",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Drenthe,35,ASSET Rail,238274.58,574943.768,53.15473944,6.63208725
1083,1e280c37-fee9-4e8a-8631-5b98ebcf5058,,60,Bestaand,,,2d38acdc-e18d-4779-861c-d98da3242716,2022/12/21 18:01:08+00,,Mp-Gn,Meppel - Groningen ,011,,11,011__,Assen - Haren,68.751001,"68,751001",7.377902,"7,377902",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Drenthe,35,ASSET Rail,238166.608,574969.161,53.15498432,6.63048009
1084,7226e3ad-6ad6-4d56-a099-f3dd36151fd6,,60,Bestaand,,,2d38acdc-e18d-4779-861c-d98da3242716,2022/12/21 18:01:08+00,,Mp-Gn,Meppel - Groningen ,011,,11,011__,Assen - Haren,68.766544,"68,766544",91.35441,"91,354410",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Drenthe,35,ASSET Rail,238240.152,575012.507,53.15536234,6.63159045
