gebouwnummer;aantal_adressen_in_pand;adressen;bouwjaar;gebouwstatus;max_huisnr;max_postcode;max_straatnaam;max_woonplaats;min_huisnr;min_postcode;min_straatnaam;min_woonplaats;status_id;verdeeld_over_aantal_straten;geometrie
0479100000000026;1;Hoofdtocht 3;1992;Pand in gebruik (niet ingemeten);3;1507CJ;Hoofdtocht;Zaandam;3;1507CJ;Hoofdtocht;Zaandam;10;1;MULTIPOLYGON(((115046.158 493443.107,115047.68348 493443.367554,115048.579998 493444.628995,115048.324477 493446.155325,115047.066 493447.055999,115047.144 493447.578,115052.348 493450.831,115053.219896 493450.267086,115054.237859 493450.471907,115054.823811 493451.329147,115054.645 493452.352,115063.652 493458.326,115031.161 493465.529,115025.743 493466.724,115016.233 493423.754,115026.871 493421.394,115026.378 493419.096,115028.957 493418.48,115028.741384 493417.503522,115024.050383 493418.539342,115022.080945 493409.62019,115021.083187 493408.927857,115023.015284 493405.808326,115026.771946 493408.58437,115025.135 493401.171,115036.861 493398.61,115035.528 493392.445,115041.348 493391.213,115037.463 493373.501,115035.136 493374.025,115027.7 493340.353,115030.034 493339.819,115029.736 493338.43,115076.852 493328.024,115072.965 493310.444,115114.342 493301.35,115118.216 493318.924,115135.8 493315.034,115150.195 493380.115,115132.623 493383.996,115138.94 493412.647,115156.522 493408.771,115160.881 493428.505,115148.919 493431.148,115149.814 493435.2,115143.848 493436.518,115142.953 493432.466,115128.982 493435.553,115126.083 493422.424,115045.57 493440.209,115046.158 493443.107)))
0479100000000027;1;Symon Spiersweg 6;1997;Pand in gebruik;6;1506RZ;Symon Spiersweg;Zaandam;6;1506RZ;Symon Spiersweg;Zaandam;11;1;MULTIPOLYGON(((116686.644 493224.555,116657.972 493231.037,116657.872124 493231.406625,116657.489249 493231.408691,116657.38539 493231.040166,116657.713 493230.842,116656.697 493226.434,116624.996 493233.57,116626.028 493238.146,116628.535 493237.58,116633.568 493259.843,116629.126 493260.798,116630.138 493265.246,116631.309 493264.983,116637.684 493293.322,116599.967 493301.867,116593.539 493273.485,116594.709 493273.221,116593.714 493268.831,116589.277 493269.836,116570.614 493186.608,116678.195 493162.364,116679.849 493169.701,116748.138 493154.309,116756.369 493190.906,116814.883 493177.727,116821.55 493207.3,116806.731 493210.607,116802.92 493193.527,116761.674 493202.83,116759.069 493203.416,116732.183 493209.465,116685.842 493219.889,116686.816 493224.34,116687.203146 493224.428515,116687.202688 493224.82565,116686.815339 493224.913273,116686.644 493224.555)))
0479100000000028;1;Rijshoutweg 2;1968;Pand in gebruik;2;1505HL;Rijshoutweg;Zaandam;2;1505HL;Rijshoutweg;Zaandam;11;1;MULTIPOLYGON(((118921.881887 492942.751792,118913.760624 492933.806773,118916.16187 492931.626661,118923.351 492939.545,118923.089724 492942.759251,118921.881887 492942.751792)))
0479100000000029;1;Noordervaartdijk 10;1900;Pand in gebruik;10;1561PS;Noordervaartdijk;Krommenie;10;1561PS;Noordervaartdijk;Krommenie;11;1;MULTIPOLYGON(((113385.062 501672.993,113384.956 501672.7,113348.138 501685.917,113342.386 501669.893,113293.232 501687.538,113298.377 501701.872,113288.76 501705.324,113283.613 501690.991,113239.054 501706.986,113226.468 501671.924,113240.943 501666.728,113228.877 501633.118,113217.629 501637.161,113215.509 501631.267,113226.761 501627.223,113226.386 501626.178,113263.107 501612.655,113267.145 501614.751,113269.121 501610.587,113285.543 501604.94,113285.336 501604.338,113376.259 501572.427,113386.614 501608.463,113372.406 501613.524,113373.756 501617.319,113367.412 501619.576,113366.062 501615.783,113364.15 501616.464,113373.953 501644.048,113374.565 501643.831,113378.986 501656.251,113396.485 501649.881,113401.134 501667.378,113385.062 501672.993)))
0479100000000030;;Pand zonder adres;1916;Pand in gebruik;;;;;;;;;11;;MULTIPOLYGON(((116168.091899 495619.975481,116156.088 495666.98,116143.584 495663.701,116132.821 495661.071,116120.298 495657.873,116123.403 495645.713,116095.299 495638.458,116084.53 495680.37,116035.725 495667.926,116035.869 495667.36,116034.048 495666.888,116033.9 495667.471,115988.937 495656.007,115989.085 495655.427,115987.268 495654.964,115987.123 495655.534,115962.194 495649.178,115962.134 495649.411,115961.718 495649.305,115961.914 495648.538,115957.055 495647.299,115956.856 495648.078,115956.414 495647.965,115956.48 495647.709,115951.15 495646.35,115966.247 495587.238,115968.254 495587.75,115968.949 495585.03,115971.528 495585.689,115976.9 495564.657,116011.865 495573.587,116013.386 495567.63,116016.8 495568.502,116017.807 495564.558,116018.294 495564.682,116019.73 495558.87,116026.12 495560.42,116027.57 495554.63,116030.45 495555.33,116027.577 495567.053,116030.345 495567.76,116032.727 495558.434,116033.148 495558.542,116034.322 495553.947,116053.32 495558.799,116052.146 495563.41,116052.563 495563.517,116050.246 495572.586,116049.83 495572.48,116048.64 495577.07,116033.43 495573.2,116032.02 495578.76,116047.62 495582.73,116040.12 495612,116042.019 495612.483,116039.54569 495622.203269,116072.515137 495630.592304,116072.971331 495628.799433,116075.180226 495627.428016,116077.333 495619.803,116075.656 495619.38,116082.659 495591.651,116105.939 495597.608,116099.166 495624.423,116099.813 495624.817,116099.36 495626.613,116098.356 495626.612,116096.588 495633.469,116124.697 495640.648,116125.523 495637.412,116102.077 495631.424,116105.801 495616.677,116129.303 495622.612,116133.888 495604.658,116169.67 495613.796,116168.091899 495619.975481)))
0479100000000031;2;Gerrit Bolkade 15 t/m Gerrit Bolkade 17;1992;Pand in gebruik;17;1507BR;Gerrit Bolkade;Zaandam;15;1507BR;Gerrit Bolkade;Zaandam;11;1;MULTIPOLYGON(((116339.65 493817.198,116340.973 493823.177,116342.359 493829.451,116272.005 493844.907,116269.334 493832.786,116265.423 493833.648,116260.018 493809.047,116263.914 493808.191,116261.257 493796.073,116301.739 493787.15,116294.871 493755.453,116283.869 493757.896,116283.803 493757.655,116279.769 493739.93,116290.692 493737.553,116288.621 493728.179,116273.866 493731.417,116246.321 493737.456,116226.937 493649.177,116269.347 493639.887,116269.248 493639.345,116299.217 493632.763,116318.813 493722.066,116332.972 493786.863,116334.242 493792.585,116339.65 493817.198)))
0479100000000032;181;Ds. Martin Luther Kingweg 159 t/m Twiskeweg 8;2009;Pand in gebruik;251;1504DA;Twiskeweg;Zaandam;1;1504AC;Ds. Martin Luther Kingweg;Zaandam;11;3;MULTIPOLYGON(((117803.779705 494854.690869,117802.559396 494854.525325,117799.228503 494854.059314,117799.242359 494853.960278,117799.765226 494852.728005,117799.113755 494852.64378,117798.154104 494852.508913,117794.555559 494852.02518,117794.568882 494851.926071,117795.103415 494850.690962,117794.444623 494850.607294,117794.14479 494850.55987,117789.876866 494849.980676,117789.890314 494849.881584,117790.423799 494848.659954,117789.769582 494848.563963,117789.455042 494848.525752,117785.208619 494847.937955,117785.22233 494847.838899,117785.7745 494846.612903,117785.094309 494846.528067,117784.606438 494846.458066,117780.536161 494845.900845,117780.549724 494845.801769,117781.087093 494844.566878,117780.407 494844.495854,117779.858079 494844.400232,117775.859199 494843.854756,117775.872714 494843.755673,117776.433001 494842.488359,117774.293508 494841.323245,117773.717096 494841.001765,117773.570239 494840.91986,117773.618948 494840.832525,117773.71911 494840.550767,117773.769271 494840.573326,117774.228653 494839.551872,117771.903022 494838.505956,117771.408632 494839.605251,117771.359608 494839.69241,117771.272449 494839.643387,117770.698073 494839.320325,117770.747096 494839.233165,117770.875048 494838.964546,117770.572662 494838.832398,117765.338227 494836.544868,117765.633704 494835.858269,117764.823137 494835.503013,117761.805627 494834.180496,117761.642587 494834.109039,117761.807268 494833.71363,117761.88054 494833.745743,117762.542862 494832.234509,117761.489578 494831.77289,117761.457465 494831.846162,117761.068208 494831.675564,117761.124405 494831.547338,117762.851309 494827.60703,117762.407665 494827.414006,117762.319576 494827.366674,117765.608169 494821.24629,117765.695499 494821.08376,117765.783588 494821.131092,117767.13299 494821.724216,117768.135523 494819.428578,117766.687576 494818.796242,117766.743606 494818.667943,117768.245949 494815.22782,117769.336677 494815.698965,117769.419221 494815.511318,117771.46609 494810.870211,117772.364467 494811.263032,117772.824886 494811.458004,117774.825819 494806.798956,117775.735773 494807.177908,117776.198284 494807.367865,117778.192379 494802.704987,117779.096491 494803.073913,117779.559199 494803.263389,117781.552469 494798.58048,117782.473291 494798.984813,117782.934221 494799.178575,117784.95816 494794.43314,117785.868872 494794.809098,117786.329888 494795.002655,117788.326763 494790.320466,117789.245147 494790.704448,117789.703433 494790.904384,117791.705502 494786.236085,117792.610826 494786.614915,117793.083411 494786.778204,117795.071469 494782.126507,117795.974932 494782.523955,117796.436025 494782.717329,117798.434654 494778.047858,117799.343971 494778.43769,117799.806753 494778.626987,117801.829576 494773.938585,117802.707824 494774.334525,117803.167375 494774.531534,117805.126992 494769.953239,117806.038144 494770.358331,117808.116325 494771.271452,117808.274571 494770.987581,117809.669302 494768.485624,117809.756647 494768.534315,117811.062528 494769.182447,117812.065605 494766.838021,117810.953152 494766.362051,117810.865748 494766.313466,117811.233731 494765.651461,117811.321135 494765.700046,117811.611014 494765.82308,117814.015349 494760.284217,117814.699433 494760.572366,117816.444692 494756.591279,117816.820438 494756.73415,117816.79213 494756.798171,117818.305762 494757.467456,117818.770824 494756.415688,117818.706804 494756.38738,117818.880696 494755.99411,117822.96144 494757.798499,117823.140626 494757.34643,117823.187934 494757.258328,117829.470581 494760.631939,117829.423273 494760.720041,117828.846558 494762.0719,117831.136894 494763.074077,117831.768266 494761.631166,117835.018531 494763.053377,117835.041163 494763.000593,117835.39514 494762.175014,117835.458568 494762.097703,117839.032949 494765.030229,117839.542341 494765.432941,117839.576559 494765.354189,117840.073428 494764.210651,117840.13663 494764.133155,117843.707188 494767.045123,117844.219935 494767.473078,117844.255883 494767.394487,117844.773859 494766.262085,117844.83727 494766.184761,117848.381063 494769.090903,117848.903197 494769.513799,117848.940048 494769.429628,117849.436712 494768.295188,117849.500093 494768.217839,117853.040222 494771.118689,117853.567111 494771.543984,117853.605062 494771.461044,117854.120361 494770.334893,117854.18498 494770.254198,117857.721077 494773.172699,117858.251856 494773.597756,117858.774135 494772.378193,117858.838517 494772.291386,117862.397205 494775.203485,117862.874749 494775.594036,117862.94771 494775.429486,117863.462547 494774.268371,117864.084201 494774.489101,117869.474871 494776.439553,117870.15223 494776.691652,117870.283438 494776.740484,117870.248557 494776.834204,117870.103686 494777.172639,117870.759103 494777.458389,117872.792945 494778.345104,117872.110614 494779.88466,117874.395872 494780.898363,117875.03288 494779.462314,117875.04364 494779.437921,117875.077676 494779.343892,117881.763955 494781.76412,117881.729919 494781.85815,117881.590296 494782.17999,117885.39209 494783.829992,117885.21892 494784.223912,117885.150262 494784.193729,117884.643254 494785.364226,117886.155966 494786.023166,117886.185918 494785.954406,117886.58014 494786.12613,117884.89076 494790.004396,117885.536953 494790.286283,117882.719353 494796.745295,117881.857957 494796.369001,117880.98641 494798.371472,117881.755396 494798.707664,117881.840147 494798.760743,117866.901817 494822.612866,117873.093959 494826.449056,117873.146873 494826.364203,117874.442375 494827.172058,117874.389461 494827.256912,117876.781342 494828.751334,117876.804289 494828.714693,117879.497244 494824.414793,117895.509787 494824.806211,117895.243288 494825.809971,117897.311387 494825.862059,117897.670239 494824.529533,117902.213653 494807.65848,117902.31779 494807.686819,117903.096955 494808.026528,117903.975446 494806.020121,117903.090768 494805.634669,117905.917728 494799.170207,117906.563664 494799.452681,117908.244619 494795.586739,117908.631947 494795.755834,117908.60194 494795.82457,117910.110528 494796.479224,117910.62888 494795.308877,117910.560305 494795.278505,117910.736463 494794.88077,117912.030198 494795.453771,117911.999826 494795.522346,117914.501145 494796.623726,117914.675589 494796.22429,117914.721379 494796.13539,117921.034508 494799.387125,117920.988718 494799.476025,117920.356738 494800.970257,117922.655894 494801.952033,117923.325465 494800.384009,117926.021978 494801.535463,117926.166628 494801.217672,117926.212127 494801.128622,117926.973506 494801.517641,117932.067928 494804.155077,117932.672879 494804.458931,117927.519595 494816.278246,117920.26332 494816.283808,117918.241954 494815.406219,117911.172907 494841.71742,117920.054188 494844.093926,117921.479973 494844.494504,117920.165498 494849.417681,117917.107703 494860.749218,117916.994332 494860.718625,117907.616832 494854.846222,117901.38721 494852.141495,117901.011796 494853.530782,117900.915259 494853.504696,117897.741747 494852.121115,117897.726085 494852.114287,117896.429035 494856.922411,117892.821802 494870.294315,117892.830836 494870.29826,117895.997215 494871.68103,117891.381091 494882.251408,117888.99403 494887.714267,117887.211752 494886.935479,117885.944574 494889.836004,117884.033454 494889.012779,117883.416585 494890.423855,117880.001369 494888.93659,117879.97327 494889.000702,117879.27498 494888.694663,117872.950188 494886.412391,117872.997707 494886.280703,117869.151062 494884.617551,117869.333512 494884.227005,117869.402165 494884.257201,117869.915507 494883.090109,117868.405152 494882.425784,117868.374955 494882.494436,117867.972194 494882.317283,117869.720885 494878.3416,117868.612308 494877.856669,117871.377797 494871.534613,117882.569607 494876.412216,117883.462014 494874.370361,117874.727722 494870.557216,117874.631155 494870.531237,117882.844129 494840.002269,117869.442704 494837.920364,117867.797297 494840.541832,117854.475419 494861.766287,117854.390721 494861.713125,117845.715256 494857.931419,117844.821576 494859.958506,117855.989377 494864.834463,117853.221927 494871.153183,117852.122731 494870.671762,117850.380284 494874.646625,117849.995621 494874.478002,117850.025732 494874.409312,117848.514554 494873.746862,117848.002661 494874.914591,117848.071351 494874.944702,117847.901895 494875.339108,117844.065618 494873.668312,117843.998887 494873.797044,117838.037385 494870.706786,117837.339136 494870.392547,117837.366906 494870.328291,117833.953822 494868.853228,117834.56873 494867.430418,117832.669547 494866.603476,117833.966778 494863.629058,117829.772513 494861.787945,117828.390281 494864.947982,117828.366824 494864.928572,117828.353638 494865.027699,117828.278492 494865.017703,117827.25795 494864.881952,117825.48626 494864.664705,117822.679179 494864.284416,117822.692603 494864.185321,117823.184438 494862.960546,117822.570133 494862.864843,117821.171236 494862.686841,117818.001072 494862.247907,117818.014787 494862.148852,117818.498774 494860.918486,117817.89248 494860.826636,117816.728008 494860.676333,117813.32873 494860.207348,117813.342397 494860.108287,117813.867798 494858.877766,117813.215043 494858.788128,117811.2808 494858.525768,117808.650412 494858.169235,117808.663844 494858.070141,117809.188085 494856.843088,117808.551389 494856.75299,117807.567641 494856.625503,117803.977937 494856.128224,117803.991659 494856.02917,117804.519008 494854.796582,117803.779705 494854.690869)))
0479100000000033;10;Stormhoek 10 t/m Stormhoek 8;1947;Pand in gebruik;24;1506SW;Stormhoek;Zaandam;4;1506SW;Stormhoek;Zaandam;11;1;MULTIPOLYGON(((116595.153307 493462.494222,116652.961107 493481.600381,116596.262103 493653.986199,116538.450564 493634.861482,116595.153307 493462.494222)))
0479100000000034;2;Samsonweg 2 t/m Samsonweg 6;2001;Pand in gebruik;6;1521RC;Samsonweg;Wormerveer;2;1521RC;Samsonweg;Wormerveer;11;1;MULTIPOLYGON(((114137.994 501898.542,114138.057 501898.856,114137.871 501898.892,114141.335 501916.239,114151.896 501914.13,114162.562 501967.516,114141.38 501971.748,114151.138 502020.729,114156.404 502019.683,114167.04 502073.174,114124.671 502081.599,114129.975 502107.95,114103.125 502113.294,114097.861 502086.886,114097.371 502086.985,114096.672 502083.527,114093.515 502084.156,114084.244 502037.614,114096.925 502035.079,114096.248 502031.685,114124.284 502026.097,114114.551 501977.054,114098.839 501980.201,114098.512 501978.565,114087.603 501980.727,114082.568 501955.39,114084.343 501955.037,114079.385 501930.291,114092.051 501927.756,114091.716 501926.123,114114.525 501921.581,114111.087 501904.255,114110.792 501904.313,114110.729 501903.999,114137.994 501898.542)))
0479100000000035;2;Noordervaartdijk 2 t/m Noordervaartdijk 2  AC;1925;Pand in gebruik;2;1561PS;Noordervaartdijk;Krommenie;2;1561PS;Noordervaartdijk;Krommenie;11;1;MULTIPOLYGON(((113265.545 501505.722,113269.183 501504.492,113265.836 501494.539,113262.528 501495.651,113260.643 501489.955,113263.923 501488.852,113261.759 501482.416,113294.402 501471.438,113287.593 501451.192,113311.231 501444.492,113311.365 501444.932,113328.17 501439.32,113339.56 501436.66,113348.56 501475.65,113335.65 501478.685,113335.079 501476.504,113328.399 501478.076,113329.064 501480.933,113321.51 501483.444,113325.379 501494.719,113271.94 501512.69,113271.781 501512.217,113246.383 501520.806,113246.795 501522.022,113233.758 501526.432,113233.893 501526.832,113203.708 501537.041,113209.173 501553.198,113178.465 501563.576,113178.487 501563.642,113155.36 501571.513,113149.15 501553.313,113129.37 501560.062,113120.967 501535.436,113140.747 501528.687,113135.228 501512.513,113135.4 501512.452,113167.93 501501.46,113174.03 501496.36,113233.105 501476.468,113238.43 501492.282,113238.926 501492.116,113244.768 501509.466,113264.565 501502.806,113265.545 501505.722)))
