X,Y,OBJECTID,object_nummer,mast_product,straat,armatuur_product,lamp_product,mast_hoogte
4.7414075688193,51.5880552098177,1,003,001H CCOL 4m PT60-GST121 (PMF),Gemeente Breda,KIO (Schréder),"16 led, 5068AS, 2400Lm, 3000K, 19W",4
4.83565807676248,51.5608596782932,2,B0132.005,CON TV 4m 100C73 (Valmont),Kalverwei,Industria IND 2000 SDN elektr,Philips PL-L 24 W 830 evsa 83,4
4.83631325063201,51.5609703046315,3,B0132.009,CON ST 4m PT 60,Kalverwei,Industria IND 2000 SDN elektr,Aura Unique-L cool 24W 83,4
4.83464813592146,51.5603752115029,4,B0132.001,000H CCOL 4.0 PT60-GST121 (VDL),Kalverwei,KIO (Schréder),"16 led, 5068AS, 2400Lm, 3000K, 19W",4
4.83492613177355,51.560474393108,5,B0132.002,CON TV 4m 100C73 (Valmont),Kalverwei,Industria IND 2000 SDN elektr,Philips PL-L 24 W 830 evsa 83,4
4.83542204211465,51.5607986426195,6,B0132.004,CON TV 4m 100C73 (Valmont),Kalverwei,Industria IND 2000 SDN elektr,Philips PL-L 24 W 830 evsa 83,4
4.83559704074498,51.5612792946946,7,B0132.007,CON TV 4m 100C73 (Valmont),Kalverwei,Industria IND 2000 SDN elektr,Aura Unique-L cool 24W 83,4
4.83599710747027,51.5609474158088,8,B0132.008,CON TV 4m 100C73 (Valmont),Kalverwei,Industria IND 2000 SDN elektr,Aura Unique-L cool 24W 83,4
4.83709431055269,51.5611152626676,9,B0132.011,CON TV 4m 100C73 (Valmont),Kalverwei,Industria IND 2000 SDN elektr,Aura Unique-L cool 24W 83,4
4.835122111703,51.5606460551813,10,B0132.003,000H CCOL 4.0 PT60-GST121 (VDL),Kalverwei,KIO (Schréder),"16 led, 5068AS, 2400Lm, 3000K, 19W",4
4.83527755995316,51.5611267071134,11,B0132.006,CON TV 4m 100C73 (Valmont),Kalverwei,Industria IND 2000 SDN elektr,Aura Unique-L cool 36W evsa 83,4
4.83672237675842,51.5610504125521,12,B0132.010,CON TV 4m 100C73 (Valmont),Kalverwei,Industria IND 2000 SDN elektr,Aura Unique-L cool 24W 83,4
4.8308386837023,51.5679931621597,13,B0134.002,CON ST 4m PT 60,Kapittelhof,Industria IND 2000,Aura Unique-L cool 36W evsa 83,4
4.83212566705011,51.5676307655357,14,B0134.006,CON TV 4m 100C73 (Valmont),Kapittelhof,Industria IND 2000 SDN elektr,Aura Unique-L cool 36W 83,4
4.83047151885356,51.5679969766868,15,B0134.001,CON TV 4m 100C73 (Valmont),Kapittelhof,Industria IND 2000 SDN elektr,Aura Unique-L cool 36W evsa 83,4
4.83117771425228,51.5679283119482,16,B0134.003,CON TV 4m PT 60 Kaal,Kapittelhof,Industria IND 2000 SDN elektr,Philips PL-L 36 W 830 evsa 83,4
4.8318276434611,51.5677795392091,17,B0134.005,CON TV 4m 100C73 (Valmont),Kapittelhof,Industria IND 2000 SDN elektr,Aura Unique-L cool 36W 83,4
4.83251047420842,51.5676650978756,18,B0134.007,CON TV 4m 100C73 (Valmont),Kapittelhof,Industria IND 2000 SDN elektr,Aura Unique-L cool 36W 83,4
4.83148527483917,51.5677795385113,19,B0134.004,000H CCOL 4.0 PT60-GST121 (VDL),Kapittelhof,Industria IND 2000 SDN elektr,Aura Unique-L cool 36W 83,4
4.83068280369185,51.5680427978863,20,b0134.(ABRI),_,Kapittelhof,Onbekend ABRI,Philips TL-D 18 W 830 83,_
4.83383703524426,51.5671195963512,21,B0140.001,CON ST 4m PT 60,Klaverveld,Industria IND 2000 SDN elektr,Aura Unique-L cool 36W evsa 83,4
4.8340029743571,51.5675697303344,22,B0140.003,CON ST 4m PT 60,Klaverveld,Industria IND 2000 SDN elektr,Aura Unique-L cool 36W evsa 83,4
4.83388901034711,51.5673599225575,23,B0140.002,CON TV 4m 100C73 (Valmont),Klaverveld,Industria IND 2000 SDN elektr,Philips PL-L 36 W 830 evsa 83,4
4.83429622974451,51.5679855322285,24,B0140.005,CON TV 4m 100C73 (Valmont),Klaverveld,Industria IND 2000 SDN elektr,Philips PL-L 36 W 830 evsa 83,4
4.83450412997512,51.5681228613645,25,B0140.006,CON TV 4m 100C73 (Valmont),Klaverveld,Industria IND 2000 SDN elektr,Aura Unique-L cool 36W 83,4
4.83459091467915,51.5683517436679,26,B0140.007,CON TV 4m 100C73 (Valmont),Klaverveld,Industria IND 2000 SDN elektr,Aura Unique-L cool 36W 83,4
4.83450079334926,51.5686492900577,27,B0140.009,CON TV 4m 100C73 (Valmont),Klaverveld,Industria IND 2000 SDN elektr,Aura Unique-L cool 36W 83,4
4.83416462246368,51.5687141400616,28,B0140.010,CON ST 4m PT 60,Klaverveld,Industria IND 2000 SDN elektr,Aura Unique-L cool 36W evsa 83,4
4.83501339271473,51.5687408428988,29,B0140.011,CON TV 4m 100C73 (Valmont),Klaverveld,Industria IND 2000 SDN elektr,Aura Unique-L cool 36W 83,4
4.83567428857667,51.5684051494326,30,B0140.013,CON TV 4m 100C73 (Valmont),Klaverveld,Industria IND 2000 SDN elektr,Aura Unique-L cool 36W 83,4
4.83595323891634,51.5682105996266,31,B0140.014,CON TV 4m 100C73 (Valmont),Klaverveld,Industria IND 2000 SDN elektr,Philips PL-L 36 W 830 83,4
4.83613300630554,51.5679054234524,32,B0140.016,CON TV 4m 100C73 (Valmont),Klaverveld,Industria IND 2000 SDN elektr,Aura Unique-L cool 36W 83,4
4.83591652272319,51.5677070598536,33,B0140.017,CON TV 4m 100C73 (Valmont),Klaverveld,Industria IND 2000 SDN elektr,Aura Unique-L cool 36W 83,4
4.83583593715021,51.5674858068811,34,B0140.018,CON TV 4m 100C73 (Valmont),Klaverveld,Industria IND 2000 SDN elektr,Aura Unique-L cool 36W 83,4
4.83421469012196,51.56775665023,35,B0140.004,CON TV 4m PT 60 Kaal,Klaverveld,Industria IND 2000 SDN elektr,Aura Unique-L cool 36W 83,4
4.83562660499592,51.5667686436625,36,B0140.020,CON TV 4m 100C73 (Valmont),Klaverveld,Industria IND 2000 SDN elektr,Aura Unique-L cool 24W evsa 83,4
4.83482027383311,51.5684928869108,37,B0140.008,CON TV 4m 100C73 (Valmont),Klaverveld,Industria IND 2000 SDN elektr,Aura Unique-L cool 36W 83,4
4.8351860070331,51.5685653666154,38,B0140.012,CON TV 4m 100C73 (Valmont),Klaverveld,Industria IND 2000 SDN elektr,Aura Unique-L cool 36W 83,4
4.83627033527751,51.5680236797022,39,B0140.015,CON TV 4m PT 60 Kaal,Klaverveld,Industria IND 2000 SDN elektr,Aura Unique-L cool 36W 83,4
4.83571577379827,51.5672264075911,40,B0140.019,CON TV 4m 100C73 (Valmont),Klaverveld,Industria IND 2000 SDN elektr,Aura Unique-L cool 36W 83,4
4.83182287585077,51.5710830665269,41,B0158.046,CVL ST 8m uitl. 150cm,Lange Bunder,000H Lumistreet Mini BGP 292,000H DM10/7500lm 30LED/3000K,8
4.83175802472164,51.5709648114176,42,B0158.047,CVL ST 8m uitl. 150cm,Lange Bunder,000H Lumistreet Mini BGP 292,000H DM10/7500lm 30LED/3000K,8
4.8321733503835,51.5708579997425,43,B0158.049,CVL ST 8m uitl. 150cm,Lange Bunder,000H Lumistreet Mini BGP 292,000H DM10/7500lm 30LED/3000K,8
4.83263922036045,51.5707855198421,44,B0158.050,CVL ST 8m uitl. 150cm,Lange Bunder,000H Lumistreet Mini BGP 292,000H DM10/7500lm 30LED/3000K,8
4.83335018519927,51.5703506448981,45,B0158.052,CVL ST 8m uitl. 150cm,Lange Bunder,000H Lumistreet Mini BGP 292,000H DM10/7500lm 30LED/3000K,8
4.83365580322659,51.5701140973833,46,B0158.053,CVL ST 8m uitl. 150cm,Lange Bunder,000H Lumistreet Mini BGP 292,000H DM10/7500lm 30LED/3000K,8
4.83395576726496,51.569877622098,47,B0158.054,CVL ST 8m uitl. 150cm,Lange Bunder,000H Lumistreet Mini BGP 292,000H DM10/7500lm 30LED/3000K,8
4.83425188431029,51.5696449256111,48,B0158.055,CVL ST 8m uitl. 150cm,Lange Bunder,000H Lumistreet Mini BGP 292,000H DM10/7500lm 30LED/3000K,8
4.83458567002541,51.5694427471156,49,B0158.056,CVL ST 8m uitl. 150cm,Lange Bunder,000H Lumistreet Mini BGP 292,000H DM10/7500lm 30LED/3000K,8
4.83495712627492,51.5692672705658,50,B0158.057,CVL ST 8m uitl. 150cm,Lange Bunder,000H Lumistreet Mini BGP 292,000H DM10/7500lm 30LED/3000K,8
4.83537960392985,51.5690917945507,51,B0158.058,CVL ST 8m uitl. 150cm,Lange Bunder,000H Lumistreet Mini BGP 292,000H DM10/7500lm 30LED/3000K,8
4.83579874336115,51.5689201331865,52,B0158.059,CVL ST 8m uitl. 150cm,Lange Bunder,000H Lumistreet Mini BGP 292,000H DM10/7500lm 30LED/3000K,8
