FID,raai,vaknr,raainr,bkl,tkl,tklminbkl,trend,snijding,opmerkingen,symbol,se_anno_cad_data,gdb_geomattr_data,shape
trend_2011_50.1,504358,5,4358,100,135.3,35.3,2.762,-,- - - - - -,1,,,"POLYGON ((126052.30299999937 588157.4710000008, 125969.19299999997 588267.7630000003, 126104.9609999992 588370.0709999986, 126188.0709999986 588259.7800000012, 126052.30299999937 588157.4710000008))"
trend_2011_50.2,504377,5,4377,109,137.4,28.4,2.066,-,- - - - - -,1,,,"POLYGON ((126186.35500000045 588256.6689999998, 126122.75699999928 588338.0700000003, 126256.7190000005 588442.7329999991, 126320.31700000167 588361.3310000002, 126186.35500000045 588256.6689999998))"
trend_2011_50.3,504395,5,4395,111,138.2,27.2,1.81,-,- - - - - -,1,,,"POLYGON ((126347.30299999937 588379.4710000008, 126292.83900000155 588451.7470000014, 126428.60700000077 588554.0560000017, 126483.0709999986 588481.7789999992, 126347.30299999937 588379.4710000008))"
trend_2011_50.4,504414,5,4414,108,137,29,1.787,-,- - - - - -,1,,,"POLYGON ((126494.3040000014 588490.4710000008, 126440.53200000152 588561.8289999999, 126576.30000000075 588664.1369999982, 126630.07200000063 588592.7789999992, 126494.3040000014 588490.4710000008))"
trend_2011_50.5,504432,5,4432,109,133.2,24.2,1.325,-,- - - - - -,1,,,"POLYGON ((126641.3040000014 588601.4710000008, 126601.43299999833 588654.379999999, 126737.20100000128 588756.6889999993, 126777.07200000063 588703.7789999992, 126641.3040000014 588601.4710000008))"
trend_2011_50.6,504451,5,4451,108,131.3,23.3,0.885,-,- - - - - -,1,,,"POLYGON ((126793.30299999937 588715.4710000008, 126766.67300000042 588750.8099999987, 126902.44099999964 588853.118999999, 126929.07200000063 588817.7789999992, 126793.30299999937 588715.4710000008))"
trend_2011_50.7,909975,9,9975,120,186.36228219,66.36228219,-5.761,>2021,- 2 - - - -,3,,,"POLYGON ((78463.49599999934 459666.57400000095, 78670.70199999958 459466.4770000018, 78497.03799999878 459286.6429999992, 78289.83199999854 459486.73900000006, 78463.49599999934 459666.57400000095))"
trend_2011_50.8,910025,9,10025,107,216.02785753,109.02785753,-7.106,>2021,- 2 - - - -,3,,,"POLYGON ((78129.27899999917 459318.4820000008, 78380.51399999857 459067.2470000014, 78203.73699999973 458890.4699999988, 77952.50200000033 459141.70600000024, 78129.27899999917 459318.4820000008))"
trend_2011_50.9,1700230,17,230,78,98.69686301,20.69686301,0.385,-,- 2 - - - -,1,,,"POLYGON ((26145.357000000775 382336.4200000018, 26148.368000000715 382355.43299999833, 26296.52100000158 382331.9679999985, 26293.51000000164 382312.9549999982, 26145.357000000775 382336.4200000018))"
trend_2011_50.10,1700251,17,251,70,100.07620548,30.07620548,-0.395,>2021,- 2 - - - -,3,,,"POLYGON ((26080.51000000164 382344.9549999982, 26077.42100000009 382325.4479999989, 25929.267999999225 382348.9129999988, 25932.357000000775 382368.4200000018, 26080.51000000164 382344.9549999982))"
trend_2011_50.11,1700271,17,271,75,103.93547397,28.93547397,-2.084,>2021,- 2 - - 5 -,3,,,"POLYGON ((25883.51000000164 382374.9549999982, 25867.210000000894 382272.0379999988, 25719.05600000173 382295.5029999986, 25735.357000000775 382398.4200000018, 25883.51000000164 382374.9549999982))"
trend_2011_50.12,1700290,17,290,66,82.57753425,16.57753425,-4.75,2014,- 2 - - 5 -,3,,,"POLYGON ((25700.51000000164 382402.9549999982, 25663.357000000775 382168.37900000066, 25515.20399999991 382191.8440000005, 25552.357000000775 382426.4200000018, 25700.51000000164 382402.9549999982))"
trend_2011_50.13,1700308,17,308,76,82.53579726,6.53579726,-6.628,2011,- 2 - - 5 -,3,,,"POLYGON ((25517.51000000164 382430.9549999982, 25465.66800000146 382103.63500000164, 25317.51399999857 382127.1000000015, 25369.357000000775 382454.4200000018, 25517.51000000164 382430.9549999982))"
trend_2011_50.14,504988,5,4988,199,187.9,-11.1,2.301,-,1 - - - 5 -,2,,,"POLYGON ((131603.61400000006 591563.9899999984, 131556.81899999827 591669.0929999985, 131712.12200000137 591738.2380000018, 131758.91699999943 591633.1350000016, 131603.61400000006 591563.9899999984))"
