Ministerie;Leverancier;6000 - ICT overig;6110 - Aanschaf hardware;6120 - Beheer en onderhoud hardware;6210 - Aanschaf programmatuur & software;6220 - Beheer, onderhoud programmatuur & software;6310 - Aanschaf, beheer en onderhoud infrastructuur;6410 - Spraak en dataverbindingen;6510 - Aan een externe partij uitbestede ICT-dienstverlening;Eindtotaal
AZ;Solvinity B.V.;;;;;;;;1;1
AZ;Square Information Solutions;;;;;2;;;;2
AZ;StreamProfit;;2;;;;;;;2
AZ;Technolution B.V.;;1;;;;;;;1
AZ;Tele2 Nederland B.V.;;;;;4;;2;;4
AZ;Telindus-ISIT B.V.;;;;;7;;;;7
AZ;The Information Lab Netherlands B.V.;;;;1;;;;;1
AZ;TOPdesk Nederland B.V.;;;;;1;;;;1
AZ;Trusted-ID B.V.;;;;;2;;;;2
AZ;Unica Installatietechniek;;;1;;;;;;1
AZ;UNIT4 Business Software B.V.;;;;;2;;;;2
AZ;Vodafone;;;;;;;3;;3
AZ;Winkwaves B.V.;;;;2;;;;;2
AZ;Wortell System Integrations & Services B.V.;;;;2;;;;;2
AZ;Xerox (Nederland) B.V.;;1;2;;;;;;2
AZ;Ziggo B.V.;;;;;1;;;;1
BZ;Aaaaha! The Actor Factory B.V.;;;;;1;;;;1
BZ;A-Mac B.V.;;2;;;;;;;2
BZ;Appical B.V.;;;;;;;1;;1
BZ;Art Copy Team;;;;;;;;2;2
BZ;Atos Nederland B.V.;;;;;;;;9;9
BZ;BCC (Elektro-Speciaalzaken) B.V.;;;;;1;;1;;1
BZ;Bixmile Performance B.V.;;;;;;;;1;1
BZ;bol.com B.V.;;;;;;;1;;1
BZ;Castor Networks Fixed Services B.V.;;;;;;;2;;2
BZ;Cegeka Consulting B.V.;;;;;;;1;;1
BZ;Cimsolutions;;;;;;;;1;1
BZ;CM.COM Netherlands B.V.;;;;;;;2;;2
BZ;COMPAREX Nederland B.V.;;;;;4;;;;4
BZ;Conrad Electronic Benelux B.V.;;;;;;;1;;1
BZ;Coolblue B.V.;;;;;;;2;;2
BZ;DataWeb B.V.;;;;;1;;;;1
BZ;DDAI;;;;;1;;;;1
BZ;De Staffing Groep Nederland B.V.;;;;;;;;6;6
BZ;E. Feenstra Holding B.V.;;;;;2;;;;2
BZ;EY Advisory Netherlands LLP;;;;;3;;;;3
BZ;Flexa Media;;;;;1;;;;1
BZ;Fox-IT;;;;;;;;1;1
BZ;Gannexion B.V.;;;;;;;1;;1
BZ;GLOMIDCO Managed Services B.V.;;;;;;;;2;2
BZ;GoodHabitz B.V.;;;;;2;;;;2
BZ;GreenMango ICT Services;;;;;2;;;;2
BZ;Hostnet B.V.;;;;;;;1;;1
BZ;IDEMIA The Netherlands B.V.;;;;;1;;;;1
BZ;Identiteit & Diensten B.V.;;;;;;;;1;1
BZ;ING Bank;;;;;;;4;;4
BZ;Int. Air Trans. Association (Netherl.) B.V.;;;;;;;1;;1
BZ;Intelligence Group B.V.;;;;;2;;;;2
BZ;ItaQ;;;;;;;;4;4
BZ;Juris B.V.;;;;;2;;;1;2
BZ;KPMG Advisory N.V.;;;;;;;;2;2
BZ;LINKIT B.V.;;;;;;;;4;4
BZ;Ljs Automatisering B.V.;;;;;;;1;;1
BZ;Madenco B.V.;;;;;;;;1;1
BZ;Mahieu Web Development B.V.;;;;;;;;1;1
BZ;Mavim B.V.;;;;;;;;1;1
BZ;Microsoft B.V.;;;;;4;;;6;7
BZ;Nalta Software B.V.;;;;;1;;;;1
BZ;Orange Business Netherlands B.V.;;;;;;;;9;9
BZ;Ordina Nederland B.V.;;;;;3;;;1;3
BZ;Payingit B.V.;;;;;;;;3;3
BZ;PayPlaza B.V.;;;;;;;1;;1
BZ;Perlent;;1;;;;;;;1
BZ;Pink Elephant Education B.V.;;;;;;;;1;1
BZ;Pricewaterhousecoopers B.V.;;;;;2;;;;2
BZ;PricewaterhouseCoopers Pens.Act.Ins.Srv.;;;;;2;;;2;2
BZ;Protinus IT B.V.;;2;;;4;;1;;4
BZ;QuoVadis Trustlink B.V.;;;;;1;;;;1
BZ;Randstad Uitzendbureau B.V.;;;;;;;;2;2
BZ;RIPE NCC;;;;;1;;;;1
BZ;Savant Learning Partners B.V.;;;;;;;;1;1
BZ;SaySimple B.V.;;;;;2;;;;2
BZ;Schuberg Philis B.V.;;;;;1;;;;1
BZ;Schutten It B.V.;;;;;2;;;;2
BZ;Sectra Communications B.V.;;;;;;;6;;6
BZ;Service Management Technology eXperts B.V.;;;;;2;;;;2
BZ;Tele'Train Education II B.V.;;;;;;;;2;2
BZ;Transip B.V.;;;;;1;;;;1
BZ;TwynstraGudde Adviseurs;;;;;;;;1;1
BZ;Uno Automatiseringdiensten B.V.;;;;;;;;1;1
BZ;Uptrends B.V.;;;;;1;;;1;1
BZ;ValueBlue B.V.;;;;;1;;;;1
BZ;VerversAdvies B.V.;;;;;;;;1;1
BZ;Virtual Sciences Solutions B.V.;;;;;2;;;;2
BZ;Youfacilitate B.V.;;;;;1;;;;1
BZ;Zeewaardig;;;;;2;;;;2
BZK;200 OK;;;;;;;;2;2
BZK;20Face B.V.;2;;;;;;;;2
BZK;2CoolMonkeys B.V.;;;;;;;;2;2
BZK;A & C Presentations;;;;;1;;;;1
BZK;A. van Helden Relatiegeschenken B.V.;;;;;;;;1;1
BZK;Aareon Nederland B.V.;;;;;2;;;;2
BZK;ABF Research B.V.;;;;;;;;5;5
BZK;ACES Direct B.V.;;;;1;1;;;;1
BZK;Adequi;;;;;;2;;;2
BZK;Adohbe B.V.;;;;;1;;;;1
BZK;Advisie Business Consultants;;;;2;2;;;;2
BZK;Ailsa.com;;;;;;;;1;1
BZK;Allrent ICT Solutions;;1;;;;;;;1
BZK;Alternate Computerversand Nederland C.V.;;1;;1;;;;;1
BZK;Anne-Beth Broeders;;;1;;;;;;1
BZK;Anoniem_BZK_12;;;;;1;;;;1
BZK;Anoniem_BZK_140;;;;;;;;1;1
BZK;Anoniem_BZK_160;;;;;2;;;;2
BZK;Anoniem_BZK_167;;;;;;;;1;1
BZK;Anoniem_BZK_169;;;;;;;;1;1
BZK;Anoniem_BZK_177;;;;3;;;;;3
BZK;Anoniem_BZK_205;;7;;;;;;4;7
BZK;Anoniem_BZK_211;;6;6;;9;;;;9
BZK;Anoniem_BZK_261;;;;;;;;2;2
BZK;Anoniem_BZK_286;;;;1;;;;;1
BZK;Anoniem_BZK_324;;;4;;;;;;4
BZK;Anoniem_BZK_332;;;;1;;;;;1
BZK;Anoniem_BZK_354;;;;;;;;1;1
BZK;Anoniem_BZK_371;;;;;;;;2;2
BZK;Anoniem_BZK_40;;;;;;;;2;2
BZK;Anoniem_BZK_417;;;;;;;;1;1
BZK;Anoniem_BZK_45;;;;;;;;1;1
BZK;Anoniem_BZK_69;;;;1;;;;;1
BZK;APG Service Partners B.V.;;;;;2;;;;2
BZK;Appical B.V.;;;;;1;;;;1
BZK;APPS B.V. (YesDelft!);;;;;;;;2;2
BZK;Apro Consulting Services B.V.;;;2;1;;;;;2
BZK;ARCADIS Nederland;;;;;;;;1;1
BZK;ARCADIS Nederland B.V.;;;;4;;;;2;4
BZK;Archidat B.V.;;;;;1;;;;1
BZK;ArchiXL B.V.;;;;;1;;;;1
BZK;Arenda Oomen Fotografie;;;;;;;;1;1
BZK;Atlas voor Gemeenten B.V.;;;;;;;;4;4
BZK;Atlassian B.V.;;;;;1;;;;1
BZK;Atos Nederland B.V.;;;;4;;;;1;4
BZK;Avex B.V.;;7;;;;;;;7
BZK;Axians;;;;2;;;;;2
BZK;Axiell ALM Netherlands B.V.;;;;2;;;;2;2
BZK;Balance Ervaring op Projectbasis B.V.;;;;;;;;2;2
BZK;Banketbakkerij Boheemen;;;;;;;;1;1
BZK;Bar of Brands;;;;;;;;1;1
BZK;BCM Music Systems B.V.;;;;1;;;;;1
BZK;Bentley Systems Netherlands B.V.;;;1;;;;;;1
BZK;Berkeley Bridge(Juricas B.V.);;;;;;;;1;1
BZK;Big Data Value Center;;;;;;;;1;1
BZK;BIS Bedrijfs Informatie Systemen B.V.;;5;;;;;;4;5
BZK;Blancco (Software) Netherlands B.V.;;;1;;;;;;1
BZK;Blauw Research B.V.;;;;;;;;2;2
BZK;Blockbird B.V.;;;;;;;;2;2
BZK;Bloomreach;;;;;;;;1;1
BZK;Blue Bricks B.V.;;;;;;;;1;1
BZK;Blue Lagoon;;;;;;;;1;1
BZK;BlueBerry Media B.V.;;;;;;;;2;2
BZK;BookingSuite B.V.;;;;;1;;;;1
BZK;Boom uitgevers Den Haag B.V.;;;;;;;;1;1
BZK;BrightContact Technology B.V.;;;;;;;;4;4
BZK;BrinkMobility;;;;;;;;1;1
BZK;Broekhuizen Communicatie;;;;;;;;2;2
BZK;BSI Group The Netherlands B.V.;;;;;;;;2;2
BZK;BT NEDERLAND N.V.;;;;;;3;6;;6
BZK;Budgetronics;;;;;;;2;;2
BZK;buildingSMART Benelux Chapter Benelux Chapter;;;1;;;;;;1
BZK;Bureau Boom;;;1;;;;;;1
BZK;Bureau G.I.T AV faciliteiten;;;;;;;;1;1
BZK;Business Openers B.V.;;;;;;;;1;1
BZK;Buyitdirect.com B.V.;;1;2;;2;;4;;4
BZK;Buyitdirect.com N.V.;;7;;;2;1;1;7;7
BZK;Cadac Group AEC B.V.;;;;2;;;;;2
BZK;Café-Restaurant Pan;;;;;;;;1;1
BZK;Cannock Connect Center B.V.;;;;;;;1;;1
BZK;Canon Nederland N.V.;;1;;;;;;1;1
BZK;Capgemini Nederland B.V.;;;;4;8;1;;9;9
BZK;Cardan Technobility B.V.;;;;;;;;2;2
BZK;Carola Straatman grafisch ontwerp;;;;;;;;1;1
BZK;CasaGrande B.V.;;;;;;;;2;2
BZK;Cegeka Consulting B.V.;;;;;;;;1;1
BZK;Cendris Customer Contact B.V.;;;;4;;;;;4
BZK;Centipod B.V.;;;;;;2;;;2
BZK;Centralpoint Holding B.V.;;;7;;;;;;7
BZK;Centralpoint Nijmegen B.V.;;10;9;5;7;4;8;5;10
BZK;Centric;;;;;4;5;2;;5
BZK;Centric Netherlands B.V.;;;1;;1;;;;1
BZK;CERRIX B.V.;;;;;;;;1;1
BZK;CGI Nederland B.V.;;;;;6;;;4;6
BZK;Claranet Benelux B.V.;;;;;;;;1;1
BZK;CM Telecom B.V.;;;;;1;;1;8;8
BZK;Co & Co Solutions B.V.;;;;;4;;;;4
BZK;COMPAREX Nederland B.V.;;;4;8;9;1;1;7;9
BZK;Computacenter;;3;2;;;;;;4
BZK;Computel Stand-By B.V.;;;;;;;;1;1
BZK;Computest Services B.V.;;;;;;;;4;4
BZK;condor;;;6;;;;;;6
BZK;Coney Solutions B.V.;;;;;1;;;;1
BZK;ConnectTools B.V.;;;;;1;;;;1
BZK;ContentKalender B.V.;;;;;1;;;;1
BZK;Context creative studio;;;;;;;;1;1
BZK;Coolblue B.V.;;1;2;;1;;;;2
BZK;Coöperatieve vereniging OpenGeoGroep UA;;;2;2;;;;;2
BZK;Coosto B.V.;;;;;;;;1;1
BZK;COT Inst. voor Veil.h.- & Crisismanagem. B.V.;;;;;;;;1;1
BZK;Covalent Infra Technology Solutions B.V.;;;1;1;;;;;1
BZK;Creapolis Media;;;;;;;;2;2
BZK;CSN Groep B.V.;;;1;;;;;;1
BZK;CTM Solution B.V.;;;;3;1;;;;3
BZK;Dalewind Software;;;;;1;;;;1
BZK;Dalosy Projecten B.V.;;1;;1;;;;;1
BZK;Databas B.V.;;;;;2;;;;2
BZK;De Broodbrouwers Den Haag B.V.;;;;;;;;1;1
BZK;De Corridor;;;;;;;;1;1
BZK;De Groen Advisering;;;;;;;;1;1
BZK;De Presentatie Architect BV;;;;;;;;1;1
BZK;DE REE archiefsystemen;;;;3;;;;;3
BZK;De Staffing Groep Nederland B.V.;;;;;;;;1;1
BZK;Deloitte Consulting B.V.;;;;;5;;;4;5
BZK;Delta 10 B.V;;;;;;1;;;1
BZK;Deltapi Systems;;;;;1;;;;1
BZK;DesktoptoWork B.V.;;;;1;1;;;;1
BZK;Detron Communication Solutions;;2;4;3;5;;1;4;6
BZK;Detron ICT Rental Solutions;;1;;;;;;;1
BZK;DGMR Software B.V.;;;;1;;;;;1
BZK;Digidentity B.V.;;;;2;;;;2;3
BZK;Digital Development Group B.V.;;;;;;;;2;2
BZK;Diractivity-Software B.V.;;;;1;;;;;1
BZK;Discountoffice.nl B.V.;;1;;;;;;;1
BZK;Dotweb Systems B.V.;;;;1;1;;;;2
BZK;DPI Animation House B.V.;;;;;1;;;2;2
BZK;DROG B.V.;;;;;;;;1;1
BZK;eelloo;;;;1;;;;;1
BZK;Elsevier Business Information;;;;1;;;;;1
BZK;EMMA Communicatie B.V.;;;;;;;;5;5
BZK;Employee Performance Group B.V.;;;;3;1;;;;3
BZK;EMS Distribution B.V.;;;;;1;;;;1
BZK;En nu online;;;;;;;;1;1
BZK;EnablE-U B.V.;;;;2;;;;;2
BZK;EnergyGo B.V.;;;2;;;;;;2
BZK;E-Office B.V.;;;;2;;;;;2
BZK;EPAM Consulting;;;;4;;;;;4
BZK;EPI-USE B.V.;;;;;2;;;;2
BZK;EPI-USE Labs BeNeLux;;;;;1;;;;1
BZK;Equinix (Netherlands) B.V.;;;;;;5;;;5
BZK;Ernst & Young Certifypoint B.V.;;;;;;;;4;4
BZK;Esri Nederland;;;1;4;;;;2;4
BZK;Eurotempest B.V.;;1;;;;;;;1
BZK;Event Media B.V.;;1;;;;;;;1
BZK;Evention Inc.;;;;;1;;;;1
BZK;Exact Software Nederland B.V.;;;;;3;;;;3
BZK;Expleo Netherlands B.V.;;;;;;;;2;2
BZK;Explore-IT B.V.;;;;;1;;;;1
BZK;FaberExposize B.V.;;;;;;;;1;1
BZK;Face Two B.V.;;;;;;;;2;2
BZK;Facilion B.V.;;;;1;;;;;1
BZK;Firm Ground;;;;;;;;2;2
BZK;For Conference B.V.;;;;;;;1;;1
BZK;Fugro NL Land B.V.;;;1;;;;;;1
BZK;Fujitsu Technology Solutions B.V.;;;1;;;;;5;5
BZK;Future Communication Consultants B.V.;;;;;4;;;;4
BZK;Futureproof Document Solutions;;;;;2;;;;2
BZK;Gartner Nederland B.V.;;;;2;;2;;2;4
BZK;Gebruikersvereniging Zaaksysteem.NL;;;;;1;;;;1
BZK;Gemet B.V.;;;;;;1;;;1
BZK;Gemnet B.V.;;;1;;;;;;1
BZK;Genesys Telecommunications Laboratories B.V.;;;;;4;;;2;4
BZK;Geodan B.V.;;;;;;;;5;5
BZK;Gettid B.V.;;;;;;;;1;1
BZK;GitHub B.V.;;;;;1;;;;1
BZK;GPersoon B.V.;;;;;;;;2;2
BZK;GW Cross Media B.V.;;;;;1;;;1;1
BZK;H.K. Business & Advisory Services B.V.;;;;;;;;2;2
BZK;Hackdefense B.V.;;;;;;;;2;2
BZK;HAGAR Quality Management;;;;;;;;1;1
BZK;HAPPY TABS;;;;;;;;2;2
BZK;Haproma Nederland B.V.;;;;;;2;;1;2
BZK;headON RESULTS B.V.;;;;;;;;1;1
BZK;Heuvelman Sound & Vision B.V.;;4;6;;;;;;6
BZK;Hilti Nederland B.V.;;;;1;;;;;1
BZK;HMCM;;;1;;;;;;1
BZK;Hollandse Hoogte B.V.;;;;;;;;1;1
BZK;Hooghiemstra & Partners B.V.;;;;;;;;2;2
BZK;HP Nederland B.V.;;;1;;;;;;1
BZK;Human Resource Implementation Services BV HuRis;;;;;;;;1;1
BZK;iBabs B.V.;;;;1;;;;;1
BZK;iBestuur Magazine;;;;;;;;2;2
BZK;IBM Nederland B.V.;;;;;7;;;;7
BZK;Ideoma Intelligent Systems B.V.;;;;1;;;;;1
BZK;Ieder-In;;;;;;;;1;1
BZK;Ilumy Innovation B.V.;;;;2;;;;;2
BZK;in60seconds B.V.;;;;;;;;3;3
BZK;Infoprojects;;;1;2;;;;1;2
BZK;Information Builders (Benelux) B.V.;;;;1;;;;2;2
BZK;Informed Products B.V.;;;;;1;;;;1
BZK;ING Bank N.V.;;;;;1;;;;1
BZK;ING Corparate Card;;2;;;2;;;;2
BZK;Inkesta B.V.;;;;1;;;;;1
BZK;InnoValor B.V.;;;;2;;;;3;3
BZK;Innovero Software Solutions B.V.;;;;;1;;;;1
BZK;Inprocess Consultants B.V.;;;;;;;;1;1
BZK;Insight Enterprises Netherlands B.V.;;;1;2;9;;;2;9
BZK;InsightsWorld B.V.;;;;1;;;;;1
BZK;Integrated Environmental Solutions Ltd;;;;1;;;;;1
BZK;Intelec Systems B.V.;;;;1;;;;;1
BZK;Internedservices;;;;1;;;;;1
BZK;Interstate Planning;;;;;;;;2;2
BZK;Involon B.V.;;;;1;;;;;1
BZK;IPD European Social Property Services;;;;1;;;;;1
BZK;iProov Limited;;;;2;;;;;2
BZK;Iris Huys;2;;;;;;;;2
BZK;Iris-International;;;;1;;;;;1
BZK;ItaQ;;;;;;;;5;5
BZK;It's Us B.V.;;;;;3;;;;3
BZK;itslearning Nederland B.V.;;;;;;;;3;3
BZK;iWelcome B.V.;;;;;;2;;2;2
BZK;JetBrains N.V.;;;;1;;;;;1
BZK;Kaliber Interactive B.V.;;;;;1;;;;1
BZK;Kamera Express;;1;;;;;;;1
BZK;Kantar Netherlands B.V.;;;;;;;;2;2
BZK;Kardex Systemen B.V.;;1;;;;;;;1
BZK;Kavel 10 B.V.;;;4;;;;;;4
BZK;KBenP;;;;;;;;1;1
BZK;KBenP Talent B.V.;;;;;;;;2;2
BZK;KCM Survey B.V.;;;;;;;;2;2
BZK;Kinly Benelux;;4;;;;;;;4
BZK;KlusIT Computerverhuur;;;;;;;1;;1
BZK;Knowledge Exchange B.V.;;;;;2;;;;2
BZK;KnowledgePlaza Professional Services B.V.;;;;;7;;;;7
BZK;Konica Minolta Business Solutions Ned. B.V.;;;2;1;;;;;2
BZK;Koning & Hartman B.V.;;;;;;;4;;4
BZK;Koninklijke Kampert en Helm Rotaform B.V.;;;;;;;;4;4
BZK;Korton Computer Communication (KCC) B.V.;;;;;;;;3;3
BZK;KPMG Advisory N.V.;;;;;;;;7;7
BZK;KPN ADM 160 VASTE VERBINDINGEN;;;;;;;1;;1
BZK;KPN B.V.;;1;2;;4;2;5;9;9
BZK;KPN Corporate Market;;;1;;1;;;2;2
BZK;KPN Internedservices;;;;;2;3;;5;5
BZK;KPN Lokale Overheid (voorh Gemnet);;;;;;6;;;6
BZK;KPN XL;;;;;4;;1;;4
BZK;Kroon B.V.;;1;;;;;;;1
BZK;Kubus architectural solutions;;;;2;;;;;2
BZK;Landgoed B.V.;;;;;;;;2;2
BZK;Laptopsverhuur B.V.;;1;;;;;;;1
BZK;LBP Sight B.V.;;;;;;;;2;2
BZK;License Audit B.V.;;;;;;;;1;1
BZK;License Partners Cloud Solutions B.V.;;;;;;3;;;3
BZK;LimoenGroen B.V.;;;;;;;;3;3
BZK;Linguist Link Europe;;;;;;;;2;2
BZK;Ljs Automatisering B.V.;;;;1;;;;;1
BZK;Lost Lemon B.V.;;;;;;;;3;3
BZK;MachtigingOnline;;;;1;;;;;1
BZK;MacroCad B.V.;;;;1;;;;;1
BZK;Madurodam B.V.;;;;;;;;1;1
BZK;Mahieu Web Development B.V.;;;;1;;;;;1
BZK;Manutan B.V.;;1;;;;;;;1
BZK;Marosel B.V.;;;;;;;;;
BZK;MatchFlex B.V.;;;;;;;;1;1
BZK;Matroos Vertalingen;;;;;;;;1;1
BZK;Maxd'Oro B.V.;;;;;2;;;2;2
BZK;MaxServ B.V.;;;;1;;3;;;3
BZK;Maykin Media;;;;;;;;2;2
BZK;Meetingselect B.V.;;;;;;;;4;4
BZK;Messagebird;;;;;;;1;;1
BZK;Metaalbew. bedrijf Van Der Velde Delft B.V.;;;;;;1;;;1
BZK;Mett;;;;1;;;;2;2
BZK;MichielB.com;;;;1;;;;;1
BZK;Mintlab B.V.;;;;1;2;;;1;2
BZK;Mobiel Centre Marktonderzoek B.V.;;;;;;;;2;2
BZK;Mwee beeld licht geluid;;;;;;;1;;1
BZK;myBrand;;;1;;;;;;1
BZK;Nawwara BV Communicatieadvies, Tekst en Ontwerp;;;;;;;;3;3
BZK;NCC Group Escrow Europe B.V.;;;1;;;;;;1
BZK;Nedcomp Hosting B.V.;;;;;2;;;;2
BZK;Nederlands Diensten Centrum voor ICT B.V.;;;;;;1;;;1
BZK;Negometrix B.V.;;;;3;;;;;3
BZK;Netcompany Netherlands B.V.;;;;3;;;;;3
BZK;Nétive VMS B.V.;;;;;5;;;;5
BZK;Network Innovations;;;;;;;5;;5
BZK;Network Innovations Services;;;;;;2;;;2
BZK;NFGD Zoetermeer B.V.;;6;;;;;;;6
BZK;NLdigital B.V.;;;;;;;;3;3
BZK;Nou&Off;;;;;;;;2;2
BZK;NSD International NL B.V.;;1;1;;;;;;1
BZK;OBI Internet Marketing B.V.;;;;;1;;;;1
BZK;OCLC B.V.;;;;2;;;;;2
BZK;Odendaal advies;;;2;;;;;;2
BZK;Odeon A/S;;;;1;;;;;1
BZK;Odyssee B.V.;;;;1;;;;;1
BZK;Onesto Automatisering;;1;;1;;;;;2
BZK;Onlineafspraken.nl B.V.;;;;;2;;;;2
BZK;Ontrack Studio;;;;;;;1;;1
BZK;Open State Foundation;;;;;;;;2;2
BZK;Open Text Coöperatief U.A.;;;;;5;;;;5
BZK;Oracle Nederland;;;4;7;6;;;;7
BZK;Ordina Beheer & Outsourcing;;;2;1;;;;;2
BZK;Ordina N.V.;;;;;1;7;;5;7
BZK;Oribi Software B.V.;;;;;2;;;;2
BZK;OSSO Network B.V.;;;;;1;;;;1
BZK;Otys International B.V.;;;;;1;;;;1
BZK;Pactechno;;;1;;;;;;1
BZK;Panteia B.V.;;;;;;;;2;2
BZK;Paralax B.V.;;;;;3;;;1;3
BZK;Pardon Consult;;;;1;;;;2;2
BZK;PBLQ B.V.;;;;;;;;1;1
BZK;Pels Rijcken & Droogleever Fortuijn N.V.;;;1;;;;;;1
BZK;Peutz Data B.V.;;;;1;;;;;1
BZK;Pianohandel Mos en Spetter;;;1;;;;;;1
BZK;Planon B.V.;;;;;5;;;;5
BZK;Postcode.eu;;;;1;;;;;1
BZK;Postcode.NL B.V.;;;;1;;;;;1
BZK;PQR B.V.;;2;4;;;1;;;4
BZK;Previder;;;;1;;;;;1
BZK;Pricewaterhousecoopers N.V.;;;;;;4;;4;5
BZK;Prisma Groep B.V.;;;1;;;;;;1
BZK;Promio;;;;;;;;1;1
BZK;Protinus IT B.V.;;7;6;7;8;2;1;7;9
BZK;Proud Professionals B.V.;;;;;;;;;
BZK;Publiek Denken;;;;;;;;1;1
BZK;Quootz B.V.;;;;;;;;1;1
BZK;QuoVadis Trustlink B.V.;;;;1;3;2;1;2;4
BZK;RBit Informatica B.V.;;;;;;;;2;2
BZK;RDMG Uitgeverij B.V.;;;;1;;;;;1
BZK;RedNose IT B.V.;;;;6;;;;;6
BZK;Regas IP B.V.;;;;;3;;;;3
BZK;Reindeer inc;;;;;1;;;;1
BZK;Remlicht;;;;;;;;1;1
BZK;Renewi Nederland B.V.;;;1;;;;;;1
BZK;Retriever Media Informatie B.V.;;;;;1;;;;1
BZK;Rework Apps B.V.;;;;;;;1;;1
BZK;Ricoh Nederland B.V.;;;2;;;;;;2
BZK;RIPE NCC;;;;;;;;1;1
BZK;ROI B.V.;;;;;;;;1;1
BZK;Ruigrok NetPanel;;;;;;;;2;2
BZK;Sabel Communicatie B.V.;;;;;;;;2;2
BZK;SAP Nederland B.V.;;;;;7;;;;7
BZK;SBR Nexus;;;;;;;;2;2
BZK;Scan Sys B.V.;;;;;1;;;;1
BZK;Scholten Awater B.V.;;1;4;1;;3;;;4
BZK;Schut-Copex B.V.;;1;;;;;;;1
BZK;Sdu Uitgevers B.V.;;;;2;;;;;2
BZK;Securify B.V.;;;;;;;;3;3
BZK;Service Telefoon Centrale B.V.;;;;;;;1;;1
BZK;Servitect B.V.;;;;;1;;;;1
BZK;SG Equipment Finance Benelux B.V.;;;;;5;;;;5
BZK;SHARP Electronics Benelux B.V.;;;1;;;;;;1
BZK;Social Brothers B.V.;1;;;;;;;;1
BZK;Softcrow Trusted Electronic Services B.V.;;;;1;;;;;1
