FID,length,filenaam,br_links,br_rechts,vliegdatum,se_anno_cad_data,gdb_geomattr_data,shape
vlieglijnen_voordlta_2007.1,10980.006,d16dec_0,349.20001221,-281.6000061,16 dec 2007,,,"LINESTRING (49638.9299999997 417467.25, 38659.960999999195 417316.313000001)"
vlieglijnen_voordlta_2007.2,9389.806,d16dec_0,273.29998779,-289.29998779,16 dec 2007,,,"LINESTRING (48499.64799999818 417719.5, 39110.3590000011 417621.0309999995)"
vlieglijnen_voordlta_2007.3,10818.357,d16dec_0,277,-311.1000061,16 dec 2007,,,"LINESTRING (49620.289000000805 417991.875, 38802.91000000015 417846.3440000005)"
vlieglijnen_voordlta_2007.4,9490.639,d16dec_0,251.69999695,-302.5,16 dec 2007,,,"LINESTRING (48241.300999999046 418242.875, 38750.96900000051 418166.5309999995)"
vlieglijnen_voordlta_2007.5,10618.847,d16dec_0,245.6000061,-346.5,16 dec 2007,,,"LINESTRING (49364.39799999818 418496.75, 38746.51999999955 418353.375)"
vlieglijnen_voordlta_2007.6,9243.08,d16dec_0,509.70001221,-241.3999939,16 dec 2007,,,"LINESTRING (48105.039000000805 418822.75, 38863.07800000161 418678.938000001)"
vlieglijnen_voordlta_2007.7,9479.83,d16dec_1,287.3999939,-377.1000061,16 dec 2007,,,"LINESTRING (48543.6409999989 419113.811999999, 39070.289000000805 418763.4059999995)"
vlieglijnen_voordlta_2007.8,6352.411,d16dec_1,438.29998779,-273.8999939,16 dec 2007,,,"LINESTRING (47908.83999999985 419302.0940000005, 41557.26199999824 419404.936999999)"
vlieglijnen_voordlta_2007.9,8283.371,d16dec_1,362.6000061,-240,16 dec 2007,,,"LINESTRING (49418.23000000045 419698.7809999995, 41136 419561.313000001)"
vlieglijnen_voordlta_2007.10,3703.941,d16dec_1,218.19999695,-207.6000061,16 dec 2007,,,"LINESTRING (44248.46900000051 419677.563000001, 40550.5 419887.813000001)"
vlieglijnen_voordlta_2007.11,7020.062,d16dec_1,183.1000061,-1384.5,16 dec 2007,,,"LINESTRING (47429.16000000015 418544.75, 40581.51999999955 420091.063000001)"
vlieglijnen_voordlta_2007.12,332.509,d16dec_1,60.20000076,-73.5,16 dec 2007,,,"LINESTRING (40975.26199999824 420146.4059999995, 40643.41000000015 420167.311999999)"
vlieglijnen_voordlta_2007.13,4829.883,d16dec_2,173.19999695,-174.1000061,16 dec 2007,,,"LINESTRING (47829.620999999344 426975.561999999, 43940.4299999997 424111.6559999995)"
vlieglijnen_voordlta_2007.14,5943.536,d16dec_2,280.5,-313.8999939,16 dec 2007,,,"LINESTRING (43799.71900000051 423845.5, 48598.73000000045 427351.938000001)"
vlieglijnen_voordlta_2007.15,6536.078,d16dec_2,244.5,-404.8999939,16 dec 2007,,,"LINESTRING (43808.039000000805 423624.25, 49123.19099999964 427428.125)"
vlieglijnen_voordlta_2007.16,7159.81,d16dec_2,298.8999939,-197.6000061,16 dec 2007,,,"LINESTRING (49239.69099999964 427265.2809999995, 43450.129000000656 423052.936999999)"
vlieglijnen_voordlta_2007.17,7410.429,d16dec_2,269.1000061,-199.19999695,16 dec 2007,,,"LINESTRING (49593.21900000051 427205.25, 43539.620999999344 422931.0940000005)"
vlieglijnen_voordlta_2007.18,16752.307,d17dec_0,328.5,-299.70001221,17 dec 2007,,,"LINESTRING (62007.01199999824 438939.9059999995, 54646.58999999985 423891.186999999)"
vlieglijnen_voordlta_2007.19,9590.992,d17dec_0,701.90002441,-755,17 dec 2007,,,"LINESTRING (63199.53099999949 439313.2190000005, 58926.710999999195 430726.5940000005)"
vlieglijnen_voordlta_2007.20,10769.855,d17dec_0,327.6000061,-330.70001221,17 dec 2007,,,"LINESTRING (57820.9299999997 429145.9690000005, 62583.1799999997 438805.7190000005)"
vlieglijnen_voordlta_2007.21,10360.547,d17dec_0,351.6000061,-314.70001221,17 dec 2007,,,"LINESTRING (63047.07800000161 440452.186999999, 58481.75 431151.7190000005)"
vlieglijnen_voordlta_2007.22,10828.146,d17dec_0,444.1000061,-340.79998779,17 dec 2007,,,"LINESTRING (61632.98800000176 438699.4059999995, 56799.58999999985 429009.875)"
vlieglijnen_voordlta_2007.23,9643.755,d17dec_1,319.6000061,-285.20001221,17 dec 2007,,,"LINESTRING (62098.1799999997 440266.1559999995, 57833.9299999997 431616.4059999995)"
vlieglijnen_voordlta_2007.24,10209.294,d17dec_1,306.5,-277.3999939,17 dec 2007,,,"LINESTRING (56467.26999999955 429329.75, 60898.42199999839 438527.2809999995)"
vlieglijnen_voordlta_2007.25,8365.134,d17dec_1,359.79998779,-375.79998779,17 dec 2007,,,"LINESTRING (61272.289000000805 439865.375, 57691.789000000805 432305.25)"
vlieglijnen_voordlta_2007.26,5817.339,d17dec_1,272,-295.20001221,17 dec 2007,,,"LINESTRING (60175.16000000015 438263.688000001, 57786.3590000011 432959.438000001)"
vlieglijnen_voordlta_2007.27,6022.798,d17dec_1,354.20001221,-293.5,17 dec 2007,,,"LINESTRING (61248.07800000161 440936.063000001, 58505.870999999344 435573.75)"
vlieglijnen_voordlta_2007.28,3957.91,d17dec_1,309,-298,17 dec 2007,,,"LINESTRING (61324.35200000182 434655.9059999995, 62891.92199999839 438290.1559999995)"
vlieglijnen_voordlta_2007.29,5656.97,d17dec_1,333.6000061,-305.29998779,17 dec 2007,,,"LINESTRING (63819.48800000176 439468.9690000005, 61370.210999999195 434369.7190000005)"
vlieglijnen_voordlta_2007.30,4738.273,d17dec_1,339.70001221,-256.6000061,17 dec 2007,,,"LINESTRING (61395.30900000036 433764.7190000005, 63411.449000000954 438052.6559999995)"
vlieglijnen_voordlta_2007.31,5136.761,d17dec_1,345.79998779,-302.70001221,17 dec 2007,,,"LINESTRING (64426.8909999989 439377.4059999995, 62117.41000000015 434789.0940000005)"
vlieglijnen_voordlta_2007.32,5217.142,d17dec_1,354.79998779,-534.20001221,17 dec 2007,,,"LINESTRING (61618.55900000036 433200.4690000005, 63942.92199999839 437871.2190000005)"
vlieglijnen_voordlta_2007.33,7178.493,d17dec_2,1.10000002,-1743.90002441,17 dec 2007,,,"LINESTRING (65462.03099999949 438312.813000001, 60117.539000000805 433520.4059999995)"
vlieglijnen_voordlta_2007.34,4090.994,d17dec_2,290.70001221,-279.8999939,17 dec 2007,,,"LINESTRING (61247.55900000036 434528, 62883.4299999997 438277.688000001)"
