FID,length,filenaam,br_links,br_rechts,vliegdatum,se_anno_cad_data,gdb_geomattr_data,shape
vlieglijnen_wadden_2007.1,29130.184,str_1021,418.70001221,-427.3999939,14-08-2007,,,"LINESTRING (239345.3909999989 616685.813000001, 210951.0469999984 610179.75)"
vlieglijnen_wadden_2007.2,29466.932,str_1022,421.70001221,-415.79998779,14-08-2007,,,"LINESTRING (239194.9219999984 617157.125, 210466.5159999989 610601.311999999)"
vlieglijnen_wadden_2007.3,27456.258,str_1023,441.20001221,-462.8999939,14-08-2007,,,"LINESTRING (239084.5 617633.686999999, 212313.186999999 611539.188000001)"
vlieglijnen_wadden_2007.4,36308.266,str_1024,517.90002441,-481.8999939,14-08-2007,,,"LINESTRING (238840.0940000005 618096.125, 203443.5 610010.875)"
vlieglijnen_wadden_2007.5,33757.531,str_1025,445,-435.8999939,14-08-2007,,,"LINESTRING (239059.188000001 618646.5, 206144.2340000011 611151.375)"
vlieglijnen_wadden_2007.6,22306.791,str_1026,594.79998779,-1190.90002441,14-08-2007,,,"LINESTRING (242262.9690000005 620206.875, 220615.7340000011 614822.625)"
vlieglijnen_wadden_2007.7,20536.654,str_1027,492.29998779,-494.1000061,14-08-2007,,,"LINESTRING (236044.5309999995 619028.438000001, 216063.8440000005 614282.25)"
vlieglijnen_wadden_2007.8,1312.358,str_1028,189.19999695,-339.6000061,14-08-2007,,,"LINESTRING (223235.5469999984 616350.125, 221941.4530000016 616131.938000001)"
vlieglijnen_wadden_2007.9,30.769,str_1029,8.30000019,-6.80000019,14-08-2007,,,"LINESTRING (222257.7969999984 616499.811999999, 222239.8590000011 616524.813000001)"
vlieglijnen_wadden_2007.10,33670.617,str_2011,426.5,-647.29998779,14-08-2007,,,"LINESTRING (243177.4530000016 612396, 210342.1719999984 604942.5)"
vlieglijnen_wadden_2007.11,36477.602,str_2012,441.79998779,-444.20001221,14-08-2007,,,"LINESTRING (242619.2030000016 612814.686999999, 207058.3909999989 604687.938000001)"
vlieglijnen_wadden_2007.12,32499.652,str_2013,824.79998779,-413.1000061,14-08-2007,,,"LINESTRING (242120.8280000016 613219.688000001, 210446.938000001 605940.125)"
vlieglijnen_wadden_2007.13,34133.902,str_2014,456,-525.40002441,14-08-2007,,,"LINESTRING (241940.5309999995 613664.936999999, 208660.2969999984 606078.811999999)"
vlieglijnen_wadden_2007.14,31515.34,str_2015,650.90002441,-415.20001221,14-08-2007,,,"LINESTRING (241574.563000001 614106.875, 210855.4219999984 607067.625)"
vlieglijnen_wadden_2007.15,33234.789,str_2016,571.70001221,-466.1000061,14-08-2007,,,"LINESTRING (240442.3280000016 614376.438000001, 208050.936999999 606936.75)"
vlieglijnen_wadden_2007.16,30075.543,str_2017,410.6000061,-679.59997559,14-08-2007,,,"LINESTRING (210848.875 608109.625, 240169.063000001 614807.75)"
vlieglijnen_wadden_2007.17,32593.342,str_2018,488.79998779,-461.70001221,14-08-2007,,,"LINESTRING (208100.0940000005 608010.188000001, 239881.2969999984 615240.75)"
vlieglijnen_wadden_2007.18,32239.504,str_2019,426.79998779,-403.29998779,14-08-2007,,,"LINESTRING (242354.2340000011 616332.811999999, 210924.563000001 609152.188000001)"
vlieglijnen_wadden_2007.19,32848.34,str_2020,395.8999939,-484.3999939,14-08-2007,,,"LINESTRING (239498.438000001 616195.125, 207471.9059999995 608893.438000001)"
vlieglijnen_wadden_2007.20,4596.715,str_3003,72.5,-37.70000076,22-11-2007,,,"LINESTRING (216998.188000001 601994.5, 221475.3590000011 603036)"
vlieglijnen_wadden_2007.21,10743.164,str_3004,428.29998779,-389.5,31-10-2007,,,"LINESTRING (223684.7969999984 604388.188000001, 213211.4530000016 601995.563000001)"
vlieglijnen_wadden_2007.22,36769.902,str_3005,805.40002441,-403.6000061,31-10-2007,,,"LINESTRING (248371.938000001 610550.25, 212530.563000001 602339.186999999)"
vlieglijnen_wadden_2007.23,37899.664,str_3006,407.8999939,-428.29998779,31-10-2007,,,"LINESTRING (247487.3440000005 610854.875, 210542.625 602400.75)"
vlieglijnen_wadden_2007.24,35466.133,str_3007,396.20001221,-407.70001221,31-10-2007,,,"LINESTRING (246603.5309999995 611130.75, 212017.813000001 603277.438000001)"
vlieglijnen_wadden_2007.25,37900.727,str_3008,423,-943,31-10-2007,,,"LINESTRING (208790.6409999989 602989.688000001, 245721.8909999989 611507.186999999)"
vlieglijnen_wadden_2007.26,32837.383,str_3009,374.5,-408.20001221,31-10-2007,,,"LINESTRING (244926.0940000005 611783.25, 212912.7809999995 604472.875)"
vlieglijnen_wadden_2007.27,35175.445,str_3010,411.79998779,-418.8999939,31-10-2007,,,"LINESTRING (243868.125 612069.811999999, 209564.313000001 604287.75)"
vlieglijnen_wadden_2007.28,1286.554,str_3203,394.6000061,-419.20001221,22-11-2007,,,"LINESTRING (214042.9219999984 600771.311999999, 215046.063000001 601576.875)"
vlieglijnen_wadden_2007.29,26198.184,str_3204,421.70001221,-456.5,31-10-2007,,,"LINESTRING (249094.7809999995 610197.125, 223552.2809999995 604372.561999999)"
vlieglijnen_wadden_2007.30,36865.695,str_4001,410.79998779,-400.1000061,22-11-2007,,,"LINESTRING (251236.0940000005 609123, 215291.688000001 600932.813000001)"
vlieglijnen_wadden_2007.31,39145.172,str_4002,488.29998779,-675.5,22-11-2007,,,"LINESTRING (250541.75 609501.936999999, 212373.6559999995 600810.5)"
vlieglijnen_wadden_2007.32,36466.484,str_4003,407,-509,22-11-2007,,,"LINESTRING (249895.0159999989 609857.125, 214341.625 601747.811999999)"
vlieglijnen_wadden_2007.33,1520.991,d14dec_0,399.6000061,-452,14-12-2007,,,"LINESTRING (163393.0940000005 585032.186999999, 162627.375 583718)"
vlieglijnen_wadden_2007.34,2648.577,d14dec_0,391.6000061,-447.70001221,14-12-2007,,,"LINESTRING (162909.311999999 585042.438000001, 161997.3590000011 582555.813000001)"
vlieglijnen_wadden_2007.35,2399.483,d14dec_0,395,-425.29998779,14-12-2007,,,"LINESTRING (162653.3280000016 585055.186999999, 161904.063000001 582775.686999999)"
vlieglijnen_wadden_2007.36,3376.845,d14dec_1,387.6000061,-356.70001221,14-12-2007,,,"LINESTRING (161286.813000001 581486.936999999, 162161.1559999995 584748.625)"
vlieglijnen_wadden_2007.37,20358.002,d14dec_1,344.3999939,-504.29998779,14-12-2007,,,"LINESTRING (159783.0309999995 585980.563000001, 154764.2969999984 566250.875)"
vlieglijnen_wadden_2007.38,18963.068,d14dec_1,522.90002441,-357.29998779,14-12-2007,,,"LINESTRING (154467.7030000016 566441.061999999, 159213.938000001 584800.563000001)"
vlieglijnen_wadden_2007.39,19829.676,d14dec_1,430.1000061,-318.1000061,14-12-2007,,,"LINESTRING (154362.625 566824.25, 159107.5159999989 586077.875)"
vlieglijnen_wadden_2007.40,19096.66,d14dec_1,537.40002441,-281.1000061,14-12-2007,,,"LINESTRING (153950.4690000005 566476.125, 158608.438000001 584996)"
vlieglijnen_wadden_2007.41,19160.869,d14dec_1,428.3999939,-382.20001221,14-12-2007,,,"LINESTRING (153499.4219999984 566087.936999999, 158137.4530000016 584679)"
vlieglijnen_wadden_2007.42,20779.557,d14dec_1,510.8999939,-371.70001221,14-12-2007,,,"LINESTRING (153040.9059999995 565783.311999999, 158002.313000001 585961.875)"
vlieglijnen_wadden_2007.43,20062.178,d14dec_1,334.5,-352.5,14-12-2007,,,"LINESTRING (152697.313000001 565392.875, 157513.2659999989 584868.438000001)"
vlieglijnen_wadden_2007.44,19801.92,d14dec_1,355,-411.6000061,14-12-2007,,,"LINESTRING (156814.0940000005 583230.936999999, 152000.2030000016 564023.061999999)"
vlieglijnen_wadden_2007.45,22919.57,d14dec_1,580.79998779,-453.79998779,14-12-2007,,,"LINESTRING (157617.7030000016 586244.061999999, 152026 564017.063000001)"
vlieglijnen_wadden_2007.46,21611.311,d14dec_2,411.8999939,-424,20-10-2007,,,"LINESTRING (151645.563000001 564112.563000001, 156972.0469999984 585057.186999999)"
vlieglijnen_wadden_2007.47,18756.369,d14dec_2,398,-633.90002441,14-12-2007,,,"LINESTRING (155385.125 567395.375, 159876.7340000011 585606)"
vlieglijnen_wadden_2007.48,19309.295,d14dec_2,722.79998779,-510.5,14-12-2007,,,"LINESTRING (160003.0940000005 584889.875, 155296.8909999989 566162.875)"
vlieglijnen_wadden_2007.49,16355.169,d14dec_2,389.20001221,-661.09997559,14-12-2007,,,"LINESTRING (160513.4059999995 585506.125, 156498.625 569651.375)"
vlieglijnen_wadden_2007.50,12343.265,d14dec_2,2.0999999,-1124.09997559,14-12-2007,,,"LINESTRING (158382.2809999995 575842.125, 161223.7659999989 587853.875)"
vlieglijnen_wadden_2007.51,5357.179,d14dec_2,455.29998779,-646.09997559,14-12-2007,,,"LINESTRING (159935.7659999989 580076.375, 160905.4530000016 585345.063000001)"
vlieglijnen_wadden_2007.52,6521.164,d14dec_2,515.70001221,-728.40002441,14-12-2007,,,"LINESTRING (159685.7969999984 578762.875, 161310.8590000011 585078.313000001)"
vlieglijnen_wadden_2007.53,4781.007,d14dec_2,401.5,-671.20001221,14-12-2007,,,"LINESTRING (160695.313000001 581294.875, 161787.3280000016 585949.5)"
