FID,wvk_id,wvk_begdat,nwb_versie,pve_code,gme_id,gme_naam,wpsnaam,stt_naam,wegnummer,wegbehsrt,wegbehcode,wegbehnaam,lengte,maxshd,dat_maxshd,begintijd,eindtijd,maxshd_alt,van,naar,maxshd_str,maxshd_adv,kenm_richt,fk_veld1,betrwbheid,gdb_geomattr_data,shape
max_snelheden_nacht.1473881,333360012,2021-10-01T00:00:00,2022-12-01T00:00:00,GL,233,Ermelo,Ermelo,RIJKSWEG A28,028,R,160,ON District Noord,1848,100,2022-08-01T00:00:00,6,19,120,0,1848,0,0,H,033336001220211001,100%,,"LINESTRING (166979.58430000022 480423.26040000096, 167021.94189999998 480497.3546999991, 167061.9059999995 480566.65890000015, 167122.29179999977 480670.3583999984, 167193.31560000032 480791.006000001, 167258.0987999998 480899.6372999996, 167299.38699999824 480968.1596999988, 167336.4913999997 481029.30970000103, 167378.15670000017 481097.6046999991, 167409.5711000003 481148.72370000184, 167451.25389999896 481216.1719000004, 167493.11059999838 481283.3392999992, 167531.71040000021 481344.89070000127, 167574.39229999855 481412.55359999835, 167606.58060000092 481463.1895999983, 167652.57719999924 481535.0896999985, 167717.62269999832 481635.93250000104, 167750.3018000014 481686.2523000017, 167794.12460000068 481753.1823000014, 167805.92700000107 481771.0493000001, 167828.34939999878 481804.1816999987, 167851.37779999897 481836.88800000027, 167863.10379999876 481853.0929000005, 167880.94370000064 481877.0428000018, 167893.09430000186 481892.92909999937, 167912.58889999986 481917.5417000018, 167937.9237000011 481948.4998999983, 167950.79210000113 481963.8187999986, 167967.65190000087 481983.3258000016)"
max_snelheden_nacht.1473887,600127464,2021-10-01T00:00:00,2022-12-01T00:00:00,NB,867,Waalwijk,Waalwijk,Maasroute,059,R,193,ZN District West,1585,100,2022-04-01T00:00:00,6,19,120,0,1585,0,0,H,060012746420211001,100%,,"LINESTRING (133260.54340000078 411681.4177000001, 133004.88170000166 411634.1101000011, 132945.91149999946 411623.03819999844, 132906.70080000162 411615.12249999866, 132548.3535999991 411541.26139999926, 132283.49579999968 411486.8940999992, 132229.32510000095 411476.0474999994, 132190.06430000067 411468.3914999999, 132150.75059999898 411461.0131999999, 132105.86710000038 411453.01619999856, 132086.1563999988 411449.6341000013, 132046.67190000042 411443.20160000026, 131993.77479999885 411435.47140000015, 131973.92559999973 411432.7908000015, 131939.4803000018 411428.41600000113, 131899.73259999976 411423.85539999977, 131839.66750000045 411421.6077999994, 131804.03500000015 411418.59270000085, 131764.13580000028 411415.73900000006, 131744.1763000004 411414.4668999985, 131724.20270000026 411413.41479999945, 131700.87409999967 411412.4690000005)"
max_snelheden_nacht.1473888,600135994,2021-10-01T00:00:00,2022-12-01T00:00:00,NB,770,Eersel,Eersel,HAPERT 29,067,R,194,ZN District Midden,26,100,2021-10-01T00:00:00,6,19,120,0,26,0,0,H,060013599420211001,100%,,"LINESTRING (147495.78990000114 373832.9279999994, 147476.54050000012 373825.99379999936, 147472.1050999984 373822.7489)"
max_snelheden_nacht.1473937,600139638,2021-10-01T00:00:00,2022-12-01T00:00:00,GL,243,Harderwijk,Harderwijk,Rijksweg A28,028,R,160,ON District Noord,463,100,2022-08-01T00:00:00,6,19,120,0,463,0,0,H,060013963820211001,100%,,"LINESTRING (168998.64499999955 482627.4517999999, 168972.89930000156 482621.2274999991, 168934.15179999918 482611.28379999846, 168914.85280000046 482606.0357000008, 168895.60990000144 482600.5795999989, 168876.41930000111 482594.93019999936, 168846.27679999918 482585.5929999985, 168827.2595999986 482579.3962999992, 168788.2718999982 482566.01199999824, 168769.45069999993 482559.2426000014, 168740.9787000008 482548.57660000026, 168722.36620000005 482541.28709999844, 168697.18659999967 482531.1077999994, 168667.27219999954 482518.49969999865, 168648.96319999918 482510.4604000002, 168628.25140000135 482501.12049999833, 168610.11089999974 482492.6926999986, 168592.04820000008 482484.1053000018, 168564.3658999987 482470.4594999999)"
max_snelheden_nacht.1473961,335363009,2021-10-01T00:00:00,2022-12-01T00:00:00,GL,243,Harderwijk,Harderwijk,Rijksweg A28,028,R,160,ON District Noord,2636,100,2022-08-01T00:00:00,6,19,120,0,2636,0,0,H,033536300920211001,100%,,"LINESTRING (167967.65190000087 481983.3258000016, 167994.27849999815 482013.1939000003, 168016.62860000134 482037.3502999991, 168030.38329999894 482051.8707999997, 168044.33359999955 482066.20490000024, 168072.65210000053 482094.4774999991, 168089.30710000172 482110.65790000185, 168103.7512000017 482124.3931000009, 168133.2083999999 482151.4576999992, 168148.11459999904 482164.79199999943, 168163.15780000016 482177.9737999998, 168192.25730000064 482202.7137000002, 168209.7314000018 482217.0923999995, 168225.29569999874 482229.6394000016, 168256.79459999874 482254.2950000018, 168273.03709999844 482266.61740000173, 168289.08060000092 482278.4871999994, 168305.25919999927 482290.2479999997, 168321.56230000034 482301.8328000009, 168344.75239999965 482317.89719999954, 168361.29549999908 482329.0982999988, 168377.9862000011 482340.1174999997, 168394.75360000134 482351.0199000016, 168411.77980000153 482361.7520000003, 168443.47789999843 482381.1783000007, 168460.6561000012 482391.41149999946, 168477.999499999 482401.3720000014, 168495.38650000095 482411.256000001, 168512.89330000058 482420.9294999987, 168540.10649999976 482435.5313999988, 168557.84420000017 482444.77109999955, 168575.67639999837 482453.8295000009, 168595.66330000013 482463.6651000008, 168614.58449999988 482472.7157000005, 168650.88390000165 482489.4888000004, 168669.15740000084 482497.6187000014, 168687.52899999917 482505.52430000156, 168719.76060000062 482518.9331, 168738.33879999816 482526.3473000005, 168756.998399999 482533.54659999907, 168787.96029999852 482545.11199999973, 168806.79349999875 482551.8717, 168825.7041000016 482558.38809999824, 168844.6607999988 482564.7644999996, 168863.68710000068 482570.9296000004, 168894.9085999988 482580.59109999985, 168933.32730000094 482591.72769999877, 168971.98479999974 482602.05270000175, 168997.5053000003 482608.4283999987, 169016.95149999857 482613.1022000015, 169051.62739999965 482620.8443999998, 169071.20589999855 482624.9305999987, 169090.82510000095 482628.8158, 169110.4825000018 482632.51139999926, 169130.18129999936 482636.0020999983, 169155.8772 482640.2666000016, 169175.65040000156 482643.28170000017, 169195.45160000026 482646.0951000005, 169227.8649000004 482650.32510000095, 169247.72960000113 482652.65309999883, 169267.62000000104 482654.74529999867, 169300.91479999945 482657.85390000045, 169320.8541000001 482659.41429999843, 169340.81010000035 482660.7738999985, 169372.99159999937 482662.5835000016, 169412.9648000002 482664.1436999999, 169430.99760000035 482664.5799999982, 169451.0175999999 482664.8489000015, 169491.02270000055 482664.7987000011, 169531.0139000006 482663.9422999993, 169567.0612999983 482662.50189999864, 169606.98950000107 482660.10269999877, 169637.0753000006 482657.7989999987, 169656.99529999867 482656.0047999993, 169699.1862999983 482651.55860000104, 169719.07580000162 482649.12640000135, 169758.70800000057 482643.71119999886, 169798.23570000008 482637.55790000036, 169851.67909999937 482628.85170000046, 170395.28669999912 482539.81159999967)"
max_snelheden_nacht.1473973,600480337,2022-02-01T00:00:00,2022-12-01T00:00:00,ZH,546,Leiden,Leiden,Rijksweg A44,044,R,112,WNZ District Noord,474,100,2022-02-01T00:00:00,6,19,120,0,474,0,0,H,060048033720220201,100%,,"LINESTRING (91027.49949999899 464669.83949999884, 90962.41189999878 464534.63709999993, 90920.34299999848 464453.40989999846, 90849.43459999934 464325.35130000114, 90806.8900000006 464250.05999999866)"
max_snelheden_nacht.1473974,600135590,2022-01-01T00:00:00,2022-12-01T00:00:00,NB,823,Oirschot,Oirschot,Rijksweg A58,058,R,194,ZN District Midden,101,100,2022-08-05T00:00:00,6,19,120,1,101,0,0,H,060013559020220101,100%,,"LINESTRING (153584.30209999904 389069.7978999987, 153568.70259999856 389083.7104000002, 153495.59549999982 389113.90680000186)"
max_snelheden_nacht.1473975,600135589,2022-01-01T00:00:00,2022-12-01T00:00:00,NB,823,Oirschot,Oirschot,Rijksweg A58,058,R,194,ZN District Midden,91,100,2022-08-05T00:00:00,6,19,120,0,91,0,0,H,060013558920220101,100%,,"LINESTRING (153495.40619999915 389113.9849999994, 153462.19000000134 389127.46759999916, 153413.7708999999 389151.18569999933, 153412.92300000042 389151.5720999986)"
max_snelheden_nacht.1473977,600124595,2022-02-01T00:00:00,2022-12-01T00:00:00,ZH,512,Gorinchem,Gorinchem,KP GORINCHEM,015,R,113,WNZ District Zuid,324,100,2022-02-01T00:00:00,6,19,120,0,324,0,0,H,060012459520220201,100%,,"LINESTRING (124123.85889999941 428352.007100001, 123969.4338000007 428248.3801999986, 123944.60579999909 428231.5236000009, 123913.77870000154 428210.2884999998, 123909.53990000114 428207.62970000133, 123901.46049999818 428201.7281000018, 123893.23930000141 428196.0346000008, 123860.9877000004 428175.43459999934, 123854.66090000048 428171.1629999988)"
max_snelheden_nacht.1473980,158200008,2021-10-01T00:00:00,2022-12-01T00:00:00,NB,851,Steenbergen,Steenbergen,RYKSWG,004,R,193,ZN District West,2933,100,2022-07-01T00:00:00,6,19,120,0,2933,0,0,H,015820000820211001,100%,,"LINESTRING (79035.8751000017 400302.6961000003, 79017.8423999995 400268.38170000166, 78991.6838000007 400217.5273000002, 78973.75580000132 400181.7694000006, 78947.42049999908 400127.8568999991, 78920.98259999976 400072.188000001, 78889.45380000025 400003.9677999988, 78862.22670000046 399941.6389000006, 78846.46290000156 399904.87590000033, 78824.2778000012 399851.76209999993, 78801.78319999948 399796.1314999983, 78787.16000000015 399758.89990000054, 78771.59730000049 399718.186999999, 78757.72250000015 399680.66330000013, 78744.32710000128 399642.9721999988, 78731.51249999925 399605.0784999989, 78721.1649999991 399572.929299999, 78709.45430000126 399534.68189999834, 78702.11360000074 399509.55530000106, 78691.44729999825 399471.00019999966, 78683.74139999971 399441.5326000005, 78674.11259999871 399402.7085000016, 78668.04839999974 399376.80579999834, 78663.6884999983 399357.28550000116, 78657.92280000076 399330.31909999996, 78650.10810000077 399291.0826999992, 78642.89090000093 399251.7391999997, 78637.00629999861 399216.63910000026, 78631.00979999825 399177.0870999992, 78625.89310000092 399139.626600001, 78621.12370000035 399099.91110000014, 78618.0260999985 399070.7318000011, 78614.34870000184 399030.9006000012, 78612.7135999985 399010.96730000153, 78611.28830000013 398991.01590000093, 78609.39919999987 398960.85229999945, 78607.47529999912 398920.8984000012, 78606.45210000128 398891.03649999946, 78605.59250000119 398851.04399999976, 78605.27100000158 398805.4695999995, 78605.42119999975 398765.4697000012, 78606.35590000078 398705.4743999988, 78608.07140000165 398637.5929999985, 78613.26309999824 398469.0837999992, 78620.4085999988 398253.7934000008, 78626.49370000139 398080.3583999984, 78628.29820000008 398040.3986000009, 78630.05070000142 398011.30590000004, 78632.25759999827 397983.4860999994, 78634.22170000151 397963.5835000016, 78636.56159999967 397943.7208000012, 78638.51689999923 397929.2056999989, 78641.48800000176 397909.4230999984, 78644.78709999844 397889.69689999893, 78648.43989999965 397870.03119999915, 78653.71510000154 397844.37739999965, 78659.72190000117 397818.43510000035, 78664.66070000082 397799.0551000014, 78669.33579999954 397782.0091999993, 78674.89559999853 397762.8018000014, 78680.80429999903 397743.6944999993, 78688.02730000019 397721.6689000018, 78694.6671999991 397702.8132000007, 78701.56280000135 397684.0394000001, 78706.2890000008 397671.8958999999, 78713.80490000173 397653.36520000175, 78721.60610000044 397634.9492000006, 78729.76669999957 397616.68719999865, 78737.55460000038 397600.0872000009, 78746.31859999895 397582.1339999996, 78755.41519999877 397564.32239999995, 78770.5511999987 397536.3101999983, 78780.46249999851 397518.92229999974, 78803.25090000033 397481.4334000014)"
max_snelheden_nacht.1474011,600949800,2022-06-01T00:00:00,2022-12-01T00:00:00,LB,889,Beesel,Beesel,BEESEL 18,073,R,195,ZN District Zuid-Oost,326,100,2022-06-01T00:00:00,6,19,120,0,326,0,0,H,060094980020220601,100%,,"LINESTRING (202087.3579000011 363538.811900001, 202109.9833999984 363565.5166000016, 202126.40069999918 363584.3713000007, 202136.37810000032 363595.57510000095, 202159.88309999928 363621.5245000012, 202171.97419999912 363634.48099999875, 202182.42830000073 363645.2492999993, 202186.04129999876 363648.7058000006, 202193.09690000117 363654.8343000002, 202201.21350000054 363660.8885000013, 202205.37889999896 363663.65459999815, 202209.65769999847 363666.2463000007, 202217.95169999823 363670.564100001, 202222.5166000016 363672.61670000106, 202231.88269999996 363676.1253999993, 202240.4257999994 363678.6746000014, 202245.45910000056 363679.8590000011, 202250.38529999927 363680.7877999991, 202255.33879999816 363681.4787000008, 202265.3145999983 363682.2617999986, 202271.43169999868 363682.3403999992, 202276.57090000063 363682.2137000002, 202281.56230000034 363681.8691999987, 202286.53119999915 363681.31159999967, 202291.47709999979 363680.5346999988, 202300.26929999888 363678.6075000018, 202308.9354000017 363676.0102000013, 202314.6048000008 363674.0421000011, 202325.16580000147 363669.5907999985, 202349.0813000016 363657.9695000015, 202351.0998999998 363657.82840000093)"
max_snelheden_nacht.1474022,276359066,2021-10-01T00:00:00,2022-12-01T00:00:00,NH,1942,Gooise Meren,Naarden,NAARDEN-VESTING 6,001,R,186,WNN District Zuid,89,100,2022-06-01T00:00:00,6,19,120,0,89,0,0,H,027635906620211001,100%,,"LINESTRING (138038.99720000103 479775.6207000017, 138066.28240000084 479768.3335000016, 138086.3033999987 479768.07180000097, 138106.29199999943 479767.37779999897, 138126.92669999972 479766.0203999989)"
max_snelheden_nacht.1474025,235252030,2021-10-01T00:00:00,2022-12-01T00:00:00,ZH,523,Hardinxveld-Giessendam,Hardinxveld-Giessendam,Rijksweg A15,015,R,113,WNZ District Zuid,1960,100,2022-10-01T00:00:00,6,19,120,0,1960,0,0,H,023525203020211001,100%,,"LINESTRING (117935.66519999877 426348.2886000015, 118193.31210000068 426370.72239999846, 118247.9252000004 426375.7291000001, 118345.90239999816 426385.0778999999, 118620.41429999843 426409.7932999991, 118640.31069999933 426411.8401999995, 118656.90480000153 426413.7745000012, 118676.71959999949 426416.34980000183, 118696.51550000161 426419.2074000016, 118714.98319999874 426422.1009000018, 118734.70369999856 426425.4305999987, 118754.3674999997 426429.08619999886, 118776.84750000015 426433.7104999982, 118796.36800000072 426437.98889999837, 118815.8535999991 426442.5122999996, 118835.25600000098 426447.36510000005, 118854.57110000029 426452.56340000033, 118871.87959999964 426457.43200000003, 118891.0709999986 426463.02800000086, 118910.2126000002 426468.8247000016, 118948.34499999881 426480.91209999844, 118989.44990000129 426494.66230000183, 119008.2787999995 426501.2837000005, 119027.0485999994 426508.19260000065, 119049.89660000056 426517.03240000084, 119068.40249999985 426524.62000000104, 119086.81839999929 426532.4210000001, 119114.3189000003 426544.4684999995, 119132.45910000056 426552.79129999876, 119150.48900000006 426561.4578000009, 119168.45199999958 426570.256000001, 119181.92399999872 426577.14119999856, 119199.58309999853 426586.53979999945, 119217.12319999933 426596.1550000012, 119251.95589999855 426615.8198999986, 119460.43340000138 426734.7195000015, 119564.55739999935 426794.3709000014, 119775.78849999979 426914.91490000114)"
max_snelheden_nacht.1474031,600142247,2022-10-01T00:00:00,2022-12-01T00:00:00,GL,200,Apeldoorn,Uddel,Rijksweg A1,001,R,160,ON District Noord,623,100,2022-12-01T00:00:00,6,19,120,0,623,0,0,H,060014224720221001,100%,,"LINESTRING (180271.03220000118 467720.60130000114, 180269.38329999894 467720.3066999987, 179967.5936000012 467665.8922000006, 179814.76330000162 467638.8500000015, 179659.13369999826 467611.7061999999, 179658.00450000167 467611.5106999986)"
max_snelheden_nacht.1474033,363335016,2022-10-01T00:00:00,2022-12-01T00:00:00,GL,200,Apeldoorn,Uddel,Rijksweg A1,001,R,160,ON District Noord,394,100,2022-12-01T00:00:00,6,19,120,0,394,0,0,H,036333501620221001,100%,,"LINESTRING (181866.16860000044 467938.69519999996, 181950 467955, 182192 468006, 182252.03570000082 468020.51509999856)"
max_snelheden_nacht.1474035,359258028,2022-12-01T00:00:00,2022-12-01T00:00:00,GL,209,Beuningen,Beuningen Gld,Rijksweg 73,073,R,161,ON District Zuid,2038,100,2022-12-01T00:00:00,6,19,120,0,2038,0,0,H,035925802820221201,100%,,"LINESTRING (179817.83040000126 429230.8515999988, 179869.88500000164 429211.41319999844, 179907.22100000083 429197.0533000007, 179941.61279999837 429183.5137999989, 179983.6499999985 429166.54360000044, 180020.6303000003 429151.29780000076, 180057.85689999908 429135.53269999847, 180101.92880000174 429116.44619999826, 180138.52199999988 429100.2923000008, 180496.90289999917 428938.66259999946, 180612.5982999988 428886.6532999985, 180874.07649999857 428768.5408000015, 180979.98070000112 428720.87849999964, 181351.69409999996 428553.05380000174, 181369.7773000002 428544.50510000065, 181388.12700000033 428536.5416000001, 181433.74969999865 428515.9613999985, 181471.191300001 428496.66490000114, 181543.5672999993 428462.55249999836, 181678.45699999854 428401.2362000011)"
max_snelheden_nacht.1474043,600455239,2022-07-01T00:00:00,2022-12-01T00:00:00,NB,748,Bergen op Zoom,Bergen op Zoom,Rijksweg A4,004,R,193,ZN District West,400,100,2022-07-01T00:00:00,6,19,120,0,400,0,0,H,060045523920220701,100%,,"LINESTRING (80297.48299999908 391331.7490000017, 80295.44399999827 391337.22100000083, 80293.7575000003 391341.63749999925, 80288.25 391356.05999999866, 80281.1651000008 391374.89759999886, 80279.28700000048 391379.8909999989, 80278.76949999854 391381.2921999991, 80269.50499999896 391406.3759999983, 80267.10520000011 391413.06379999965, 80263.95039999858 391421.8552000001, 80258.68699999899 391436.5229999982, 80257.25690000132 391440.64660000056, 80256.18299999833 391443.7430000007, 80248.64479999989 391465.9534999989, 80246.31599999964 391472.81500000134, 80241.55319999903 391487.8748999983, 80240.69700000063 391490.58199999854, 80237.94849999994 391499.2714000009, 80236.12000000104 391505.0520000011, 80233.82079999894 391513.0236000009, 80228.19649999961 391532.5234000012, 80226.15399999917 391539.60500000045, 80224.15040000156 391547.2525999993, 80217.95100000128 391570.9149999991, 80215.6501000002 391580.5454000011, 80213.62649999931 391589.01480000094, 80210.13699999824 391603.62000000104, 80204.40790000185 391630.09980000183, 80203.80640000105 391632.87999999896, 80203.43600000069 391634.5920000002, 80200.502700001 391649.78649999946, 80199.11829999834 391656.9571999982, 80198.47800000012 391660.2740000002, 80198.246199999 391661.4948000014, 80197.60819999874 391664.85500000045, 80195.81679999828 391674.28920000046, 80195.72399999946 391674.77800000086, 80195.72100000083 391674.85500000045, 80194.91950000077 391679.54729999974, 80194.8114 391680.18019999936, 80193.16450000182 391689.82119999826, 80192.70490000024 391692.51199999824, 80192.59369999915 391693.16270000115, 80191.5309999995 391699.3839999996, 80191.4822999984 391699.7014000006, 80191.44819999859 391699.92390000075, 80190.90799999982 391703.4475999996, 80190.37299999967 391706.9373999983, 80189.02070000023 391715.7584999986, 80189.02019999921 391715.76139999926)"
max_snelheden_nacht.1474049,495355017,2021-10-01T00:00:00,2022-12-01T00:00:00,OV,164,Hengelo,Hengelo,KP BUREN,035,R,159,ON District Oost,85,100,2021-10-01T00:00:00,6,19,120,0,85,0,0,H,049535501720211001,100%,,"LINESTRING (247719.68670000136 477856.73099999875, 247706.9886999987 477895.9506999999, 247687.69440000132 477935.2674999982)"
max_snelheden_nacht.1474082,600146503,2021-10-01T00:00:00,2022-12-01T00:00:00,GL,285,Voorst,Wilp,Rijksweg A1 De Paal,001,R,160,ON District Noord,628,100,2022-12-01T00:00:00,6,19,120,0,628,100,0,H,060014650320211001,100%,,"LINESTRING (203568.07299999893 469338.08480000123, 203550.46200000122 469328.4406000003, 203510.45560000092 469307.1022000015, 203492.71290000156 469297.8528999984, 203457.06670000032 469279.7025000006, 203403.29340000078 469253.0850000009, 203378.48039999977 469241.1050999984, 203342.2707999982 469224.10880000144, 203324.0837999992 469215.7868000008, 203288.16860000044 469199.7507000007, 203251.91600000113 469183.9160999991, 203215.06340000033 469168.2478, 203178.1163999997 469152.92069999874, 203124.5780000016 469131.2492999993, 203068.78130000085 469109.1746999994, 202995.81329999864 469081.1171000004)"
max_snelheden_nacht.1474083,600148453,2021-10-01T00:00:00,2022-12-01T00:00:00,OV,180,Staphorst,Rouveen,Rijksweg A28,028,R,160,ON District Noord,869,100,2022-08-01T00:00:00,6,19,120,0,869,0,0,H,060014845320211001,100%,,"LINESTRING (209927.91110000014 511875.8363999985, 209883.98110000044 511750.69889999926, 209843.90089999884 511637.5898000002, 209810.3093000017 511543.3995000012, 209752.41919999942 511382.3726999983, 209725.7674999982 511306.941300001, 209705.1977000013 511247.2712999992, 209686.002700001 511190.41600000113, 209667.16059999913 511133.45120000094, 209641.75829999894 511055.4706999995)"
max_snelheden_nacht.1474148,600146492,2021-10-01T00:00:00,2022-12-01T00:00:00,GL,200,Apeldoorn,Beemte Broekland,Rijksweg A50,050,R,160,ON District Noord,522,100,2022-12-01T00:00:00,6,19,120,0,522,0,0,H,060014649220211001,100%,,"LINESTRING (197253.28350000083 473841.19099999964, 197113.85190000013 474279.5469000004, 197095.23519999906 474339.0601999983)"
max_snelheden_nacht.1474074,295238016,2021-10-01T00:00:00,2022-12-01T00:00:00,GL,263,Maasdriel,Velddriel,KERKDRIEL 19,002,R,194,ZN District Midden,71,100,2022-01-01T00:00:00,6,19,120,0,71,0,0,H,029523801620211001,100%,,"LINESTRING (147545.5095999986 419159.5799999982, 147549.11919999868 419141.0192000009, 147578.72949999943 419098.11459999904)"
max_snelheden_nacht.1474086,600179767,2021-10-01T00:00:00,2022-12-01T00:00:00,NH,402,Hilversum,Hilversum,HILVERSUM 33,027,R,137,MN District Zuid,379,100,2021-10-01T00:00:00,6,19,120,0,80,0,0,H,060017976720211001,100%,,"LINESTRING (142219.4915000014 468756.40100000054, 142206.78610000014 468748.41959999874, 142195.6964999996 468741.85069999844, 142182.5610000007 468734.5821999982, 142171.84980000183 468729.0656000003, 142158.32180000097 468722.57189999893, 142149.1187000014 468718.55900000036)"
max_snelheden_nacht.1474096,600431823,2022-07-01T00:00:00,2022-12-01T00:00:00,OV,150,Deventer,Deventer,DEVENTER-OOST 24,001,R,160,ON District Noord,396,100,2022-07-01T00:00:00,6,19,120,0,395,0,0,H,060043182320220701,100%,,"LINESTRING (211753.59679999948 472458.99720000103, 211718.3145999983 472455.60759999976, 211705.5214000009 472454.67969999835, 211697.05920000002 472454.315200001, 211687.66750000045 472454.2595000006, 211679.72929999977 472454.5650999993, 211671.63830000162 472455.2091999985, 211663.315200001 472456.2529999986, 211654.47729999945 472457.78730000183, 211646.85339999944 472459.4835000001, 211638.55820000172 472461.71290000156, 211630.51529999822 472464.29129999876, 211622.1523000002 472467.4246999994, 211614.22260000184 472470.81060000136, 211607.06810000166 472474.2760999985, 211599.7899999991 472478.1671000011, 211591.51810000092 472482.92020000145, 211580.48750000075 472489.80860000104, 211559.4937000014 472503.48490000144, 211552.07039999962 472507.9932000004, 211545.29729999974 472511.69139999896, 211539.41580000147 472514.5069000013, 211533.83190000057 472516.7745999992, 211529.36230000108 472518.27589999884, 211524.1735999994 472519.68930000067, 211518.76319999993 472520.82730000094, 211512.9563000016 472521.6378000006, 211507.17269999906 472522.04679999873, 211501.56579999998 472522.0918000005, 211496.6090000011 472521.8093999997, 211490.53290000185 472521.0934000015, 211488.3134999983 472520.6977000013, 211480.53970000148 472518.82389999926, 211477.1937999986 472517.81819999963, 211470.5577000007 472515.42130000144, 211461.997299999 472511.77959999815, 211450.05429999903 472506.0993000008, 211415.58799999952 472489.36840000004, 211385.26000000164 472472.5434000008)"
max_snelheden_nacht.1474117,600146597,2022-03-01T00:00:00,2022-12-01T00:00:00,GL,232,Epe,Epe,RYKSWG,050,R,160,ON District Noord,501,100,2022-10-01T00:00:00,6,19,120,0,501,0,0,H,060014659720220301,100%,,"LINESTRING (197398.08370000124 483031.6107000001, 197380.77320000157 482962.80220000073, 197366.05860000104 482903.1556000002, 197346.0485999994 482820.0747999996, 197331.95870000124 482760.7664999999, 197318.440200001 482702.3643999994, 197305.09970000014 482643.36939999834, 197296.57789999992 482604.5031000003, 197283.60170000046 482543.8099000007)"
max_snelheden_nacht.1474143,370058031,2021-10-01T00:00:00,2022-12-01T00:00:00,LB,1883,Sittard-Geleen,Geleen,RYKSWG,076,R,195,ZN District Zuid-Oost,1215,100,2022-10-01T00:00:00,6,19,120,0,1215,0,0,H,037005803120211001,100%,,"LINESTRING (185189.75499999896 329390.27710000053, 185478.37209999934 329212.8874000013, 185495.49269999936 329202.5487000011, 185563.67390000075 329160.6979999989, 186051.5885999985 328860.95380000025, 186132.79509999976 328811.31810000166, 186150.0159999989 328801.1297999993, 186167.439100001 328791.30799999833, 186185.03009999916 328781.7905000001, 186201.57059999928 328773.3332999982, 186228.45490000024 328760.23640000075)"
