objectid;identificatie;oppervlakte;status;documentdatum;documentnummer;hoofdadresid;gebruiksdoel;gebruiksdoel1;gebr_woonfunctie;gebr_bijeenkomstfunctie;gebr_celfunctie;gebr_gezondheidszorgfunctie;gebr_industriefunctie;gebr_kantoorfunctie;gebr_logiesfunctie;gebr_onderwijsfunctie;gebr_sportfunctie;gebr_winkelfunctie;gebr_overige_gebruiksfunctie;voorkomenidentificatie;geconstateerd;begingeldigheid;eindgeldigheid;A_objectid;A_identificatie;A_huisnummer;A_huisletter;A_huisnummertoevoeging;A_postcode;A_openbareruimtenaam;A_woonplaatsnaam;A_adrestype;A_typeadresseerbaarobject;A_adresseerbaarobjectstatus;A_adresseerbaarobjectid;A_openbareruimteid;A_woonplaatsid;X;Y;LONG;LAT
10848208;0518010000448947;144;Verblijfsobject in gebruik;2000-01-19;V-200202704;0518200000448946;woonfunctie;woonfunctie;1;0;0;0;0;0;0;0;0;0;0;1;N;2000-01-19;;6271555;0518200000448946;71;;;2496HN;Weidevogellaan;'s-Gravenhage;Hoofdadres;Verblijfsobject;Verblijfsobject in gebruik;0518010000448947;0518300000202202;1245;86025.737;451779.137;4.381656857499101;52.05002786572505
10850909;0518010000451953;155;Verblijfsobject in gebruik;2016-06-17;VMG20163255;0518200000451952;woonfunctie;woonfunctie;1;0;0;0;0;0;0;0;0;0;0;2;N;2016-06-17;;6273110;0518200000451952;27;;;2496LN;Knobbelzwaansingel;'s-Gravenhage;Hoofdadres;Verblijfsobject;Verblijfsobject in gebruik;0518010000451953;0518300000200552;1245;85706.089;451774.649;4.376998465860464;52.04994766950309
10859393;0518010000462308;35;Verblijfsobject in gebruik;2010-12-20;FV20101220-04;0518200000462307;woonfunctie;woonfunctie;1;0;0;0;0;0;0;0;0;0;0;1;N;2010-12-20;;6278693;0518200000462307;65;;13;2515GC;Jacob Catsstraat;'s-Gravenhage;Hoofdadres;Verblijfsobject;Verblijfsobject in gebruik;0518010000462308;0518300000200058;1245;81186.912;454020.511;4.310640944238667;52.06954740285109
10861173;0518010000464922;42;Verblijfsobject in gebruik;2013-12-19;VMG20130432;0518200000464921;woonfunctie;woonfunctie;1;0;0;0;0;0;0;0;0;0;0;2;N;2013-12-19;;6280081;0518200000464921;69;;;2532XS;Hardenbroekstraat;'s-Gravenhage;Hoofdadres;Verblijfsobject;Verblijfsobject in gebruik;0518010000464922;0518300000200090;1245;79841.406;451250.24600000004;4.291629776167763;52.044470722113225
10862261;0518010000466488;68;Verblijfsobject in gebruik;2010-12-20;FV20101220-04;0518200000466487;woonfunctie;woonfunctie;1;0;0;0;0;0;0;0;0;0;0;1;N;2010-12-20;;6280915;0518200000466487;28;;;2521XB;Laakkade;'s-Gravenhage;Hoofdadres;Verblijfsobject;Verblijfsobject in gebruik;0518010000466488;0518300000203139;1245;82650.236;453759.51;4.332035285000942;52.067394904364356
10864195;0518010000469317;57;Verblijfsobject in gebruik;2010-12-20;FV20101220-04;0518200000469316;woonfunctie;woonfunctie;1;0;0;0;0;0;0;0;0;0;0;1;N;2010-12-20;;6282398;0518200000469316;105;;;2533TH;Pieter Langendijkstraat;'s-Gravenhage;Hoofdadres;Verblijfsobject;Verblijfsobject in gebruik;0518010000469317;0518300000200449;1245;79854.228;451601.88300000003;4.291739331282254;52.04763254954603
10865210;0518010000470766;63;Verblijfsobject in gebruik;2020-12-24;T20203206.1;0518200000470765;woonfunctie;woonfunctie;1;0;0;0;0;0;0;0;0;0;0;2;N;2020-12-24;;6283162;0518200000470765;88;;;2543RN;Ruimzicht;'s-Gravenhage;Hoofdadres;Verblijfsobject;Verblijfsobject in gebruik;0518010000470766;0518300000201624;1245;78016.724;451231.104;4.26504083596224;52.04404822044012
10865666;0518010000471415;59;Verblijfsobject in gebruik;2016-04-12;VMG20163130;0518200000471414;woonfunctie;woonfunctie;1;0;0;0;0;0;0;0;0;0;0;2;N;2016-04-12;;6283502;0518200000471414;54;;;2543RM;Ruimzicht;'s-Gravenhage;Hoofdadres;Verblijfsobject;Verblijfsobject in gebruik;0518010000471415;0518300000201624;1245;77978.788;451255.01399999997;4.264482567526187;52.044257821738704
10866162;0518010000472129;64;Verblijfsobject in gebruik;2008-02-01;V-200707476;0518200000472128;woonfunctie;woonfunctie;1;0;0;0;0;0;0;0;0;0;0;1;N;2008-02-01;;6283874;0518200000472128;121;;;2533JC;Sara Burgerhartweg;'s-Gravenhage;Hoofdadres;Verblijfsobject;Verblijfsobject in gebruik;0518010000472129;0518300000202599;1245;79823.252;451806.077;4.291242924809333;52.04946339554252
10866818;0518010000473081;97;Verblijfsobject in gebruik;2010-12-20;FV20101220-04;0518200000473080;woonfunctie;woonfunctie;1;0;0;0;0;0;0;0;0;0;0;1;N;2010-12-20;;6284370;0518200000473080;29;;;2515KE;Tullinghstraat;'s-Gravenhage;Hoofdadres;Verblijfsobject;Verblijfsobject in gebruik;0518010000473081;0518300000200788;1245;81426.314;454026.87899999996;4.3141306543812785;52.06963648485718
