FID,cte,thema,themb,omschr,datum,gradenhoek,hecto,z,eignam,layer,dtm,mutatie_co,dtb_id,se_anno_cad_data,gdb_geomattr_data,shape
dtb_punt.3328792,Q09,,,boom,2016-03-17T00:00:00,0,,,,1,0,N,46048127,,,POINT (227693.2490000017 487075.05900000036)
dtb_punt.3328793,Q09,,,boom,2016-03-17T00:00:00,0,,,,1,0,N,46048128,,,POINT (227701.21200000122 487071.7170000002)
dtb_punt.3328794,Q09,,,boom,2016-03-17T00:00:00,0,,,,1,0,N,46048129,,,POINT (227779.46299999952 487061.5720000006)
dtb_punt.3328795,Q09,,,boom,2016-03-17T00:00:00,0,,,,1,0,N,46048130,,,POINT (227788.33199999854 487063.95600000024)
dtb_punt.3328796,Q09,,,boom,2016-03-17T00:00:00,0,,,,1,0,N,46048131,,,POINT (227798.9059999995 487061.4050000012)
dtb_punt.3328797,Q09,,,boom,2016-03-17T00:00:00,0,,,,1,0,N,46048132,,,POINT (227813.47199999914 487061.1039999984)
dtb_punt.3328798,Q29,kast,,kast/huis,2016-03-17T00:00:00,0,,,,2,0,N,46048133,,,POINT (228048.59090000018 487042.2628999986)
dtb_punt.3328799,MD23,brandblusser,,brandblusser,2016-03-17T00:00:00,0,,,,2,0,N,46048134,,,POINT (228044.41739999875 487034.9816999994)
dtb_punt.3328800,Q29,kast,,kast/huis,2016-03-17T00:00:00,0,,,,2,0,N,46048135,,,POINT (228043.7923000008 487042.78810000047)
dtb_punt.3328801,Q29,kast,,kast/huis,2016-03-17T00:00:00,0,,,,2,0,N,46048136,,,POINT (228026.26269999892 487036.76960000023)
dtb_punt.3328802,Q29,kast,,kast/huis,2016-03-17T00:00:00,0,,,,2,0,N,46048137,,,POINT (227997.17480000108 487047.34319999814)
dtb_punt.3328803,Q29,kast,,kast/huis,2016-03-17T00:00:00,0,,,,2,0,N,46048138,,,POINT (227994.5940000005 487047.5912999995)
dtb_punt.3328804,Q09,,,boom,2015-02-03T00:00:00,0,,,,1,0,N,46048139,,,POINT (251295.11039999872 562642.0808000006)
dtb_punt.3328805,Q09,,,boom,2015-02-03T00:00:00,0,,,,1,0,N,46048140,,,POINT (254975.01199999824 566047.6251000017)
dtb_punt.3328806,Q09,,,boom,2015-02-03T00:00:00,0,,,,1,0,N,46048141,,,POINT (254669.0320999995 565217.5604000017)
dtb_punt.3328807,Q09,,,boom,2015-02-03T00:00:00,0,,,,1,0,N,46048142,,,POINT (251765.38720000163 562893.7410999984)
dtb_punt.3328808,Q09,,,boom,2015-02-03T00:00:00,0,,,,1,0,N,46048143,,,POINT (255359.38940000162 567157.0434000008)
dtb_punt.3328809,Q09,,,boom,2015-02-03T00:00:00,0,,,,1,0,N,46048144,,,POINT (253893.96049999818 564270.4459999986)
dtb_punt.3328810,Q09,,,boom,2015-02-03T00:00:00,0,,,,1,0,N,46048145,,,POINT (251284.25400000066 562584.0980000012)
dtb_punt.3328811,Q09,,,boom,2015-02-03T00:00:00,0,,,,1,0,N,46048146,,,POINT (251238.4364 562553.6521999985)
dtb_punt.3328812,Q09,,,boom,2015-02-03T00:00:00,0,,,,1,0,N,46048147,,,POINT (252811.6308999993 563411.6275000013)
dtb_punt.3328813,Q09,,,boom,2015-02-03T00:00:00,0,,,,1,0,N,46048148,,,POINT (253221.8537000008 563599.7351999991)
dtb_punt.3328814,Q09,,,boom,2015-02-03T00:00:00,0,,,,1,0,N,46048149,,,POINT (254915.15450000018 565877.8863000013)
dtb_punt.3328815,Q09,,,boom,2015-02-03T00:00:00,0,,,,1,0,N,46048150,,,POINT (255612.66420000046 567989.0841999985)
dtb_punt.3328816,Q09,,,boom,2015-02-03T00:00:00,0,,,,1,0,N,46048151,,,POINT (253855.1977000013 564164.7683000006)
dtb_punt.3328817,Q09,,,boom,2015-02-03T00:00:00,0,,,,1,0,N,46048152,,,POINT (254655.1251000017 565191.0471000001)
dtb_punt.3328818,Q09,,,boom,2015-02-03T00:00:00,0,,,,1,0,N,46048153,,,POINT (255260.9048999995 566857.9409000017)
dtb_punt.3328819,Q09,,,boom,2016-03-17T00:00:00,0,,,,1,0,N,46048716,,,POINT (227689.6409999989 487088.97199999914)
dtb_punt.3328820,Q09,,,boom,2016-03-17T00:00:00,0,,,,1,0,N,46048717,,,POINT (227681.93100000173 487091.43200000003)
dtb_punt.3328821,Q09,,,boom,2016-11-29T00:00:00,0,,,,1,0,Modified,46048718,,,POINT (131733.5789999999 423602.30099999905)
dtb_punt.3328822,Q09,,,boom,2016-11-29T00:00:00,0,,,,1,0,Modified,46048719,,,POINT (131704.73900000006 423611.71599999815)
dtb_punt.3328823,Q09,,,boom,2016-11-29T00:00:00,0,,,,1,0,Modified,46048720,,,POINT (131667.30700000003 423523.44200000167)
dtb_punt.3328824,Q09,,,boom,2016-11-29T00:00:00,0,,,,1,0,Modified,46048721,,,POINT (131651.62200000137 423515.7179999985)
dtb_punt.3328825,Q09,,,boom,2016-11-29T00:00:00,0,,,,1,0,Modified,46048722,,,POINT (131784.42599999905 423652.4079999998)
dtb_punt.3328826,Q09,,,boom,2016-11-29T00:00:00,0,,,,1,0,Modified,46048723,,,POINT (131667.6259999983 423443.4070000015)
dtb_punt.3328827,Q09,,,boom,2016-11-29T00:00:00,0,,,,1,0,Modified,46048724,,,POINT (130107.54899999872 425223.5760000013)
dtb_punt.3328828,Q09,,,boom,2016-11-29T00:00:00,0,,,,1,0,Modified,46048725,,,POINT (131673.90700000152 423515.2980000004)
dtb_punt.3328829,Q09,,,boom,2016-11-29T00:00:00,0,,,,1,0,Modified,46048726,,,POINT (131672.6400000006 423452.24500000104)
dtb_punt.3328830,Q09,,,boom,2016-11-29T00:00:00,0,,,,1,0,Modified,46048727,,,POINT (131625.8599999994 423552.69000000134)
dtb_punt.3328831,Q09,,,boom,2016-11-29T00:00:00,0,,,,1,0,Modified,46048728,,,POINT (130083.5159999989 425192.88699999824)
dtb_punt.3328832,Q09,,,boom,2016-11-29T00:00:00,0,,,,1,0,Modified,46048729,,,POINT (131652.59899999946 423497.9470000006)
dtb_punt.3328833,Q09,,,boom,2016-11-29T00:00:00,0,,,,1,0,Modified,46048730,,,POINT (131620.8500000015 423481.1730000004)
dtb_punt.3328834,Q09,,,boom,2016-11-29T00:00:00,0,,,,1,0,Modified,46048731,,,POINT (131780.62099999934 423643.8660000004)
dtb_punt.3328835,Q09,,,boom,2016-11-29T00:00:00,0,,,,1,0,Modified,46048732,,,POINT (131674.5949999988 423640.53599999845)
dtb_punt.3328836,Q09,,,boom,2016-11-29T00:00:00,0,,,,1,0,Modified,46048733,,,POINT (131698.16200000048 423540.6330000013)
dtb_punt.3328837,Q09,,,boom,2016-11-29T00:00:00,0,,,,1,0,Modified,46048734,,,POINT (131711.95199999958 423602.5549999997)
dtb_punt.3328838,Q09,,,boom,2016-11-29T00:00:00,0,,,,1,0,Modified,46048735,,,POINT (131750.90100000054 423654.26999999955)
dtb_punt.3328839,Q09,,,boom,2016-11-29T00:00:00,0,,,,1,0,Modified,46048736,,,POINT (131677.12200000137 423461.0560000017)
dtb_punt.3328840,Q09,,,boom,2016-11-29T00:00:00,0,,,,1,0,Modified,46048737,,,POINT (131642.98099999875 423542.55700000003)
dtb_punt.3328841,Q09,,,boom,2016-11-29T00:00:00,0,,,,1,0,Modified,46048738,,,POINT (131744.5780000016 423600.33199999854)
dtb_punt.3328842,Q09,,,boom,2016-11-29T00:00:00,0,,,,1,0,Modified,46048739,,,POINT (131662.88699999824 423434.6229999997)
dtb_punt.3328843,Q09,,,boom,2016-11-29T00:00:00,0,,,,1,0,Modified,46048740,,,POINT (131707.7890000008 423576.1950000003)
dtb_punt.3328844,Q09,,,boom,2016-11-29T00:00:00,0,,,,1,0,Modified,46048741,,,POINT (131651.60599999875 423659.8509999998)
dtb_punt.3328845,Q09,,,boom,2016-11-29T00:00:00,0,,,,1,0,Modified,46048742,,,POINT (131721.44000000134 423539.3979999982)
dtb_punt.3328846,Q09,,,boom,2016-11-29T00:00:00,0,,,,1,0,Modified,46048743,,,POINT (131630.80900000036 423704.0020000003)
dtb_punt.3328847,Q09,,,boom,2016-11-29T00:00:00,0,,,,1,0,Modified,46048744,,,POINT (131593.2580000013 423616.6950000003)
dtb_punt.3328848,Q09,,,boom,2016-11-29T00:00:00,0,,,,1,0,Modified,46048745,,,POINT (131749.74300000072 423609.79199999943)
dtb_punt.3328849,Q09,,,boom,2016-11-29T00:00:00,0,,,,1,0,Modified,46048746,,,POINT (130106.44999999925 425174.28400000185)
dtb_punt.3328850,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46049286,,,POINT (134704.46279999986 516965.5672999993)
dtb_punt.3328851,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46049287,,,POINT (134656.9915000014 516641.19949999824)
dtb_punt.3328852,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46049288,,,POINT (134473.41039999947 517370.60350000113)
dtb_punt.3328853,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46049289,,,POINT (134925.56019999832 517285.4334000014)
dtb_punt.3328854,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46049290,,,POINT (134531.01300000027 517016.6365999989)
dtb_punt.3328855,Q410303,vtl,,verklikker transportleiding,2018-04-06T00:00:00,0,,,,1,0,,46049291,,,POINT (133830.35280000046 517226.62409999967)
dtb_punt.3328856,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46049292,,,POINT (134182.4360000007 516950.68279999867)
dtb_punt.3328857,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46049293,,,POINT (134610.4763999991 517411.7239000015)
dtb_punt.3328858,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46049294,,,POINT (133891.8137000017 517267.80799999833)
dtb_punt.3328859,Q410303,vtl,,verklikker transportleiding,2018-04-06T00:00:00,0,,,,1,0,,46049295,,,POINT (133645.52569999918 517179.5859000012)
dtb_punt.3328860,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46049296,,,POINT (133526.4871999994 517131.6726000011)
dtb_punt.3328861,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46049297,,,POINT (134515.7921999991 517383.58989999816)
dtb_punt.3328862,Q29,kast,,kast/huis,2018-04-06T00:00:00,0,,,,1,0,,46049298,,,POINT (134878.07609999925 517522.9092000015)
dtb_punt.3328863,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46049299,,,POINT (135071.315200001 517164.89460000023)
dtb_punt.3328864,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46049300,,,POINT (135018.21779999882 517101.7074000016)
dtb_punt.3328865,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46049301,,,POINT (135030.6887000017 517261.58520000055)
dtb_punt.3328866,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46049302,,,POINT (134520.30530000106 517385.04839999974)
dtb_punt.3328867,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46049303,,,POINT (134774.94590000063 516901.1666000001)
dtb_punt.3328868,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46049304,,,POINT (135005.16930000111 517322.72190000117)
dtb_punt.3328869,Q29,kast,,kast/huis,2018-04-06T00:00:00,0,,,,1,0,,46049305,,,POINT (134886.1581000015 517262.37029999867)
dtb_punt.3328870,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46049306,,,POINT (134171.60669999942 517062.2699000016)
dtb_punt.3328871,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46049307,,,POINT (135614.01570000127 516508.11349999905)
dtb_punt.3328872,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46049308,,,POINT (134964.42159999907 517059.70109999925)
dtb_punt.3328873,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46049309,,,POINT (134634.43620000035 517419.16110000014)
dtb_punt.3328874,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46049310,,,POINT (134608.48589999974 516924.1471000016)
dtb_punt.3328875,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46049311,,,POINT (134475.24610000104 517105.01790000126)
dtb_punt.3328876,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46049312,,,POINT (134717.38450000063 517505.92269999906)
dtb_punt.3328877,Q29,kast,,kast/huis,2018-04-06T00:00:00,0,,,,1,0,,46049313,,,POINT (134943.66589999944 517114.82290000096)
dtb_punt.3328878,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46049314,,,POINT (134915.36510000005 517307.4915000014)
dtb_punt.3328879,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46049315,,,POINT (133865.06700000167 517152.6506999992)
dtb_punt.3328880,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46049316,,,POINT (135046.3473000005 517234.0496999994)
dtb_punt.3328881,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46049317,,,POINT (134449.04439999908 517138.8874000013)
dtb_punt.3328882,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46049318,,,POINT (134050.09270000085 517220.61670000106)
dtb_punt.3328883,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46049319,,,POINT (134895.92920000106 517359.57459999993)
dtb_punt.3328884,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46049320,,,POINT (135553.69150000066 516557.0496000014)
dtb_punt.3328885,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46049860,,,POINT (134179.77789999917 516957.96489999816)
dtb_punt.3328886,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46049861,,,POINT (135225.91690000147 516947.2109999992)
dtb_punt.3328887,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46049862,,,POINT (134927.18609999865 517281.8583999984)
dtb_punt.3328888,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46049863,,,POINT (134432.7487999983 517197.29949999973)
dtb_punt.3328889,Q09,,,boom,2018-12-21T00:00:00,0,,,,1,0,,46049864,,,POINT (169248.2375999987 410484.0278999992)
dtb_punt.3328890,Q09,,,boom,2018-12-21T00:00:00,0,,,,1,0,,46049865,,,POINT (169082.04960000142 410539.6130999997)
dtb_punt.3328891,Q09,,,boom,2018-12-21T00:00:00,0,,,,1,0,,46049866,,,POINT (169256.98840000108 410475.6906999983)
dtb_punt.3328892,Q09,,,boom,2018-12-21T00:00:00,0,,,,1,0,,46049867,,,POINT (169302.98050000146 410420.04089999944)
dtb_punt.3328893,Q09,,,boom,2018-12-21T00:00:00,0,,,,1,0,,46049868,,,POINT (168984.248399999 410635.7675999999)
dtb_punt.3328894,Q29,kast,,kast/huis,2006-07-23T00:00:00,0,,,,1,0,O,46049869,,,POINT (84104.66099999845 458428.5898000002)
dtb_punt.3328895,Q29,kast,,kast/huis,2006-07-23T00:00:00,0,,,,1,0,O,46049870,,,POINT (84498.35570000112 457989.33309999853)
dtb_punt.3328896,Q29,kast,,kast/huis,2006-07-23T00:00:00,0,,,,1,0,O,46049871,,,POINT (84608.1501000002 457888.93250000104)
dtb_punt.3328897,Q29,kast,,kast/huis,2006-07-23T00:00:00,0,,,,1,0,O,46049872,,,POINT (84692.65850000083 457787.71770000085)
dtb_punt.3328898,Q29,kast,,kast/huis,2006-07-23T00:00:00,0,,,,1,0,O,46049873,,,POINT (84799.3238000013 457678.71930000186)
dtb_punt.3328899,Q29,kast,,kast/huis,2006-07-23T00:00:00,0,,,,1,0,O,46049874,,,POINT (84910.941300001 457575.4235999994)
dtb_punt.3328900,Q29,kast,,kast/huis,2006-07-23T00:00:00,0,,,,1,0,O,46049875,,,POINT (84910.72329999879 457573.21770000085)
dtb_punt.3328901,Q29,kast,,kast/huis,2006-07-23T00:00:00,0,,,,1,0,O,46049876,,,POINT (84910.81010000035 457574.3220000006)
dtb_punt.3328902,Q29,kast,,kast/huis,2006-07-23T00:00:00,0,,,,1,0,O,46049877,,,POINT (84910.02320000157 457533.6072999984)
dtb_punt.3328903,Q29,kast,,kast/huis,2006-07-23T00:00:00,0,,,,1,0,O,46049878,,,POINT (84910.24760000035 457536.96440000087)
dtb_punt.3328904,Q29,kast,,kast/huis,2006-07-23T00:00:00,0,,,,1,0,O,46049879,,,POINT (84907.96990000084 457536.65989999846)
dtb_punt.3328905,Q29,kast,,kast/huis,2006-07-23T00:00:00,0,,,,1,0,O,46049880,,,POINT (85023.01680000126 457409.97850000113)
dtb_punt.3328906,Q29,kast,,kast/huis,2006-07-23T00:00:00,0,,,,1,0,O,46049881,,,POINT (85023.77320000157 457408.8339000009)
dtb_punt.3328907,Q29,kast,,kast/huis,2006-07-23T00:00:00,0,,,,1,0,O,46049882,,,POINT (85141.34099999815 457235.9079999998)
dtb_punt.3328908,Q29,kast,,kast/huis,2006-07-23T00:00:00,0,,,,1,0,O,46049883,,,POINT (85142.13819999993 457234.7842999995)
dtb_punt.3328909,Q29,kast,,kast/huis,2006-07-23T00:00:00,0,,,,1,0,O,46049884,,,POINT (85279.2071999982 457039.2879000008)
dtb_punt.3328910,Q29,kast,,kast/huis,2006-07-23T00:00:00,0,,,,1,0,O,46049885,,,POINT (85279.9908999987 457038.1688000001)
dtb_punt.3328911,Q29,kast,,kast/huis,2006-07-23T00:00:00,0,,,,1,0,O,46049886,,,POINT (85437.3172999993 456870.2492999993)
dtb_punt.3328912,Q29,kast,,kast/huis,2006-07-23T00:00:00,0,,,,1,0,O,46049887,,,POINT (85439.09939999878 456868.0469000004)
dtb_punt.3328913,Q29,kast,,kast/huis,2006-07-23T00:00:00,0,,,,1,0,O,46049888,,,POINT (85438.15700000152 456869.1660999991)
dtb_punt.3328914,Q29,kast,,kast/huis,2006-07-23T00:00:00,0,,,,1,0,O,46049889,,,POINT (85697.39229999855 456188.26040000096)
dtb_punt.3328915,Q29,kast,,kast/huis,2006-07-23T00:00:00,0,,,,2,0,O,46049890,,,POINT (85784.1512000002 456026.318500001)
dtb_punt.3328916,Q29,kast,,kast/huis,2006-07-23T00:00:00,0,,,,2,0,O,46049891,,,POINT (85867.3126000017 455753.06329999864)
dtb_punt.3328917,Q29,kast,,kast/huis,2006-07-23T00:00:00,0,,,,1,0,O,46049892,,,POINT (86697.34039999917 454700.16910000145)
dtb_punt.3328918,Q29,kast,,kast/huis,2006-07-23T00:00:00,0,,,,1,0,O,46049893,,,POINT (86754.47700000182 454636.4032000005)
dtb_punt.3328919,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46050411,,,POINT (134514.76700000092 517363.8669000007)
dtb_punt.3328920,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46050412,,,POINT (134420.48050000146 517335.0777999982)
dtb_punt.3328921,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46050413,,,POINT (134169.0449000001 517041.67909999937)
dtb_punt.3328922,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46050414,,,POINT (135035.60940000042 517256.22470000014)
dtb_punt.3328923,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46050415,,,POINT (134582.5416000001 516959.73849999905)
dtb_punt.3328924,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46050416,,,POINT (133985.02789999917 517192.81500000134)
dtb_punt.3328925,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46050417,,,POINT (134586.95059999824 517024.5780999996)
dtb_punt.3328926,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46050418,,,POINT (135703.10979999974 516436.0927999988)
dtb_punt.3328927,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46050419,,,POINT (133512.438000001 517124.2945000008)
dtb_punt.3328928,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46050420,,,POINT (135766.4763999991 516458.3526000008)
dtb_punt.3328929,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46050421,,,POINT (134482.52050000057 517099.07719999924)
dtb_punt.3328930,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46050422,,,POINT (134592.92969999835 517031.78929999843)
dtb_punt.3328931,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46050423,,,POINT (134900.9838999994 517347.14719999954)
dtb_punt.3328932,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46050424,,,POINT (135563.35229999945 516554.58850000054)
dtb_punt.3328933,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46050425,,,POINT (134495.56960000098 517377.3147)
dtb_punt.3328934,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46050426,,,POINT (134880.69220000133 517394.5628999993)
dtb_punt.3328935,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46050427,,,POINT (134638.97899999842 516881.31430000067)
dtb_punt.3328936,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46050428,,,POINT (135047.25450000167 517231.93780000135)
dtb_punt.3328937,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46050429,,,POINT (134455.66340000182 517130.34789999947)
dtb_punt.3328938,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46050430,,,POINT (133931.19200000167 517280.30779999867)
dtb_punt.3328939,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46050431,,,POINT (134972.25 517183.4202999994)
dtb_punt.3328940,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46050432,,,POINT (134278.09340000153 517301.4780000001)
dtb_punt.3328941,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46050433,,,POINT (134056.27309999987 517317.6066999994)
dtb_punt.3328942,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46050434,,,POINT (133875.6281999983 517185.34329999983)
dtb_punt.3328943,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46050435,,,POINT (134646.10209999979 517422.64460000023)
dtb_punt.3328944,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46050436,,,POINT (134634.45149999857 516888.64460000023)
dtb_punt.3328945,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46050437,,,POINT (134383.8889000006 516654.61250000075)
dtb_punt.3328946,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46050438,,,POINT (134165.308699999 517012.9598999992)
dtb_punt.3328947,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46050439,,,POINT (134520.86470000073 517076.33309999853)
dtb_punt.3328948,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46050440,,,POINT (133867.99069999903 517055.9514000006)
dtb_punt.3328949,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46050441,,,POINT (135611.71310000122 516507.19359999895)
dtb_punt.3328950,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46050442,,,POINT (134177.31560000032 516972.48270000145)
dtb_punt.3328951,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46050443,,,POINT (134562.73270000145 516983.50560000166)
dtb_punt.3328952,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46050444,,,POINT (134141.06210000068 517133.07279999927)
dtb_punt.3328953,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46050445,,,POINT (135044.20069999993 517241.1842)
dtb_punt.3328954,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46050967,,,POINT (133872.70560000092 517049.10810000077)
dtb_punt.3328955,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46050968,,,POINT (134726.89719999954 516756.564100001)
dtb_punt.3328956,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46050969,,,POINT (133999.61690000072 517212.16589999944)
dtb_punt.3328957,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46050970,,,POINT (134601.24109999835 517409.01370000094)
dtb_punt.3328958,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46050971,,,POINT (134443.02309999987 517414.0843999982)
dtb_punt.3328959,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46050972,,,POINT (135074.29839999974 517155.5815999992)
dtb_punt.3328960,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46050973,,,POINT (134754.5491000004 516771.73519999906)
dtb_punt.3328961,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46050974,,,POINT (134330.6154000014 516703.0669)
dtb_punt.3328962,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46050975,,,POINT (135498.1176000014 516602.6063000001)
dtb_punt.3328963,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46050976,,,POINT (134961.10390000045 517207.1981999986)
dtb_punt.3328964,Q09,,,boom,2018-04-06T00:00:00,0,,,,1,0,,46050977,,,POINT (134588.6799999997 517031.84050000086)
